season,team,team_key,level,conference_2020_21,wins,losses,win_pct,delta,rating_rank,rating,power_rank,power,offense_rank,offense,defense_rank,defense,hfa,sos_rank,sos,source_row
2025-26,Montclair St,montclair st,NCAA D3,,25.0,3.0,0.893,1.0,58.0,15.15,62.0,75.68,301.0,88.08,928.0,-4.83,2.7,789.0,-3.63,582
2025-26,T Jefferson,t jefferson,NCAA D2,,16.0,12.0,0.571,-1.0,58.0,25.14,58.0,18.5,528.0,82.08,63.0,53.99,2.87,62.0,45.72,583
2025-26,Emmanuel GA,emmanuel ga,NCCAA I,,18.0,13.0,0.581,,58.0,35.14,57.0,28.76,513.0,82.32,63.0,24.02,2.82,629.0,4.97,584
2025-26,Bluefield St,bluefield st,USCAA-1,,17.0,17.0,0.5,1.0,584.0,5.13,59.0,27.6,726.0,76.78,48.0,18.4,2.77,599.0,7.88,585
2025-26,Staten Island,staten island,NCAA D2,,20.0,9.0,0.69,-1.0,585.0,5.13,619.0,6.09,427.0,84.65,814.0,-0.99,2.8,649.0,3.51,586
2025-26,Newberry,newberry,NCAA D2,,10.0,18.0,0.357,,586.0,5.12,57.0,8.79,594.0,80.12,55.0,16.25,2.97,498.0,11.54,587
2025-26,WI Platteville,wi platteville,NCAA D3,,18.0,10.0,0.643,2.0,587.0,5.12,57.0,58.6,729.0,76.68,43.0,59.49,2.8,65.0,63.07,588
2025-26,Frostburg St,frostburg st,NCAA D2,,15.0,15.0,0.5,,588.0,5.11,6.0,7.17,274.0,88.82,918.0,-4.07,2.9,589.0,8.43,589
2025-26,VA Wesleyan,va wesleyan,NCAA D3,,19.0,8.0,0.704,2.0,589.0,5.11,599.0,7.2,739.0,76.35,478.0,8.42,2.77,69.0,40.73,590
2025-26,Miles,miles,NCAA D2,,21.0,8.0,0.724,,59.0,5.1,6.0,76.61,777.0,74.97,446.0,9.21,2.84,69.0,30.82,591
2025-26,Tusculum,tusculum,NCAA D2,,10.0,20.0,0.333,-4.0,59.0,15.1,56.0,58.95,582.0,80.66,56.0,15.87,2.97,477.0,12.03,592
2025-26,Hampden-Sydney,hampden sydney,NCAA D3,,17.0,10.0,0.63,2.0,59.0,25.1,57.0,68.59,696.0,77.56,47.0,8.61,2.81,67.0,52.01,593
2025-26,Ark Monticello,ark monticello,NCAA D2,,10.0,18.0,0.357,,59.0,35.09,6.0,56.72,867.0,72.38,364.0,11.92,2.88,484.0,11.95,594
2025-26,Dominican NY,dominican ny,NCAA D2,,14.0,16.0,0.467,-2.0,594.0,5.09,58.0,28.45,382.0,85.72,77.0,10.31,2.74,6.0,7.87,595
2025-26,Otterbein,otterbein,NCAA D3,,23.0,6.0,0.793,1.0,595.0,5.08,64.0,5.06,815.0,74.09,47.0,48.54,2.71,732.0,-1.48,596
2025-26,Shippensburg,shippensburg,NCAA D2,,14.0,15.0,0.483,-1.0,596.0,5.08,6.0,16.96,615.0,79.58,59.0,14.96,2.98,59.0,78.04,597
2025-26,Endicott,endicott,NCAA D3,,28.0,2.0,0.933,1.0,597.0,5.07,69.0,2.34,577.0,80.76,812.0,-0.84,2.69,891.0,-6.66,598
2025-26,Trinity TX,trinity tx,NCAA D3,,22.0,8.0,0.733,2.0,598.0,5.06,61.0,56.26,591.0,80.2,648.0,3.63,2.77,712.0,-0.18,599
2025-26,Shaw NC,shaw nc,USCAA-2,,16.0,11.0,0.593,,599.0,5.06,62.0,65.75,54.0,81.54,71.0,51.78,2.8,62.0,75.14,600
2025-26,WI Oshkosh,wi oshkosh,NCAA D3,,17.0,9.0,0.654,1.0,6.0,5.06,61.0,36.31,471.0,83.25,76.0,40.63,2.88,66.0,32.74,601
2025-26,WI Stevens Pt,wi stevens pt,NCAA D3,,19.0,8.0,0.704,1.0,6.0,15.05,628.0,5.66,708.0,77.31,56.0,5.92,2.75,68.0,51.47,602
2025-26,Caldwell,caldwell,NCAA D2,,15.0,16.0,0.484,-5.0,6.0,25.05,6.0,36.86,604.0,79.88,61.0,54.56,2.8,6.0,17.45,603
2025-26,MS Valley St,ms valley st,NCAA D1,,3.0,30.0,0.091,,6.0,35.05,59.0,37.59,715.0,77.17,498.0,8.0,2.95,321.0,24.17,604
2025-26,Carthage,carthage,NCAA D3,,18.0,8.0,0.692,5.0,604.0,5.05,609.0,6.47,629.0,79.19,59.0,54.86,2.81,69.0,20.83,605
2025-26,M Hardin-Baylor,m hardin baylor,NCAA D3,,21.0,8.0,0.724,,605.0,5.04,63.0,55.43,435.0,84.48,833.0,-1.48,2.78,699.0,0.35,606
2025-26,UC Merced,uc merced,NCAA D2,,10.0,17.0,0.37,-2.0,606.0,5.04,62.0,25.86,78.0,74.85,47.0,28.59,2.74,503.0,11.43,607
2025-26,Babson,babson,NCAA D3,,22.0,7.0,0.759,,607.0,5.04,63.0,5.65,732.0,76.49,54.0,16.73,2.77,735.0,-1.54,608
2025-26,Texas A&M Intl,texas a m intl,NCAA D2,,8.0,20.0,0.286,-2.0,608.0,5.03,59.0,7.74,72.0,76.91,48.0,8.41,2.88,439.0,12.88,609
2025-26,Elmhurst,elmhurst,NCAA D3,,19.0,9.0,0.679,6.0,609.0,5.03,64.0,15.0,666.0,78.22,618.0,4.35,2.82,67.0,32.09,610
2025-26,Mississippi Col,mississippi col,NCAA D2,,10.0,18.0,0.357,-2.0,61.0,5.02,61.0,16.34,632.0,79.16,599.0,4.76,2.92,506.0,11.33,611
2025-26,Cal St-LA,cal st la,NCAA D2,,10.0,19.0,0.345,,61.0,15.02,589.0,7.87,622.0,79.32,557.0,6.13,2.79,545.0,10.4,612
2025-26,Westminster UT,westminster ut,NCAA D2,,12.0,18.0,0.4,-2.0,61.0,25.02,58.0,48.26,553.0,81.18,6.0,54.66,2.9,58.0,78.62,613
2025-26,Catholic,catholic,NCAA D3,,20.0,8.0,0.714,1.0,61.0,35.02,59.0,47.5,676.0,77.89,52.0,57.18,2.72,747.0,-1.88,614
2025-26,Colorado Chr,colorado chr,NCAA D2,,13.0,17.0,0.433,-2.0,614.0,5.02,638.0,5.24,789.0,74.7,49.0,18.11,2.92,57.0,39.46,615
2025-26,Metro St,metro st,NCAA D2,,10.0,18.0,0.357,-2.0,615.0,5.02,57.0,38.72,477.0,83.08,66.0,43.22,2.78,57.0,19.53,616
2025-26,CS Chico,cs chico,NCAA D2,,8.0,19.0,0.296,,616.0,5.01,536.0,10.37,544.0,81.41,548.0,6.53,2.84,56.0,29.78,617
2025-26,Amherst,amherst,NCAA D3,,19.0,8.0,0.704,,617.0,5.0,61.0,26.31,88.0,71.85,359.0,12.03,2.91,734.0,-1.51,618
2025-26,College of NJ,college of nj,NCAA D3,,22.0,7.0,0.759,,618.0,4.96,66.0,63.32,702.0,77.43,65.0,33.46,2.78,736.0,-1.55,619
2025-26,Calvin,calvin,NCAA D3,,20.0,8.0,0.714,,619.0,4.96,59.0,57.41,698.0,77.47,51.0,57.52,2.78,775.0,-3.0,620
2025-26,Cameron,cameron,NCAA D2,,7.0,22.0,0.241,,62.0,4.95,598.0,7.26,458.0,83.67,74.0,11.16,2.9,419.0,13.51,621
2025-26,W Oregon,w oregon,NCAA D2,,9.0,18.0,0.333,,62.0,14.95,64.0,54.77,766.0,75.65,54.0,36.69,2.85,505.0,11.34,622
2025-26,Whitworth,whitworth,NCAA D3,,22.0,6.0,0.786,,62.0,24.95,639.0,5.13,659.0,78.46,62.0,24.24,2.77,787.0,-3.52,623
2025-26,Ferrum,ferrum,NCAA D2,,15.0,11.0,0.577,,62.0,34.94,65.0,53.9,631.0,79.19,7.0,22.29,2.89,64.0,24.14,624
2025-26,Azusa Pacific,azusa pacific,NCAA D2,,7.0,20.0,0.259,1.0,624.0,4.93,56.0,29.18,608.0,79.74,528.0,7.01,2.87,548.0,10.29,625
2025-26,Post,post,NCAA D2,,12.0,17.0,0.414,-1.0,625.0,4.92,61.0,76.22,673.0,77.97,56.0,25.82,2.89,6.0,47.25,626
2025-26,Tiffin,tiffin,NCAA D2,,6.0,21.0,0.222,,626.0,4.9,6.0,26.89,824.0,73.9,403.0,10.57,2.88,435.0,12.98,627
2025-26,MN Crookston,mn crookston,NCAA D2,,6.0,23.0,0.207,,627.0,4.9,62.0,5.97,61.0,79.7,64.0,13.84,2.83,392.0,14.54,628
2025-26,Johns Hopkins,johns hopkins,NCAA D3,,20.0,8.0,0.714,1.0,628.0,4.89,61.0,6.45,718.0,77.03,53.0,6.99,2.81,774.0,-2.99,629
2025-26,Davis & Elkins,davis elkins,NCAA D2,,10.0,20.0,0.333,-1.0,629.0,4.89,6.0,46.82,493.0,82.74,72.0,41.65,2.84,58.0,19.09,630
2025-26,Brandeis,brandeis,NCAA D3,,13.0,13.0,0.5,,63.0,4.89,62.0,55.77,647.0,78.76,61.0,14.58,2.82,638.0,4.3,631
2025-26,Worcester Tech,worcester tech,NCAA D3,,21.0,6.0,0.778,,63.0,14.88,648.0,4.54,805.0,74.3,508.0,7.82,2.82,813.0,-4.38,632
2025-26,Denison,denison,NCAA D3,,18.0,9.0,0.667,,63.0,24.88,66.0,3.48,748.0,76.2,596.0,4.86,2.85,7.0,30.2,633
2025-26,Trine,trine,NCAA D3,,20.0,8.0,0.714,1.0,63.0,34.87,63.0,45.49,701.0,77.44,569.0,5.62,2.78,781.0,-3.24,634
2025-26,Ohio Northern,ohio northern,NCAA D3,,18.0,9.0,0.667,1.0,634.0,4.87,65.0,24.11,851.0,73.27,479.0,8.41,2.77,715.0,-0.37,635
2025-26,Concordia TX,concordia tx,NCAA D3,,23.0,5.0,0.821,1.0,635.0,4.87,71.0,51.16,246.0,89.76,1036.0,-11.03,2.79,790.0,-3.69,636
2025-26,UT Dallas,ut dallas,NCAA D2,,8.0,20.0,0.286,-3.0,636.0,4.86,64.0,24.94,603.0,79.92,688.0,2.59,2.78,5.0,11.51,637
2025-26,Western St CO,western st co,NCAA D2,,10.0,19.0,0.345,1.0,637.0,4.86,65.0,43.91,635.0,79.04,696.0,2.45,2.86,56.0,19.84,638
2025-26,Maryville TN,maryville tn,NCAA D3,,21.0,5.0,0.808,4.0,638.0,4.86,66.0,13.45,684.0,77.77,66.0,13.26,2.71,857.0,-5.48,639
2025-26,Simon Fraser,simon fraser,NCAA D2,,7.0,21.0,0.25,,639.0,4.86,62.0,35.85,681.0,77.82,57.0,15.6,2.81,495.0,11.58,640
2025-26,DePauw,depauw,NCAA D3,,18.0,8.0,0.692,1.0,64.0,4.86,698.0,2.11,713.0,77.21,69.0,42.48,2.76,7.0,20.21,641
2025-26,Barton,barton,NCAA D2,,14.0,16.0,0.467,-4.0,64.0,14.85,61.0,66.25,478.0,83.07,75.0,50.75,2.9,63.0,74.38,642
2025-26,Frank & Marsh,frank marsh,NCAA D3,,22.0,6.0,0.786,2.0,64.0,24.85,669.0,3.02,883.0,71.68,45.0,58.91,2.82,814.0,-4.4,643
2025-26,Guilford,guilford,NCAA D3,,13.0,13.0,0.5,2.0,64.0,34.85,58.0,68.18,295.0,88.14,863.0,-2.38,2.92,678.0,1.87,644
2025-26,North Greenville,north greenville,NCAA D2,,19.0,12.0,0.613,-4.0,644.0,4.85,69.0,52.18,839.0,73.55,55.0,36.2,2.76,67.0,22.12,645
2025-26,NE Wesleyan,ne wesleyan,NCAA D3,,20.0,8.0,0.714,1.0,645.0,4.84,66.0,43.4,809.0,74.26,54.0,26.72,2.75,757.0,-2.28,646
2025-26,Lewis,lewis,NCAA D2,,4.0,24.0,0.143,-3.0,646.0,4.84,58.0,38.3,738.0,76.39,438.0,9.48,2.9,406.0,13.89,647
2025-26,Chr Brothers,chr brothers,NCAA D2,,5.0,23.0,0.179,,647.0,4.83,59.0,67.31,774.0,75.26,43.0,29.63,2.79,437.0,12.92,648
2025-26,Mary ND,mary nd,NCAA D2,,5.0,23.0,0.179,,648.0,4.83,608.0,6.54,617.0,79.52,61.0,4.6,2.81,413.0,13.66,649
2025-26,St Joseph CT,st joseph ct,NCAA D3,,20.0,8.0,0.714,,649.0,4.83,64.0,74.6,699.0,77.45,6.0,24.73,2.84,796.0,-3.91,650
2025-26,Bates,bates,NCAA D3,,18.0,9.0,0.667,4.0,65.0,4.82,688.0,2.42,751.0,76.12,64.0,3.87,2.87,7.0,50.14,651
2025-26,Hawaii Hilo,hawaii hilo,NCAA D2,,5.0,24.0,0.172,2.0,65.0,14.82,588.0,7.9,714.0,77.18,48.0,58.29,2.81,464.0,12.36,652
2025-26,JC Smith,jc smith,NCAA D2,,12.0,16.0,0.429,-1.0,65.0,24.82,66.0,23.43,692.0,77.64,656.0,3.36,2.88,608.0,6.7,653
2025-26,SD Mines,sd mines,NCAA D2,,9.0,19.0,0.321,-1.0,65.0,34.82,659.0,3.55,677.0,77.88,66.0,33.24,2.93,555.0,10.14,654
2025-26,Savannah St,savannah st,NCAA D2,,16.0,12.0,0.571,-4.0,654.0,4.82,66.0,53.37,915.0,70.54,407.0,10.4,2.92,67.0,71.96,655
2025-26,Chadron St,chadron st,NCAA D2,,7.0,21.0,0.25,,655.0,4.81,629.0,5.65,58.0,80.68,69.0,2.54,2.98,509.0,11.25,656
2025-26,Loras,loras,NCAA D3,,20.0,9.0,0.69,1.0,656.0,4.81,65.0,34.08,568.0,80.94,76.0,0.72,2.8,750.0,-2.03,657
2025-26,Lincoln PA,lincoln pa,NCAA D2,,10.0,21.0,0.323,-1.0,657.0,4.8,63.0,25.52,776.0,75.0,49.0,38.1,2.84,59.0,68.07,658
2025-26,Hope,hope,NCAA D3,,18.0,10.0,0.643,4.0,658.0,4.8,68.0,42.46,754.0,76.03,63.0,34.0,2.72,711.0,-0.14,659
2025-26,Mars Hill,mars hill,NCAA D2,,8.0,19.0,0.296,-1.0,659.0,4.79,65.0,73.81,651.0,78.69,68.0,12.69,2.94,531.0,10.6,660
2025-26,St Leo,st leo,NCAA D2,,6.0,22.0,0.214,-1.0,66.0,4.79,63.0,15.62,525.0,82.13,746.0,1.06,2.84,459.0,12.43,661
2025-26,Grinnell,grinnell,NCAA D3,,22.0,4.0,0.846,2.0,66.0,14.79,69.0,62.14,87.0,96.06,1066.0,-16.35,2.92,879.0,-6.25,662
2025-26,Wilmington DE,wilmington de,NCAA D2,,11.0,18.0,0.379,-1.0,66.0,24.78,65.0,4.41,548.0,81.27,759.0,0.72,2.83,6.0,76.91,663
2025-26,Coe,coe,NCAA D3,,19.0,10.0,0.655,2.0,66.0,34.78,68.0,32.46,758.0,75.81,62.0,34.23,2.8,718.0,-0.6,664
2025-26,Bridgeport,bridgeport,NCAA D2,,10.0,17.0,0.37,-4.0,664.0,4.78,62.0,15.86,499.0,82.62,75.0,10.81,2.82,61.0,66.03,665
2025-26,Dubuque,dubuque,NCAA D3,,18.0,10.0,0.643,2.0,665.0,4.77,65.0,14.16,69.0,77.67,63.0,14.07,2.73,733.0,-1.5,666
2025-26,Roosevelt,roosevelt,NCAA D2,,5.0,23.0,0.179,-2.0,666.0,4.77,679.0,2.6,684.0,77.77,699.0,2.41,2.74,376.0,15.62,667
2025-26,North Park,north park,NCAA D3,,16.0,11.0,0.593,4.0,667.0,4.77,69.0,72.12,44.0,84.41,926.0,-4.71,2.65,68.0,31.59,668
2025-26,Cortland St,cortland st,NCAA D3,,24.0,5.0,0.828,1.0,668.0,4.77,71.0,41.2,908.0,70.7,49.0,48.08,2.82,927.0,-7.98,669
2025-26,St John's MN,st john s mn,NCAA D3,,16.0,12.0,0.571,-1.0,669.0,4.77,63.0,65.34,664.0,78.27,606.0,4.64,2.76,713.0,-0.29,670
2025-26,Keene St,keene st,NCAA D3,,20.0,12.0,0.625,,67.0,4.76,64.0,44.89,569.0,80.93,727.0,1.53,2.79,751.0,-2.12,671
2025-26,Mid Georgia,mid georgia,NCAA D2,,8.0,19.0,0.296,-5.0,67.0,14.76,68.0,62.43,658.0,78.48,728.0,1.53,2.86,537.0,10.51,672
2025-26,York PA,york pa,NCAA D3,,20.0,7.0,0.741,,67.0,24.76,7.0,2.11,733.0,76.46,66.0,53.22,2.7,800.0,-3.98,673
2025-26,Hardin-Simmons,hardin simmons,NCAA D3,,17.0,11.0,0.607,,67.0,34.75,658.0,3.73,59.0,80.3,748.0,1.0,2.73,716.0,-0.5,674
2025-26,Colby,colby,NCAA D3,,16.0,9.0,0.64,2.0,674.0,4.75,68.0,22.47,627.0,79.22,75.0,0.82,2.79,721.0,-0.64,675
2025-26,Chapman,chapman,NCAA D3,,19.0,9.0,0.679,2.0,675.0,4.74,71.0,61.14,807.0,74.27,616.0,4.45,2.76,731.0,-1.39,676
2025-26,Newman,newman,NCAA D2,,5.0,23.0,0.179,-1.0,676.0,4.74,64.0,34.94,533.0,81.78,758.0,0.73,2.91,432.0,13.08,677
2025-26,Gettysburg,gettysburg,NCAA D3,,18.0,10.0,0.643,3.0,677.0,4.73,69.0,12.31,897.0,71.03,46.0,8.85,2.78,739.0,-1.67,678
2025-26,CT College,ct college,NCAA D3,,16.0,9.0,0.64,1.0,678.0,4.73,668.0,3.05,705.0,77.38,66.0,23.25,2.8,748.0,-1.9,679
2025-26,Franklin Pierce,franklin pierce,NCAA D2,,7.0,22.0,0.241,-5.0,679.0,4.73,65.0,63.85,552.0,81.18,77.0,30.24,2.95,517.0,10.97,680
2025-26,Edward Waters,edward waters,NCAA D2,,15.0,16.0,0.484,-2.0,68.0,4.73,69.0,22.28,781.0,74.83,586.0,5.03,2.71,64.0,63.77,681
2025-26,W New England,w new england,NCAA D3,,21.0,7.0,0.75,1.0,68.0,14.73,7.0,61.63,87.0,72.34,53.0,36.87,2.85,837.0,-5.1,682
2025-26,W Connecticut,w connecticut,NCAA D3,,21.0,7.0,0.75,2.0,68.0,24.72,678.0,2.63,691.0,77.67,69.0,12.54,2.83,854.0,-5.43,683
2025-26,Lock Haven,lock haven,NCAA D2,,10.0,19.0,0.345,,68.0,34.72,649.0,4.47,616.0,79.56,69.0,32.49,2.96,61.0,16.46,684
2025-26,Holy Family,holy family,NCAA D2,,13.0,17.0,0.433,-3.0,684.0,4.71,7.0,12.08,755.0,75.91,64.0,43.75,2.84,63.0,4.94,685
2025-26,WV State,wv state,NCAA D2,,8.0,21.0,0.276,,685.0,4.71,63.0,35.49,394.0,85.49,864.0,-2.42,2.82,59.0,28.33,686
2025-26,Menlo,menlo,NCAA D2,,5.0,24.0,0.172,,686.0,4.71,62.0,45.83,624.0,79.28,627.0,4.13,2.83,491.0,11.76,687
2025-26,Wittenberg,wittenberg,NCAA D3,,18.0,9.0,0.667,,687.0,4.7,72.0,70.7,95.0,69.33,45.0,28.95,2.8,743.0,-1.76,688
2025-26,Heidelberg,heidelberg,NCAA D3,,16.0,13.0,0.552,,688.0,4.69,67.0,72.64,613.0,79.64,76.0,50.57,2.74,69.0,10.84,689
2025-26,Drew,drew,NCAA D3,,19.0,7.0,0.731,,689.0,4.69,66.0,73.22,42.0,84.77,914.0,-3.98,2.71,863.0,-5.65,690
2025-26,WI Eau Claire,wi eau claire,NCAA D3,,14.0,11.0,0.56,,69.0,4.68,67.0,42.71,791.0,74.7,57.0,25.58,2.75,7.0,60.08,691
2025-26,Wabash,wabash,NCAA D3,,15.0,11.0,0.577,,69.0,14.67,67.0,12.88,68.0,77.85,687.0,2.61,2.81,717.0,-0.58,692
2025-26,Washington & Lee,washington lee,NCAA D3,,17.0,10.0,0.63,1.0,69.0,24.67,73.0,20.36,83.0,73.77,62.0,54.16,2.83,720.0,-0.64,693
2025-26,Case Western,case western,NCAA D3,,12.0,13.0,0.48,1.0,69.0,34.67,67.0,2.91,482.0,82.98,867.0,-2.5,2.92,669.0,2.2,694
2025-26,Rhodes,rhodes,NCAA D3,,23.0,7.0,0.767,1.0,694.0,4.66,746.0,-0.26,737.0,76.4,749.0,0.91,2.88,843.0,-5.2,695
2025-26,Concordia Mhd,concordia mhd,NCAA D3,,20.0,7.0,0.741,-3.0,695.0,4.66,73.0,70.12,818.0,74.06,647.0,3.64,2.75,828.0,-4.7,696
2025-26,Sul Ross,sul ross,NCAA D2,,5.0,21.0,0.192,,696.0,4.65,745.0,-0.1,823.0,73.92,65.0,3.56,2.8,391.0,14.62,697
2025-26,Occidental,occidental,NCAA D3,,19.0,9.0,0.679,1.0,697.0,4.65,743.0,-0.07,668.0,78.19,803.0,-0.68,2.84,759.0,-2.32,698
2025-26,Bowdoin,bowdoin,NCAA D3,,15.0,10.0,0.6,1.0,698.0,4.65,73.0,60.24,832.0,73.71,628.0,4.11,2.77,7.0,0.24,699
2025-26,Point Park,point park,NCAA D2,,8.0,19.0,0.296,-2.0,699.0,4.65,718.0,0.96,735.0,76.44,7.0,42.09,2.81,57.0,49.36,700
2025-26,Augustana IL,augustana il,NCAA D3,,12.0,15.0,0.444,26.0,7.0,4.64,689.0,2.35,67.0,78.12,71.0,41.81,2.84,65.0,43.12,701
2025-26,LeMoyne-Owen,lemoyne owen,NCAA D2,,16.0,15.0,0.516,-1.0,7.0,14.64,71.0,31.25,899.0,70.98,506.0,7.85,2.86,68.0,71.15,702
2025-26,Carroll WI,carroll wi,NCAA D3,,12.0,14.0,0.462,2.0,7.0,24.64,68.0,72.43,653.0,78.65,73.0,41.36,2.69,66.0,72.32,703
2025-26,Carnegie Mellon,carnegie mellon,NCAA D3,,11.0,15.0,0.423,,7.0,34.63,67.0,32.72,663.0,78.3,706.0,2.0,2.79,648.0,3.56,704
2025-26,King,king,NCAA D2,,14.0,17.0,0.452,-3.0,704.0,4.63,7.0,31.85,485.0,82.9,900.0,-3.47,2.8,659.0,3.0,705
2025-26,Fort Valley St,fort valley st,NCAA D2,,12.0,14.0,0.462,-3.0,705.0,4.63,71.0,71.05,75.0,76.13,69.0,22.5,2.83,65.0,13.31,706
2025-26,Wheaton IL,wheaton il,NCAA D3,,13.0,13.0,0.5,1.0,706.0,4.63,708.0,1.52,57.0,80.87,843.0,-1.77,2.79,68.0,11.78,707
2025-26,Millikin,millikin,NCAA D3,,14.0,11.0,0.56,3.0,707.0,4.62,72.0,50.78,868.0,72.36,559.0,6.0,2.71,708.0,0.05,708
2025-26,UC Santa Cruz,uc santa cruz,NCAA D3,,14.0,12.0,0.538,-2.0,708.0,4.62,73.0,50.28,749.0,76.14,717.0,1.72,2.77,68.0,21.69,709
2025-26,Benedict,benedict,NCAA D2,,12.0,14.0,0.462,-4.0,709.0,4.61,68.0,12.5,947.0,69.52,404.0,10.55,2.8,68.0,41.58,710
2025-26,Wash & Jeff,wash jeff,NCAA D3,,23.0,7.0,0.767,1.0,71.0,4.61,758.0,-1.11,711.0,77.26,810.0,-0.8,2.76,874.0,-6.12,711
2025-26,Bowie St,bowie st,NCAA D2,,8.0,22.0,0.267,-3.0,71.0,14.61,67.0,22.81,722.0,76.88,65.0,23.5,2.77,59.0,48.19,712
2025-26,Aurora,aurora,NCAA D3,,23.0,6.0,0.793,,71.0,24.61,765.0,-1.38,626.0,79.23,887.0,-3.03,2.81,877.0,-6.21,713
2025-26,Auburn M'gomery,auburn m gomery,NCAA D2,,5.0,24.0,0.172,-4.0,71.0,34.6,66.0,33.42,634.0,79.05,708.0,1.95,2.92,492.0,11.71,714
2025-26,Albertus Magnus,albertus magnus,NCAA D3,,19.0,8.0,0.704,-1.0,714.0,4.6,68.0,2.55,522.0,82.18,855.0,-2.05,2.92,892.0,-6.7,715
2025-26,Williams,williams,NCAA D3,,13.0,11.0,0.542,-1.0,715.0,4.59,67.0,52.68,884.0,71.67,47.0,18.59,2.78,741.0,-1.72,716
2025-26,St Joseph's ME,st joseph s me,NCAA D3,,20.0,9.0,0.69,1.0,716.0,4.59,709.0,1.51,578.0,80.74,838.0,-1.66,2.79,856.0,-5.48,717
2025-26,R Stockton,r stockton,NCAA D3,,16.0,11.0,0.593,1.0,717.0,4.58,699.0,2.11,572.0,80.81,819.0,-1.12,2.84,765.0,-2.45,718
2025-26,S Wesleyan,s wesleyan,NCCAA I,,14.0,18.0,0.438,-2.0,718.0,4.58,747.0,-0.3,425.0,84.73,983.0,-7.45,2.91,64.0,4.26,719
2025-26,Coker,coker,NCAA D2,,4.0,24.0,0.143,-4.0,719.0,4.58,64.0,64.66,456.0,83.71,832.0,-1.47,2.86,497.0,11.56,720
2025-26,Le Tourneau,le tourneau,NCAA D3,,17.0,10.0,0.63,1.0,72.0,4.57,68.0,52.44,514.0,82.31,861.0,-2.29,2.82,802.0,-4.09,721
2025-26,Rochester NY,rochester ny,NCAA D3,,11.0,14.0,0.44,1.0,72.0,14.57,7.0,22.03,562.0,81.1,834.0,-1.5,2.96,67.0,2.18,722
2025-26,Rensselaer,rensselaer,NCAA D3,,21.0,6.0,0.778,2.0,72.0,24.57,744.0,-0.08,992.0,67.57,42.0,39.92,2.79,942.0,-8.54,723
2025-26,Livingstone,livingstone,NCAA D2,,10.0,17.0,0.37,-3.0,72.0,34.57,719.0,0.94,747.0,76.2,7.0,12.31,2.86,63.0,14.75,724
2025-26,American Intl,american intl,NCAA D2,,5.0,23.0,0.179,-5.0,724.0,4.56,69.0,42.18,806.0,74.3,578.0,5.46,2.93,52.0,10.91,725
2025-26,Lynchburg,lynchburg,NCAA D3,,14.0,13.0,0.519,3.0,725.0,4.55,71.0,21.28,642.0,78.83,777.0,0.02,2.88,710.0,-0.13,726
2025-26,Chestnut Hill,chestnut hill,NCAA D2,,8.0,19.0,0.296,-3.0,726.0,4.55,7.0,51.71,787.0,74.71,61.0,44.57,2.9,61.0,36.41,727
2025-26,Converse,converse,NCAA D2,,11.0,16.0,0.407,-2.0,727.0,4.55,72.0,20.88,652.0,78.65,785.0,-0.2,2.89,65.0,3.48,728
2025-26,Albany GA,albany ga,NCAA D2,,12.0,18.0,0.4,-1.0,728.0,4.55,73.0,30.35,649.0,78.73,811.0,-0.81,2.79,64.0,43.9,729
2025-26,S Francisco St,s francisco st,NCAA D2,,4.0,26.0,0.133,,729.0,4.54,67.0,62.65,752.0,76.09,626.0,4.14,3.03,446.0,12.63,730
2025-26,Transylvania,transylvania,NCAA D3,,20.0,9.0,0.69,1.0,73.0,4.54,757.0,-1.07,844.0,73.4,668.0,3.1,2.87,824.0,-4.54,731
2025-26,Wilkes,wilkes,NCAA D3,,18.0,10.0,0.643,1.0,73.0,14.53,74.0,0.02,742.0,76.34,736.0,1.26,2.76,797.0,-3.93,732
2025-26,Farmingdale,farmingdale,NCAA D3,,24.0,5.0,0.828,1.0,73.0,24.53,769.0,-1.54,724.0,76.8,808.0,-0.76,2.81,975.0,-10.79,733
2025-26,St Norbert,st norbert,NCAA D3,,20.0,7.0,0.741,1.0,73.0,34.53,72.0,40.8,862.0,72.7,567.0,5.67,2.77,941.0,-8.52,734
2025-26,Georgian Court,georgian court,NCAA D2,,10.0,21.0,0.323,-4.0,734.0,4.53,762.0,-1.25,765.0,75.65,76.0,10.67,2.87,6.0,57.17,735
2025-26,Union NY,union ny,NCAA D3,,19.0,7.0,0.731,,735.0,4.52,781.0,-2.22,769.0,75.52,782.0,-0.16,2.81,852.0,-5.4,736
2025-26,Oswego St,oswego st,NCAA D3,,23.0,5.0,0.821,1.0,736.0,4.52,73.0,10.43,71.0,77.27,757.0,0.73,2.83,992.0,-11.85,737
2025-26,Muskingum,muskingum,NCAA D3,,15.0,11.0,0.577,1.0,737.0,4.51,767.0,-1.39,707.0,77.36,822.0,-1.17,2.89,723.0,-0.94,738
2025-26,Yeshiva,yeshiva,NCAA D3,,22.0,9.0,0.71,1.0,738.0,4.51,768.0,-1.53,683.0,77.78,842.0,-1.73,2.7,883.0,-6.48,739
2025-26,Vassar,vassar,NCAA D3,,20.0,10.0,0.667,1.0,739.0,4.51,763.0,-1.25,866.0,72.38,637.0,3.94,2.77,815.0,-4.41,740
2025-26,Olivet MI,olivet mi,NCAA D3,,15.0,13.0,0.536,1.0,74.0,4.51,771.0,-1.81,79.0,74.7,74.0,51.06,2.85,69.0,70.56,741
