season,team,team_key,level,conference_2020_21,wins,losses,win_pct,delta,rating_rank,rating,power_rank,power,offense_rank,offense,defense_rank,defense,hfa,sos_rank,sos,source_row
2020-21,Drexel,drexel,NCAA D1,,12.0,8.0,0.6,,17.0,6.34,17.0,29.69,242.0,86.48,147.0,18.86,2.81,176.0,27.97,5518
2020-21,Jacksonville St,jacksonville st,NCAA D1,,18.0,9.0,0.667,,17.0,16.34,177.0,29.03,219.0,87.18,173.0,17.5,2.84,274.0,24.23,5519
2020-21,S Illinois,s illinois,NCAA D1,,12.0,14.0,0.462,,17.0,26.34,173.0,29.4,315.0,84.55,112.0,20.5,2.74,119.0,31.52,5520
2020-21,East Carolina,east carolina,NCAA D1,,8.0,11.0,0.421,,17.0,36.34,172.0,29.61,264.0,85.91,135.0,19.35,2.79,123.0,31.33,5521
2020-21,E Kentucky,e kentucky,NCAA D1,,22.0,7.0,0.759,,174.0,6.33,18.0,28.62,83.0,92.43,321.0,11.83,2.87,308.0,22.44,5522
2020-21,Sam Houston St,sam houston st,NCAA D1,,19.0,9.0,0.679,,175.0,6.32,176.0,29.16,141.0,89.94,252.0,14.87,3.05,326.0,21.79,5523
2020-21,Cleveland St,cleveland st,NCAA D1,,19.0,8.0,0.704,,176.0,6.3,206.0,27.15,273.0,85.69,182.0,17.11,2.87,168.0,28.51,5524
2020-21,Vermont,vermont,NCAA D1,,10.0,5.0,0.667,,177.0,6.26,156.0,30.95,213.0,87.27,138.0,19.33,2.76,287.0,23.61,5525
2020-21,Valparaiso,valparaiso,NCAA D1,,10.0,18.0,0.357,,178.0,6.25,174.0,29.34,295.0,85.15,126.0,19.84,2.8,127.0,30.92,5526
2020-21,Hartford,hartford,NCAA D1,,15.0,9.0,0.625,,179.0,6.24,178.0,28.96,346.0,83.93,109.0,20.68,2.87,198.0,26.43,5527
2020-21,Louisiana,louisiana,NCAA D1,,17.0,9.0,0.654,1.0,18.0,6.23,2.0,27.55,147.0,89.6,282.0,13.6,2.75,197.0,26.43,5528
2020-21,Montana,montana,NCAA D1,,15.0,13.0,0.536,-1.0,18.0,16.23,181.0,28.6,275.0,85.64,152.0,18.61,2.77,255.0,24.94,5529
2020-21,James Madison,james madison,NCAA D1,,13.0,7.0,0.65,,18.0,26.22,184.0,28.51,122.0,90.66,285.0,13.51,2.86,3.0,22.95,5530
2020-21,UMBC,umbc,NCAA D1,,14.0,6.0,0.7,,18.0,36.21,204.0,27.27,291.0,85.2,167.0,17.73,2.77,224.0,25.87,5531
2020-21,Hofstra,hofstra,NCAA D1,,13.0,10.0,0.565,,184.0,6.21,19.0,28.22,14.0,89.98,275.0,13.9,2.8,172.0,28.32,5532
2020-21,Montana St,montana st,NCAA D1,,13.0,10.0,0.565,,185.0,6.21,193.0,28.03,203.0,87.45,21.0,16.24,2.75,228.0,25.73,5533
2020-21,VMI,vmi,NCAA D1,,13.0,12.0,0.52,,186.0,6.2,189.0,28.27,97.0,91.69,315.0,12.24,2.95,254.0,25.03,5534
2020-21,Siena,siena,NCAA D1,,12.0,5.0,0.706,,187.0,6.2,182.0,28.57,32.0,84.47,127.0,19.75,2.8,267.0,24.47,5535
2020-21,TX Southern,tx southern,NCAA D1,,17.0,9.0,0.654,,188.0,6.19,188.0,28.4,149.0,89.48,258.0,14.57,2.71,272.0,24.27,5536
2020-21,Bellarmine,bellarmine,NCAA D1,,14.0,8.0,0.636,,189.0,6.16,179.0,28.93,19.0,87.78,195.0,16.81,2.84,295.0,23.09,5537
2020-21,Rice,rice,NCAA D1,,15.0,13.0,0.536,,19.0,6.16,202.0,27.32,177.0,88.39,257.0,14.59,2.85,19.0,27.01,5538
2020-21,Elon,elon,NCAA D1,,10.0,9.0,0.526,,19.0,16.14,183.0,28.53,369.0,83.27,103.0,20.92,2.82,215.0,26.06,5539
2020-21,Appalachian St,appalachian st,NCAA D1,,17.0,12.0,0.586,,19.0,26.14,187.0,28.43,34.0,84.06,123.0,20.02,2.88,307.0,22.57,5540
2020-21,Detroit,detroit,NCAA D1,,12.0,10.0,0.545,,19.0,36.14,186.0,28.51,142.0,89.93,27.0,14.23,2.83,192.0,26.95,5541
2020-21,Nicholls St,nicholls st,NCAA D1,,18.0,7.0,0.72,,194.0,6.13,213.0,26.64,152.0,89.43,295.0,12.86,2.91,291.0,23.14,5542
2020-21,Hawaii,hawaii,NCAA D1,,11.0,10.0,0.524,,195.0,6.11,196.0,27.88,239.0,86.59,189.0,16.94,2.85,216.0,26.06,5543
2020-21,South Alabama,south alabama,NCAA D1,,17.0,11.0,0.607,,196.0,6.1,209.0,27.07,202.0,87.46,243.0,15.26,2.81,253.0,25.07,5544
2020-21,Murray St,murray st,NCAA D1,,13.0,13.0,0.5,,197.0,6.1,155.0,31.01,196.0,87.63,143.0,19.03,2.94,32.0,21.98,5545
2020-21,Missouri KC,missouri kc,NCAA D1,,11.0,13.0,0.458,,198.0,6.1,185.0,28.51,429.0,81.45,64.0,22.71,2.86,324.0,21.83,5546
2020-21,San Diego,san diego,NCAA D1,,3.0,11.0,0.214,,199.0,6.1,19.0,28.22,248.0,86.29,171.0,17.58,2.77,66.0,36.9,5547
2020-21,Evansville,evansville,NCAA D1,,9.0,16.0,0.36,,2.0,6.09,197.0,27.84,313.0,84.62,146.0,18.87,2.89,115.0,31.68,5548
2020-21,La Salle,la salle,NCAA D1,,9.0,16.0,0.36,,2.0,16.08,205.0,27.15,233.0,86.8,22.0,16.01,2.89,111.0,32.01,5549
2020-21,N Kentucky,n kentucky,NCAA D1,,14.0,11.0,0.56,,2.0,26.06,199.0,27.57,286.0,85.45,166.0,17.77,2.74,209.0,26.23,5550
2020-21,UC Davis,uc davis,NCAA D1,,10.0,8.0,0.556,,2.0,36.06,207.0,27.15,265.0,85.87,19.0,16.93,2.81,213.0,26.11,5551
2020-21,W Texas A&M,w texas a m,NCAA D2,,19.0,3.0,0.864,,204.0,6.03,212.0,26.69,38.0,95.0,45.0,27.35,2.83,405.0,15.55,5552
2020-21,UT Arlington,ut arlington,NCAA D1,,13.0,13.0,0.5,,205.0,6.03,192.0,28.09,182.0,88.15,232.0,15.59,2.79,289.0,23.27,5553
2020-21,N Colorado,n colorado,NCAA D1,,11.0,11.0,0.5,2.0,206.0,6.02,195.0,28.01,194.0,87.64,219.0,16.02,2.7,244.0,25.3,5554
2020-21,Bryant,bryant,NCAA D1,,15.0,7.0,0.682,-1.0,207.0,6.02,203.0,27.28,89.0,92.12,352.0,10.81,2.89,315.0,22.06,5555
2020-21,Illinois St,illinois st,NCAA D1,,7.0,18.0,0.28,-1.0,208.0,6.02,194.0,28.03,208.0,87.37,207.0,16.31,2.75,133.0,30.67,5556
2020-21,Prairie View,prairie view,NCAA D1,,16.0,5.0,0.762,,209.0,6.01,228.0,25.88,299.0,85.05,204.0,16.49,2.88,341.0,20.53,5557
2020-21,St Joseph's PA,st joseph s pa,NCAA D1,,5.0,15.0,0.25,,21.0,6.01,233.0,25.68,118.0,90.78,357.0,10.55,2.82,79.0,35.88,5558
2020-21,Utah Valley,utah valley,NCAA D1,,11.0,11.0,0.5,,21.0,16.0,21.0,26.72,181.0,88.16,271.0,14.21,2.8,183.0,27.67,5559
2020-21,Seattle,seattle,NCAA D1,,12.0,11.0,0.522,,21.0,26.0,198.0,27.64,217.0,87.2,217.0,16.1,2.92,28.0,24.01,5560
2020-21,St Peter's,st peter s,NCAA D1,,14.0,11.0,0.56,,21.0,35.95,208.0,27.12,489.0,79.73,51.0,23.04,2.81,235.0,25.46,5561
2020-21,MA Lowell,ma lowell,NCAA D1,,11.0,12.0,0.478,,214.0,5.94,227.0,25.97,227.0,86.93,255.0,14.7,2.79,173.0,28.2,5562
2020-21,Monmouth NJ,monmouth nj,NCAA D1,,12.0,8.0,0.6,,215.0,5.94,229.0,25.8,138.0,90.11,332.0,11.34,2.96,247.0,25.27,5563
2020-21,Northern St SD,northern st sd,NCAA D2,,19.0,2.0,0.905,1.0,216.0,5.93,244.0,25.08,189.0,87.83,293.0,12.9,2.86,389.0,16.21,5564
2020-21,Army,army,NCAA D1,,12.0,10.0,0.545,-1.0,217.0,5.92,231.0,25.73,289.0,85.36,218.0,16.03,2.81,249.0,25.26,5565
2020-21,Citadel,citadel,NCAA D1,,13.0,12.0,0.52,,218.0,5.9,245.0,24.92,85.0,92.28,43.0,18.3,2.86,305.0,22.76,5566
2020-21,Charlotte,charlotte,NCAA D1,,9.0,16.0,0.36,,219.0,5.88,217.0,26.42,426.0,81.48,11.0,20.59,2.82,165.0,28.55,5567
2020-21,Oakland,oakland,NCAA D1,,12.0,18.0,0.4,,22.0,5.88,238.0,25.51,12.0,90.71,362.0,10.46,2.8,138.0,30.44,5568
2020-21,Ark Little Rock,ark little rock,NCAA D1,,11.0,15.0,0.423,1.0,22.0,15.88,221.0,26.22,321.0,84.47,176.0,17.4,2.8,202.0,26.35,5569
2020-21,Col Charleston,col charleston,NCAA D1,,9.0,10.0,0.474,1.0,22.0,25.88,214.0,26.59,249.0,86.29,222.0,15.95,2.79,258.0,24.84,5570
2020-21,CS Sacramento,cs sacramento,NCAA D1,,8.0,12.0,0.4,-2.0,22.0,35.87,219.0,26.3,27.0,85.82,214.0,16.13,2.86,218.0,25.99,5571
2020-21,Canisius,canisius,NCAA D1,,7.0,6.0,0.538,1.0,224.0,5.85,243.0,25.1,218.0,87.19,284.0,13.56,2.86,23.0,25.72,5572
2020-21,Lincoln Mem,lincoln mem,NCAA D2,,18.0,4.0,0.818,-1.0,225.0,5.85,175.0,29.24,44.0,94.79,371.0,10.11,3.14,49.0,11.6,5573
2020-21,Campbell,campbell,NCAA D1,,17.0,10.0,0.63,1.0,226.0,5.84,24.0,25.4,358.0,83.59,174.0,17.46,2.76,323.0,21.93,5574
2020-21,W Carolina,w carolina,NCAA D1,,11.0,16.0,0.407,-1.0,227.0,5.84,237.0,25.54,113.0,90.88,366.0,10.31,2.78,186.0,27.47,5575
2020-21,Arkansas St,arkansas st,NCAA D1,,11.0,13.0,0.458,1.0,228.0,5.84,215.0,26.5,279.0,85.61,2.0,16.55,2.86,292.0,23.14,5576
2020-21,Long Beach St,long beach st,NCAA D1,,6.0,12.0,0.333,-1.0,229.0,5.84,218.0,26.38,116.0,90.79,339.0,11.24,2.78,159.0,28.92,5577
2020-21,Lubbock Chr,lubbock chr,NCAA D2,,18.0,3.0,0.857,,23.0,5.82,226.0,26.0,192.0,87.73,274.0,13.92,3.02,464.0,13.03,5578
2020-21,Austin Peay,austin peay,NCAA D1,,14.0,13.0,0.519,,23.0,15.82,211.0,26.7,205.0,87.41,251.0,14.94,2.82,309.0,22.36,5579
2020-21,Ga Southern,ga southern,NCAA D1,,13.0,13.0,0.5,,23.0,25.82,232.0,25.71,33.0,84.27,184.0,17.1,2.76,333.0,21.08,5580
2020-21,WI Milwaukee,wi milwaukee,NCAA D1,,10.0,12.0,0.455,,23.0,35.79,235.0,25.6,155.0,89.34,32.0,11.91,2.74,194.0,26.71,5581
2020-21,Idaho St,idaho st,NCAA D1,,13.0,11.0,0.542,,234.0,5.78,247.0,24.85,438.0,81.01,132.0,19.49,2.83,354.0,19.41,5582
2020-21,North Dakota,north dakota,NCAA D1,,9.0,17.0,0.346,,235.0,5.77,253.0,24.57,245.0,86.38,279.0,13.84,2.81,142.0,30.06,5583
2020-21,Cal Baptist,cal baptist,NCAA D1,,13.0,10.0,0.565,,236.0,5.76,242.0,25.34,144.0,89.84,343.0,11.15,2.94,327.0,21.58,5584
2020-21,New Mexico,new mexico,NCAA D1,,6.0,16.0,0.273,1.0,237.0,5.76,23.0,25.77,284.0,85.5,223.0,15.92,2.83,144.0,29.9,5585
2020-21,Colorado Mines,colorado mines,NCAA D2,,18.0,3.0,0.857,-1.0,238.0,5.75,222.0,26.2,345.0,83.97,163.0,17.89,2.84,45.0,13.47,5586
2020-21,SUNY Albany,suny albany,NCAA D1,,7.0,9.0,0.438,,239.0,5.74,223.0,26.19,257.0,86.13,227.0,15.71,2.78,238.0,25.36,5587
2020-21,Washburn,washburn,NCAA D2,,20.0,8.0,0.714,,24.0,5.74,255.0,24.43,206.0,87.38,299.0,12.7,3.09,335.0,20.89,5588
2020-21,Truman St,truman st,NCAA D2,,20.0,4.0,0.833,1.0,24.0,15.73,256.0,24.43,274.0,85.69,264.0,14.4,2.86,386.0,16.37,5589
2020-21,Norfolk St,norfolk st,NCAA D1,,17.0,8.0,0.68,-1.0,24.0,25.73,258.0,24.14,372.0,83.24,199.0,16.56,2.78,342.0,20.35,5590
2020-21,Delaware,delaware,NCAA D1,,7.0,8.0,0.467,1.0,24.0,35.72,241.0,25.4,314.0,84.61,205.0,16.44,2.87,273.0,24.23,5591
2020-21,Southern Miss,southern miss,NCAA D1,,8.0,17.0,0.32,-1.0,244.0,5.72,236.0,25.6,419.0,81.82,134.0,19.43,2.83,179.0,27.85,5592
2020-21,Lipscomb,lipscomb,NCAA D1,,15.0,12.0,0.556,,245.0,5.72,254.0,24.51,297.0,85.13,248.0,15.03,2.86,321.0,21.97,5593
2020-21,Stony Brook,stony brook,NCAA D1,,9.0,14.0,0.391,,246.0,5.71,224.0,26.13,402.0,82.13,13.0,19.65,2.8,248.0,25.27,5594
2020-21,William & Mary,william mary,NCAA D1,,7.0,10.0,0.412,,247.0,5.71,27.0,23.36,368.0,83.27,226.0,15.74,2.7,166.0,28.54,5595
2020-21,Jackson St,jackson st,NCAA D1,,12.0,6.0,0.667,,248.0,5.71,267.0,23.72,434.0,81.24,161.0,18.14,2.91,316.0,22.03,5596
2020-21,Gardner Webb,gardner webb,NCAA D1,,11.0,15.0,0.423,,249.0,5.7,216.0,26.45,292.0,85.19,191.0,16.91,2.8,24.0,25.35,5597
2020-21,Mt St Mary's,mt st mary s,NCAA D1,,12.0,11.0,0.522,,25.0,5.69,239.0,25.48,534.0,78.76,75.0,22.38,2.82,279.0,24.02,5598
2020-21,Marist,marist,NCAA D1,,12.0,9.0,0.571,,25.0,15.68,281.0,22.9,504.0,79.35,14.0,19.21,2.84,269.0,24.33,5599
2020-21,Niagara,niagara,NCAA D1,,9.0,11.0,0.45,,25.0,25.68,248.0,24.73,376.0,83.19,181.0,17.19,2.85,222.0,25.92,5600
2020-21,Stetson,stetson,NCAA D1,,12.0,15.0,0.444,,25.0,35.68,252.0,24.57,293.0,85.19,247.0,15.04,2.85,293.0,23.09,5601
2020-21,Lafayette,lafayette,NCAA D1,,9.0,6.0,0.6,,254.0,5.67,26.0,23.96,16.0,89.05,356.0,10.57,2.81,302.0,22.82,5602
2020-21,Portland St,portland st,NCAA D1,,9.0,13.0,0.409,2.0,255.0,5.67,234.0,25.62,322.0,84.43,193.0,16.84,2.74,29.0,23.26,5603
2020-21,Youngstown St,youngstown st,NCAA D1,,15.0,12.0,0.556,2.0,256.0,5.66,257.0,24.15,237.0,86.63,289.0,13.17,2.83,336.0,20.81,5604
2020-21,Tarleton St,tarleton st,NCAA D1,,10.0,10.0,0.5,-2.0,257.0,5.66,269.0,23.61,39.0,82.44,194.0,16.82,2.91,391.0,16.16,5605
2020-21,New Hampshire,new hampshire,NCAA D1,,10.0,9.0,0.526,-2.0,258.0,5.66,261.0,23.92,396.0,82.32,178.0,17.26,2.74,296.0,23.0,5606
2020-21,Wagner,wagner,NCAA D1,,13.0,7.0,0.65,,259.0,5.65,284.0,22.85,338.0,84.14,265.0,14.37,2.77,297.0,22.97,5607
2020-21,CS Northridge,cs northridge,NCAA D1,,9.0,13.0,0.409,,26.0,5.65,294.0,22.19,179.0,88.31,389.0,9.53,2.83,174.0,28.18,5608
2020-21,Radford,radford,NCAA D1,,15.0,12.0,0.556,,26.0,15.63,262.0,23.89,432.0,81.39,16.0,18.16,2.63,31.0,22.29,5609
2020-21,CS Fullerton,cs fullerton,NCAA D1,,6.0,10.0,0.375,,26.0,25.63,249.0,24.66,114.0,90.82,39.0,9.5,2.82,233.0,25.62,5610
2020-21,G Washington,g washington,NCAA D1,,5.0,12.0,0.294,,26.0,35.63,246.0,24.88,334.0,84.22,208.0,16.31,2.85,17.0,28.39,5611
2020-21,Loyola MD,loyola md,NCAA D1,,6.0,11.0,0.353,,264.0,5.62,225.0,26.08,236.0,86.66,245.0,15.07,2.79,25.0,25.23,5612
2020-21,Boston Univ,boston univ,NCAA D1,,7.0,11.0,0.389,,265.0,5.61,251.0,24.61,337.0,84.15,216.0,16.11,2.64,211.0,26.19,5613
2020-21,West Liberty,west liberty,NCAA D2,,18.0,5.0,0.783,,266.0,5.6,22.0,26.24,9.0,98.86,566.0,3.04,2.97,509.0,10.36,5614
2020-21,FGCU,fgcu,NCAA D1,,10.0,8.0,0.556,,267.0,5.6,268.0,23.65,35.0,83.8,234.0,15.5,2.82,332.0,21.14,5615
2020-21,American Univ,american univ,NCAA D1,,4.0,6.0,0.4,,268.0,5.59,283.0,22.86,307.0,84.87,281.0,13.65,2.82,195.0,26.56,5616
2020-21,UC San Diego,uc san diego,NCAA D1,,7.0,10.0,0.412,,269.0,5.56,288.0,22.63,23.0,86.84,328.0,11.44,2.88,276.0,24.16,5617
2020-21,IL Chicago,il chicago,NCAA D1,,9.0,13.0,0.409,,27.0,5.55,285.0,22.84,395.0,82.33,213.0,16.17,2.86,196.0,26.51,5618
2020-21,Northern Arizona,northern arizona,NCAA D1,,6.0,16.0,0.273,1.0,27.0,15.55,271.0,23.33,387.0,82.47,202.0,16.52,2.69,126.0,30.95,5619
2020-21,Florida Intl,florida intl,NCAA D1,,9.0,17.0,0.346,-1.0,27.0,25.55,265.0,23.78,184.0,87.99,327.0,11.44,2.78,259.0,24.7,5620
2020-21,WI Green Bay,wi green bay,NCAA D1,,8.0,17.0,0.32,2.0,27.0,35.55,25.0,24.62,17.0,88.69,325.0,11.58,2.79,181.0,27.84,5621
2020-21,IUPUI,iupui,NCAA D1,,8.0,10.0,0.444,-1.0,274.0,5.55,309.0,21.59,261.0,86.03,34.0,11.21,2.79,206.0,26.27,5622
2020-21,North Alabama,north alabama,NCAA D1,,13.0,11.0,0.542,-1.0,275.0,5.54,278.0,22.95,271.0,85.73,294.0,12.87,2.91,35.0,19.84,5623
2020-21,Troy,troy,NCAA D1,,11.0,17.0,0.393,,276.0,5.54,291.0,22.3,382.0,82.59,239.0,15.36,2.86,227.0,25.73,5624
2020-21,UNC Wilmington,unc wilmington,NCAA D1,,7.0,10.0,0.412,1.0,277.0,5.53,264.0,23.8,22.0,87.17,313.0,12.29,2.83,298.0,22.97,5625
2020-21,UTRGV,utrgv,NCAA D1,,9.0,10.0,0.474,-1.0,278.0,5.53,259.0,24.05,316.0,84.53,244.0,15.17,2.89,352.0,19.59,5626
2020-21,ULM,ulm,NCAA D1,,7.0,19.0,0.269,,279.0,5.5,263.0,23.89,403.0,82.1,175.0,17.44,2.79,185.0,27.57,5627
2020-21,Fairfield,fairfield,NCAA D1,,10.0,17.0,0.37,,28.0,5.49,282.0,22.89,52.0,79.02,131.0,19.52,2.72,219.0,25.98,5628
2020-21,C Michigan,c michigan,NCAA D1,,7.0,16.0,0.304,1.0,28.0,15.49,266.0,23.75,137.0,90.12,396.0,9.28,2.77,223.0,25.88,5629
2020-21,Morgan St,morgan st,NCAA D1,,14.0,8.0,0.636,-1.0,28.0,25.48,279.0,22.94,198.0,87.57,347.0,11.02,2.76,368.0,17.71,5630
2020-21,E Michigan,e michigan,NCAA D1,,6.0,12.0,0.333,,28.0,35.47,286.0,22.75,347.0,83.87,261.0,14.53,2.84,226.0,25.81,5631
2020-21,W Michigan,w michigan,NCAA D1,,5.0,16.0,0.238,,284.0,5.47,28.0,22.91,421.0,81.78,196.0,16.78,2.78,151.0,29.54,5632
2020-21,Quinnipiac,quinnipiac,NCAA D1,,9.0,13.0,0.409,,285.0,5.45,274.0,23.14,333.0,84.23,259.0,14.56,2.93,277.0,24.15,5633
2020-21,Bucknell,bucknell,NCAA D1,,5.0,7.0,0.417,1.0,286.0,5.44,273.0,23.15,176.0,88.45,365.0,10.35,2.77,278.0,24.05,5634
2020-21,Samford,samford,NCAA D1,,6.0,13.0,0.316,1.0,287.0,5.43,292.0,22.27,156.0,89.16,41.0,58.77,2.84,221.0,25.95,5635
2020-21,UNC Asheville,unc asheville,NCAA D1,,10.0,10.0,0.5,1.0,288.0,5.43,3.0,22.01,246.0,86.37,336.0,11.29,2.78,283.0,23.87,5636
2020-21,PFW,pfw,NCAA D1,,8.0,15.0,0.348,2.0,289.0,5.43,277.0,22.97,161.0,88.97,38.0,29.65,2.81,245.0,25.28,5637
2020-21,Mercyhurst,mercyhurst,NCAA D2,,12.0,2.0,0.857,-4.0,29.0,5.43,306.0,21.79,472.0,80.23,18.0,17.21,3.07,529.0,9.22,5638
2020-21,NJIT,njit,NCAA D1,,7.0,12.0,0.368,-1.0,29.0,15.43,299.0,22.03,377.0,83.08,256.0,14.61,2.75,21.0,26.19,5639
2020-21,MTSU,mtsu,NCAA D1,,5.0,18.0,0.217,,29.0,25.42,289.0,22.55,391.0,82.42,224.0,15.79,2.85,154.0,29.46,5640
2020-21,North Florida,north florida,NCAA D1,,8.0,15.0,0.348,,29.0,35.42,276.0,23.0,247.0,86.36,312.0,12.29,2.78,214.0,26.07,5641
2020-21,SE Missouri St,se missouri st,NCAA D1,,11.0,16.0,0.407,,294.0,5.41,308.0,21.7,374.0,83.2,273.0,14.15,2.81,241.0,25.33,5642
2020-21,Jacksonville,jacksonville,NCAA D1,,11.0,13.0,0.458,,295.0,5.41,304.0,21.86,415.0,81.87,229.0,15.64,2.88,294.0,23.09,5643
2020-21,Air Force,air force,NCAA D1,,5.0,20.0,0.2,,296.0,5.4,298.0,22.04,449.0,80.65,185.0,17.04,2.74,102.0,32.89,5644
2020-21,Fordham,fordham,NCAA D1,,2.0,12.0,0.143,1.0,297.0,5.38,302.0,21.93,659.0,74.84,6.0,22.74,2.75,107.0,32.56,5645
2020-21,Longwood,longwood,NCAA D1,,12.0,17.0,0.414,1.0,298.0,5.37,287.0,22.7,433.0,81.31,186.0,17.04,2.84,282.0,23.91,5646
2020-21,Moorhead St,moorhead st,NCAA D2,,11.0,5.0,0.688,-2.0,299.0,5.37,31.0,21.52,222.0,87.15,373.0,10.03,2.88,376.0,17.03,5647
2020-21,NC A&T,nc a t,NCAA D1,,11.0,10.0,0.524,,3.0,5.37,311.0,21.47,31.0,84.71,309.0,12.41,2.87,33.0,21.46,5648
2020-21,Towson,towson,NCAA D1,,4.0,14.0,0.222,,3.0,15.36,275.0,23.0,328.0,84.32,267.0,14.34,2.82,171.0,28.34,5649
2020-21,LIU Brooklyn,liu brooklyn,NCAA D1,,9.0,9.0,0.5,,3.0,25.36,303.0,21.91,234.0,86.79,354.0,10.77,2.76,322.0,21.95,5650
2020-21,NE Omaha,ne omaha,NCAA D1,,5.0,20.0,0.2,,3.0,35.34,293.0,22.21,259.0,86.05,322.0,11.81,2.74,12.0,31.45,5651
2020-21,Hillsdale,hillsdale,NCAA D2,,21.0,3.0,0.875,,304.0,5.33,321.0,20.82,443.0,80.82,228.0,15.65,2.97,508.0,10.47,5652
2020-21,F Dickinson,f dickinson,NCAA D1,,9.0,15.0,0.375,,305.0,5.33,296.0,22.11,157.0,89.13,42.0,8.63,2.72,262.0,24.6,5653
2020-21,St Leo,st leo,NCAA D2,,7.0,1.0,0.875,,306.0,5.32,323.0,20.71,326.0,84.38,317.0,11.99,2.86,438.0,14.07,5654
2020-21,MO Southern,mo southern,NCAA D2,,13.0,10.0,0.565,,307.0,5.32,272.0,23.16,68.0,93.13,498.0,5.68,2.86,358.0,19.11,5655
2020-21,W Illinois,w illinois,NCAA D1,,7.0,15.0,0.318,1.0,308.0,5.32,324.0,20.65,221.0,87.16,399.0,9.14,2.81,178.0,27.92,5656
2020-21,Merrimack,merrimack,NCAA D1,,9.0,9.0,0.5,-1.0,309.0,5.31,312.0,21.33,539.0,78.59,155.0,18.39,2.78,318.0,21.99,5657
2020-21,E Illinois,e illinois,NCAA D1,,9.0,18.0,0.333,1.0,31.0,5.31,297.0,22.07,3.0,85.03,3.0,12.69,2.69,207.0,26.27,5658
2020-21,Rider,rider,NCAA D1,,6.0,17.0,0.261,1.0,31.0,15.31,295.0,22.12,269.0,85.82,319.0,11.95,2.75,189.0,27.04,5659
2020-21,Flagler,flagler,NCAA D2,,18.0,6.0,0.75,-2.0,31.0,25.31,334.0,19.83,332.0,84.24,338.0,11.25,2.91,37.0,17.47,5660
2020-21,Sacred Heart,sacred heart,NCAA D1,,9.0,9.0,0.5,,31.0,35.3,331.0,20.08,325.0,84.4,334.0,11.34,2.78,288.0,23.58,5661
2020-21,Lamar,lamar,NCAA D1,,10.0,18.0,0.357,,314.0,5.29,313.0,21.31,386.0,82.51,262.0,14.45,2.81,201.0,26.42,5662
2020-21,New Orleans,new orleans,NCAA D1,,10.0,15.0,0.4,,315.0,5.29,29.0,22.54,172.0,88.6,38.0,59.59,2.96,299.0,22.95,5663
2020-21,Northwestern LA,northwestern la,NCAA D1,,11.0,18.0,0.379,,316.0,5.29,315.0,21.25,209.0,87.35,388.0,9.55,2.78,193.0,26.89,5664
2020-21,St Francis NY,st francis ny,NCAA D1,,9.0,10.0,0.474,,317.0,5.28,319.0,20.91,162.0,88.97,446.0,7.59,2.83,313.0,22.12,5665
2020-21,Manhattan,manhattan,NCAA D1,,7.0,13.0,0.35,,318.0,5.28,301.0,21.97,479.0,80.06,172.0,17.56,2.75,271.0,24.31,5666
2020-21,Southern Indiana,southern indiana,NCAA D2,,12.0,5.0,0.706,,319.0,5.26,322.0,20.72,266.0,85.86,359.0,10.51,2.82,38.0,16.78,5667
2020-21,CO Mesa,co mesa,NCAA D2,,21.0,2.0,0.913,,32.0,5.25,365.0,18.23,405.0,82.09,323.0,11.79,2.78,47.0,12.73,5668
2020-21,OK Baptist,ok baptist,NCAA D2,,16.0,6.0,0.727,,32.0,15.23,336.0,19.78,342.0,84.0,329.0,11.43,2.77,379.0,16.81,5669
2020-21,Holy Cross,holy cross,NCAA D1,,5.0,11.0,0.313,,32.0,25.22,326.0,20.31,305.0,84.91,345.0,11.05,2.77,204.0,26.31,5670
2020-21,Maine,maine,NCAA D1,,2.0,7.0,0.222,,32.0,35.2,327.0,20.24,603.0,76.7,141.0,19.19,2.82,169.0,28.43,5671
2020-21,Robert Morris,robert morris,NCAA D1,,4.0,15.0,0.211,,324.0,5.19,305.0,21.83,256.0,86.14,333.0,11.34,2.77,212.0,26.19,5672
2020-21,Grambling,grambling,NCAA D1,,12.0,12.0,0.5,1.0,325.0,5.18,33.0,20.12,414.0,81.89,277.0,13.88,2.75,319.0,21.99,5673
2020-21,Florida A&M,florida a m,NCAA D1,,8.0,12.0,0.4,1.0,326.0,5.18,318.0,21.19,441.0,80.89,221.0,15.95,2.81,26.0,24.67,5674
2020-21,Dallas Bap,dallas bap,NCAA D2,,17.0,5.0,0.773,-2.0,327.0,5.17,332.0,19.94,225.0,87.0,42.0,18.59,2.82,482.0,11.88,5675
2020-21,San Jose St,san jose st,NCAA D1,,5.0,16.0,0.238,1.0,328.0,5.16,346.0,19.2,251.0,86.2,418.0,8.64,2.82,116.0,31.59,5676
2020-21,Portland,portland,NCAA D1,,6.0,15.0,0.286,1.0,329.0,5.15,349.0,19.0,252.0,86.17,426.0,8.48,2.66,131.0,30.72,5677
2020-21,High Point,high point,NCAA D1,,9.0,15.0,0.375,-2.0,33.0,5.15,333.0,19.89,453.0,80.59,25.0,14.95,2.85,264.0,24.59,5678
2020-21,Cal Poly,cal poly,NCAA D1,,4.0,20.0,0.167,,33.0,15.15,317.0,21.2,463.0,80.36,203.0,16.49,2.7,177.0,27.95,5679
