target,model_name,family,status,cv_mae,cv_rmse,cv_r2,cv_pearson,cv_spearman,train_mae,train_rmse,train_r2,top_decile_actual_mean,overall_actual_mean,top_decile_lift,params_json,rows_used,notes
bpr,mean_baseline,baseline,baseline,1.7562408715185474,2.213190289988489,-0.0023443244774148386,-0.05277451671432453,-0.02767273563906733,1.7562408715185474,2.213190289988489,-0.0023443244774148386,0.981842105263158,1.2198416886543537,-0.23799958339119576,{},379,Mean prediction within each training fold
bpr,ridge_alpha_0.03,ridge,ok,1.5770296987716643,1.9822922083997152,0.19589128103538211,0.5498264174589039,0.5482207599397196,1.0974796705654555,1.3813636759574452,0.6095229741668124,3.437894736842105,1.2198416886543537,2.2180530481877514,"{""alpha"": 0.03}",379,
bpr,ridge_alpha_0.1,ridge,ok,1.5569894607266686,1.9623355597473198,0.2120004472406425,0.5567175264566008,0.5551258107247389,1.0982252951783944,1.3818492543713579,0.6092484041261521,3.4421052631578952,1.2198416886543537,2.2222635745035415,"{""alpha"": 0.1}",379,
bpr,ridge_alpha_0.3,ridge,ok,1.5202685525142139,1.9220527214450547,0.2440205057846615,0.5696548092634597,0.5685167664210417,1.100396155308266,1.3835830148415618,0.6082672628506849,3.3768421052631576,1.2198416886543537,2.157000416608804,"{""alpha"": 0.3}",379,
bpr,ridge_alpha_1,ridge,ok,1.4616194559117557,1.8496555743066172,0.2998982638761404,0.593256053217995,0.5938892543497146,1.106539010698192,1.3907394177731738,0.6042044095457351,3.47078947368421,1.2198416886543537,2.2509477850298563,"{""alpha"": 1}",379,
bpr,ridge_alpha_3,ridge,ok,1.3980557893127692,1.7764093425168328,0.35424835608608063,0.6183625143614863,0.6200288354367369,1.120399833249539,1.4081199865041267,0.5942497940495209,3.568947368421053,1.2198416886543537,2.349105679766699,"{""alpha"": 3}",379,
bpr,ridge_alpha_10,ridge,ok,1.3524600841293193,1.710611584655891,0.4011993804336046,0.6416573781563822,0.6443472315598854,1.141910165560127,1.441605189687802,0.5747228023754788,3.7307894736842115,1.2198416886543537,2.510947785029858,"{""alpha"": 10}",379,
bpr,ridge_alpha_30,ridge,ok,1.3252481321973408,1.671963932375757,0.4279509976482664,0.6553038176578592,0.655859911163575,1.1697742657429493,1.4799693789163477,0.5517865518694484,3.741315789473685,1.2198416886543537,2.521474100819331,"{""alpha"": 30}",379,
bpr,ridge_alpha_100,ridge,ok,1.307549412541956,1.6651692882246971,0.4325910158529026,0.6610484751375232,0.6573991673488487,1.2021278611195252,1.5333487358103999,0.5188712575423081,3.709736842105263,1.2198416886543537,2.4898951534509095,"{""alpha"": 100}",379,
bpr,ridge_alpha_300,ridge,ok,1.3619930876485071,1.73204496148282,0.38609984030394995,0.6523884860973758,0.6433679754231134,1.2757639323693513,1.6291713120763311,0.45685856997435104,3.736842105263158,1.2198416886543537,2.5170004166088042,"{""alpha"": 300}",379,
bpr,ridge_alpha_1000,ridge,ok,1.5029989588123256,1.8986687166377143,0.26230334711406444,0.6224499328265051,0.6116782108205526,1.4367244486837292,1.81688919327467,0.32448296271488175,3.785,1.2198416886543537,2.5651583113456464,"{""alpha"": 1000}",379,
bpr,elastic_alpha_0.01_l1_0.05,elastic_net,ok,1.4003779574036443,1.779424386403106,0.35205446781429417,0.6175952870254676,0.6201076388287226,1.1253215108980552,1.4153548104165334,0.5900696494597091,3.59421052631579,1.2198416886543537,2.3743688376614362,"{""alpha"": 0.01, ""l1_ratio"": 0.05}",379,
bpr,elastic_alpha_0.01_l1_0.15,elastic_net,ok,1.3942680690329248,1.771838584041803,0.357567160463092,0.6203916969515061,0.6229756414388609,1.1285216067666493,1.4196064142412188,0.5876031595928193,3.59421052631579,1.2198416886543537,2.3743688376614362,"{""alpha"": 0.01, ""l1_ratio"": 0.15}",379,
bpr,elastic_alpha_0.01_l1_0.35,elastic_net,ok,1.383214789385274,1.7563319624451075,0.36876272976191726,0.6264679422085699,0.6288775195331768,1.1354616102213249,1.4293010114375675,0.5819513499025224,3.5510526315789472,1.2198416886543537,2.3312109429245935,"{""alpha"": 0.01, ""l1_ratio"": 0.35}",379,
bpr,elastic_alpha_0.01_l1_0.65,elastic_net,ok,1.3725171292009375,1.7368408853818254,0.3826954314217409,0.6338693496306766,0.6360152331999886,1.1463648776518622,1.445849271833888,0.572215086390799,3.6284210526315794,1.2198416886543537,2.4085793639772257,"{""alpha"": 0.01, ""l1_ratio"": 0.65}",379,
bpr,elastic_alpha_0.03_l1_0.05,elastic_net,ok,1.354373379526679,1.7132052977011119,0.39938214214479206,0.6412934886426984,0.6442139821879823,1.1492545257253406,1.451656731186036,0.5687716667960497,3.630000000000001,1.2198416886543537,2.410158311345647,"{""alpha"": 0.03, ""l1_ratio"": 0.05}",379,
bpr,elastic_alpha_0.03_l1_0.15,elastic_net,ok,1.3446152992722606,1.699509454734659,0.40894677229104737,0.6470052357125655,0.6497545770390415,1.1574915088623758,1.464070928582332,0.5613646210503673,3.7236842105263164,1.2198416886543537,2.5038425218719627,"{""alpha"": 0.03, ""l1_ratio"": 0.15}",379,
bpr,elastic_alpha_0.03_l1_0.35,elastic_net,ok,1.3323773134239902,1.679650969618007,0.4226787898252131,0.6550771894664954,0.6562702398745712,1.1747885336181285,1.486893453799775,0.5475827847647143,3.6789473684210527,1.2198416886543537,2.459105679766699,"{""alpha"": 0.03, ""l1_ratio"": 0.35}",379,
bpr,elastic_alpha_0.03_l1_0.65,elastic_net,ok,1.3211117038054134,1.6638835723140128,0.43346689690794804,0.6615104002598735,0.6652497486231608,1.1938874801784916,1.5099901090884784,0.53341837814071,3.6789473684210527,1.2198416886543537,2.459105679766699,"{""alpha"": 0.03, ""l1_ratio"": 0.65}",379,
bpr,elastic_alpha_0.1_l1_0.05,elastic_net,ok,1.31951122339168,1.6643036023345765,0.43318083008178976,0.6592092331523008,0.6610156368610485,1.1855416124925062,1.5003988812534212,0.5393268646453877,3.7573684210526324,1.2198416886543537,2.5375267323982786,"{""alpha"": 0.1, ""l1_ratio"": 0.05}",379,
bpr,elastic_alpha_0.1_l1_0.15,elastic_net,ok,1.3097464576645297,1.6517062890257286,0.4417290004955804,0.6650422312218355,0.6671910674293622,1.2009092799421983,1.5193490212965417,0.527616712562387,3.655263157894738,1.2198416886543537,2.435421469240384,"{""alpha"": 0.1, ""l1_ratio"": 0.15}",379,
bpr,elastic_alpha_0.1_l1_0.35,elastic_net,ok,1.3037081778879311,1.6426012653039255,0.44786696887995514,0.6692729124754547,0.6705021324671676,1.2129940364632303,1.5364068297746776,0.5169502279968752,3.655263157894738,1.2198416886543537,2.435421469240384,"{""alpha"": 0.1, ""l1_ratio"": 0.35}",379,
bpr,elastic_alpha_0.1_l1_0.65,elastic_net,ok,1.3018296408653187,1.646452638489879,0.44527478373848206,0.6672955390196577,0.6666193846402304,1.2241496579596984,1.5545573876895658,0.5054696598768,3.671842105263158,1.2198416886543537,2.4520004166088043,"{""alpha"": 0.1, ""l1_ratio"": 0.65}",379,
bpr,elastic_alpha_0.3_l1_0.05,elastic_net,ok,1.3014622054142864,1.6549505221643719,0.4395337675973827,0.6656584552451303,0.6637489573103387,1.2194401545356939,1.5571349229538505,0.5038283874035039,3.655263157894737,1.2198416886543537,2.4354214692403833,"{""alpha"": 0.3, ""l1_ratio"": 0.05}",379,
bpr,elastic_alpha_0.3_l1_0.15,elastic_net,ok,1.2992538864544336,1.6543074898411634,0.4399692221710777,0.668173856067883,0.6645999237292488,1.233075709261757,1.574990690662171,0.4923838795417381,3.655263157894737,1.2198416886543537,2.4354214692403833,"{""alpha"": 0.3, ""l1_ratio"": 0.15}",379,
bpr,elastic_alpha_0.3_l1_0.35,elastic_net,ok,1.3076932683524274,1.6672973360933407,0.4311398180083247,0.6647686709987791,0.6585882719588241,1.2628081120746721,1.6105500758588183,0.46920369792972416,3.878947368421053,1.2198416886543537,2.659105679766699,"{""alpha"": 0.3, ""l1_ratio"": 0.35}",379,
bpr,elastic_alpha_0.3_l1_0.65,elastic_net,ok,1.3391575705994871,1.7077530793234277,0.40319895139229367,0.6445006635680293,0.6333433022462731,1.3058051858875566,1.667024355960996,0.43132607730604156,3.5457894736842106,1.2198416886543537,2.325947785029857,"{""alpha"": 0.3, ""l1_ratio"": 0.65}",379,
bpr,elastic_alpha_1.0_l1_0.05,elastic_net,ok,1.3679873034026986,1.738869346429758,0.3812526861550106,0.6541710965984939,0.6454817799754092,1.334491307712722,1.6920222909701608,0.4141430534569214,3.7150000000000003,1.2198416886543537,2.4951583113456466,"{""alpha"": 1.0, ""l1_ratio"": 0.05}",379,
bpr,elastic_alpha_1.0_l1_0.15,elastic_net,ok,1.4019754593717135,1.7785728551413187,0.35267445915949036,0.6490823094865863,0.6369823657379935,1.3834786818204587,1.7476797102655859,0.3749667632948952,3.7297368421052637,1.2198416886543537,2.50989515345091,"{""alpha"": 1.0, ""l1_ratio"": 0.15}",379,
bpr,elastic_alpha_1.0_l1_0.35,elastic_net,ok,1.466979179774307,1.859785520378932,0.29220881815511957,0.6254282001242409,0.6128393209388298,1.4564747316289073,1.8397541572097302,0.3073736506503064,3.431842105263157,1.2198416886543537,2.212000416608803,"{""alpha"": 1.0, ""l1_ratio"": 0.35}",379,
bpr,elastic_alpha_1.0_l1_0.65,elastic_net,ok,1.5046573583252956,1.9073039439076298,0.2555779356499197,0.6091354850718258,0.5984334407693149,1.5069964784924104,1.9033797776368528,0.2586379941470829,3.260789473684211,1.2198416886543537,2.040947785029857,"{""alpha"": 1.0, ""l1_ratio"": 0.65}",379,
bpr,rf_depth_2_leaf_3,random_forest,ok,1.3742131510422408,1.7499460902086672,0.37334463393341666,0.6209912758437781,0.6097000803599132,1.2930551300998023,1.6451425791848202,0.44615720670371395,3.236842105263158,1.2198416886543537,2.0170004166088042,"{""max_depth"": 2, ""max_features"": 0.75, ""min_samples_leaf"": 3, ""n_estimators"": 250}",379,
bpr,rf_depth_2_leaf_6,random_forest,ok,1.3728267083621661,1.7488509176711433,0.37412875065366613,0.6221954740697758,0.6110685040171061,1.292743781445537,1.644832209211876,0.44636616118597783,3.2863157894736843,1.2198416886543537,2.0664741008193306,"{""max_depth"": 2, ""max_features"": 0.75, ""min_samples_leaf"": 6, ""n_estimators"": 250}",379,
bpr,rf_depth_2_leaf_10,random_forest,ok,1.3776842776935672,1.7534897458540224,0.37080409939186576,0.6188474759484704,0.6077578798374378,1.2934456986616032,1.646583221500735,0.4451867878133967,3.2986842105263157,1.2198416886543537,2.078842521871962,"{""max_depth"": 2, ""max_features"": 0.75, ""min_samples_leaf"": 10, ""n_estimators"": 250}",379,
bpr,rf_depth_3_leaf_3,random_forest,ok,1.3344590621529462,1.7007990462459577,0.4080494469962592,0.6428866596815215,0.6350363077068194,1.167479739555318,1.4879924912351945,0.5469137291359029,3.5149999999999997,1.2198416886543537,2.295158311345646,"{""max_depth"": 3, ""max_features"": 0.75, ""min_samples_leaf"": 3, ""n_estimators"": 250}",379,
bpr,rf_depth_3_leaf_6,random_forest,ok,1.3379241996116942,1.703041085928086,0.4064877676281581,0.6416367491471244,0.6340992637366636,1.1718866103932006,1.4963667710205162,0.5417995257784491,3.3810526315789473,1.2198416886543537,2.1612109429245936,"{""max_depth"": 3, ""max_features"": 0.75, ""min_samples_leaf"": 6, ""n_estimators"": 250}",379,
bpr,rf_depth_3_leaf_10,random_forest,ok,1.347498259238308,1.7162828144516844,0.39722236395829713,0.6335235435851104,0.626895641778373,1.1819020093818007,1.5100011171039764,0.5334115752399292,3.270263157894737,1.2198416886543537,2.0504214692403835,"{""max_depth"": 3, ""max_features"": 0.75, ""min_samples_leaf"": 10, ""n_estimators"": 250}",379,
bpr,rf_depth_4_leaf_3,random_forest,ok,1.3186685937994347,1.6764427666957882,0.42488209845590186,0.6535059029345932,0.6455300539414087,1.0532919739645639,1.3413209895978548,0.6318329949148221,3.53,1.2198416886543537,2.310158311345646,"{""max_depth"": 4, ""max_features"": 0.75, ""min_samples_leaf"": 3, ""n_estimators"": 250}",379,
bpr,rf_depth_4_leaf_6,random_forest,ok,1.326384099100296,1.6859946125419287,0.4183097446700609,0.6482935387899738,0.6429032007321998,1.0771694605976365,1.3735270388043896,0.6139408503233862,3.5657894736842106,1.2198416886543537,2.345947785029857,"{""max_depth"": 4, ""max_features"": 0.75, ""min_samples_leaf"": 6, ""n_estimators"": 250}",379,
bpr,rf_depth_4_leaf_10,random_forest,ok,1.3459023737527784,1.707109936571996,0.4036483793545812,0.6366090079498202,0.6326002358563895,1.1065785490827549,1.4140712164137488,0.5908128490246833,3.5757894736842104,1.2198416886543537,2.3559477850298567,"{""max_depth"": 4, ""max_features"": 0.75, ""min_samples_leaf"": 10, ""n_estimators"": 250}",379,
bpr,rf_depth_6_leaf_3,random_forest,ok,1.3106647896991246,1.6629531848114238,0.4341002921295092,0.6593671538357987,0.6524194542625652,0.8549856579389525,1.086770517868683,0.7583119821860502,3.526315789473684,1.2198416886543537,2.3064741008193304,"{""max_depth"": 6, ""max_features"": 0.75, ""min_samples_leaf"": 3, ""n_estimators"": 250}",379,
bpr,rf_depth_6_leaf_6,random_forest,ok,1.322159685785229,1.6770275945333302,0.42448076817201474,0.6520496623459812,0.6469950255306008,0.9334137200630797,1.1933408909314986,0.7085873044621088,3.504473684210526,1.2198416886543537,2.2846319955561722,"{""max_depth"": 6, ""max_features"": 0.75, ""min_samples_leaf"": 6, ""n_estimators"": 250}",379,
bpr,rf_depth_6_leaf_10,random_forest,ok,1.342428463964561,1.6988120245419882,0.4094317755183058,0.6405323362477269,0.6369717851427059,1.0222823698505488,1.307105550428035,0.6503763994746458,3.551315789473684,1.2198416886543537,2.3314741008193303,"{""max_depth"": 6, ""max_features"": 0.75, ""min_samples_leaf"": 10, ""n_estimators"": 250}",379,
bpr,rf_depth_None_leaf_3,random_forest,ok,1.3156239224464983,1.6623580423971647,0.4345052712420908,0.659407851051899,0.650969692279099,0.6266424847727763,0.828559422109071,0.8595160389461433,3.5355263157894736,1.2198416886543537,2.31568462713512,"{""max_depth"": null, ""max_features"": 0.75, ""min_samples_leaf"": 3, ""n_estimators"": 250}",379,
bpr,rf_depth_None_leaf_6,random_forest,ok,1.3243046133263237,1.6760219497769238,0.42517079183994255,0.6524881327854201,0.6454964385084638,0.8482752357438079,1.0966362778354686,0.7539039513297757,3.558947368421052,1.2198416886543537,2.3391056797666985,"{""max_depth"": null, ""max_features"": 0.75, ""min_samples_leaf"": 6, ""n_estimators"": 250}",379,
bpr,rf_depth_None_leaf_10,random_forest,ok,1.3430811983329967,1.7010122789711533,0.40790100953998065,0.6392752053669631,0.6362324660469866,0.9986779849378208,1.281787037087077,0.663789576502136,3.502894736842105,1.2198416886543537,2.2830530481877513,"{""max_depth"": null, ""max_features"": 0.75, ""min_samples_leaf"": 10, ""n_estimators"": 250}",379,
bpr,extra_trees_depth_2_leaf_3,extra_trees,ok,1.4586383129612288,1.8409700790500587,0.30645781327414523,0.6050056999882324,0.5798826722207027,1.405451811019192,1.774814209895794,0.35540754503537053,3.3449999999999998,1.2198416886543537,2.125158311345646,"{""max_depth"": 2, ""max_features"": 0.75, ""min_samples_leaf"": 3, ""n_estimators"": 250}",379,
bpr,extra_trees_depth_2_leaf_6,extra_trees,ok,1.4642842111073109,1.8463875125384954,0.30237002618235365,0.6015823085522578,0.5765181211782017,1.4053314087829902,1.7755160800312437,0.35489762163215866,3.345,1.2198416886543537,2.1251583113456465,"{""max_depth"": 2, ""max_features"": 0.75, ""min_samples_leaf"": 6, ""n_estimators"": 250}",379,
bpr,extra_trees_depth_2_leaf_10,extra_trees,ok,1.4720111087406058,1.8566563627731585,0.2945885838891035,0.5909393250130017,0.5702979435089843,1.4080589681240023,1.7783323170686238,0.3528495387560452,3.221842105263158,1.2198416886543537,2.002000416608804,"{""max_depth"": 2, ""max_features"": 0.75, ""min_samples_leaf"": 10, ""n_estimators"": 250}",379,
bpr,extra_trees_depth_3_leaf_3,extra_trees,ok,1.4013878504610768,1.7752407888282176,0.35509765050736664,0.6189961309869667,0.5946877586503239,1.3125073190464591,1.659243721016103,0.4366221228413686,3.3402631578947366,1.2198416886543537,2.120421469240383,"{""max_depth"": 3, ""max_features"": 0.75, ""min_samples_leaf"": 3, ""n_estimators"": 250}",379,
bpr,extra_trees_depth_3_leaf_6,extra_trees,ok,1.4092377229644102,1.7834516044881075,0.3491182702204665,0.6154538519153772,0.5881479588317944,1.3168534715853648,1.6676765066166437,0.4308810524786275,3.257368421052631,1.2198416886543537,2.0375267323982773,"{""max_depth"": 3, ""max_features"": 0.75, ""min_samples_leaf"": 6, ""n_estimators"": 250}",379,
bpr,extra_trees_depth_3_leaf_10,extra_trees,ok,1.4297125891578024,1.8038284414195236,0.33415999653436024,0.6014135530459522,0.576174913118561,1.324336588908057,1.6766577755045886,0.4247345678071064,3.3105263157894735,1.2198416886543537,2.09068462713512,"{""max_depth"": 3, ""max_features"": 0.75, ""min_samples_leaf"": 10, ""n_estimators"": 250}",379,
bpr,extra_trees_depth_5_leaf_3,extra_trees,ok,1.357866541424262,1.7376372318371671,0.3821292298698248,0.6220906385398655,0.5978875070085412,1.1007481394522347,1.409215717796051,0.5936180777438711,3.6449999999999996,1.2198416886543537,2.425158311345646,"{""max_depth"": 5, ""max_features"": 0.75, ""min_samples_leaf"": 3, ""n_estimators"": 250}",379,
bpr,extra_trees_depth_5_leaf_6,extra_trees,ok,1.3754349943693251,1.7497078227965626,0.37351526934702506,0.6157388246539335,0.5914536233574218,1.1463350839477837,1.465865924742286,0.5602884006809363,3.4760526315789466,1.2198416886543537,2.256210942924593,"{""max_depth"": 5, ""max_features"": 0.75, ""min_samples_leaf"": 6, ""n_estimators"": 250}",379,
bpr,extra_trees_depth_5_leaf_10,extra_trees,ok,1.395887821071351,1.7661481830047814,0.36168698293701584,0.6088237547307112,0.5880690452252746,1.1899464294270887,1.514758911908595,0.5304666379149159,3.5334210526315784,1.2198416886543537,2.3135793639772246,"{""max_depth"": 5, ""max_features"": 0.75, ""min_samples_leaf"": 10, ""n_estimators"": 250}",379,
bpr,extra_trees_depth_None_leaf_3,extra_trees,ok,1.3525622151024,1.731384918544242,0.386567637928224,0.6224466465241121,0.6002308884356705,0.4797415197889182,0.6421356076772557,0.9156212806828159,3.676315789473685,1.2198416886543537,2.456474100819331,"{""max_depth"": null, ""max_features"": 0.75, ""min_samples_leaf"": 3, ""n_estimators"": 250}",379,
bpr,extra_trees_depth_None_leaf_6,extra_trees,ok,1.3628428999124593,1.7407939030708437,0.3798822861961335,0.6173715125764266,0.593679846734648,0.8750229246520119,1.1260393553165058,0.7405303522336072,3.5852631578947363,1.2198416886543537,2.3654214692403825,"{""max_depth"": null, ""max_features"": 0.75, ""min_samples_leaf"": 6, ""n_estimators"": 250}",379,
bpr,extra_trees_depth_None_leaf_10,extra_trees,ok,1.3847053440802808,1.7572096950943228,0.36813164632281814,0.6114908564717217,0.5935193743727866,1.0754852560572583,1.3699182484735613,0.6159668406958629,3.436578947368421,1.2198416886543537,2.2167372587140672,"{""max_depth"": null, ""max_features"": 0.75, ""min_samples_leaf"": 10, ""n_estimators"": 250}",379,
bpr,gbr_depth_1_lr_0.015_leaf_5,gradient_boosting,ok,1.376250439731549,1.754151592308849,0.37032903568856335,0.6357294492120714,0.632223826094837,1.3057220953287048,1.6678394109379413,0.43076986009362406,3.1813157894736843,1.2198416886543537,1.9614741008193306,"{""learning_rate"": 0.015, ""max_depth"": 1, ""min_samples_leaf"": 5, ""n_estimators"": 180}",379,
bpr,gbr_depth_1_lr_0.015_leaf_10,gradient_boosting,ok,1.3762066820149832,1.7539100367415184,0.37050244151640155,0.6363668463260578,0.6324584005300212,1.3061625035813256,1.6678847294533885,0.430738925442251,3.2492105263157898,1.2198416886543537,2.029368837661436,"{""learning_rate"": 0.015, ""max_depth"": 1, ""min_samples_leaf"": 10, ""n_estimators"": 180}",379,
bpr,gbr_depth_1_lr_0.03_leaf_5,gradient_boosting,ok,1.3181633816371399,1.6710651748901046,0.4285658376312599,0.6637992561385221,0.6549105592557307,1.1900362117407204,1.5268037902789533,0.5229697914588067,3.516842105263158,1.2198416886543537,2.2970004166088045,"{""learning_rate"": 0.03, ""max_depth"": 1, ""min_samples_leaf"": 5, ""n_estimators"": 180}",379,
bpr,gbr_depth_1_lr_0.03_leaf_10,gradient_boosting,ok,1.321659435928405,1.673722358349686,0.4267471023169688,0.6620329317694039,0.6549289650839641,1.191136719263363,1.5279627719907125,0.522245298724388,3.516842105263158,1.2198416886543537,2.2970004166088045,"{""learning_rate"": 0.03, ""max_depth"": 1, ""min_samples_leaf"": 10, ""n_estimators"": 180}",379,
bpr,gbr_depth_1_lr_0.06_leaf_5,gradient_boosting,ok,1.2938054318031413,1.630468723983073,0.45599314993782847,0.6757718285741926,0.6682118744455446,1.0926647206421358,1.3955712508437352,0.6014494141136484,3.755263157894737,1.2198416886543537,2.5354214692403834,"{""learning_rate"": 0.06, ""max_depth"": 1, ""min_samples_leaf"": 5, ""n_estimators"": 180}",379,
bpr,gbr_depth_1_lr_0.06_leaf_10,gradient_boosting,ok,1.2994970771350018,1.6296826006195044,0.4565176045221232,0.6762946822647821,0.6676827344666316,1.0966269287567973,1.4006209576791817,0.5985599812360627,3.757631578947368,1.2198416886543537,2.5377898902930145,"{""learning_rate"": 0.06, ""max_depth"": 1, ""min_samples_leaf"": 10, ""n_estimators"": 180}",379,
bpr,gbr_depth_2_lr_0.015_leaf_5,gradient_boosting,ok,1.313028436705745,1.670933984903155,0.4286555570494397,0.6650765112606456,0.6604845130205192,1.1368721269873356,1.455560722857581,0.5664491127803237,3.462368421052632,1.2198416886543537,2.2425267323982783,"{""learning_rate"": 0.015, ""max_depth"": 2, ""min_samples_leaf"": 5, ""n_estimators"": 180}",379,
bpr,gbr_depth_2_lr_0.015_leaf_10,gradient_boosting,ok,1.3184952732342252,1.671511967346376,0.42826022824119103,0.664478863870133,0.660128520074906,1.1405627856590588,1.4618445844007875,0.5626976313645706,3.523157894736842,1.2198416886543537,2.303316206082488,"{""learning_rate"": 0.015, ""max_depth"": 2, ""min_samples_leaf"": 10, ""n_estimators"": 180}",379,
bpr,gbr_depth_2_lr_0.03_leaf_5,gradient_boosting,ok,1.2935851563956202,1.629123239889612,0.4568906226023711,0.6768052532817644,0.6744538745925426,0.9866213846726027,1.2563174314033323,0.6770180928505993,3.4726315789473685,1.2198416886543537,2.252789890293015,"{""learning_rate"": 0.03, ""max_depth"": 2, ""min_samples_leaf"": 5, ""n_estimators"": 180}",379,
bpr,gbr_depth_2_lr_0.03_leaf_10,gradient_boosting,ok,1.2936776094984994,1.6295093029085022,0.45663318438702794,0.6764357304786057,0.6729108711131047,0.9971922015395976,1.2689771300143815,0.6704760281744995,3.5510526315789472,1.2198416886543537,2.3312109429245935,"{""learning_rate"": 0.03, ""max_depth"": 2, ""min_samples_leaf"": 10, ""n_estimators"": 180}",379,
bpr,gbr_depth_2_lr_0.06_leaf_5,gradient_boosting,ok,1.3233473708261672,1.6555579522520723,0.43912226704056245,0.6646804047990932,0.6675241357518523,0.8329984932467689,1.0542447909901054,0.7725623543589847,3.5184210526315796,1.2198416886543537,2.298579363977226,"{""learning_rate"": 0.06, ""max_depth"": 2, ""min_samples_leaf"": 5, ""n_estimators"": 180}",379,
bpr,gbr_depth_2_lr_0.06_leaf_10,gradient_boosting,ok,1.322119767455568,1.6520062500380168,0.4415262105187593,0.6664966323695045,0.6638836394711868,0.8375981245437443,1.0647368729507005,0.7680128058866623,3.715789473684211,1.2198416886543537,2.4959477850298573,"{""learning_rate"": 0.06, ""max_depth"": 2, ""min_samples_leaf"": 10, ""n_estimators"": 180}",379,
bpr,gbr_depth_3_lr_0.015_leaf_5,gradient_boosting,ok,1.2984377180059383,1.6450179471826025,0.44624111909218933,0.6713595278461081,0.668221903968161,0.9716483196779382,1.2375723868397364,0.6865843744896774,3.6928947368421055,1.2198416886543537,2.4730530481877517,"{""learning_rate"": 0.015, ""max_depth"": 3, ""min_samples_leaf"": 5, ""n_estimators"": 180}",379,
