target,rows,mae,rmse,mean_error,under_predicted_pct
bpm,502,2.8263101476048202,4.401515608861579,-0.029135465806706253,53.38645418326693
bpm_percentile,502,21.27852889030597,26.212158345691616,0.6494976681535611,52.98804780876494
bpr,379,1.480869144255233,1.8879683680412767,-0.0075860940283466105,50.65963060686016
porpag,486,0.9310581592570403,1.1647841685732605,0.013524400086626566,45.884773662551446
