target_conference,player_name,source_school,source_conference,source_level,destination_school,first_big_west_season,target,actual,cv_prediction,cv_error,best_model,player_slug,source_season,source_stat_source,position,height_in,weight_lbs,source_games,source_mpg,source_minutes_share,source_ppg,source_rpg,source_apg,source_pts_per_40,source_reb_per_40,source_ast_per_40,source_conf_power,destination_conf_power,conf_power_delta,outcome_tier,source_url,outcome_url,abs_error,under_predicted,over_predicted
Mountain West,Morris Udeze,Wichita State,AAC,D1,New Mexico,2022-23,bpm_percentile,89.7410358565737,37.08712006668387,-52.65391578988983,histgb_lr_0.06_leaves_10_l2_5.0,morris udeze,2021-22,target_conference_common_box,C,6-8,235.0,27,24.7,0.6174999999999999,10.2,6.1,0.5,16.518218623481783,9.878542510121456,0.8097165991902834,37.51,38.01,0.5,Target-conference impact starter,https://www.sports-reference.com/cbb/players/morris-udeze-1.html,https://www.sports-reference.com/cbb/players/morris-udeze-1.html,52.65391578988983,True,False
Mountain West,Chuck Bailey,Evansville,MVC,D1,Nevada,2024-25,bpm_percentile,9.56175298804781,61.19871339796935,51.63696040992154,histgb_lr_0.06_leaves_10_l2_5.0,chuck bailey,2023-24,target_conference_common_box,G,6-5,185.0,34,18.5,0.4625,8.4,2.6,0.8,18.16216216216216,5.621621621621622,1.7297297297297298,33.86,37.82,3.960000000000001,Limited target-conference role,https://www.sports-reference.com/cbb/players/chuck-bailey-iii-1.html,https://www.sports-reference.com/cbb/players/chuck-bailey-iii-1.html,51.63696040992154,False,True
Mountain West,Ladji Dembele,Iowa,Big Ten,D1,UNLV,2025-26,bpm_percentile,16.235059760956176,67.86402325208826,51.62896349113208,histgb_lr_0.06_leaves_10_l2_5.0,ladji dembele,2024-25,target_conference_common_box,F,6-8,250.0,33,16.7,0.4175,4.5,3.5,0.6,10.778443113772456,8.383233532934133,1.437125748502994,45.57,37.82,-7.75,Limited target-conference role,https://www.sports-reference.com/cbb/players/ladji-dembele-1.html,https://www.sports-reference.com/cbb/players/ladji-dembele-1.html,51.62896349113208,False,True
WCC,Nakyel Shelton,Eastern Illinois,OVC,D1,Loyola Marymount,2025-26,bpm_percentile,18.426294820717132,69.4626257718953,51.03633095117817,histgb_lr_0.06_leaves_10_l2_5.0,nakyel shelton,2024-25,target_conference_common_box,G,6-3,180.0,29,34.0,0.85,17.0,4.6,2.0,20.0,5.411764705882353,2.3529411764705883,24.35,35.95,11.6,Limited target-conference role,https://www.sports-reference.com/cbb/players/nakyel-shelton-1.html,https://www.sports-reference.com/cbb/players/nakyel-shelton-1.html,51.03633095117817,False,True
Mountain West,JaVaughn Hannah,Western Michigan,MAC,D1,San Jose State,2025-26,bpm_percentile,28.984063745019924,79.92193927810617,50.93787553308624,histgb_lr_0.06_leaves_10_l2_5.0,javaughn hannah,2024-25,target_conference_common_box,G,6-4,205.0,30,28.4,0.71,12.0,4.1,1.5,16.901408450704228,5.774647887323944,2.1126760563380285,28.35,37.82,9.47,Limited target-conference role,https://www.sports-reference.com/cbb/players/javaughn-hannah-1.html,https://www.sports-reference.com/cbb/players/javaughn-hannah-1.html,50.93787553308624,False,True
Mountain West,Scottie Ebube,Southern Illinois,MVC,D1,Wyoming,2024-25,bpm_percentile,14.243027888446216,64.7552041340447,50.51217624559849,histgb_lr_0.06_leaves_10_l2_5.0,scottie ebube,2023-24,target_conference_common_box,C,6-10,265.0,31,11.5,0.2875,6.0,3.6,0.3,20.869565217391305,12.521739130434783,1.0434782608695652,33.86,37.82,3.960000000000001,Limited target-conference role,https://www.sports-reference.com/cbb/players/scottie-ebube-1.html,https://www.sports-reference.com/cbb/players/scottie-ebube-1.html,50.51217624559849,False,True
WCC,Jonathan Mogbo,Missouri State,MVC,D1,San Francisco,2023-24,bpr,8.46,1.7784879698236915,-6.681512030176309,histgb_lr_0.03_leaves_4_l2_1.0,jonathan mogbo,2022-23,target_conference_common_box,F,6-8,225.0,30,24.4,0.61,8.0,7.0,1.4,13.114754098360656,11.475409836065577,2.295081967213115,31.81,34.66,2.849999999999998,Target-conference impact starter,https://www.sports-reference.com/cbb/players/jonathan-mogbo-1.html,https://www.sports-reference.com/cbb/players/jonathan-mogbo-1.html,6.681512030176309,True,False
WCC,Brandin Podziemski,Illinois,Big Ten,D1,Santa Clara,2022-23,bpr,6.78,0.4624813138460849,-6.317518686153916,histgb_lr_0.03_leaves_4_l2_1.0,brandin podziemski,2021-22,target_conference_common_box,G,6-5,200.0,16,4.3,0.1075,1.4,0.9,0.3,13.023255813953488,8.372093023255815,2.7906976744186047,43.51,36.74,-6.769999999999996,Target-conference impact starter,https://www.sports-reference.com/cbb/players/brandin-podziemski-1.html,https://www.sports-reference.com/cbb/players/brandin-podziemski-1.html,6.317518686153916,True,False
Mountain West,Chuck Bailey,Evansville,MVC,D1,Nevada,2024-25,bpr,-3.29,2.352871229388199,5.642871229388199,histgb_lr_0.03_leaves_4_l2_1.0,chuck bailey,2023-24,target_conference_common_box,G,6-5,185.0,34,18.5,0.4625,8.4,2.6,0.8,18.16216216216216,5.621621621621622,1.7297297297297298,33.86,37.82,3.960000000000001,Limited target-conference role,https://www.sports-reference.com/cbb/players/chuck-bailey-iii-1.html,https://www.sports-reference.com/cbb/players/chuck-bailey-iii-1.html,5.642871229388199,False,True
WCC,Jalen Warley,Florida State,ACC,D1,Gonzaga,2025-26,bpr,6.86,2.0476678925984624,-4.812332107401538,histgb_lr_0.03_leaves_4_l2_1.0,jalen warley,2023-24,target_conference_common_box,G,6-6,200.0,33,24.1,0.6025,7.5,2.6,2.8,12.448132780082986,4.3153526970954355,4.647302904564315,41.65,35.95,-5.699999999999996,Target-conference starter/plus rotation,https://www.sports-reference.com/cbb/players/jalen-warley-1.html,https://www.sports-reference.com/cbb/players/jalen-warley-1.html,4.812332107401538,True,False
WCC,Assane Diop,Colorado,Big 12,D1,San Diego,2025-26,bpr,-0.93,3.8174956377093,4.7474956377093,histgb_lr_0.03_leaves_4_l2_1.0,assane diop,2024-25,target_conference_common_box,F,6-10,210.0,35,15.1,0.3775,3.8,3.7,0.8,10.066225165562914,9.80132450331126,2.119205298013245,45.35,35.95,-9.4,Limited target-conference role,https://www.sports-reference.com/cbb/players/assane-diop-2.html,https://www.sports-reference.com/cbb/players/assane-diop-2.html,4.7474956377093,False,True
WCC,Lesown Hallums,South Carolina State,MEAC,D1,Pacific,2023-24,bpr,-3.42,1.2186699913138608,4.6386699913138605,histgb_lr_0.03_leaves_4_l2_1.0,lesown hallums,2022-23,target_conference_common_box,G,6-2,180.0,24,26.5,0.6625,10.6,3.2,2.0,16.0,4.830188679245283,3.018867924528302,22.52,34.66,12.139999999999995,Limited target-conference role,https://www.sports-reference.com/cbb/players/lesown-hallums-1.html,https://www.sports-reference.com/cbb/players/lesown-hallums-1.html,4.6386699913138605,False,True
Mountain West,Nique Clifford,Colorado,Pac-12,D1,Colorado State,2023-24,bpr,6.32,1.8170557702830168,-4.5029442297169835,histgb_lr_0.03_leaves_4_l2_1.0,nique clifford,2022-23,target_conference_common_box,G,6-5,175.0,35,21.8,0.545,5.9,3.9,1.5,10.825688073394495,7.155963302752293,2.7522935779816513,40.74,38.07,-2.6700000000000017,Target-conference impact starter,https://www.sports-reference.com/cbb/players/nique-clifford-1.html,https://www.sports-reference.com/cbb/players/nique-clifford-1.html,4.5029442297169835,True,False
Big West,A.J. George,SMU,ACC,D1,Cal State Bakersfield,2025-26,bpr,-3.03,1.358448829840115,4.388448829840115,histgb_lr_0.03_leaves_4_l2_1.0,aj-george,2024-25,target_conference_common_box,F,77.0,210.0,22,6.5,0.1625,2.0,1.0,0.2,12.307692307692308,6.153846153846154,1.2307692307692308,40.65,29.37,-11.279999999999998,Limited target-conference role,https://www.sports-reference.com/cbb/schools/southern-methodist/men/2025.html,https://www.sports-reference.com/cbb/schools/cal-state-bakersfield/men/2026.html,4.388448829840115,False,True
Big West,"Carl Daughtery, Jr.",Central Arkansas,ASUN,D1,UC Davis,2024-25,bpr,-3.43,0.8495839092379612,4.279583909237961,histgb_lr_0.03_leaves_4_l2_1.0,carl-daughtery-jr,2023-24,target_conference_common_box,G,75.0,170.0,29,19.2,0.48,9.9,2.7,0.3,20.625,5.625,0.625,27.08,30.41,3.330000000000002,Limited target-conference role,https://www.sports-reference.com/cbb/schools/central-arkansas/men/2024.html,https://ucdavisaggies.com/sports/mens-basketball/stats/2024-25,4.279583909237961,False,True
Mountain West,Emmanuel Stephen,Arizona,Big 12,D1,UNLV,2025-26,bpr,-2.02,2.258431073539402,4.2784310735394016,histgb_lr_0.03_leaves_4_l2_1.0,emmanuel stephen,2024-25,target_conference_common_box,F,6-11,230.0,8,3.0,0.075,1.3,1.3,0.1,17.333333333333332,17.333333333333332,1.3333333333333333,45.35,37.82,-7.530000000000001,Limited target-conference role,https://www.sports-reference.com/cbb/players/emmanuel-stephen-1.html,https://www.sports-reference.com/cbb/players/emmanuel-stephen-1.html,4.2784310735394016,False,True
Big West,Isaac Johnson,Utah State,Mountain West,D1,Hawaii,2025-26,bpr,4.98,0.7223695790011161,-4.2576304209988844,histgb_lr_0.03_leaves_4_l2_1.0,isaac-johnson,2024-25,target_conference_common_box,C,84.0,240.0,30,8.7,0.2174999999999999,3.7,1.7,0.3,17.011494252873565,7.816091954022989,1.3793103448275863,37.82,29.37,-8.45,Target-conference starter/plus rotation,https://www.sports-reference.com/cbb/schools/utah-state/men/2025.html,https://www.sports-reference.com/cbb/schools/hawaii/men/2026.html,4.2576304209988844,True,False
Big West,Kaleb Brown,Missouri,SEC,D1,Cal State Fullerton,2024-25,bpr,-3.21,0.9678355467443104,4.17783554674431,histgb_lr_0.03_leaves_4_l2_1.0,kaleb-brown,2023-24,target_conference_common_box,G,79.0,245.0,2,6.5,0.1625,1.0,1.0,1.0,6.153846153846154,6.153846153846154,6.153846153846154,42.64,30.41,-12.23,Limited target-conference role,https://www.sports-reference.com/cbb/schools/missouri/men/2024.html,https://www.sports-reference.com/cbb/schools/cal-state-fullerton/men/2025.html,4.17783554674431,False,True
Big West,Isa Silva,Stanford,PAC 12,D1,Long Beach State,2023-24,bpr,-3.56,0.6098787604779579,4.169878760477958,histgb_lr_0.03_leaves_4_l2_1.0,isael-silva,2022-23,target_conference_common_box,G,76.0,190.0,32,12.9,0.3225,3.2,0.5,1.2,9.92248062015504,1.550387596899225,3.720930232558139,40.74,29.59,-11.150000000000002,Limited target-conference role,https://www.sports-reference.com/cbb/schools/stanford/men/2023.html,https://longbeachstate.com/sports/mens-basketball/stats/2023-24,4.169878760477958,False,True
Mountain West,Mor Seck,Hawaii,Big West,D1,Fresno State,2024-25,bpr,-2.76,1.344966552503995,4.104966552503996,histgb_lr_0.03_leaves_4_l2_1.0,mor seck,2023-24,target_conference_common_box,C,7-1,230.0,19,12.9,0.3225,4.0,2.9,0.0,12.403100775193796,8.992248062015504,0.0,29.59,37.82,8.23,Limited target-conference role,https://www.sports-reference.com/cbb/players/mor-seck-1.html,https://www.sports-reference.com/cbb/players/mor-seck-1.html,4.104966552503996,False,True
Big West,Beril Kabamba,Spring Hill,SIAC,D2,Cal State Fullerton,2023-24,bpr,-3.55,0.483721470462913,4.033721470462913,histgb_lr_0.03_leaves_4_l2_1.0,beril-kabamba2,2022-23,target_conference_common_box,G,78.0,220.0,25,34.8,0.8699999999999999,18.56,8.68,2.0,21.333333333333336,9.977011494252874,2.298850574712644,12.64,29.59,16.95,Limited target-conference role,https://shcbadgers.com/sports/mens-basketball/stats/2022-23,https://www.sports-reference.com/cbb/players/beril-kabamba-1.html,4.033721470462913,False,True
Mountain West,MJ Collins,Vanderbilt,SEC,D1,Utah State,2025-26,bpr,5.55,1.5967408962019445,-3.953259103798056,histgb_lr_0.03_leaves_4_l2_1.0,mj collins,2024-25,target_conference_common_box,G,6-4,190.0,32,20.3,0.5075000000000001,7.4,2.3,0.5,14.58128078817734,4.532019704433497,0.9852216748768472,46.93,37.82,-9.11,Target-conference impact starter,https://www.sports-reference.com/cbb/players/mj-collins-1.html,https://www.sports-reference.com/cbb/players/mj-collins-1.html,3.953259103798056,True,False
WCC,Kody Clouet,Southeastern Oklahoma State,GAC,D2,San Diego,2024-25,bpr,-2.03,1.8359107559361276,3.865910755936127,histgb_lr_0.03_leaves_4_l2_1.0,kody clouet,2023-24,target_conference_common_box,G,6-5,210.0,32,35.5,0.8875,17.6875,5.1875,2.0625,19.929577464788732,5.845070422535211,2.323943661971831,14.15,36.22,22.07,Target-conference rotation,https://gosoutheastern.com/sports/mens-basketball/stats/2023-24,https://www.sports-reference.com/cbb/players/kody-clouet-1.html,3.865910755936127,False,True
WCC,Burke Smith,Boise State,MWC,D1,Pacific,2023-24,bpr,-3.68,0.1599589747340225,3.8399589747340226,histgb_lr_0.03_leaves_4_l2_1.0,burke smith,2022-23,target_conference_common_box,F,6-11,212.0,10,3.4,0.0849999999999999,0.9,1.1,0.1,10.588235294117649,12.941176470588236,1.1764705882352942,38.01,34.66,-3.3500000000000014,Limited target-conference role,https://www.sports-reference.com/cbb/players/burke-smith-1.html,https://www.sports-reference.com/cbb/players/burke-smith-1.html,3.8399589747340226,False,True
Mountain West,Great Osobor,Montana State,Big Sky,D1,Utah State,2023-24,bpr,5.54,1.710388655121702,-3.8296113448782982,histgb_lr_0.03_leaves_4_l2_1.0,great osobor,2022-23,target_conference_common_box,F,6-8,245.0,34,19.0,0.475,10.1,4.6,1.0,21.26315789473684,9.68421052631579,2.1052631578947367,29.15,38.07,8.920000000000002,Target-conference impact starter,https://www.sports-reference.com/cbb/players/great-osobor-1.html,https://www.sports-reference.com/cbb/players/great-osobor-1.html,3.8296113448782982,True,False
Big West,Dearon Tucker,Indiana State,Missouri Valley,D1,Cal State Northridge,2022-23,bpr,-3.94,-0.1730445831391771,3.7669554168608226,histgb_lr_0.03_leaves_4_l2_1.0,dearon-tucker2,2021-22,target_conference_common_box,F,82.0,240.0,14,10.4,0.26,2.2,2.7,0.4,8.461538461538462,10.384615384615383,1.5384615384615383,34.14,29.79,-4.350000000000001,Limited target-conference role,https://www.sports-reference.com/cbb/schools/indiana-state/men/2022.html,https://www.sports-reference.com/cbb/schools/cal-state-northridge/men/2023.html,3.7669554168608226,False,True
Big West,Messiah Thompson,Alabama A&M,SWAC,D1,Long Beach State,2023-24,bpr,-1.88,1.8452633023901324,3.725263302390133,histgb_lr_0.03_leaves_4_l2_1.0,messiah-thompson,2022-23,target_conference_common_box,G,68.0,170.0,32,26.8,0.67,10.8,2.0,3.2,16.119402985074625,2.9850746268656714,4.776119402985074,21.82,29.59,7.77,Limited target-conference role,https://www.sports-reference.com/cbb/schools/alabama-am/men/2023.html,https://www.sports-reference.com/cbb/schools/long-beach-state/men/2024.html,3.725263302390133,False,True
Atlantic 10,Alex Crawford,Fresno State,MWC,D1,Rhode Island,2025-26,bpr,-1.63,2.056649838907721,3.6866498389077207,histgb_lr_0.03_leaves_4_l2_1.0,alex crawford,2024-25,target_conference_common_box,F,6-7,187.0,30,32.5,0.8125,11.5,4.3,1.3,14.153846153846152,5.292307692307692,1.6,37.82,34.66,-3.1600000000000037,Limited target-conference role,https://www.sports-reference.com/cbb/players/alex-crawford-1.html,https://www.sports-reference.com/cbb/players/alex-crawford-1.html,3.6866498389077207,False,True
Mountain West,A.J. Wills,Holy Cross,Patriot,D1,Wyoming,2024-25,bpr,-2.57,0.9854598657074048,3.5554598657074044,histgb_lr_0.03_leaves_4_l2_1.0,a j wills,2023-24,target_conference_common_box,G,6-2,165.0,22,15.9,0.3975,5.5,0.8,1.0,13.836477987421384,2.0125786163522013,2.5157232704402515,23.98,37.82,13.84,Limited target-conference role,https://www.sports-reference.com/cbb/players/aj-wills-1.html,https://www.sports-reference.com/cbb/players/aj-wills-1.html,3.5554598657074044,False,True
Atlantic 10,Max Shulga,Utah State,MWC,D1,VCU,2023-24,bpr,6.35,2.796414442485127,-3.5535855575148725,histgb_lr_0.03_leaves_4_l2_1.0,max shulga,2022-23,target_conference_common_box,G,6-4,197.0,35,31.1,0.7775000000000001,11.9,4.5,4.0,15.305466237942122,5.787781350482315,5.144694533762058,38.01,35.42,-2.5899999999999963,Target-conference impact starter,https://www.sports-reference.com/cbb/players/max-shulga-1.html,https://www.sports-reference.com/cbb/players/max-shulga-1.html,3.5535855575148725,True,False
Atlantic 10,De'Shayne Montgomery,Georgia,SEC,D1,Dayton,2025-26,bpr,4.7,1.183510975583351,-3.516489024416649,histgb_lr_0.03_leaves_4_l2_1.0,de shayne montgomery,2024-25,target_conference_common_box,G,6-4,190.0,17,15.5,0.3875,6.5,2.1,0.8,16.774193548387096,5.419354838709677,2.064516129032258,46.93,34.66,-12.270000000000003,Target-conference impact starter,https://www.sports-reference.com/cbb/players/deshayne-montgomery-1.html,https://www.sports-reference.com/cbb/players/deshayne-montgomery-1.html,3.516489024416649,True,False
WCC,Brandin Podziemski,Illinois,Big Ten,D1,Santa Clara,2022-23,porpag,5.4492,1.207901112992578,-4.241298887007423,elastic_alpha_0.03_l1_0.15,brandin podziemski,2021-22,target_conference_common_box,G,6-5,200.0,16,4.3,0.1075,1.4,0.9,0.3,13.023255813953488,8.372093023255815,2.7906976744186047,43.51,36.74,-6.769999999999996,Target-conference impact starter,https://www.sports-reference.com/cbb/players/brandin-podziemski-1.html,https://www.sports-reference.com/cbb/players/brandin-podziemski-1.html,4.241298887007423,True,False
WCC,Preston Phillips,Evansville,MVC,D1,Pepperdine,2025-26,porpag,-3.49138,0.6384983190252334,4.1298783190252335,elastic_alpha_0.03_l1_0.15,preston phillips,2022-23,target_conference_common_box,F,6-8,190.0,31,19.5,0.4875,3.9,3.7,1.0,8.0,7.589743589743589,2.051282051282051,31.81,35.95,4.140000000000004,Limited target-conference role,https://www.sports-reference.com/cbb/players/preston-phillips-2.html,https://www.sports-reference.com/cbb/players/preston-phillips-2.html,4.1298783190252335,False,True
WCC,Jonathan Mogbo,Missouri State,MVC,D1,San Francisco,2023-24,porpag,4.64255,0.7207493383086119,-3.921800661691388,elastic_alpha_0.03_l1_0.15,jonathan mogbo,2022-23,target_conference_common_box,F,6-8,225.0,30,24.4,0.61,8.0,7.0,1.4,13.114754098360656,11.475409836065577,2.295081967213115,31.81,34.66,2.849999999999998,Target-conference impact starter,https://www.sports-reference.com/cbb/players/jonathan-mogbo-1.html,https://www.sports-reference.com/cbb/players/jonathan-mogbo-1.html,3.921800661691388,True,False
Mountain West,Colby Garland,Longwood,Big South,D1,San Jose State,2025-26,porpag,5.34709,1.9367613008678135,-3.410328699132186,elastic_alpha_0.03_l1_0.15,colby garland,2024-25,target_conference_common_box,G,6-1,183.0,32,29.3,0.7325,12.1,2.8,4.4,16.51877133105802,3.8225255972696246,6.006825938566553,28.2,37.82,9.62,Target-conference impact starter,https://www.sports-reference.com/cbb/players/colby-garland-1.html,https://www.sports-reference.com/cbb/players/colby-garland-1.html,3.410328699132186,True,False
Big West,Miloš Vićentić,McKendree,GLVC,D2,UC San Diego,2024-25,porpag,-1.97585,1.3735991080255856,3.3494491080255857,elastic_alpha_0.03_l1_0.15,milo-vienti,2023-24,target_conference_common_box,W,79.0,200.0,28,33.57142857142857,0.8392857142857142,21.535714285714285,5.035714285714286,0.8571428571428571,25.659574468085104,6.0,1.021276595744681,16.5,30.41,13.91,Limited target-conference role,https://mckbearcats.com/sports/mens-basketball/stats/2023-24,https://www.sports-reference.com/cbb/players/milos-vicentic-1.html,3.3494491080255857,False,True
Mountain West,Great Osobor,Montana State,Big Sky,D1,Utah State,2023-24,porpag,4.25512,0.9485703824499884,-3.3065496175500115,elastic_alpha_0.03_l1_0.15,great osobor,2022-23,target_conference_common_box,F,6-8,245.0,34,19.0,0.475,10.1,4.6,1.0,21.26315789473684,9.68421052631579,2.1052631578947367,29.15,38.07,8.920000000000002,Target-conference impact starter,https://www.sports-reference.com/cbb/players/great-osobor-1.html,https://www.sports-reference.com/cbb/players/great-osobor-1.html,3.3065496175500115,True,False
Mountain West,Jace Whiting,Boise State,MWC,D1,UNLV,2024-25,porpag,-1.68784,1.3606677656921442,3.048507765692144,elastic_alpha_0.03_l1_0.15,jace whiting,2023-24,target_conference_common_box,G,6-2,185.0,33,14.3,0.3575,3.3,1.7,1.1,9.23076923076923,4.755244755244755,3.0769230769230766,38.07,37.82,-0.25,Limited target-conference role,https://www.sports-reference.com/cbb/players/jace-whiting-1.html,https://www.sports-reference.com/cbb/players/jace-whiting-1.html,3.048507765692144,False,True
Big West,E.J. Anosike,Tennessee,SEC,D1,Cal State Fullerton,2021-22,porpag,4.21684,1.2009458378588291,-3.015894162141171,elastic_alpha_0.03_l1_0.15,ej-anosike,2020-21,target_conference_common_box,F,79.0,236.0,22,8.5,0.2125,1.7,1.9,0.3,8.0,8.941176470588236,1.411764705882353,40.37,28.77,-11.599999999999998,Target-conference impact starter,https://www.sports-reference.com/cbb/schools/tennessee/men/2021.html,https://www.sports-reference.com/cbb/schools/cal-state-fullerton/men/2022.html,3.015894162141171,True,False
Mountain West,O'mar Stanley,St. John's (NY),Big East,D1,Boise State,2023-24,porpag,3.68887,0.8979463181842999,-2.7909236818157,elastic_alpha_0.03_l1_0.15,o mar stanley,2022-23,target_conference_common_box,F,6-8,240.0,31,15.1,0.3775,4.7,2.7,0.4,12.450331125827814,7.152317880794702,1.0596026490066226,42.46,38.07,-4.390000000000001,Target-conference impact starter,https://www.sports-reference.com/cbb/players/omar-stanley-1.html,https://www.sports-reference.com/cbb/players/omar-stanley-1.html,2.7909236818157,True,False
Mountain West,Adrian Myers,Mississippi State,SEC,D1,San Jose State,2025-26,porpag,2.43824,-0.3163279030244064,-2.754567903024406,elastic_alpha_0.03_l1_0.15,adrian myers,2023-24,target_conference_common_box,G,6-6,205.0,10,3.4,0.0849999999999999,1.0,0.5,0.0,11.764705882352942,5.882352941176471,0.0,42.64,37.82,-4.82,Target-conference starter/plus rotation,https://www.sports-reference.com/cbb/players/adrian-myers-1.html,https://www.sports-reference.com/cbb/players/adrian-myers-1.html,2.754567903024406,True,False
Mountain West,Morris Udeze,Wichita State,AAC,D1,New Mexico,2022-23,porpag,4.06279,1.382308059048611,-2.6804819409513887,elastic_alpha_0.03_l1_0.15,morris udeze,2021-22,target_conference_common_box,C,6-8,235.0,27,24.7,0.6174999999999999,10.2,6.1,0.5,16.518218623481783,9.878542510121456,0.8097165991902834,37.51,38.01,0.5,Target-conference impact starter,https://www.sports-reference.com/cbb/players/morris-udeze-1.html,https://www.sports-reference.com/cbb/players/morris-udeze-1.html,2.6804819409513887,True,False
Big West,Hamad Mousa,Dayton,Atlantic 10,D1,Cal Poly,2025-26,porpag,3.60809,1.153487222208644,-2.454602777791356,elastic_alpha_0.03_l1_0.15,hamad-mousa,2024-25,target_conference_common_box,G,80.0,190.0,20,7.6,0.19,1.3,0.5,0.4,6.842105263157895,2.6315789473684212,2.1052631578947367,34.66,29.37,-5.289999999999996,Target-conference impact starter,https://www.sports-reference.com/cbb/schools/dayton/men/2025.html,https://www.sports-reference.com/cbb/schools/cal-poly/men/2026.html,2.454602777791356,True,False
Mountain West,Kobe Sanders,Cal Poly,Big West,D1,Nevada,2024-25,porpag,4.39489,1.9641285850364112,-2.430761414963589,elastic_alpha_0.03_l1_0.15,kobe sanders,2023-24,target_conference_common_box,G,6-6,175.0,29,33.6,0.8400000000000001,19.6,3.7,3.2,23.333333333333332,4.404761904761904,3.8095238095238098,29.59,37.82,8.23,Target-conference impact starter,https://www.sports-reference.com/cbb/players/kobe-sanders-1.html,https://www.sports-reference.com/cbb/players/kobe-sanders-1.html,2.430761414963589,True,False
Big West,Denzel Hines,Coastal Carolina,Sun Belt,D1,UC Riverside,2025-26,porpag,-0.93289,1.4001688406585304,2.33305884065853,elastic_alpha_0.03_l1_0.15,denzel-hines,2024-25,target_conference_common_box,F,79.0,205.0,32,23.1,0.5775,7.2,6.2,1.3,12.467532467532466,10.735930735930737,2.251082251082251,29.29,29.37,0.0800000000000018,Limited target-conference role,https://www.sports-reference.com/cbb/schools/coastal-carolina/men/2025.html,https://www.sports-reference.com/cbb/schools/california-riverside/men/2026.html,2.33305884065853,False,True
Atlantic 10,Alex Crawford,Fresno State,MWC,D1,Rhode Island,2025-26,porpag,-0.539686,1.7343060703029225,2.2739920703029224,elastic_alpha_0.03_l1_0.15,alex crawford,2024-25,target_conference_common_box,F,6-7,187.0,30,32.5,0.8125,11.5,4.3,1.3,14.153846153846152,5.292307692307692,1.6,37.82,34.66,-3.1600000000000037,Limited target-conference role,https://www.sports-reference.com/cbb/players/alex-crawford-1.html,https://www.sports-reference.com/cbb/players/alex-crawford-1.html,2.2739920703029224,False,True
Mountain West,Corey Camper,UTEP,CUSA,D1,Nevada,2025-26,porpag,3.91312,1.6522070419612378,-2.2609129580387624,elastic_alpha_0.03_l1_0.15,corey camper,2024-25,target_conference_common_box,G,6-5,185.0,31,31.6,0.79,10.5,3.6,2.0,13.291139240506327,4.556962025316455,2.531645569620253,32.24,37.82,5.579999999999998,Target-conference impact starter,https://www.sports-reference.com/cbb/players/corey-camper-jr-1.html,https://www.sports-reference.com/cbb/players/corey-camper-jr-1.html,2.2609129580387624,True,False
Big West,Devin Askew,California,PAC 12,D1,Long Beach State,2024-25,porpag,3.03766,0.8109412225070481,-2.226718777492952,elastic_alpha_0.03_l1_0.15,devin-askew,2023-24,target_conference_common_box,G,77.0,195.0,6,24.3,0.6075,6.2,4.2,2.5,10.205761316872428,6.91358024691358,4.11522633744856,41.26,30.41,-10.849999999999998,Target-conference impact starter,https://www.sports-reference.com/cbb/schools/california/men/2024.html,https://www.sports-reference.com/cbb/schools/long-beach-state/men/2025.html,2.226718777492952,True,False
Mountain West,MJ Collins,Vanderbilt,SEC,D1,Utah State,2025-26,porpag,4.33548,2.1281434795799155,-2.207336520420084,elastic_alpha_0.03_l1_0.15,mj collins,2024-25,target_conference_common_box,G,6-4,190.0,32,20.3,0.5075000000000001,7.4,2.3,0.5,14.58128078817734,4.532019704433497,0.9852216748768472,46.93,37.82,-9.11,Target-conference impact starter,https://www.sports-reference.com/cbb/players/mj-collins-1.html,https://www.sports-reference.com/cbb/players/mj-collins-1.html,2.207336520420084,True,False
Atlantic 10,Nate Santos,Pittsburgh,ACC,D1,Dayton,2023-24,porpag,3.26322,1.056191899480586,-2.2070281005194143,elastic_alpha_0.03_l1_0.15,nate santos,2022-23,target_conference_common_box,F,6-7,190.0,29,7.3,0.1825,1.6,1.2,0.2,8.767123287671232,6.575342465753425,1.095890410958904,39.87,35.42,-4.449999999999996,Target-conference impact starter,https://www.sports-reference.com/cbb/players/nate-santos-1.html,https://www.sports-reference.com/cbb/players/nate-santos-1.html,2.2070281005194143,True,False
Big West,Aniwaniwa Tait-Jones,Hawaii–Hilo,PacWest,D2,UC San Diego,2023-24,porpag,3.26841,1.120069287980079,-2.1483407120199205,elastic_alpha_0.03_l1_0.15,aniwaniwa-tait-jones,2022-23,target_conference_common_box,W,78.0,205.0,23,32.73913043478261,0.8184782608695652,17.608695652173914,9.173913043478262,3.4782608695652173,21.51394422310757,11.208499335989378,4.249667994687915,13.16,29.59,16.43,Target-conference impact starter,https://hiloathletics.com/sports/mens-basketball/stats/2022-23,https://www.sports-reference.com/cbb/players/aniwaniwa-tait-jones-1.html,2.1483407120199205,True,False
American,Jamal Mashburn,New Mexico,MWC,D1,Temple,2024-25,porpag,3.94696,1.805834744839943,-2.141125255160057,elastic_alpha_0.03_l1_0.15,jamal mashburn,2023-24,target_conference_common_box,G,6-2,175.0,28,29.5,0.7375,14.1,2.1,1.5,19.11864406779661,2.847457627118644,2.0338983050847457,38.07,34.55,-3.520000000000003,Target-conference impact starter,https://www.sports-reference.com/cbb/players/jamal-mashburnjr-1.html,https://www.sports-reference.com/cbb/players/jamal-mashburnjr-1.html,2.141125255160057,True,False
