"Miryne Thomas","Ball St.",MAC,29,63.2,94.7,24.3,51.5,53.92,4.7,16.4,14.9,23.6,56,85,0.659,55,115,0.478,53,146,0.363,2.6,1.3,32.6,Sr,6-8,0,1.0245,96.6827,4.8,2022,51618,"Cleveland, OH",,0.72497848,45,86,10,29,0.5233,0.3448,9,10,0.9000,,107.269,109.181,1.65383,145.081,-1.54046,-0.687829,-0.85263,-2.48013,26.2000,-0.854836,-1.62529,1.1333,3.7667,4.9000,1.9333,0.6333,0.6000,11.2667,"Stretch 4",10.6269,1999-09-04
"Kevin Johnson","Illinois Chicago",Horz,26,79.3,107.4,21,52.4,54.68,1,9.2,25.8,16.7,46,64,0.719,84,160,0.525,44,126,0.349,0.5,1.9,22.4,Sr,6-0,11,2.54083,106.021,2.3,2022,51625,"Thibodaux, LA",,2.18337696,30,48,54,112,0.6250,0.4821,0,0,,,108.099,111.48,1.96108,146.04,-1.70967,0.981081,-2.69075,-1.09989,35.1481,0.462964,-1.56286,0.2963,2.7037,3.0000,4.8519,1.1852,0.1852,13.1481,"Scoring PG",7.86367,1999-02-10
"Ryghe Lyons","Nicholls St.",Slnd,29,58.7,111.1,16.7,54.6,55.49,7.4,12.5,10.7,16.4,17,26,0.654,80,146,0.548,14,39,0.359,8.8,1,14.1,Sr,6-11,35,1.30381,101.395,6,2022,51626,"Slidell, LA",,1.45719402,38,54,42,92,0.7037,0.4565,8,10,0.8000,,100.522,102.614,2.01992,136.975,2.91819,-0.787369,3.70555,0.276077,22.9394,-1.57542,1.85149,1.6364,2.5758,4.2121,1.5455,0.4242,1.9697,7.3939,PF/C,3.15581,1998-01-03
"Oliver Lynch-Daniels",Colgate,Pat,31,51.1,112.3,14.8,67.7,67.74,2.8,12.4,13.9,25.2,6,9,0.667,34,67,0.507,45,83,0.542,0.6,2,6,Sr,6-2,33,1.15676,100.284,2.6,2022,51627,"Chapel Hill, NC",,1.23400059,22,40,12,27,0.5500,0.4444,0,0,,,101.393,105.097,1.73289,120.742,0.371488,0.671921,-0.300432,0.997906,22.4062,0.913463,0.0844424,0.5000,2.5625,3.0625,1.8125,0.7500,0.1250,6.8125,"Combo G",7.04005,1998-02-17
"Daejon Davis",Washington,P12,26,57.4,91.5,16.7,42.4,45.76,1.9,9.6,18.7,21.5,32,46,0.696,36,90,0.4,26,87,0.299,1.8,3.9,26,Sr,6-3,11,0.361188,89.0928,3.4,2022,51639,"Seattle, WA",90.2,1.57448688,31,55,5,35,0.5636,0.1429,5,5,1.0000,,100.068,97.544,2.91827,149.22,2.81449,0.1632,2.65129,0.690085,28.5769,-1.81976,2.50985,0.5000,2.3462,2.8462,2.8462,1.9615,0.5000,7.0000,"Combo G",6.66838,1999-04-16
"Jay Green","Northern Arizona",BSky,26,22.8,89.8,19.2,56.8,55.89,4,12.7,11.1,28,17,34,0.5,32,57,0.561,1,2,0.5,0,2.2,57.6,Jr,6-5,0,-0.00681544,85.212,4.6,2022,51671,"Sydney, Australia",,0.66670124,27,40,5,17,0.6750,0.2941,0,0,,,110.32,111.775,0.572722,46.8281,-6.97449,-4.72699,-2.24749,-6.80214,10.8929,-5.28072,-1.52141,0.3571,1.3214,1.6786,0.6429,0.3929,0.0000,3.3214,"Wing G",0.430074,1997-12-12
"Cheikh Mbacke Diong",UCF,Amer,30,60.9,109,15.4,58.8,59.89,10.8,16.6,6,21.3,34,54,0.63,87,148,0.588,0,0,0,6.7,1.5,36.5,Sr,6-11,34,1.75057,106.103,3.6,2022,51672,"Dakar, Senegal",77.4,0.53654785,66,97,21,51,0.6804,0.4118,35,40,0.8750,,97.9457,96.3165,2.62784,148.949,4.22445,0.125213,4.09923,1.68908,24.4667,0.117988,1.57109,2.3667,3.5333,5.9000,0.7333,0.6333,1.3667,6.9333,C,0,1999-12-11
"Keaton Hervey","Missouri St.",MVC,16,19.3,109.6,12.3,52.2,56.16,4.4,6.7,5,16.8,9,10,0.9,9,18,0.5,10,28,0.357,1.3,1.1,21.7,Sr,6-7,14,0.641203,96.9919,3.4,2022,51686,"Cedar Park, TX",,1.00000000,8,10,1,8,0.8000,0.1250,2,2,1.0000,,106.187,104.769,1.25147,38.6035,0.310924,1.18963,-0.87871,-0.457611,16.4118,-0.399008,-0.0586037,0.5882,1.0000,1.5882,0.5294,0.2941,0.2353,3.3529,"Wing G",6.45697,1998-12-17
"Marvin Nesbitt Jr.",UMKC,Sum,27,73.9,100.7,26,49.3,51.95,7.6,22.2,13.8,15.2,55,80,0.688,131,249,0.526,10,47,0.213,3.3,2.8,27,Sr,6-4,33,1.78728,102.825,4.1,2022,51687,"Chicago, IL",,1.01820539,93,149,38,99,0.6242,0.3838,13,16,0.8125,,98.6835,98.6733,2.94592,174.241,1.99638,-0.460449,2.45683,1.0096,27.6452,0.217447,0.79215,1.8065,4.7097,6.5161,1.8065,1.4194,0.8710,12.4516,"Wing G",3.4441,1998-12-20
"Tyree Appleby",Florida,SEC,34,68,103.4,23.6,48.2,55.48,0.2,9.1,27.1,23.6,106,125,0.848,35,85,0.412,65,190,0.342,0.5,2.7,45.5,Sr,6-1,22,2.63977,113.354,2.8,2022,51703,"Jacksonville, AR",,1.43680636,24,51,11,34,0.4706,0.3235,2,3,0.6667,,101.518,97.8829,2.78694,150.449,1.56735,2.66267,-1.09532,2.29337,27.4118,2.08482,0.208552,0.0588,2.0588,2.1176,3.6765,1.2353,0.1176,10.9118,"Scoring PG",12.1734,1998-09-30
"Sam Waardenburg","Miami FL",ACC,35,71.3,122.4,13.9,63.4,64.8,4,13,12.2,14.9,45,64,0.703,64,100,0.64,41,98,0.418,5,1.6,32.3,Sr,6-10,21,3.29772,116.919,3,2022,51708,"Auckland, New Zealand",71.8,2.02714963,56,75,8,25,0.7467,0.3200,26,26,1.0000,,104.365,99.4081,2.92825,184.077,7.10243,3.77783,3.3246,5.04663,30.2571,3.10536,1.94127,0.9714,3.2857,4.2571,2.1429,0.8000,1.3429,8.4571,"Stretch 4",5.47381,1999-02-21
"JD Notae",Arkansas,SEC,36,80.1,98.4,29.9,45.8,49.8,1.8,13.5,24.6,16.2,120,155,0.774,159,340,0.468,74,249,0.297,2.4,3.8,26.3,Sr,6-2,1,3.44044,115.525,3.2,2022,51733,"Covington, GA",,1.28844884,105,172,54,169,0.6105,0.3195,3,4,0.7500,,91.697,87.1265,4.59895,272.878,6.65184,3.05049,3.60135,6.77584,33.1389,3.17776,3.59807,0.5556,4.0000,4.5556,3.7222,2.2500,0.6944,18.3333,"Combo G",11.568,1998-10-27
"Jarrod Simmons",Hofstra,CAA,17,24.2,133.5,12.1,75,74.46,10.3,16.9,7.2,19.5,18,26,0.692,27,36,0.75,0,0,0,4.1,2.5,72.2,Sr,6-8,2,1.96388,118.718,7,2022,51738,"Crescent, PA",24.2,1.08329789,24,29,3,7,0.8276,0.4286,1,1,1.0000,,102.214,101.315,1.53729,62.3204,5.16311,2.15166,3.01145,1.52594,17.2353,-0.267572,1.79351,1.5294,2.4118,3.9412,0.7647,0.7647,0.5882,4.2353,C,0,1998-10-15
"Carter Collins","Murray St.",OVC,30,50.1,107.6,11.2,47.2,49.13,2.6,6.9,8.9,15.1,10,11,0.909,19,46,0.413,26,77,0.338,0.6,1.8,8.9,Sr,6-3,13,0.548598,93.0304,2.4,2022,51755,"Chapel Hill, NC",,1.99983498,19,32,0,14,0.5938,0.0000,4,5,0.8000,,98.6497,99.679,1.99234,97.2464,1.24749,0.474626,0.772862,0.359441,20.9091,-1.10775,1.46719,0.4545,1.2727,1.7273,1.2121,0.6061,0.0909,4.2424,"Combo G",7.25626,1998-12-09
"Azar Swain",Yale,Ivy,30,83.2,102.7,28.3,49.3,54.45,1.1,12.5,11,14.4,116,130,0.892,126,270,0.467,70,199,0.352,0.2,1.4,27.7,Sr,6-0,5,3.01221,111.47,1.4,2022,51761,"Brockton, MA",,0.69443731,49,92,77,178,0.5326,0.4326,0,0,,,102.07,101.418,3.00153,172.03,-0.599485,0.853661,-1.45315,2.18335,32.9677,2.98436,-0.801016,0.3548,3.7742,4.1290,1.6129,0.8387,0.0645,19.1613,"Wing G",11.265,1998-10-15
"Jesus Cruz",Fairfield,MAAC,32,61.5,101.7,21.4,50.2,51.29,4.3,13.8,12.8,14.5,22,33,0.667,90,177,0.508,30,92,0.326,1.5,1.8,12.3,Sr,6-5,24,1.41583,101.972,4.1,2022,51777,"Carolina, Puerto Rico",,1.22498139,41,83,49,94,0.4940,0.5213,0,0,,,100.349,102.819,2.09965,140.182,-0.135562,-0.282229,0.146667,-0.303477,24.4545,-0.38554,0.0820621,0.9394,2.8788,3.8182,1.4848,0.7273,0.3636,8.9697,"Wing G",7.13863,1998-02-12
"Curtis Haywood II",Tulsa,Amer,30,55.4,84.8,11.9,39.9,45.59,1.7,11.9,14.3,29.8,24,32,0.75,13,34,0.382,15,55,0.273,2.6,2.7,36,Sr,6-5,0,-0.688439,76.7342,4.1,2022,51783,"Oklahoma City, OK",44.4,1.34140625,12,27,1,7,0.4444,0.1429,0,0,,,102.828,101.511,2.05706,131.07,1.30148,-1.33525,2.63673,-0.839764,22.9000,-2.81909,1.97932,0.3333,2.3000,2.6333,1.8333,1.0333,0.4667,3.1667,"Combo G",4.75144,1997-09-24
"Jordan Goldwire",Oklahoma,B12,35,74,102.6,22.1,48.5,52.46,2.7,8.3,24.1,19.2,64,80,0.8,112,220,0.509,25,88,0.284,1,2.9,26,Sr,6-3,0,2.84004,113.043,2.7,2022,51787,"Norcross, GA",20.6,1.68916422,76,127,37,94,0.5984,0.3936,1,2,0.5000,,97.9879,93.3229,3.50058,186.093,4.05492,2.23738,1.81754,3.94669,30.0286,1.68693,2.25977,0.6000,2.0000,2.6000,3.5714,1.4571,0.2571,10.3714,"Scoring PG",5.0616,1999-06-18
"Marek Nelson","UT Rio Grande Valley",WAC,27,60.1,105.7,20,51.7,56.6,3.3,13.6,15.2,16.8,69,92,0.75,71,119,0.597,22,82,0.268,2.8,3.2,45.8,Sr,6-7,11,1.90876,106.706,5.6,2022,51800,"Plano, TX",,1.06119429,53,80,18,39,0.6625,0.4615,26,28,0.9286,,104.513,107.058,1.82202,156.124,2.31097,1.8055,0.505466,1.00777,25.7931,0.330875,0.676894,0.7586,3.2759,4.0345,1.7931,1.5172,0.6552,10.4138,"Wing G",6.42258,1999-04-26
"Marquis Eaton","Arkansas St.",SB,26,80.3,92.2,23.6,41.9,48.56,1,8.9,21.7,21.7,78,89,0.876,66,172,0.384,34,107,0.318,0.5,1.7,31.9,Sr,6-2,23,1.13515,95.5843,2.9,2022,51809,"Helena, AR",,1.27499456,14,34,52,138,0.4118,0.3768,0,0,,,103.158,104.575,2.54337,133.367,-3.45827,-2.12293,-1.33534,-3.22277,31.4483,-2.22296,-0.999804,0.3103,2.4828,2.7931,3.5172,1.0345,0.2069,11.4828,"Scoring PG",7.40413,1998-10-15
"Troy Green","New Orleans",Slnd,27,80.7,106.3,23.5,47.3,55.8,2.9,15.9,12.5,15.1,152,181,0.84,140,280,0.5,10,48,0.208,0.8,3.1,55.2,Sr,6-3,3,2.30294,104.556,3.2,2022,51819,"St. Rose, LA",,1.12501759,87,140,53,140,0.6214,0.3786,0,0,,,99.3946,102.475,2.99599,210.138,0.142395,0.0542759,0.0881194,0.858968,33.7667,0.511637,0.347331,0.9000,5.1667,6.0667,2.4000,2.0000,0.2333,16.5667,"Wing G",2.70545,1997-12-12
"Donnie Tillman","New Mexico St.",WAC,20,30.9,106.4,19.5,52.5,54.81,10,10.4,10.3,18.9,27,43,0.628,30,61,0.492,15,39,0.385,0.9,0.9,43,Sr,6-7,2,1.44267,106.996,3.4,2022,51835,"Detroit, MI",53.4,0.87996641,27,46,3,15,0.5870,0.2000,5,5,1.0000,,99.9674,100.768,1.77884,62.0707,0.838153,1.34272,-0.504566,0.990308,19.3810,0.992825,-0.00251742,1.5238,1.8571,3.3810,1.0476,0.3333,0.1429,6.4286,"Wing F",5.99385,1999-08-03
"Brion Whitley",Southern,SWAC,29,55.4,101.4,24,51.1,53.64,4.2,8,5.9,14.1,44,59,0.746,50,100,0.5,60,174,0.345,0.4,2.1,21.5,Jr,6-4,21,1.39811,103.591,4,2022,51844,"Sarasota, FL",,0.44185713,36,65,14,35,0.5538,0.4000,6,7,0.8571,,99.4809,103.528,1.83434,105.084,-1.6705,0.334676,-2.00518,0.119801,22.0645,1.30249,-1.18269,0.8387,1.4516,2.2903,0.6129,0.9677,0.0645,11.6774,"Wing G",15.0942,1998-06-07
"Lucas Williamson","Loyola Chicago",MVC,32,79.8,110.4,23.3,55,58.34,3,15.8,18.8,16.6,91,125,0.728,69,136,0.507,72,186,0.387,1.1,2.6,38.8,Sr,6-4,1,3.46069,116.624,2.6,2022,51845,"Chicago, IL",,1.53030002,54,90,15,46,0.6000,0.3261,5,5,1.0000,,92.2168,90.4631,4.09335,203.58,6.37343,3.36644,3.00699,6.38782,32.0000,3.74618,2.64164,0.8182,4.1818,5.0000,3.0606,1.3636,0.2727,13.6970,"Combo G",10.8807,1999-01-28
"Josh Anderson","Western Kentucky",CUSA,28,70.8,111.5,19.5,52.2,57.14,2.9,13.6,10.4,12.7,77,95,0.811,82,165,0.497,34,90,0.378,1.5,4.4,37.3,Sr,6-6,4,2.71221,111.145,2.4,2022,51855,"Baton Rouge, LA",88.0,1.32432009,68,110,14,56,0.6182,0.2500,20,21,0.9524,,97.7039,97.6274,3.136,189.443,3.49335,2.25959,1.23376,4.09238,29.9655,1.86172,2.23066,0.7241,3.7586,4.4828,1.6897,2.3793,0.3793,12.4483,"Wing G",6.02265,1997-11-15
"Miles Brookins","Cal St. Northridge",BW,3,3.7,105.1,21.3,70,68.69,8,9.1,6.3,27.4,3,5,0.6,7,9,0.778,0,1,0,8.6,1.5,50,Sr,6-9,5,1.09114,108.794,5.7,2022,51858,"Cypress, CA",,0.24998125,3,4,4,5,0.7500,0.8000,0,0,,,107.838,102.049,1.18218,7.01157,-0.609659,-1.72102,1.11136,0.909987,14.0000,-0.353681,1.26367,1.0000,1.0000,2.0000,0.3333,0.3333,1.0000,5.6667,C,1.46134,1998-10-15
"Jamir Moultrie","Kennesaw St.",ASun,24,38.6,113,18.4,55.1,57.04,0.8,4,12.1,12.2,16,20,0.8,24,49,0.49,34,87,0.391,0,1.4,14.7,Jr,5-11,12,1.41369,108.883,4,2022,51861,"Washington, DC",51.6,1.55005190,13,18,11,31,0.7222,0.3548,0,0,,,112.855,113.587,0.831316,56.8737,-2.66807,1.87425,-4.54232,-1.73313,17.7692,0.429092,-2.16222,0.1154,0.5769,0.6923,1.1923,0.5000,0.0000,7.3846,"Combo G",12.2098,1997-09-17
"Teddy Allen","New Mexico St.",WAC,31,85.1,109.6,28.6,50.7,56.94,3.7,18.2,15.9,17.2,148,168,0.881,130,252,0.516,67,203,0.33,0.6,2,36.9,Jr,6-6,0,4.54525,123.86,2.8,2022,51868,"Phoenix, AZ",50.6,0.90526469,77,127,53,125,0.6063,0.4240,8,8,1.0000,,94.5762,94.6144,3.87418,213.781,3.74215,3.05492,0.687233,4.85757,33.4706,3.81341,1.04415,1.0000,5.7353,6.7353,2.5294,1.2059,0.1471,19.6765,"Wing G",11.3283,1998-06-07
"Kevin Anderson",Delaware,CAA,34,87.2,104.4,18.7,49.7,53.36,1.6,9.3,19.3,18.8,61,75,0.813,83,164,0.506,48,148,0.324,1.1,2.4,24,Sr,6-5,1,2.02003,102.083,2.5,2022,51876,"Williamsport, PA",,1.76052448,50,95,33,69,0.5263,0.4783,1,1,1.0000,,105.759,105.863,2.60724,198.573,0.979208,1.27369,-0.294486,0.266153,34.6571,0.163427,0.102726,0.4571,2.7714,3.2286,3.5714,1.4286,0.3429,10.7429,"Scoring PG",7.33484,1998-09-23
"Victor Bailey Jr.",Tennessee,SEC,34,23.3,94.3,16.2,40.2,41.59,4.4,6.7,8.9,9.9,9,16,0.563,21,42,0.5,12,55,0.218,0.7,1.8,16.5,Sr,6-4,12,0.282883,93.9105,2.8,2022,51881,"Austin, TX",83.0,1.77786179,12,17,9,25,0.7059,0.3600,3,3,1.0000,,97.458,92.1255,1.17213,50.2141,0.450572,-0.145705,0.596277,-1.19434,9.6471,-2.1869,0.99256,0.3824,0.5588,0.9412,0.4706,0.2941,0.0588,2.5588,"Wing G",9.78617,1998-09-28
"Chris Vogt",Wisconsin,B10,33,31.8,107.9,16.2,50,50.75,13.3,14.6,9.5,15.8,19,37,0.514,39,77,0.506,0,1,0,6.6,1.6,47.4,Sr,7-0,33,0.947796,106.859,7.2,2022,51883,"Mayfield, KY",30.4,1.16663613,31,46,8,31,0.6739,0.2581,8,9,0.8889,,95.3373,89.8633,1.65766,87.3628,6.15837,0.587726,5.57065,2.18142,12.7273,-1.22043,3.40185,1.5152,1.5758,3.0909,0.6364,0.3333,0.7879,2.9394,C,0.142583,1999-02-08
"James Beck","Miami OH",MAC,15,12.2,95.4,23.8,31.6,44.11,16.9,15.6,7.3,18.8,20,25,0.8,12,38,0.316,0,0,0,2.4,2.4,65.8,Sr,6-8,11,0.365223,96.5303,6.7,2022,51885,"Grand Rapids, MI",,0.54547937,9,26,3,12,0.3462,0.2500,1,1,1.0000,,106.384,107.576,0.650317,28.549,-5.64031,-3.6547,-1.98561,-7.50778,9.5333,-4.77666,-2.73112,1.4667,1.2667,2.7333,0.4000,0.4000,0.2000,2.9333,C,0,1999-01-06
"Jalanni White","Penn St.",B10,27,23.5,106.4,14.7,52.8,53.17,11,18,6.2,17.8,8,15,0.533,27,46,0.587,1,8,0.125,3.5,1.5,27.8,Sr,6-8,14,0.601186,101.475,7.3,2022,51888,"New Haven, CT",,0.74999997,25,41,2,5,0.6098,0.4000,8,13,0.6154,,100.131,93.7284,1.25902,54.9576,1.70038,-1.0636,2.76398,-1.00003,10.9259,-3.45841,2.45839,0.9630,1.6667,2.6296,0.3333,0.2593,0.3333,2.4074,PF/C,1.73902,1999-05-20
"Abu Kigab","Boise St.",MWC,34,78.1,110.2,25.3,54.3,57.82,3.4,20.1,17.9,16.3,128,188,0.681,145,250,0.58,30,100,0.3,1.6,2.6,53.7,Sr,6-7,24,3.98807,122.183,3.3,2022,51889,"St. Catharines, ON",72.2,1.16440525,107,146,38,104,0.7329,0.3654,10,12,0.8333,,90.8014,88.8684,4.17718,218.801,6.6141,3.2943,3.31979,7.34069,31.2857,3.83062,3.51007,0.8571,4.8286,5.6857,2.4286,1.2857,0.4286,14.8286,"Wing G",5.73937,1998-11-03
"Mike Adewunmi","UT Rio Grande Valley",WAC,29,61.9,93.4,19,45.7,49.09,5.7,17.3,7.4,17.2,44,64,0.688,59,113,0.522,25,98,0.255,2.4,1.4,30.3,Sr,6-5,0,0.667306,93.1652,4.6,2022,51894,"Dallas, TX",20.8,0.57142854,47,82,13,32,0.5732,0.4063,4,5,0.8000,,107.281,109.546,1.53371,144.431,-2.66084,-1.13769,-1.52315,-3.26025,25.0968,-1.43651,-1.82374,1.3226,4.2581,5.5806,0.9032,0.6129,0.5806,8.3548,"Stretch 4",7.45256,1999-01-18
"Kyle Foster",Howard,MEAC,26,75.3,119.5,20.7,61.7,64.24,1.3,14.4,9.8,13.2,66,84,0.786,33,77,0.429,96,210,0.457,1.4,1.7,29.3,Sr,6-5,11,3.47828,118.673,3,2022,51895,"Hampton, VA",,1.00000000,15,24,18,53,0.6250,0.3396,3,3,1.0000,,99.6142,106.612,2.17275,151.313,1.91491,3.54067,-1.62577,4.93535,29.0690,5.52844,-0.593092,0.3103,3.7586,4.0690,1.3793,1.0345,0.4828,15.7931,"Wing G",14.7577,1997-05-27
"Cam Bacote","Western Carolina",SC,31,73.7,95.5,17,42.4,45.17,1.3,6.6,18.6,16.2,34,47,0.723,43,110,0.391,42,140,0.3,0.1,1,18.8,Sr,6-3,11,0.399381,89.3018,1.9,2022,51897,"Hampton, VA",,2.00007104,28,62,15,48,0.4516,0.3125,0,0,,,117.104,114.509,1.31857,126.864,-5.19497,-1.79289,-3.40208,-4.98978,29.4688,-2.65147,-2.33831,0.4062,1.7500,2.1562,2.8125,0.5312,0.0312,8.0625,"Combo G",8.75456,1998-10-15
"Keyshawn Feazell",Creighton,BE,35,24.1,101.3,17.9,56.6,56.39,6.7,18.4,10.6,21.2,13,25,0.52,44,76,0.579,2,7,0.286,2.8,1.7,30.1,Sr,6-9,1,0.580154,102.742,5.9,2022,51899,"New Hebron, MS",52.0,0.81816734,30,42,14,34,0.7143,0.4118,16,18,0.8889,,93.7464,89.4713,1.26862,72.6708,2.23316,-1.05239,3.28555,1.27886,9.7429,-1.77414,3.053,0.5429,1.7714,2.3143,0.5143,0.2857,0.2857,3.0571,PF/C,1.20393,1998-10-23
"Greg Jones",Massachusetts,A10,31,49.1,119.5,14.1,52.9,57.52,8.9,14,5,12.3,35,41,0.854,41,90,0.456,21,47,0.447,1.3,1.3,29.9,Jr,6-7,10,1.89475,112.335,3.8,2022,51928,"Bronx, NY",,0.89476255,28,59,13,31,0.4746,0.4194,4,4,1.0000,,112.873,113.291,0.992301,102.707,-0.0555444,2.27219,-2.32773,-0.574965,20.5161,1.62586,-2.20083,1.6129,2.3548,3.9677,0.5484,0.4516,0.2581,5.8065,"Wing F",4.29335,1998-10-15
"Darius Banks",Chattanooga,SC,33,81.7,108.4,16.4,48.2,52.93,6.7,11.8,14,19.7,64,86,0.744,72,149,0.483,22,69,0.319,0.7,2.5,39.4,Sr,6-6,5,1.79396,101.227,2.9,2022,51929,"St. Petersburg, FL",63.8,1.55935207,63,120,9,29,0.5250,0.3103,6,7,0.8571,,100.125,97.6767,3.36848,188.452,3.55346,1.2446,2.30886,1.90841,32.0857,0.137889,1.77052,1.8286,3.1143,4.9429,2.6286,1.3143,0.1714,8.3143,"Wing G",3.89853,1998-02-26
"Dhamir Cosby-Roundtree",Villanova,BE,6,2.4,116.2,16.6,25,42.37,23.6,22.7,19.3,21.1,3,4,0.75,1,4,0.25,0,0,0,3.5,0,100,Sr,6-9,21,0.59357,113.907,4.4,2022,51932,"Philadelphia, PA",80.8,2.00030008,1,3,0,1,0.3333,0.0000,0,1,0.0000,,97.8816,93.6321,0.703004,6.56014,4.98707,1.70512,3.28195,5.96937,6.0000,2.78086,3.18851,1.1667,1.1667,2.3333,0.6667,0.0000,0.1667,0.8333,C,0,1998-03-06
"Collin Gillespie",Villanova,BE,38,85.4,122.6,22.4,56.5,60.85,1.5,11.6,20.2,13.7,105,116,0.905,75,161,0.466,113,272,0.415,0,1.9,26.8,Sr,6-3,2,5.65333,133.104,2.2,2022,51933,"Huntingdon Valley, PA",60.2,1.92062253,48,94,27,67,0.5106,0.4030,0,0,,,100.572,94.5767,3.88942,212.558,7.76048,6.69312,1.06736,8.12714,34.2632,6.16939,1.95775,0.4211,3.3947,3.8158,3.1842,1.0263,0.0000,15.6316,"Combo G",13.2348,1999-06-25
"Larry Owens","Northwestern St.",Slnd,28,39.4,100.9,21.9,55.6,55.24,8.7,16.3,7.4,17.4,23,46,0.5,88,160,0.55,1,1,1,2.6,2.1,28.6,Sr,6-8,32,0.914172,101.539,4.4,2022,51934,"Monroe, LA",,0.51517144,69,115,19,45,0.6000,0.4222,1,2,0.5000,,109.605,110.902,0.934263,92.1259,-2.79645,-1.35378,-1.44267,-1.9068,16.2903,-0.57229,-1.33451,1.2581,2.5484,3.8065,0.5484,0.5806,0.5161,7.1935,PF/C,0.119352,1997-10-11
"Ryan Allen",Delaware,CAA,32,70.6,98.6,21.7,48.6,51.26,1.7,6.4,12.4,16.4,57,82,0.695,68,140,0.486,58,179,0.324,1.1,1.7,25.7,Sr,6-2,2,1.5607,100.398,2.2,2022,51938,"Bowie, MD",,1.05171829,48,83,20,57,0.5783,0.3509,1,1,1.0000,,108.62,108.93,1.92151,139.803,-1.86359,0.350325,-2.21392,-1.63611,29.7879,0.125595,-1.7617,0.3939,1.6667,2.0606,1.8485,0.8485,0.3030,11.5152,"Combo G",10.9571,1998-07-13
"Darryl Morsell",Marquette,BE,31,71.6,97.7,24.4,51,54.66,2,10.6,16.2,19.2,74,96,0.771,106,210,0.505,43,124,0.347,1.4,2.2,28.7,Sr,6-5,32,2.34794,108.282,3.5,2022,51956,"Baltimore, MD",85.4,0.98699626,53,90,53,120,0.5889,0.4417,6,8,0.7500,,101.17,96.6903,3.15062,167.93,1.51899,0.995165,0.523822,1.78232,29.8065,0.982286,0.800038,0.5161,3.0968,3.6129,2.4516,1.1935,0.4194,13.3871,"Combo G",7.54502,1999-02-18
"Luke Bolster",Columbia,Ivy,18,20,89.3,9.9,43.8,48.56,1.1,5.2,12.1,28.5,6,8,0.75,3,12,0.25,5,12,0.417,0,0.8,33.3,Sr,6-0,1,-0.39548,75.1206,3.4,2022,51959,"New York, NY",,1.80011391,2,5,1,7,0.4000,0.1429,0,0,,,117.974,120.338,0.271677,26.7514,-8.7893,-4.44347,-4.34583,-8.81487,11.9474,-5.61663,-3.19824,0.1053,0.6316,0.7368,0.9474,0.2632,0.0000,1.8421,"Scoring PG",3.3686,1998-11-06
"San Antonio Brinson","Texas A&M Corpus Chris",Slnd,23,26,95.5,19.3,44.7,46.89,5.9,16.1,11.8,16.8,17,28,0.607,36,73,0.493,7,31,0.226,1.2,1.2,26.9,Sr,6-8,23,0.199613,89.5037,4.7,2022,52003,"Thomson, GA",,0.92002079,30,53,6,20,0.5660,0.3000,4,4,1.0000,,100.53,105.059,1.08608,59.9862,-4.12408,-3.10291,-1.02117,-3.1936,14.4615,-2.50442,-0.689186,0.8462,1.8846,2.7308,0.8846,0.3462,0.2308,5.1923,"Wing F",5.31057,1998-10-15
"Virshon Cotton","New Mexico St.",WAC,11,6.3,144.8,16.7,75,78.59,1.6,16.9,10.3,13.4,11,13,0.846,3,6,0.5,7,12,0.583,1.5,1.5,72.2,Jr,6-2,12,1.36444,140.149,2,2022,52022,"Milwaukee, WI",,1.33347786,2,3,1,3,0.6667,0.3333,0,0,,,95.7407,96.5674,0.768322,15.2424,5.50147,5.15135,0.350125,9.88601,8.3846,7.05085,2.83515,0.0769,1.0769,1.1538,0.6154,0.2308,0.0769,4.1538,"Wing G",9.04567,1998-10-15
"Torrey Patton","Cleveland St.",Horz,29,73,98.1,28.1,48.5,51.98,6.3,18.1,23.5,22.8,86,128,0.672,122,243,0.502,23,80,0.287,0.7,2.8,39.6,Sr,6-5,24,1.94007,104.546,2.4,2022,52025,"Dayton, OH",,1.05099948,99,171,23,72,0.5789,0.3194,3,3,1.0000,,99.3753,101.953,2.57804,176.547,-0.499103,-0.383419,-0.115683,0.344604,29.7000,1.00791,-0.663303,1.4667,4.7000,6.1667,3.4333,1.5333,0.1667,13.6667,"Wing G",5.39368,1998-11-06
"Eric Parrish","Grambling St.",SWAC,18,29.4,89.4,18.7,50,53.06,5.7,18.8,16.3,29.1,18,26,0.692,37,67,0.552,2,13,0.154,1.2,2.2,32.5,Sr,6-6,12,0.0351712,85.9147,2.7,2022,52027,"Cypress, TX",,0.84210529,34,55,3,12,0.6182,0.2500,2,2,1.0000,,99.6413,104.893,1.53144,74.4753,-2.6086,-3.17152,0.562915,-2.16737,18.7000,-1.93834,-0.229038,1.0500,3.2000,4.2500,1.6000,0.7000,0.2000,5.1000,"Wing G",2.08688,1998-05-25
"Ishmael El-Amin","Rhode Island",A10,30,55.8,103.7,14.6,51.7,55.94,2.1,7.1,9.1,19,31,34,0.912,30,70,0.429,32,81,0.395,0.9,2,22.5,Sr,6-3,42,0.81995,95.9941,3.9,2022,52028,"Minneapolis, MN",40.8,1.03119246,15,31,15,39,0.4839,0.3846,1,2,0.5000,,101.5,100.116,2.11107,103.565,-0.543266,-0.266658,-0.276607,-0.917834,22.3226,-1.56058,0.642744,0.3871,1.4516,1.8387,1.0645,0.7419,0.1613,6.4839,"Combo G",7.04071,1998-12-02
