target,model_name,family,status,cv_mae,cv_rmse,cv_r2,cv_pearson,cv_spearman,train_mae,train_rmse,train_r2,top_decile_actual_mean,overall_actual_mean,top_decile_lift,params_json,rows_used,notes,baseline_mae,baseline_rmse,baseline_r2,baseline_pearson,baseline_spearman,mae_gain_vs_baseline
bpm,elastic_alpha_0.1_l1_0.65,elastic_net,ok,1.737739203338048,2.250392905733306,0.5033678179797395,0.7098606002041088,0.7138019886220877,1.6523726939704655,2.142978456604783,0.5496462652196372,4.906976744186046,0.8582159624413145,4.048760781744732,"{""alpha"": 0.1, ""l1_ratio"": 0.65}",426,,2.5572181999830006,3.2044801907883915,-0.007008974424024261,-0.08193595033810279,-0.06156184209909456,0.8194789966449525
bpm_percentile,histgb_lr_0.06_leaves_4_l2_12.0,hist_gradient_boosting,ok,16.346135809246903,20.517384221832035,0.49474955601059445,0.7039364874372684,0.702821476370005,11.666884801053506,14.543320284160103,0.7461425821818877,84.96833715471121,50.117370892018776,34.85096626269243,"{""l2_regularization"": 12.0, ""learning_rate"": 0.06, ""max_iter"": 180, ""max_leaf_nodes"": 4}",426,,25.054247400632978,28.945568610071007,-0.005603767207621457,-0.07242635995642151,-0.06156184209909456,8.708111591386075
bpr,elastic_alpha_0.1_l1_0.35,elastic_net,ok,1.1038525144718478,1.3853950242979036,0.6082691616812043,0.7809338532195496,0.7804345513795751,1.0306419610211863,1.2969610930551312,0.6566837097275432,4.286315789473684,1.2193386243386242,3.06697716513506,"{""alpha"": 0.1, ""l1_ratio"": 0.35}",378,,1.7603136703600177,2.21610248570453,-0.002351850905651043,-0.052666065869604865,-0.02780940298896604,0.6564611558881699
porpag,elastic_alpha_0.03_l1_0.65,elastic_net,ok,0.6430511537545047,0.8280845734010175,0.5272867806120322,0.7261603819109297,0.7322996028242745,0.6066781155196003,0.7826785520740369,0.5777056946119798,3.280722813953488,1.4882140657511738,1.7925087482023143,"{""alpha"": 0.03, ""l1_ratio"": 0.65}",426,,0.9627262033979838,1.2048083647487493,-0.0006548562867028096,-0.03146782787485354,-0.015577776320888474,0.31967504964347904
