player_name,source_school,source_season,target_conference,source_level,source_games,college_stat_seasons_before_transfer,college_stat_seasons_source,source_url,outcome_url,needs_manual_review
A.J. George,SMU,2024-25,Big West,D1,22,3.0,data/cache/sports_reference_roster_diff_profiles/aj-george-1.html,https://www.sports-reference.com/cbb/schools/southern-methodist/men/2025.html,https://www.sports-reference.com/cbb/schools/cal-state-bakersfield/men/2026.html,False
Marcus Greene,Houston Christian,2023-24,Big West,D1,28,3.0,data/cache/sports_reference_roster_diff_profiles/marcus-greene-1.html;data/cache/sports_reference_d1_profile_audit/marcus-greene-1.html,https://www.sports-reference.com/cbb/schools/houston-baptist/men/2024.html,https://www.sports-reference.com/cbb/schools/hawaii/men/2025.html,False
Ben Griscti,Incarnate Word,2022-23,Big West,D1,31,2.0,data/cache/sports_reference_roster_diff_profiles/benjamin-griscti-1.html;data/cache/sports_reference_d1_profile_audit/benjamin-griscti-1.html,https://www.sports-reference.com/cbb/schools/incarnate-word/men/2023.html,https://gohighlanders.com/sports/mens-basketball/stats/2023-24,False
Modestas Kancleris,Creighton,2021-22,Big West,D1,14,1.0,data/cache/sports_reference_d1_profile_audit/modestas-kancleris-1.html,https://www.sports-reference.com/cbb/schools/creighton/men/2022.html,https://www.sports-reference.com/cbb/schools/cal-state-bakersfield/men/2023.html,False
Kobe Young,Boise State,2023-24,Big West,D1,25,2.0,data/cache/sports_reference_d1_profile_audit/kobe-young-1.html,https://www.sports-reference.com/cbb/schools/boise-state/men/2024.html,https://www.sports-reference.com/cbb/schools/cal-state-fullerton/men/2025.html,False
"Pierre Geneste, Jr.",Fresno State,2024-25,Big West,D1,19,3.0,data/cache/sports_reference_d1_profile_audit/pierre-geneste-jr-1.html,https://www.sports-reference.com/cbb/schools/fresno-state/men/2025.html,https://www.sports-reference.com/cbb/schools/cal-state-bakersfield/men/2026.html,False
Nils Cooper,Pepperdine,2023-24,Big West,D1,33,1.0,data/cache/sports_reference_roster_diff_profiles/nils-cooper-2.html;data/cache/sports_reference_d1_profile_audit/nils-cooper-2.html,https://www.sports-reference.com/cbb/schools/pepperdine/men/2024.html,https://www.sports-reference.com/cbb/schools/california-davis/men/2025.html,False
Julien Franklin,Oregon State,2020-21,Big West,D1,21,1.0,data/cache/sports_reference_d1_profile_audit/julien-franklin-1.html,https://www.sports-reference.com/cbb/schools/oregon-state/men/2021.html,https://www.sports-reference.com/cbb/schools/cal-poly/men/2022.html,False
Cameron Wilbon,Sacramento State,2022-23,Big West,D1,32,5.0,data/cache/sports_reference_d1_profile_audit/cameron-wilbon-1.html,https://www.sports-reference.com/cbb/schools/sacramento-state/men/2023.html,https://www.sports-reference.com/cbb/schools/cal-state-bakersfield/men/2024.html,False
Cole Farrell,Portland State,2024-25,Big West,D1,31,2.0,data/cache/sports_reference_d1_profile_audit/cole-farrell-1.html,https://www.sports-reference.com/cbb/schools/portland-state/men/2025.html,https://www.sports-reference.com/cbb/schools/long-beach-state/men/2026.html,False
Maximo Milovich,Biola,2023-24,Big West,D2,29,4.0,data/cache/sports_reference_d2_outcome_audit/maximo-milovich-1.html,https://athletics.biola.edu/sports/mens-basketball/stats/2023-24,https://www.sports-reference.com/cbb/players/maximo-milovich-1.html,False
Yacine Toumi,Seton Hall,2024-25,Big West,D1,29,5.0,data/cache/sports_reference_d1_profile_audit/yacine-toumi-1.html,https://www.sports-reference.com/cbb/schools/seton-hall/men/2025.html,https://www.sports-reference.com/cbb/schools/hawaii/men/2026.html,False
Rikus Schulte,Davidson,2023-24,Big West,D1,13,1.0,data/cache/sports_reference_d1_profile_audit/rikus-schulte-1.html,https://www.sports-reference.com/cbb/schools/davidson/men/2024.html,https://www.sports-reference.com/cbb/schools/california-riverside/men/2025.html,False
"Carl Daughtery, Jr.",Central Arkansas,2023-24,Big West,D1,29,2.0,data/cache/sports_reference_roster_diff_profiles/carl-daugherty-1.html,https://www.sports-reference.com/cbb/schools/central-arkansas/men/2024.html,https://ucdavisaggies.com/sports/mens-basketball/stats/2024-25,False
Fidelis Okereke,Cal State Northridge,2022-23,Big West,D1,31,3.0,data/cache/sports_reference_d1_profile_audit/fidelis-okereke-1.html,https://www.sports-reference.com/cbb/schools/cal-state-northridge/men/2023.html,https://www.sports-reference.com/cbb/schools/cal-state-bakersfield/men/2024.html,False
Grady Lewis,Cal State East Bay,2023-24,Big West,D2,29,2.0,data/cache/sports_reference_d2_outcome_audit/grady-lewis-1.html,https://eastbaypioneers.com/sports/mens-basketball/stats/2023-24,https://www.sports-reference.com/cbb/players/grady-lewis-1.html,False
Christian Gray,Fresno State,2020-21,Big West,D1,18,2.0,data/cache/sports_reference_d1_profile_audit/christian-gray-2.html,https://www.sports-reference.com/cbb/schools/fresno-state/men/2021.html,https://www.sports-reference.com/cbb/schools/cal-state-northridge/men/2022.html,False
Ryan Rapp,Washington State,2021-22,Big West,D1,16,3.0,data/cache/sports_reference_d1_profile_audit/ryan-rapp-1.html,https://www.sports-reference.com/cbb/schools/washington-state/men/2022.html,https://www.sports-reference.com/cbb/schools/hawaii/men/2023.html,False
Luka Tarlać,Utah,2023-24,Big West,D1,20,2.0,data/cache/sports_reference_d1_profile_audit/luka-tarlac-1.html,https://www.sports-reference.com/cbb/schools/utah/men/2024.html,https://www.sports-reference.com/cbb/schools/cal-poly/men/2025.html,False
Nick Fleming,Southern Utah,2021-22,Big West,D1,32,4.0,data/cache/sports_reference_d1_profile_audit/nick-fleming-1.html,https://www.sports-reference.com/cbb/schools/southern-utah/men/2022.html,https://www.sports-reference.com/cbb/schools/cal-poly/men/2023.html,False
"Shay Johnson, Jr.",San Diego State,2024-25,Big West,D1,15,3.0,data/cache/sports_reference_roster_diff_profiles/demarshay-johnsonjr-1.html,https://www.sports-reference.com/cbb/schools/san-diego-state/men/2025.html,https://longbeachstate.com/sports/mens-basketball/stats/2025-26,False
Jasman Sangha,Texas A&M–Corpus Christi,2022-23,Big West,D1,14,3.0,data/cache/sports_reference_roster_diff_profiles/jasman-sangha-1.html;data/cache/sports_reference_d1_profile_audit/jasman-sangha-1.html,https://www.sports-reference.com/cbb/schools/texas-am-corpus-christi/men/2023.html,https://www.sports-reference.com/cbb/schools/cal-state-northridge/men/2024.html,False
"John Square, Jr.",Fairleigh Dickinson,2021-22,Big West,D1,25,2.0,data/cache/sports_reference_roster_diff_profiles/john-squarejr-1.html,https://www.sports-reference.com/cbb/schools/fairleigh-dickinson/men/2022.html,https://fullertontitans.com/sports/mens-basketball/stats/2022-23,False
Kaleb Brown,Missouri,2023-24,Big West,D1,2,3.0,data/cache/sports_reference_d1_profile_audit/kaleb-brown-1.html,https://www.sports-reference.com/cbb/schools/missouri/men/2024.html,https://www.sports-reference.com/cbb/schools/cal-state-fullerton/men/2025.html,False
Isa Silva,Stanford,2022-23,Big West,D1,32,2.0,data/cache/sports_reference_roster_diff_profiles/isa-silva-1.html;data/cache/sports_reference_d1_profile_audit/isa-silva-1.html,https://www.sports-reference.com/cbb/schools/stanford/men/2023.html,https://longbeachstate.com/sports/mens-basketball/stats/2023-24,False
Messiah Thompson,Alabama A&M,2022-23,Big West,D1,32,4.0,data/cache/sports_reference_roster_diff_profiles/messiah-thompson-1.html;data/cache/sports_reference_d1_profile_audit/messiah-thompson-1.html,https://www.sports-reference.com/cbb/schools/alabama-am/men/2023.html,https://www.sports-reference.com/cbb/schools/long-beach-state/men/2024.html,False
Cam Denson,Pacific,2023-24,Big West,D1,31,4.0,data/cache/sports_reference_d1_profile_audit/cam-denson-1.html,https://www.sports-reference.com/cbb/schools/pacific/men/2024.html,https://www.sports-reference.com/cbb/schools/long-beach-state/men/2025.html,False
Dearon Tucker,Indiana State,2021-22,Big West,D1,14,3.0,data/cache/sports_reference_d1_profile_audit/dearon-tucker-1.html,https://www.sports-reference.com/cbb/schools/indiana-state/men/2022.html,https://www.sports-reference.com/cbb/schools/cal-state-northridge/men/2023.html,False
Aleks Szymczyk,Charlotte,2024-25,Big West,D1,20,2.0,data/cache/sports_reference_roster_diff_profiles/aleksander-szymczyk-1.html;data/cache/sports_reference_d1_profile_audit/aleksander-szymczyk-1.html,https://www.sports-reference.com/cbb/schools/charlotte/men/2025.html,https://gomatadors.com/sports/mens-basketball/stats/2025-26,False
Judson Martindale,Pacific,2023-24,Big West,D1,30,4.0,data/cache/sports_reference_roster_diff_profiles/judson-martindale-1.html;data/cache/sports_reference_d1_profile_audit/judson-martindale-1.html,https://www.sports-reference.com/cbb/schools/pacific/men/2024.html,https://www.sports-reference.com/cbb/schools/cal-state-northridge/men/2025.html,False
Beril Kabamba,Spring Hill,2022-23,Big West,D2,25,3.0,data/cache/sports_reference_d2_outcome_audit/beril-kabamba-1.html,https://shcbadgers.com/sports/mens-basketball/stats/2022-23,https://www.sports-reference.com/cbb/players/beril-kabamba-1.html,False
Paul Bizimana,Eastern Illinois,2022-23,Big West,D1,22,2.0,data/cache/sports_reference_d1_profile_audit/paul-bizimana-1.html,https://www.sports-reference.com/cbb/schools/eastern-illinois/men/2023.html,https://www.sports-reference.com/cbb/schools/cal-poly/men/2024.html,False
Lathaniel Bastian,Angelo State,2021-22,Big West,D2,30,1.0,data/cache/sports_reference_roster_diff_profiles/lathaniel-bastian-1.html,https://angelosports.com/sports/mens-basketball/roster/lathaniel-bastian/7071,https://www.sports-reference.com/cbb/schools/cal-state-fullerton/men/2023.html,False
Miloš Vićentić,McKendree,2023-24,Big West,D2,28,4.0,data/cache/sports_reference_d2_outcome_audit/milos-vicentic-1.html,https://mckbearcats.com/sports/mens-basketball/stats/2023-24,https://www.sports-reference.com/cbb/players/milos-vicentic-1.html,False
Caleb McCarty,South Carolina State,2024-25,Big West,D1,26,5.0,data/cache/sports_reference_d1_profile_audit/caleb-mccarty-1.html,https://www.sports-reference.com/cbb/schools/south-carolina-state/men/2025.html,https://www.sports-reference.com/cbb/schools/cal-state-bakersfield/men/2026.html,False
Kieran Elliott,West Texas A&M,2023-24,Big West,D2,35,1.0,data/cache/sports_reference_d2_outcome_audit/kieran-elliott-1.html,https://gobuffsgo.com/sports/mens-basketball/stats/2023-24,https://www.sports-reference.com/cbb/players/kieran-elliott-1.html,False
Jalen Cooper,Palm Beach Atlantic,2022-23,Big West,D2,27,3.0,data/cache/sports_reference_d2_outcome_audit/jalen-cooper-1.html,https://pbasailfish.com/sports/mens-basketball/stats/2022-23,https://www.sports-reference.com/cbb/players/jalen-cooper-1.html,False
Ethan Menzies,Colorado Mesa,2023-24,Big West,D2,19,3.0,data/cache/sports_reference_d2_outcome_audit/ethan-menzies-1.html,https://cmumavericks.com/sports/mens-basketball/stats/2023-24,https://www.sports-reference.com/cbb/players/ethan-menzies-1.html,False
Ben Shtolzberg,Creighton,2022-23,Big West,D1,17,1.0,data/cache/sports_reference_d1_profile_audit/ben-shtolzberg-1.html,https://www.sports-reference.com/cbb/schools/creighton/men/2023.html,https://www.sports-reference.com/cbb/schools/california-santa-barbara/men/2024.html,False
Denzel Hines,Coastal Carolina,2024-25,Big West,D1,32,2.0,data/cache/sports_reference_d1_profile_audit/denzel-hines-1.html,https://www.sports-reference.com/cbb/schools/coastal-carolina/men/2025.html,https://www.sports-reference.com/cbb/schools/california-riverside/men/2026.html,False
Jared Barnett,San Diego State,2022-23,Big West,D1,10,4.0,data/cache/sports_reference_d1_profile_audit/jared-barnett-1.html,https://www.sports-reference.com/cbb/schools/san-diego-state/men/2023.html,https://www.sports-reference.com/cbb/schools/cal-state-northridge/men/2024.html,False
Isaac Spears,Montana State,2021-22,Big West,D1,12,1.0,data/cache/sports_reference_d1_profile_audit/isaac-spears-1.html,https://www.sports-reference.com/cbb/schools/montana-state/men/2022.html,https://www.sports-reference.com/cbb/schools/cal-poly/men/2023.html,False
Dylan Godfrey,Canisius,2024-25,Big West,D1,31,2.0,data/cache/sports_reference_d1_profile_audit/dylan-godfrey-1.html,https://www.sports-reference.com/cbb/schools/canisius/men/2025.html,https://www.sports-reference.com/cbb/schools/california-riverside/men/2026.html,False
Jerome Palm,Valparaiso,2023-24,Big West,D1,27,4.0,data/cache/sports_reference_d1_profile_audit/jerome-palm-1.html,https://www.sports-reference.com/cbb/schools/valparaiso/men/2024.html,https://www.sports-reference.com/cbb/schools/hawaii/men/2025.html,False
Jalen Myers,Norfolk State,2024-25,Big West,D1,31,5.0,data/cache/sports_reference_d1_profile_audit/jalen-myers-1.html,https://www.sports-reference.com/cbb/schools/norfolk-state/men/2025.html,https://www.sports-reference.com/cbb/schools/hawaii/men/2026.html,False
Sydney Shipp,Occidental,2022-23,Big West,D2,25,4.0,data/cache/sports_reference_roster_diff_profiles/sydney-shipp-1.html,https://oxyathletics.com/sports/mens-basketball/roster/sydney-shipp/7664,https://www.sports-reference.com/cbb/schools/cal-state-fullerton/men/2024.html,False
Festus Ndumanya,Southern,2023-24,Big West,D1,4,5.0,data/cache/sports_reference_d1_profile_audit/festus-ndumanya-1.html,https://www.sports-reference.com/cbb/schools/southern/men/2024.html,https://www.sports-reference.com/cbb/schools/cal-state-northridge/men/2025.html,False
Derek Sangster,Princeton,2023-24,Big West,D1,13,1.0,data/cache/sports_reference_d1_profile_audit/derek-sangster-1.html,https://www.sports-reference.com/cbb/schools/princeton/men/2024.html,https://www.sports-reference.com/cbb/schools/california-davis/men/2025.html,False
Chris Mitchell,Cal State San Bernardino,2023-24,Big West,D2,35,3.0,data/cache/sports_reference_roster_diff_profiles/chris-mitchell-4.html,https://csusbathletics.com/sports/mens-basketball/roster/chris-mitchell/4103,https://www.sports-reference.com/cbb/schools/california-santa-barbara/men/2025.html,False
Daniel Tobiloba,South Florida,2024-25,Big West,D1,9,2.0,data/cache/sports_reference_d1_profile_audit/daniel-tobiloba-1.html,https://www.sports-reference.com/cbb/schools/south-florida/men/2025.html,https://www.sports-reference.com/cbb/schools/california-riverside/men/2026.html,False
Matija Svetozarević,Portland,2021-22,Big West,D1,23,1.0,data/cache/sports_reference_d1_profile_audit/matija-svetozarevic-1.html,https://www.sports-reference.com/cbb/schools/portland/men/2022.html,https://www.sports-reference.com/cbb/schools/hawaii/men/2023.html,False
Jaxson Robinson,Arkansas,2021-22,WCC,D1,16,2.0,data/cache/sports_reference_roster_diff_profiles/jaxson-robinson-1.html,https://www.sports-reference.com/cbb/players/jaxson-robinson-1.html,https://www.sports-reference.com/cbb/players/jaxson-robinson-1.html,False
Noah Waterman,Detroit Mercy,2021-22,WCC,D1,21,3.0,data/cache/sports_reference_roster_diff_profiles/noah-waterman-1.html,https://www.sports-reference.com/cbb/players/noah-waterman-1.html,https://www.sports-reference.com/cbb/players/noah-waterman-1.html,False
Rudi Williams,Coastal Carolina,2021-22,WCC,D1,33,4.0,data/cache/sports_reference_roster_diff_profiles/rudi-williams-1.html,https://www.sports-reference.com/cbb/players/rudi-williams-1.html,https://www.sports-reference.com/cbb/players/rudi-williams-1.html,False
Efton Reid,Louisiana State,2021-22,WCC,D1,34,1.0,data/cache/sports_reference_roster_diff_profiles/efton-reid-1.html,https://www.sports-reference.com/cbb/players/efton-reid-1.html,https://www.sports-reference.com/cbb/players/efton-reid-1.html,False
Malachi Smith,Chattanooga,2021-22,WCC,D1,35,3.0,data/cache/sports_reference_roster_diff_profiles/malachi-smith-1.html;data/cache/sports_reference_roster_diff_profiles/malachi-smith-2.html,https://www.sports-reference.com/cbb/players/malachi-smith-1.html,https://www.sports-reference.com/cbb/players/malachi-smith-1.html,False
Ryan Nembhard,Creighton,2022-23,WCC,D1,37,2.0,data/cache/sports_reference_roster_diff_profiles/ryan-nembhard-1.html,https://www.sports-reference.com/cbb/players/ryan-nembhard-1.html,https://www.sports-reference.com/cbb/players/ryan-nembhard-1.html,False
Emmanuel Innocenti,Tarleton State,2023-24,WCC,D1,35,1.0,data/cache/sports_reference_roster_diff_profiles/emmanuel-innocenti-1.html,https://www.sports-reference.com/cbb/players/emmanuel-innocenti-1.html,https://www.sports-reference.com/cbb/players/emmanuel-innocenti-1.html,False
Khalif Battle,Arkansas,2023-24,WCC,D1,32,5.0,data/cache/sports_reference_roster_diff_profiles/khalif-battle-1.html,https://www.sports-reference.com/cbb/players/khalif-battle-1.html,https://www.sports-reference.com/cbb/players/khalif-battle-1.html,False
Michael Ajayi,Pepperdine,2023-24,WCC,D1,33,3.0,data/cache/sports_reference_roster_diff_profiles/michael-ajayi-1.html,https://www.sports-reference.com/cbb/players/michael-ajayi-1.html,https://www.sports-reference.com/cbb/players/michael-ajayi-1.html,False
Adam Miller,Arizona State,2024-25,WCC,D1,30,4.0,data/cache/sports_reference_roster_diff_profiles/adam-miller-3.html,https://www.sports-reference.com/cbb/players/adam-miller-3.html,https://www.sports-reference.com/cbb/players/adam-miller-3.html,False
Braeden Smith,Colgate,2023-24,WCC,D1,35,2.0,data/cache/sports_reference_roster_diff_profiles/braeden-smith-1.html,https://www.sports-reference.com/cbb/players/braeden-smith-1.html,https://www.sports-reference.com/cbb/players/braeden-smith-1.html,False
Jalen Warley,Florida State,2023-24,WCC,D1,33,3.0,data/cache/sports_reference_roster_diff_profiles/jalen-warley-1.html,https://www.sports-reference.com/cbb/players/jalen-warley-1.html,https://www.sports-reference.com/cbb/players/jalen-warley-1.html,False
Steele Venters,Eastern Washington,2022-23,WCC,D1,34,3.0,data/cache/sports_reference_roster_diff_profiles/steele-venters-1.html,https://www.sports-reference.com/cbb/players/steele-venters-1.html,https://www.sports-reference.com/cbb/players/steele-venters-1.html,False
Tyon Grant-Foster,Grand Canyon,2024-25,WCC,D1,26,6.0,data/cache/sports_reference_roster_diff_profiles/tyon-grant-foster-1.html,https://www.sports-reference.com/cbb/players/tyon-grant-foster-1.html,https://www.sports-reference.com/cbb/players/tyon-grant-foster-1.html,False
Justin Ahrens,Ohio State,2021-22,WCC,D1,32,4.0,data/cache/sports_reference_roster_diff_profiles/justin-ahrens-1.html,https://www.sports-reference.com/cbb/players/justin-ahrens-1.html,https://www.sports-reference.com/cbb/players/justin-ahrens-1.html,False
Michael Graham,Elon,2021-22,WCC,D1,32,2.0,data/cache/sports_reference_roster_diff_profiles/michael-graham-2.html,https://www.sports-reference.com/cbb/players/michael-graham-2.html,https://www.sports-reference.com/cbb/players/michael-graham-2.html,False
Rick Issanza,Oklahoma,2021-22,WCC,D1,12,2.0,data/cache/sports_reference_roster_diff_profiles/rick-issanza-1.html,https://www.sports-reference.com/cbb/players/rick-issanza-1.html,https://www.sports-reference.com/cbb/players/rick-issanza-1.html,False
Dominick Harris,Gonzaga,2022-23,WCC,D1,13,2.0,data/cache/sports_reference_roster_diff_profiles/dominick-harris-1.html,https://www.sports-reference.com/cbb/players/dominick-harris-1.html,https://www.sports-reference.com/cbb/players/dominick-harris-1.html,False
Justice Hill,Louisiana State,2022-23,WCC,D1,30,4.0,data/cache/sports_reference_roster_diff_profiles/justice-hill-1.html,https://www.sports-reference.com/cbb/players/justice-hill-1.html,https://www.sports-reference.com/cbb/players/justice-hill-1.html,False
Justin Wright,North Carolina Central,2022-23,WCC,D1,30,3.0,data/cache/sports_reference_roster_diff_profiles/justin-wright-2.html,https://www.sports-reference.com/cbb/players/justin-wright-2.html,https://www.sports-reference.com/cbb/players/justin-wright-2.html,False
Lars Thiemann,California,2022-23,WCC,D1,31,4.0,data/cache/sports_reference_roster_diff_profiles/lars-thiemann-1.html,https://www.sports-reference.com/cbb/players/lars-thiemann-1.html,https://www.sports-reference.com/cbb/players/lars-thiemann-1.html,False
Will Johnston,Texas–Rio Grande Valley,2022-23,WCC,D1,31,3.0,data/cache/sports_reference_roster_diff_profiles/will-johnston-2.html,https://www.sports-reference.com/cbb/players/will-johnston-2.html,https://www.sports-reference.com/cbb/players/will-johnston-2.html,False
Caleb Stone-Carrawell,Utah Valley,2023-24,WCC,D1,32,4.0,data/cache/sports_reference_roster_diff_profiles/caleb-stone-carrawell-1.html,https://www.sports-reference.com/cbb/players/caleb-stone-carrawell-1.html,https://www.sports-reference.com/cbb/players/caleb-stone-carrawell-1.html,False
Jan Vide,UCLA,2023-24,WCC,D1,24,1.0,data/cache/sports_reference_roster_diff_profiles/jan-vide-1.html,https://www.sports-reference.com/cbb/players/jan-vide-1.html,https://www.sports-reference.com/cbb/players/jan-vide-1.html,False
Jevon Porter,Pepperdine,2023-24,WCC,D1,21,2.0,data/cache/sports_reference_roster_diff_profiles/jevon-porter-1.html,https://www.sports-reference.com/cbb/players/jevon-porter-1.html,https://www.sports-reference.com/cbb/players/jevon-porter-1.html,False
Matar Diop,Nebraska,2023-24,WCC,D1,19,1.0,data/cache/sports_reference_roster_diff_profiles/matar-diop-1.html,https://www.sports-reference.com/cbb/players/matar-diop-1.html,https://www.sports-reference.com/cbb/players/matar-diop-1.html,False
MJ Amey,San Jose State,2023-24,WCC,D1,32,3.0,data/cache/sports_reference_roster_diff_profiles/myron-mj-ameyjr-1.html,https://www.sports-reference.com/cbb/players/myron-mj-ameyjr-1.html,https://www.sports-reference.com/cbb/players/myron-mj-ameyjr-1.html,False
Jalen Shelley,Southern California,2024-25,WCC,D1,22,1.0,data/cache/sports_reference_roster_diff_profiles/jalen-shelley-1.html,https://www.sports-reference.com/cbb/players/jalen-shelley-1.html,https://www.sports-reference.com/cbb/players/jalen-shelley-1.html,False
Nakyel Shelton,Eastern Illinois,2024-25,WCC,D1,29,5.0,data/cache/sports_reference_roster_diff_profiles/nakyel-shelton-1.html,https://www.sports-reference.com/cbb/players/nakyel-shelton-1.html,https://www.sports-reference.com/cbb/players/nakyel-shelton-1.html,False
Rodney Brown,Virginia Tech,2024-25,WCC,D1,18,2.0,data/cache/sports_reference_roster_diff_profiles/rodney-brown-jr-1.html,https://www.sports-reference.com/cbb/players/rodney-brown-jr-1.html,https://www.sports-reference.com/cbb/players/rodney-brown-jr-1.html,False
Rokas Jocius,UCF,2024-25,WCC,D1,25,3.0,data/cache/sports_reference_roster_diff_profiles/rokas-jocius-1.html,https://www.sports-reference.com/cbb/players/rokas-jocius-1.html,https://www.sports-reference.com/cbb/players/rokas-jocius-1.html,False
Dez White,Missouri State,2024-25,WCC,D1,31,2.0,data/cache/sports_reference_roster_diff_profiles/dez-white-1.html,https://www.sports-reference.com/cbb/players/dez-white-1.html,https://www.sports-reference.com/cbb/players/dez-white-1.html,False
Jorge Diaz Graham,Pittsburgh,2024-25,WCC,D1,29,3.0,data/cache/sports_reference_roster_diff_profiles/jorge-diaz-graham-1.html,https://www.sports-reference.com/cbb/players/jorge-diaz-graham-1.html,https://www.sports-reference.com/cbb/players/jorge-diaz-graham-1.html,False
Malcolm Christie,Oakland,2024-25,WCC,D1,32,1.0,data/cache/sports_reference_roster_diff_profiles/malcolm-christie-1.html,https://www.sports-reference.com/cbb/players/malcolm-christie-1.html,https://www.sports-reference.com/cbb/players/malcolm-christie-1.html,False
Noah Amenhauser,Coastal Carolina,2024-25,WCC,D1,31,2.0,data/cache/sports_reference_roster_diff_profiles/noah-amenhauser-1.html,https://www.sports-reference.com/cbb/players/noah-amenhauser-1.html,https://www.sports-reference.com/cbb/players/noah-amenhauser-1.html,False
Stephen Olowoniyi,Southern Indiana,2024-25,WCC,D1,30,2.0,data/cache/sports_reference_roster_diff_profiles/stephen-olowoniyi-1.html,https://www.sports-reference.com/cbb/players/stephen-olowoniyi-1.html,https://www.sports-reference.com/cbb/players/stephen-olowoniyi-1.html,False
Yaak Yaak,New Mexico State,2023-24,WCC,D1,15,1.0,data/cache/sports_reference_roster_diff_profiles/yaak-yaak-1.html,https://www.sports-reference.com/cbb/players/yaak-yaak-1.html,https://www.sports-reference.com/cbb/players/yaak-yaak-1.html,False
Donovan Williams,Oklahoma State,2021-22,WCC,D1,9,2.0,data/cache/sports_reference_roster_diff_profiles/donovan-williams-4.html,https://www.sports-reference.com/cbb/players/donovan-williams-4.html,https://www.sports-reference.com/cbb/players/donovan-williams-4.html,False
Jordan Ivy-Curry,UTSA,2021-22,WCC,D1,21,2.0,data/cache/sports_reference_roster_diff_profiles/jordan-ivy-curry-1.html,https://www.sports-reference.com/cbb/players/jordan-ivy-curry-1.html,https://www.sports-reference.com/cbb/players/jordan-ivy-curry-1.html,False
Judson Martindale,Holy Cross,2021-22,WCC,D1,31,2.0,data/cache/sports_reference_roster_diff_profiles/judson-martindale-1.html;data/cache/sports_reference_d1_profile_audit/judson-martindale-1.html,https://www.sports-reference.com/cbb/players/judson-martindale-1.html,https://www.sports-reference.com/cbb/players/judson-martindale-1.html,False
Keylan Boone,Oklahoma State,2021-22,WCC,D1,27,3.0,data/cache/sports_reference_roster_diff_profiles/keylan-boone-1.html,https://www.sports-reference.com/cbb/players/keylan-boone-1.html,https://www.sports-reference.com/cbb/players/keylan-boone-1.html,False
Tyler Beard,Georgetown,2021-22,WCC,D1,30,1.0,data/cache/sports_reference_roster_diff_profiles/tyler-beard-1.html,https://www.sports-reference.com/cbb/players/tyler-beard-1.html,https://www.sports-reference.com/cbb/players/tyler-beard-1.html,False
Burke Smith,Boise State,2022-23,WCC,D1,10,2.0,data/cache/sports_reference_roster_diff_profiles/burke-smith-1.html,https://www.sports-reference.com/cbb/players/burke-smith-1.html,https://www.sports-reference.com/cbb/players/burke-smith-1.html,False
Lesown Hallums,South Carolina State,2022-23,WCC,D1,24,1.0,data/cache/sports_reference_roster_diff_profiles/lesown-hallums-1.html,https://www.sports-reference.com/cbb/players/lesown-hallums-1.html,https://www.sports-reference.com/cbb/players/lesown-hallums-1.html,False
Elijah Fisher,DePaul,2023-24,WCC,D1,32,2.0,data/cache/sports_reference_roster_diff_profiles/elijah-fisher-1.html,https://www.sports-reference.com/cbb/players/elijah-fisher-1.html,https://www.sports-reference.com/cbb/players/elijah-fisher-1.html,False
Jazz Gardner,Nevada,2023-24,WCC,D1,20,1.0,data/cache/sports_reference_roster_diff_profiles/jazz-gardner-1.html,https://www.sports-reference.com/cbb/players/jazz-gardner-1.html,https://www.sports-reference.com/cbb/players/jazz-gardner-1.html,False
Kris Keinys,Minnesota,2023-24,WCC,D1,5,1.0,data/cache/sports_reference_roster_diff_profiles/kris-keinys-1.html,https://www.sports-reference.com/cbb/players/kris-keinys-1.html,https://www.sports-reference.com/cbb/players/kris-keinys-1.html,False
Lamar Washington,Texas Tech,2023-24,WCC,D1,30,2.0,data/cache/sports_reference_roster_diff_profiles/lamar-washington-1.html,https://www.sports-reference.com/cbb/players/lamar-washington-1.html,https://www.sports-reference.com/cbb/players/lamar-washington-1.html,False
Petar Krivokapic,Florida International,2023-24,WCC,D1,33,4.0,data/cache/sports_reference_roster_diff_profiles/petar-krivokapic-1.html,https://www.sports-reference.com/cbb/players/petar-krivokapic-1.html,https://www.sports-reference.com/cbb/players/petar-krivokapic-1.html,False
Alexis Marmolejos,Lamar,2024-25,WCC,D1,33,3.0,data/cache/sports_reference_roster_diff_profiles/alexis-marmolejos-1.html,https://www.sports-reference.com/cbb/players/alexis-marmolejos-1.html,https://www.sports-reference.com/cbb/players/alexis-marmolejos-1.html,False
Isaac Jack,Dayton,2024-25,WCC,D1,21,3.0,data/cache/sports_reference_roster_diff_profiles/isaac-jack-1.html,https://www.sports-reference.com/cbb/players/isaac-jack-1.html,https://www.sports-reference.com/cbb/players/isaac-jack-1.html,False
Jaden Clayton,Maine,2024-25,WCC,D1,34,3.0,data/cache/sports_reference_roster_diff_profiles/jaden-clayton-1.html,https://www.sports-reference.com/cbb/players/jaden-clayton-1.html,https://www.sports-reference.com/cbb/players/jaden-clayton-1.html,False
Justin Rochelin,UC San Diego,2024-25,WCC,D1,35,3.0,data/cache/sports_reference_roster_diff_profiles/justin-rochelin-2.html;data/cache/sports_reference_d1_profile_audit/justin-rochelin-2.html,https://www.sports-reference.com/cbb/players/justin-rochelin-2.html,https://www.sports-reference.com/cbb/players/justin-rochelin-2.html,False
