player_name,source_school,source_season,target_conference,source_level,source_games,college_stat_seasons_before_transfer,college_stat_seasons_source,source_url,outcome_url,needs_manual_review
Kajus Kublickas,Florida,2024-25,WCC,D1,6,2.0,data/cache/sports_reference_roster_diff_profiles/kajus-kublickas-1.html,https://www.sports-reference.com/cbb/players/kajus-kublickas-1.html,https://www.sports-reference.com/cbb/players/kajus-kublickas-1.html,False
KC Ibekwe,Washington,2024-25,WCC,D1,12,3.0,data/cache/sports_reference_roster_diff_profiles/kc-ibekwe-1.html,https://www.sports-reference.com/cbb/players/kc-ibekwe-1.html,https://www.sports-reference.com/cbb/players/kc-ibekwe-1.html,False
TJ Wainwright,Long Beach State,2024-25,WCC,D1,29,3.0,data/cache/sports_reference_roster_diff_profiles/tj-wainwright-1.html,https://www.sports-reference.com/cbb/players/tj-wainwright-1.html,https://www.sports-reference.com/cbb/players/tj-wainwright-1.html,False
Boubacar Coulibaly,Southern California,2021-22,WCC,D1,6,2.0,data/cache/sports_reference_roster_diff_profiles/boubacar-coulibaly-1.html,https://www.sports-reference.com/cbb/players/boubacar-coulibaly-1.html,https://www.sports-reference.com/cbb/players/boubacar-coulibaly-1.html,False
Ethan Anderson,Wyoming,2022-23,WCC,D1,21,4.0,data/cache/sports_reference_roster_diff_profiles/ethan-anderson-1.html,https://www.sports-reference.com/cbb/players/ethan-anderson-1.html,https://www.sports-reference.com/cbb/players/ethan-anderson-1.html,False
Alonso Faure,Loyola (MD),2023-24,WCC,D1,32,4.0,data/cache/sports_reference_roster_diff_profiles/alonso-faure-1.html,https://www.sports-reference.com/cbb/players/alonso-faure-1.html,https://www.sports-reference.com/cbb/players/alonso-faure-1.html,False
Mike Saunders,McNeese State,2023-24,WCC,D1,18,4.0,data/cache/sports_reference_roster_diff_profiles/mike-saundersjr-1.html,https://www.sports-reference.com/cbb/players/mike-saundersjr-1.html,https://www.sports-reference.com/cbb/players/mike-saundersjr-1.html,False
Moe Odum,Pacific,2023-24,WCC,D1,32,2.0,data/cache/sports_reference_roster_diff_profiles/moe-odum-1.html,https://www.sports-reference.com/cbb/players/moe-odum-1.html,https://www.sports-reference.com/cbb/players/moe-odum-1.html,False
Stefan Todorovic,San Francisco,2023-24,WCC,D1,22,3.0,data/cache/sports_reference_roster_diff_profiles/stefan-todorovic-1.html,https://www.sports-reference.com/cbb/players/stefan-todorovic-1.html,https://www.sports-reference.com/cbb/players/stefan-todorovic-1.html,False
Zion Bethea,Delaware,2023-24,WCC,D1,3,3.0,data/cache/sports_reference_roster_diff_profiles/zion-bethea-1.html,https://www.sports-reference.com/cbb/players/zion-bethea-1.html,https://www.sports-reference.com/cbb/players/zion-bethea-1.html,False
Aaron Clark,Wake Forest,2023-24,WCC,D1,7,1.0,data/cache/sports_reference_roster_diff_profiles/aaron-clark-1.html,https://www.sports-reference.com/cbb/players/aaron-clark-1.html,https://www.sports-reference.com/cbb/players/aaron-clark-1.html,False
Javon Cooley,Marist,2023-24,WCC,D1,31,4.0,data/cache/sports_reference_roster_diff_profiles/javon-cooley-1.html,https://www.sports-reference.com/cbb/players/javon-cooley-1.html,https://www.sports-reference.com/cbb/players/javon-cooley-1.html,False
Pavle Stosic,Gonzaga,2023-24,WCC,D1,14,1.0,data/cache/sports_reference_roster_diff_profiles/pavle-stosic-1.html,https://www.sports-reference.com/cbb/players/pavle-stosic-1.html,https://www.sports-reference.com/cbb/players/pavle-stosic-1.html,False
Preston Phillips,Evansville,2022-23,WCC,D1,31,2.0,data/cache/sports_reference_roster_diff_profiles/preston-phillips-2.html,https://www.sports-reference.com/cbb/players/preston-phillips-2.html,https://www.sports-reference.com/cbb/players/preston-phillips-2.html,False
Stefan Cicic,Tulane,2024-25,WCC,D1,3,1.0,data/cache/sports_reference_roster_diff_profiles/stefan-cicic-1.html,https://www.sports-reference.com/cbb/players/stefan-cicic-1.html,https://www.sports-reference.com/cbb/players/stefan-cicic-1.html,False
Styles Phipps,Grand Canyon,2024-25,WCC,D1,20,1.0,data/cache/sports_reference_roster_diff_profiles/styles-phipps-1.html,https://www.sports-reference.com/cbb/players/styles-phipps-1.html,https://www.sports-reference.com/cbb/players/styles-phipps-1.html,False
Yonatan Levy,Green Bay,2024-25,WCC,D1,13,1.0,data/cache/sports_reference_roster_diff_profiles/yonatan-levy-1.html,https://www.sports-reference.com/cbb/players/yonatan-levy-1.html,https://www.sports-reference.com/cbb/players/yonatan-levy-1.html,False
Alden Applewhite,Mississippi State,2021-22,WCC,D1,2,1.0,data/cache/sports_reference_roster_diff_profiles/alden-applewhite-1.html,https://www.sports-reference.com/cbb/players/alden-applewhite-1.html,https://www.sports-reference.com/cbb/players/alden-applewhite-1.html,False
Joey St. Pierre,Milwaukee,2021-22,WCC,D1,31,1.0,data/cache/sports_reference_roster_diff_profiles/joey-stpierre-1.html,https://www.sports-reference.com/cbb/players/joey-stpierre-1.html,https://www.sports-reference.com/cbb/players/joey-stpierre-1.html,False
Wyatt Lowell,Brigham Young,2020-21,WCC,D1,7,2.0,data/cache/sports_reference_roster_diff_profiles/wyatt-lowell-1.html,https://www.sports-reference.com/cbb/players/wyatt-lowell-1.html,https://www.sports-reference.com/cbb/players/wyatt-lowell-1.html,False
Alimamy Koroma,Cal Poly,2022-23,WCC,D1,33,4.0,data/cache/sports_reference_roster_diff_profiles/alimamy-koroma-1.html,https://www.sports-reference.com/cbb/players/alimamy-koroma-1.html,https://www.sports-reference.com/cbb/players/alimamy-koroma-1.html,False
Yuto Yamanouchi,Lamar,2022-23,WCC,D1,28,1.0,data/cache/sports_reference_roster_diff_profiles/yuto-yamanouchi-1.html,https://www.sports-reference.com/cbb/players/yuto-yamanouchi-1.html,https://www.sports-reference.com/cbb/players/yuto-yamanouchi-1.html,False
Jermaine Ballisager-Webb,American,2023-24,WCC,D1,22,2.0,data/cache/sports_reference_roster_diff_profiles/jermaine-ballisager-webb-1.html,https://www.sports-reference.com/cbb/players/jermaine-ballisager-webb-1.html,https://www.sports-reference.com/cbb/players/jermaine-ballisager-webb-1.html,False
Max Mackinnon,Elon,2023-24,WCC,D1,32,2.0,data/cache/sports_reference_roster_diff_profiles/max-mackinnon-1.html,https://www.sports-reference.com/cbb/players/max-mackinnon-1.html,https://www.sports-reference.com/cbb/players/max-mackinnon-1.html,False
Mezziah Oakman,UC Santa Barbara,2023-24,WCC,D1,1,3.0,data/cache/sports_reference_roster_diff_profiles/mezziah-oakman-1.html,https://www.sports-reference.com/cbb/players/mezziah-oakman-1.html,https://www.sports-reference.com/cbb/players/mezziah-oakman-1.html,False
James O'Donnell,San Francisco,2024-25,WCC,D1,35,1.0,data/cache/sports_reference_roster_diff_profiles/james-odonnell-2.html,https://www.sports-reference.com/cbb/players/james-odonnell-2.html,https://www.sports-reference.com/cbb/players/james-odonnell-2.html,False
Matus Hronsky,Duquesne,2024-25,WCC,D1,32,3.0,data/cache/sports_reference_roster_diff_profiles/matus-hronsky-1.html,https://www.sports-reference.com/cbb/players/matus-hronsky-1.html,https://www.sports-reference.com/cbb/players/matus-hronsky-1.html,False
Riley Parker,Saint Francis (PA),2024-25,WCC,D1,34,3.0,data/cache/sports_reference_roster_diff_profiles/riley-parker-1.html,https://www.sports-reference.com/cbb/players/riley-parker-1.html,https://www.sports-reference.com/cbb/players/riley-parker-1.html,False
Ashton Hardaway,Memphis,2023-24,WCC,D1,30,1.0,data/cache/sports_reference_roster_diff_profiles/ashton-hardaway-1.html,https://www.sports-reference.com/cbb/players/ashton-hardaway-1.html,https://www.sports-reference.com/cbb/players/ashton-hardaway-1.html,False
Paulius Murauskas,Arizona,2023-24,WCC,D1,23,1.0,data/cache/sports_reference_roster_diff_profiles/paulius-murauskas-1.html,https://www.sports-reference.com/cbb/players/paulius-murauskas-1.html,https://www.sports-reference.com/cbb/players/paulius-murauskas-1.html,False
Tony Duckett,San Diego,2024-25,WCC,D1,29,1.0,data/cache/sports_reference_roster_diff_profiles/tony-duckett-2.html,https://www.sports-reference.com/cbb/players/tony-duckett-2.html,https://www.sports-reference.com/cbb/players/tony-duckett-2.html,False
Deven Dahlke,Drake,2021-22,WCC,D1,8,2.0,data/cache/sports_reference_roster_diff_profiles/deven-dahlke-1.html,https://www.sports-reference.com/cbb/players/deven-dahlke-1.html,https://www.sports-reference.com/cbb/players/deven-dahlke-1.html,False
Eric Williams,Oregon,2021-22,WCC,D1,33,4.0,data/cache/sports_reference_roster_diff_profiles/eric-williamsjr-1.html,https://www.sports-reference.com/cbb/players/eric-williamsjr-1.html,https://www.sports-reference.com/cbb/players/eric-williamsjr-1.html,False
Jaiden Delaire,Stanford,2021-22,WCC,D1,32,4.0,data/cache/sports_reference_roster_diff_profiles/jaiden-delaire-1.html,https://www.sports-reference.com/cbb/players/jaiden-delaire-1.html,https://www.sports-reference.com/cbb/players/jaiden-delaire-1.html,False
Nic Lynch,Lehigh,2021-22,WCC,D1,32,4.0,data/cache/sports_reference_roster_diff_profiles/nic-lynch-1.html,https://www.sports-reference.com/cbb/players/nic-lynch-1.html,https://www.sports-reference.com/cbb/players/nic-lynch-1.html,False
Seikou Sisoho Jawara,Weber State,2021-22,WCC,D1,33,3.0,data/cache/sports_reference_roster_diff_profiles/seikou-sisohojawara-1.html,https://www.sports-reference.com/cbb/players/seikou-sisohojawara-1.html,https://www.sports-reference.com/cbb/players/seikou-sisohojawara-1.html,False
Colby Brooks,Gonzaga,2023-24,WCC,D1,14,2.0,data/cache/sports_reference_roster_diff_profiles/colby-brooks-1.html,https://www.sports-reference.com/cbb/players/colby-brooks-1.html,https://www.sports-reference.com/cbb/players/colby-brooks-1.html,False
Assane Diop,Colorado,2024-25,WCC,D1,35,2.0,data/cache/sports_reference_roster_diff_profiles/assane-diop-2.html,https://www.sports-reference.com/cbb/players/assane-diop-2.html,https://www.sports-reference.com/cbb/players/assane-diop-2.html,False
Dominique Ford,Southern Utah,2024-25,WCC,D1,25,4.0,data/cache/sports_reference_roster_diff_profiles/dominique-ford-1.html,https://www.sports-reference.com/cbb/players/dominique-ford-1.html,https://www.sports-reference.com/cbb/players/dominique-ford-1.html,False
Juan Sebastian Gorosito,Ball State,2024-25,WCC,D1,31,3.0,data/cache/sports_reference_roster_diff_profiles/juan-sebastian-gorosito-1.html,https://www.sports-reference.com/cbb/players/juan-sebastian-gorosito-1.html,https://www.sports-reference.com/cbb/players/juan-sebastian-gorosito-1.html,False
Tim Moore,NJIT,2024-25,WCC,D1,30,5.0,data/cache/sports_reference_roster_diff_profiles/tim-moore-3.html,https://www.sports-reference.com/cbb/players/tim-moore-3.html,https://www.sports-reference.com/cbb/players/tim-moore-3.html,False
Toneari Lane,Georgia State,2024-25,WCC,D1,33,4.0,data/cache/sports_reference_roster_diff_profiles/toneari-lane-1.html,https://www.sports-reference.com/cbb/players/toneari-lane-1.html,https://www.sports-reference.com/cbb/players/toneari-lane-1.html,False
Ty-Laur Johnson,Wake Forest,2024-25,WCC,D1,29,2.0,data/cache/sports_reference_roster_diff_profiles/ty-laur-johnson-2.html,https://www.sports-reference.com/cbb/players/ty-laur-johnson-2.html,https://www.sports-reference.com/cbb/players/ty-laur-johnson-2.html,False
Marcus Williams,Texas A&M,2021-22,WCC,D1,27,2.0,data/cache/sports_reference_roster_diff_profiles/marcus-williams-24.html,https://www.sports-reference.com/cbb/players/marcus-williams-24.html,https://www.sports-reference.com/cbb/players/marcus-williams-24.html,False
Saba Gigiberia,Georgia Tech,2021-22,WCC,D1,15,2.0,data/cache/sports_reference_roster_diff_profiles/saba-gigiberia-1.html,https://www.sports-reference.com/cbb/players/saba-gigiberia-1.html,https://www.sports-reference.com/cbb/players/saba-gigiberia-1.html,False
Toni Rocak,UC San Diego,2021-22,WCC,D1,27,4.0,data/cache/sports_reference_roster_diff_profiles/toni-rocak-1.html,https://www.sports-reference.com/cbb/players/toni-rocak-1.html,https://www.sports-reference.com/cbb/players/toni-rocak-1.html,False
Tyrell Roberts,Washington State,2021-22,WCC,D1,36,1.0,data/cache/sports_reference_roster_diff_profiles/tyrell-roberts-1.html,https://www.sports-reference.com/cbb/players/tyrell-roberts-1.html,https://www.sports-reference.com/cbb/players/tyrell-roberts-1.html,False
Jonathan Mogbo,Missouri State,2022-23,WCC,D1,30,3.0,data/cache/sports_reference_roster_diff_profiles/jonathan-mogbo-1.html,https://www.sports-reference.com/cbb/players/jonathan-mogbo-1.html,https://www.sports-reference.com/cbb/players/jonathan-mogbo-1.html,False
Malik Thomas,Southern California,2022-23,WCC,D1,27,2.0,data/cache/sports_reference_roster_diff_profiles/malik-thomas-2.html,https://www.sports-reference.com/cbb/players/malik-thomas-2.html,https://www.sports-reference.com/cbb/players/malik-thomas-2.html,False
Mike Sharavjamts,Dayton,2022-23,WCC,D1,32,1.0,data/cache/sports_reference_roster_diff_profiles/mike-sharavjamts-1.html,https://www.sports-reference.com/cbb/players/mike-sharavjamts-1.html,https://www.sports-reference.com/cbb/players/mike-sharavjamts-1.html,False
Robby Beasley,UC Davis,2022-23,WCC,D1,24,3.0,data/cache/sports_reference_roster_diff_profiles/robby-beasley-1.html,https://www.sports-reference.com/cbb/players/robby-beasley-1.html,https://www.sports-reference.com/cbb/players/robby-beasley-1.html,False
Stefan Todorovic,SMU,2022-23,WCC,D1,31,2.0,data/cache/sports_reference_roster_diff_profiles/stefan-todorovic-1.html,https://www.sports-reference.com/cbb/players/stefan-todorovic-1.html,https://www.sports-reference.com/cbb/players/stefan-todorovic-1.html,False
Carlton Linguard,UTSA,2023-24,WCC,D1,32,4.0,data/cache/sports_reference_roster_diff_profiles/carlton-linguardjr-1.html,https://www.sports-reference.com/cbb/players/carlton-linguardjr-1.html,https://www.sports-reference.com/cbb/players/carlton-linguardjr-1.html,False
Jason Rivera-Torres,Vanderbilt,2023-24,WCC,D1,29,1.0,data/cache/sports_reference_roster_diff_profiles/jason-rivera-torres-1.html,https://www.sports-reference.com/cbb/players/jason-rivera-torres-1.html,https://www.sports-reference.com/cbb/players/jason-rivera-torres-1.html,False
Aidan Braccia,Belmont,2024-25,WCC,D1,2,2.0,data/cache/sports_reference_roster_diff_profiles/aidan-braccia-1.html,https://www.sports-reference.com/cbb/players/aidan-braccia-1.html,https://www.sports-reference.com/cbb/players/aidan-braccia-1.html,False
David Fuchs,Rhode Island,2024-25,WCC,D1,29,2.0,data/cache/sports_reference_roster_diff_profiles/david-fuchs-1.html,https://www.sports-reference.com/cbb/players/david-fuchs-1.html,https://www.sports-reference.com/cbb/players/david-fuchs-1.html,False
Guillermo Diaz Graham,Pittsburgh,2024-25,WCC,D1,32,3.0,data/cache/sports_reference_roster_diff_profiles/guillermo-diaz-graham-1.html,https://www.sports-reference.com/cbb/players/guillermo-diaz-graham-1.html,https://www.sports-reference.com/cbb/players/guillermo-diaz-graham-1.html,False
Mookie Cook,Oregon,2024-25,WCC,D1,24,2.0,data/cache/sports_reference_roster_diff_profiles/mookie-cook-1.html,https://www.sports-reference.com/cbb/players/mookie-cook-1.html,https://www.sports-reference.com/cbb/players/mookie-cook-1.html,False
Vukasin Masic,Portland,2024-25,WCC,D1,27,4.0,data/cache/sports_reference_roster_diff_profiles/vukasin-masic-1.html,https://www.sports-reference.com/cbb/players/vukasin-masic-1.html,https://www.sports-reference.com/cbb/players/vukasin-masic-1.html,False
Brandin Podziemski,Illinois,2021-22,WCC,D1,16,1.0,data/cache/sports_reference_roster_diff_profiles/brandin-podziemski-1.html,https://www.sports-reference.com/cbb/players/brandin-podziemski-1.html,https://www.sports-reference.com/cbb/players/brandin-podziemski-1.html,False
Carlos Marshall,Tennessee State,2021-22,WCC,D1,30,4.0,data/cache/sports_reference_roster_diff_profiles/carlos-marshalljr-1.html,https://www.sports-reference.com/cbb/players/carlos-marshalljr-1.html,https://www.sports-reference.com/cbb/players/carlos-marshalljr-1.html,False
Adama Bal,Arizona,2022-23,WCC,D1,26,2.0,data/cache/sports_reference_roster_diff_profiles/adama-bal-1.html,https://www.sports-reference.com/cbb/players/adama-bal-1.html,https://www.sports-reference.com/cbb/players/adama-bal-1.html,False
Francisco Caffaro,Virginia,2022-23,WCC,D1,20,4.0,data/cache/sports_reference_roster_diff_profiles/francisco-caffaro-1.html,https://www.sports-reference.com/cbb/players/francisco-caffaro-1.html,https://www.sports-reference.com/cbb/players/francisco-caffaro-1.html,False
Jalen Benjamin,Mount St. Mary's,2022-23,WCC,D1,31,4.0,data/cache/sports_reference_roster_diff_profiles/jalen-benjamin-1.html,https://www.sports-reference.com/cbb/players/jalen-benjamin-1.html,https://www.sports-reference.com/cbb/players/jalen-benjamin-1.html,False
Johnny O'Neil,American,2022-23,WCC,D1,30,3.0,data/cache/sports_reference_roster_diff_profiles/johnny-oneil-1.html,https://www.sports-reference.com/cbb/players/johnny-oneil-1.html,https://www.sports-reference.com/cbb/players/johnny-oneil-1.html,False
Tyeree Bryan,Charleston Southern,2022-23,WCC,D1,29,2.0,data/cache/sports_reference_roster_diff_profiles/tyeree-bryan-1.html,https://www.sports-reference.com/cbb/players/tyeree-bryan-1.html,https://www.sports-reference.com/cbb/players/tyeree-bryan-1.html,False
Carlos Stewart,Louisiana State,2023-24,WCC,D1,13,3.0,data/cache/sports_reference_roster_diff_profiles/carlos-stewart-1.html,https://www.sports-reference.com/cbb/players/carlos-stewart-1.html,https://www.sports-reference.com/cbb/players/carlos-stewart-1.html,False
Aleksandar Gavalyugov,Villanova,2024-25,WCC,D1,4,1.0,data/cache/sports_reference_roster_diff_profiles/aleksandar-gavalyugov-1.html,https://www.sports-reference.com/cbb/players/aleksandar-gavalyugov-1.html,https://www.sports-reference.com/cbb/players/aleksandar-gavalyugov-1.html,False
Juan Reyna,Jackson State,2024-25,WCC,D1,27,3.0,data/cache/sports_reference_roster_diff_profiles/juan-reyna-1.html,https://www.sports-reference.com/cbb/players/juan-reyna-1.html,https://www.sports-reference.com/cbb/players/juan-reyna-1.html,False
Eemeli Yalaho,Texas Tech,2024-25,WCC,D1,8,2.0,data/cache/sports_reference_roster_diff_profiles/eemeli-yalaho-1.html,https://www.sports-reference.com/cbb/players/eemeli-yalaho-1.html,https://www.sports-reference.com/cbb/players/eemeli-yalaho-1.html,False
Emmanuel Ugbo,Boise State,2024-25,WCC,D1,36,1.0,data/cache/sports_reference_roster_diff_profiles/emmanuel-ugbo-1.html,https://www.sports-reference.com/cbb/players/emmanuel-ugbo-1.html,https://www.sports-reference.com/cbb/players/emmanuel-ugbo-1.html,False
Jerone Morton,Morehead State,2024-25,WCC,D1,26,2.0,data/cache/sports_reference_roster_diff_profiles/jerone-morton-1.html,https://www.sports-reference.com/cbb/players/jerone-morton-1.html,https://www.sports-reference.com/cbb/players/jerone-morton-1.html,False
Simon Hildebrandt,High Point,2024-25,WCC,D1,25,1.0,data/cache/sports_reference_roster_diff_profiles/simon-hildebrandt-1.html,https://www.sports-reference.com/cbb/players/simon-hildebrandt-1.html,https://www.sports-reference.com/cbb/players/simon-hildebrandt-1.html,False
Vukasin Masic,Maine,2021-22,WCC,D1,28,2.0,data/cache/sports_reference_roster_diff_profiles/vukasin-masic-1.html,https://www.sports-reference.com/cbb/players/vukasin-masic-1.html,https://www.sports-reference.com/cbb/players/vukasin-masic-1.html,False
Tredyn Christensen,Chaminade,2021-22,WCC,D2,26,3.0,data/cache/sports_reference_roster_diff_profiles/tredyn-christensen-1.html,https://goswords.com/sports/mens-basketball/stats/2021-22,https://www.sports-reference.com/cbb/players/tredyn-christensen-1.html,False
Alex Leiba,Penn State Harrisburg,2023-24,WCC,D2,30,4.0,data/cache/sports_reference_roster_diff_profiles/alex-leiba-1.html,https://psuharrisburgsports.com/sports/mens-basketball/stats/2023-24,https://www.sports-reference.com/cbb/players/alex-leiba-1.html,False
Noah Jordan,West Virginia State,2022-23,WCC,D2,24,4.0,data/cache/sports_reference_roster_diff_profiles/noah-jordan-1.html,https://wvsuyellowjackets.com/sports/mens-basketball/stats/2022-23,https://www.sports-reference.com/cbb/players/noah-jordan-1.html,False
Elliyas Delaire,Lewis & Clark,2021-22,WCC,D2,9,1.0,data/cache/sports_reference_roster_diff_profiles/elliyas-delaire-1.html,https://lcpioneers.com/sports/mens-basketball/stats/2021-22,https://www.sports-reference.com/cbb/players/elliyas-delaire-1.html,False
PJ Hayes,Black Hills State,2022-23,WCC,D2,32,3.0,data/cache/sports_reference_roster_diff_profiles/pj-hayes-1.html,https://bhsuathletics.com/sports/mens-basketball/stats/2022-23,https://www.sports-reference.com/cbb/players/pj-hayes-1.html,False
Kody Clouet,Southeastern Oklahoma State,2023-24,WCC,D2,32,4.0,data/cache/sports_reference_roster_diff_profiles/kody-clouet-1.html,https://gosoutheastern.com/sports/mens-basketball/stats/2023-24,https://www.sports-reference.com/cbb/players/kody-clouet-1.html,False
Chibuzo Agbo,Texas Tech,2021-22,Mountain West,D1,23,2.0,data/cache/sports_reference_roster_diff_profiles/chibuzo-agbo-1.html,https://www.sports-reference.com/cbb/players/chibuzo-agbo-1.html,https://www.sports-reference.com/cbb/players/chibuzo-agbo-1.html,False
Mohamed Sylla,Detroit Mercy,2021-22,Mountain West,D1,10,3.0,data/cache/sports_reference_roster_diff_profiles/mouhamed-sylla-1.html,https://www.sports-reference.com/cbb/players/mouhamed-sylla-1.html,https://www.sports-reference.com/cbb/players/mouhamed-sylla-1.html,False
Cam Martin,Kansas,2022-23,Mountain West,D1,4,5.0,data/cache/sports_reference_roster_diff_profiles/cam-martin-1.html,https://www.sports-reference.com/cbb/players/cam-martin-1.html,https://www.sports-reference.com/cbb/players/cam-martin-1.html,False
O'mar Stanley,St. John's (NY),2022-23,Mountain West,D1,31,2.0,data/cache/sports_reference_roster_diff_profiles/omar-stanley-1.html,https://www.sports-reference.com/cbb/players/omar-stanley-1.html,https://www.sports-reference.com/cbb/players/omar-stanley-1.html,False
Roddie Anderson,UC San Diego,2022-23,Mountain West,D1,30,1.0,data/cache/sports_reference_roster_diff_profiles/roddie-anderson-iii-1.html,https://www.sports-reference.com/cbb/players/roddie-anderson-iii-1.html,https://www.sports-reference.com/cbb/players/roddie-anderson-iii-1.html,False
Alvaro Cardenas,San Jose State,2023-24,Mountain West,D1,31,3.0,data/cache/sports_reference_roster_diff_profiles/alvaro-cardenas-1.html,https://www.sports-reference.com/cbb/players/alvaro-cardenas-1.html,https://www.sports-reference.com/cbb/players/alvaro-cardenas-1.html,False
Dominic Parolin,Lehigh,2023-24,Mountain West,D1,28,4.0,data/cache/sports_reference_roster_diff_profiles/dominic-parolin-1.html,https://www.sports-reference.com/cbb/players/dominic-parolin-1.html,https://www.sports-reference.com/cbb/players/dominic-parolin-1.html,False
Drew Fielder,Georgetown,2024-25,Mountain West,D1,31,2.0,data/cache/sports_reference_roster_diff_profiles/drew-fielder-1.html,https://www.sports-reference.com/cbb/players/drew-fielder-1.html,https://www.sports-reference.com/cbb/players/drew-fielder-1.html,False
Dylan Andrews,UCLA,2024-25,Mountain West,D1,32,3.0,data/cache/sports_reference_roster_diff_profiles/dylan-andrews-1.html,https://www.sports-reference.com/cbb/players/dylan-andrews-1.html,https://www.sports-reference.com/cbb/players/dylan-andrews-1.html,False
Josiah Strong,Illinois State,2021-22,Mountain West,D1,33,4.0,data/cache/sports_reference_roster_diff_profiles/josiah-strong-1.html,https://www.sports-reference.com/cbb/players/josiah-strong-1.html,https://www.sports-reference.com/cbb/players/josiah-strong-1.html,False
Javonte Johnson,New Mexico,2022-23,Mountain West,D1,33,3.0,data/cache/sports_reference_roster_diff_profiles/javonte-johnson-1.html,https://www.sports-reference.com/cbb/players/javonte-johnson-1.html,https://www.sports-reference.com/cbb/players/javonte-johnson-1.html,False
Nique Clifford,Colorado,2022-23,Mountain West,D1,35,3.0,data/cache/sports_reference_roster_diff_profiles/nique-clifford-1.html,https://www.sports-reference.com/cbb/players/nique-clifford-1.html,https://www.sports-reference.com/cbb/players/nique-clifford-1.html,False
Bowen Born,Northern Iowa,2023-24,Mountain West,D1,31,4.0,data/cache/sports_reference_roster_diff_profiles/bowen-born-1.html,https://www.sports-reference.com/cbb/players/bowen-born-1.html,https://www.sports-reference.com/cbb/players/bowen-born-1.html,False
Ethan Morton,Purdue,2023-24,Mountain West,D1,37,4.0,data/cache/sports_reference_roster_diff_profiles/ethan-morton-1.html,https://www.sports-reference.com/cbb/players/ethan-morton-1.html,https://www.sports-reference.com/cbb/players/ethan-morton-1.html,False
Jaylen Crocker-Johnson,Little Rock,2023-24,Mountain West,D1,34,1.0,data/cache/sports_reference_roster_diff_profiles/jaylen-crocker-johnson-1.html,https://www.sports-reference.com/cbb/players/jaylen-crocker-johnson-1.html,https://www.sports-reference.com/cbb/players/jaylen-crocker-johnson-1.html,False
Keshawn Williams,Northern Illinois,2023-24,Mountain West,D1,1,4.0,data/cache/sports_reference_roster_diff_profiles/keshawn-williams-1.html,https://www.sports-reference.com/cbb/players/keshawn-williams-1.html,https://www.sports-reference.com/cbb/players/keshawn-williams-1.html,False
Nikola Djapa,LIU,2023-24,Mountain West,D1,29,1.0,data/cache/sports_reference_roster_diff_profiles/nikola-djapa-1.html,https://www.sports-reference.com/cbb/players/nikola-djapa-1.html,https://www.sports-reference.com/cbb/players/nikola-djapa-1.html,False
Augustinas Kiudulas,VMI,2024-25,Mountain West,D1,31,2.0,data/cache/sports_reference_roster_diff_profiles/augustinas-kiudulas-1.html,https://www.sports-reference.com/cbb/players/augustinas-kiudulas-1.html,https://www.sports-reference.com/cbb/players/augustinas-kiudulas-1.html,False
Brandon Rechsteiner,Virginia Tech,2024-25,Mountain West,D1,32,2.0,data/cache/sports_reference_roster_diff_profiles/brandon-rechsteiner-1.html,https://www.sports-reference.com/cbb/players/brandon-rechsteiner-1.html,https://www.sports-reference.com/cbb/players/brandon-rechsteiner-1.html,False
Carey Booth,Illinois,2024-25,Mountain West,D1,21,2.0,data/cache/sports_reference_roster_diff_profiles/carey-booth-2.html,https://www.sports-reference.com/cbb/players/carey-booth-2.html,https://www.sports-reference.com/cbb/players/carey-booth-2.html,False
Jase Butler,Washington,2024-25,Mountain West,D1,18,1.0,data/cache/sports_reference_roster_diff_profiles/jase-butler-1.html,https://www.sports-reference.com/cbb/players/jase-butler-1.html,https://www.sports-reference.com/cbb/players/jase-butler-1.html,False
Jevin Muniz,Florida Gulf Coast,2024-25,Mountain West,D1,34,3.0,data/cache/sports_reference_roster_diff_profiles/jevin-muniz-1.html,https://www.sports-reference.com/cbb/players/jevin-muniz-1.html,https://www.sports-reference.com/cbb/players/jevin-muniz-1.html,False
Josh Pascarelli,Marist,2024-25,Mountain West,D1,30,2.0,data/cache/sports_reference_roster_diff_profiles/josh-pascarelli-1.html,https://www.sports-reference.com/cbb/players/josh-pascarelli-1.html,https://www.sports-reference.com/cbb/players/josh-pascarelli-1.html,False
Chuks Isitua,IUPUI,2021-22,Mountain West,D1,29,1.0,data/cache/sports_reference_roster_diff_profiles/chuks-isitua-1.html,https://www.sports-reference.com/cbb/players/chuks-isitua-1.html,https://www.sports-reference.com/cbb/players/chuks-isitua-1.html,False
Eduardo Andre,Nebraska,2021-22,Mountain West,D1,30,2.0,data/cache/sports_reference_roster_diff_profiles/eduardo-andre-1.html,https://www.sports-reference.com/cbb/players/eduardo-andre-1.html,https://www.sports-reference.com/cbb/players/eduardo-andre-1.html,False
Isaih Moore,Southern Mississippi,2021-22,Mountain West,D1,27,4.0,data/cache/sports_reference_roster_diff_profiles/isaih-moore-1.html,https://www.sports-reference.com/cbb/players/isaih-moore-1.html,https://www.sports-reference.com/cbb/players/isaih-moore-1.html,False
Enoch Boakye,Arizona State,2022-23,Mountain West,D1,19,2.0,data/cache/sports_reference_roster_diff_profiles/enoch-boakye-1.html,https://www.sports-reference.com/cbb/players/enoch-boakye-1.html,https://www.sports-reference.com/cbb/players/enoch-boakye-1.html,False
