target_conference,player_name,player_slug,source_school,source_school_slug,source_conference,source_level,destination_school,destination_school_slug,first_big_west_season,source_season,source_stat_source,source_url,outcome_url,source_class,source_class_context,seasons_played_before_transfer,class_entering_destination,years_in_college_entering_destination,college_stat_seasons_before_transfer,college_stat_seasons_source,height_in,weight_lbs,source_games,source_mpg,source_minutes_share,source_ppg,source_rpg,source_apg,source_spg,source_bpg,source_topg,source_fg_pct,source_fg3_pct,source_ft_pct,source_efg_pct,source_pts_per_40,source_reb_per_40,source_ast_per_40,source_stl_per_40,source_blk_per_40,source_tov_per_40,source_conf_power,destination_conf_power,conf_power_delta,source_team_power,destination_team_power,team_power_delta,source_low_minutes_flag,source_low_games_flag,position,position_bucket,height_bucket,source_role_bucket,big_west_games,big_west_games_started,big_west_mpg,big_west_minutes,big_west_minutes_share,big_west_ppg,big_west_rpg,big_west_apg,big_west_bpr,big_west_obpr,big_west_dbpr,big_west_bpr_poss,big_west_bpm,big_west_porpag,target_porpag,target_barttorvik_bpm,target_barttorvik_obpm,target_barttorvik_dbpm,production_score,impact_score,outcome_tier,big_west_bpm_percentile,projected_destination_mpg
Big West,Harrison Carrington,harrison-carrington,Colorado,colorado,Big XII,D1,UC Irvine,uc-irvine,2025-26,2024-25,target_conference_common_box,https://www.sports-reference.com/cbb/schools/colorado/men/2025.html,https://www.sports-reference.com/cbb/schools/california-irvine/men/2026.html,SO,cached_sports_reference_school_roster,2.0,JR,3.0,2.0,data/cache/sports_reference_d1_profile_audit/harrison-carrington-1.html,79.0,195.0,30,8.9,0.2225,3.1,1.2,0.2,0.3,0.2,0.7,0.609,0.333,0.769,0.674,13.932584269662922,5.393258426966292,0.898876404494382,1.348314606741573,0.898876404494382,3.1460674157303368,45.35,29.37,-15.98,41.78,35.78,-6.0,1,0,G,guard,forward,bench,35,1,17.0,595.0,0.425,8.5,3.8,0.9,0.59,0.35,0.24,988.0,2.8,1.57427,1.57427,1.5225,0.947847,0.57465,11.93,57.36526946107784,Target-conference rotation,75.89641434262948,17.0
Big West,Osiris Grady,osiris-grady,Utah Valley,utah-valley,WAC,D1,UC Riverside,uc-riverside,2025-26,2024-25,target_conference_common_box,https://www.sports-reference.com/cbb/schools/utah-valley/men/2025.html,https://www.sports-reference.com/cbb/schools/california-riverside/men/2026.html,SO,cached_sports_reference_school_roster,2.0,JR,3.0,2.0,data/cache/sports_reference_d1_profile_audit/osiris-grady-1.html,81.0,215.0,32,18.0,0.45,5.6,2.7,0.8,0.1,0.4,1.0,0.468,0.31,0.585,0.497,12.444444444444445,6.0,1.7777777777777777,0.2222222222222222,0.8888888888888888,2.2222222222222223,30.37,29.37,-1.0,35.05,26.75,-8.299999999999997,0,0,F,forward,forward,rotation,32,24,31.0,992.0,0.775,10.2,5.7,1.7,-2.23,-1.46,-0.77,1666.0,-4.2,0.174956,0.174956,-3.94214,-3.23765,-0.704489,15.179999999999998,57.13572854291417,Target-conference rotation,11.653386454183266,31.0
Big West,Alex Chaikin,alex-chaikin,Lafayette,lafayette,Patriot League,D1,UC San Diego,uc-san-diego,2025-26,2024-25,target_conference_common_box,https://www.sports-reference.com/cbb/schools/lafayette/men/2025.html,https://www.sports-reference.com/cbb/schools/california-san-diego/men/2026.html,FR,cached_sports_reference_school_roster,1.0,SO,2.0,1.0,data/cache/sports_reference_d1_profile_audit/alex-chaikin-1.html,77.0,170.0,32,26.5,0.6625,13.9,2.6,1.1,0.6,0.2,1.3,0.498,0.479,0.84,0.64,20.9811320754717,3.924528301886793,1.660377358490566,0.9056603773584906,0.3018867924528302,1.962264150943396,24.08,29.37,5.290000000000003,23.64,33.94,10.299999999999997,0,0,G,guard,wing_guard,starter,34,17,25.0,850.0,0.625,9.7,2.1,1.2,0.74,1.13,-0.39,1442.0,-0.4,1.01524,1.01524,-0.709118,-0.372741,-0.336377,12.04,56.616766467065865,Target-conference rotation,40.83665338645419,25.0
Big West,Dionte Bostick,dionte-bostick,Murray State,murray-state,Missouri Valley,D1,Cal State Northridge,cal-state-northridge,2022-23,2021-22,target_conference_common_box,https://www.sports-reference.com/cbb/schools/murray-state/men/2022.html,https://www.sports-reference.com/cbb/schools/cal-state-northridge/men/2023.html,SO,cached_sports_reference_school_roster,2.0,JR,3.0,2.0,data/cache/sports_reference_d1_profile_audit/dionte-bostick-1.html,74.0,190.0,16,4.9,0.1225,1.9,0.5,0.6,0.2,0.0,0.3,0.458,0.25,0.6,0.5,15.510204081632653,4.081632653061225,4.897959183673469,1.6326530612244896,0.0,2.4489795918367343,34.14,29.79,-4.350000000000001,39.28,22.72,-16.560000000000002,1,0,G,guard,small_guard,bench,21,21,30.6,642.6,0.765,12.4,3.6,2.7,-2.64,-2.08,-0.56,981.0,-2.9,0.82644,0.82644,-3.94033,-2.3136,-1.62673,16.509999999999998,55.503992015968066,Target-conference rotation,18.426294820717132,30.6
Big West,Mac Riniker,mac-riniker,Colorado Mesa,colorado-mesa,RMAC,D2,Cal Poly,cal-poly,2024-25,2023-24,target_conference_common_box,https://cmumavericks.com/sports/mens-basketball/stats/2023-24,https://www.sports-reference.com/cbb/players/mac-riniker-1.html,SR,source_season_class,4.0,GR,5.0,4.0,data/cache/sports_reference_d2_outcome_audit/mac-riniker-1.html,77.0,210.0,22,25.0,0.625,14.227272727272728,5.181818181818182,2.409090909090909,2.0454545454545454,1.0,2.909090909090909,0.638,0.431,0.702,0.7097701149425287,22.76363636363636,8.29090909090909,3.854545454545455,3.2727272727272725,1.6,4.654545454545455,14.68,30.41,15.73,25.35,27.66,2.3099999999999987,0,0,G,guard,wing_guard,starter,35,35,24.8,868.0,0.62,9.4,4.6,2.5,0.81,-0.82,1.63,1592.0,-1.0,1.06617,1.06617,1.25709,-0.408995,1.66609,14.490000000000002,55.90319361277445,Target-conference rotation,35.1593625498008,24.8
Big West,Onyi Eyisi,onyi-eyisi,Fordham,fordham,Atlantic 10,D1,Cal State Northridge,cal-state-northridge,2021-22,2020-21,target_conference_common_box,https://www.sports-reference.com/cbb/schools/fordham/men/2021.html,https://www.sports-reference.com/cbb/schools/cal-state-northridge/men/2022.html,JR,cached_sports_reference_school_roster,3.0,SR,4.0,3.0,data/cache/sports_reference_d1_profile_audit/onyi-eyisi-1.html,81.0,225.0,14,15.0,0.375,3.2,2.3,0.0,0.3,0.4,0.6,0.486,0.0,0.55,0.486,8.533333333333333,6.133333333333334,0.0,0.8,1.0666666666666669,1.6,33.09,28.77,-4.320000000000004,21.93,21.8,-0.129999999999999,0,0,F,forward,forward,rotation,27,22,21.7,585.9,0.5425,9.5,4.2,0.4,-0.42,-0.5,0.08,920.0,0.1,2.31287,2.31287,-2.45264,-0.479588,-1.97305,13.04,53.81736526946108,Target-conference rotation,48.20717131474104,21.7
Big West,Ronald Jessamy,ronald-jessamy,Tennessee State,tennessee-state,Ohio Valley,D1,Cal State Bakersfield,cal-state-bakersfield,2025-26,2024-25,target_conference_common_box,https://www.sports-reference.com/cbb/schools/tennessee-state/men/2025.html,https://gorunners.com/sports/mens-basketball/stats/2025-26,SO,cached_sports_reference_player_profile,2.0,JR,3.0,2.0,data/cache/sports_reference_roster_diff_profiles/ron-jessamy-1.html,80.0,220.0,26,18.7,0.4674999999999999,8.9,5.8,0.7,0.3,1.3,1.8,0.592,0.0,0.627,0.592,19.037433155080215,12.406417112299463,1.497326203208556,0.6417112299465241,2.7807486631016043,3.8502673796791447,24.35,29.37,5.02,26.17,22.12,-4.050000000000001,0,0,F,forward,forward,rotation,31,23,25.9,802.0,0.6475,13.451612903225806,6.645161290322581,1.1935483870967742,0.24,-0.39,0.63,1410.0,0.0,1.31753,1.31753,-0.179733,-2.10948,1.92974,19.674193548387095,53.8622754491018,Target-conference rotation,46.41434262948207,25.9
Big West,"De'Undrae Perteete, Jr.",deundrae-perteete,Westmont,westmont,PacWest,D2,UC Riverside,uc-riverside,2025-26,2024-25,target_conference_common_box,https://athletics.westmont.edu/sports/mens-basketball/roster/de-undrae-perteete/9474,https://www.sports-reference.com/cbb/schools/california-riverside/men/2026.html,SO,source_season_class,2.0,JR,3.0,1.0,manual_college_stat_seasons_override: https://basketball.realgm.com/player/DeUndrae-Perteete-Jr/Summary/241702 (2024-25 Westmont; no earlier college stat season found; then UC Riverside),77.0,200.0,29,34.758620689655174,0.8689655172413794,10.551724137931034,4.689655172413793,2.0344827586206895,1.0,0.1724137931034483,2.1724137931034484,0.401,0.366,0.783,0.5022522522522522,12.14285714285714,5.396825396825396,2.341269841269841,1.1507936507936507,0.1984126984126984,2.5,12.92,29.37,16.450000000000003,12.68,26.75,14.07,0,0,F,forward,wing_guard,high_usage_role,27,21,27.6,745.2,0.6900000000000001,6.7,3.2,2.4,-0.42,0.37,-0.78,1252.0,-1.2,1.13316,1.13316,0.0798848,0.358647,-0.278762,10.94,54.246506986027946,Target-conference rotation,31.175298804780876,27.6
Big West,Joel Armotrading,joel-armotrading,Cal Poly,cal-poly,Big West,D1,UC Riverside,uc-riverside,2024-25,2023-24,target_conference_common_box,https://www.sports-reference.com/cbb/schools/cal-poly/men/2024.html,https://www.sports-reference.com/cbb/schools/california-riverside/men/2025.html,JR,cached_sports_reference_school_roster,3.0,SR,4.0,4.0,data/cache/sports_reference_d1_profile_audit/joel-armotrading-1.html,82.0,225.0,30,19.4,0.485,5.0,4.8,0.4,0.4,1.3,1.1,0.543,0.0,0.59,0.543,10.309278350515465,9.896907216494846,0.8247422680412372,0.8247422680412372,2.680412371134021,2.2680412371134024,29.59,30.41,0.8200000000000003,21.0,30.48,9.48,0,0,C,center,big_forward,rotation,33,31,21.9,722.6999999999999,0.5475,5.8,6.5,0.5,1.75,-0.08,1.84,1152.0,-0.2,1.41976,1.41976,1.79848,-0.727746,2.52622,11.37,53.113772455089816,Target-conference rotation,43.22709163346614,21.9
Big West,Chance Hunter,chance-hunter,California Baptist,california-baptist,WAC,D1,Cal Poly,cal-poly,2022-23,2021-22,target_conference_common_box,https://www.sports-reference.com/cbb/players/chance-hunter-1.html,https://www.sports-reference.com/cbb/schools/cal-poly/men/2023.html,JR,source_season_class,3.0,SR,4.0,3.0,data/cache/sports_reference_d1_profile_audit/chance-hunter-1.html,78.0,200.0,29,20.8,0.52,7.3,4.0,1.0,0.4,0.3,1.2,0.386,0.315,0.44,0.47,14.038461538461538,7.692307692307692,1.923076923076923,0.7692307692307692,0.5769230769230769,2.3076923076923075,29.25,29.79,0.5399999999999991,28.75,24.09,-4.66,0,0,G,guard,wing_guard,starter,33,23,26.5,874.5,0.6625,8.2,4.3,0.9,-2.13,-2.33,0.2,1383.0,-1.6,0.222096,0.222096,-2.16383,-2.22616,0.0623343,11.72,51.81636726546906,Target-conference rotation,28.18725099601594,26.5
Big West,Jarred Hyder,jarred-hyder,California,california,PAC 12,D1,Cal Poly,cal-poly,2023-24,2021-22,target_conference_common_box,https://www.sports-reference.com/cbb/schools/california/men/2022.html,https://www.sports-reference.com/cbb/schools/cal-poly/men/2024.html,JR,cached_sports_reference_school_roster,3.0,SR,4.0,3.0,data/cache/sports_reference_d1_profile_audit/jarred-hyder-1.html,75.0,185.0,22,8.8,0.22,1.3,0.6,0.8,0.1,0.0,0.4,0.237,0.188,0.727,0.276,5.909090909090908,2.727272727272727,3.636363636363636,0.4545454545454545,0.0,1.818181818181818,40.79,29.59,-11.2,34.65,21.0,-13.649999999999999,1,0,G,guard,wing_guard,bench,25,25,34.0,850.0,0.85,10.3,2.6,2.5,-2.26,-1.27,-0.99,1400.0,-4.5,-0.33161,-0.33161,-4.25912,-2.13122,-2.1279,13.8,51.30738522954091,Target-conference rotation,9.860557768924302,34.0
Big West,Marcus Tsohonis,marcus-tsohonis,VCU,vcu,Atlantic 10,D1,Long Beach State,long-beach-state,2022-23,2021-22,target_conference_common_box,https://www.sports-reference.com/cbb/schools/virginia-commonwealth/men/2022.html,https://www.sports-reference.com/cbb/schools/long-beach-state/men/2023.html,JR,cached_sports_reference_player_profile,3.0,SR,4.0,3.0,data/cache/sports_reference_roster_diff_profiles/marcus-tsohonis-1.html;data/cache/sports_reference_d1_profile_audit/marcus-tsohonis-1.html,75.0,190.0,29,14.4,0.36,5.1,1.7,1.1,0.3,0.0,0.8,0.371,0.368,0.609,0.469,14.166666666666666,4.722222222222222,3.0555555555555554,0.8333333333333333,0.0,2.2222222222222223,35.45,29.79,-5.660000000000004,41.23,30.99,-10.239999999999998,0,0,G,guard,wing_guard,rotation,28,21,26.3,736.4,0.6575,14.1,3.4,2.0,-1.13,-0.39,-0.74,1268.0,-4.0,1.32075,1.32075,-5.19714,-2.23847,-2.95867,17.33,51.78143712574851,Target-conference rotation,12.649402390438247,26.3
Big West,Jordan Brinson,jordan-brinson,Fresno State,fresno-state,Mountain West,D1,Cal State Northridge,cal-state-northridge,2023-24,2022-23,target_conference_common_box,https://www.sports-reference.com/cbb/schools/fresno-state/men/2023.html,https://www.sports-reference.com/cbb/schools/cal-state-northridge/men/2024.html,SR,cached_sports_reference_school_roster,4.0,GR,5.0,4.0,data/cache/sports_reference_d1_profile_audit/jordan-brinson-1.html,75.0,175.0,3,6.0,0.15,0.7,1.0,1.0,0.0,0.0,0.3,0.0,0.0,1.0,0.0,4.666666666666667,6.666666666666667,6.666666666666667,0.0,0.0,2.0,38.01,29.59,-8.419999999999998,35.5,26.23,-9.27,1,1,G,guard,wing_guard,bench,12,8,26.3,315.6,0.6575,8.2,4.8,3.7,0.92,-0.18,1.1,500.0,-1.7,-0.0901539,-0.0901539,-1.22864,-2.21852,0.98988,14.45,51.08283433133732,Target-conference rotation,27.39043824701195,26.3
Big West,Colin Smith,colin-smith,Vanderbilt,vanderbilt,SEC,D1,UC Santa Barbara,uc-santa-barbara,2024-25,2023-24,target_conference_common_box,https://www.sports-reference.com/cbb/schools/vanderbilt/men/2024.html,https://www.sports-reference.com/cbb/schools/california-santa-barbara/men/2025.html,SO,cached_sports_reference_school_roster,2.0,JR,3.0,2.0,data/cache/sports_reference_d1_profile_audit/colin-smith-1.html,80.0,210.0,7,25.4,0.635,7.1,6.6,0.3,1.0,0.3,1.0,0.354,0.273,0.538,0.448,11.181102362204726,10.393700787401576,0.4724409448818898,1.5748031496062993,0.4724409448818898,1.5748031496062993,42.64,30.41,-12.23,35.39,32.33,-3.0600000000000023,0,1,F,forward,forward,starter,20,10,20.3,406.0,0.5075000000000001,8.7,2.8,1.1,0.66,1.8,-1.14,669.0,1.0,1.60146,1.60146,-0.76308,0.80868,-1.57176,11.289999999999996,49.221556886227546,Target-conference rotation,57.27091633466136,20.3
Big West,Isaiah Kerr,isaiah-kerr,Chico State,chico-state,CCAA,D2,Hawaii,hawaii,2025-26,2024-25,target_conference_common_box,https://chicowildcats.com/sports/mens-basketball/stats/2024-25,https://www.sports-reference.com/cbb/players/isaiah-kerr-1.html,JR,source_season_class,3.0,SR,4.0,2.0,"manual_college_stat_seasons_override: https://basketball.realgm.com/player/Isaiah-Kerr/Summary/200087 (2022-23 Montana redshirt excluded; 2023-24 Chico State, 2024-25 Chico State; then Hawaii)",75.0,180.0,29,32.89655172413793,0.8224137931034482,13.20689655172414,4.068965517241379,3.1724137931034484,0.7931034482758621,0.4137931034482758,2.103448275862069,0.461,0.35,0.698,0.53125,16.058700209643607,4.947589098532495,3.8574423480083864,0.9643605870020966,0.5031446540880504,2.557651991614256,13.01,29.37,16.36,18.34,33.4,15.059999999999999,0,0,G,guard,wing_guard,high_usage_role,31,0,20.6,638.6,0.515,6.4,2.4,1.4,0.15,-0.27,0.42,1094.0,0.4,0.550849,0.550849,0.3587,-0.869452,1.22815,9.260000000000002,47.899201596806385,Target-conference rotation,50.896414342629484,20.6
Big West,Jamal Hartwell II,jamal-hartwell-ii,George Mason,george-mason,Atlantic 10,D1,UC Riverside,uc-riverside,2022-23,2021-22,target_conference_common_box,https://www.sports-reference.com/cbb/schools/george-mason/men/2022.html,https://www.sports-reference.com/cbb/schools/california-riverside/men/2023.html,SR,cached_sports_reference_school_roster,4.0,GR,5.0,4.0,data/cache/sports_reference_d1_profile_audit/jamal-hartwell-ii-1.html,70.0,155.0,26,13.1,0.3275,2.9,0.8,1.1,0.2,0.0,0.4,0.26,0.281,0.7,0.354,8.854961832061068,2.4427480916030535,3.3587786259541987,0.6106870229007634,0.0,1.2213740458015268,35.45,29.79,-5.660000000000004,34.97,32.35,-2.6199999999999974,0,0,G,guard,small_guard,rotation,34,8,23.4,795.5999999999999,0.585,8.4,0.9,1.0,-0.42,0.72,-1.13,1326.0,-1.2,1.27375,1.27375,-2.00894,0.139586,-2.14853,9.58,48.34830339321357,Target-conference rotation,31.175298804780876,23.4
Big West,Kyle Evans,kyle-evans,Colorado State,colorado-state,Mountain West,D1,UC Irvine,uc-irvine,2024-25,2023-24,target_conference_common_box,https://www.sports-reference.com/cbb/schools/colorado-state/men/2024.html,https://www.sports-reference.com/cbb/schools/california-irvine/men/2025.html,SO,cached_sports_reference_school_roster,2.0,JR,3.0,2.0,data/cache/sports_reference_d1_profile_audit/kyle-evans-1.html,82.0,200.0,9,5.8,0.145,2.0,1.3,0.4,0.1,0.3,0.7,0.8,0.0,0.667,0.8,13.793103448275865,8.965517241379311,2.7586206896551726,0.6896551724137931,2.068965517241379,4.827586206896552,38.07,30.41,-7.66,41.66,38.7,-2.9599999999999937,1,1,F,forward,big_forward,bench,39,0,12.0,468.0,0.3,4.4,3.4,0.3,1.78,-0.24,2.02,774.0,5.9,1.04961,1.04961,5.66404,-0.985456,6.64949,7.62,49.750499001996005,Target-conference rotation,95.2191235059761,12.0
Big West,Justin Rochelin,justin-rochelin,Oregon State,oregon-state,PAC 12,D1,UC San Diego,uc-san-diego,2024-25,2023-24,target_conference_common_box,https://www.sports-reference.com/cbb/schools/oregon-state/men/2024.html,https://www.sports-reference.com/cbb/schools/california-san-diego/men/2025.html,SO,cached_sports_reference_school_roster,2.0,JR,3.0,2.0,data/cache/sports_reference_roster_diff_profiles/justin-rochelin-2.html;data/cache/sports_reference_d1_profile_audit/justin-rochelin-2.html,77.0,190.0,27,10.9,0.2725,2.1,1.7,0.4,0.6,0.0,0.6,0.3,0.233,0.8,0.383,7.706422018348624,6.238532110091743,1.4678899082568806,2.2018348623853212,0.0,2.2018348623853212,41.26,30.41,-10.849999999999998,34.4,39.68,5.280000000000001,0,0,G,guard,wing_guard,rotation,35,0,19.3,675.5,0.4825,6.6,3.5,0.7,1.92,0.71,1.21,1088.0,-0.5,0.780742,0.780742,0.77586,-1.03356,1.80942,9.84,47.83433133732535,Target-conference rotation,39.9402390438247,19.3
Big West,B.J. Kolly,bj-kolly,Montana State,montana-state,Big Sky,D1,UC Riverside,uc-riverside,2025-26,2024-25,target_conference_common_box,https://www.sports-reference.com/cbb/schools/montana-state/men/2025.html,https://www.sports-reference.com/cbb/schools/california-riverside/men/2026.html,JR,cached_sports_reference_player_profile,3.0,SR,4.0,3.0,data/cache/sports_reference_roster_diff_profiles/bj-kolly-1.html;data/cache/sports_reference_d1_profile_audit/bj-kolly-1.html,80.0,200.0,24,8.6,0.215,2.3,1.5,0.6,0.2,0.5,0.8,0.525,0.0,0.737,0.525,10.697674418604652,6.976744186046512,2.7906976744186047,0.9302325581395348,2.3255813953488373,3.720930232558139,28.35,29.37,1.0199999999999996,30.1,26.75,-3.3500000000000014,1,0,F,forward,forward,bench,30,30,24.4,732.0,0.61,8.7,5.5,1.4,-0.98,-2.19,1.21,1256.0,-2.9,0.643476,0.643476,-0.842916,-2.99004,2.14713,13.68,47.53493013972055,Target-conference rotation,18.426294820717132,24.4
Big West,Pierre Crockrell II,pierre-crockrell-ii,Pacific,pacific,West Coast,D1,UC Irvine,uc-irvine,2022-23,2021-22,target_conference_common_box,https://www.sports-reference.com/cbb/schools/pacific/men/2022.html,https://www.sports-reference.com/cbb/schools/california-irvine/men/2023.html,JR,cached_sports_reference_school_roster,3.0,SR,4.0,3.0,data/cache/sports_reference_d1_profile_audit/pierre-crockrellii-1.html,72.0,175.0,30,29.2,0.73,6.7,2.4,4.3,1.2,0.0,2.1,0.416,0.375,0.5,0.429,9.178082191780822,3.2876712328767126,5.89041095890411,1.6438356164383563,0.0,2.8767123287671232,36.71,29.79,-6.920000000000002,27.6,35.63,8.030000000000001,0,0,G,guard,small_guard,starter,35,33,24.2,847.0,0.605,5.0,2.0,5.1,1.96,0.84,1.12,1428.0,-2.0,0.256959,0.256959,-3.04372,-2.82112,-0.222608,9.619999999999996,45.62375249500998,Target-conference rotation,25.697211155378486,24.2
Big West,Derrick Michael Xzavierro,derrick-michael-xzavierro,GCU,gcu,WAC,D1,Long Beach State,long-beach-state,2024-25,2023-24,target_conference_common_box,https://www.sports-reference.com/cbb/schools/grand-canyon/men/2024.html,https://www.sports-reference.com/cbb/schools/long-beach-state/men/2025.html,SO,cached_sports_reference_player_profile,2.0,JR,3.0,1.0,data/cache/sports_reference_roster_diff_profiles/derrick-michael-xzavierro-1.html;data/cache/sports_reference_d1_profile_audit/derrick-michael-xzavierro-1.html,82.0,220.0,14,3.7,0.0925,1.7,2.0,0.2,0.0,0.1,0.2,0.563,0.333,0.571,0.625,18.37837837837838,21.62162162162162,2.162162162162162,0.0,1.081081081081081,2.162162162162162,31.41,30.41,-1.0,39.9,26.72,-13.18,1,0,F,forward,big_forward,bench,29,21,22.3,646.7,0.5575,5.2,6.8,0.6,-0.41,-1.64,1.23,974.0,-2.0,0.66238,0.66238,-0.140876,-1.52431,1.38343,11.07,44.37125748502994,Limited target-conference role,25.697211155378486,22.3
Big West,Mahmoud Fofana,mahmoud-fofana,Cal State San Bernardino,cal-state-san-bernardino,CCAA,D2,Cal State Northridge,cal-state-northridge,2023-24,2022-23,target_conference_common_box,https://csusbathletics.com/sports/mens-basketball/stats/2022-23,https://www.sports-reference.com/cbb/players/mahmoud-fofana-1.html,JR,source_season_class,3.0,SR,4.0,3.0,data/cache/sports_reference_d2_outcome_audit/mahmoud-fofana-1.html,78.0,185.0,35,23.0,0.575,8.4,6.085714285714285,1.0,0.8,0.9714285714285714,0.9714285714285714,0.652,0.286,0.597,0.6631016042780749,14.608695652173912,10.583850931677018,1.7391304347826086,1.391304347826087,1.6894409937888195,1.6894409937888195,14.06,29.59,15.53,25.72,26.23,0.5100000000000016,0,0,W,unknown,wing_guard,starter,31,12,21.8,675.8000000000001,0.545,5.1,5.6,0.7,-1.47,-1.07,-0.41,1150.0,-1.8,0.241694,0.241694,-0.497157,-1.53875,1.0416,9.9,43.81736526946108,Limited target-conference role,26.79282868525896,21.8
Big West,Jacob Davison,jacob-davison,Eastern Washington,eastern-washington,Big Sky,D1,Cal Poly,cal-poly,2021-22,2020-21,target_conference_common_box,https://www.sports-reference.com/cbb/schools/eastern-washington/men/2021.html,https://www.sports-reference.com/cbb/schools/cal-poly/men/2022.html,SR,cached_sports_reference_school_roster,4.0,GR,5.0,4.0,data/cache/sports_reference_d1_profile_audit/jacob-davison-1.html,76.0,175.0,22,21.0,0.525,9.8,2.6,1.5,0.6,0.4,1.5,0.386,0.356,0.804,0.471,18.666666666666668,4.9523809523809526,2.857142857142857,1.1428571428571428,0.7619047619047619,2.857142857142857,27.53,28.77,1.2399999999999984,35.79,22.5,-13.29,0,0,G,guard,wing_guard,starter,7,5,27.1,189.7,0.6775,11.9,3.6,1.3,,,,,-4.0,0.592103,0.592103,-4.44843,-3.01468,-1.43375,15.090000000000002,44.920159680638726,Limited target-conference role,12.649402390438247,27.1
Big West,Zion Richardson,zion-richardson,Quincy,quincy,GLVC,D2,Cal State Fullerton,cal-state-fullerton,2024-25,2023-24,target_conference_common_box,https://quhawks.com/sports/mens-basketball/stats/2023-24,https://www.sports-reference.com/cbb/players/zion-richardson-1.html,SR,source_season_class,4.0,GR,5.0,4.0,data/cache/sports_reference_d2_outcome_audit/zion-richardson-1.html,76.0,208.0,26,32.19230769230769,0.8048076923076923,17.692307692307693,7.1923076923076925,1.8076923076923077,1.1923076923076923,0.1923076923076923,1.7692307692307692,0.429,0.336,0.844,0.4875346260387811,21.983273596176826,8.936678614097968,2.246117084826762,1.4814814814814814,0.2389486260454002,2.198327359617682,16.5,30.41,13.91,12.28,21.78,9.500000000000002,0,0,G,guard,wing_guard,high_usage_role,21,4,18.1,380.1,0.4525,7.6,3.3,0.9,-0.02,1.3,-1.32,646.0,1.0,1.64499,1.64499,0.246552,1.79854,-1.55199,10.41,43.55289421157685,Limited target-conference role,57.27091633466136,18.1
Big West,Tyler Beard,tyler-beard,Pacific,pacific,West Coast,D1,Cal State Northridge,cal-state-northridge,2024-25,2023-24,target_conference_common_box,https://www.sports-reference.com/cbb/schools/pacific/men/2024.html,https://www.sports-reference.com/cbb/schools/cal-state-northridge/men/2025.html,JR,cached_sports_reference_school_roster,3.0,SR,4.0,3.0,data/cache/sports_reference_roster_diff_profiles/tyler-beard-1.html,74.0,180.0,30,18.4,0.4599999999999999,4.4,2.1,1.7,0.3,0.1,0.7,0.331,0.343,0.6,0.411,9.56521739130435,4.565217391304349,3.695652173913044,0.6521739130434783,0.2173913043478261,1.5217391304347827,34.66,30.41,-4.2499999999999964,20.91,30.82,9.91,0,0,G,guard,small_guard,rotation,33,3,20.7,683.1,0.5175,6.0,2.8,3.3,1.33,1.74,-0.41,1178.0,-1.0,0.378339,0.378339,-2.43797,-1.65694,-0.781027,9.93,43.163672654690615,Limited target-conference role,35.1593625498008,20.7
Big West,Luke Turner,luke-turner,Wofford,wofford,Southern,D1,UC Riverside,uc-riverside,2022-23,2021-22,target_conference_common_box,https://www.sports-reference.com/cbb/schools/wofford/men/2022.html,https://www.sports-reference.com/cbb/schools/california-riverside/men/2023.html,FR,cached_sports_reference_school_roster,1.0,SO,2.0,1.0,data/cache/sports_reference_d1_profile_audit/luke-turner-1.html,79.0,195.0,29,10.9,0.2725,2.9,1.5,0.7,0.3,0.0,0.3,0.4,0.3,0.5,0.494,10.642201834862384,5.504587155963303,2.568807339449541,1.1009174311926606,0.0,1.1009174311926606,31.55,29.79,-1.7600000000000016,34.62,32.35,-2.269999999999996,0,0,F,forward,forward,rotation,34,11,17.8,605.2,0.445,3.9,2.6,0.7,0.81,0.86,-0.06,966.0,1.1,0.86682,0.86682,0.930132,0.847351,0.0827815,6.3100000000000005,40.94311377245509,Limited target-conference role,58.46613545816734,17.8
Big West,Jailen Daniel-Dalton,jailen-daniel-dalton2,San Francisco State,san-francisco-state,CCAA,D2,UC Riverside,uc-riverside,2025-26,2023-24,target_conference_common_box,https://sfstategators.com/sports/mens-basketball/stats/2023-24,https://www.sports-reference.com/cbb/players/jailen-daniel-dalton-1.html,SR,source_season_class,4.0,GR,5.0,3.0,"manual_college_stat_seasons_override: https://basketball.realgm.com/player/Jailen-Daniel-Dalton/Summary/181423 (2020-21 Gavilan, 2021-22 Gavilan, 2022-23 DNP/redshirt excluded, 2023-24 San Francisco State; 2024-25 no stats/injury excluded; then UC Riverside)",78.0,220.0,31,29.032258064516128,0.7258064516129032,11.774193548387096,6.645161290322581,1.6129032258064515,0.935483870967742,0.6129032258064516,2.064516129032258,0.47,0.379,0.713,0.5278745644599303,16.22222222222222,9.155555555555557,2.2222222222222223,1.2888888888888888,0.8444444444444444,2.844444444444445,14.85,29.37,14.52,13.04,26.75,13.71,0,0,W,unknown,wing_guard,starter,26,17,23.2,603.1999999999999,0.58,6.0,4.0,0.9,-1.24,-0.68,-0.57,1002.0,-2.6,0.496223,0.496223,-1.14167,-1.39232,0.250648,9.7,40.78842315369262,Limited target-conference role,21.01593625498008,23.2
