target_conference,player_name,player_slug,source_school,source_school_slug,source_conference,source_level,destination_school,destination_school_slug,first_big_west_season,source_season,source_stat_source,source_url,outcome_url,source_class,source_class_context,seasons_played_before_transfer,class_entering_destination,years_in_college_entering_destination,college_stat_seasons_before_transfer,college_stat_seasons_source,height_in,weight_lbs,source_games,source_mpg,source_minutes_share,source_ppg,source_rpg,source_apg,source_spg,source_bpg,source_topg,source_fg_pct,source_fg3_pct,source_ft_pct,source_efg_pct,source_pts_per_40,source_reb_per_40,source_ast_per_40,source_stl_per_40,source_blk_per_40,source_tov_per_40,source_conf_power,destination_conf_power,conf_power_delta,source_team_power,destination_team_power,team_power_delta,source_low_minutes_flag,source_low_games_flag,position,position_bucket,height_bucket,source_role_bucket,big_west_games,big_west_games_started,big_west_mpg,big_west_minutes,big_west_minutes_share,big_west_ppg,big_west_rpg,big_west_apg,big_west_bpr,big_west_obpr,big_west_dbpr,big_west_bpr_poss,big_west_bpm,big_west_porpag,target_porpag,target_barttorvik_bpm,target_barttorvik_obpm,target_barttorvik_dbpm,production_score,impact_score,outcome_tier,big_west_bpm_percentile,projected_destination_mpg
WCC,Wyatt Lowell,wyatt lowell,Brigham Young,brigham-young,WCC,D1,Portland,portland,2022-23,2020-21,target_conference_common_box,https://www.sports-reference.com/cbb/players/wyatt-lowell-1.html,https://www.sports-reference.com/cbb/players/wyatt-lowell-1.html,SO,source_season_class,2.0,JR,3.0,2.0,data/cache/sports_reference_roster_diff_profiles/wyatt-lowell-1.html,82.0,205.0,7,6.3,0.1575,2.0,1.1,0.1,0.0,0.0,0.1,0.286,0.25,0.75,0.393,12.6984126984127,6.984126984126984,0.6349206349206349,0.0,0.0,0.6349206349206349,35.65,36.74,1.0900000000000034,43.95,30.31,-13.640000000000004,1,1,F,forward,big_forward,bench,13,0,8.2,106.6,0.205,4.2,1.5,0.7,,,,,-3.4,0.00795308,0.00795308,-4.29981,-1.93357,-2.36624,5.99,14.096806387225548,Limited target-conference role,14.840637450199203,8.2
WCC,Alimamy Koroma,alimamy koroma,Cal Poly,cal-poly,Big West,D1,Portland,portland,2023-24,2022-23,target_conference_common_box,https://www.sports-reference.com/cbb/players/alimamy-koroma-1.html,https://www.sports-reference.com/cbb/players/alimamy-koroma-1.html,SR,source_season_class,4.0,GR,5.0,4.0,data/cache/sports_reference_roster_diff_profiles/alimamy-koroma-1.html,80.0,220.0,33,26.0,0.65,10.8,4.3,0.4,0.4,0.9,1.8,0.479,0.306,0.771,0.507,16.615384615384617,6.615384615384615,0.6153846153846154,0.6153846153846154,1.3846153846153846,2.769230769230769,29.79,34.66,4.869999999999997,24.09,25.99,1.8999999999999986,0,0,F,forward,forward,starter,12,5,18.6,223.2,0.465,9.7,4.2,0.7,,,,,-3.2,1.18898,1.18898,-3.62384,-2.40769,-1.21615,13.01,33.39321357285429,Limited target-conference role,16.235059760956176,18.6
WCC,Yuto Yamanouchi,yuto yamanouchi,Lamar,lamar,Southland,D1,Portland,portland,2023-24,2022-23,target_conference_common_box,https://www.sports-reference.com/cbb/players/yuto-yamanouchi-1.html,https://www.sports-reference.com/cbb/players/yuto-yamanouchi-1.html,FR,source_season_class,1.0,SO,2.0,1.0,data/cache/sports_reference_roster_diff_profiles/yuto-yamanouchi-1.html,82.0,225.0,28,21.5,0.5375,6.9,7.1,0.3,0.2,0.8,1.2,0.407,0.167,0.753,0.413,12.83720930232558,13.209302325581396,0.5581395348837209,0.3720930232558139,1.4883720930232558,2.2325581395348837,22.43,34.66,12.229999999999997,19.36,25.99,6.629999999999999,0,0,C,center,big_forward,starter,12,11,20.1,241.2,0.5025000000000001,8.6,5.2,0.6,,,,,-2.1,1.0224,1.0224,-2.54021,-1.36458,-1.17563,12.71,37.0059880239521,Limited target-conference role,24.800796812749006,20.1
WCC,Jermaine Ballisager-Webb,jermaine ballisager webb,American,american,Patriot,D1,Portland,portland,2024-25,2023-24,target_conference_common_box,https://www.sports-reference.com/cbb/players/jermaine-ballisager-webb-1.html,https://www.sports-reference.com/cbb/players/jermaine-ballisager-webb-1.html,SO,source_season_class,2.0,JR,3.0,2.0,data/cache/sports_reference_roster_diff_profiles/jermaine-ballisager-webb-1.html,84.0,240.0,22,13.2,0.3299999999999999,7.4,3.8,0.4,0.1,0.2,1.2,0.581,0.0,0.625,0.581,22.424242424242426,11.515151515151516,1.2121212121212122,0.303030303030303,0.6060606060606061,3.6363636363636367,23.98,36.22,12.239999999999998,24.56,26.25,1.6900000000000013,0,0,C,center,big_forward,rotation,29,8,10.3,298.70000000000005,0.2575,4.3,1.8,0.8,,,,,0.7,1.14565,1.14565,0.423746,2.46915,-2.04541,6.01,29.60079840319361,Limited target-conference role,54.6812749003984,10.3
WCC,Max Mackinnon,max mackinnon,Elon,elon,CAA,D1,Portland,portland,2024-25,2023-24,target_conference_common_box,https://www.sports-reference.com/cbb/players/max-mackinnon-1.html,https://www.sports-reference.com/cbb/players/max-mackinnon-1.html,SO,source_season_class,2.0,JR,3.0,2.0,data/cache/sports_reference_roster_diff_profiles/max-mackinnon-1.html,77.0,205.0,32,27.1,0.6775,12.1,4.8,2.6,0.8,0.2,2.1,0.45,0.364,0.702,0.527,17.859778597785976,7.084870848708487,3.837638376383764,1.1808118081180812,0.2952029520295203,3.099630996309963,29.14,36.22,7.079999999999998,24.12,26.25,2.129999999999999,0,0,G,guard,wing_guard,starter,32,30,28.1,899.2,0.7025,14.5,4.8,3.2,1.88,2.25,-0.37,1478.0,1.1,2.76089,2.76089,0.25593,2.07097,-1.81504,19.65,71.95109780439121,Target-conference starter/plus rotation,58.46613545816734,28.1
WCC,Mezziah Oakman,mezziah oakman,UC Santa Barbara,uc-santa-barbara,Big West,D1,Portland,portland,2024-25,2023-24,target_conference_common_box,https://www.sports-reference.com/cbb/players/mezziah-oakman-1.html,https://www.sports-reference.com/cbb/players/mezziah-oakman-1.html,JR,source_season_class,3.0,SR,4.0,3.0,data/cache/sports_reference_roster_diff_profiles/mezziah-oakman-1.html,84.0,230.0,1,5.0,0.125,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,29.59,36.22,6.629999999999999,30.93,26.25,-4.68,1,1,C,center,big_forward,bench,13,2,9.5,123.5,0.2375,4.4,1.5,0.5,,,,,-6.5,-0.000628589,-0.000628589,-4.92621,-4.69055,-0.235664,6.11,13.502994011976048,Limited target-conference role,5.079681274900398,9.5
WCC,James O'Donnell,james o donnell,San Francisco,san-francisco,WCC,D1,Portland,portland,2025-26,2024-25,target_conference_common_box,https://www.sports-reference.com/cbb/players/james-odonnell-2.html,https://www.sports-reference.com/cbb/players/james-odonnell-2.html,FR,source_season_class,1.0,SO,2.0,1.0,data/cache/sports_reference_roster_diff_profiles/james-odonnell-2.html,81.0,230.0,35,12.6,0.315,2.1,2.6,0.5,0.3,0.4,0.8,0.574,0.0,0.406,0.574,6.666666666666667,8.253968253968255,1.5873015873015874,0.9523809523809524,1.2698412698412698,2.5396825396825395,36.22,35.95,-0.269999999999996,40.82,27.67,-13.149999999999999,0,0,F,forward,forward,rotation,34,23,22.4,761.5999999999999,0.5599999999999999,10.0,4.4,1.1,-0.34,-0.71,0.37,1233.0,-1.1,1.23038,1.23038,-1.06596,-1.68274,0.61678,13.6,50.76347305389221,Target-conference rotation,32.86852589641434,22.4
WCC,Matus Hronsky,matus hronsky,Duquesne,duquesne,A-10,D1,Portland,portland,2025-26,2024-25,target_conference_common_box,https://www.sports-reference.com/cbb/players/matus-hronsky-1.html,https://www.sports-reference.com/cbb/players/matus-hronsky-1.html,JR,source_season_class,3.0,SR,4.0,3.0,data/cache/sports_reference_roster_diff_profiles/matus-hronsky-1.html,80.0,205.0,32,17.0,0.425,5.2,1.9,0.9,0.6,0.1,0.8,0.369,0.353,0.75,0.484,12.235294117647058,4.470588235294118,2.1176470588235294,1.411764705882353,0.2352941176470588,1.8823529411764703,34.66,35.95,1.2900000000000065,34.46,27.67,-6.789999999999999,0,0,F,forward,forward,rotation,31,21,18.3,567.3000000000001,0.4575,5.6,2.0,0.9,-1.18,-0.76,-0.43,940.0,-1.5,0.0224037,0.0224037,-2.68371,-2.14524,-0.538465,7.619999999999999,30.23453093812375,Limited target-conference role,28.984063745019924,18.3
WCC,Riley Parker,riley parker,Saint Francis (PA),saint-francis-pa,NEC,D1,Portland,portland,2025-26,2024-25,target_conference_common_box,https://www.sports-reference.com/cbb/players/riley-parker-1.html,https://www.sports-reference.com/cbb/players/riley-parker-1.html,JR,source_season_class,3.0,SR,4.0,3.0,data/cache/sports_reference_roster_diff_profiles/riley-parker-1.html,74.0,195.0,34,31.7,0.7925,13.4,3.5,3.3,0.9,0.1,2.5,0.481,0.396,0.851,0.575,16.90851735015773,4.416403785488959,4.16403785488959,1.135646687697161,0.1261829652996845,3.1545741324921135,21.05,35.95,14.900000000000002,22.18,27.67,5.490000000000002,0,0,G,guard,small_guard,high_usage_role,1,0,19.0,19.0,0.475,4.0,1.0,2.0,,,,,-1.5,0.526016,0.526016,-2.29737,-0.787946,-1.50943,6.3,26.277445109780437,Limited target-conference role,28.984063745019924,19.0
WCC,Ashton Hardaway,ashton hardaway,Memphis,memphis,AAC,D1,Saint Mary's,saint-mary-s,2024-25,2023-24,target_conference_common_box,https://www.sports-reference.com/cbb/players/ashton-hardaway-1.html,https://www.sports-reference.com/cbb/players/ashton-hardaway-1.html,FR,source_season_class,1.0,SO,2.0,1.0,data/cache/sports_reference_roster_diff_profiles/ashton-hardaway-1.html,80.0,210.0,30,8.2,0.205,2.3,0.8,0.4,0.2,0.2,0.4,0.343,0.333,0.6,0.464,11.219512195121952,3.902439024390244,1.951219512195122,0.9756097560975612,0.9756097560975612,1.951219512195122,35.59,36.22,0.6299999999999955,42.51,46.83,4.32,1,0,F,forward,forward,bench,33,0,9.5,313.5,0.2375,2.1,1.2,0.4,,,,,2.9,0.370615,0.370615,3.32439,-0.206666,3.53105,3.42,32.43013972055888,Limited target-conference role,76.89243027888446,9.5
WCC,Paulius Murauskas,paulius murauskas,Arizona,arizona,Pac-12,D1,Saint Mary's,saint-mary-s,2024-25,2023-24,target_conference_common_box,https://www.sports-reference.com/cbb/players/paulius-murauskas-1.html,https://www.sports-reference.com/cbb/players/paulius-murauskas-1.html,FR,source_season_class,1.0,SO,2.0,1.0,data/cache/sports_reference_roster_diff_profiles/paulius-murauskas-1.html,80.0,225.0,23,5.0,0.125,2.7,1.2,0.1,0.1,0.0,0.3,0.438,0.519,0.7,0.583,21.6,9.6,0.8,0.8,0.0,2.4,41.26,36.22,-5.039999999999999,51.09,46.83,-4.260000000000005,1,0,F,forward,forward,bench,35,35,26.9,941.5,0.6725,12.1,7.7,1.3,4.58,2.46,2.12,1478.0,5.7,2.99984,2.99984,4.72,2.08586,2.63413,18.5,84.93512974051896,Target-conference impact starter,94.22310756972112,26.9
WCC,Tony Duckett,tony duckett,San Diego,san-diego,WCC,D1,Saint Mary's,saint-mary-s,2025-26,2024-25,target_conference_common_box,https://www.sports-reference.com/cbb/players/tony-duckett-2.html,https://www.sports-reference.com/cbb/players/tony-duckett-2.html,FR,source_season_class,1.0,SO,2.0,1.0,data/cache/sports_reference_roster_diff_profiles/tony-duckett-2.html,77.0,185.0,29,25.7,0.6425,10.4,2.0,1.9,0.7,0.3,1.2,0.386,0.338,0.873,0.428,16.186770428015564,3.11284046692607,2.9571984435797667,1.0894941634241246,0.4669260700389105,1.867704280155642,36.22,35.95,-0.269999999999996,25.53,46.47,20.939999999999998,0,0,G,guard,wing_guard,starter,22,0,6.7,147.4,0.1675,3.1,0.5,0.4,,,,,2.6,0.511756,0.511756,0.658863,-1.80105,2.45991,3.95,27.719560878243513,Limited target-conference role,74.10358565737052,6.7
WCC,Deven Dahlke,deven dahlke,Drake,drake,MVC,D1,San Diego,san-diego,2022-23,2021-22,target_conference_common_box,https://www.sports-reference.com/cbb/players/deven-dahlke-1.html,https://www.sports-reference.com/cbb/players/deven-dahlke-1.html,SO,source_season_class,2.0,JR,3.0,2.0,data/cache/sports_reference_roster_diff_profiles/deven-dahlke-1.html,74.0,185.0,8,4.9,0.1225,1.3,0.5,0.1,0.3,0.0,0.1,0.4,0.25,0.5,0.45,10.612244897959185,4.081632653061225,0.8163265306122448,2.4489795918367343,0.0,0.8163265306122448,34.14,36.74,2.6000000000000014,37.44,29.51,-7.929999999999996,1,1,G,guard,small_guard,bench,21,5,11.2,235.2,0.2799999999999999,2.1,1.1,0.6,,,,,-0.7,0.770782,0.770782,-0.566703,1.65277,-2.21948,3.52,20.109780439121757,Limited target-conference role,37.84860557768924,11.2
WCC,Eric Williams,eric williams,Oregon,oregon,Pac-12,D1,San Diego,san-diego,2022-23,2021-22,target_conference_common_box,https://www.sports-reference.com/cbb/players/eric-williamsjr-1.html,https://www.sports-reference.com/cbb/players/eric-williamsjr-1.html,SR,source_season_class,4.0,GR,5.0,4.0,data/cache/sports_reference_roster_diff_profiles/eric-williamsjr-1.html,78.0,200.0,33,26.8,0.67,8.4,4.6,1.2,1.1,0.1,1.2,0.376,0.351,0.679,0.451,12.53731343283582,6.865671641791044,1.791044776119403,1.6417910447761193,0.1492537313432835,1.791044776119403,40.79,36.74,-4.049999999999997,43.05,29.51,-13.539999999999996,0,0,G,guard,wing_guard,starter,23,22,32.5,747.5,0.8125,14.6,9.3,2.3,1.05,1.52,-0.47,1286.0,1.2,3.08881,3.08881,1.58978,2.60367,-1.01389,22.69,79.01197604790418,Target-conference starter/plus rotation,59.561752988047814,32.5
WCC,Jaiden Delaire,jaiden delaire,Stanford,stanford,Pac-12,D1,San Diego,san-diego,2022-23,2021-22,target_conference_common_box,https://www.sports-reference.com/cbb/players/jaiden-delaire-1.html,https://www.sports-reference.com/cbb/players/jaiden-delaire-1.html,SR,source_season_class,4.0,GR,5.0,4.0,data/cache/sports_reference_roster_diff_profiles/jaiden-delaire-1.html,81.0,210.0,32,23.6,0.5900000000000001,10.1,4.0,1.1,0.6,0.4,2.2,0.425,0.323,0.662,0.467,17.11864406779661,6.779661016949152,1.8644067796610169,1.0169491525423728,0.6779661016949152,3.7288135593220337,40.79,36.74,-4.049999999999997,38.52,29.51,-9.010000000000002,0,0,F,forward,forward,starter,12,10,27.1,325.20000000000005,0.6775,9.2,5.3,1.2,,,,,-1.5,1.20787,1.20787,-1.63431,-1.10896,-0.525355,14.3,49.35129740518962,Target-conference rotation,28.984063745019924,27.1
WCC,Nic Lynch,nic lynch,Lehigh,lehigh,Patriot,D1,San Diego,san-diego,2022-23,2021-22,target_conference_common_box,https://www.sports-reference.com/cbb/players/nic-lynch-1.html,https://www.sports-reference.com/cbb/players/nic-lynch-1.html,SR,source_season_class,4.0,GR,5.0,4.0,data/cache/sports_reference_roster_diff_profiles/nic-lynch-1.html,83.0,250.0,32,21.0,0.525,9.7,4.4,0.6,0.1,0.4,1.1,0.519,0.459,0.87,0.584,18.47619047619047,8.380952380952381,1.1428571428571428,0.1904761904761904,0.7619047619047619,2.0952380952380953,25.2,36.74,11.540000000000004,23.53,29.51,5.98,0,0,C,center,big_forward,starter,31,6,10.5,325.5,0.2625,3.5,1.6,0.3,-1.34,0.24,-1.59,516.0,-1.0,0.848805,0.848805,-2.45419,0.963887,-3.41807,4.819999999999999,22.280439121756487,Limited target-conference role,35.1593625498008,10.5
WCC,Seikou Sisoho Jawara,seikou sisoho jawara,Weber State,weber-state,Big Sky,D1,San Diego,san-diego,2022-23,2021-22,target_conference_common_box,https://www.sports-reference.com/cbb/players/seikou-sisohojawara-1.html,https://www.sports-reference.com/cbb/players/seikou-sisohojawara-1.html,JR,source_season_class,3.0,SR,4.0,3.0,data/cache/sports_reference_roster_diff_profiles/seikou-sisohojawara-1.html,75.0,195.0,33,34.2,0.8550000000000001,12.2,2.4,3.0,1.2,0.1,2.4,0.47,0.426,0.795,0.573,14.269005847953215,2.807017543859649,3.508771929824561,1.4035087719298245,0.1169590643274853,2.807017543859649,27.4,36.74,9.340000000000003,31.96,29.51,-2.4499999999999993,0,0,G,guard,wing_guard,high_usage_role,27,23,29.4,793.8,0.735,10.6,2.6,2.8,,,,,-1.3,1.59919,1.59919,-1.65933,0.673013,-2.33235,13.98,56.30738522954091,Target-conference rotation,30.1792828685259,29.4
WCC,Colby Brooks,colby brooks,Gonzaga,gonzaga,WCC,D1,San Diego,san-diego,2024-25,2023-24,target_conference_common_box,https://www.sports-reference.com/cbb/players/colby-brooks-1.html,https://www.sports-reference.com/cbb/players/colby-brooks-1.html,JR,source_season_class,3.0,SR,4.0,2.0,data/cache/sports_reference_roster_diff_profiles/colby-brooks-1.html,79.0,210.0,14,3.0,0.075,1.0,1.2,0.1,0.0,0.0,0.1,0.333,0.0,0.444,0.333,13.333333333333334,16.0,1.3333333333333333,0.0,0.0,1.3333333333333333,34.66,36.22,1.5600000000000025,50.21,25.53,-24.68,1,0,F,forward,forward,bench,23,2,6.7,154.1,0.1675,2.7,2.0,0.2,,,,,-2.4,0.369694,0.369694,-5.81672,-2.60357,-3.21315,4.18,13.168662674650696,Limited target-conference role,22.31075697211155,6.7
WCC,Assane Diop,assane diop,Colorado,colorado,Big 12,D1,San Diego,san-diego,2025-26,2024-25,target_conference_common_box,https://www.sports-reference.com/cbb/players/assane-diop-2.html,https://www.sports-reference.com/cbb/players/assane-diop-2.html,SO,source_season_class,2.0,JR,3.0,2.0,data/cache/sports_reference_roster_diff_profiles/assane-diop-2.html,82.0,210.0,35,15.1,0.3775,3.8,3.7,0.8,0.3,0.1,1.1,0.389,0.2,0.791,0.416,10.066225165562914,9.80132450331126,2.119205298013245,0.794701986754967,0.2649006622516556,2.913907284768212,45.35,35.95,-9.4,41.78,27.38,-14.400000000000002,0,0,F,forward,big_forward,rotation,29,19,18.7,542.3,0.4674999999999999,5.7,5.2,1.3,-0.93,-0.75,-0.18,828.0,-3.5,0.72692,0.72692,-1.39348,-1.02556,-0.367924,10.09,34.19161676646707,Limited target-conference role,14.243027888446216,18.7
WCC,Dominique Ford,dominique ford,Southern Utah,southern-utah,WAC,D1,San Diego,san-diego,2025-26,2024-25,target_conference_common_box,https://www.sports-reference.com/cbb/players/dominique-ford-1.html,https://www.sports-reference.com/cbb/players/dominique-ford-1.html,SR,source_season_class,4.0,GR,5.0,4.0,data/cache/sports_reference_roster_diff_profiles/dominique-ford-1.html,76.0,196.0,25,26.9,0.6725,14.5,2.8,1.4,1.0,0.1,1.5,0.419,0.32,0.896,0.503,21.561338289962823,4.163568773234201,2.0817843866171004,1.4869888475836432,0.1486988847583643,2.2304832713754648,30.37,35.95,5.580000000000002,26.34,27.38,1.0399999999999991,0,0,G,guard,wing_guard,starter,31,17,17.3,536.3000000000001,0.4325,5.6,2.2,0.8,-1.24,-0.16,-1.08,860.0,-2.8,0.42568,0.42568,-3.10782,-1.70543,-1.4024,8.049999999999999,28.67265469061876,Limited target-conference role,19.12350597609562,17.3
WCC,Juan Sebastian Gorosito,juan sebastian gorosito,Ball State,ball-state,MAC,D1,San Diego,san-diego,2025-26,2024-25,target_conference_common_box,https://www.sports-reference.com/cbb/players/juan-sebastian-gorosito-1.html,https://www.sports-reference.com/cbb/players/juan-sebastian-gorosito-1.html,JR,source_season_class,3.0,SR,4.0,3.0,data/cache/sports_reference_roster_diff_profiles/juan-sebastian-gorosito-1.html,73.0,150.0,31,26.2,0.655,8.9,2.3,1.7,0.9,0.1,1.2,0.414,0.409,0.741,0.577,13.587786259541986,3.5114503816793894,2.595419847328244,1.3740458015267176,0.1526717557251908,1.83206106870229,28.35,35.95,7.600000000000001,27.3,27.38,0.0799999999999983,0,0,G,guard,small_guard,starter,32,17,24.3,777.6,0.6075,10.5,2.7,2.2,,,,,1.2,1.68914,1.68914,-0.0917191,1.63311,-1.72483,14.12,59.875249500998,Target-conference rotation,59.561752988047814,24.3
WCC,Tim Moore,tim moore,NJIT,njit,AmEast,D1,San Diego,san-diego,2025-26,2024-25,target_conference_common_box,https://www.sports-reference.com/cbb/players/tim-moore-3.html,https://www.sports-reference.com/cbb/players/tim-moore-3.html,SR,source_season_class,4.0,GR,5.0,5.0,data/cache/sports_reference_roster_diff_profiles/tim-moore-3.html,78.0,215.0,30,26.7,0.6675,12.9,6.7,0.2,0.7,1.4,1.2,0.513,0.365,0.783,0.563,19.325842696629213,10.0374531835206,0.299625468164794,1.0486891385767791,2.0973782771535583,1.797752808988764,25.0,35.95,10.950000000000005,18.75,27.38,8.629999999999999,0,0,F,forward,wing_guard,starter,31,10,14.9,461.9,0.3725,6.6,2.4,0.3,-0.97,-0.42,-0.55,735.0,-2.8,0.579865,0.579865,-2.69496,-2.18249,-0.512469,9.01,29.256487025948104,Limited target-conference role,19.12350597609562,14.9
WCC,Toneari Lane,toneari lane,Georgia State,georgia-state,Sun Belt,D1,San Diego,san-diego,2025-26,2024-25,target_conference_common_box,https://www.sports-reference.com/cbb/players/toneari-lane-1.html,https://www.sports-reference.com/cbb/players/toneari-lane-1.html,SR,source_season_class,4.0,GR,5.0,4.0,data/cache/sports_reference_roster_diff_profiles/toneari-lane-1.html,77.0,210.0,33,35.1,0.8775000000000001,13.8,2.9,1.6,0.6,0.1,0.9,0.379,0.353,0.87,0.491,15.726495726495726,3.304843304843305,1.8233618233618232,0.6837606837606838,0.1139601139601139,1.0256410256410255,29.29,35.95,6.660000000000004,27.58,27.38,-0.1999999999999993,0,0,G,guard,wing_guard,high_usage_role,33,17,26.8,884.4,0.67,11.3,2.0,0.7,-0.47,2.23,-2.7,1441.0,0.6,2.04793,2.04793,-1.11228,1.6884,-2.80067,13.330000000000002,62.50998003992015,Target-conference rotation,53.286852589641434,26.8
WCC,Ty-Laur Johnson,ty laur johnson,Wake Forest,wake-forest,ACC,D1,San Diego,san-diego,2025-26,2024-25,target_conference_common_box,https://www.sports-reference.com/cbb/players/ty-laur-johnson-2.html,https://www.sports-reference.com/cbb/players/ty-laur-johnson-2.html,SO,source_season_class,2.0,JR,3.0,2.0,data/cache/sports_reference_roster_diff_profiles/ty-laur-johnson-2.html,72.0,160.0,29,23.5,0.5875,6.1,1.9,2.7,1.5,0.3,2.3,0.35,0.241,0.831,0.393,10.382978723404255,3.234042553191489,4.595744680851064,2.5531914893617023,0.5106382978723404,3.914893617021277,40.65,35.95,-4.699999999999996,41.51,27.38,-14.129999999999999,0,0,G,guard,small_guard,starter,23,21,28.0,644.0,0.7,14.6,2.7,4.3,1.49,0.52,0.97,1130.0,1.3,2.26158,2.26158,1.06091,1.06075,0.000161389,19.87,68.81237524950099,Target-conference starter/plus rotation,60.85657370517929,28.0
WCC,Marcus Williams,marcus williams,Texas A&M,texas-a-m,SEC,D1,San Francisco,san-francisco,2022-23,2021-22,target_conference_common_box,https://www.sports-reference.com/cbb/players/marcus-williams-24.html,https://www.sports-reference.com/cbb/players/marcus-williams-24.html,SO,source_season_class,2.0,JR,3.0,2.0,data/cache/sports_reference_roster_diff_profiles/marcus-williams-24.html,74.0,180.0,27,24.5,0.6125,7.9,2.2,3.4,1.3,0.1,2.7,0.362,0.283,0.61,0.425,12.89795918367347,3.5918367346938775,5.551020408163265,2.122448979591837,0.1632653061224489,4.408163265306122,43.14,36.74,-6.399999999999999,42.72,38.64,-4.079999999999998,0,0,G,guard,small_guard,starter,34,2,25.5,867.0,0.6375,7.8,3.2,2.8,2.3,1.83,0.47,1498.0,0.4,1.3318,1.3318,0.34788,0.221876,0.126003,11.85,58.18363273453094,Target-conference rotation,50.896414342629484,25.5
WCC,Saba Gigiberia,saba gigiberia,Georgia Tech,georgia-tech,ACC,D1,San Francisco,san-francisco,2022-23,2021-22,target_conference_common_box,https://www.sports-reference.com/cbb/players/saba-gigiberia-1.html,https://www.sports-reference.com/cbb/players/saba-gigiberia-1.html,SO,source_season_class,2.0,JR,3.0,2.0,data/cache/sports_reference_roster_diff_profiles/saba-gigiberia-1.html,85.0,250.0,15,7.9,0.1975,2.5,2.3,0.7,0.3,0.4,0.7,0.485,0.0,0.6,0.485,12.658227848101266,11.645569620253164,3.5443037974683542,1.5189873417721518,2.0253164556962022,3.5443037974683542,41.67,36.74,-4.93,37.45,38.64,1.1899999999999977,1,0,F,forward,center,bench,31,12,9.9,306.90000000000003,0.2475,4.3,3.3,0.6,1.41,-1.25,2.65,530.0,-0.2,0.534741,0.534741,0.926317,-3.38912,4.31543,7.099999999999999,26.93612774451098,Limited target-conference role,43.22709163346614,9.9
WCC,Toni Rocak,toni rocak,UC San Diego,uc-san-diego,Big West,D1,San Francisco,san-francisco,2022-23,2021-22,target_conference_common_box,https://www.sports-reference.com/cbb/players/toni-rocak-1.html,https://www.sports-reference.com/cbb/players/toni-rocak-1.html,SR,source_season_class,4.0,GR,5.0,4.0,data/cache/sports_reference_roster_diff_profiles/toni-rocak-1.html,80.0,220.0,27,26.9,0.6725,15.2,6.5,2.0,1.1,0.6,3.8,0.465,0.25,0.671,0.48,22.602230483271377,9.66542750929368,2.9739776951672865,1.6356877323420076,0.892193308550186,5.650557620817844,28.77,36.74,7.970000000000002,25.82,38.64,12.82,0,0,F,forward,forward,starter,18,1,8.5,153.0,0.2125,2.3,1.6,0.6,,,,,-4.4,-0.222825,-0.222825,-4.80891,-6.22936,1.42045,3.66,7.699600798403194,Limited target-conference role,10.258964143426295,8.5
WCC,Tyrell Roberts,tyrell roberts,Washington State,washington-state,Pac-12,D1,San Francisco,san-francisco,2022-23,2021-22,target_conference_common_box,https://www.sports-reference.com/cbb/players/tyrell-roberts-1.html,https://www.sports-reference.com/cbb/players/tyrell-roberts-1.html,JR,source_season_class,3.0,SR,4.0,1.0,data/cache/sports_reference_roster_diff_profiles/tyrell-roberts-1.html,71.0,170.0,36,29.3,0.7325,11.4,2.6,2.0,0.7,0.0,1.5,0.355,0.344,0.925,0.46,15.563139931740611,3.5494880546075085,2.73037542662116,0.955631399317406,0.0,2.04778156996587,40.79,36.74,-4.049999999999997,40.54,38.64,-1.8999999999999986,0,0,G,guard,small_guard,starter,34,34,35.5,1207.0,0.8875,16.2,3.3,2.3,3.78,3.57,0.21,2062.0,4.4,4.12211,4.12211,3.27129,3.80854,-0.537249,20.28,94.2614770459082,Target-conference impact starter,88.04780876494024,35.5
WCC,Jonathan Mogbo,jonathan mogbo,Missouri State,missouri-state,MVC,D1,San Francisco,san-francisco,2023-24,2022-23,target_conference_common_box,https://www.sports-reference.com/cbb/players/jonathan-mogbo-1.html,https://www.sports-reference.com/cbb/players/jonathan-mogbo-1.html,JR,source_season_class,3.0,SR,4.0,3.0,data/cache/sports_reference_roster_diff_profiles/jonathan-mogbo-1.html,80.0,225.0,30,24.4,0.61,8.0,7.0,1.4,1.3,1.1,1.7,0.589,0.0,0.432,0.589,13.114754098360656,11.475409836065577,2.295081967213115,2.1311475409836067,1.8032786885245904,2.7868852459016393,31.81,34.66,2.849999999999998,34.81,40.66,5.849999999999994,0,0,F,forward,forward,starter,34,34,28.9,982.6,0.7224999999999999,14.2,10.1,3.6,8.46,5.23,3.23,1650.0,11.1,4.64255,4.64255,11.774,5.6728,6.10117,24.57,92.00598802395209,Target-conference impact starter,99.60159362549801,28.9
