player_name,target_conference,source_school,source_conference,source_level,destination_school,first_big_west_season,actual,cv_prediction,cv_error,abs_error,source_games,source_mpg,source_ppg,source_rpg,source_apg,source_pts_per_40,source_reb_per_40,source_ast_per_40,source_conf_power,destination_conf_power,conf_power_delta,position,height_in,weight_lbs,outcome_tier,initial_tags,suggested_review_reason,source_url,outcome_url
Chris Howell,Big West,Saint Mary's,West Coast,D1,UC San Diego,2024-25,3.49,0.8182743449781188,-2.6717256550218815,2.6717256550218815,31,10.5,1.5,1.4,0.7,5.714285714285714,5.333333333333333,2.6666666666666665,34.66,30.41,-4.2499999999999964,G,78.0,195.0,Target-conference starter/plus rotation,under_predicted_breakout,under_predicted_breakout,https://www.sports-reference.com/cbb/schools/saint-marys-ca/men/2024.html,https://www.sports-reference.com/cbb/schools/california-san-diego/men/2025.html
Jazz Gardner,WCC,Nevada,MWC,D1,Pacific,2024-25,-2.37,0.2970765799396263,2.6670765799396263,2.6670765799396263,20,6.5,2.5,2.0,0.2,15.384615384615383,12.307692307692308,1.2307692307692308,38.07,36.22,-1.8500000000000016,C,7-0,225.0,Limited target-conference role,over_predicted_translation;low_source_minutes;negative_outcome_overpredicted,"Model projected a playable outcome, but target-conference performance was negative.",https://www.sports-reference.com/cbb/players/jazz-gardner-1.html,https://www.sports-reference.com/cbb/players/jazz-gardner-1.html
Cole Farrell,Big West,Portland State,Big Sky,D1,Long Beach State,2025-26,-3.38,-0.7178225892963153,2.6621774107036846,2.6621774107036846,31,18.6,6.5,2.0,0.9,13.978494623655912,4.301075268817204,1.9354838709677415,28.35,29.37,1.0199999999999996,G,77.0,205.0,Limited target-conference role,over_predicted_translation,over_predicted_translation,https://www.sports-reference.com/cbb/schools/portland-state/men/2025.html,https://www.sports-reference.com/cbb/schools/long-beach-state/men/2026.html
Dominique Ford,WCC,Southern Utah,WAC,D1,San Diego,2025-26,-1.24,1.4046010887607638,2.644601088760764,2.644601088760764,25,26.9,14.5,2.8,1.4,21.561338289962823,4.163568773234201,2.0817843866171004,30.37,35.95,5.580000000000002,G,6-4,196.0,Limited target-conference role,over_predicted_translation,over_predicted_translation,https://www.sports-reference.com/cbb/players/dominique-ford-1.html,https://www.sports-reference.com/cbb/players/dominique-ford-1.html
Tim Moore,WCC,NJIT,AmEast,D1,San Diego,2025-26,-0.97,1.6683188511092857,2.638318851109285,2.638318851109285,30,26.7,12.9,6.7,0.2,19.325842696629213,10.0374531835206,0.299625468164794,25.0,35.95,10.950000000000005,F,6-6,215.0,Limited target-conference role,over_predicted_translation;large_jump_up_overvalued,"over_predicted_translation, large_jump_up_overvalued",https://www.sports-reference.com/cbb/players/tim-moore-3.html,https://www.sports-reference.com/cbb/players/tim-moore-3.html
Isaiah Pope,Mountain West,Utah Tech,WAC,D1,Fresno State,2023-24,-0.61,2.015405830959135,2.625405830959135,2.625405830959135,33,28.3,13.1,4.0,2.6,18.51590106007067,5.6537102473498235,3.674911660777385,33.13,38.07,4.939999999999998,G,6-5,200.0,Target-conference rotation,over_predicted_translation,over_predicted_translation,https://www.sports-reference.com/cbb/players/isaiah-pope-1.html,https://www.sports-reference.com/cbb/players/isaiah-pope-1.html
Keylan Boone,Mountain West,Pacific,WCC,D1,UNLV,2023-24,4.76,2.159900785188842,-2.600099214811158,2.600099214811158,27,23.1,13.9,4.2,0.8,24.06926406926407,7.272727272727272,1.3852813852813852,36.74,38.07,1.3299999999999983,G,6-8,200.0,Target-conference impact starter,under_predicted_breakout;real_prior_role_underweighted,"Player already had real minutes, but model still missed the breakout.",https://www.sports-reference.com/cbb/players/keylan-boone-1.html,https://www.sports-reference.com/cbb/players/keylan-boone-1.html
Malachi Smith,WCC,Chattanooga,Southern,D1,Gonzaga,2022-23,6.16,3.561128579814703,-2.598871420185297,2.598871420185297,35,35.4,19.9,6.7,3.0,22.48587570621469,7.570621468926554,3.389830508474577,31.55,36.74,5.190000000000001,G,6-4,205.0,Target-conference starter/plus rotation,under_predicted_breakout;real_prior_role_underweighted,"Player already had real minutes, but model still missed the breakout.",https://www.sports-reference.com/cbb/players/malachi-smith-1.html,https://www.sports-reference.com/cbb/players/malachi-smith-1.html
Khalif Battle,WCC,Arkansas,SEC,D1,Gonzaga,2024-25,4.64,2.053863749918684,-2.586136250081316,2.586136250081316,32,24.8,14.8,3.3,1.3,23.870967741935484,5.32258064516129,2.096774193548387,42.64,36.22,-6.420000000000002,G,6-5,175.0,Target-conference impact starter,under_predicted_breakout;real_prior_role_underweighted,"Player already had real minutes, but model still missed the breakout.",https://www.sports-reference.com/cbb/players/khalif-battle-1.html,https://www.sports-reference.com/cbb/players/khalif-battle-1.html
Nate Santos,Atlantic 10,Pittsburgh,ACC,D1,Dayton,2023-24,3.6,1.014527122356083,-2.585472877643917,2.585472877643917,29,7.3,1.6,1.2,0.2,8.767123287671232,6.575342465753425,1.095890410958904,39.87,35.42,-4.449999999999996,F,6-7,190.0,Target-conference impact starter,under_predicted_breakout;low_source_minutes,Prior box score understated player because source role was tiny.,https://www.sports-reference.com/cbb/players/nate-santos-1.html,https://www.sports-reference.com/cbb/players/nate-santos-1.html
Touko Tainamo,Mountain West,Denver,Summit,D1,Wyoming,2024-25,-0.4,2.1852847941136053,2.5852847941136052,2.5852847941136052,34,29.5,15.2,7.7,0.6,20.610169491525426,10.440677966101696,0.8135593220338984,28.197,37.82,9.623,F,6-9,210.0,Limited target-conference role,over_predicted_translation;scorer_overvalued,Source scoring volume looked promising but did not translate.,https://www.sports-reference.com/cbb/players/touko-tainamo-1.html,https://www.sports-reference.com/cbb/players/touko-tainamo-1.html
Isaac Jessup,Big West,Colorado Mesa,RMAC,D2,Cal Poly,2024-25,3.46,0.8982341703593947,-2.5617658296406054,2.5617658296406054,34,24.941176470588236,10.147058823529411,2.764705882352941,2.4411764705882355,16.27358490566038,4.433962264150944,3.915094339622642,14.68,30.41,15.73,G,74.0,194.0,Target-conference impact starter,under_predicted_breakout;real_prior_role_underweighted,"Player already had real minutes, but model still missed the breakout.",https://cmumavericks.com/sports/mens-basketball/stats/2023-24,https://www.sports-reference.com/cbb/players/isaac-jessup-1.html
Cole Henry,Mountain West,Northern Iowa,MVC,D1,Wyoming,2024-25,-0.09,2.4670436686224253,2.557043668622425,2.557043668622425,32,11.2,3.0,1.8,1.4,10.714285714285715,6.428571428571429,5.0,33.86,37.82,3.960000000000001,F,6-9,235.0,Limited target-conference role,over_predicted_translation,over_predicted_translation,https://www.sports-reference.com/cbb/players/cole-henry-1.html,https://www.sports-reference.com/cbb/players/cole-henry-1.html
Garry Clark,Mountain West,Texas A&M–Corpus Christi,Southland,D1,Utah State,2025-26,4.35,1.7995815656531065,-2.550418434346893,2.550418434346893,34,28.5,14.9,7.7,1.2,20.912280701754387,10.807017543859647,1.6842105263157894,26.63,37.82,11.19,F,6-7,202.0,Target-conference rotation,under_predicted_breakout;real_prior_role_underweighted,"Player already had real minutes, but model still missed the breakout.",https://www.sports-reference.com/cbb/players/garry-clark-1.html,https://www.sports-reference.com/cbb/players/garry-clark-1.html
Chance Hunter,Big West,California Baptist,WAC,D1,Cal Poly,2022-23,-2.13,0.4086621586186213,2.5386621586186213,2.5386621586186213,29,20.8,7.3,4.0,1.0,14.038461538461538,7.692307692307692,1.923076923076923,29.25,29.79,0.5399999999999991,G,78.0,200.0,Target-conference rotation,over_predicted_translation;negative_outcome_overpredicted,"Model projected a playable outcome, but target-conference performance was negative.",https://www.sports-reference.com/cbb/players/chance-hunter-1.html,https://www.sports-reference.com/cbb/schools/cal-poly/men/2023.html
Cam Manyawu,Missouri Valley,Wyoming,MWC,D1,Drake,2024-25,3.91,1.3795672757074169,-2.5304327242925835,2.5304327242925835,32,22.5,7.5,6.7,0.9,13.333333333333334,11.911111111111111,1.6,38.07,34.04,-4.030000000000001,F,6-9,228.0,Target-conference rotation,under_predicted_breakout;real_prior_role_underweighted,"Player already had real minutes, but model still missed the breakout.",https://www.sports-reference.com/cbb/players/cam-manyawu-1.html,https://www.sports-reference.com/cbb/players/cam-manyawu-1.html
Lassina Traoré,Big West,Saint Louis,Atlantic 10,D1,Long Beach State,2022-23,2.85,0.3573976466126433,-2.492602353387357,2.492602353387357,19,7.8,2.4,2.9,0.3,12.307692307692308,14.871794871794872,1.5384615384615383,35.45,29.79,-5.660000000000004,F,81.0,245.0,Target-conference impact starter,low_source_minutes,low_source_minutes,https://www.sports-reference.com/cbb/schools/saint-louis/men/2022.html,https://www.sports-reference.com/cbb/schools/long-beach-state/men/2023.html
Vukasin Masic,WCC,Portland,WCC,D1,San Francisco,2025-26,-0.52,1.956733944079698,2.4767339440796983,2.4767339440796983,27,27.9,10.5,3.2,3.3,15.053763440860216,4.587813620071685,4.731182795698925,36.22,35.95,-0.269999999999996,G,6-5,195.0,Limited target-conference role,,,https://www.sports-reference.com/cbb/players/vukasin-masic-1.html,https://www.sports-reference.com/cbb/players/vukasin-masic-1.html
Quentin Jones,Atlantic 10,Northern Illinois,MAC,D1,Saint Louis,2025-26,4.36,1.8901747339553312,-2.469825266044669,2.469825266044669,31,35.4,16.6,4.8,3.5,18.757062146892657,5.423728813559323,3.9548022598870056,28.35,34.66,6.309999999999995,G,6-5,170.0,Target-conference starter/plus rotation,,,https://www.sports-reference.com/cbb/players/quentin-jones-3.html,https://www.sports-reference.com/cbb/players/quentin-jones-3.html
Dae Dae Grant,Atlantic 10,Miami (OH),MAC,D1,Duquesne,2022-23,4.19,1.724007477956483,-2.4659925220435177,2.4659925220435177,32,33.0,17.5,4.7,4.1,21.21212121212121,5.696969696969697,4.96969696969697,28.35,34.48,6.1299999999999955,G,6-2,180.0,Target-conference impact starter,,,https://www.sports-reference.com/cbb/players/daedae-grant-1.html,https://www.sports-reference.com/cbb/players/daedae-grant-1.html
Jase Butler,Mountain West,Washington,Big Ten,D1,Colorado State,2025-26,2.72,0.2548618209605556,-2.4651381790394447,2.4651381790394447,18,10.7,1.9,1.4,0.7,7.102803738317758,5.233644859813085,2.6168224299065423,45.57,37.82,-7.75,G,6-4,180.0,Target-conference starter/plus rotation,,,https://www.sports-reference.com/cbb/players/jase-butler-1.html,https://www.sports-reference.com/cbb/players/jase-butler-1.html
Michael Ajayi,WCC,Pepperdine,WCC,D1,Gonzaga,2024-25,4.18,1.7387721206208948,-2.441227879379105,2.441227879379105,33,34.7,17.2,9.9,1.9,19.827089337175792,11.412103746397694,2.190201729106628,34.66,36.22,1.5600000000000025,G,6-7,220.0,Target-conference rotation,,,https://www.sports-reference.com/cbb/players/michael-ajayi-1.html,https://www.sports-reference.com/cbb/players/michael-ajayi-1.html
Sadraque Nganga,Mountain West,Seton Hall,Big East,D1,San Jose State,2024-25,-1.32,1.0986851943287093,2.4186851943287095,2.4186851943287095,19,6.9,1.1,1.4,0.2,6.3768115942028984,8.115942028985506,1.1594202898550725,43.06,37.82,-5.240000000000002,G,6-10,220.0,Limited target-conference role,low_source_minutes,low_source_minutes,https://www.sports-reference.com/cbb/players/sadraque-nganga-1.html,https://www.sports-reference.com/cbb/players/sadraque-nganga-1.html
Darius Brown,Mountain West,Montana State,Big Sky,D1,Utah State,2023-24,6.23,3.8173350489302376,-2.412664951069763,2.412664951069763,34,29.5,9.1,4.4,4.9,12.33898305084746,5.966101694915254,6.6440677966101696,29.15,38.07,8.920000000000002,G,6-2,195.0,Target-conference impact starter,,,https://www.sports-reference.com/cbb/players/darius-brownii-1.html,https://www.sports-reference.com/cbb/players/darius-brownii-1.html
Jimmie Williams,Atlantic 10,South Florida,AAC,D1,Duquesne,2025-26,4.07,1.6634285503815105,-2.4065714496184896,2.4065714496184896,30,18.4,7.5,2.6,1.2,16.304347826086957,5.6521739130434785,2.608695652173913,34.55,34.66,0.1099999999999994,G,6-5,210.0,Target-conference impact starter,,,https://www.sports-reference.com/cbb/players/jimmie-williams-1.html,https://www.sports-reference.com/cbb/players/jimmie-williams-1.html
Caden Powell,American,Wyoming,MWC,D1,Rice,2024-25,3.01,0.6340479272315955,-2.3759520727684045,2.3759520727684045,32,20.5,5.4,4.6,1.3,10.53658536585366,8.975609756097562,2.5365853658536586,38.07,34.55,-3.520000000000003,F,6-10,206.0,Target-conference starter/plus rotation,,,https://www.sports-reference.com/cbb/players/caden-powell-1.html,https://www.sports-reference.com/cbb/players/caden-powell-1.html
Josh Scovens,Atlantic 10,Army,Patriot,D1,Davidson,2025-26,2.9,0.544577076391223,-2.355422923608777,2.355422923608777,29,31.7,15.2,4.2,1.8,19.179810725552052,5.299684542586751,2.271293375394322,24.08,34.66,10.579999999999998,F,6-4,214.0,Target-conference starter/plus rotation,,,https://www.sports-reference.com/cbb/players/josh-scovens-1.html,https://www.sports-reference.com/cbb/players/josh-scovens-1.html
Emanuel Prospere II,Big West,Missouri–St. Louis,GLVC,D2,UC San Diego,2025-26,3.26,0.9046617515093424,-2.355338248490657,2.355338248490657,32,32.34375,12.625,5.09375,4.09375,15.61352657004831,6.299516908212561,5.06280193236715,15.22,29.37,14.15,W,77.0,212.0,Target-conference rotation,,,https://umsltritons.com/sports/mens-basketball/roster/emanuel-prospere-ii/4207,https://www.sports-reference.com/cbb/schools/california-san-diego/men/2026.html
Kayde Dotson,Atlantic 10,New Mexico,MWC,D1,Loyola Chicago,2025-26,-0.78,1.5737506204057838,2.353750620405784,2.353750620405784,32,6.7,2.3,0.4,0.8,13.731343283582088,2.388059701492537,4.776119402985074,37.82,34.66,-3.1600000000000037,G,6-2,190.0,Target-conference rotation,low_source_minutes,low_source_minutes,https://www.sports-reference.com/cbb/players/kayde-dotson-1.html,https://www.sports-reference.com/cbb/players/kayde-dotson-1.html
Marvin McGhee IV,Big West,Cal State Bakersfield,Big West,D1,UC Santa Barbara,2025-26,2.17,-0.1831699647790041,-2.353169964779004,2.353169964779004,33,29.8,10.0,3.7,1.0,13.422818791946307,4.966442953020134,1.342281879194631,30.41,29.37,-1.0399999999999991,G,79.0,200.0,Target-conference rotation,,,https://www.sports-reference.com/cbb/schools/cal-state-bakersfield/men/2025.html,https://www.sports-reference.com/cbb/schools/california-santa-barbara/men/2026.html
Carey Booth,Mountain West,Illinois,Big Ten,D1,Colorado State,2025-26,2.45,0.1070665734691973,-2.342933426530803,2.342933426530803,21,5.1,1.2,1.0,0.0,9.411764705882351,7.843137254901961,0.0,45.57,37.82,-7.75,F,6-10,203.0,Target-conference starter/plus rotation,low_source_minutes,low_source_minutes,https://www.sports-reference.com/cbb/players/carey-booth-2.html,https://www.sports-reference.com/cbb/players/carey-booth-2.html
Nick Boyd,Mountain West,Florida Atlantic,AAC,D1,San Diego State,2024-25,4.34,2.00702870492446,-2.3329712950755397,2.3329712950755397,27,23.8,9.3,2.7,1.8,15.630252100840336,4.53781512605042,3.025210084033614,35.59,37.82,2.229999999999997,G,6-3,170.0,Target-conference impact starter,,,https://www.sports-reference.com/cbb/players/nicholas-boyd-1.html,https://www.sports-reference.com/cbb/players/nicholas-boyd-1.html
"Shay Johnson, Jr.",Big West,San Diego State,Mountain West,D1,Long Beach State,2025-26,-1.54,0.7927651846650791,2.332765184665079,2.332765184665079,15,4.4,1.1,0.7,0.0,10.0,6.363636363636363,0.0,37.82,29.37,-8.45,F,82.0,210.0,Limited target-conference role,low_source_minutes,low_source_minutes,https://www.sports-reference.com/cbb/schools/san-diego-state/men/2025.html,https://longbeachstate.com/sports/mens-basketball/stats/2025-26
Drew Fielder,Mountain West,Georgetown,Big East,D1,Boise State,2025-26,4.16,1.8634398266071217,-2.2965601733928787,2.2965601733928787,31,23.5,7.1,5.4,1.0,12.085106382978724,9.191489361702128,1.702127659574468,43.33,37.82,-5.509999999999998,F,6-10,216.0,Target-conference impact starter,,,https://www.sports-reference.com/cbb/players/drew-fielder-1.html,https://www.sports-reference.com/cbb/players/drew-fielder-1.html
Tanner Christensen,Big West,Utah Tech,WAC,D1,Hawaii,2024-25,3.2,0.9230141477196696,-2.2769858522803306,2.2769858522803306,31,30.3,11.5,6.8,2.0,15.18151815181518,8.976897689768977,2.64026402640264,31.41,30.41,-1.0,F,82.0,260.0,Target-conference starter/plus rotation,,,https://www.sports-reference.com/cbb/schools/dixie-state/men/2024.html,https://www.sports-reference.com/cbb/schools/hawaii/men/2025.html
Tarence Guinyard,Atlantic 10,UT Martin,OVC,D1,Duquesne,2025-26,4.47,2.2545663224907475,-2.215433677509252,2.215433677509252,32,28.2,16.3,4.7,2.3,23.120567375886527,6.666666666666667,3.2624113475177308,24.35,34.66,10.309999999999995,G,6-2,170.0,Target-conference impact starter,,,https://www.sports-reference.com/cbb/players/tarence-guinyard-1.html,https://www.sports-reference.com/cbb/players/tarence-guinyard-1.html
Yohan Traore,Big West,Auburn,SEC,D1,UC Santa Barbara,2023-24,-1.69,0.5230699716563302,2.21306997165633,2.21306997165633,25,9.9,2.1,1.4,0.2,8.484848484848484,5.656565656565657,0.8080808080808081,41.92,29.59,-12.330000000000002,F,83.0,225.0,Target-conference starter/plus rotation,low_source_minutes,low_source_minutes,https://www.sports-reference.com/cbb/schools/auburn/men/2023.html,https://www.sports-reference.com/cbb/schools/california-santa-barbara/men/2024.html
Khaden Bennett,Mountain West,Quinnipiac,MAAC,D1,Wyoming,2025-26,3.75,1.5438724700331237,-2.206127529966876,2.206127529966876,33,24.5,10.3,4.3,1.6,16.816326530612244,7.020408163265306,2.6122448979591835,25.17,37.82,12.65,G,6-4,185.0,Target-conference impact starter,,,https://www.sports-reference.com/cbb/players/khaden-bennett-1.html,https://www.sports-reference.com/cbb/players/khaden-bennett-1.html
Ethan Igbanugo,Big West,North Dakota,Summit League,D1,Cal State Northridge,2022-23,-2.25,-0.0575689368275209,2.192431063172479,2.192431063172479,29,23.6,8.8,2.4,1.3,14.915254237288137,4.067796610169491,2.2033898305084745,27.15,29.79,2.640000000000001,G,74.0,185.0,Limited target-conference role,,,https://www.sports-reference.com/cbb/schools/north-dakota/men/2022.html,https://www.sports-reference.com/cbb/schools/cal-state-northridge/men/2023.html
Jarred Hyder,Big West,California,PAC 12,D1,Cal Poly,2023-24,-2.26,-0.0724791218864514,2.187520878113548,2.187520878113548,22,8.8,1.3,0.6,0.8,5.909090909090908,2.727272727272727,3.636363636363636,40.79,29.59,-11.2,G,75.0,185.0,Target-conference rotation,low_source_minutes,low_source_minutes,https://www.sports-reference.com/cbb/schools/california/men/2022.html,https://www.sports-reference.com/cbb/schools/cal-poly/men/2024.html
Jordan Nesbitt,Mountain West,Hampton,CAA,D1,Wyoming,2024-25,0.46,2.646453626766263,2.186453626766263,2.186453626766263,25,30.3,10.2,4.9,4.3,13.465346534653465,6.468646864686469,5.676567656765677,29.14,37.82,8.68,G,6-6,185.0,Target-conference rotation,,,https://www.sports-reference.com/cbb/players/jordan-nesbitt-1.html,https://www.sports-reference.com/cbb/players/jordan-nesbitt-1.html
Matus Hronsky,WCC,Duquesne,A-10,D1,Portland,2025-26,-1.18,1.0053862849991118,2.1853862849991117,2.1853862849991117,32,17.0,5.2,1.9,0.9,12.235294117647058,4.470588235294118,2.1176470588235294,34.66,35.95,1.2900000000000065,F,6-8,205.0,Limited target-conference role,,,https://www.sports-reference.com/cbb/players/matus-hronsky-1.html,https://www.sports-reference.com/cbb/players/matus-hronsky-1.html
Adama Bal,WCC,Arizona,Pac-12,D1,Santa Clara,2023-24,3.05,0.8774082308219158,-2.172591769178084,2.172591769178084,26,8.2,2.5,1.0,0.5,12.195121951219512,4.878048780487806,2.439024390243903,40.74,34.66,-6.080000000000005,G,6-6,190.0,Target-conference starter/plus rotation,low_source_minutes,low_source_minutes,https://www.sports-reference.com/cbb/players/adama-bal-1.html,https://www.sports-reference.com/cbb/players/adama-bal-1.html
Tom Beattie,Big West,Hawaii,Big West,D1,UC San Diego,2025-26,1.77,-0.4011870812155876,-2.171187081215588,2.171187081215588,31,26.1,7.4,2.5,1.6,11.340996168582375,3.8314176245210727,2.4521072796934864,30.41,29.37,-1.0399999999999991,G,77.0,195.0,Target-conference impact starter,,,https://www.sports-reference.com/cbb/schools/hawaii/men/2025.html,https://www.sports-reference.com/cbb/schools/california-san-diego/men/2026.html
Javon Cooley,WCC,Marist,MAAC,D1,Pepperdine,2025-26,-0.51,1.6534879265612334,2.1634879265612335,2.1634879265612335,31,24.8,7.5,4.2,0.6,12.096774193548386,6.774193548387097,0.9677419354838708,26.62,35.95,9.330000000000002,F,6-5,185.0,Target-conference rotation,,,https://www.sports-reference.com/cbb/players/javon-cooley-1.html,https://www.sports-reference.com/cbb/players/javon-cooley-1.html
Dionte Bostick,Big West,Murray State,Missouri Valley,D1,Cal State Northridge,2022-23,-2.64,-0.494912206010148,2.145087793989852,2.145087793989852,16,4.9,1.9,0.5,0.6,15.510204081632653,4.081632653061225,4.897959183673469,34.14,29.79,-4.350000000000001,G,74.0,190.0,Target-conference rotation,low_source_minutes,low_source_minutes,https://www.sports-reference.com/cbb/schools/murray-state/men/2022.html,https://www.sports-reference.com/cbb/schools/cal-state-northridge/men/2023.html
Dailin Smith,Big West,Alabama A&M,SWAC,D1,Cal State Bakersfield,2025-26,-1.47,0.6712316443834907,2.141231644383491,2.141231644383491,28,24.6,10.5,2.6,1.1,17.073170731707314,4.227642276422764,1.7886178861788615,21.82,29.37,7.550000000000001,G,78.0,195.0,Target-conference rotation,,,https://www.sports-reference.com/cbb/schools/alabama-am/men/2023.html,https://www.sports-reference.com/cbb/schools/cal-state-bakersfield/men/2026.html
Jared Barnett,Big West,San Diego State,Mountain West,D1,Cal State Northridge,2023-24,-2.59,-0.457742607330623,2.132257392669377,2.132257392669377,10,2.7,0.6,0.3,0.3,8.888888888888888,4.444444444444444,4.444444444444444,38.01,29.59,-8.419999999999998,G,73.0,155.0,Limited target-conference role,low_source_minutes,low_source_minutes,https://www.sports-reference.com/cbb/schools/san-diego-state/men/2023.html,https://www.sports-reference.com/cbb/schools/cal-state-northridge/men/2024.html
Gytis Nemeikša,Big West,Xavier,Big East,D1,Hawaii,2024-25,2.47,0.3635560688383814,-2.1064439311616185,2.1064439311616185,34,18.5,5.2,4.2,0.9,11.243243243243244,9.08108108108108,1.945945945945946,43.06,30.41,-12.650000000000002,F,79.0,203.0,Target-conference starter/plus rotation,,,https://www.sports-reference.com/cbb/schools/xavier/men/2024.html,https://www.sports-reference.com/cbb/schools/hawaii/men/2025.html
Jalen Benjamin,WCC,Mount St. Mary's,MAAC,D1,Santa Clara,2023-24,-0.86,1.2387676878730802,2.0987676878730803,2.0987676878730803,31,31.5,16.0,2.8,3.8,20.317460317460316,3.5555555555555554,4.825396825396825,27.53,34.66,7.1299999999999955,G,5-10,140.0,Limited target-conference role,,,https://www.sports-reference.com/cbb/players/jalen-benjamin-1.html,https://www.sports-reference.com/cbb/players/jalen-benjamin-1.html
Tyler Beard,Big West,Pacific,West Coast,D1,Cal State Northridge,2024-25,1.33,-0.7613407555263755,-2.091340755526375,2.091340755526375,30,18.4,4.4,2.1,1.7,9.56521739130435,4.565217391304349,3.695652173913044,34.66,30.41,-4.2499999999999964,G,74.0,180.0,Limited target-conference role,,,https://www.sports-reference.com/cbb/schools/pacific/men/2024.html,https://www.sports-reference.com/cbb/schools/cal-state-northridge/men/2025.html
Cameron Wilbon,Big West,Sacramento State,Big Sky,D1,Cal State Bakersfield,2023-24,-1.55,0.5405831509201185,2.0905831509201187,2.0905831509201187,32,25.3,8.6,3.8,2.2,13.596837944664031,6.007905138339921,3.4782608695652173,29.15,29.59,0.4400000000000013,G,77.0,200.0,Limited target-conference role,,,https://www.sports-reference.com/cbb/schools/sacramento-state/men/2023.html,https://www.sports-reference.com/cbb/schools/cal-state-bakersfield/men/2024.html
Morris Udeze,Mountain West,Wichita State,AAC,D1,New Mexico,2022-23,3.23,1.1504877078037636,-2.0795122921962363,2.0795122921962363,27,24.7,10.2,6.1,0.5,16.518218623481783,9.878542510121456,0.8097165991902834,37.51,38.01,0.5,C,6-8,235.0,Target-conference impact starter,,,https://www.sports-reference.com/cbb/players/morris-udeze-1.html,https://www.sports-reference.com/cbb/players/morris-udeze-1.html
Shaquil Bender,Big West,Manhattan,MAAC,D1,Long Beach State,2025-26,-2.18,-0.109888870550792,2.070111129449208,2.070111129449208,31,31.5,11.2,3.5,2.0,14.22222222222222,4.444444444444445,2.5396825396825395,25.17,29.37,4.199999999999999,G,74.0,170.0,Limited target-conference role,,,https://www.sports-reference.com/cbb/schools/manhattan/men/2025.html,https://www.sports-reference.com/cbb/schools/long-beach-state/men/2026.html
Donavan Yap,Mountain West,Fresno State,MWC,D1,San Jose State,2024-25,-0.48,1.5873348647244734,2.067334864724473,2.067334864724473,26,22.1,9.0,1.8,1.8,16.289592760180994,3.257918552036199,3.257918552036199,38.07,37.82,-0.25,G,6-3,175.0,Target-conference rotation,,,https://www.sports-reference.com/cbb/players/donavan-yap-1.html,https://www.sports-reference.com/cbb/players/donavan-yap-1.html
Robert Vaihola,Mountain West,Fresno State,MWC,D1,San Jose State,2022-23,2.18,0.1255209345406798,-2.0544790654593204,2.0544790654593204,22,6.9,1.5,2.0,0.2,8.695652173913043,11.594202898550725,1.1594202898550725,35.5,38.01,2.509999999999998,F,6-8,245.0,Target-conference rotation,low_source_minutes,low_source_minutes,https://www.sports-reference.com/cbb/players/robert-vaihola-1.html,https://www.sports-reference.com/cbb/players/robert-vaihola-1.html
Connor Kochera,Atlantic 10,William & Mary,CAA,D1,Davidson,2022-23,-1.25,0.7738932204170473,2.023893220417047,2.023893220417047,32,32.3,10.9,4.8,1.8,13.498452012383902,5.944272445820434,2.2291021671826625,30.73,34.48,3.749999999999997,G,6-5,200.0,Target-conference rotation,,,https://www.sports-reference.com/cbb/players/connor-kochera-1.html,https://www.sports-reference.com/cbb/players/connor-kochera-1.html
Moe Odum,WCC,Pacific,WCC,D1,Pepperdine,2024-25,4.4,2.3772603591924857,-2.0227396408075147,2.0227396408075147,32,28.3,8.7,2.6,4.6,12.296819787985866,3.674911660777385,6.501766784452297,34.66,36.22,1.5600000000000025,G,6-1,160.0,Target-conference impact starter,,,https://www.sports-reference.com/cbb/players/moe-odum-1.html,https://www.sports-reference.com/cbb/players/moe-odum-1.html
Stefan Cicic,WCC,Tulane,AAC,D1,Pepperdine,2025-26,-3.11,-1.1143564342309595,1.9956435657690403,1.9956435657690403,3,1.3,0.0,0.0,0.0,0.0,0.0,0.0,34.55,35.95,1.4000000000000057,C,7-0,260.0,Limited target-conference role,low_source_minutes,low_source_minutes,https://www.sports-reference.com/cbb/players/stefan-cicic-1.html,https://www.sports-reference.com/cbb/players/stefan-cicic-1.html
Mahmoud Fofana,Big West,Cal State San Bernardino,CCAA,D2,Cal State Northridge,2023-24,-1.47,0.5240399235384936,1.9940399235384936,1.9940399235384936,35,23.0,8.4,6.085714285714285,1.0,14.608695652173912,10.583850931677018,1.7391304347826086,14.06,29.59,15.53,W,78.0,185.0,Limited target-conference role,,,https://csusbathletics.com/sports/mens-basketball/stats/2022-23,https://www.sports-reference.com/cbb/players/mahmoud-fofana-1.html
Jevin Muniz,Mountain West,Florida Gulf Coast,A-Sun,D1,Colorado State,2025-26,4.23,2.263444300921891,-1.9665556990781092,1.9665556990781092,34,33.9,10.6,5.8,4.2,12.507374631268435,6.843657817109145,4.955752212389381,26.18,37.82,11.64,G,6-6,215.0,Target-conference impact starter,,,https://www.sports-reference.com/cbb/players/jevin-muniz-1.html,https://www.sports-reference.com/cbb/players/jevin-muniz-1.html
Isaac Jack,WCC,Dayton,A-10,D1,Pacific,2025-26,2.7,0.7348210077863883,-1.965178992213612,1.965178992213612,21,8.4,3.2,2.0,0.3,15.238095238095235,9.523809523809524,1.4285714285714286,34.66,35.95,1.2900000000000065,C,6-11,251.0,Target-conference rotation,low_source_minutes,low_source_minutes,https://www.sports-reference.com/cbb/players/isaac-jack-1.html,https://www.sports-reference.com/cbb/players/isaac-jack-1.html
