player_name,target_conference,source_school,source_conference,source_level,destination_school,first_big_west_season,actual,cv_prediction,cv_error,abs_error,source_games,source_mpg,source_ppg,source_rpg,source_apg,source_pts_per_40,source_reb_per_40,source_ast_per_40,source_conf_power,destination_conf_power,conf_power_delta,position,height_in,weight_lbs,outcome_tier,initial_tags,suggested_review_reason,source_url,outcome_url
Xavier DuSell,Mountain West,Wyoming,MWC,D1,Fresno State,2023-24,-0.31,1.6170179671042315,1.9270179671042316,1.9270179671042316,31,26.0,8.0,2.6,0.5,12.307692307692308,4.0,0.7692307692307693,38.01,38.07,0.0600000000000022,G,6-4,190.0,Target-conference starter/plus rotation,,,https://www.sports-reference.com/cbb/players/xavier-dusell-1.html,https://www.sports-reference.com/cbb/players/xavier-dusell-1.html
Elijah Harkless,Mountain West,Oklahoma,Big 12,D1,UNLV,2022-23,4.37,2.449928266291817,-1.9200717337081832,1.9200717337081832,26,29.0,10.0,4.1,1.7,13.79310344827586,5.655172413793103,2.3448275862068964,46.04,38.01,-8.030000000000001,G,6-3,195.0,Target-conference impact starter,,,https://www.sports-reference.com/cbb/players/elijah-harkless-1.html,https://www.sports-reference.com/cbb/players/elijah-harkless-1.html
Miro Little,Big West,Utah,Big XII,D1,UC Santa Barbara,2025-26,4.43,2.5100619074577546,-1.9199380925422451,1.9199380925422451,33,17.7,5.3,3.2,2.9,11.977401129943503,7.231638418079096,6.553672316384181,45.35,29.37,-15.98,G,75.0,195.0,Target-conference impact starter,,,https://www.sports-reference.com/cbb/schools/utah/men/2025.html,https://www.sports-reference.com/cbb/schools/california-santa-barbara/men/2026.html
Stephan Swenson,Big West,Stetson,ASUN,D1,UC Santa Barbara,2024-25,5.0,3.097997750808496,-1.902002249191504,1.902002249191504,35,33.3,13.9,4.7,5.8,16.696696696696698,5.645645645645646,6.966966966966967,27.08,30.41,3.330000000000002,G,74.0,195.0,Target-conference impact starter,,,https://www.sports-reference.com/cbb/schools/stetson/men/2024.html,https://www.sports-reference.com/cbb/schools/california-santa-barbara/men/2025.html
Nic Lynch,WCC,Lehigh,Patriot,D1,San Diego,2022-23,-1.34,0.5439445132190531,1.883944513219053,1.883944513219053,32,21.0,9.7,4.4,0.6,18.47619047619047,8.380952380952381,1.1428571428571428,25.2,36.74,11.540000000000004,C,6-11,250.0,Limited target-conference role,,,https://www.sports-reference.com/cbb/players/nic-lynch-1.html,https://www.sports-reference.com/cbb/players/nic-lynch-1.html
Max Jones,Big West,Tampa,SSC,D2,Cal State Fullerton,2022-23,1.8,-0.0726037499243788,-1.8726037499243788,1.8726037499243788,21,33.04761904761905,21.904761904761905,4.476190476190476,2.7142857142857144,26.51296829971181,5.4178674351585006,3.2853025936599423,16.99,29.79,12.8,G,77.0,205.0,Target-conference impact starter,,,https://www.tampaspartans.com/sports/mbkb/2021-22/players/maxjonesdgr9?view=career,https://www.sports-reference.com/cbb/schools/cal-state-fullerton/men/2023.html
Brandon Love,Mountain West,Texas State,Sun Belt,D1,Nevada,2024-25,0.72,2.5817282231527345,1.8617282231527343,1.8617282231527343,34,25.3,10.4,5.4,0.8,16.442687747035574,8.537549407114625,1.2648221343873518,29.51,37.82,8.309999999999999,F,6-9,208.0,Limited target-conference role,,,https://www.sports-reference.com/cbb/players/brandon-love-1.html,https://www.sports-reference.com/cbb/players/brandon-love-1.html
Elijah Gray,American,Fordham,A-10,D1,Temple,2024-25,-1.1,0.7509844088652745,1.8509844088652745,1.8509844088652745,32,18.0,8.4,3.7,0.8,18.666666666666668,8.222222222222221,1.7777777777777777,35.42,34.55,-0.8700000000000045,F,6-8,220.0,Limited target-conference role,,,https://www.sports-reference.com/cbb/players/elijah-gray-1.html,https://www.sports-reference.com/cbb/players/elijah-gray-1.html
Kajus Kublickas,WCC,Florida,SEC,D1,Pacific,2025-26,-1.32,0.5207144688914132,1.8407144688914132,1.8407144688914132,6,4.2,0.7,1.2,0.3,6.666666666666666,11.428571428571429,2.857142857142857,46.93,35.95,-10.979999999999997,G,6-2,171.0,Limited target-conference role,low_source_minutes,low_source_minutes,https://www.sports-reference.com/cbb/players/kajus-kublickas-1.html,https://www.sports-reference.com/cbb/players/kajus-kublickas-1.html
Jeremiah Oden,Mountain West,DePaul,Big East,D1,San Diego State,2025-26,-0.32,1.5073432573383,1.8273432573383,1.8273432573383,32,28.2,7.6,3.2,0.7,10.78014184397163,4.539007092198582,0.9929078014184396,43.06,37.82,-5.240000000000002,F,6-8,180.0,Limited target-conference role,,,https://www.sports-reference.com/cbb/players/jeremiah-oden-1.html,https://www.sports-reference.com/cbb/players/jeremiah-oden-1.html
Rikus Schulte,Atlantic 10,UC Riverside,Big West,D1,Fordham,2025-26,3.01,1.1845297199293112,-1.8254702800706888,1.8254702800706888,33,15.2,3.8,3.3,0.5,10.0,8.68421052631579,1.3157894736842106,30.41,34.66,4.2499999999999964,F,6-9,240.0,Target-conference impact starter,,,https://www.sports-reference.com/cbb/players/rikus-schulte-1.html,https://www.sports-reference.com/cbb/players/rikus-schulte-1.html
Johnny O'Neil,WCC,American,Patriot,D1,Santa Clara,2023-24,2.64,0.8328228774510029,-1.8071771225489972,1.8071771225489972,30,32.0,11.3,6.6,1.4,14.125,8.25,1.75,25.82,34.66,8.839999999999996,F,6-9,200.0,Target-conference starter/plus rotation,,,https://www.sports-reference.com/cbb/players/johnny-oneil-1.html,https://www.sports-reference.com/cbb/players/johnny-oneil-1.html
Marcus Greene,Atlantic 10,Hawaii,Big West,D1,Fordham,2025-26,-1.95,-0.1572261362841197,1.79277386371588,1.79277386371588,31,20.5,7.3,1.7,1.5,14.24390243902439,3.317073170731707,2.926829268292683,30.41,34.66,4.2499999999999964,G,6-2,190.0,Limited target-conference role,,,https://www.sports-reference.com/cbb/players/marcus-greene-1.html,https://www.sports-reference.com/cbb/players/marcus-greene-1.html
Joel Armotrading,Big West,Cal Poly,Big West,D1,UC Riverside,2024-25,1.75,-0.0399464164008326,-1.7899464164008323,1.7899464164008323,30,19.4,5.0,4.8,0.4,10.309278350515465,9.896907216494846,0.8247422680412372,29.59,30.41,0.8200000000000003,C,82.0,225.0,Target-conference rotation,,,https://www.sports-reference.com/cbb/schools/cal-poly/men/2024.html,https://www.sports-reference.com/cbb/schools/california-riverside/men/2025.html
Ethan Anderson,Mountain West,Southern California,Pac-12,D1,Wyoming,2022-23,0.71,2.496178527610507,1.7861785276105069,1.7861785276105069,34,21.1,4.4,2.3,2.2,8.34123222748815,4.360189573459715,4.170616113744075,40.79,38.01,-2.780000000000001,G,6-1,210.0,Target-conference rotation,,,https://www.sports-reference.com/cbb/players/ethan-anderson-1.html,https://www.sports-reference.com/cbb/players/ethan-anderson-1.html
Eemeli Yalaho,WCC,Texas Tech,Big 12,D1,Washington State,2025-26,0.88,2.664797487231618,1.7847974872316177,1.7847974872316177,8,11.3,3.3,2.4,0.8,11.681415929203538,8.495575221238937,2.831858407079646,45.35,35.95,-9.4,F,6-8,240.0,Target-conference starter/plus rotation,,,https://www.sports-reference.com/cbb/players/eemeli-yalaho-1.html,https://www.sports-reference.com/cbb/players/eemeli-yalaho-1.html
Zion Bethea,WCC,Delaware,CAA,D1,Pepperdine,2024-25,-3.55,-1.7776917927014102,1.7723082072985896,1.7723082072985896,3,14.3,2.7,1.3,0.3,7.552447552447552,3.636363636363636,0.8391608391608392,29.14,36.22,7.079999999999998,G,6-3,205.0,Limited target-conference role,,,https://www.sports-reference.com/cbb/players/zion-bethea-1.html,https://www.sports-reference.com/cbb/players/zion-bethea-1.html
"Pierre Geneste, Jr.",Big West,Fresno State,Mountain West,D1,Cal State Bakersfield,2025-26,-2.27,-0.4988356900575664,1.7711643099424337,1.7711643099424337,19,10.6,1.4,2.3,0.0,5.283018867924529,8.679245283018869,0.0,37.82,29.37,-8.45,F,83.0,220.0,Limited target-conference role,,,https://www.sports-reference.com/cbb/schools/fresno-state/men/2025.html,https://www.sports-reference.com/cbb/schools/cal-state-bakersfield/men/2026.html
Mike Sharavjamts,WCC,Dayton,A-10,D1,San Francisco,2023-24,2.72,0.9601264186791332,-1.7598735813208668,1.7598735813208668,32,23.1,5.6,1.9,2.6,9.696969696969695,3.2900432900432897,4.502164502164502,34.48,34.66,0.1799999999999997,F,6-8,180.0,Target-conference starter/plus rotation,,,https://www.sports-reference.com/cbb/players/mike-sharavjamts-1.html,https://www.sports-reference.com/cbb/players/mike-sharavjamts-1.html
Tyler McGhie,Big West,Southern Nazarene,GAC,D2,UC San Diego,2023-24,2.69,0.9615960643760544,-1.7284039356239456,1.7284039356239456,32,31.90625,16.59375,3.71875,1.28125,20.80313418217434,4.662095984329089,1.6062683643486777,16.46,29.59,13.13,G,77.0,190.0,Target-conference starter/plus rotation,,,https://snuathletics.com/sports/mens-basketball/stats/2022-23,https://www.sports-reference.com/cbb/players/tyler-mcghie-1.html
Julian Rishwain,Mountain West,Florida,SEC,D1,UNLV,2024-25,3.14,1.4130705430294368,-1.726929456970563,1.726929456970563,8,7.8,1.6,1.6,0.8,8.205128205128206,8.205128205128206,4.102564102564103,42.64,37.82,-4.82,G,6-5,190.0,Target-conference impact starter,low_source_minutes,low_source_minutes,https://www.sports-reference.com/cbb/players/julian-rishwain-1.html,https://www.sports-reference.com/cbb/players/julian-rishwain-1.html
Sadaidriene Hall,Mountain West,Stephen F. Austin,WAC,D1,San Jose State,2024-25,1.31,3.0348631193040236,1.7248631193040236,1.7248631193040236,18,20.1,10.7,4.8,1.2,21.293532338308456,9.552238805970148,2.388059701492537,31.41,37.82,6.41,F,6-5,200.0,Target-conference rotation,,,https://www.sports-reference.com/cbb/players/sadaidriene-hall-1.html,https://www.sports-reference.com/cbb/players/sadaidriene-hall-1.html
Vukasin Masic,WCC,Maine,AmEast,D1,Portland,2023-24,-0.61,1.0994954281560154,1.7094954281560155,1.7094954281560155,28,28.1,9.3,4.1,3.1,13.238434163701069,5.8362989323843415,4.412811387900356,26.41,34.66,8.249999999999996,G,6-5,195.0,Target-conference starter/plus rotation,,,https://www.sports-reference.com/cbb/players/vukasin-masic-1.html,https://www.sports-reference.com/cbb/players/vukasin-masic-1.html
Yonatan Levy,WCC,Green Bay,Horizon,D1,Pepperdine,2025-26,-0.52,1.1807367698657738,1.7007367698657738,1.7007367698657738,13,23.9,7.8,6.1,2.6,13.054393305439332,10.209205020920503,4.351464435146444,28.35,35.95,7.600000000000001,F,6-9,250.0,Limited target-conference role,,,https://www.sports-reference.com/cbb/players/yonatan-levy-1.html,https://www.sports-reference.com/cbb/players/yonatan-levy-1.html
Dez White,WCC,Missouri State,MVC,D1,Oregon State,2025-26,0.04,1.727439801230045,1.687439801230045,1.687439801230045,31,34.3,14.0,2.8,2.5,16.3265306122449,3.2653061224489797,2.915451895043732,34.04,35.95,1.9100000000000037,G,6-2,176.0,Target-conference rotation,,,https://www.sports-reference.com/cbb/players/dez-white-1.html,https://www.sports-reference.com/cbb/players/dez-white-1.html
Grady Lewis,Big West,Cal State East Bay,CCAA,D2,Cal State Northridge,2024-25,-1.42,0.2634813737206772,1.683481373720677,1.683481373720677,29,29.620689655172413,14.689655172413794,7.379310344827586,1.206896551724138,19.83701979045402,9.965075669383005,1.6298020954598371,14.85,30.41,15.56,C,81.0,225.0,Limited target-conference role,,,https://eastbaypioneers.com/sports/mens-basketball/stats/2023-24,https://www.sports-reference.com/cbb/players/grady-lewis-1.html
Malik Thomas,WCC,Southern California,Pac-12,D1,San Francisco,2023-24,2.57,0.8921489671209412,-1.6778510328790586,1.6778510328790586,27,8.1,2.4,1.0,0.3,11.851851851851851,4.938271604938272,1.4814814814814816,40.74,34.66,-6.080000000000005,G,6-4,190.0,Target-conference starter/plus rotation,low_source_minutes,low_source_minutes,https://www.sports-reference.com/cbb/players/malik-thomas-2.html,https://www.sports-reference.com/cbb/players/malik-thomas-2.html
Rokas Jocius,WCC,UCF,Big 12,D1,Loyola Marymount,2025-26,-1.35,0.324418708593741,1.6744187085937412,1.6744187085937412,25,8.6,2.0,1.6,0.3,9.30232558139535,7.441860465116279,1.3953488372093024,45.35,35.95,-9.4,C,6-10,260.0,Limited target-conference role,low_source_minutes,low_source_minutes,https://www.sports-reference.com/cbb/players/rokas-jocius-1.html,https://www.sports-reference.com/cbb/players/rokas-jocius-1.html
Ethan Anderson,WCC,Wyoming,MWC,D1,Pepperdine,2023-24,-0.55,1.1233038830206517,1.6733038830206517,1.6733038830206517,21,24.9,7.9,4.3,2.9,12.690763052208837,6.907630522088354,4.658634538152611,38.01,34.66,-3.3500000000000014,G,6-1,210.0,Limited target-conference role,,,https://www.sports-reference.com/cbb/players/ethan-anderson-1.html,https://www.sports-reference.com/cbb/players/ethan-anderson-1.html
Dontaie Allen,Mountain West,Western Kentucky,CUSA,D1,Wyoming,2024-25,0.18,1.8444445413887456,1.6644445413887454,1.6644445413887454,33,20.8,8.2,3.0,0.6,15.769230769230768,5.769230769230769,1.1538461538461535,32.24,37.82,5.579999999999998,G,6-6,198.0,Target-conference rotation,,,https://www.sports-reference.com/cbb/players/dontaie-allen-1.html,https://www.sports-reference.com/cbb/players/dontaie-allen-1.html
Lars Thiemann,WCC,California,Pac-12,D1,Loyola Marymount,2023-24,0.02,1.6835033924881382,1.6635033924881382,1.6635033924881382,31,25.1,9.5,5.4,0.6,15.139442231075696,8.605577689243027,0.9561752988047808,40.74,34.66,-6.080000000000005,F,7-0,248.0,Target-conference rotation,,,https://www.sports-reference.com/cbb/players/lars-thiemann-1.html,https://www.sports-reference.com/cbb/players/lars-thiemann-1.html
Sage Tolbert,Mountain West,Temple,AAC,D1,San Jose State,2022-23,0.58,2.2141187107225533,1.6341187107225532,1.6341187107225532,29,15.8,3.1,3.9,0.6,7.848101265822785,9.873417721518988,1.5189873417721518,37.51,38.01,0.5,F,6-8,210.0,Target-conference starter/plus rotation,,,https://www.sports-reference.com/cbb/players/sage-tolbert-1.html,https://www.sports-reference.com/cbb/players/sage-tolbert-1.html
Chibuzo Agbo,Mountain West,Texas Tech,Big 12,D1,Boise State,2022-23,1.99,0.3689910229329045,-1.6210089770670957,1.6210089770670957,23,6.7,1.5,1.0,0.0,8.955223880597014,5.970149253731343,0.0,46.04,38.01,-8.030000000000001,G,6-7,215.0,Target-conference impact starter,low_source_minutes,low_source_minutes,https://www.sports-reference.com/cbb/players/chibuzo-agbo-1.html,https://www.sports-reference.com/cbb/players/chibuzo-agbo-1.html
Aniwaniwa Tait-Jones,Big West,Hawaii–Hilo,PacWest,D2,UC San Diego,2023-24,2.55,0.9535776058201156,-1.5964223941798843,1.5964223941798843,23,32.73913043478261,17.608695652173914,9.173913043478262,3.4782608695652173,21.51394422310757,11.208499335989378,4.249667994687915,13.16,29.59,16.43,W,78.0,205.0,Target-conference impact starter,,,https://hiloathletics.com/sports/mens-basketball/stats/2022-23,https://www.sports-reference.com/cbb/players/aniwaniwa-tait-jones-1.html
Jailen Daniel-Dalton,Big West,San Francisco State,CCAA,D2,UC Riverside,2025-26,-1.24,0.3554698618980942,1.5954698618980945,1.5954698618980945,31,29.032258064516128,11.774193548387096,6.645161290322581,1.6129032258064515,16.22222222222222,9.155555555555557,2.2222222222222223,14.85,29.37,14.52,W,78.0,220.0,Limited target-conference role,,,https://sfstategators.com/sports/mens-basketball/stats/2023-24,https://www.sports-reference.com/cbb/players/jailen-daniel-dalton-1.html
Osiris Grady,Big West,Utah Valley,WAC,D1,UC Riverside,2025-26,-2.23,-0.6357304610005442,1.594269538999456,1.594269538999456,32,18.0,5.6,2.7,0.8,12.444444444444445,6.0,1.7777777777777777,30.37,29.37,-1.0,F,81.0,215.0,Target-conference rotation,,,https://www.sports-reference.com/cbb/schools/utah-valley/men/2025.html,https://www.sports-reference.com/cbb/schools/california-riverside/men/2026.html
Francisco Caffaro,WCC,Virginia,ACC,D1,Santa Clara,2023-24,2.26,0.6854134346611886,-1.5745865653388111,1.5745865653388111,20,8.2,2.0,1.8,0.2,9.756097560975611,8.78048780487805,0.9756097560975612,39.87,34.66,-5.210000000000001,C,7-0,250.0,Target-conference rotation,low_source_minutes,low_source_minutes,https://www.sports-reference.com/cbb/players/francisco-caffaro-1.html,https://www.sports-reference.com/cbb/players/francisco-caffaro-1.html
Justin Wright,WCC,North Carolina Central,MEAC,D1,Loyola Marymount,2023-24,0.26,1.8166420536630363,1.5566420536630363,1.5566420536630363,30,33.4,16.1,5.1,2.2,19.281437125748504,6.107784431137725,2.6347305389221556,22.52,34.66,12.139999999999995,G,6-1,210.0,Target-conference rotation,,,https://www.sports-reference.com/cbb/players/justin-wright-2.html,https://www.sports-reference.com/cbb/players/justin-wright-2.html
Emmanuel Innocenti,WCC,Tarleton State,WAC,D1,Gonzaga,2024-25,4.54,2.994783916176607,-1.5452160838233926,1.5452160838233926,35,31.7,6.6,6.4,2.9,8.32807570977918,8.07570977917981,3.659305993690851,31.41,36.22,4.809999999999999,F,6-5,198.0,Limited target-conference role,,,https://www.sports-reference.com/cbb/players/emmanuel-innocenti-1.html,https://www.sports-reference.com/cbb/players/emmanuel-innocenti-1.html
Jackie Johnson,Mountain West,Duquesne,A-10,D1,UNLV,2022-23,-0.21,1.3345138546187485,1.5445138546187485,1.5445138546187485,30,19.4,9.5,1.5,1.2,19.587628865979383,3.0927835051546393,2.474226804123711,35.45,38.01,2.559999999999995,G,5-11,185.0,Limited target-conference role,,,https://www.sports-reference.com/cbb/players/jackie-johnsoniii-1.html,https://www.sports-reference.com/cbb/players/jackie-johnsoniii-1.html
Michael Graham,WCC,Elon,CAA,D1,Loyola Marymount,2022-23,2.73,1.19170076759664,-1.53829923240336,1.53829923240336,32,20.6,9.3,6.8,0.8,18.058252427184463,13.20388349514563,1.5533980582524272,30.73,36.74,6.010000000000002,F,6-8,214.0,Limited target-conference role,,,https://www.sports-reference.com/cbb/players/michael-graham-2.html,https://www.sports-reference.com/cbb/players/michael-graham-2.html
Tyon Grant-Foster,WCC,Grand Canyon,WAC,D1,Gonzaga,2025-26,4.44,2.9379753957745662,-1.5020246042254342,1.5020246042254342,26,27.5,14.8,5.9,2.1,21.527272727272727,8.581818181818182,3.0545454545454547,30.37,35.95,5.580000000000002,G,6-7,210.0,Target-conference starter/plus rotation,,,https://www.sports-reference.com/cbb/players/tyon-grant-foster-1.html,https://www.sports-reference.com/cbb/players/tyon-grant-foster-1.html
Braden Appelhans,Missouri Valley,New Mexico,MWC,D1,Drake,2025-26,-0.18,1.2962497951381495,1.4762497951381497,1.4762497951381497,31,9.9,3.3,0.7,0.5,13.333333333333332,2.8282828282828283,2.0202020202020203,37.82,34.04,-3.780000000000001,G,6-7,185.0,Limited target-conference role,low_source_minutes,low_source_minutes,https://www.sports-reference.com/cbb/players/braden-appelhans-1.html,https://www.sports-reference.com/cbb/players/braden-appelhans-1.html
Kamaka Hepa,Big West,Texas,Big XII,D1,Hawaii,2021-22,1.74,0.2853592794284133,-1.4546407205715868,1.4546407205715868,9,6.4,2.9,1.0,0.1,18.125,6.25,0.625,41.8,28.77,-13.029999999999998,F,82.0,215.0,Target-conference starter/plus rotation,low_source_minutes,low_source_minutes,https://www.sports-reference.com/cbb/schools/texas/men/2021.html,https://www.sports-reference.com/cbb/schools/hawaii/men/2022.html
Jahsean Corbett,Atlantic 10,Chicago State,Ind,D1,Duquesne,2024-25,-0.01,1.4442102552393667,1.4542102552393668,1.4542102552393668,32,35.4,15.4,7.7,1.6,17.401129943502827,8.700564971751414,1.807909604519774,,34.66,,G,6-6,195.0,Target-conference rotation,,,https://www.sports-reference.com/cbb/players/jahsean-corbett-1.html,https://www.sports-reference.com/cbb/players/jahsean-corbett-1.html
Jay Pal,Mountain West,Campbell,Big South,D1,San Diego State,2023-24,3.02,1.5765273843230438,-1.4434726156769562,1.4434726156769562,32,31.0,12.3,6.9,1.4,15.870967741935484,8.903225806451612,1.8064516129032255,27.12,38.07,10.95,G,6-9,190.0,Target-conference rotation,,,https://www.sports-reference.com/cbb/players/jay-pal-1.html,https://www.sports-reference.com/cbb/players/jay-pal-1.html
David Skogman,Atlantic 10,Buffalo,MAC,D1,Davidson,2022-23,2.29,0.8500620099919748,-1.4399379900080254,1.4399379900080254,30,24.1,8.0,6.3,1.0,13.278008298755186,10.45643153526971,1.6597510373443982,28.35,34.48,6.1299999999999955,F,6-10,223.0,Target-conference rotation,,,https://www.sports-reference.com/cbb/players/david-skogman-1.html,https://www.sports-reference.com/cbb/players/david-skogman-1.html
Tre Dinkins,Atlantic 10,Canisius,MAAC,D1,Duquesne,2024-25,2.51,1.0716337728211178,-1.438366227178882,1.438366227178882,32,35.1,15.4,2.7,3.6,17.54985754985755,3.0769230769230766,4.102564102564102,26.62,34.66,8.039999999999996,G,6-2,190.0,Target-conference starter/plus rotation,,,https://www.sports-reference.com/cbb/players/tre-dinkins-1.html,https://www.sports-reference.com/cbb/players/tre-dinkins-1.html
Scotty Washington,Big West,California Baptist,WAC,D1,Cal State Northridge,2024-25,1.15,-0.2858131173585063,-1.4358131173585065,1.4358131173585065,33,21.0,8.5,1.6,0.5,16.19047619047619,3.047619047619047,0.9523809523809524,31.41,30.41,-1.0,G,76.0,180.0,Target-conference starter/plus rotation,,,https://www.sports-reference.com/cbb/schools/california-baptist/men/2024.html,https://www.sports-reference.com/cbb/schools/cal-state-northridge/men/2025.html
Ian Martinez,Mountain West,Maryland,Big Ten,D1,Utah State,2023-24,3.72,2.3057535972833727,-1.4142464027166275,1.4142464027166275,35,17.9,5.7,2.5,0.6,12.737430167597768,5.5865921787709505,1.340782122905028,43.59,38.07,-5.520000000000003,G,6-3,181.0,Target-conference impact starter,,,https://www.sports-reference.com/cbb/players/ian-martinez-2.html,https://www.sports-reference.com/cbb/players/ian-martinez-2.html
Al Green,Mountain West,Louisiana Tech,CUSA,D1,UNLV,2025-26,-0.38,1.0334103227191511,1.4134103227191512,1.4134103227191512,30,24.7,10.2,2.3,0.9,16.518218623481783,3.724696356275304,1.45748987854251,32.24,37.82,5.579999999999998,G,6-3,185.0,Limited target-conference role,,,https://www.sports-reference.com/cbb/players/al-green-1.html,https://www.sports-reference.com/cbb/players/al-green-1.html
Colby Garland,Mountain West,Longwood,Big South,D1,San Jose State,2025-26,4.15,2.737007696338147,-1.4129923036618537,1.4129923036618537,32,29.3,12.1,2.8,4.4,16.51877133105802,3.8225255972696246,6.006825938566553,28.2,37.82,9.62,G,6-1,183.0,Target-conference impact starter,,,https://www.sports-reference.com/cbb/players/colby-garland-1.html,https://www.sports-reference.com/cbb/players/colby-garland-1.html
B.J. Kolly,Big West,Montana State,Big Sky,D1,UC Riverside,2025-26,-0.98,0.4328059615720078,1.412805961572008,1.412805961572008,24,8.6,2.3,1.5,0.6,10.697674418604652,6.976744186046512,2.7906976744186047,28.35,29.37,1.0199999999999996,F,80.0,200.0,Target-conference rotation,low_source_minutes,low_source_minutes,https://www.sports-reference.com/cbb/schools/montana-state/men/2025.html,https://www.sports-reference.com/cbb/schools/california-riverside/men/2026.html
Adrame Diongue,Mountain West,Washington State,Pac-12,D1,San Jose State,2023-24,0.13,1.5384598599463977,1.4084598599463978,1.4084598599463978,23,6.3,1.3,1.8,0.2,8.253968253968255,11.428571428571429,1.2698412698412698,40.74,38.07,-2.6700000000000017,C,7-0,190.0,Limited target-conference role,low_source_minutes,low_source_minutes,https://www.sports-reference.com/cbb/players/adrame-diongue-1.html,https://www.sports-reference.com/cbb/players/adrame-diongue-1.html
Keyshawn Hall,Atlantic 10,UNLV,MWC,D1,George Mason,2023-24,1.98,0.5909977781525552,-1.389002221847445,1.389002221847445,18,10.7,5.4,1.6,0.4,20.186915887850468,5.981308411214954,1.4953271028037385,38.01,35.42,-2.5899999999999963,G,6-7,250.0,Target-conference impact starter,,,https://www.sports-reference.com/cbb/players/keyshawn-hall-1.html,https://www.sports-reference.com/cbb/players/keyshawn-hall-1.html
Emmanuel Tshimanga,Big West,UC Irvine,Big West,D1,UC San Diego,2022-23,1.18,-0.2015591033538839,-1.381559103353884,1.381559103353884,25,10.6,3.4,3.3,0.2,12.830188679245284,12.452830188679243,0.7547169811320755,28.77,29.79,1.0199999999999996,C,84.0,270.0,Limited target-conference role,,,https://www.sports-reference.com/cbb/schools/california-irvine/men/2022.html,https://www.sports-reference.com/cbb/schools/california-san-diego/men/2023.html
"Larry Hughes, Jr.",Big West,Saint Louis,Atlantic 10,D1,Cal State Northridge,2025-26,1.53,0.151555218531049,-1.3784447814689509,1.3784447814689509,7,15.1,4.7,2.1,0.7,12.450331125827814,5.562913907284768,1.8543046357615895,34.66,29.37,-5.289999999999996,G,76.0,175.0,Target-conference impact starter,,,https://www.sports-reference.com/cbb/schools/saint-louis/men/2025.html,https://www.sports-reference.com/cbb/schools/cal-state-northridge/men/2026.html
Carlton Linguard,WCC,UTSA,AAC,D1,San Francisco,2024-25,2.03,0.6728877678826052,-1.3571122321173943,1.3571122321173943,32,25.3,9.3,6.2,0.8,14.703557312252965,9.802371541501977,1.2648221343873518,35.59,36.22,0.6299999999999955,F,6-11,215.0,Target-conference rotation,,,https://www.sports-reference.com/cbb/players/carlton-linguardjr-1.html,https://www.sports-reference.com/cbb/players/carlton-linguardjr-1.html
Wayne McKinney,Mountain West,San Diego,WCC,D1,San Diego State,2024-25,0.81,2.157002268801418,1.3470022688014178,1.3470022688014178,32,30.1,13.5,3.6,2.9,17.940199335548172,4.784053156146179,3.853820598006645,34.66,37.82,3.1600000000000037,G,6-0,190.0,Limited target-conference role,,,https://www.sports-reference.com/cbb/players/wayne-mckinneyiii-1.html,https://www.sports-reference.com/cbb/players/wayne-mckinneyiii-1.html
Guillermo Diaz Graham,WCC,Pittsburgh,ACC,D1,San Francisco,2025-26,4.27,2.9256115490785732,-1.3443884509214263,1.3443884509214263,32,23.2,6.2,5.0,1.5,10.689655172413794,8.620689655172415,2.586206896551724,40.65,35.95,-4.699999999999996,F,7-0,205.0,Target-conference rotation,,,https://www.sports-reference.com/cbb/players/guillermo-diaz-graham-1.html,https://www.sports-reference.com/cbb/players/guillermo-diaz-graham-1.html
Eric Williams,WCC,Oregon,Pac-12,D1,San Diego,2022-23,1.05,2.388358109119107,1.3383581091191068,1.3383581091191068,33,26.8,8.4,4.6,1.2,12.53731343283582,6.865671641791044,1.791044776119403,40.79,36.74,-4.049999999999997,G,6-6,200.0,Target-conference starter/plus rotation,,,https://www.sports-reference.com/cbb/players/eric-williamsjr-1.html,https://www.sports-reference.com/cbb/players/eric-williamsjr-1.html
Dre Bullock,Big West,South Dakota,Summit League,D1,Hawaii,2025-26,2.5,1.1632804299531587,-1.3367195700468413,1.3367195700468413,30,22.8,12.1,3.6,1.6,21.228070175438596,6.315789473684211,2.807017543859649,28.72,29.37,0.6500000000000021,G,78.0,190.0,Target-conference rotation,,,https://www.sports-reference.com/cbb/schools/south-dakota/men/2025.html,https://hawaiiathletics.com/sports/mens-basketball/stats/2025-26
Rodney Brown,WCC,Virginia Tech,ACC,D1,Loyola Marymount,2025-26,1.05,-0.2631155775336279,-1.313115577533628,1.313115577533628,18,15.1,4.1,2.1,1.8,10.86092715231788,5.562913907284768,4.768211920529802,40.65,35.95,-4.699999999999996,G,6-6,180.0,Target-conference starter/plus rotation,,,https://www.sports-reference.com/cbb/players/rodney-brown-jr-1.html,https://www.sports-reference.com/cbb/players/rodney-brown-jr-1.html
Javon Bennett,Atlantic 10,Merrimack,NEC,D1,Dayton,2023-24,3.77,2.4635035342380194,-1.3064964657619806,1.3064964657619806,34,29.2,9.6,1.9,3.4,13.15068493150685,2.6027397260273974,4.657534246575342,22.803,35.42,12.617,G,5-11,155.0,Target-conference starter/plus rotation,,,https://www.sports-reference.com/cbb/players/javon-bennett-1.html,https://www.sports-reference.com/cbb/players/javon-bennett-1.html
