target_conference,player_name,player_slug,source_school,source_school_slug,source_conference,source_level,destination_school,destination_school_slug,first_big_west_season,source_season,source_stat_source,position,height_in,weight_lbs,source_conf_power,source_conf_power_method,destination_conf_power,destination_conf_power_method,conf_power_delta,source_games,source_mpg,source_minutes_share,source_ppg,source_rpg,source_apg,source_spg,source_bpg,source_topg,source_fg_pct,source_fg3_pct,source_ft_pct,source_efg_pct,source_ts_pct,source_three_rate,source_ft_rate,source_per,source_usg_pct,source_ws,source_bpm,source_pts_per_40,source_reb_per_40,source_ast_per_40,source_stl_per_40,source_blk_per_40,source_tov_per_40,big_west_games,big_west_games_started,big_west_mpg,big_west_minutes,big_west_minutes_share,big_west_ppg,big_west_rpg,big_west_apg,big_west_spg,big_west_bpg,big_west_topg,big_west_ts_pct,big_west_per,big_west_usg_pct,big_west_ws,big_west_ws_per_40,big_west_bpm,big_west_porpag,production_score,impact_score,outcome_tier,source_url,outcome_url,source_evanmiya_match_method,source_evanmiya_player_name,source_evanmiya_team,source_evanmiya_rank,source_evanmiya_obpr,source_evanmiya_dbpr,source_evanmiya_bpr,source_evanmiya_poss,source_evanmiya_box_obpr,source_evanmiya_box_dbpr,source_evanmiya_box_bpr,source_evanmiya_adj_team_off_eff,source_evanmiya_adj_team_def_eff,source_evanmiya_adj_team_eff_margin,source_evanmiya_plus_minus,target_evanmiya_match_method,target_evanmiya_player_name,target_evanmiya_team,target_evanmiya_rank,target_evanmiya_obpr,target_evanmiya_dbpr,target_evanmiya_bpr,target_evanmiya_poss,target_evanmiya_box_obpr,target_evanmiya_box_dbpr,target_evanmiya_box_bpr,target_evanmiya_adj_team_off_eff,target_evanmiya_adj_team_def_eff,target_evanmiya_adj_team_eff_margin,target_evanmiya_plus_minus,big_west_bpr,big_west_obpr,big_west_dbpr,big_west_bpr_poss
Big West,Judson Martindale,judson-martindale,Pacific,pacific,West Coast,D1,Cal State Northridge,cal-state-northridge,2024-25,2023-24,target_conference_common_box,G,79.0,210.0,34.66,exact,30.41,exact,-4.2499999999999964,30,25.2,0.63,9.1,1.9,0.8,0.6,0.2,1.2,0.428,0.375,0.745,0.523,,,,,,,,14.444444444444445,3.015873015873016,1.2698412698412698,0.9523809523809524,0.3174603174603174,1.9047619047619049,26,0,9.2,239.2,0.2299999999999999,2.7,1.2,0.2,0.2,0.2,0.4,0.5739795918367347,9.6,14.0,0.6,0.102,-1.2,,3.76,18.64271457085828,Limited target-conference role,https://www.sports-reference.com/cbb/schools/pacific/men/2024.html,https://www.sports-reference.com/cbb/schools/cal-state-northridge/men/2025.html,exact_name_team,Judson Martindale,Pacific,2829.0,-1.24,-1.6,-2.84,1278.0,-0.97,-0.78,-1.76,92.5,114.2,-21.7,-342.0,missing,,,,,,,,,,,,,,,,,,
Big West,Beril Kabamba,beril-kabamba2,Spring Hill,spring-hill,SIAC,D2,Cal State Fullerton,cal-state-fullerton,2023-24,2022-23,target_conference_common_box,G,78.0,220.0,12.64,exact,29.59,exact,16.95,25,34.8,0.8699999999999999,18.56,8.68,2.0,1.32,0.44,2.68,0.42,0.292,0.831,0.4635854341736695,,,,,,,,21.333333333333336,9.977011494252874,2.298850574712644,1.517241379310345,0.5057471264367817,3.0804597701149428,29,7,17.1,495.9,0.4275,3.6,3.5,0.8,0.4,0.1,1.3,0.4875406283856988,7.5,15.7,0.5,0.04,-4.7,,6.31,21.741516966067863,Limited target-conference role,https://shcbadgers.com/sports/mens-basketball/stats/2022-23,https://www.sports-reference.com/cbb/players/beril-kabamba-1.html,not_d1,,,,,,,,,,,,,,,exact_name_team,Beril Kabamba,Cal State Fullerton,2920.0,-3.38,-0.17,-3.55,772.0,-3.19,-0.17,-3.36,93.7,100.7,-7.0,-118.0,-3.55,-3.38,-0.17,772.0
Big West,Paul Bizimana,paul-bizimana,Eastern Illinois,eastern-illinois,Ohio Valley,D1,Cal Poly,cal-poly,2023-24,2022-23,target_conference_common_box,F,80.0,185.0,23.43,exact,29.59,exact,6.16,22,10.4,0.26,2.9,1.5,0.5,0.3,0.3,0.6,0.361,0.389,0.722,0.418,,,,,,,,11.153846153846152,5.769230769230769,1.923076923076923,1.1538461538461535,1.1538461538461535,2.3076923076923075,29,3,15.8,458.2000000000001,0.395,3.9,2.9,0.4,0.4,0.5,0.7,0.4746835443037975,10.0,16.0,0.4,0.038,-4.3,,6.49,20.30938123752495,Limited target-conference role,https://www.sports-reference.com/cbb/schools/eastern-illinois/men/2023.html,https://www.sports-reference.com/cbb/schools/cal-poly/men/2024.html,missing,,,,,,,,,,,,,,,exact_name_team,Paul Bizimana,Cal Poly,2309.0,-1.11,-0.02,-1.13,766.0,-2.08,0.09,-1.99,97.3,106.1,-8.8,-68.0,-1.13,-1.11,-0.02,766.0
Big West,Lathaniel Bastian,lathaniel-bastian,Angelo State,angelo-state,LSC,D2,Cal State Fullerton,cal-state-fullerton,2022-23,2021-22,target_conference_common_box,G,80.0,225.0,17.32,exact,29.79,exact,12.47,30,21.666666666666668,0.5416666666666667,11.4,8.233333333333333,0.4,0.9333333333333332,1.4333333333333331,1.8333333333333333,0.61,0.0,0.609,0.6097560975609756,,,,,,,,21.04615384615385,15.199999999999998,0.7384615384615384,1.7230769230769232,2.646153846153846,3.384615384615384,33,1,9.6,316.8,0.24,2.0,2.6,0.2,0.5,0.2,0.7,0.496031746031746,11.3,15.2,0.8,0.104,-2.3,,4.1,19.076846307385228,Limited target-conference role,https://angelosports.com/sports/mens-basketball/roster/lathaniel-bastian/7071,https://www.sports-reference.com/cbb/schools/cal-state-fullerton/men/2023.html,not_d1,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,,,,
Big West,Miloš Vićentić,milo-vienti,McKendree,mckendree,GLVC,D2,UC San Diego,uc-san-diego,2024-25,2023-24,target_conference_common_box,W,79.0,200.0,16.5,exact,30.41,exact,13.91,28,33.57142857142857,0.8392857142857142,21.535714285714285,5.035714285714286,0.8571428571428571,0.5357142857142857,0.5,2.5357142857142856,0.533,0.412,0.794,0.597254004576659,,,,,,,,25.659574468085104,6.0,1.021276595744681,0.6382978723404256,0.5957446808510639,3.0212765957446805,1,0,20.0,20.0,0.5,3.0,5.0,0.0,0.0,0.0,1.0,0.25,-1.6,18.3,0.0,-0.029,-5.9,,6.0,21.3373253493014,Limited target-conference role,https://mckbearcats.com/sports/mens-basketball/stats/2023-24,https://www.sports-reference.com/cbb/players/milos-vicentic-1.html,not_d1,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,,,,
Big West,Caleb McCarty,caleb-mccarty,South Carolina State,south-carolina-state,MEAC,D1,Cal State Bakersfield,cal-state-bakersfield,2025-26,2024-25,target_conference_common_box,F,80.0,195.0,21.75,exact,29.37,exact,7.620000000000001,26,18.0,0.45,4.1,3.3,0.6,0.7,1.1,1.0,0.589,0.5,0.645,0.596,,,,,,,,9.11111111111111,7.333333333333333,1.3333333333333333,1.5555555555555556,2.4444444444444446,2.2222222222222223,6,0,8.7,52.2,0.2174999999999999,3.2,2.5,0.3,0.0,0.2,0.2,0.6379585326953748,16.8,14.5,0.2,0.141,-1.6,,5.2,16.412175648702593,Limited target-conference role,https://www.sports-reference.com/cbb/schools/south-carolina-state/men/2025.html,https://www.sports-reference.com/cbb/schools/cal-state-bakersfield/men/2026.html,exact_name_team,Caleb McCarty,South Carolina State,1763.0,-0.86,0.96,0.1,755.0,-2.08,-0.03,-2.11,102.1,96.5,5.6,13.0,missing,,,,,,,,,,,,,,,,,,
Big West,Kieran Elliott,kieran-elliott,West Texas A&M,west-texas-a-m,LSC,D2,Cal Poly,cal-poly,2024-25,2023-24,target_conference_common_box,F,79.0,0.0,17.1,exact,30.41,exact,13.31,35,23.571428571428573,0.5892857142857143,12.428571428571429,6.742857142857143,0.7142857142857143,0.4857142857142857,0.2571428571428571,1.3142857142857145,0.594,0.393,0.761,0.6146616541353384,,,,,,,,21.09090909090909,11.44242424242424,1.2121212121212122,0.8242424242424241,0.4363636363636363,2.23030303030303,11,2,15.0,165.0,0.375,5.4,3.7,0.5,0.3,0.0,1.4,0.5232558139534884,10.6,20.6,0.2,0.038,-5.5,,7.85,18.917165668662676,Limited target-conference role,https://gobuffsgo.com/sports/mens-basketball/stats/2023-24,https://www.sports-reference.com/cbb/players/kieran-elliott-1.html,not_d1,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,,,,
Big West,Jalen Cooper,jalen-cooper,Palm Beach Atlantic,palm-beach-atlantic,SSC,D2,Cal State Fullerton,cal-state-fullerton,2023-24,2022-23,target_conference_common_box,W,78.0,195.0,16.75,exact,29.59,exact,12.84,27,31.48148148148148,0.787037037037037,17.37037037037037,8.666666666666666,1.8888888888888888,1.2592592592592593,1.3703703703703705,2.592592592592593,0.517,0.429,0.74,0.5495356037151703,,,,,,,,22.070588235294117,11.011764705882351,2.4,1.6,1.741176470588235,3.2941176470588234,20,4,13.6,272.0,0.3399999999999999,3.4,3.1,0.6,0.4,0.2,1.0,0.5570117955439056,11.3,15.7,0.5,0.072,-4.4,,5.91,18.238522954091817,Limited target-conference role,https://pbasailfish.com/sports/mens-basketball/stats/2022-23,https://www.sports-reference.com/cbb/players/jalen-cooper-1.html,not_d1,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,,,,
Big West,Ethan Menzies,ethan-menzies,Colorado Mesa,colorado-mesa,RMAC,D2,Cal Poly,cal-poly,2024-25,2023-24,target_conference_common_box,F,79.0,215.0,14.68,exact,30.41,exact,15.73,19,10.052631578947368,0.2513157894736842,3.3684210526315788,2.0526315789473686,1.5263157894736843,0.2631578947368421,0.4210526315789473,0.7368421052631579,0.73,0.5,0.5,0.7972972972972973,,,,,,,,13.403141361256544,8.167539267015707,6.073298429319372,1.0471204188481675,1.675392670157068,2.931937172774869,26,5,9.7,252.2,0.2425,2.4,1.5,0.7,0.3,0.1,0.8,0.5376344086021505,7.9,14.7,0.2,0.03,-3.0,,3.82,13.917165668662674,Limited target-conference role,https://cmumavericks.com/sports/mens-basketball/stats/2023-24,https://www.sports-reference.com/cbb/players/ethan-menzies-1.html,not_d1,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,,,,
Big West,Ben Shtolzberg,ben-shtolzberg,Creighton,creighton,Big East,D1,UC Santa Barbara,uc-santa-barbara,2023-24,2022-23,target_conference_common_box,G,76.0,196.0,42.46,exact,29.59,exact,-12.87,17,5.8,0.145,1.5,0.9,0.6,0.2,0.0,0.2,0.375,0.231,0.8,0.438,,,,,,,,10.344827586206897,6.206896551724138,4.137931034482759,1.3793103448275863,0.0,1.3793103448275863,23,0,13.5,310.5,0.3375,2.9,1.3,1.1,0.3,0.0,1.0,0.5426646706586826,6.5,14.4,0.3,0.035,-5.0,,4.29,15.284431137724551,Limited target-conference role,https://www.sports-reference.com/cbb/schools/creighton/men/2023.html,https://www.sports-reference.com/cbb/schools/california-santa-barbara/men/2024.html,missing,,,,,,,,,,,,,,,exact_name_team,Ben Shtolzberg,UC Santa Barbara,2277.0,0.03,-1.1,-1.07,532.0,-1.86,-0.94,-2.79,108.5,107.5,0.9,8.0,-1.07,0.03,-1.1,532.0
Big West,Denzel Hines,denzel-hines,Coastal Carolina,coastal-carolina,Sun Belt,D1,UC Riverside,uc-riverside,2025-26,2024-25,target_conference_common_box,F,79.0,205.0,29.29,exact,29.37,exact,0.0800000000000018,32,23.1,0.5775,7.2,6.2,1.3,0.2,0.1,1.4,0.43,0.244,0.714,0.458,,,,,,,,12.467532467532466,10.735930735930737,2.251082251082251,0.3463203463203463,0.1731601731601731,2.4242424242424243,6,0,9.7,58.2,0.2425,1.3,2.7,0.5,0.5,0.2,1.0,0.3548034934497817,5.9,14.4,0.0,-0.018,-2.1,,3.53,13.75748502994012,Limited target-conference role,https://www.sports-reference.com/cbb/schools/coastal-carolina/men/2025.html,https://www.sports-reference.com/cbb/schools/california-riverside/men/2026.html,exact_name_team,Denzel Hines,Coastal Carolina,2726.0,-1.59,-0.89,-2.47,1138.0,-0.69,-0.66,-1.35,96.9,109.4,-12.5,-147.0,missing,,,,,,,,,,,,,,,,,,
Big West,Jared Barnett,jared-barnett2,San Diego State,san-diego-state,Mountain West,D1,Cal State Northridge,cal-state-northridge,2023-24,2022-23,target_conference_common_box,G,73.0,155.0,38.01,exact,29.59,exact,-8.419999999999998,10,2.7,0.0675,0.6,0.3,0.3,0.1,0.0,0.4,0.25,0.5,0.0,0.375,,,,,,,,8.888888888888888,4.444444444444444,4.444444444444444,1.4814814814814814,0.0,5.925925925925926,32,6,14.8,473.6,0.37,2.1,2.4,2.4,0.5,0.0,1.3,0.3426892950391645,4.9,13.9,0.2,0.018,-7.2,,5.159999999999999,14.9750499001996,Limited target-conference role,https://www.sports-reference.com/cbb/schools/san-diego-state/men/2023.html,https://www.sports-reference.com/cbb/schools/cal-state-northridge/men/2024.html,missing,,,,,,,,,,,,,,,exact_name_team,Jared Barnett,Cal State Northridge,2772.0,-1.84,-0.76,-2.59,782.0,-2.35,-0.3,-2.65,99.1,104.1,-5.1,-56.0,-2.59,-1.84,-0.76,782.0
Big West,Isaac Spears,isaac-spears,Montana State,montana-state,Big Sky,D1,Cal Poly,cal-poly,2022-23,2021-22,target_conference_common_box,G,76.0,170.0,27.4,exact,29.79,exact,2.390000000000001,12,2.7,0.0675,1.3,0.3,0.3,0.0,0.0,0.7,0.333,0.25,0.5,0.4,,,,,,,,19.25925925925926,4.444444444444444,4.444444444444444,0.0,0.0,10.37037037037037,3,0,7.7,23.1,0.1925,3.3,0.7,0.7,0.0,0.0,1.0,0.5499999999999999,11.1,28.4,0.0,0.009,-1.9,,3.7799999999999994,11.946107784431138,Limited target-conference role,https://www.sports-reference.com/cbb/schools/montana-state/men/2022.html,https://www.sports-reference.com/cbb/schools/cal-poly/men/2023.html,missing,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,,,,
Big West,Dylan Godfrey,dylan-godfrey,Canisius,canisius,MAAC,D1,UC Riverside,uc-riverside,2025-26,2024-25,target_conference_common_box,F,80.0,0.0,25.17,exact,29.37,exact,4.199999999999999,31,23.3,0.5825,8.6,2.8,0.6,0.5,0.5,1.3,0.424,0.32,0.852,0.511,,,,,,,,14.763948497854075,4.806866952789699,1.0300429184549356,0.8583690987124464,0.8583690987124464,2.2317596566523603,25,0,9.5,237.5,0.2375,3.3,1.3,0.6,0.2,0.1,0.5,0.487012987012987,10.0,20.4,0.3,0.043,-5.7,,4.59,12.135728542914173,Limited target-conference role,https://www.sports-reference.com/cbb/schools/canisius/men/2025.html,https://www.sports-reference.com/cbb/schools/california-riverside/men/2026.html,exact_name_team,Dylan Godfrey,Canisius,2894.0,-2.17,-1.27,-3.44,1220.0,-1.66,-0.71,-2.37,96.4,114.4,-17.9,-224.0,missing,,,,,,,,,,,,,,,,,,
Big West,Jerome Palm,jerome-palm,Valparaiso,valparaiso,Missouri Valley,D1,Hawaii,hawaii,2024-25,2023-24,target_conference_common_box,F,82.0,220.0,33.86,exact,30.41,exact,-3.4499999999999993,27,14.8,0.37,4.7,3.8,0.4,0.4,0.1,0.7,0.487,0.25,0.531,0.491,,,,,,,,12.702702702702702,10.27027027027027,1.081081081081081,1.081081081081081,0.2702702702702702,1.891891891891892,29,0,9.4,272.6,0.235,2.4,2.0,0.3,0.0,0.2,0.7,0.5660377358490566,9.5,15.7,0.3,0.046,-5.0,,3.7999999999999994,11.467065868263472,Limited target-conference role,https://www.sports-reference.com/cbb/schools/valparaiso/men/2024.html,https://www.sports-reference.com/cbb/schools/hawaii/men/2025.html,exact_name_team,Jerome Palm,Valparaiso,2696.0,-2.31,-0.01,-2.32,667.0,-1.84,-0.07,-1.91,93.4,103.7,-10.3,-98.0,missing,,,,,,,,,,,,,,,,,,
Big West,Jalen Myers,jalen-myers,Norfolk State,norfolk-state,MEAC,D1,Hawaii,hawaii,2025-26,2024-25,target_conference_common_box,F,80.0,200.0,21.75,exact,29.37,exact,7.620000000000001,31,25.0,0.625,10.5,5.4,1.0,0.7,0.4,1.3,0.521,0.333,0.86,0.567,,,,,,,,16.8,8.64,1.6,1.12,0.64,2.08,7,0,9.0,63.0,0.225,2.9,0.9,0.6,0.1,0.0,0.3,0.4124004550625711,6.3,20.4,0.1,0.061,-6.5,,3.87,9.001996007984031,Limited target-conference role,https://www.sports-reference.com/cbb/schools/norfolk-state/men/2025.html,https://www.sports-reference.com/cbb/schools/hawaii/men/2026.html,exact_name_team,Jalen Myers,Norfolk State,1048.0,1.9,-0.23,1.67,1278.0,2.05,-0.21,1.84,111.2,104.3,6.9,61.0,missing,,,,,,,,,,,,,,,,,,
Big West,Sydney Shipp,sydney-shipp,Occidental,occidental,SCIAC,D2,Cal State Fullerton,cal-state-fullerton,2023-24,2022-23,target_conference_common_box,G,72.0,170.0,-3.81,exact,29.59,exact,33.4,25,33.84,0.8460000000000001,13.28,4.16,4.28,1.88,0.56,3.0,0.433,0.315,0.62,0.4792993630573248,,,,,,,,15.697399527186755,4.91725768321513,5.0591016548463354,2.222222222222222,0.6619385342789598,3.5460992907801416,2,0,4.0,8.0,0.1,0.0,0.5,1.0,0.0,0.0,0.5,0.0,2.0,6.6,0.0,-0.004,-3.3,,0.7999999999999998,5.30938123752495,Limited target-conference role,https://oxyathletics.com/sports/mens-basketball/roster/sydney-shipp/7664,https://www.sports-reference.com/cbb/schools/cal-state-fullerton/men/2024.html,not_d1,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,,,,
Big West,Festus Ndumanya,festus-ndumanya,Southern,southern,SWAC,D1,Cal State Northridge,cal-state-northridge,2024-25,2023-24,target_conference_common_box,F,79.0,225.0,21.33,exact,30.41,exact,9.080000000000002,4,9.0,0.225,0.5,2.0,0.3,0.0,0.3,0.5,0.1,0.0,0.0,0.1,,,,,,,,2.2222222222222223,8.88888888888889,1.3333333333333333,0.0,1.3333333333333333,2.2222222222222223,26,0,5.8,150.79999999999998,0.145,2.3,1.2,0.2,0.2,0.1,0.4,0.4506269592476488,8.0,23.8,0.2,0.059,-7.2,,3.2899999999999996,6.2924151696606785,Limited target-conference role,https://www.sports-reference.com/cbb/schools/southern/men/2024.html,https://www.sports-reference.com/cbb/schools/cal-state-northridge/men/2025.html,missing,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,,,,
Big West,Derek Sangster,derek-sangster,Princeton,princeton,Ivy,D1,UC Davis,uc-davis,2024-25,2023-24,target_conference_common_box,F,79.0,0.0,30.87,exact,30.41,exact,-0.4600000000000008,13,3.8,0.095,1.4,0.7,0.2,0.0,0.4,0.2,0.333,0.364,0.667,0.444,,,,,,,,14.73684210526316,7.36842105263158,2.1052631578947367,0.0,4.2105263157894735,2.1052631578947367,8,0,4.1,32.8,0.1025,1.5,0.5,0.1,0.0,0.3,0.1,0.462962962962963,12.1,21.4,0.1,0.073,-6.9,,2.0800000000000005,4.256487025948104,Limited target-conference role,https://www.sports-reference.com/cbb/schools/princeton/men/2024.html,https://www.sports-reference.com/cbb/schools/california-davis/men/2025.html,missing,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,,,,
Big West,Chris Mitchell,chris-mitchell,Cal State San Bernardino,cal-state-san-bernardino,CCAA,D2,UC Santa Barbara,uc-santa-barbara,2024-25,2023-24,target_conference_common_box,G,76.0,200.0,14.85,exact,30.41,exact,15.56,35,31.3,0.7825,16.3,7.3,1.8,0.7,0.3,3.1,0.491,0.437,0.76,0.0,,,,,,,,20.83067092651757,9.329073482428116,2.3003194888178915,0.8945686900958466,0.3833865814696485,3.961661341853035,10,0,8.5,85.0,0.2125,2.4,1.7,0.1,0.3,0.1,0.9,0.4207573632538569,4.7,23.5,0.0,-0.023,-9.4,,3.4899999999999993,6.24750499001996,Limited target-conference role,https://csusbathletics.com/sports/mens-basketball/roster/chris-mitchell/4103,https://www.sports-reference.com/cbb/schools/california-santa-barbara/men/2025.html,not_d1,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,,,,
Big West,Daniel Tobiloba,daniel-tobiloba,South Florida,south-florida,American,D1,UC Riverside,uc-riverside,2025-26,2024-25,target_conference_common_box,C,84.0,235.0,34.55,exact,29.37,exact,-5.179999999999996,9,5.0,0.125,0.7,1.8,0.0,0.2,0.2,0.1,0.5,0.0,0.5,0.5,,,,,,,,5.6,14.4,0.0,1.6,1.6,0.8,8,0,3.0,24.0,0.075,0.3,1.1,0.0,0.1,0.1,0.0,0.1874999999999999,8.0,12.3,0.0,0.028,-8.7,,1.2100000000000002,1.9560878243512976,Limited target-conference role,https://www.sports-reference.com/cbb/schools/south-florida/men/2025.html,https://www.sports-reference.com/cbb/schools/california-riverside/men/2026.html,missing,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,,,,
Big West,Matija Svetozarević,matija-svetozarevi,Portland,portland,West Coast,D1,Hawaii,hawaii,2022-23,2021-22,target_conference_common_box,G,79.0,215.0,36.71,exact,29.79,exact,-6.920000000000002,23,9.7,0.2425,2.6,1.7,0.5,0.2,0.1,0.5,0.333,0.233,0.938,0.395,,,,,,,,10.721649484536083,7.010309278350516,2.061855670103093,0.8247422680412372,0.4123711340206186,2.061855670103093,7,0,1.6,11.2,0.04,0.3,0.3,0.0,0.0,0.0,0.1,0.25,-4.8,24.4,0.0,-0.106,-25.6,,0.46,1.0778443113772451,Limited target-conference role,https://www.sports-reference.com/cbb/schools/portland/men/2022.html,https://www.sports-reference.com/cbb/schools/hawaii/men/2023.html,missing,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,,,,
WCC,Jaxson Robinson,jaxson robinson,Arkansas,arkansas,SEC,D1,BYU,byu,2022-23,2021-22,target_conference_common_box,G,6-7,193.0,43.14,exact,36.74,exact,-6.399999999999999,16,10.2,0.255,3.4,1.3,0.4,0.1,0.3,0.4,0.38,0.326,1.0,0.52,,,,,,,,13.333333333333334,5.098039215686275,1.5686274509803924,0.3921568627450981,1.1764705882352942,1.5686274509803924,33,30,28.1,927.3,0.7025,8.5,2.9,1.8,0.8,0.5,1.5,0.508860153256705,10.6,17.0,2.0,0.086,2.2,,11.95,66.8562874251497,Target-conference starter/plus rotation,https://www.sports-reference.com/cbb/players/jaxson-robinson-1.html,https://www.sports-reference.com/cbb/players/jaxson-robinson-1.html,missing,,,,,,,,,,,,,,,exact_name_team,Jaxson Robinson,BYU,1088.0,0.77,0.65,1.42,1598.0,0.73,0.66,1.4,107.3,92.5,14.8,102.0,1.42,0.77,0.65,1598.0
WCC,Noah Waterman,noah waterman,Detroit Mercy,detroit-mercy,Horizon,D1,BYU,byu,2022-23,2021-22,target_conference_common_box,F,6-11,210.0,26.18,exact,36.74,exact,10.560000000000002,21,25.3,0.6325000000000001,8.0,4.0,0.5,0.8,0.7,0.9,0.429,0.375,0.75,0.564,,,,,,,,12.648221343873518,6.324110671936759,0.7905138339920948,1.2648221343873518,1.1067193675889329,1.4229249011857708,33,14,17.0,561.0,0.425,4.6,2.8,0.8,0.5,0.4,1.1,0.4807692307692307,8.3,17.0,0.9,0.067,-1.0,,7.199999999999999,31.43213572854291,Limited target-conference role,https://www.sports-reference.com/cbb/players/noah-waterman-1.html,https://www.sports-reference.com/cbb/players/noah-waterman-1.html,exact_name_team,Noah Waterman,Detroit,1298.0,1.04,-0.05,0.99,856.0,0.55,-0.2,0.35,105.6,101.0,4.6,22.0,exact_name_team,Noah Waterman,BYU,1751.0,-0.83,0.88,0.05,930.0,-1.87,0.94,-0.93,104.4,91.5,12.9,30.0,0.05,-0.83,0.88,930.0
WCC,Rudi Williams,rudi williams,Coastal Carolina,coastal-carolina,Sun Belt,D1,BYU,byu,2022-23,2021-22,target_conference_common_box,G,6-3,182.0,29.95,exact,36.74,exact,6.790000000000003,33,30.2,0.755,14.7,4.2,3.2,1.5,0.1,2.2,0.509,0.447,0.735,0.582,,,,,,,,19.47019867549669,5.562913907284768,4.23841059602649,1.9867549668874176,0.1324503311258278,2.913907284768212,34,13,23.5,799.0,0.5875,12.8,2.7,2.8,0.8,0.2,2.2,0.5923731951129212,20.3,27.5,3.3,0.164,5.2,,16.25,75.39920159680638,Target-conference starter/plus rotation,https://www.sports-reference.com/cbb/players/rudi-williams-1.html,https://www.sports-reference.com/cbb/players/rudi-williams-1.html,exact_name_team,Rudi Williams,Coastal Carolina,454.0,3.03,0.45,3.48,1550.0,3.67,0.33,4.0,103.8,95.6,8.2,78.0,exact_name_team,Rudi Williams,BYU,626.0,2.7,0.01,2.7,1348.0,3.18,0.42,3.6,106.3,96.2,10.1,42.0,2.7,2.7,0.01,1348.0
WCC,Efton Reid,efton reid,Louisiana State,louisiana-state,SEC,D1,Gonzaga,gonzaga,2022-23,2021-22,target_conference_common_box,C,6-11,238.0,43.14,exact,36.74,exact,-6.399999999999999,34,19.6,0.49,6.3,4.3,0.5,0.5,0.8,1.4,0.519,0.25,0.483,0.532,,,,,,,,12.857142857142856,8.775510204081632,1.020408163265306,1.020408163265306,1.6326530612244896,2.8571428571428568,25,0,4.6,115.0,0.1149999999999999,2.1,1.0,0.1,0.1,0.1,0.6,0.6104651162790699,14.0,24.0,0.3,0.088,-7.3,,2.7099999999999995,6.007984031936128,Limited target-conference role,https://www.sports-reference.com/cbb/players/efton-reid-1.html,https://www.sports-reference.com/cbb/players/efton-reid-1.html,exact_name_team,Efton Reid,LSU,618.0,-0.02,2.83,2.81,1184.0,-0.59,1.41,0.82,107.1,80.2,26.8,182.0,missing,,,,,,,,,,,,,,,,,,
WCC,Malachi Smith,malachi smith,Chattanooga,chattanooga,Southern,D1,Gonzaga,gonzaga,2022-23,2021-22,target_conference_common_box,G,6-4,205.0,31.55,exact,36.74,exact,5.190000000000001,35,35.4,0.885,19.9,6.7,3.0,1.7,0.1,2.3,0.493,0.407,0.827,0.552,,,,,,,,22.48587570621469,7.570621468926554,3.389830508474577,1.92090395480226,0.1129943502824858,2.598870056497175,37,1,20.8,769.6,0.52,8.7,3.6,1.4,0.9,0.0,0.8,0.6618989653073645,21.0,17.4,3.5,0.184,8.2,,12.43,70.32934131736528,Target-conference starter/plus rotation,https://www.sports-reference.com/cbb/players/malachi-smith-1.html,https://www.sports-reference.com/cbb/players/malachi-smith-1.html,exact_name_team,Malachi Smith,Chattanooga,57.0,4.62,2.01,6.63,1954.0,4.8,1.42,6.23,111.8,91.9,19.8,238.0,exact_name_team,Malachi Smith,Gonzaga,77.0,5.03,1.13,6.16,1312.0,4.22,0.78,4.99,124.2,95.2,28.9,235.0,6.16,5.03,1.13,1312.0
WCC,Ryan Nembhard,ryan nembhard,Creighton,creighton,Big East,D1,Gonzaga,gonzaga,2023-24,2022-23,target_conference_common_box,G,6-0,167.0,42.46,exact,34.66,exact,-7.800000000000004,37,34.0,0.85,12.1,4.0,4.8,0.7,0.1,2.1,0.432,0.356,0.871,0.503,,,,,,,,14.235294117647058,4.705882352941177,5.647058823529412,0.8235294117647058,0.1176470588235294,2.4705882352941178,35,35,35.8,1253.0,0.8949999999999999,12.6,4.0,6.9,1.2,0.0,2.3,0.530481643651061,16.6,19.8,4.6,0.148,4.4,,19.92,94.311377245509,Target-conference impact starter,https://www.sports-reference.com/cbb/players/ryan-nembhard-1.html,https://www.sports-reference.com/cbb/players/ryan-nembhard-1.html,exact_name_team,Ryan Nembhard,Creighton,149.0,3.21,2.04,5.26,2199.0,3.41,0.98,4.39,115.0,86.2,28.8,304.0,exact_name_team,Ryan Nembhard,Gonzaga,85.0,4.79,1.61,6.41,2117.0,4.22,0.83,5.04,124.6,91.0,33.5,482.0,6.41,4.79,1.61,2117.0
