target_conference,player_name,player_slug,source_school,source_school_slug,source_conference,source_level,destination_school,destination_school_slug,first_big_west_season,source_season,source_stat_source,position,height_in,weight_lbs,source_conf_power,source_conf_power_method,destination_conf_power,destination_conf_power_method,conf_power_delta,source_games,source_mpg,source_minutes_share,source_ppg,source_rpg,source_apg,source_spg,source_bpg,source_topg,source_fg_pct,source_fg3_pct,source_ft_pct,source_efg_pct,source_ts_pct,source_three_rate,source_ft_rate,source_per,source_usg_pct,source_ws,source_bpm,source_pts_per_40,source_reb_per_40,source_ast_per_40,source_stl_per_40,source_blk_per_40,source_tov_per_40,big_west_games,big_west_games_started,big_west_mpg,big_west_minutes,big_west_minutes_share,big_west_ppg,big_west_rpg,big_west_apg,big_west_spg,big_west_bpg,big_west_topg,big_west_ts_pct,big_west_per,big_west_usg_pct,big_west_ws,big_west_ws_per_40,big_west_bpm,big_west_porpag,production_score,impact_score,outcome_tier,source_url,outcome_url,target_evanmiya_match_method,target_evanmiya_player_name,target_evanmiya_team,target_evanmiya_rank,target_evanmiya_obpr,target_evanmiya_dbpr,target_evanmiya_bpr,target_evanmiya_poss,target_evanmiya_box_obpr,target_evanmiya_box_dbpr,target_evanmiya_box_bpr,target_evanmiya_adj_team_off_eff,target_evanmiya_adj_team_def_eff,target_evanmiya_adj_team_eff_margin,target_evanmiya_plus_minus,big_west_bpr,big_west_obpr,big_west_dbpr,big_west_bpr_poss
Big West,Jarred Hyder,jarred-hyder,California,california,PAC 12,D1,Cal Poly,cal-poly,2023-24,2021-22,target_conference_common_box,G,75.0,185.0,40.79,exact,29.59,exact,-11.2,22,8.8,0.22,1.3,0.6,0.8,0.1,0.0,0.4,0.237,0.188,0.727,0.276,,,,,,,,5.909090909090908,2.727272727272727,3.636363636363636,0.4545454545454545,0.0,1.818181818181818,25,25,34.0,850.0,0.85,10.3,2.6,2.5,1.2,0.2,2.1,0.4498602375960867,8.8,21.2,0.1,0.006,-4.5,,13.8,52.418772563176894,Target-conference rotation,https://www.sports-reference.com/cbb/schools/california/men/2022.html,https://www.sports-reference.com/cbb/schools/cal-poly/men/2024.html,exact_name_team,Jarred Hyder,Cal Poly,2677.0,-1.27,-0.99,-2.26,1400.0,-1.49,-0.3,-1.79,93.9,107.3,-13.4,-239.0,-2.26,-1.27,-0.99,1400.0
Big West,Marcus Tsohonis,marcus-tsohonis,VCU,vcu,Atlantic 10,D1,Long Beach State,long-beach-state,2022-23,2021-22,target_conference_common_box,G,75.0,190.0,35.45,exact,29.79,exact,-5.660000000000004,29,14.4,0.36,5.1,1.7,1.1,0.3,0.0,0.8,0.371,0.368,0.609,0.469,,,,,,,,14.166666666666666,4.722222222222222,3.0555555555555554,0.8333333333333333,0.0,2.2222222222222223,28,21,26.3,736.4,0.6575,14.1,3.4,2.0,0.9,0.1,2.5,0.4681274900398406,13.4,31.4,1.2,0.067,-4.0,,17.33,53.60108303249097,Target-conference rotation,https://www.sports-reference.com/cbb/schools/virginia-commonwealth/men/2022.html,https://www.sports-reference.com/cbb/schools/long-beach-state/men/2023.html,exact_name_team,Marcus Tsohonis,Long Beach State,2254.0,-0.39,-0.74,-1.13,1268.0,-1.05,-1.06,-2.11,103.3,98.5,4.9,36.0,-1.13,-0.39,-0.74,1268.0
Big West,Jordan Brinson,jordan-brinson,Fresno State,fresno-state,Mountain West,D1,Cal State Northridge,cal-state-northridge,2023-24,2022-23,target_conference_common_box,G,75.0,175.0,38.01,exact,29.59,exact,-8.419999999999998,3,6.0,0.15,0.7,1.0,1.0,0.0,0.0,0.3,0.0,0.0,1.0,0.0,,,,,,,,4.666666666666667,6.666666666666667,6.666666666666667,0.0,0.0,2.0,12,8,26.3,315.6,0.6575,8.2,4.8,3.7,1.2,0.3,1.5,0.4871673003802281,14.2,17.7,0.9,0.108,-1.7,,14.45,52.98736462093863,Target-conference rotation,https://www.sports-reference.com/cbb/schools/fresno-state/men/2023.html,https://www.sports-reference.com/cbb/schools/cal-state-northridge/men/2024.html,exact_name_team,Jordan Brinson,Cal State Northridge,1323.0,-0.18,1.1,0.92,500.0,-0.68,0.15,-0.54,102.7,93.4,9.3,58.0,0.92,-0.18,1.1,500.0
Big West,Colin Smith,colin-smith,Vanderbilt,vanderbilt,SEC,D1,UC Santa Barbara,uc-santa-barbara,2024-25,2023-24,target_conference_common_box,F,80.0,210.0,42.64,exact,30.41,exact,-12.23,7,25.4,0.635,7.1,6.6,0.3,1.0,0.3,1.0,0.354,0.273,0.538,0.448,,,,,,,,11.181102362204726,10.393700787401576,0.4724409448818898,1.5748031496062993,0.4724409448818898,1.5748031496062993,20,10,20.3,406.0,0.5075000000000001,8.7,2.8,1.1,0.4,0.4,1.4,0.6106120157215047,15.7,22.3,1.3,0.124,1.0,,11.289999999999996,52.63537906137185,Target-conference rotation,https://www.sports-reference.com/cbb/schools/vanderbilt/men/2024.html,https://www.sports-reference.com/cbb/schools/california-santa-barbara/men/2025.html,exact_name_team,Colin Smith,UC Santa Barbara,1478.0,1.8,-1.14,0.66,669.0,0.98,-0.98,0.0,116.3,107.6,8.7,69.0,0.66,1.8,-1.14,669.0
Big West,Isaiah Kerr,isaiah-kerr,Chico State,chico-state,CCAA,D2,Hawaii,hawaii,2025-26,2024-25,target_conference_common_box,G,75.0,180.0,13.01,exact,29.37,exact,16.36,29,32.89655172413793,0.8224137931034482,13.20689655172414,4.068965517241379,3.1724137931034484,0.7931034482758621,0.4137931034482758,2.103448275862069,0.461,0.35,0.698,0.53125,,,,,,,,16.058700209643607,4.947589098532495,3.8574423480083864,0.9643605870020966,0.5031446540880504,2.557651991614256,31,0,20.6,638.6,0.515,6.4,2.4,1.4,0.7,0.3,1.0,0.5215123859191656,10.9,16.8,1.8,0.113,0.4,,9.260000000000002,51.68772563176896,Target-conference rotation,https://chicowildcats.com/sports/mens-basketball/stats/2024-25,https://www.sports-reference.com/cbb/players/isaiah-kerr-1.html,exact_name_team,Isaiah Kerr,Hawaii,1730.0,-0.27,0.42,0.15,1094.0,-0.16,-0.48,-0.64,104.2,100.5,3.7,92.0,0.15,-0.27,0.42,1094.0
Big West,Jamal Hartwell II,jamal-hartwell-ii,George Mason,george-mason,Atlantic 10,D1,UC Riverside,uc-riverside,2022-23,2021-22,target_conference_common_box,G,70.0,155.0,35.45,exact,29.79,exact,-5.660000000000004,26,13.1,0.3275,2.9,0.8,1.1,0.2,0.0,0.4,0.26,0.281,0.7,0.354,,,,,,,,8.854961832061068,2.4427480916030535,3.3587786259541987,0.6106870229007634,0.0,1.2213740458015268,34,8,23.4,795.5999999999999,0.585,8.4,0.9,1.0,0.5,0.0,1.0,0.5654281098546041,11.6,18.4,2.1,0.104,-1.2,,9.58,52.355595667870034,Target-conference rotation,https://www.sports-reference.com/cbb/schools/george-mason/men/2022.html,https://www.sports-reference.com/cbb/schools/california-riverside/men/2023.html,exact_name_team,Jamal Hartwell II,UC Riverside,1950.0,0.72,-1.13,-0.42,1326.0,0.94,-1.64,-0.7,104.5,100.1,4.5,33.0,-0.42,0.72,-1.13,1326.0
Big West,Kyle Evans,kyle-evans,Colorado State,colorado-state,Mountain West,D1,UC Irvine,uc-irvine,2024-25,2023-24,target_conference_common_box,F,82.0,200.0,38.07,exact,30.41,exact,-7.66,9,5.8,0.145,2.0,1.3,0.4,0.1,0.3,0.7,0.8,0.0,0.667,0.8,,,,,,,,13.793103448275865,8.965517241379311,2.7586206896551726,0.6896551724137931,2.068965517241379,4.827586206896552,39,0,12.0,468.0,0.3,4.4,3.4,0.3,0.2,1.2,0.7,0.7105943152454781,21.8,16.0,2.4,0.203,5.9,,7.62,51.20036101083032,Target-conference rotation,https://www.sports-reference.com/cbb/schools/colorado-state/men/2024.html,https://www.sports-reference.com/cbb/schools/california-irvine/men/2025.html,exact_name_team,Kyle Evans,UC Irvine,997.0,-0.24,2.02,1.78,774.0,0.52,1.66,2.17,102.3,92.9,9.5,22.0,1.78,-0.24,2.02,774.0
Big West,Justin Rochelin,justin-rochelin,Oregon State,oregon-state,PAC 12,D1,UC San Diego,uc-san-diego,2024-25,2023-24,target_conference_common_box,G,77.0,190.0,41.26,exact,30.41,exact,-10.849999999999998,27,10.9,0.2725,2.1,1.7,0.4,0.6,0.0,0.6,0.3,0.233,0.8,0.383,,,,,,,,7.706422018348624,6.238532110091743,1.4678899082568806,2.2018348623853212,0.0,2.2018348623853212,35,0,19.3,675.5,0.4825,6.6,3.5,0.7,0.7,0.3,0.8,0.5693581780538302,13.3,18.0,2.6,0.152,-0.5,,9.84,50.48736462093862,Target-conference rotation,https://www.sports-reference.com/cbb/schools/oregon-state/men/2024.html,https://www.sports-reference.com/cbb/schools/california-san-diego/men/2025.html,exact_name_team,Justin Rochelin,UC San Diego,939.0,0.71,1.21,1.92,1088.0,-0.04,0.31,0.27,118.7,91.4,27.3,254.0,1.92,0.71,1.21,1088.0
Big West,B.J. Kolly,bj-kolly,Montana State,montana-state,Big Sky,D1,UC Riverside,uc-riverside,2025-26,2024-25,target_conference_common_box,F,80.0,200.0,28.35,exact,29.37,exact,1.0199999999999996,24,8.6,0.215,2.3,1.5,0.6,0.2,0.5,0.8,0.525,0.0,0.737,0.525,,,,,,,,10.697674418604652,6.976744186046512,2.7906976744186047,0.9302325581395348,2.3255813953488373,3.720930232558139,30,30,24.4,732.0,0.61,8.7,5.5,1.4,0.6,1.4,2.5,0.5775358470525757,14.3,20.3,1.3,0.072,-2.9,,13.68,49.8826714801444,Target-conference rotation,https://www.sports-reference.com/cbb/schools/montana-state/men/2025.html,https://www.sports-reference.com/cbb/schools/california-riverside/men/2026.html,exact_name_team,BJ Kolly,UC Riverside,2226.0,-2.19,1.21,-0.98,1256.0,-1.16,0.88,-0.28,93.9,106.7,-12.8,-159.0,-0.98,-2.19,1.21,1256.0
Big West,Pierre Crockrell II,pierre-crockrell-ii,Pacific,pacific,West Coast,D1,UC Irvine,uc-irvine,2022-23,2021-22,target_conference_common_box,G,72.0,175.0,36.71,exact,29.79,exact,-6.920000000000002,30,29.2,0.73,6.7,2.4,4.3,1.2,0.0,2.1,0.416,0.375,0.5,0.429,,,,,,,,9.178082191780822,3.2876712328767126,5.89041095890411,1.6438356164383563,0.0,2.8767123287671232,35,33,24.2,847.0,0.605,5.0,2.0,5.1,1.0,0.0,2.1,0.4404510218463707,10.7,16.2,1.6,0.075,-2.0,,9.619999999999996,48.33935018050541,Target-conference rotation,https://www.sports-reference.com/cbb/schools/pacific/men/2022.html,https://www.sports-reference.com/cbb/schools/california-irvine/men/2023.html,exact_name_team,Pierre Crockrell II,UC Irvine,872.0,0.84,1.12,1.96,1428.0,0.58,-0.6,-0.02,106.1,91.6,14.5,186.0,1.96,0.84,1.12,1428.0
Big West,Derrick Michael Xzavierro,derrick-michael-xzavierro,GCU,gcu,WAC,D1,Long Beach State,long-beach-state,2024-25,2023-24,target_conference_common_box,F,82.0,220.0,31.41,exact,30.41,exact,-1.0,14,3.7,0.0925,1.7,2.0,0.2,0.0,0.1,0.2,0.563,0.333,0.571,0.625,,,,,,,,18.37837837837838,21.62162162162162,2.162162162162162,0.0,1.081081081081081,2.162162162162162,29,21,22.3,646.7,0.5575,5.2,6.8,0.6,0.5,1.2,1.0,0.4942965779467681,14.9,14.9,1.4,0.087,-2.0,,11.07,47.418772563176894,Target-conference rotation,https://www.sports-reference.com/cbb/schools/grand-canyon/men/2024.html,https://www.sports-reference.com/cbb/schools/long-beach-state/men/2025.html,exact_name_team,Derrick Michael Xzavierro,Long Beach State,2015.0,-1.64,1.23,-0.41,974.0,-1.13,1.25,0.12,97.8,104.2,-6.4,-116.0,-0.41,-1.64,1.23,974.0
Big West,Mahmoud Fofana,mahmoud-fofana,Cal State San Bernardino,cal-state-san-bernardino,CCAA,D2,Cal State Northridge,cal-state-northridge,2023-24,2022-23,target_conference_common_box,W,78.0,185.0,14.06,exact,29.59,exact,15.53,35,23.0,0.575,8.4,6.085714285714285,1.0,0.8,0.9714285714285714,0.9714285714285714,0.652,0.286,0.597,0.6631016042780749,,,,,,,,14.608695652173912,10.583850931677018,1.7391304347826086,1.391304347826087,1.6894409937888195,1.6894409937888195,31,12,21.8,675.8000000000001,0.545,5.1,5.6,0.7,0.8,0.4,0.9,0.4818594104308389,11.7,13.4,1.7,0.1,-1.8,,9.9,46.922382671480136,Target-conference rotation,https://csusbathletics.com/sports/mens-basketball/stats/2022-23,https://www.sports-reference.com/cbb/players/mahmoud-fofana-1.html,exact_name_team,Mahmoud Fofana,Cal State Northridge,2436.0,-1.07,-0.41,-1.47,1150.0,-1.07,0.04,-1.02,100.2,102.6,-2.4,-48.0,-1.47,-1.07,-0.41,1150.0
Big West,Jacob Davison,jacob-davison,Eastern Washington,eastern-washington,Big Sky,D1,Cal Poly,cal-poly,2021-22,2020-21,target_conference_common_box,G,76.0,175.0,27.53,exact,28.77,exact,1.2399999999999984,22,21.0,0.525,9.8,2.6,1.5,0.6,0.4,1.5,0.386,0.356,0.804,0.471,,,,,,,,18.666666666666668,4.9523809523809526,2.857142857142857,1.1428571428571428,0.7619047619047619,2.857142857142857,7,5,27.1,189.7,0.6775,11.9,3.6,1.3,0.9,0.4,2.3,0.4789117836445589,13.2,29.4,0.2,0.051,-4.0,,15.090000000000002,45.96570397111913,Target-conference rotation,https://www.sports-reference.com/cbb/schools/eastern-washington/men/2021.html,https://www.sports-reference.com/cbb/schools/cal-poly/men/2022.html,missing,,,,,,,,,,,,,,,,,,
Big West,Zion Richardson,zion-richardson,Quincy,quincy,GLVC,D2,Cal State Fullerton,cal-state-fullerton,2024-25,2023-24,target_conference_common_box,G,76.0,208.0,16.5,exact,30.41,exact,13.91,26,32.19230769230769,0.8048076923076923,17.692307692307693,7.1923076923076925,1.8076923076923077,1.1923076923076923,0.1923076923076923,1.7692307692307692,0.429,0.336,0.844,0.4875346260387811,,,,,,,,21.983273596176826,8.936678614097968,2.246117084826762,1.4814814814814814,0.2389486260454002,2.198327359617682,21,4,18.1,380.1,0.4525,7.6,3.3,0.9,0.6,0.0,1.1,0.6217277486910995,16.7,20.6,1.1,0.11,1.0,,10.41,47.09386281588448,Target-conference rotation,https://quhawks.com/sports/mens-basketball/stats/2023-24,https://www.sports-reference.com/cbb/players/zion-richardson-1.html,exact_name_team,Zion Richardson,Cal State Fullerton,1826.0,1.3,-1.32,-0.02,646.0,1.47,-0.26,1.22,99.5,112.6,-13.1,-104.0,-0.02,1.3,-1.32,646.0
Big West,Tyler Beard,tyler-beard,Pacific,pacific,West Coast,D1,Cal State Northridge,cal-state-northridge,2024-25,2023-24,target_conference_common_box,G,74.0,180.0,34.66,exact,30.41,exact,-4.2499999999999964,30,18.4,0.4599999999999999,4.4,2.1,1.7,0.3,0.1,0.7,0.331,0.343,0.6,0.411,,,,,,,,9.56521739130435,4.565217391304349,3.695652173913044,0.6521739130434783,0.2173913043478261,1.5217391304347827,33,3,20.7,683.1,0.5175,6.0,2.8,3.3,0.7,0.1,1.8,0.497677504976775,10.8,17.8,1.4,0.082,-1.0,,9.93,46.3086642599278,Target-conference rotation,https://www.sports-reference.com/cbb/schools/pacific/men/2024.html,https://www.sports-reference.com/cbb/schools/cal-state-northridge/men/2025.html,exact_name_team,Tyler Beard,Cal State Northridge,1185.0,1.74,-0.41,1.33,1178.0,0.67,-0.24,0.43,115.0,100.7,14.3,136.0,1.33,1.74,-0.41,1178.0
Big West,Luke Turner,luke-turner,Wofford,wofford,Southern,D1,UC Riverside,uc-riverside,2022-23,2021-22,target_conference_common_box,F,79.0,195.0,31.55,exact,29.79,exact,-1.7600000000000016,29,10.9,0.2725,2.9,1.5,0.7,0.3,0.0,0.3,0.4,0.3,0.5,0.494,,,,,,,,10.642201834862384,5.504587155963303,2.568807339449541,1.1009174311926606,0.0,1.1009174311926606,34,11,17.8,605.2,0.445,3.9,2.6,0.7,0.4,0.1,0.5,0.6116687578419071,11.1,10.7,1.6,0.108,1.1,,6.3100000000000005,44.13357400722021,Limited target-conference role,https://www.sports-reference.com/cbb/schools/wofford/men/2022.html,https://www.sports-reference.com/cbb/schools/california-riverside/men/2023.html,exact_name_team,Luke Turner,UC Riverside,1375.0,0.86,-0.06,0.81,966.0,0.99,-1.15,-0.16,104.7,96.6,8.1,71.0,0.81,0.86,-0.06,966.0
Big West,Jailen Daniel-Dalton,jailen-daniel-dalton2,San Francisco State,san-francisco-state,CCAA,D2,UC Riverside,uc-riverside,2025-26,2023-24,target_conference_common_box,W,78.0,220.0,14.85,exact,29.37,exact,14.52,31,29.032258064516128,0.7258064516129032,11.774193548387096,6.645161290322581,1.6129032258064515,0.935483870967742,0.6129032258064516,2.064516129032258,0.47,0.379,0.713,0.5278745644599303,,,,,,,,16.22222222222222,9.155555555555557,2.2222222222222223,1.2888888888888888,0.8444444444444444,2.844444444444445,26,17,23.2,603.1999999999999,0.58,6.0,4.0,0.9,0.6,0.5,1.0,0.5387931034482759,10.7,14.1,1.1,0.073,-2.6,,9.7,43.95306859205776,Limited target-conference role,https://sfstategators.com/sports/mens-basketball/stats/2023-24,https://www.sports-reference.com/cbb/players/jailen-daniel-dalton-1.html,exact_name_team,Jailen Daniel-Dalton,UC Riverside,2333.0,-0.68,-0.57,-1.24,1002.0,-0.82,-0.03,-0.85,99.2,111.9,-12.8,-94.0,-1.24,-0.68,-0.57,1002.0
Big West,Donovan Oday,donovan-oday,McNeese,mcneese,Southland,D1,Cal State Fullerton,cal-state-fullerton,2023-24,2022-23,target_conference_common_box,G,74.0,195.0,22.43,exact,29.59,exact,7.16,34,16.6,0.415,4.9,2.1,1.2,0.6,0.1,1.1,0.375,0.23,0.765,0.421,,,,,,,,11.80722891566265,5.0602409638554215,2.8915662650602405,1.4457831325301205,0.2409638554216867,2.650602409638554,32,0,18.3,585.6,0.4575,7.1,2.0,0.7,1.0,0.2,1.0,0.5333533653846154,14.7,22.2,1.5,0.101,-0.4,,9.33,43.294223826714806,Limited target-conference role,https://www.sports-reference.com/cbb/schools/mcneese-state/men/2023.html,https://www.sports-reference.com/cbb/schools/cal-state-fullerton/men/2024.html,exact_name_team,Donovan Oday,Cal State Fullerton,1199.0,0.22,1.0,1.22,947.0,-1.16,0.47,-0.69,104.3,95.4,8.9,33.0,1.22,0.22,1.0,947.0
Big West,Emmanuel Tshimanga,emmanuel-tshimanga,UC Irvine,uc-irvine,Big West,D1,UC San Diego,uc-san-diego,2022-23,2021-22,target_conference_common_box,C,84.0,270.0,28.77,exact,29.79,exact,1.0199999999999996,25,10.6,0.265,3.4,3.3,0.2,0.1,0.1,0.8,0.636,0.0,0.64,0.636,,,,,,,,12.830188679245284,12.452830188679243,0.7547169811320755,0.3773584905660377,0.3773584905660377,3.018867924528302,24,10,19.3,463.2000000000001,0.4825,7.1,6.2,0.7,0.3,0.7,1.7,0.6206293706293705,18.5,20.8,1.4,0.123,-2.5,,11.78,41.7870036101083,Limited target-conference role,https://www.sports-reference.com/cbb/schools/california-irvine/men/2022.html,https://www.sports-reference.com/cbb/schools/california-san-diego/men/2023.html,exact_name_team,Emmanuel Tshimanga,UC San Diego,1194.0,-0.88,2.06,1.18,730.0,-0.84,0.54,-0.3,99.0,92.9,6.1,-9.0,1.18,-0.88,2.06,730.0
Big West,Kieves Turner,kieves-turner,San Diego,san-diego,West Coast,D1,UC Santa Barbara,uc-santa-barbara,2024-25,2023-24,target_conference_common_box,G,74.0,185.0,34.66,exact,30.41,exact,-4.2499999999999964,31,25.6,0.64,15.5,2.4,1.9,0.9,0.1,2.1,0.406,0.374,0.858,0.491,,,,,,,,24.21875,3.75,2.96875,1.40625,0.15625,3.28125,34,3,19.4,659.5999999999999,0.485,9.6,1.8,1.4,0.5,0.1,1.3,0.5405405405405405,14.8,27.9,1.6,0.098,-3.0,,11.61,41.46209386281589,Limited target-conference role,https://www.sports-reference.com/cbb/schools/san-diego/men/2024.html,https://www.sports-reference.com/cbb/schools/california-santa-barbara/men/2025.html,exact_name_team,Deuce Turner,UC Santa Barbara,2197.0,0.71,-1.58,-0.87,1050.0,0.01,-1.11,-1.09,109.6,107.9,1.7,15.0,-0.87,0.71,-1.58,1050.0
Big West,Max Murrell,max-murrell,Stanford,stanford,PAC 12,D1,UC Santa Barbara,uc-santa-barbara,2024-25,2023-24,target_conference_common_box,F,81.0,225.0,41.26,exact,30.41,exact,-10.849999999999998,17,14.7,0.3675,2.6,2.1,0.6,0.4,0.9,0.5,0.366,0.304,0.727,0.451,,,,,,,,7.07482993197279,5.714285714285714,1.6326530612244898,1.08843537414966,2.4489795918367347,1.3605442176870748,31,18,19.0,589.0,0.475,5.5,2.1,1.0,0.4,0.7,0.7,0.5268199233716475,11.0,16.5,1.3,0.091,-0.7,,8.09,41.41696750902528,Limited target-conference role,https://www.sports-reference.com/cbb/schools/stanford/men/2024.html,https://www.sports-reference.com/cbb/schools/california-santa-barbara/men/2025.html,exact_name_team,Max Murrell,UC Santa Barbara,2006.0,-0.65,0.25,-0.4,968.0,0.04,-0.08,-0.04,105.9,102.6,3.3,26.0,-0.4,-0.65,0.25,968.0
Big West,Ethan Igbanugo,ethan-igbanugo,North Dakota,north-dakota,Summit League,D1,Cal State Northridge,cal-state-northridge,2022-23,2021-22,target_conference_common_box,G,74.0,185.0,27.15,exact,29.79,exact,2.640000000000001,29,23.6,0.5900000000000001,8.8,2.4,1.3,0.4,0.2,1.2,0.348,0.358,0.634,0.441,,,,,,,,14.915254237288137,4.067796610169491,2.2033898305084745,0.6779661016949152,0.3389830508474576,2.0338983050847457,32,14,26.0,832.0,0.65,6.1,2.3,1.8,0.6,0.1,1.3,0.5059721300597212,8.3,14.9,0.9,0.046,-4.5,,8.809999999999999,41.03790613718412,Limited target-conference role,https://www.sports-reference.com/cbb/schools/north-dakota/men/2022.html,https://www.sports-reference.com/cbb/schools/cal-state-northridge/men/2023.html,exact_name_team,Ethan Igbanugo,Cal State Northridge,2646.0,-0.84,-1.41,-2.25,1306.0,-0.43,-0.86,-1.29,93.4,105.8,-12.4,-180.0,-2.25,-0.84,-1.41,1306.0
Big West,Shaquil Bender,shaquil-bender,Manhattan,manhattan,MAAC,D1,Long Beach State,long-beach-state,2025-26,2024-25,target_conference_common_box,G,74.0,170.0,25.17,exact,29.37,exact,4.199999999999999,31,31.5,0.7875,11.2,3.5,2.0,0.9,0.1,1.8,0.374,0.248,0.857,0.427,,,,,,,,14.22222222222222,4.444444444444445,2.5396825396825395,1.1428571428571428,0.1269841269841269,2.2857142857142856,31,9,21.9,678.9,0.5475,10.8,1.8,1.4,0.6,0.3,2.0,0.5184331797235023,11.4,28.3,0.5,0.031,-4.2,,12.670000000000002,38.82671480144404,Limited target-conference role,https://www.sports-reference.com/cbb/schools/manhattan/men/2025.html,https://www.sports-reference.com/cbb/schools/long-beach-state/men/2026.html,exact_name_team,Shaquil Bender,Long Beach State,2650.0,-0.91,-1.26,-2.18,1146.0,-1.92,-0.92,-2.83,102.5,110.8,-8.3,-67.0,-2.18,-0.91,-1.26,1146.0
Big West,Jaden Henderson,jaden-henderson,Concordia Irvine,concordia-irvine,PacWest,D2,Cal State Fullerton,cal-state-fullerton,2025-26,2024-25,target_conference_common_box,G,75.0,185.0,12.92,exact,29.37,exact,16.450000000000003,28,32.214285714285715,0.8053571428571429,15.964285714285714,4.178571428571429,2.392857142857143,1.3214285714285714,0.1428571428571428,2.5714285714285716,0.481,0.322,0.857,0.5208333333333334,,,,,,,,19.82261640798226,5.188470066518848,2.971175166297117,1.6407982261640797,0.1773835920177383,3.1929046563192904,32,1,17.8,569.6,0.445,7.6,2.5,1.7,0.5,0.1,1.1,0.5413105413105413,13.5,21.3,1.1,0.079,-1.3,,10.409999999999998,38.682310469314075,Limited target-conference role,https://cuigoldeneagles.com/sports/mens-basketball/stats/2024-25,https://www.sports-reference.com/cbb/players/jaden-henderson-1.html,exact_name_team,Jaden Henderson,Cal State Fullerton,2038.0,0.31,-0.85,-0.54,986.0,0.45,-0.79,-0.34,105.0,109.2,-4.2,-14.0,-0.54,0.31,-0.85,986.0
Big West,Bailey Nunn,bailey-nunn,Sacramento State,sacramento-state,Big Sky,D1,Cal State Fullerton,cal-state-fullerton,2025-26,2024-25,target_conference_common_box,G,69.0,160.0,28.35,exact,29.37,exact,1.0199999999999996,30,29.1,0.7275,6.5,2.4,3.6,0.6,0.0,1.9,0.273,0.27,0.677,0.352,,,,,,,,8.934707903780069,3.2989690721649483,4.948453608247423,0.8247422680412371,0.0,2.611683848797251,22,4,19.0,418.0,0.475,5.4,2.1,1.5,0.7,0.0,0.6,0.6037567084078713,10.9,12.4,1.1,0.102,-1.4,,8.11,37.924187725631775,Limited target-conference role,https://www.sports-reference.com/cbb/schools/sacramento-state/men/2025.html,https://www.sports-reference.com/cbb/schools/cal-state-fullerton/men/2026.html,exact_name_team,Bailey Nunn,Cal State Fullerton,1718.0,0.86,-0.69,0.17,750.0,0.38,-0.82,-0.44,108.5,107.5,1.0,26.0,0.17,0.86,-0.69,750.0
Big West,Garrison Wade,garrison-wade,Dartmouth,dartmouth,Ivy,D1,Cal State Fullerton,cal-state-fullerton,2022-23,2021-22,target_conference_common_box,F,78.0,210.0,29.78,exact,29.79,exact,0.009999999999998,25,23.6,0.5900000000000001,6.6,4.6,0.9,0.6,0.6,1.5,0.394,0.338,0.744,0.479,,,,,,,,11.1864406779661,7.796610169491525,1.5254237288135593,1.0169491525423728,1.0169491525423728,2.542372881355932,23,2,16.7,384.1,0.4175,4.4,3.3,0.4,0.3,0.2,0.4,0.5273250239693192,12.3,15.1,1.2,0.129,-0.1,,7.14,37.671480144404335,Limited target-conference role,https://www.sports-reference.com/cbb/schools/dartmouth/men/2022.html,https://www.sports-reference.com/cbb/schools/cal-state-fullerton/men/2023.html,exact_name_team,Garrison Wade,Cal State Fullerton,1790.0,-0.37,0.3,-0.06,566.0,-0.93,-0.45,-1.38,105.1,96.5,8.6,41.0,-0.06,-0.37,0.3,566.0
Big West,Isaiah Lewis,isaiah-lewis2,Little Rock,little-rock,Ohio Valley,D1,Long Beach State,long-beach-state,2025-26,2024-25,target_conference_common_box,G,75.0,165.0,24.35,exact,29.37,exact,5.02,33,31.1,0.7775000000000001,9.4,3.6,3.0,1.6,0.2,2.7,0.35,0.287,0.772,0.4,,,,,,,,12.090032154340836,4.630225080385852,3.858520900321543,2.057877813504823,0.2572347266881029,3.472668810289389,32,13,22.1,707.2,0.5525,6.0,1.9,2.3,1.1,0.1,1.6,0.4758883248730965,8.1,18.0,0.6,0.035,-4.0,,8.979999999999999,36.20036101083033,Limited target-conference role,https://www.sports-reference.com/cbb/schools/arkansas-little-rock/men/2025.html,https://www.sports-reference.com/cbb/schools/long-beach-state/men/2026.html,exact_name_team,Isaiah Lewis,Long Beach State,1899.0,-0.61,0.39,-0.21,1174.0,-1.49,-0.16,-1.65,102.3,106.8,-4.5,-35.0,-0.21,-0.61,0.39,1174.0
