target_conference,player_name,player_slug,source_school,source_school_slug,source_conference,source_level,destination_school,destination_school_slug,first_big_west_season,source_season,source_stat_source,position,height_in,weight_lbs,source_conf_power,source_conf_power_method,destination_conf_power,destination_conf_power_method,conf_power_delta,source_games,source_mpg,source_minutes_share,source_ppg,source_rpg,source_apg,source_spg,source_bpg,source_topg,source_fg_pct,source_fg3_pct,source_ft_pct,source_efg_pct,source_ts_pct,source_three_rate,source_ft_rate,source_per,source_usg_pct,source_ws,source_bpm,source_pts_per_40,source_reb_per_40,source_ast_per_40,source_stl_per_40,source_blk_per_40,source_tov_per_40,big_west_games,big_west_games_started,big_west_mpg,big_west_minutes,big_west_minutes_share,big_west_ppg,big_west_rpg,big_west_apg,big_west_spg,big_west_bpg,big_west_topg,big_west_ts_pct,big_west_per,big_west_usg_pct,big_west_ws,big_west_ws_per_40,big_west_bpm,big_west_porpag,production_score,impact_score,outcome_tier,source_url,outcome_url,target_evanmiya_match_method,target_evanmiya_player_name,target_evanmiya_team,target_evanmiya_rank,target_evanmiya_obpr,target_evanmiya_dbpr,target_evanmiya_bpr,target_evanmiya_poss,target_evanmiya_box_obpr,target_evanmiya_box_dbpr,target_evanmiya_box_bpr,target_evanmiya_adj_team_off_eff,target_evanmiya_adj_team_def_eff,target_evanmiya_adj_team_eff_margin,target_evanmiya_plus_minus,big_west_bpr,big_west_obpr,big_west_dbpr,big_west_bpr_poss
Big West,Ben Shtolzberg,ben-shtolzberg,Creighton,creighton,Big East,D1,UC Santa Barbara,uc-santa-barbara,2023-24,2022-23,target_conference_common_box,G,76.0,196.0,42.46,exact,29.59,exact,-12.87,17,5.8,0.145,1.5,0.9,0.6,0.2,0.0,0.2,0.375,0.231,0.8,0.438,,,,,,,,10.344827586206897,6.206896551724138,4.137931034482759,1.3793103448275863,0.0,1.3793103448275863,23,0,13.5,310.5,0.3375,2.9,1.3,1.1,0.3,0.0,1.0,0.5426646706586826,6.5,14.4,0.3,0.035,-5.0,,4.29,15.992779783393502,Limited target-conference role,https://www.sports-reference.com/cbb/schools/creighton/men/2023.html,https://www.sports-reference.com/cbb/schools/california-santa-barbara/men/2024.html,exact_name_team,Ben Shtolzberg,UC Santa Barbara,2277.0,0.03,-1.1,-1.07,532.0,-1.86,-0.94,-2.79,108.5,107.5,0.9,8.0,-1.07,0.03,-1.1,532.0
Big West,Denzel Hines,denzel-hines,Coastal Carolina,coastal-carolina,Sun Belt,D1,UC Riverside,uc-riverside,2025-26,2024-25,target_conference_common_box,F,79.0,205.0,29.29,exact,29.37,exact,0.0800000000000018,32,23.1,0.5775,7.2,6.2,1.3,0.2,0.1,1.4,0.43,0.244,0.714,0.458,,,,,,,,12.467532467532466,10.735930735930737,2.251082251082251,0.3463203463203463,0.1731601731601731,2.4242424242424243,6,0,9.7,58.2,0.2425,1.3,2.7,0.5,0.5,0.2,1.0,0.3548034934497817,5.9,14.4,0.0,-0.018,-2.1,,3.53,14.611913357400722,Limited target-conference role,https://www.sports-reference.com/cbb/schools/coastal-carolina/men/2025.html,https://www.sports-reference.com/cbb/schools/california-riverside/men/2026.html,missing,,,,,,,,,,,,,,,,,,
Big West,Jared Barnett,jared-barnett2,San Diego State,san-diego-state,Mountain West,D1,Cal State Northridge,cal-state-northridge,2023-24,2022-23,target_conference_common_box,G,73.0,155.0,38.01,exact,29.59,exact,-8.419999999999998,10,2.7,0.0675,0.6,0.3,0.3,0.1,0.0,0.4,0.25,0.5,0.0,0.375,,,,,,,,8.888888888888888,4.444444444444444,4.444444444444444,1.4814814814814814,0.0,5.925925925925926,32,6,14.8,473.6,0.37,2.1,2.4,2.4,0.5,0.0,1.3,0.3426892950391645,4.9,13.9,0.2,0.018,-7.2,,5.159999999999999,15.108303249097474,Limited target-conference role,https://www.sports-reference.com/cbb/schools/san-diego-state/men/2023.html,https://www.sports-reference.com/cbb/schools/cal-state-northridge/men/2024.html,exact_name_team,Jared Barnett,Cal State Northridge,2772.0,-1.84,-0.76,-2.59,782.0,-2.35,-0.3,-2.65,99.1,104.1,-5.1,-56.0,-2.59,-1.84,-0.76,782.0
Big West,Isaac Spears,isaac-spears,Montana State,montana-state,Big Sky,D1,Cal Poly,cal-poly,2022-23,2021-22,target_conference_common_box,G,76.0,170.0,27.4,exact,29.79,exact,2.390000000000001,12,2.7,0.0675,1.3,0.3,0.3,0.0,0.0,0.7,0.333,0.25,0.5,0.4,,,,,,,,19.25925925925926,4.444444444444444,4.444444444444444,0.0,0.0,10.37037037037037,3,0,7.7,23.1,0.1925,3.3,0.7,0.7,0.0,0.0,1.0,0.5499999999999999,11.1,28.4,0.0,0.009,-1.9,,3.7799999999999994,12.879061371841155,Limited target-conference role,https://www.sports-reference.com/cbb/schools/montana-state/men/2022.html,https://www.sports-reference.com/cbb/schools/cal-poly/men/2023.html,missing,,,,,,,,,,,,,,,,,,
Big West,Dylan Godfrey,dylan-godfrey,Canisius,canisius,MAAC,D1,UC Riverside,uc-riverside,2025-26,2024-25,target_conference_common_box,F,80.0,0.0,25.17,exact,29.37,exact,4.199999999999999,31,23.3,0.5825,8.6,2.8,0.6,0.5,0.5,1.3,0.424,0.32,0.852,0.511,,,,,,,,14.763948497854075,4.806866952789699,1.0300429184549356,0.8583690987124464,0.8583690987124464,2.2317596566523603,25,0,9.5,237.5,0.2375,3.3,1.3,0.6,0.2,0.1,0.5,0.487012987012987,10.0,20.4,0.3,0.043,-5.7,,4.59,12.527075812274369,Limited target-conference role,https://www.sports-reference.com/cbb/schools/canisius/men/2025.html,https://www.sports-reference.com/cbb/schools/california-riverside/men/2026.html,missing,,,,,,,,,,,,,,,,,,
Big West,Jerome Palm,jerome-palm,Valparaiso,valparaiso,Missouri Valley,D1,Hawaii,hawaii,2024-25,2023-24,target_conference_common_box,F,82.0,220.0,33.86,exact,30.41,exact,-3.4499999999999993,27,14.8,0.37,4.7,3.8,0.4,0.4,0.1,0.7,0.487,0.25,0.531,0.491,,,,,,,,12.702702702702702,10.27027027027027,1.081081081081081,1.081081081081081,0.2702702702702702,1.891891891891892,29,0,9.4,272.6,0.235,2.4,2.0,0.3,0.0,0.2,0.7,0.5660377358490566,9.5,15.7,0.3,0.046,-5.0,,3.7999999999999994,11.787003610108304,Limited target-conference role,https://www.sports-reference.com/cbb/schools/valparaiso/men/2024.html,https://www.sports-reference.com/cbb/schools/hawaii/men/2025.html,missing,,,,,,,,,,,,,,,,,,
Big West,Jalen Myers,jalen-myers,Norfolk State,norfolk-state,MEAC,D1,Hawaii,hawaii,2025-26,2024-25,target_conference_common_box,F,80.0,200.0,21.75,exact,29.37,exact,7.620000000000001,31,25.0,0.625,10.5,5.4,1.0,0.7,0.4,1.3,0.521,0.333,0.86,0.567,,,,,,,,16.8,8.64,1.6,1.12,0.64,2.08,7,0,9.0,63.0,0.225,2.9,0.9,0.6,0.1,0.0,0.3,0.4124004550625711,6.3,20.4,0.1,0.061,-6.5,,3.87,8.889891696750901,Limited target-conference role,https://www.sports-reference.com/cbb/schools/norfolk-state/men/2025.html,https://www.sports-reference.com/cbb/schools/hawaii/men/2026.html,missing,,,,,,,,,,,,,,,,,,
Big West,Sydney Shipp,sydney-shipp,Occidental,occidental,SCIAC,D2,Cal State Fullerton,cal-state-fullerton,2023-24,2022-23,target_conference_common_box,G,72.0,170.0,-3.81,exact,29.59,exact,33.4,25,33.84,0.8460000000000001,13.28,4.16,4.28,1.88,0.56,3.0,0.433,0.315,0.62,0.4792993630573248,,,,,,,,15.697399527186755,4.91725768321513,5.0591016548463354,2.222222222222222,0.6619385342789598,3.5460992907801416,2,0,4.0,8.0,0.1,0.0,0.5,1.0,0.0,0.0,0.5,0.0,2.0,6.6,0.0,-0.004,-3.3,,0.7999999999999998,6.507220216606498,Limited target-conference role,https://oxyathletics.com/sports/mens-basketball/roster/sydney-shipp/7664,https://www.sports-reference.com/cbb/schools/cal-state-fullerton/men/2024.html,missing,,,,,,,,,,,,,,,,,,
Big West,Festus Ndumanya,festus-ndumanya,Southern,southern,SWAC,D1,Cal State Northridge,cal-state-northridge,2024-25,2023-24,target_conference_common_box,F,79.0,225.0,21.33,exact,30.41,exact,9.080000000000002,4,9.0,0.225,0.5,2.0,0.3,0.0,0.3,0.5,0.1,0.0,0.0,0.1,,,,,,,,2.2222222222222223,8.88888888888889,1.3333333333333333,0.0,1.3333333333333333,2.2222222222222223,26,0,5.8,150.79999999999998,0.145,2.3,1.2,0.2,0.2,0.1,0.4,0.4506269592476488,8.0,23.8,0.2,0.059,-7.2,,3.2899999999999996,6.028880866425993,Limited target-conference role,https://www.sports-reference.com/cbb/schools/southern/men/2024.html,https://www.sports-reference.com/cbb/schools/cal-state-northridge/men/2025.html,missing,,,,,,,,,,,,,,,,,,
Big West,Derek Sangster,derek-sangster,Princeton,princeton,Ivy,D1,UC Davis,uc-davis,2024-25,2023-24,target_conference_common_box,F,79.0,0.0,30.87,exact,30.41,exact,-0.4600000000000008,13,3.8,0.095,1.4,0.7,0.2,0.0,0.4,0.2,0.333,0.364,0.667,0.444,,,,,,,,14.73684210526316,7.36842105263158,2.1052631578947367,0.0,4.2105263157894735,2.1052631578947367,8,0,4.1,32.8,0.1025,1.5,0.5,0.1,0.0,0.3,0.1,0.462962962962963,12.1,21.4,0.1,0.073,-6.9,,2.0800000000000005,4.828519855595667,Limited target-conference role,https://www.sports-reference.com/cbb/schools/princeton/men/2024.html,https://www.sports-reference.com/cbb/schools/california-davis/men/2025.html,missing,,,,,,,,,,,,,,,,,,
Big West,Chris Mitchell,chris-mitchell,Cal State San Bernardino,cal-state-san-bernardino,CCAA,D2,UC Santa Barbara,uc-santa-barbara,2024-25,2023-24,target_conference_common_box,G,76.0,200.0,14.85,exact,30.41,exact,15.56,35,31.3,0.7825,16.3,7.3,1.8,0.7,0.3,3.1,0.491,0.437,0.76,0.0,,,,,,,,20.83067092651757,9.329073482428116,2.3003194888178915,0.8945686900958466,0.3833865814696485,3.961661341853035,10,0,8.5,85.0,0.2125,2.4,1.7,0.1,0.3,0.1,0.9,0.4207573632538569,4.7,23.5,0.0,-0.023,-9.4,,3.4899999999999993,5.333935018050541,Limited target-conference role,https://csusbathletics.com/sports/mens-basketball/roster/chris-mitchell/4103,https://www.sports-reference.com/cbb/schools/california-santa-barbara/men/2025.html,missing,,,,,,,,,,,,,,,,,,
Big West,Daniel Tobiloba,daniel-tobiloba,South Florida,south-florida,American,D1,UC Riverside,uc-riverside,2025-26,2024-25,target_conference_common_box,C,84.0,235.0,34.55,exact,29.37,exact,-5.179999999999996,9,5.0,0.125,0.7,1.8,0.0,0.2,0.2,0.1,0.5,0.0,0.5,0.5,,,,,,,,5.6,14.4,0.0,1.6,1.6,0.8,8,0,3.0,24.0,0.075,0.3,1.1,0.0,0.1,0.1,0.0,0.1874999999999999,8.0,12.3,0.0,0.028,-8.7,,1.2100000000000002,1.985559566787004,Limited target-conference role,https://www.sports-reference.com/cbb/schools/south-florida/men/2025.html,https://www.sports-reference.com/cbb/schools/california-riverside/men/2026.html,missing,,,,,,,,,,,,,,,,,,
Big West,Matija Svetozarević,matija-svetozarevi,Portland,portland,West Coast,D1,Hawaii,hawaii,2022-23,2021-22,target_conference_common_box,G,79.0,215.0,36.71,exact,29.79,exact,-6.920000000000002,23,9.7,0.2425,2.6,1.7,0.5,0.2,0.1,0.5,0.333,0.233,0.938,0.395,,,,,,,,10.721649484536083,7.010309278350516,2.061855670103093,0.8247422680412372,0.4123711340206186,2.061855670103093,7,0,1.6,11.2,0.04,0.3,0.3,0.0,0.0,0.0,0.1,0.25,-4.8,24.4,0.0,-0.106,-25.6,,0.46,1.083032490974729,Limited target-conference role,https://www.sports-reference.com/cbb/schools/portland/men/2022.html,https://www.sports-reference.com/cbb/schools/hawaii/men/2023.html,missing,,,,,,,,,,,,,,,,,,
WCC,Jaxson Robinson,jaxson robinson,Arkansas,arkansas,SEC,D1,BYU,byu,2022-23,2021-22,target_conference_common_box,G,6-7,193.0,43.14,exact,36.74,exact,-6.399999999999999,16,10.2,0.255,3.4,1.3,0.4,0.1,0.3,0.4,0.38,0.326,1.0,0.52,,,,,,,,13.333333333333334,5.098039215686275,1.5686274509803924,0.3921568627450981,1.1764705882352942,1.5686274509803924,33,30,28.1,927.3,0.7025,8.5,2.9,1.8,0.8,0.5,1.5,0.508860153256705,10.6,17.0,2.0,0.086,2.2,,11.95,71.04693140794224,Target-conference starter/plus rotation,https://www.sports-reference.com/cbb/players/jaxson-robinson-1.html,https://www.sports-reference.com/cbb/players/jaxson-robinson-1.html,exact_name_team,Jaxson Robinson,BYU,1088.0,0.77,0.65,1.42,1598.0,0.73,0.66,1.4,107.3,92.5,14.8,102.0,1.42,0.77,0.65,1598.0
WCC,Noah Waterman,noah waterman,Detroit Mercy,detroit-mercy,Horizon,D1,BYU,byu,2022-23,2021-22,target_conference_common_box,F,6-11,210.0,26.18,exact,36.74,exact,10.560000000000002,21,25.3,0.6325000000000001,8.0,4.0,0.5,0.8,0.7,0.9,0.429,0.375,0.75,0.564,,,,,,,,12.648221343873518,6.324110671936759,0.7905138339920948,1.2648221343873518,1.1067193675889329,1.4229249011857708,33,14,17.0,561.0,0.425,4.6,2.8,0.8,0.5,0.4,1.1,0.4807692307692307,8.3,17.0,0.9,0.067,-1.0,,7.199999999999999,33.61010830324909,Limited target-conference role,https://www.sports-reference.com/cbb/players/noah-waterman-1.html,https://www.sports-reference.com/cbb/players/noah-waterman-1.html,exact_name_team,Noah Waterman,BYU,1751.0,-0.83,0.88,0.05,930.0,-1.87,0.94,-0.93,104.4,91.5,12.9,30.0,0.05,-0.83,0.88,930.0
WCC,Rudi Williams,rudi williams,Coastal Carolina,coastal-carolina,Sun Belt,D1,BYU,byu,2022-23,2021-22,target_conference_common_box,G,6-3,182.0,29.95,exact,36.74,exact,6.790000000000003,33,30.2,0.755,14.7,4.2,3.2,1.5,0.1,2.2,0.509,0.447,0.735,0.582,,,,,,,,19.47019867549669,5.562913907284768,4.23841059602649,1.9867549668874176,0.1324503311258278,2.913907284768212,34,13,23.5,799.0,0.5875,12.8,2.7,2.8,0.8,0.2,2.2,0.5923731951129212,20.3,27.5,3.3,0.164,5.2,,16.25,77.70758122743682,Target-conference starter/plus rotation,https://www.sports-reference.com/cbb/players/rudi-williams-1.html,https://www.sports-reference.com/cbb/players/rudi-williams-1.html,exact_name_team,Rudi Williams,BYU,626.0,2.7,0.01,2.7,1348.0,3.18,0.42,3.6,106.3,96.2,10.1,42.0,2.7,2.7,0.01,1348.0
WCC,Efton Reid,efton reid,Louisiana State,louisiana-state,SEC,D1,Gonzaga,gonzaga,2022-23,2021-22,target_conference_common_box,C,6-11,238.0,43.14,exact,36.74,exact,-6.399999999999999,34,19.6,0.49,6.3,4.3,0.5,0.5,0.8,1.4,0.519,0.25,0.483,0.532,,,,,,,,12.857142857142856,8.775510204081632,1.020408163265306,1.020408163265306,1.6326530612244896,2.8571428571428568,25,0,4.6,115.0,0.1149999999999999,2.1,1.0,0.1,0.1,0.1,0.6,0.6104651162790699,14.0,24.0,0.3,0.088,-7.3,,2.7099999999999995,6.0108303249097474,Limited target-conference role,https://www.sports-reference.com/cbb/players/efton-reid-1.html,https://www.sports-reference.com/cbb/players/efton-reid-1.html,missing,,,,,,,,,,,,,,,,,,
WCC,Malachi Smith,malachi smith,Chattanooga,chattanooga,Southern,D1,Gonzaga,gonzaga,2022-23,2021-22,target_conference_common_box,G,6-4,205.0,31.55,exact,36.74,exact,5.190000000000001,35,35.4,0.885,19.9,6.7,3.0,1.7,0.1,2.3,0.493,0.407,0.827,0.552,,,,,,,,22.48587570621469,7.570621468926554,3.389830508474577,1.92090395480226,0.1129943502824858,2.598870056497175,37,1,20.8,769.6,0.52,8.7,3.6,1.4,0.9,0.0,0.8,0.6618989653073645,21.0,17.4,3.5,0.184,8.2,,12.43,71.24548736462094,Target-conference starter/plus rotation,https://www.sports-reference.com/cbb/players/malachi-smith-1.html,https://www.sports-reference.com/cbb/players/malachi-smith-1.html,exact_name_team,Malachi Smith,Gonzaga,77.0,5.03,1.13,6.16,1312.0,4.22,0.78,4.99,124.2,95.2,28.9,235.0,6.16,5.03,1.13,1312.0
WCC,Ryan Nembhard,ryan nembhard,Creighton,creighton,Big East,D1,Gonzaga,gonzaga,2023-24,2022-23,target_conference_common_box,G,6-0,167.0,42.46,exact,34.66,exact,-7.800000000000004,37,34.0,0.85,12.1,4.0,4.8,0.7,0.1,2.1,0.432,0.356,0.871,0.503,,,,,,,,14.235294117647058,4.705882352941177,5.647058823529412,0.8235294117647058,0.1176470588235294,2.4705882352941178,35,35,35.8,1253.0,0.8949999999999999,12.6,4.0,6.9,1.2,0.0,2.3,0.530481643651061,16.6,19.8,4.6,0.148,4.4,,19.92,96.04693140794224,Target-conference impact starter,https://www.sports-reference.com/cbb/players/ryan-nembhard-1.html,https://www.sports-reference.com/cbb/players/ryan-nembhard-1.html,exact_name_team,Ryan Nembhard,Gonzaga,85.0,4.79,1.61,6.41,2117.0,4.22,0.83,5.04,124.6,91.0,33.5,482.0,6.41,4.79,1.61,2117.0
WCC,Emmanuel Innocenti,emmanuel innocenti,Tarleton State,tarleton-state,WAC,D1,Gonzaga,gonzaga,2024-25,2023-24,target_conference_common_box,F,6-5,198.0,31.41,exact,36.22,exact,4.809999999999999,35,31.7,0.7925,6.6,6.4,2.9,1.7,0.2,1.7,0.406,0.308,0.8,0.465,,,,,,,,8.32807570977918,8.07570977917981,3.659305993690851,2.145110410094637,0.252365930599369,2.145110410094637,31,3,12.1,375.1,0.3025,1.7,1.9,1.0,0.6,0.2,0.2,0.4372427983539094,9.3,8.7,1.1,0.116,5.4,,4.1899999999999995,41.04693140794224,Limited target-conference role,https://www.sports-reference.com/cbb/players/emmanuel-innocenti-1.html,https://www.sports-reference.com/cbb/players/emmanuel-innocenti-1.html,exact_name_team,Emmanuel Innocenti,Gonzaga,282.0,2.34,2.2,4.54,646.0,0.19,0.67,0.86,132.0,86.2,45.9,210.0,4.54,2.34,2.2,646.0
WCC,Khalif Battle,khalif battle,Arkansas,arkansas,SEC,D1,Gonzaga,gonzaga,2024-25,2023-24,target_conference_common_box,G,6-5,175.0,42.64,exact,36.22,exact,-6.420000000000002,32,24.8,0.62,14.8,3.3,1.3,0.8,0.3,1.5,0.406,0.353,0.873,0.488,,,,,,,,23.870967741935484,5.32258064516129,2.096774193548387,1.2903225806451613,0.4838709677419354,2.4193548387096775,35,31,26.8,938.0,0.67,13.6,3.7,1.5,1.1,0.1,1.5,0.6086645184389545,18.0,23.5,4.1,0.174,6.3,,17.33,84.70216606498195,Target-conference impact starter,https://www.sports-reference.com/cbb/players/khalif-battle-1.html,https://www.sports-reference.com/cbb/players/khalif-battle-1.html,exact_name_team,Khalif Battle,Gonzaga,272.0,2.79,1.85,4.64,1662.0,3.11,1.05,4.16,122.5,90.1,32.4,337.0,4.64,2.79,1.85,1662.0
WCC,Michael Ajayi,michael ajayi,Pepperdine,pepperdine,WCC,D1,Gonzaga,gonzaga,2024-25,2023-24,target_conference_common_box,G,6-7,220.0,34.66,exact,36.22,exact,1.5600000000000025,33,34.7,0.8675,17.2,9.9,1.9,0.9,0.5,2.0,0.467,0.47,0.709,0.511,,,,,,,,19.827089337175792,11.412103746397694,2.190201729106628,1.037463976945245,0.5763688760806917,2.3054755043227666,34,13,18.8,639.2,0.47,6.5,5.4,0.8,0.7,0.4,0.7,0.5279402209226771,16.7,18.3,2.6,0.162,4.4,,11.26,62.59025270758123,Target-conference rotation,https://www.sports-reference.com/cbb/players/michael-ajayi-1.html,https://www.sports-reference.com/cbb/players/michael-ajayi-1.html,exact_name_team,Michael Ajayi,Gonzaga,341.0,1.65,2.52,4.18,1133.0,0.74,1.31,2.06,123.8,88.4,35.3,251.0,4.18,1.65,2.52,1133.0
WCC,Adam Miller,adam miller,Arizona State,arizona-state,Big 12,D1,Gonzaga,gonzaga,2025-26,2024-25,target_conference_common_box,G,6-3,180.0,45.35,exact,35.95,exact,-9.4,30,29.7,0.7424999999999999,9.8,2.3,1.9,1.0,0.0,1.4,0.449,0.429,0.756,0.576,,,,,,,,13.1986531986532,3.0976430976430978,2.558922558922559,1.3468013468013469,0.0,1.8855218855218856,35,25,19.4,679.0,0.485,7.3,1.6,1.0,0.7,0.0,0.5,0.5415430267062314,12.6,18.3,2.4,0.142,4.0,,9.36,60.478339350180505,Target-conference rotation,https://www.sports-reference.com/cbb/players/adam-miller-3.html,https://www.sports-reference.com/cbb/players/adam-miller-3.html,exact_name_team,Adam Miller,Gonzaga,676.0,1.47,1.42,2.89,1192.0,1.37,-0.34,1.03,117.3,89.0,28.3,294.0,2.89,1.47,1.42,1192.0
WCC,Braeden Smith,braeden smith,Colgate,colgate,Patriot,D1,Gonzaga,gonzaga,2025-26,2023-24,target_conference_common_box,G,6-0,180.0,23.98,exact,35.95,exact,11.970000000000002,35,30.2,0.755,12.5,5.5,5.6,1.9,0.1,2.3,0.393,0.311,0.786,0.462,,,,,,,,16.55629139072848,7.28476821192053,7.417218543046358,2.5165562913907285,0.1324503311258278,3.0463576158940397,35,18,17.1,598.5,0.4275,5.1,2.2,3.6,1.0,0.0,1.1,0.575880758807588,17.2,15.9,2.7,0.181,7.1,,9.31,58.98014440433214,Target-conference rotation,https://www.sports-reference.com/cbb/players/braeden-smith-1.html,https://www.sports-reference.com/cbb/players/braeden-smith-1.html,exact_name_team,Braeden Smith,Gonzaga,196.0,3.42,1.88,5.3,1057.0,4.0,0.99,4.99,116.7,92.0,24.7,235.0,5.3,3.42,1.88,1057.0
WCC,Jalen Warley,jalen warley,Florida State,florida-state,ACC,D1,Gonzaga,gonzaga,2025-26,2023-24,target_conference_common_box,G,6-6,200.0,41.65,exact,35.95,exact,-5.699999999999996,33,24.1,0.6025,7.5,2.6,2.8,1.3,0.3,1.1,0.424,0.143,0.725,0.426,,,,,,,,12.448132780082986,4.3153526970954355,4.647302904564315,2.1576763485477177,0.4979253112033194,1.825726141078838,33,17,21.8,719.4,0.545,7.1,4.8,2.1,1.5,0.3,0.9,0.5992572586090479,18.7,15.6,3.6,0.202,8.4,,12.740000000000002,73.66425992779784,Target-conference starter/plus rotation,https://www.sports-reference.com/cbb/players/jalen-warley-1.html,https://www.sports-reference.com/cbb/players/jalen-warley-1.html,exact_name_team,Jalen Warley,Gonzaga,93.0,2.7,4.16,6.86,1272.0,2.72,2.3,5.03,117.7,85.6,32.1,314.0,6.86,2.7,4.16,1272.0
WCC,Steele Venters,steele venters,Eastern Washington,eastern-washington,Big Sky,D1,Gonzaga,gonzaga,2025-26,2022-23,target_conference_common_box,G,6-7,175.0,29.15,exact,35.95,exact,6.800000000000004,34,31.5,0.7875,15.3,2.8,1.5,0.8,0.4,1.9,0.457,0.371,0.845,0.553,,,,,,,,19.428571428571427,3.5555555555555554,1.9047619047619049,1.0158730158730158,0.5079365079365079,2.412698412698413,27,10,15.1,407.7,0.3775,5.0,1.3,1.0,0.6,0.1,0.6,0.5712979890310785,11.3,16.4,1.4,0.138,3.9,,6.800000000000001,46.47111913357401,Target-conference rotation,https://www.sports-reference.com/cbb/players/steele-venters-1.html,https://www.sports-reference.com/cbb/players/steele-venters-1.html,exact_name_team,Steele Venters,Gonzaga,510.0,2.48,1.06,3.53,733.0,1.35,-0.13,1.22,123.3,90.2,33.1,254.0,3.53,2.48,1.06,733.0
WCC,Tyon Grant-Foster,tyon grant foster,Grand Canyon,grand-canyon,WAC,D1,Gonzaga,gonzaga,2025-26,2024-25,target_conference_common_box,G,6-7,210.0,30.37,exact,35.95,exact,5.580000000000002,26,27.5,0.6875,14.8,5.9,2.1,1.7,1.5,2.7,0.399,0.232,0.686,0.438,,,,,,,,21.527272727272727,8.581818181818182,3.0545454545454547,2.4727272727272727,2.1818181818181817,3.9272727272727272,35,6,21.5,752.5,0.5375,11.1,5.0,1.2,0.8,1.1,1.4,0.5386257763975155,20.0,26.8,3.3,0.175,5.9,,16.07,74.6841155234657,Target-conference starter/plus rotation,https://www.sports-reference.com/cbb/players/tyon-grant-foster-1.html,https://www.sports-reference.com/cbb/players/tyon-grant-foster-1.html,exact_name_team,Tyon Grant-Foster,Gonzaga,321.0,1.61,2.84,4.44,1332.0,1.19,1.89,3.08,119.8,91.0,28.7,300.0,4.44,1.61,2.84,1332.0
WCC,Justin Ahrens,justin ahrens,Ohio State,ohio-state,Big Ten,D1,Loyola Marymount,loyola-marymount,2022-23,2021-22,target_conference_common_box,F,6-6,195.0,43.51,exact,36.74,exact,-6.769999999999996,32,20.1,0.5025000000000001,4.8,2.3,0.8,0.3,0.0,0.7,0.346,0.354,0.75,0.515,,,,,,,,9.552238805970148,4.577114427860696,1.5920398009950247,0.5970149253731343,0.0,1.3930348258706466,29,24,23.2,672.8,0.58,6.6,1.9,0.7,0.5,0.2,0.8,0.537459283387622,8.9,15.2,1.2,0.071,-0.1,,8.51,49.53068592057761,Target-conference rotation,https://www.sports-reference.com/cbb/players/justin-ahrens-1.html,https://www.sports-reference.com/cbb/players/justin-ahrens-1.html,exact_name_team,Justin Ahrens,Loyola Marymount,1230.0,0.75,0.34,1.09,1163.0,-0.33,-0.21,-0.54,108.2,95.8,12.4,51.0,1.09,0.75,0.34,1163.0
WCC,Michael Graham,michael graham,Elon,elon,CAA,D1,Loyola Marymount,loyola-marymount,2022-23,2021-22,target_conference_common_box,F,6-8,214.0,30.73,exact,36.74,exact,6.010000000000002,32,20.6,0.515,9.3,6.8,0.8,0.4,1.3,1.3,0.609,0.0,0.621,0.609,,,,,,,,18.058252427184463,13.20388349514563,1.5533980582524272,0.7766990291262136,2.524271844660194,2.524271844660194,31,7,15.2,471.2,0.38,4.5,5.3,0.4,0.3,0.7,0.9,0.6918819188191883,19.6,13.6,1.8,0.152,2.1,,8.74,48.42057761732852,Target-conference rotation,https://www.sports-reference.com/cbb/players/michael-graham-2.html,https://www.sports-reference.com/cbb/players/michael-graham-2.html,exact_name_team,Michael Graham,Loyola Marymount,617.0,1.02,1.71,2.73,782.0,0.03,1.59,1.62,109.9,99.1,10.7,29.0,2.73,1.02,1.71,782.0
WCC,Rick Issanza,rick issanza,Oklahoma,oklahoma,Big 12,D1,Loyola Marymount,loyola-marymount,2022-23,2021-22,target_conference_common_box,C,7-1,245.0,46.04,exact,36.74,exact,-9.299999999999995,12,4.1,0.1025,0.7,0.8,0.1,0.0,0.1,0.2,0.375,0.0,0.333,0.375,,,,,,,,6.829268292682928,7.804878048780488,0.9756097560975612,0.0,0.9756097560975612,1.951219512195122,28,24,16.0,448.0,0.4,3.6,4.2,0.3,0.2,1.0,1.2,0.5944517833553501,12.9,13.2,0.9,0.079,0.4,,6.99,37.229241877256314,Limited target-conference role,https://www.sports-reference.com/cbb/players/rick-issanza-1.html,https://www.sports-reference.com/cbb/players/rick-issanza-1.html,exact_name_team,Rick Issanza,Loyola Marymount,2480.0,-3.43,1.71,-1.72,746.0,-2.16,0.85,-1.32,94.1,92.6,1.5,-65.0,-1.72,-3.43,1.71,746.0
