Player Name,Team,Conference,source_url,source_method,GP,MIN,MPG,FGM,FGA,FG%,3PTM,3PTA,3PT%,FTM,FTA,FT%,PTS,PPG,ORB,DRB,TOT RB,RPG,PF,AST,TO,STL,BLK,APG,TOPG,SPG,BPG,pts_per_40,reb_per_40,ast_per_40,stl_per_40,blk_per_40,tov_per_40
Raquavian Jones,Erskine,Conference Carolinas,https://erskinesports.com/sports/mens-basketball/roster/raquavian-jones/9735,manual_columns,7.0,19.0,2.7,1.0,9.0,0.111,1.0,6.0,0.167,2.0,2.0,1.0,5.0,0.7,0.0,3.0,3.0,0.4,1.0,1.0,0.0,2.0,0.0,0.1,0.0,0.3,0.0,10.37037037037037,5.925925925925926,1.4814814814814814,4.444444444444444,0.0,0.0
