target_conference,first_target_season,destination_school,player_name,sr_season,sr_team,sr_conf,class,position,games,games_started,mpg,minutes,minutes_share,ppg,rpg,apg,spg,bpg,topg,fg_pct,fg3_pct,ft_pct,efg_pct,ts_pct,three_rate,ft_rate,per,ts_pct_advanced,usg_pct,ows,dws,ws,ws_per_40,bpm,source_url
Missouri Valley,2024-25,Drake,Cam Manyawu,2024-25,Drake,MVC,SO,F,35,35,18.8,658.0,0.47000000000000003,7.1,5.3,0.9,1.3,0.7,1.1,0.578,0.0,0.495,0.578,0.5831143232588698,0.0,0.5510204081632653,23.5,0.566,22.3,1.4,1.9,3.3,0.202,3.8,https://www.sports-reference.com/cbb/players/cam-manyawu-1.html
Missouri Valley,2024-25,Drake,Kael Combs,2024-25,Drake,MVC,SO,G,31,0,12.9,399.90000000000003,0.3225,3.8,2.0,0.9,0.4,0.1,0.9,0.511,0.2,0.8,0.528,0.5688622754491018,0.1724137931034483,0.3448275862068966,14.1,0.571,18.7,0.5,0.7,1.3,0.125,0.4,https://www.sports-reference.com/cbb/players/kael-combs-1.html
Missouri Valley,2025-26,Drake,Braden Appelhans,2025-26,Drake,MVC,JR,G,27,0,13.6,367.2,0.33999999999999997,5.3,1.4,0.5,0.3,0.1,0.4,0.408,0.4,0.667,0.552,0.5652730375426621,0.717391304347826,0.04347826086956522,12.7,0.555,19.6,0.4,0.3,0.7,0.08,-2.1,https://www.sports-reference.com/cbb/players/braden-appelhans-1.html
Missouri Valley,2024-25,Evansville,Tayshawn Comer,2024-25,Evansville,MVC,JR,G,32,32,36.0,1152.0,0.9,16.2,3.7,4.1,1.2,0.2,3.3,0.386,0.304,0.787,0.443,0.5138289774168993,0.3684210526315789,0.42105263157894735,13.9,0.506,28.7,0.4,1.2,1.7,0.057,-2.4,https://www.sports-reference.com/cbb/players/tayshawn-comer-1.html
Missouri Valley,2024-25,Missouri State,Dez White,2024-25,Missouri State,MVC,SO,G,31,31,34.3,1063.3,0.8574999999999999,14.0,2.8,2.5,1.0,0.3,1.5,0.383,0.371,0.823,0.492,0.5399568034557235,0.5862068965517241,0.26724137931034486,14.7,0.534,22.8,1.9,0.9,2.9,0.108,1.0,https://www.sports-reference.com/cbb/players/dez-white-1.html
Missouri Valley,2023-24,Murray State,Alden Applewhite,2023-24,Murray State,MVC,SO,F,20,0,18.7,374.0,0.46749999999999997,5.2,2.6,1.0,0.8,0.0,0.3,0.31,0.291,0.743,0.39,0.44889502762430944,0.5599999999999999,0.36,11.6,0.446,17.6,0.4,0.4,0.8,0.081,-0.2,https://www.sports-reference.com/cbb/players/alden-applewhite-1.html
Missouri Valley,2025-26,Murray State,Dylan Anderson,2025-26,Murray State,MVC,JR,F,31,2,7.0,217.0,0.175,1.5,1.7,0.4,0.1,0.3,0.5,0.37,0.2,0.6,0.424,0.45955882352941174,0.5333333333333333,0.19999999999999998,7.7,0.443,14.8,-0.1,0.2,0.2,0.032,-4.3,https://www.sports-reference.com/cbb/players/dylan-anderson-1.html
Missouri Valley,2025-26,Murray State,Javon Jackson,2025-26,Murray State,MVC,SR,G,33,33,25.6,844.8000000000001,0.64,16.5,2.3,2.9,1.2,0.1,2.4,0.428,0.369,0.855,0.492,0.5519132994380519,0.3435114503816794,0.3206106870229008,18.7,0.546,32.6,1.7,0.7,2.4,0.116,0.7,https://www.sports-reference.com/cbb/players/javon-jackson-1.html
Missouri Valley,2024-25,Valparaiso,Jefferson De La Cruz Monegro,2024-25,Valparaiso,MVC,JR,G,34,32,29.0,986.0,0.725,10.1,2.8,1.6,0.9,0.3,1.5,0.38,0.32,0.789,0.438,0.5144661776691117,0.35802469135802467,0.4814814814814815,12.0,0.512,20.1,0.9,0.9,1.9,0.075,-2.1,https://www.sports-reference.com/cbb/players/jefferson-de-la-cruz-monegro-1.html
