target_conference,first_target_season,destination_school,destination_school_slug,player_name,player_key,class,position,height,weight,sports_reference_player_url,roster_cache_path,previous_team_roster_status,profile_cache_status,profile_prior_season,profile_prior_school,profile_prior_conf,profile_prior_level_guess,profile_transfer_candidate,candidate_action,audit_status
American,2024-25,Charlotte,charlotte,Aleksander Szymczyk,aleksander szymczyk,SO,F,6-10,240,https://www.sports-reference.com/cbb/players/aleksander-szymczyk-1.html,data/cache/sports_reference_aac_schools/charlotte_2025.html,not_on_previous_roster,cached,2023-24,Did not play - dnp,,NO_STATS,TRUE,do_not_use_without_earlier_playable_season,possible_transfer
American,2024-25,Florida Atlantic,florida-atlantic,Leland Walker,leland walker,JR,G,6-1,185,https://www.sports-reference.com/cbb/players/leland-walker-1.html,data/cache/sports_reference_aac_schools/florida-atlantic_2025.html,not_on_previous_roster,cached,2023-24,Eastern Kentucky,A-Sun,D1,TRUE,add_transfer_row_and_d1_source_stats,possible_transfer
American,2025-26,Memphis,memphis,Ashton Hardaway,ashton hardaway,JR,F,6-8,210,https://www.sports-reference.com/cbb/players/ashton-hardaway-1.html,data/cache/sports_reference_aac_schools/memphis_2026.html,not_on_previous_roster,cached,2024-25,St. Mary's (CA),WCC,D1,TRUE,add_transfer_row_and_d1_source_stats,possible_transfer
American,2025-26,North Texas,north-texas,Will McClendon,will mcclendon,SR,G,6-2,210,https://www.sports-reference.com/cbb/players/will-mcclendon-1.html,data/cache/sports_reference_aac_schools/north-texas_2026.html,not_on_previous_roster,cached,2024-25,San Jose State,MWC,D1,TRUE,add_transfer_row_and_d1_source_stats,possible_transfer
American,2024-25,Rice,rice,Caden Powell,caden powell,JR,F,6-10,206,https://www.sports-reference.com/cbb/players/caden-powell-1.html,data/cache/sports_reference_aac_schools/rice_2025.html,not_on_previous_roster,cached,2023-24,Wyoming,MWC,D1,TRUE,add_transfer_row_and_d1_source_stats,possible_transfer
American,2024-25,Rice,rice,Jimmy Oladokun,jimmy oladokun,SO,F,6-9,220,https://www.sports-reference.com/cbb/players/jimmy-oladokun-jr-1.html,data/cache/sports_reference_aac_schools/rice_2025.html,not_on_previous_roster,cached,2023-24,San Diego,WCC,D1,TRUE,add_transfer_row_and_d1_source_stats,possible_transfer
American,2024-25,South Florida,south-florida,Jimmie Williams,jimmie williams,SO,G,6-5,210,https://www.sports-reference.com/cbb/players/jimmie-williams-1.html,data/cache/sports_reference_aac_schools/south-florida_2025.html,not_on_previous_roster,cached,2023-24,Did not play - juco,,JUCO,TRUE,add_transfer_row_and_find_juco_source_stats,possible_transfer
American,2022-23,SMU,southern-methodist,Jefferson Koulibaly,jefferson koulibaly,SO,G,6-3,180,https://www.sports-reference.com/cbb/players/jefferson-koulibaly-1.html,data/cache/sports_reference_aac_schools/southern-methodist_2023.html,not_on_previous_roster,cached,2021-22,Washington State,Pac-12,D1,TRUE,add_transfer_row_and_d1_source_stats,possible_transfer
American,2024-25,Temple,temple,Elijah Gray,elijah gray,JR,F,6-8,220,https://www.sports-reference.com/cbb/players/elijah-gray-1.html,data/cache/sports_reference_aac_schools/temple_2025.html,not_on_previous_roster,cached,2023-24,Fordham,A-10,D1,TRUE,add_transfer_row_and_d1_source_stats,possible_transfer
American,2024-25,Temple,temple,Jamal Mashburn,jamal mashburn,SR,G,6-2,175,https://www.sports-reference.com/cbb/players/jamal-mashburnjr-1.html,data/cache/sports_reference_aac_schools/temple_2025.html,not_on_previous_roster,cached,2023-24,New Mexico,MWC,D1,TRUE,add_transfer_row_and_d1_source_stats,possible_transfer
American,2023-24,Tulane,tulane,Kolby King,kolby king,SO,G,6-2,170,https://www.sports-reference.com/cbb/players/kolby-king-1.html,data/cache/sports_reference_aac_schools/tulane_2024.html,not_on_previous_roster,cached,2022-23,St. John's (NY),Big East,D1,TRUE,add_transfer_row_and_d1_source_stats,possible_transfer
American,2025-26,Tulsa,tulsa,Carter Benton,carter benton,SO,G,6-4,205,https://www.sports-reference.com/cbb/players/carter-benton-1.html,data/cache/sports_reference_aac_schools/tulsa_2026.html,not_on_previous_roster,cached,2024-25,Pacific,WCC,D1,TRUE,add_transfer_row_and_d1_source_stats,possible_transfer
American,2025-26,Wichita State,wichita-state,Brian Amuneke,brian amuneke,SO,G,6-4,180,https://www.sports-reference.com/cbb/players/brian-amuneke-1.html,data/cache/sports_reference_aac_schools/wichita-state_2026.html,not_on_previous_roster,cached,2024-25,Fresno State,MWC,D1,TRUE,add_transfer_row_and_d1_source_stats,possible_transfer
