target_conference,first_target_season,destination_school,destination_school_slug,player_name,player_key,class,position,height,weight,sports_reference_player_url,roster_cache_path,previous_team_roster_status,profile_cache_status,profile_prior_season,profile_prior_school,profile_prior_conf,profile_prior_level_guess,profile_transfer_candidate,candidate_action,audit_status
Atlantic 10,2025-26,Fordham,fordham,Marcus Greene,marcus greene,SR,G,6-2,190,https://www.sports-reference.com/cbb/players/marcus-greene-1.html,data/cache/sports_reference_a10_schools/fordham_2026.html,not_on_previous_roster,cached,2024-25,Hawaii,Big West,D1,TRUE,add_transfer_row_and_d1_source_stats,possible_transfer
Atlantic 10,2025-26,Fordham,fordham,Rikus Schulte,rikus schulte,JR,F,6-9,240,https://www.sports-reference.com/cbb/players/rikus-schulte-1.html,data/cache/sports_reference_a10_schools/fordham_2026.html,not_on_previous_roster,cached,2024-25,UC Riverside,Big West,D1,TRUE,add_transfer_row_and_d1_source_stats,possible_transfer
Atlantic 10,2023-24,George Mason,george-mason,Keyshawn Hall,keyshawn hall,SO,G,6-7,250,https://www.sports-reference.com/cbb/players/keyshawn-hall-1.html,data/cache/sports_reference_a10_schools/george-mason_2024.html,not_on_previous_roster,cached,2022-23,UNLV,MWC,D1,TRUE,add_transfer_row_and_d1_source_stats,possible_transfer
Atlantic 10,2022-23,George Washington,george-washington,Maximus Edwards,maximus edwards,FR,G,6-5,215,https://www.sports-reference.com/cbb/players/maximus-edwards-2.html,data/cache/sports_reference_a10_schools/george-washington_2023.html,not_on_previous_roster,cached,2021-22,Did not play - injury/redshirt,,NO_STATS,TRUE,do_not_use_without_earlier_playable_season,possible_transfer
Atlantic 10,2025-26,George Washington,george-washington,Tre Dinkins,tre dinkins,SR,G,6-2,190,https://www.sports-reference.com/cbb/players/tre-dinkins-1.html,data/cache/sports_reference_a10_schools/george-washington_2026.html,not_on_previous_roster,cached,2024-25,Duquesne,A-10,D1,TRUE,add_transfer_row_and_d1_source_stats,possible_transfer
Atlantic 10,2022-23,La Salle,la-salle,Fousseyni Drame,fousseyni drame,SR,F,6-7,192,https://www.sports-reference.com/cbb/players/fousseyni-drame-1.html,data/cache/sports_reference_a10_schools/la-salle_2023.html,not_on_previous_roster,cached,2021-22,Saint Peter's,MAAC,D1,TRUE,add_transfer_row_and_d1_source_stats,possible_transfer
Atlantic 10,2022-23,La Salle,la-salle,Hassan Drame,hassan drame,SR,F,6-7,190,https://www.sports-reference.com/cbb/players/hassan-drame-1.html,data/cache/sports_reference_a10_schools/la-salle_2023.html,not_on_previous_roster,cached,2021-22,Saint Peter's,MAAC,D1,TRUE,add_transfer_row_and_d1_source_stats,possible_transfer
Atlantic 10,2023-24,Loyola Chicago,loyola-il,Desmond Watson,desmond watson,JR,G,6-5,200,https://www.sports-reference.com/cbb/players/desmond-watson-1.html,data/cache/sports_reference_a10_schools/loyola-il_2024.html,not_on_previous_roster,cached,2022-23,Davidson,A-10,D1,TRUE,add_transfer_row_and_d1_source_stats,possible_transfer
Atlantic 10,2024-25,Loyola Chicago,loyola-il,Francis Nwaokorie,francis nwaokorie,SR,F,6-7,220,https://www.sports-reference.com/cbb/players/francis-nwaokorie-1.html,data/cache/sports_reference_a10_schools/loyola-il_2025.html,not_on_previous_roster,cached,2023-24,UC San Diego,Big West,D1,TRUE,add_transfer_row_and_d1_source_stats,possible_transfer
Atlantic 10,2025-26,Loyola Chicago,loyola-il,Dominick Harris,dominick harris,SR,G,6-3,190,https://www.sports-reference.com/cbb/players/dominick-harris-1.html,data/cache/sports_reference_a10_schools/loyola-il_2026.html,not_on_previous_roster,cached,2024-25,UCLA,Big Ten,D1,TRUE,add_transfer_row_and_d1_source_stats,possible_transfer
Atlantic 10,2025-26,Loyola Chicago,loyola-il,Kayde Dotson,kayde dotson,SO,G,6-2,190,https://www.sports-reference.com/cbb/players/kayde-dotson-1.html,data/cache/sports_reference_a10_schools/loyola-il_2026.html,not_on_previous_roster,cached,2024-25,New Mexico,MWC,D1,TRUE,add_transfer_row_and_d1_source_stats,possible_transfer
Atlantic 10,2025-26,Rhode Island,rhode-island,Alex Crawford,alex crawford,SR,F,6-7,187,https://www.sports-reference.com/cbb/players/alex-crawford-1.html,data/cache/sports_reference_a10_schools/rhode-island_2026.html,not_on_previous_roster,cached,2024-25,Fresno State,MWC,D1,TRUE,add_transfer_row_and_d1_source_stats,possible_transfer
Atlantic 10,2025-26,Richmond,richmond,Will Johnston,will johnston,SR,G,6-3,180,https://www.sports-reference.com/cbb/players/will-johnston-2.html,data/cache/sports_reference_a10_schools/richmond_2026.html,not_on_previous_roster,cached,2024-25,Loyola Marymount,WCC,D1,TRUE,add_transfer_row_and_d1_source_stats,possible_transfer
Atlantic 10,2023-24,Saint Louis,saint-louis,Michael Meadows,michael meadows,SR,G,6-2,175,https://www.sports-reference.com/cbb/players/michael-meadows-1.html,data/cache/sports_reference_a10_schools/saint-louis_2024.html,not_on_previous_roster,cached,2022-23,Portland,WCC,D1,TRUE,add_transfer_row_and_d1_source_stats,possible_transfer
Atlantic 10,2024-25,Saint Louis,saint-louis,Kilian Brockhoff,kilian brockhoff,SO,F,6-9,225,https://www.sports-reference.com/cbb/players/kilian-brockhoff-1.html,data/cache/sports_reference_a10_schools/saint-louis_2025.html,not_on_previous_roster,cached,2023-24,UC Santa Barbara,Big West,D1,TRUE,add_transfer_row_and_d1_source_stats,possible_transfer
Atlantic 10,2025-26,Saint Louis,saint-louis,Quentin Jones,quentin jones,JR,G,6-5,170,https://www.sports-reference.com/cbb/players/quentin-jones-3.html,data/cache/sports_reference_a10_schools/saint-louis_2026.html,not_on_previous_roster,cached,2024-25,Northern Illinois,MAC,D1,TRUE,add_transfer_row_and_d1_source_stats,possible_transfer
Atlantic 10,2023-24,VCU,virginia-commonwealth,Connor Odom,connor odom,SR,G,5-11,155,https://www.sports-reference.com/cbb/players/connor-odom-1.html,data/cache/sports_reference_a10_schools/virginia-commonwealth_2024.html,not_on_previous_roster,cached,2022-23,Utah State,MWC,D1,TRUE,add_transfer_row_and_d1_source_stats,possible_transfer
Atlantic 10,2023-24,VCU,virginia-commonwealth,Max Shulga,max shulga,SR,G,6-4,197,https://www.sports-reference.com/cbb/players/max-shulga-1.html,data/cache/sports_reference_a10_schools/virginia-commonwealth_2024.html,not_on_previous_roster,cached,2022-23,Utah State,MWC,D1,TRUE,add_transfer_row_and_d1_source_stats,possible_transfer
Atlantic 10,2023-24,VCU,virginia-commonwealth,Sean Bairstow,sean bairstow,SR,G,6-8,190,https://www.sports-reference.com/cbb/players/sean-bairstow-1.html,data/cache/sports_reference_a10_schools/virginia-commonwealth_2024.html,not_on_previous_roster,cached,2022-23,Utah State,MWC,D1,TRUE,add_transfer_row_and_d1_source_stats,possible_transfer
