first_wcc_season,destination_school,player_name,sr_season,sr_team,sr_conf,class,position,games,games_started,mpg,minutes,minutes_share,ppg,rpg,apg,spg,bpg,topg,fg_pct,fg3_pct,ft_pct,efg_pct,ts_pct,three_rate,ft_rate,per,ts_pct_advanced,usg_pct,ows,dws,ws,ws_per_40,bpm,source_url
2022-23,BYU,Tredyn Christensen,2022-23,Brigham Young,WCC,SR,G,9,0,4.0,36.0,0.1,1.2,1.1,0.2,0.0,0.0,0.3,0.5,0.0,0.714,0.5,0.5703422053231939,0.0,1.142857142857143,10.9,0.59,16.7,0.0,0.1,0.1,0.107,2.5,https://www.sports-reference.com/cbb/players/tredyn-christensen-1.html
2024-25,Pepperdine,Alex Leiba,2024-25,Pepperdine,WCC,SR,C,18,1,4.1,73.8,0.1025,0.8,0.7,0.1,0.2,0.1,0.2,0.545,0.0,0.333,0.545,0.546448087431694,0.0,0.5,7.5,0.505,11.5,0.0,0.1,0.1,0.052,-9.0,https://www.sports-reference.com/cbb/players/alex-leiba-1.html
2023-24,Portland,Noah Jordan,2023-24,Portland,WCC,SR,F,12,0,13.4,160.8,0.335,3.3,3.6,0.8,0.5,0.5,0.7,0.333,0.167,0.538,0.381,0.4141566265060241,0.5714285714285714,0.31428571428571433,10.6,0.405,18.1,0.0,0.2,0.1,0.028,-7.3,https://www.sports-reference.com/cbb/players/noah-jordan-1.html
2022-23,San Diego,Elliyas Delaire,2022-23,San Diego,WCC,SO,G,3,0,4.7,14.100000000000001,0.11750000000000001,0.7,1.0,1.3,0.3,0.0,0.3,0.5,0.0,0.0,0.5,0.2751572327044025,0.0,1.8571428571428574,12.1,0.256,17.4,0.0,0.0,0.0,-0.018,-8.5,https://www.sports-reference.com/cbb/players/elliyas-delaire-1.html
2023-24,San Diego,PJ Hayes,2023-24,San Diego,WCC,SR,F,32,32,25.8,825.6,0.645,10.5,3.1,1.1,0.7,0.2,0.8,0.425,0.397,0.791,0.573,0.6087662337662337,0.7532467532467532,0.2727272727272727,15.4,0.603,17.9,1.8,0.6,2.4,0.117,1.1,https://www.sports-reference.com/cbb/players/pj-hayes-1.html
2024-25,San Diego,Kody Clouet,2024-25,San Diego,WCC,SR,G,29,14,23.3,675.7,0.5825,8.9,2.7,1.0,1.0,0.3,0.9,0.335,0.324,0.894,0.435,0.499326750448833,0.620253164556962,0.29113924050632906,12.1,0.496,20.4,0.6,0.5,1.1,0.063,-1.3,https://www.sports-reference.com/cbb/players/kody-clouet-1.html
