player_name,team,conference,season,source_url,source_type,notes,GP,MIN,MPG,FGM,FGA,FG%,3PTM,3PTA,3PT%,FTM,FTA,FT%,PTS,PPG,ORB,DRB,TOT RB,RPG,PF,AST,TO,STL,BLK,APG,TOPG,SPG,BPG
Raquavian Jones,Erskine,Conference Carolinas,2025-26,https://erskinesports.com/sports/mens-basketball/roster/raquavian-jones/9735,manual_image,user-provided official Erskine profile stat image,7,19,2.7,1,9,.111,1,6,.167,2,2,1.000,5,0.7,0,3,3,0.4,1,1,0,2,0,0.1,0.0,0.3,0.0
