run,rows_available,rows_used,source_level_counts,best_model,cv_mae,cv_rmse,cv_r2,cv_corr,baseline_mae,mae_gain,feature_policy,metrics_path
expanded_with_source_evanmiya_not_for_d2_projection,502,379,"{""D1"": 353, ""D2"": 26}",ridge_alpha_100,1.3419391152312359,1.688304718466247,0.4167146189304892,0.6461055320927392,1.7562408715185474,0.4143017562873115,includes source EvanMiya unavailable for D2,data/target_conference_model_bpr_expanded_metrics_bpr_season_holdout_per40_core.json
expanded_d2_available_projection_model,502,379,"{""D1"": 353, ""D2"": 26}",hist_gradient_boosting_more_l2,1.475393893535992,1.8762712438551303,0.2796050356464036,0.5291840511994068,1.7562408715185474,0.2808469779825553,D2-available features only,data/target_conference_model_bpr_d2_available_metrics_bpr_season_holdout_per40_core.json
