player_name,player_slug,source_school,source_school_slug,source_conference,source_level,destination_school,destination_school_slug,first_big_west_season,source_season,source_stat_source,position,height_in,weight_lbs,source_conf_power,destination_conf_power,conf_power_delta,source_games,source_mpg,source_minutes_share,source_ppg,source_rpg,source_apg,source_spg,source_bpg,source_topg,source_fg_pct,source_fg3_pct,source_ft_pct,source_efg_pct,source_ts_pct,source_three_rate,source_ft_rate,source_per,source_usg_pct,source_ws,source_bpm,source_pts_per_40,source_reb_per_40,source_ast_per_40,source_stl_per_40,source_blk_per_40,source_tov_per_40,big_west_games,big_west_games_started,big_west_mpg,big_west_minutes,big_west_minutes_share,big_west_ppg,big_west_rpg,big_west_apg,big_west_spg,big_west_bpg,big_west_topg,big_west_ts_pct,big_west_per,big_west_usg_pct,big_west_ws,big_west_ws_per_40,big_west_bpm,big_west_porpag,production_score,impact_score,outcome_tier,source_url,outcome_url
Gytis Nemeikša,gytis-nemeika,Xavier,xavier,Big East,D1,Hawaii,hawaii,2024-25,2023-24,sports_reference_source_school_cache,F,79.0,203.0,43.06,30.41,-12.650000000000002,34,18.5,0.4625,5.2,4.2,0.9,0.2,0.4,1.0,0.469,0.364,0.647,0.524,0.5485232067510548,0.3023255813953489,0.23255813953488372,12.0,15.0,1.3,1.7,11.243243243243244,9.08108108108108,1.945945945945946,0.43243243243243246,0.8648648648648649,2.1621621621621623,31,14,22.8,706.8000000000001,0.5700000000000001,12.3,5.6,1.0,0.5,0.5,1.3,0.6113320079522863,23.6,26.5,3.3,0.189,4.8,2.75213,16.970000000000002,75.13888888888889,Big West starter/plus rotation,https://www.sports-reference.com/cbb/schools/xavier/men/2024.html,https://www.sports-reference.com/cbb/schools/hawaii/men/2025.html
Kenny Pohto,kenny-pohto,Wichita State,wichita-state,American,D1,UC Santa Barbara,uc-santa-barbara,2024-25,2023-24,sports_reference_source_school_cache,F,83.0,235.0,35.59,30.41,-5.180000000000003,34,22.4,0.5599999999999999,8.8,5.9,1.2,0.5,0.3,1.3,0.471,0.209,0.632,0.49,0.5218216318785579,0.18055555555555555,0.38888888888888884,17.2,21.6,2.2,0.7,15.714285714285715,10.535714285714286,2.142857142857143,0.8928571428571429,0.5357142857142857,2.3214285714285716,34,34,25.7,873.8,0.6425,11.8,6.2,1.6,0.5,0.4,2.0,0.6472136902150066,21.3,23.0,3.7,0.168,1.2,2.58405,16.890000000000004,74.32291666666667,Big West starter/plus rotation,https://www.sports-reference.com/cbb/schools/wichita-state/men/2024.html,https://www.sports-reference.com/cbb/schools/california-santa-barbara/men/2025.html
Tanner Christensen,tanner-christensen,Utah Tech,utah-tech,WAC,D1,Hawaii,hawaii,2024-25,2023-24,sports_reference_source_school_cache,F,82.0,260.0,31.41,30.41,-1.0,31,30.3,0.7575000000000001,11.5,6.8,2.0,0.5,1.5,2.2,0.564,0.176,0.6,0.576,0.6002087682672234,0.14473684210526316,0.5921052631578948,16.8,19.4,2.6,0.4,15.181518151815181,8.976897689768977,2.6402640264026402,0.6600660066006601,1.9801980198019802,2.9042904290429044,31,31,25.1,778.1,0.6275000000000001,10.8,6.9,1.2,0.2,0.8,1.8,0.6566147859922179,20.8,21.3,3.2,0.163,1.9,2.52487,16.270000000000003,72.8125,Big West starter/plus rotation,https://www.sports-reference.com/cbb/schools/dixie-state/men/2024.html,https://www.sports-reference.com/cbb/schools/hawaii/men/2025.html
Jefferson De La Cruz Monegro,jefferson-monegro,Valparaiso,valparaiso,Missouri Valley,D1,Cal State Fullerton,cal-state-fullerton,2025-26,2024-25,sports_reference_source_school_cache,G,75.0,185.0,34.04,29.37,-4.669999999999998,34,29.0,0.725,10.1,2.8,1.6,0.9,0.3,1.5,0.38,0.32,0.789,0.438,0.5144661776691117,0.35802469135802467,0.4814814814814815,12.0,20.1,1.9,-2.1,13.931034482758621,3.8620689655172415,2.206896551724138,1.2413793103448276,0.41379310344827586,2.0689655172413794,33,33,29.0,957.0,0.725,11.9,4.6,2.3,1.0,0.4,1.0,0.5611090154658619,15.2,19.0,3.0,0.125,-0.3,1.98132,17.21,72.48263888888889,Big West starter/plus rotation,https://www.sports-reference.com/cbb/schools/valparaiso/men/2025.html,https://www.sports-reference.com/cbb/schools/cal-state-fullerton/men/2026.html
T.J. Wainwright,tj-wainwright,Robert Morris,robert-morris,Horizon,D1,Long Beach State,long-beach-state,2024-25,2023-24,sports_reference_source_school_cache,G,75.0,180.0,27.17,30.41,3.2399999999999984,27,22.6,0.5650000000000001,10.0,2.1,1.4,0.5,0.1,1.9,0.428,0.333,0.753,0.502,0.5441880713974749,0.45,0.3375,12.6,24.4,1.0,-4.1,17.699115044247787,3.716814159292035,2.47787610619469,0.8849557522123893,0.17699115044247787,3.3628318584070795,29,18,30.0,870.0,0.75,13.4,2.7,1.7,0.9,0.0,1.4,0.607324147933285,17.0,22.0,2.5,0.115,-0.3,2.66137,16.41,71.35416666666667,Big West starter/plus rotation,https://www.sports-reference.com/cbb/schools/robert-morris/men/2024.html,https://www.sports-reference.com/cbb/schools/long-beach-state/men/2025.html
Marcus Wilson,marcus-wilson,Washington State,washington-state,West Coast,D1,UC Davis,uc-davis,2025-26,2024-25,sports_reference_source_school_cache,G,75.0,180.0,36.22,29.37,-6.849999999999998,4,7.5,0.1875,1.5,0.8,0.5,0.3,0.0,0.0,0.4,0.667,0.0,0.6,0.5769230769230769,0.6153846153846154,0.0,8.5,8.2,0.1,0.3,8.0,4.266666666666667,2.6666666666666665,1.6,0.0,0.0,33,33,26.4,871.1999999999999,0.6599999999999999,12.5,3.2,3.9,1.1,0.1,2.2,0.5474772249474422,16.1,25.7,2.5,0.116,0.7,1.76428,17.209999999999997,71.14583333333334,Big West starter/plus rotation,https://www.sports-reference.com/cbb/schools/washington-state/men/2025.html,https://www.sports-reference.com/cbb/schools/california-davis/men/2026.html
Nordin Kapić,nordin-kapi,Lynn,lynn,SSC,D2,UC San Diego,uc-san-diego,2024-25,2023-24,phase1_school_stats,F,80.0,240.0,16.53,30.41,13.879999999999999,27,31.40740740740741,0.7851851851851852,19.25925925925926,9.185185185185185,2.111111111111111,1.0740740740740742,0.9629629629629629,2.2962962962962963,0.501,0.413,0.758,0.5568513119533528,0.6145409851564716,0.26822157434402333,0.5306122448979592,,,,,24.528301886792455,11.698113207547168,2.688679245283019,1.367924528301887,1.2264150943396226,2.924528301886792,34,33,25.0,850.0,0.625,10.7,5.2,1.2,0.8,0.4,1.3,0.531597774244833,16.1,24.0,3.5,0.163,1.1,1.60798,15.37,70.92013888888889,Big West starter/plus rotation,https://lynnfightingknights.com/sports/mens-basketball/stats/2023-24,https://www.sports-reference.com/cbb/players/nordin-kapic-1.html
Kamaka Hepa,kamaka-hepa,Texas,texas,Big XII,D1,Hawaii,hawaii,2021-22,2020-21,sports_reference_source_school_cache,F,82.0,215.0,41.8,28.77,-13.029999999999998,9,6.4,0.16,2.9,1.0,0.1,0.1,0.2,0.3,0.5,0.5,0.0,0.722,0.7093933463796477,0.9,0.05,18.4,18.5,0.2,6.1,18.125,6.25,0.625,0.625,1.25,1.875,27,27,28.1,758.7,0.7025,9.4,5.0,1.4,0.4,0.7,2.0,0.5857427716849453,14.2,19.0,2.4,0.126,1.5,1.41087,13.65,70.69444444444444,Big West starter/plus rotation,https://www.sports-reference.com/cbb/schools/texas/men/2021.html,https://www.sports-reference.com/cbb/schools/hawaii/men/2022.html
Myles Che,myles-che,Chattanooga,chattanooga,Southern,D1,UC Irvine,uc-irvine,2024-25,2023-24,sports_reference_source_school_cache,G,75.0,190.0,30.14,30.41,0.2699999999999996,28,19.4,0.485,7.5,2.4,1.9,0.6,0.1,1.8,0.527,0.333,0.764,0.579,0.6167763157894737,0.3076923076923077,0.3846153846153846,14.5,20.9,1.5,-3.4,15.463917525773198,4.948453608247423,3.9175257731958766,1.2371134020618557,0.2061855670103093,3.711340206185567,38,38,28.6,1086.8,0.7150000000000001,12.1,2.4,2.8,0.7,0.0,2.5,0.552007299270073,12.2,24.1,3.0,0.11,0.0,1.46247,14.979999999999997,70.60763888888889,Big West starter/plus rotation,https://www.sports-reference.com/cbb/schools/chattanooga/men/2024.html,https://www.sports-reference.com/cbb/schools/california-irvine/men/2025.html
DeSean Allen-Eikens,desean-allen-eikens,New Orleans,new-orleans,Southland,D1,Cal State Northridge,cal-state-northridge,2022-23,2021-22,sports_reference_source_school_cache,G,78.0,215.0,22.68,29.79,7.109999999999999,14,19.4,0.485,5.9,3.2,1.1,0.4,0.3,1.3,0.431,0.25,0.6,0.472,0.5006788866259335,0.33333333333333337,0.35294117647058826,10.8,17.7,0.5,-4.2,12.164948453608249,6.5979381443298974,2.2680412371134024,0.8247422680412372,0.6185567010309279,2.680412371134021,32,32,31.2,998.4,0.78,11.1,5.0,1.3,0.8,0.6,1.7,0.5456154148643334,15.6,20.3,2.4,0.096,-1.1,1.59208,15.640000000000002,70.53819444444444,Big West starter/plus rotation,https://www.sports-reference.com/cbb/schools/new-orleans/men/2022.html,https://www.sports-reference.com/cbb/schools/cal-state-northridge/men/2023.html
Josh O'Garro,josh-ogarro,Texas State,texas-state,Sun Belt,D1,Cal State Northridge,cal-state-northridge,2025-26,2024-25,sports_reference_source_school_cache,G,78.0,175.0,29.29,29.37,0.08000000000000185,32,30.1,0.7525000000000001,9.6,7.0,1.6,0.9,0.6,1.1,0.45,0.333,0.849,0.494,0.5589194224499301,0.27027027027027023,0.36486486486486486,16.9,16.4,3.2,0.0,12.757475083056478,9.302325581395348,2.1262458471760795,1.1960132890365447,0.7973421926910299,1.4617940199335548,33,33,33.5,1105.0,0.8375,14.606060606060606,9.030303030303031,2.757575757575758,1.0303030303030303,0.7272727272727273,2.515151515151515,0.5419140133117467,0.0,0.0,0.0,0.0,0.0,,22.83030303030303,70.32986111111111,Big West starter/plus rotation,https://www.sports-reference.com/cbb/schools/texas-state/men/2025.html,https://gomatadors.com/sports/mens-basketball/stats/2025-26
Yohan Traore,yohan-traore,Auburn,auburn,SEC,D1,UC Santa Barbara,uc-santa-barbara,2023-24,2022-23,sports_reference_source_school_cache,F,83.0,225.0,41.92,29.59,-12.330000000000002,25,9.9,0.2475,2.1,1.4,0.2,0.0,0.1,0.4,0.4,0.192,0.348,0.45,0.43823038397328884,0.5,0.45,5.7,14.5,0.2,-2.9,8.484848484848484,5.656565656565657,0.8080808080808081,0.0,0.40404040404040403,1.6161616161616161,30,30,28.8,864.0,0.72,14.5,5.1,0.4,0.2,0.4,1.7,0.6299965241571082,19.2,24.2,2.9,0.136,-1.1,2.70829,17.92,70.29513888888889,Big West starter/plus rotation,https://www.sports-reference.com/cbb/schools/auburn/men/2023.html,https://www.sports-reference.com/cbb/schools/california-santa-barbara/men/2024.html
Trevon Taylor,trevon-taylor,James Madison,james-madison,Sun Belt,D1,Cal Poly,cal-poly,2021-22,2020-21,sports_reference_source_school_cache,G,78.0,210.0,27.2,28.77,1.5700000000000003,7,6.0,0.15,1.7,1.4,0.3,0.3,0.1,0.4,0.417,0.333,0.0,0.5,0.5,0.5294117647058824,0.0,15.1,17.2,0.1,12.8,11.333333333333334,9.333333333333334,2.0,2.0,0.6666666666666666,2.6666666666666665,27,26,30.2,815.4,0.755,9.0,5.6,1.0,0.7,0.3,1.8,0.6,13.4,16.7,2.1,0.102,-0.2,1.454,13.42,67.88194444444446,Big West starter/plus rotation,https://www.sports-reference.com/cbb/schools/james-madison/men/2021.html,https://www.sports-reference.com/cbb/schools/cal-poly/men/2022.html
Andre Kelly,andre-kelly,California,california,PAC 12,D1,UC Santa Barbara,uc-santa-barbara,2022-23,2021-22,sports_reference_source_school_cache,F,81.0,255.0,40.79,29.79,-11.0,21,30.2,0.755,13.4,8.4,0.8,0.5,0.6,1.1,0.607,0.5,0.692,0.612,0.6261682242990655,0.020833333333333336,0.2604166666666667,24.1,21.4,2.9,5.8,17.748344370860927,11.125827814569536,1.0596026490066226,0.6622516556291391,0.794701986754967,1.456953642384106,34,34,27.7,941.8,0.6925,9.3,6.5,0.9,0.6,0.7,1.3,0.5698529411764707,16.1,18.6,3.0,0.127,-0.2,1.67484,14.740000000000002,66.80555555555556,Big West starter/plus rotation,https://www.sports-reference.com/cbb/schools/california/men/2022.html,https://www.sports-reference.com/cbb/schools/california-santa-barbara/men/2023.html
Ty Johnson,ty-johnson2,Loyola Chicago,loyola-chicago,Atlantic 10,D1,UC Davis,uc-davis,2022-23,2021-22,sports_reference_source_school_cache,G,75.0,190.0,35.45,29.79,-5.660000000000004,13,4.0,0.1,0.8,0.5,0.3,0.3,0.0,0.5,0.286,0.0,0.429,0.286,0.30303030303030304,0.18181818181818182,0.45454545454545453,2.2,24.4,0.0,-14.7,8.0,5.0,3.0,3.0,0.0,5.0,31,31,28.3,877.3000000000001,0.7075,14.5,4.6,2.5,1.8,0.1,3.7,0.5349763872491146,16.7,30.0,2.4,0.109,-1.3,1.50725,18.95,66.75347222222223,Big West starter/plus rotation,https://www.sports-reference.com/cbb/schools/loyola-il/men/2022.html,https://www.sports-reference.com/cbb/schools/california-davis/men/2023.html
Bol Dengdit,bol-dengdit,Portland,portland,West Coast,D1,UC San Diego,uc-san-diego,2025-26,2024-25,sports_reference_source_school_cache,F,83.0,200.0,36.22,29.37,-6.849999999999998,30,23.9,0.5974999999999999,7.4,3.9,1.1,0.3,0.2,1.1,0.491,0.379,0.788,0.569,0.6117724867724867,0.4150943396226416,0.32075471698113206,13.1,15.6,1.2,-2.2,12.384937238493725,6.527196652719666,1.8410041841004186,0.502092050209205,0.3347280334728034,1.8410041841004186,34,34,23.4,795.5999999999999,0.585,10.7,5.2,1.7,0.5,0.5,1.8,0.5542892664732698,17.6,24.8,2.5,0.125,1.1,1.4468,15.33,66.12847222222223,Big West starter/plus rotation,https://www.sports-reference.com/cbb/schools/portland/men/2025.html,https://www.sports-reference.com/cbb/schools/california-san-diego/men/2026.html
Dailin Smith,dailin-smith,Alabama A&M,alabama-a-m,SWAC,D1,Cal State Bakersfield,cal-state-bakersfield,2025-26,2022-23,sports_reference_source_school_cache,G,78.0,195.0,21.82,29.37,7.550000000000001,28,24.6,0.615,10.5,2.6,1.1,1.2,0.6,2.0,0.479,0.355,0.707,0.508,0.5812666076173605,0.16417910447761194,0.7910447761194029,16.8,22.6,2.0,-2.3,17.073170731707314,4.227642276422764,1.7886178861788617,1.951219512195122,0.975609756097561,3.252032520325203,30,27,29.3,879.0,0.7325,16.5,2.4,0.9,1.1,0.3,1.6,0.522946247464503,15.4,28.5,1.8,0.081,-1.9,,18.99,65.3298611111111,Big West starter/plus rotation,https://www.sports-reference.com/cbb/schools/alabama-am/men/2023.html,https://www.sports-reference.com/cbb/schools/cal-state-bakersfield/men/2026.html
J.P. Moorman II,jp-moorman-ii,Temple,temple,American,D1,UC Riverside,uc-riverside,2021-22,2020-21,sports_reference_source_school_cache,F,79.0,210.0,36.88,28.77,-8.110000000000003,16,26.8,0.67,7.3,5.3,2.2,0.7,0.3,1.3,0.396,0.358,0.684,0.486,0.5120650953984287,0.5,0.18181818181818182,12.0,16.4,1.0,2.7,10.895522388059701,7.91044776119403,3.2835820895522385,1.044776119402985,0.44776119402985076,1.9402985074626866,12,12,27.9,334.79999999999995,0.6975,11.1,5.6,2.1,0.8,0.1,1.9,0.49500535140920443,15.4,25.6,1.0,0.115,1.3,,16.169999999999998,65.27777777777779,Big West starter/plus rotation,https://www.sports-reference.com/cbb/schools/temple/men/2021.html,https://www.sports-reference.com/cbb/schools/california-riverside/men/2022.html
Brayden Fagbemi,brayden-fagbemi,Central Arkansas,central-arkansas,ASUN,D1,UC Davis,uc-davis,2025-26,2024-25,sports_reference_source_school_cache,G,72.0,185.0,26.18,29.37,3.1900000000000013,31,32.9,0.8225,11.4,4.1,4.7,1.5,0.0,2.5,0.378,0.281,0.821,0.45,0.48851559821734664,0.5140186915887851,0.20560747663551404,13.7,21.8,1.2,-3.4,13.86018237082067,4.984802431610943,5.714285714285714,1.8237082066869301,0.0,3.0395136778115504,31,3,25.4,787.4,0.635,7.0,3.5,4.3,2.0,0.0,2.0,0.5022962112514351,14.6,17.4,2.1,0.105,1.7,0.772363,12.86,65.13888888888889,Big West starter/plus rotation,https://www.sports-reference.com/cbb/schools/central-arkansas/men/2025.html,https://www.sports-reference.com/cbb/schools/california-davis/men/2026.html
Landon Seaman,landon-seaman,Menlo,menlo,PacWest,D2,Cal State Fullerton,cal-state-fullerton,2025-26,2024-25,phase1_school_stats,F,81.0,0.0,12.92,29.37,16.450000000000003,26,33.11538461538461,0.8278846153846153,19.807692307692307,7.153846153846154,2.0,1.3076923076923077,0.8461538461538461,3.1153846153846154,0.534,0.0,0.745,0.5343915343915344,0.5805302552078636,0.0026455026455026454,0.3941798941798942,,,,,23.925667828106853,8.641114982578399,2.415795586527294,1.5795586527293846,1.0220673635307782,3.7630662020905925,34,6,20.8,707.2,0.52,12.0,3.3,1.2,0.6,0.4,1.1,0.6124948958758676,20.3,24.6,2.5,0.141,2.1,2.0026,15.299999999999997,64.67013888888889,Big West rotation,https://menloathletics.com/sports/mens-basketball/stats/2024-25,https://www.sports-reference.com/cbb/players/landon-seaman-1.html
Kyle Owens,kyle-owens,Montana,montana,Big Sky,D1,UC Riverside,uc-riverside,2022-23,2021-22,sports_reference_source_school_cache,F,80.0,205.0,27.4,29.79,2.3900000000000006,25,12.3,0.3075,4.4,1.8,0.4,0.1,0.1,0.5,0.427,0.239,0.81,0.484,0.5298651252408478,0.4736842105263158,0.2105263157894737,11.5,20.7,0.7,-9.4,14.308943089430894,5.853658536585366,1.3008130081300813,0.3252032520325203,0.3252032520325203,1.6260162601626016,20,17,24.5,490.0,0.6125,10.0,5.6,0.9,0.3,0.0,0.8,0.574184657785944,18.5,20.0,2.0,0.166,1.4,2.82274,14.360000000000001,64.34027777777777,Big West rotation,https://www.sports-reference.com/cbb/schools/montana/men/2022.html,https://www.sports-reference.com/cbb/schools/california-riverside/men/2023.html
Rob Diaz III,robert-diaz,Cal Poly Humboldt,cal-poly-humboldt,CCAA,D2,Long Beach State,long-beach-state,2025-26,2024-25,phase1_school_stats,G,74.0,175.0,13.01,29.37,16.36,29,32.96551724137931,0.8241379310344827,16.03448275862069,3.7586206896551726,2.1379310344827585,1.8275862068965518,0.896551724137931,1.8620689655172413,0.517,0.365,0.763,0.5771428571428572,0.6035825545171339,0.32857142857142857,0.22857142857142856,,,,,19.456066945606697,4.560669456066947,2.594142259414226,2.2175732217573225,1.0878661087866108,2.2594142259414225,32,14,22.0,704.0,0.55,8.1,3.6,2.6,1.2,0.3,1.0,0.5405766150560598,16.8,19.3,2.1,0.118,2.8,1.30967,12.99,63.80208333333333,Big West rotation,https://humboldtathletics.com/sports/mens-basketball/roster/rob-diaz-iii/10223,https://www.sports-reference.com/cbb/schools/long-beach-state/men/2026.html
Gianni Hunt,gianni-hunt,Sacramento State,sacramento-state,Big Sky,D1,Cal State Northridge,cal-state-northridge,2023-24,2022-23,sports_reference_source_school_cache,G,76.0,190.0,29.15,29.59,0.4400000000000013,32,27.8,0.6950000000000001,6.9,3.0,3.3,0.9,0.0,2.3,0.376,0.374,0.745,0.47,0.5029154518950437,0.5,0.24193548387096772,9.6,17.9,1.1,-3.5,9.928057553956835,4.316546762589928,4.748201438848921,1.2949640287769784,0.0,3.3093525179856114,23,21,31.8,731.4,0.795,10.2,4.4,4.0,1.1,0.2,2.6,0.45486978237602566,9.8,20.4,1.1,0.061,-2.7,0.305887,15.689999999999998,61.770833333333336,Big West rotation,https://www.sports-reference.com/cbb/schools/sacramento-state/men/2023.html,https://www.sports-reference.com/cbb/schools/cal-state-northridge/men/2024.html
Emanuel Prospere II,emanuel-prospere-ii,Missouri–St. Louis,missouri–st.-louis,GLVC,D2,UC San Diego,uc-san-diego,2025-26,2024-25,phase1_school_stats,W,77.0,212.0,15.22,29.37,14.15,32,32.34375,0.80859375,12.625,5.09375,4.09375,0.84375,0.34375,3.125,0.517,0.395,0.684,0.5472027972027972,0.5863230001161036,0.15034965034965034,0.46503496503496505,,,,,15.61352657004831,6.299516908212561,5.06280193236715,1.0434782608695652,0.4251207729468599,3.864734299516908,28,22,22.1,618.8000000000001,0.5525,8.0,3.8,3.1,1.7,0.2,2.0,0.5333333333333333,16.2,21.7,1.9,0.122,1.2,0.776572,13.16,60.486111111111114,Big West rotation,https://umsltritons.com/sports/mens-basketball/roster/emanuel-prospere-ii/4207,https://www.sports-reference.com/cbb/schools/california-san-diego/men/2026.html
Dre Bullock,quandre-bullock,South Dakota,south-dakota,Summit League,D1,Hawaii,hawaii,2025-26,2024-25,sports_reference_source_school_cache,G,78.0,190.0,28.72,29.37,0.6500000000000021,30,22.8,0.5700000000000001,12.1,3.6,1.6,1.4,0.5,1.5,0.439,0.32,0.756,0.52,0.5853328173374612,0.5119047619047619,0.5238095238095238,20.6,24.3,2.3,2.4,21.228070175438596,6.315789473684211,2.807017543859649,2.456140350877193,0.8771929824561403,2.631578947368421,33,33,28.5,939.0,0.7125,13.757575757575758,5.909090909090909,1.9090909090909092,1.7272727272727273,0.45454545454545453,1.878787878787879,0.5290881969047175,0.0,0.0,0.0,0.0,0.0,,19.818181818181813,60.19097222222223,Big West rotation,https://www.sports-reference.com/cbb/schools/south-dakota/men/2025.html,https://hawaiiathletics.com/sports/mens-basketball/stats/2025-26
Kane Milling,kane-milling,Nevada,nevada,Mountain West,D1,UC Davis,uc-davis,2021-22,2020-21,sports_reference_source_school_cache,G,76.0,180.0,32.99,28.77,-4.220000000000002,26,22.3,0.5575,4.8,2.1,1.0,0.5,0.1,0.9,0.385,0.368,0.676,0.486,0.5249343832020997,0.55,0.325,7.5,12.6,0.8,0.0,8.609865470852018,3.7668161434977576,1.7937219730941703,0.8968609865470851,0.17937219730941703,1.6143497757847534,24,12,27.9,669.5999999999999,0.6975,7.0,3.3,1.3,0.9,0.1,1.0,0.5559085133418042,11.5,13.6,1.7,0.103,0.0,0.600532,10.42,59.548611111111114,Big West rotation,https://www.sports-reference.com/cbb/schools/nevada/men/2021.html,https://www.sports-reference.com/cbb/schools/california-davis/men/2022.html
Marvin McGhee IV,marvin-mcghee-iv,Cal State Bakersfield,cal-state-bakersfield,Big West,D1,UC Santa Barbara,uc-santa-barbara,2025-26,2024-25,sports_reference_source_school_cache,G,79.0,200.0,30.41,29.37,-1.0399999999999991,33,29.8,0.745,10.0,3.7,1.0,0.5,0.0,1.2,0.365,0.322,0.868,0.478,0.5152514427040396,0.7,0.17777777777777778,10.4,18.1,1.9,-3.9,13.422818791946309,4.966442953020134,1.342281879194631,0.6711409395973155,0.0,1.610738255033557,28,3,20.8,582.4,0.52,6.3,4.2,1.4,0.8,0.4,1.1,0.646551724137931,15.5,14.9,2.0,0.139,3.0,1.36559,10.51,59.18402777777778,Big West rotation,https://www.sports-reference.com/cbb/schools/cal-state-bakersfield/men/2025.html,https://www.sports-reference.com/cbb/schools/california-santa-barbara/men/2026.html
Harrison Carrington,harrison-carrington,Colorado,colorado,Big XII,D1,UC Irvine,uc-irvine,2025-26,2024-25,sports_reference_source_school_cache,G,79.0,195.0,45.35,29.37,-15.98,30,8.9,0.2225,3.1,1.2,0.2,0.3,0.2,0.7,0.609,0.333,0.769,0.674,0.7480694980694981,0.39999999999999997,0.8666666666666667,14.6,16.2,0.8,3.0,13.932584269662922,5.393258426966292,0.898876404494382,1.348314606741573,0.898876404494382,3.1460674157303368,35,1,17.0,595.0,0.425,8.5,3.8,0.9,0.6,0.1,0.7,0.6272136953955136,21.2,21.3,3.1,0.206,2.8,1.57427,11.930000000000001,57.96875000000001,Big West rotation,https://www.sports-reference.com/cbb/schools/colorado/men/2025.html,https://www.sports-reference.com/cbb/schools/california-irvine/men/2026.html
Osiris Grady,osiris-grady,Utah Valley,utah-valley,WAC,D1,UC Riverside,uc-riverside,2025-26,2024-25,sports_reference_source_school_cache,F,81.0,215.0,30.37,29.37,-1.0,32,18.0,0.45,5.6,2.7,0.8,0.1,0.4,1.0,0.468,0.31,0.585,0.497,0.5116959064327484,0.18367346938775508,0.2653061224489796,9.7,18.1,1.1,-4.6,12.444444444444445,6.0,1.7777777777777777,0.2222222222222222,0.8888888888888888,2.2222222222222223,32,24,31.0,992.0,0.775,10.2,5.7,1.7,0.3,0.7,1.8,0.5017709563164108,11.3,19.2,1.3,0.05,-4.2,0.174956,15.179999999999998,57.74305555555556,Big West rotation,https://www.sports-reference.com/cbb/schools/utah-valley/men/2025.html,https://www.sports-reference.com/cbb/schools/california-riverside/men/2026.html
Alex Chaikin,alex-chaikin,Lafayette,lafayette,Patriot League,D1,UC San Diego,uc-san-diego,2025-26,2024-25,sports_reference_source_school_cache,G,77.0,170.0,24.08,29.37,5.290000000000003,32,26.5,0.6625,13.9,2.6,1.1,0.6,0.2,1.3,0.498,0.479,0.84,0.64,0.6837859110586383,0.5909090909090908,0.35227272727272724,19.8,23.7,3.4,1.3,20.9811320754717,3.9245283018867925,1.6603773584905661,0.9056603773584906,0.3018867924528302,1.9622641509433962,34,17,25.0,850.0,0.625,9.7,2.1,1.2,0.6,0.3,1.2,0.581813819577735,12.0,19.4,2.2,0.105,-0.4,1.01524,12.040000000000001,57.63888888888889,Big West rotation,https://www.sports-reference.com/cbb/schools/lafayette/men/2025.html,https://www.sports-reference.com/cbb/schools/california-san-diego/men/2026.html
Dionte Bostick,dionte-bostick,Murray State,murray-state,Missouri Valley,D1,Cal State Northridge,cal-state-northridge,2022-23,2021-22,sports_reference_source_school_cache,G,74.0,190.0,34.14,29.79,-4.350000000000001,16,4.9,0.12250000000000001,1.9,0.5,0.6,0.2,0.0,0.3,0.458,0.25,0.6,0.5,0.5385487528344671,0.3333333333333333,0.39999999999999997,15.8,20.5,0.3,-1.2,15.510204081632653,4.081632653061225,4.897959183673469,1.6326530612244896,0.0,2.4489795918367343,21,21,30.6,642.6,0.765,12.4,3.6,2.7,1.2,0.3,2.7,0.4606240713224369,12.7,28.1,0.6,0.036,-2.9,0.82644,16.509999999999998,57.32638888888889,Big West rotation,https://www.sports-reference.com/cbb/schools/murray-state/men/2022.html,https://www.sports-reference.com/cbb/schools/cal-state-northridge/men/2023.html
Mac Riniker,mac-riniker,Colorado Mesa,colorado-mesa,RMAC,D2,Cal Poly,cal-poly,2024-25,2023-24,phase1_school_stats,G,77.0,210.0,14.68,30.41,15.73,22,25.0,0.625,14.227272727272727,5.181818181818182,2.409090909090909,2.0454545454545454,1.0,2.909090909090909,0.638,0.431,0.702,0.7097701149425287,0.7266901931649331,0.3333333333333333,0.5402298850574713,,,,,22.763636363636362,8.29090909090909,3.854545454545455,3.2727272727272725,1.6,4.654545454545455,35,35,24.8,868.0,0.62,9.4,4.6,2.5,1.5,0.6,2.7,0.6016385048643114,14.3,20.2,1.9,0.087,-1.0,1.06617,14.490000000000002,56.70138888888889,Big West rotation,https://cmumavericks.com/sports/mens-basketball/stats/2023-24,https://www.sports-reference.com/cbb/players/mac-riniker-1.html
Onyi Eyisi,onyi-eyisi,Fordham,fordham,Atlantic 10,D1,Cal State Northridge,cal-state-northridge,2021-22,2020-21,sports_reference_source_school_cache,F,81.0,225.0,33.09,28.77,-4.320000000000004,14,15.0,0.375,3.2,2.3,0.0,0.3,0.4,0.6,0.486,0.0,0.55,0.486,0.5134788189987163,0.0,0.5599999999999999,7.8,14.3,0.2,-5.5,8.533333333333333,6.133333333333334,0.0,0.8,1.0666666666666667,1.6,27,22,21.7,585.9,0.5425,9.5,4.2,0.4,0.6,0.5,0.9,0.6040183112919634,21.1,21.7,2.0,0.14,0.1,2.31287,13.04,56.59722222222222,Big West rotation,https://www.sports-reference.com/cbb/schools/fordham/men/2021.html,https://www.sports-reference.com/cbb/schools/cal-state-northridge/men/2022.html
