player_name,player_slug,source_school,source_school_slug,source_conference,source_level,destination_school,destination_school_slug,first_big_west_season,source_season,source_stat_source,position,height_in,weight_lbs,source_conf_power,destination_conf_power,conf_power_delta,source_games,source_mpg,source_minutes_share,source_ppg,source_rpg,source_apg,source_spg,source_bpg,source_topg,source_fg_pct,source_fg3_pct,source_ft_pct,source_efg_pct,source_ts_pct,source_three_rate,source_ft_rate,source_per,source_usg_pct,source_ws,source_bpm,source_pts_per_40,source_reb_per_40,source_ast_per_40,source_stl_per_40,source_blk_per_40,source_tov_per_40,big_west_games,big_west_games_started,big_west_mpg,big_west_minutes,big_west_minutes_share,big_west_ppg,big_west_rpg,big_west_apg,big_west_spg,big_west_bpg,big_west_topg,big_west_ts_pct,big_west_per,big_west_usg_pct,big_west_ws,big_west_ws_per_40,big_west_bpm,big_west_porpag,production_score,impact_score,outcome_tier,source_url,outcome_url
Ronald Jessamy,ronald-jessamy,Tennessee State,tennessee-state,Ohio Valley,D1,Cal State Bakersfield,cal-state-bakersfield,2025-26,2024-25,sports_reference_source_school_cache,F,80.0,220.0,24.35,29.37,5.02,26,18.7,0.46749999999999997,8.9,5.8,0.7,0.3,1.3,1.8,0.592,0.0,0.627,0.592,0.6166851441241685,0.0,0.7090909090909091,21.2,23.2,1.9,-1.6,19.037433155080215,12.406417112299465,1.4973262032085561,0.6417112299465241,2.7807486631016043,3.8502673796791447,31,23,25.9,802.0,0.6475,13.451612903225806,6.645161290322581,1.1935483870967742,1.2258064516129032,1.8064516129032258,2.774193548387097,0.5710451358457493,0.0,0.0,0.0,0.0,0.0,,19.674193548387098,56.267361111111114,Big West rotation,https://www.sports-reference.com/cbb/schools/tennessee-state/men/2025.html,https://gorunners.com/sports/mens-basketball/stats/2025-26
"De'Undrae Perteete, Jr.",deundrae-perteete,Westmont,westmont,PacWest,D2,UC Riverside,uc-riverside,2025-26,2024-25,phase1_school_stats,F,77.0,200.0,12.92,29.37,16.450000000000003,29,34.758620689655174,0.8689655172413794,10.551724137931034,4.689655172413793,2.0344827586206895,1.0,0.1724137931034483,2.1724137931034484,0.401,0.366,0.783,0.5022522522522522,0.5695354377605718,0.5540540540540541,0.4774774774774775,,,,,12.14285714285714,5.396825396825396,2.341269841269841,1.1507936507936507,0.1984126984126984,2.5,27,21,27.6,745.2,0.6900000000000001,6.7,3.2,2.4,0.9,0.2,0.9,0.6199111769059956,11.9,11.4,1.8,0.097,-1.2,1.13316,10.940000000000001,55.55555555555556,Big West rotation,https://athletics.westmont.edu/sports/mens-basketball/roster/de-undrae-perteete/9474,https://www.sports-reference.com/cbb/schools/california-riverside/men/2026.html
Joel Armotrading,joel-armotrading,Cal Poly,cal-poly,Big West,D1,UC Riverside,uc-riverside,2024-25,2023-24,sports_reference_source_school_cache,C,82.0,225.0,29.59,30.41,0.8200000000000003,30,19.4,0.485,5.0,4.8,0.4,0.4,1.3,1.1,0.543,0.0,0.59,0.543,0.577100646352724,0.0,0.9032258064516128,15.2,14.8,1.3,-4.3,10.309278350515465,9.896907216494846,0.8247422680412372,0.8247422680412372,2.680412371134021,2.2680412371134024,33,31,21.9,722.6999999999999,0.5475,5.8,6.5,0.5,0.4,1.2,0.9,0.629887054735013,16.9,12.7,2.4,0.131,-0.2,1.41976,11.37,55.052083333333336,Big West rotation,https://www.sports-reference.com/cbb/schools/cal-poly/men/2024.html,https://www.sports-reference.com/cbb/schools/california-riverside/men/2025.html
Chance Hunter,chance-hunter,California Baptist,california-baptist,WAC,D1,Cal Poly,cal-poly,2022-23,2021-22,sports_reference_cache,G,78.0,200.0,29.25,29.79,0.5399999999999991,29,20.8,0.52,7.3,4.0,1.0,0.4,0.3,1.2,0.386,0.315,0.44,0.47,0.47108931337119253,0.5285714285714286,0.24285714285714285,11.0,21.9,1.2,-3.3,14.038461538461538,7.692307692307692,1.923076923076923,0.7692307692307692,0.5769230769230769,2.3076923076923075,33,23,26.5,874.5,0.6625,8.2,4.3,0.9,0.7,0.2,1.5,0.4925516578567996,11.0,20.2,1.5,0.069,-1.6,0.222096,11.72,53.454861111111114,Big West rotation,https://www.sports-reference.com/cbb/players/chance-hunter-1.html,https://www.sports-reference.com/cbb/schools/cal-poly/men/2023.html
Jarred Hyder,jarred-hyder,California,california,PAC 12,D1,Cal Poly,cal-poly,2023-24,2021-22,sports_reference_source_school_cache,G,75.0,185.0,40.79,29.59,-11.2,22,8.8,0.22000000000000003,1.3,0.6,0.8,0.1,0.0,0.4,0.237,0.188,0.727,0.276,0.3385416666666667,0.4117647058823529,0.29411764705882354,3.6,14.6,0.0,-4.3,5.909090909090908,2.727272727272727,3.6363636363636362,0.45454545454545453,0.0,1.8181818181818181,25,25,34.0,850.0,0.85,10.3,2.6,2.5,1.2,0.2,2.1,0.44986023759608673,8.8,21.2,0.1,0.006,-4.5,,13.8,53.45486111111111,Big West rotation,https://www.sports-reference.com/cbb/schools/california/men/2022.html,https://www.sports-reference.com/cbb/schools/cal-poly/men/2024.html
Marcus Tsohonis,marcus-tsohonis,VCU,vcu,Atlantic 10,D1,Long Beach State,long-beach-state,2022-23,2021-22,sports_reference_source_school_cache,G,75.0,190.0,35.45,29.79,-5.660000000000004,29,14.4,0.36,5.1,1.7,1.1,0.3,0.0,0.8,0.371,0.368,0.609,0.469,0.48552932216298544,0.5306122448979592,0.16326530612244897,11.0,22.0,1.0,1.0,14.166666666666666,4.722222222222222,3.0555555555555554,0.8333333333333333,0.0,2.2222222222222223,28,21,26.3,736.4,0.6575,14.1,3.4,2.0,0.9,0.1,2.5,0.4681274900398406,13.4,31.4,1.2,0.067,-4.0,1.32075,17.33,52.482638888888886,Big West rotation,https://www.sports-reference.com/cbb/schools/virginia-commonwealth/men/2022.html,https://www.sports-reference.com/cbb/schools/long-beach-state/men/2023.html
Jordan Brinson,jordan-brinson,Fresno State,fresno-state,Mountain West,D1,Cal State Northridge,cal-state-northridge,2023-24,2022-23,sports_reference_source_school_cache,G,75.0,175.0,38.01,29.59,-8.419999999999998,3,6.0,0.15,0.7,1.0,1.0,0.0,0.0,0.3,0.0,0.0,1.0,0.0,0.1743027888446215,0.7647058823529412,0.4117647058823529,0.2,21.5,0.0,-11.5,4.666666666666667,6.666666666666667,6.666666666666667,0.0,0.0,2.0,12,8,26.3,315.6,0.6575,8.2,4.8,3.7,1.2,0.3,1.5,0.4871673003802281,14.2,17.7,0.9,0.108,-1.7,-0.0901539,14.45,51.440972222222214,Big West rotation,https://www.sports-reference.com/cbb/schools/fresno-state/men/2023.html,https://www.sports-reference.com/cbb/schools/cal-state-northridge/men/2024.html
Colin Smith,colin-smith,Vanderbilt,vanderbilt,SEC,D1,UC Santa Barbara,uc-santa-barbara,2024-25,2023-24,sports_reference_source_school_cache,F,80.0,210.0,42.64,30.41,-12.23,7,25.4,0.635,7.1,6.6,0.3,1.0,0.3,1.0,0.354,0.273,0.538,0.448,0.4588934850051706,0.6811594202898551,0.27536231884057966,12.9,17.5,0.2,-1.3,11.181102362204726,10.393700787401576,0.4724409448818898,1.5748031496062993,0.4724409448818898,1.5748031496062993,20,10,20.3,406.0,0.5075000000000001,8.7,2.8,1.1,0.4,0.4,1.4,0.6106120157215047,15.7,22.3,1.3,0.124,1.0,1.60146,11.289999999999997,51.04166666666667,Big West rotation,https://www.sports-reference.com/cbb/schools/vanderbilt/men/2024.html,https://www.sports-reference.com/cbb/schools/california-santa-barbara/men/2025.html
Isaiah Kerr,isaiah-kerr,Chico State,chico-state,CCAA,D2,Hawaii,hawaii,2025-26,2024-25,phase1_school_stats,G,75.0,180.0,13.01,29.37,16.36,29,32.89655172413793,0.8224137931034482,13.206896551724139,4.068965517241379,3.1724137931034484,0.7931034482758621,0.41379310344827586,2.103448275862069,0.461,0.35,0.698,0.53125,0.5602036040252749,0.40460526315789475,0.28289473684210525,,,,,16.058700209643607,4.947589098532495,3.8574423480083864,0.9643605870020966,0.5031446540880504,2.557651991614256,31,0,20.6,638.6,0.515,6.4,2.4,1.4,0.7,0.3,1.0,0.5215123859191656,10.9,16.8,1.8,0.113,0.4,0.550849,9.260000000000002,50.71180555555556,Big West rotation,https://chicowildcats.com/sports/mens-basketball/stats/2024-25,https://www.sports-reference.com/cbb/players/isaiah-kerr-1.html
Jamal Hartwell II,jamal-hartwell-ii,George Mason,george-mason,Atlantic 10,D1,UC Riverside,uc-riverside,2022-23,2021-22,sports_reference_source_school_cache,G,70.0,155.0,35.45,29.79,-5.660000000000004,26,13.1,0.3275,2.9,0.8,1.1,0.2,0.0,0.4,0.26,0.281,0.7,0.354,0.3740970072239422,0.6756756756756757,0.10810810810810811,4.9,17.6,0.1,-4.1,8.854961832061068,2.4427480916030535,3.3587786259541987,0.6106870229007634,0.0,1.2213740458015268,34,8,23.4,795.5999999999999,0.585,8.4,0.9,1.0,0.5,0.0,1.0,0.5654281098546041,11.6,18.4,2.1,0.104,-1.2,1.27375,9.58,50.572916666666664,Big West rotation,https://www.sports-reference.com/cbb/schools/george-mason/men/2022.html,https://www.sports-reference.com/cbb/schools/california-riverside/men/2023.html
Kyle Evans,kyle-evans,Colorado State,colorado-state,Mountain West,D1,UC Irvine,uc-irvine,2024-25,2023-24,sports_reference_source_school_cache,F,82.0,200.0,38.07,30.41,-7.66,9,5.8,0.145,2.0,1.3,0.4,0.1,0.3,0.7,0.8,0.0,0.667,0.8,0.8116883116883116,0.18181818181818182,0.2727272727272727,18.4,18.0,0.2,2.4,13.793103448275863,8.965517241379311,2.7586206896551726,0.6896551724137931,2.0689655172413794,4.827586206896552,39,0,12.0,468.0,0.3,4.4,3.4,0.3,0.2,1.2,0.7,0.7105943152454781,21.8,16.0,2.4,0.203,5.9,1.04961,7.62,48.263888888888886,Big West rotation,https://www.sports-reference.com/cbb/schools/colorado-state/men/2024.html,https://www.sports-reference.com/cbb/schools/california-irvine/men/2025.html
Justin Rochelin,justin-rochelin,Oregon State,oregon-state,PAC 12,D1,UC San Diego,uc-san-diego,2024-25,2023-24,sports_reference_source_school_cache,G,77.0,190.0,41.26,30.41,-10.849999999999998,27,10.9,0.2725,2.1,1.7,0.4,0.6,0.0,0.6,0.3,0.233,0.8,0.383,0.4261363636363636,0.7272727272727273,0.2727272727272727,5.8,15.2,0.2,-2.5,7.706422018348624,6.238532110091743,1.4678899082568806,2.2018348623853212,0.0,2.2018348623853212,35,0,19.3,675.5,0.48250000000000004,6.6,3.5,0.7,0.7,0.3,0.8,0.5693581780538302,13.3,18.0,2.6,0.152,-0.5,0.780742,9.84,48.21180555555556,Big West rotation,https://www.sports-reference.com/cbb/schools/oregon-state/men/2024.html,https://www.sports-reference.com/cbb/schools/california-san-diego/men/2025.html
B.J. Kolly,bj-kolly,Montana State,montana-state,Big Sky,D1,UC Riverside,uc-riverside,2025-26,2024-25,sports_reference_source_school_cache,F,80.0,200.0,28.35,29.37,1.0199999999999996,24,8.6,0.215,2.3,1.5,0.6,0.2,0.5,0.8,0.525,0.0,0.737,0.525,0.560428849902534,0.0,0.4705882352941177,12.3,17.7,0.4,-3.3,10.697674418604652,6.976744186046512,2.7906976744186047,0.9302325581395349,2.3255813953488373,3.7209302325581395,30,30,24.4,732.0,0.61,8.7,5.5,1.4,0.6,1.4,2.5,0.5775358470525757,14.3,20.3,1.3,0.072,-2.9,0.643476,13.68,48.072916666666664,Big West rotation,https://www.sports-reference.com/cbb/schools/montana-state/men/2025.html,https://www.sports-reference.com/cbb/schools/california-riverside/men/2026.html
Pierre Crockrell II,pierre-crockrell-ii,Pacific,pacific,West Coast,D1,UC Irvine,uc-irvine,2022-23,2021-22,sports_reference_source_school_cache,G,72.0,175.0,36.71,29.79,-6.920000000000002,30,29.2,0.73,6.7,2.4,4.3,1.2,0.0,2.1,0.416,0.375,0.5,0.429,0.4352910602910603,0.0684931506849315,0.12328767123287672,9.6,17.2,0.6,-4.9,9.178082191780822,3.2876712328767126,5.89041095890411,1.6438356164383563,0.0,2.8767123287671232,35,33,24.2,847.0,0.605,5.0,2.0,5.1,1.0,0.0,2.1,0.4404510218463707,10.7,16.2,1.6,0.075,-2.0,0.256959,9.619999999999997,46.42361111111111,Big West rotation,https://www.sports-reference.com/cbb/schools/pacific/men/2022.html,https://www.sports-reference.com/cbb/schools/california-irvine/men/2023.html
Derrick Michael Xzavierro,derrick-michael-xzavierro,GCU,gcu,WAC,D1,Long Beach State,long-beach-state,2024-25,2023-24,sports_reference_source_school_cache,F,82.0,220.0,31.41,30.41,-1.0,14,3.7,0.0925,1.7,2.0,0.2,0.0,0.1,0.2,0.563,0.333,0.571,0.625,0.6439393939393939,0.36363636363636365,0.45454545454545453,26.8,21.0,0.3,-3.6,18.37837837837838,21.62162162162162,2.162162162162162,0.0,1.081081081081081,2.162162162162162,29,21,22.3,646.7,0.5575,5.2,6.8,0.6,0.5,1.2,1.0,0.4942965779467681,14.9,14.9,1.4,0.087,-2.0,0.66238,11.07,46.111111111111114,Big West rotation,https://www.sports-reference.com/cbb/schools/grand-canyon/men/2024.html,https://www.sports-reference.com/cbb/schools/long-beach-state/men/2025.html
Mahmoud Fofana,mahmoud-fofana,Cal State San Bernardino,cal-state-san-bernardino,CCAA,D2,Cal State Northridge,cal-state-northridge,2023-24,2022-23,phase1_school_stats,W,78.0,185.0,14.06,29.59,15.53,35,23.0,0.575,8.4,6.085714285714285,1.0,0.8,0.9714285714285714,0.9714285714285714,0.652,0.286,0.597,0.6631016042780749,0.6655197392249185,0.0748663101604278,0.4117647058823529,,,,,14.608695652173912,10.583850931677018,1.7391304347826086,1.391304347826087,1.6894409937888197,1.6894409937888197,31,12,21.8,675.8000000000001,0.545,5.1,5.6,0.7,0.8,0.4,0.9,0.48185941043083896,11.7,13.4,1.7,0.1,-1.8,0.241694,9.9,45.29513888888889,Big West rotation,https://csusbathletics.com/sports/mens-basketball/stats/2022-23,https://www.sports-reference.com/cbb/players/mahmoud-fofana-1.html
Jacob Davison,jacob-davison,Eastern Washington,eastern-washington,Big Sky,D1,Cal Poly,cal-poly,2021-22,2020-21,sports_reference_source_school_cache,G,76.0,175.0,27.53,28.77,1.2399999999999984,22,21.0,0.525,9.8,2.6,1.5,0.6,0.4,1.5,0.386,0.356,0.804,0.471,0.5144897102057959,0.4767441860465116,0.24418604651162792,14.5,26.5,1.1,-0.9,18.666666666666668,4.9523809523809526,2.857142857142857,1.1428571428571428,0.7619047619047619,2.857142857142857,7,5,27.1,189.70000000000002,0.6775,11.9,3.6,1.3,0.9,0.4,2.3,0.47891178364455894,13.2,29.4,0.2,0.051,-4.0,0.592103,15.090000000000002,45.20833333333333,Big West rotation,https://www.sports-reference.com/cbb/schools/eastern-washington/men/2021.html,https://www.sports-reference.com/cbb/schools/cal-poly/men/2022.html
Zion Richardson,zion-richardson,Quincy,quincy,GLVC,D2,Cal State Fullerton,cal-state-fullerton,2024-25,2023-24,phase1_school_stats,G,76.0,208.0,16.5,30.41,13.91,26,32.19230769230769,0.8048076923076923,17.692307692307693,7.1923076923076925,1.8076923076923077,1.1923076923076923,0.19230769230769232,1.7692307692307692,0.429,0.336,0.844,0.48753462603878117,0.5511358190357519,0.3462603878116344,0.3545706371191136,,,,,21.983273596176822,8.936678614097968,2.246117084826762,1.4814814814814814,0.23894862604540024,2.198327359617682,21,4,18.1,380.1,0.4525,7.6,3.3,0.9,0.6,0.0,1.1,0.6217277486910995,16.7,20.6,1.1,0.11,1.0,1.64499,10.41,45.08680555555556,Big West rotation,https://quhawks.com/sports/mens-basketball/stats/2023-24,https://www.sports-reference.com/cbb/players/zion-richardson-1.html
Tyler Beard,tyler-beard,Pacific,pacific,West Coast,D1,Cal State Northridge,cal-state-northridge,2024-25,2023-24,sports_reference_source_school_cache,G,74.0,180.0,34.66,30.41,-4.2499999999999964,30,18.4,0.45999999999999996,4.4,2.1,1.7,0.3,0.1,0.7,0.331,0.343,0.6,0.411,0.42145593869731807,0.45999999999999996,0.1,7.5,17.2,-0.3,-7.1,9.56521739130435,4.565217391304349,3.695652173913044,0.6521739130434783,0.2173913043478261,1.5217391304347827,33,3,20.7,683.1,0.5175,6.0,2.8,3.3,0.7,0.1,1.8,0.497677504976775,10.8,17.8,1.4,0.082,-1.0,0.378339,9.93,44.65277777777778,Limited Big West role,https://www.sports-reference.com/cbb/schools/pacific/men/2024.html,https://www.sports-reference.com/cbb/schools/cal-state-northridge/men/2025.html
Luke Turner,luke-turner,Wofford,wofford,Southern,D1,UC Riverside,uc-riverside,2022-23,2021-22,sports_reference_source_school_cache,F,79.0,195.0,31.55,29.79,-1.7600000000000016,29,10.9,0.2725,2.9,1.5,0.7,0.3,0.0,0.3,0.4,0.3,0.5,0.494,0.4945429740791269,0.6071428571428572,0.10714285714285715,13.1,16.1,0.8,-0.6,10.642201834862385,5.504587155963303,2.568807339449541,1.1009174311926606,0.0,1.1009174311926606,34,11,17.8,605.2,0.445,3.9,2.6,0.7,0.4,0.1,0.5,0.6116687578419071,11.1,10.7,1.6,0.108,1.1,0.86682,6.3100000000000005,42.361111111111114,Limited Big West role,https://www.sports-reference.com/cbb/schools/wofford/men/2022.html,https://www.sports-reference.com/cbb/schools/california-riverside/men/2023.html
Jailen Daniel-Dalton,jailen-daniel-dalton2,San Francisco State,san-francisco-state,CCAA,D2,UC Riverside,uc-riverside,2025-26,2023-24,phase1_school_stats,W,78.0,220.0,14.85,29.37,14.520000000000001,31,29.032258064516128,0.7258064516129032,11.774193548387096,6.645161290322581,1.6129032258064515,0.9354838709677419,0.6129032258064516,2.064516129032258,0.47,0.379,0.713,0.5278745644599303,0.5610550909985244,0.30313588850174217,0.30313588850174217,,,,,16.22222222222222,9.155555555555557,2.2222222222222223,1.2888888888888888,0.8444444444444444,2.8444444444444446,26,17,23.2,603.1999999999999,0.58,6.0,4.0,0.9,0.6,0.5,1.0,0.5387931034482759,10.7,14.1,1.1,0.073,-2.6,0.496223,9.700000000000001,42.30902777777778,Limited Big West role,https://sfstategators.com/sports/mens-basketball/stats/2023-24,https://www.sports-reference.com/cbb/players/jailen-daniel-dalton-1.html
Donovan Oday,donovan-oday,McNeese,mcneese,Southland,D1,Cal State Fullerton,cal-state-fullerton,2023-24,2022-23,sports_reference_source_school_cache,G,74.0,195.0,22.43,29.59,7.16,34,16.6,0.41500000000000004,4.9,2.1,1.2,0.6,0.1,1.1,0.375,0.23,0.765,0.421,0.4748062015503876,0.4,0.3333333333333333,11.3,18.7,0.7,-4.4,11.80722891566265,5.0602409638554215,2.8915662650602405,1.4457831325301203,0.24096385542168672,2.650602409638554,32,0,18.3,585.6,0.4575,7.1,2.0,0.7,1.0,0.2,1.0,0.5333533653846154,14.7,22.2,1.5,0.101,-0.4,0.715954,9.33,41.28472222222223,Limited Big West role,https://www.sports-reference.com/cbb/schools/mcneese-state/men/2023.html,https://www.sports-reference.com/cbb/schools/cal-state-fullerton/men/2024.html
Emmanuel Tshimanga,emmanuel-tshimanga,UC Irvine,uc-irvine,Big West,D1,UC San Diego,uc-san-diego,2022-23,2021-22,sports_reference_source_school_cache,C,84.0,270.0,28.77,29.79,1.0199999999999996,25,10.6,0.265,3.4,3.3,0.2,0.1,0.1,0.8,0.636,0.0,0.64,0.636,0.6439393939393939,0.0,0.45454545454545453,16.4,16.9,1.1,-2.8,12.830188679245284,12.452830188679245,0.7547169811320755,0.37735849056603776,0.37735849056603776,3.018867924528302,24,10,19.3,463.20000000000005,0.48250000000000004,7.1,6.2,0.7,0.3,0.7,1.7,0.6206293706293705,18.5,20.8,1.4,0.123,-2.5,1.249,11.780000000000001,40.43402777777778,Limited Big West role,https://www.sports-reference.com/cbb/schools/california-irvine/men/2022.html,https://www.sports-reference.com/cbb/schools/california-san-diego/men/2023.html
Kieves Turner,kieves-turner,San Diego,san-diego,West Coast,D1,UC Santa Barbara,uc-santa-barbara,2024-25,2023-24,sports_reference_source_school_cache,G,74.0,185.0,34.66,30.41,-4.2499999999999964,31,25.6,0.64,15.5,2.4,1.9,0.9,0.1,2.1,0.406,0.374,0.858,0.491,0.5534133104827192,0.45081967213114754,0.3360655737704918,18.3,30.7,1.9,2.2,24.21875,3.75,2.96875,1.40625,0.15625,3.28125,34,3,19.4,659.5999999999999,0.485,9.6,1.8,1.4,0.5,0.1,1.3,0.5405405405405405,14.8,27.9,1.6,0.098,-3.0,1.14622,11.61,40.10416666666667,Limited Big West role,https://www.sports-reference.com/cbb/schools/san-diego/men/2024.html,https://www.sports-reference.com/cbb/schools/california-santa-barbara/men/2025.html
Max Murrell,max-murrell,Stanford,stanford,PAC 12,D1,UC Santa Barbara,uc-santa-barbara,2024-25,2023-24,sports_reference_source_school_cache,F,81.0,225.0,41.26,30.41,-10.849999999999998,17,14.7,0.3675,2.6,2.1,0.6,0.4,0.9,0.5,0.366,0.304,0.727,0.451,0.48798798798798804,0.5833333333333334,0.25,9.8,11.0,0.4,1.0,7.07482993197279,5.714285714285714,1.6326530612244898,1.08843537414966,2.4489795918367347,1.3605442176870748,31,18,19.0,589.0,0.475,5.5,2.1,1.0,0.4,0.7,0.7,0.5268199233716475,11.0,16.5,1.3,0.091,-0.7,0.530444,8.09,39.479166666666664,Limited Big West role,https://www.sports-reference.com/cbb/schools/stanford/men/2024.html,https://www.sports-reference.com/cbb/schools/california-santa-barbara/men/2025.html
Ethan Igbanugo,ethan-igbanugo,North Dakota,north-dakota,Summit League,D1,Cal State Northridge,cal-state-northridge,2022-23,2021-22,sports_reference_source_school_cache,G,74.0,185.0,27.15,29.79,2.6400000000000006,29,23.6,0.5900000000000001,8.8,2.4,1.3,0.4,0.2,1.2,0.348,0.358,0.634,0.441,0.48182216381953574,0.5189873417721518,0.3544303797468354,10.1,22.3,0.4,-6.5,14.915254237288135,4.067796610169491,2.2033898305084745,0.6779661016949152,0.3389830508474576,2.0338983050847457,32,14,26.0,832.0,0.65,6.1,2.3,1.8,0.6,0.1,1.3,0.5059721300597212,8.3,14.9,0.9,0.046,-4.5,-0.0873994,8.809999999999999,39.01041666666667,Limited Big West role,https://www.sports-reference.com/cbb/schools/north-dakota/men/2022.html,https://www.sports-reference.com/cbb/schools/cal-state-northridge/men/2023.html
Shaquil Bender,shaquil-bender,Manhattan,manhattan,MAAC,D1,Long Beach State,long-beach-state,2025-26,2024-25,sports_reference_source_school_cache,G,74.0,170.0,25.17,29.37,4.199999999999999,31,31.5,0.7875,11.2,3.5,2.0,0.9,0.1,1.8,0.374,0.248,0.857,0.427,0.4485741749439282,0.43333333333333335,0.09166666666666667,9.7,22.9,0.7,-7.0,14.222222222222221,4.444444444444445,2.5396825396825395,1.1428571428571428,0.12698412698412698,2.2857142857142856,31,9,21.9,678.9,0.5475,10.8,1.8,1.4,0.6,0.3,2.0,0.5184331797235023,11.4,28.3,0.5,0.031,-4.2,0.481159,12.670000000000002,37.916666666666664,Limited Big West role,https://www.sports-reference.com/cbb/schools/manhattan/men/2025.html,https://www.sports-reference.com/cbb/schools/long-beach-state/men/2026.html
Jaden Henderson,jaden-henderson,Concordia Irvine,concordia-irvine,PacWest,D2,Cal State Fullerton,cal-state-fullerton,2025-26,2024-25,phase1_school_stats,G,75.0,185.0,12.92,29.37,16.450000000000003,28,32.214285714285715,0.8053571428571429,15.964285714285714,4.178571428571429,2.392857142857143,1.3214285714285714,0.14285714285714285,2.5714285714285716,0.481,0.322,0.857,0.5208333333333334,0.5630290205562274,0.25,0.23333333333333334,,,,,19.82261640798226,5.188470066518848,2.971175166297117,1.6407982261640797,0.17738359201773832,3.1929046563192904,32,1,17.8,569.6,0.445,7.6,2.5,1.7,0.5,0.1,1.1,0.5413105413105413,13.5,21.3,1.1,0.079,-1.3,0.708306,10.409999999999998,36.579861111111114,Limited Big West role,https://cuigoldeneagles.com/sports/mens-basketball/stats/2024-25,https://www.sports-reference.com/cbb/players/jaden-henderson-1.html
Bailey Nunn,bailey-nunn,Sacramento State,sacramento-state,Big Sky,D1,Cal State Fullerton,cal-state-fullerton,2025-26,2024-25,sports_reference_source_school_cache,G,69.0,160.0,28.35,29.37,1.0199999999999996,30,29.1,0.7275,6.5,2.4,3.6,0.6,0.0,1.9,0.273,0.27,0.677,0.352,0.40004923682914817,0.5833333333333334,0.2916666666666667,5.8,18.3,0.2,-8.5,8.934707903780069,3.2989690721649483,4.948453608247423,0.8247422680412371,0.0,2.611683848797251,22,4,19.0,418.0,0.475,5.4,2.1,1.5,0.7,0.0,0.6,0.6037567084078713,10.9,12.4,1.1,0.102,-1.4,0.750752,8.11,36.12847222222223,Limited Big West role,https://www.sports-reference.com/cbb/schools/sacramento-state/men/2025.html,https://www.sports-reference.com/cbb/schools/cal-state-fullerton/men/2026.html
Garrison Wade,garrison-wade,Dartmouth,dartmouth,Ivy,D1,Cal State Fullerton,cal-state-fullerton,2022-23,2021-22,sports_reference_source_school_cache,F,78.0,210.0,29.78,29.79,0.00999999999999801,25,23.6,0.5900000000000001,6.6,4.6,0.9,0.6,0.6,1.5,0.394,0.338,0.744,0.479,0.5153029356652092,0.49122807017543857,0.2807017543859649,12.2,17.8,1.1,-2.3,11.1864406779661,7.796610169491525,1.5254237288135593,1.0169491525423728,1.0169491525423728,2.542372881355932,23,2,16.7,384.09999999999997,0.4175,4.4,3.3,0.4,0.3,0.2,0.4,0.5273250239693192,12.3,15.1,1.2,0.129,-0.1,0.439672,7.14,35.65972222222222,Limited Big West role,https://www.sports-reference.com/cbb/schools/dartmouth/men/2022.html,https://www.sports-reference.com/cbb/schools/cal-state-fullerton/men/2023.html
Isaiah Lewis,isaiah-lewis2,Little Rock,little-rock,Ohio Valley,D1,Long Beach State,long-beach-state,2025-26,2024-25,sports_reference_source_school_cache,G,75.0,165.0,24.35,29.37,5.02,33,31.1,0.7775000000000001,9.4,3.6,3.0,1.6,0.2,2.7,0.35,0.287,0.772,0.4,0.43325958702064904,0.34653465346534656,0.16831683168316833,8.3,22.4,0.9,-6.6,12.090032154340836,4.630225080385852,3.858520900321543,2.057877813504823,0.2572347266881029,3.472668810289389,32,13,22.1,707.2,0.5525,6.0,1.9,2.3,1.1,0.1,1.6,0.4758883248730965,8.1,18.0,0.6,0.035,-4.0,-0.193809,8.979999999999999,35.572916666666664,Limited Big West role,https://www.sports-reference.com/cbb/schools/arkansas-little-rock/men/2025.html,https://www.sports-reference.com/cbb/schools/long-beach-state/men/2026.html
A.J. George,aj-george,SMU,smu,ACC,D1,Cal State Bakersfield,cal-state-bakersfield,2025-26,2024-25,sports_reference_source_school_cache,F,77.0,210.0,40.65,29.37,-11.279999999999998,22,6.5,0.1625,2.0,1.0,0.2,0.2,0.1,0.4,0.6,0.333,0.667,0.64,0.6887052341597796,0.2727272727272727,0.7272727272727273,13.4,14.2,0.4,0.5,12.307692307692308,6.153846153846154,1.2307692307692308,1.2307692307692308,0.6153846153846154,2.4615384615384617,30,29,28.1,843.0,0.7025,8.2,3.5,1.5,0.3,0.3,1.7,0.44181034482758613,7.0,18.6,-0.2,-0.007,-6.7,-0.419983,11.270000000000001,35.57291666666666,Limited Big West role,https://www.sports-reference.com/cbb/schools/southern-methodist/men/2025.html,https://www.sports-reference.com/cbb/schools/cal-state-bakersfield/men/2026.html
