target_conference,first_target_season,destination_school,player_name,sr_season,sr_team,sr_conf,class,position,games,games_started,mpg,minutes,minutes_share,ppg,rpg,apg,spg,bpg,topg,fg_pct,fg3_pct,ft_pct,efg_pct,ts_pct,three_rate,ft_rate,per,ts_pct_advanced,usg_pct,ows,dws,ws,ws_per_40,bpm,source_url
Mountain West,2023-24,New Mexico,Isaac Mushila,2023-24,New Mexico,MWC,SR,F,25,0,8.8,220.00000000000003,0.22000000000000003,1.8,2.7,0.4,0.3,0.1,0.4,0.289,0.25,0.679,0.329,0.45362903225806456,0.3333333333333333,0.7333333333333334,11.6,0.429,12.8,0.2,0.4,0.6,0.11,0.4,https://www.sports-reference.com/cbb/players/isaac-mushila-1.html
Mountain West,2023-24,New Mexico,Jemarl Baker,2023-24,New Mexico,MWC,SR,G,35,12,17.5,612.5,0.4375,4.4,1.5,1.0,0.3,0.1,0.3,0.396,0.38,0.7,0.549,0.5595116988809766,0.8157894736842106,0.07894736842105263,9.8,0.555,11.3,0.9,0.8,1.7,0.111,2.9,https://www.sports-reference.com/cbb/players/jemarl-baker-1.html
Mountain West,2023-24,New Mexico,Mustapha Amzil,2023-24,New Mexico,MWC,SR,F,35,2,18.8,658.0,0.47000000000000003,6.7,3.5,0.7,0.6,0.3,0.7,0.403,0.292,0.771,0.476,0.5250783699059561,0.49090909090909096,0.36363636363636365,13.5,0.526,17.8,1.0,1.1,2.2,0.131,2.3,https://www.sports-reference.com/cbb/players/mustapha-amzil-1.html
Mountain West,2023-24,New Mexico,Nelly Junior Joseph,2023-24,New Mexico,MWC,JR,F,36,36,26.2,943.1999999999999,0.655,8.9,8.2,1.0,1.1,1.4,1.5,0.55,0.0,0.523,0.55,0.5573647294589179,0.0,0.5625,18.7,0.55,17.2,1.5,2.1,3.6,0.153,3.9,https://www.sports-reference.com/cbb/players/nellyjunior-joseph-1.html
Mountain West,2024-25,New Mexico,Atiki Ally Atiki,2024-25,New Mexico,MWC,SR,F,32,0,8.2,262.4,0.205,2.0,2.5,0.3,0.3,0.8,0.4,0.574,0.0,0.45,0.574,0.5668934240362812,0.0,0.39999999999999997,16.2,0.558,12.6,0.3,0.7,1.0,0.154,2.6,https://www.sports-reference.com/cbb/players/atiki-allyatiki-1.html
Mountain West,2024-25,New Mexico,C.J. Noland,2024-25,New Mexico,MWC,SR,G,34,7,20.7,703.8,0.5175,7.9,2.4,1.1,1.1,0.3,0.8,0.411,0.313,0.741,0.487,0.523317435082141,0.4852941176470588,0.25,13.7,0.518,19.1,0.9,1.4,2.4,0.135,3.0,https://www.sports-reference.com/cbb/players/cj-noland-1.html
Mountain West,2024-25,New Mexico,Filip Borovicanin,2024-25,New Mexico,MWC,JR,F,35,29,22.7,794.5,0.5675,5.9,4.6,1.1,0.7,0.2,1.0,0.413,0.317,0.646,0.486,0.5160951714485655,0.45098039215686275,0.27450980392156865,10.4,0.508,14.1,0.6,1.6,2.1,0.107,2.4,https://www.sports-reference.com/cbb/players/filip-borovicanin-1.html
Mountain West,2024-25,New Mexico,Ibrahima Sacko,2024-25,New Mexico,MWC,SO,F,19,0,5.8,110.2,0.145,1.2,1.2,0.1,0.3,0.3,0.3,0.579,0.25,0.0,0.605,0.551470588235294,0.2,0.2,8.2,0.563,11.4,0.0,0.3,0.3,0.097,-3.1,https://www.sports-reference.com/cbb/players/ibrahima-sacko-1.html
Mountain West,2025-26,New Mexico,Antonio Chol,2025-26,New Mexico,MWC,JR,F,37,32,24.2,895.4,0.605,7.7,2.9,0.8,0.3,0.6,0.7,0.387,0.323,0.6,0.5,0.5097987288135593,0.6944444444444444,0.11111111111111112,9.9,0.507,16.7,0.7,1.3,2.0,0.089,1.4,https://www.sports-reference.com/cbb/players/antonio-chol-1.html
Mountain West,2025-26,New Mexico,Chris Howell,2025-26,New Mexico,MWC,SR,G,11,11,24.5,269.5,0.6125,5.5,3.0,3.4,1.7,0.2,1.8,0.37,0.278,0.875,0.424,0.5321207430340558,0.38095238095238093,0.5238095238095238,12.1,0.523,14.1,0.2,0.6,0.8,0.112,4.3,https://www.sports-reference.com/cbb/players/chris-howell-3.html
Mountain West,2025-26,New Mexico,Deyton Albury,2025-26,New Mexico,MWC,SR,G,35,34,24.8,868.0,0.62,11.7,3.7,3.0,1.5,0.1,2.3,0.517,0.377,0.779,0.556,0.6199660873251377,0.2,0.5866666666666667,19.0,0.613,23.3,1.8,1.8,3.6,0.164,5.4,https://www.sports-reference.com/cbb/players/deyton-albury-1.html
Mountain West,2025-26,New Mexico,JT Rock,2025-26,New Mexico,MWC,SO,C,37,1,12.8,473.6,0.32,6.2,3.5,0.4,0.2,0.9,0.6,0.545,0.397,0.644,0.619,0.6321370309951061,0.38095238095238093,0.38095238095238093,22.4,0.628,21.2,1.3,1.0,2.3,0.194,6.6,https://www.sports-reference.com/cbb/players/jt-rock-1.html
Mountain West,2025-26,New Mexico,Kevin Patton,2025-26,New Mexico,MWC,JR,G,9,0,9.8,88.2,0.24500000000000002,2.6,2.2,0.7,0.4,0.3,0.4,0.375,0.1,0.571,0.396,0.4259501965923984,0.40740740740740744,0.2962962962962963,12.0,0.421,17.4,0.0,0.2,0.2,0.09,-5.6,https://www.sports-reference.com/cbb/players/kevin-patton-jr-1.html
Mountain West,2025-26,New Mexico,Milos Vicentic,2025-26,New Mexico,MWC,SR,F,16,0,7.3,116.8,0.1825,3.1,1.1,0.2,0.3,0.1,0.1,0.347,0.207,1.0,0.408,0.4607609988109394,0.5806451612903226,0.1935483870967742,13.0,0.465,23.5,0.1,0.2,0.3,0.114,-0.4,https://www.sports-reference.com/cbb/players/milos-vicentic-1.html
Mountain West,2025-26,New Mexico,Tajavis Miller,2025-26,New Mexico,MWC,SR,G,32,0,16.8,537.6,0.42000000000000004,5.6,2.1,1.0,0.8,0.2,0.6,0.392,0.343,0.667,0.506,0.533130236100533,0.6734693877551019,0.16326530612244897,11.9,0.521,17.2,0.5,1.0,1.5,0.115,2.7,https://www.sports-reference.com/cbb/players/tajavis-miller-1.html
Mountain West,2022-23,San Diego State,Darrion Trammell,2022-23,San Diego State,MWC,JR,G,38,37,27.2,1033.6,0.6799999999999999,9.8,2.4,2.9,1.3,0.1,1.6,0.362,0.314,0.74,0.435,0.48572561459159397,0.47191011235955055,0.30337078651685395,14.0,0.479,22.4,1.2,1.9,3.1,0.118,4.6,https://www.sports-reference.com/cbb/players/darrion-trammell-1.html
Mountain West,2022-23,San Diego State,Micah Parrish,2022-23,San Diego State,MWC,JR,F,39,1,21.5,838.5,0.5375,7.4,3.6,0.6,0.7,0.3,1.0,0.378,0.353,0.764,0.478,0.5217146080090242,0.5714285714285715,0.28571428571428575,13.2,0.517,19.7,1.0,1.6,2.6,0.126,4.0,https://www.sports-reference.com/cbb/players/micah-parrish-1.html
Mountain West,2023-24,San Diego State,Jay Pal,2023-24,San Diego State,MWC,SR,G,37,13,17.1,632.7,0.42750000000000005,5.1,4.2,0.8,0.3,1.0,1.2,0.455,0.306,0.701,0.496,0.5636604774535808,0.2777777777777778,0.5833333333333334,14.6,0.548,17.4,0.7,1.2,1.9,0.12,3.0,https://www.sports-reference.com/cbb/players/jay-pal-1.html
Mountain West,2023-24,San Diego State,Reese Dixon-Waters,2023-24,San Diego State,MWC,JR,G,37,23,25.7,950.9,0.6425,9.6,3.7,1.2,0.6,0.2,1.0,0.401,0.343,0.903,0.477,0.5312084993359893,0.4390243902439025,0.23170731707317074,13.5,0.525,20.2,1.4,1.5,2.9,0.123,2.6,https://www.sports-reference.com/cbb/players/reese-waters-1.html
Mountain West,2024-25,San Diego State,Jared Coleman-Jones,2024-25,San Diego State,MWC,SR,F,29,28,25.5,739.5,0.6375,7.3,5.0,1.0,0.6,0.7,1.1,0.441,0.34,0.593,0.492,0.5155367231638418,0.2903225806451613,0.3225806451612903,12.6,0.51,16.9,0.6,1.5,2.0,0.11,3.0,https://www.sports-reference.com/cbb/players/jared-coleman-jones-1.html
Mountain West,2024-25,San Diego State,Kimo Ferrari,2024-25,San Diego State,MWC,SR,G,21,0,5.9,123.9,0.14750000000000002,1.6,0.9,0.3,0.2,0.0,0.0,0.478,0.474,0.75,0.674,0.6734006734006733,0.8181818181818181,0.18181818181818182,16.7,0.683,10.9,0.4,0.2,0.6,0.192,3.6,https://www.sports-reference.com/cbb/players/kimo-ferrari-1.html
Mountain West,2024-25,San Diego State,Nick Boyd,2024-25,San Diego State,MWC,SR,G,31,31,29.9,926.9,0.7474999999999999,13.4,3.9,3.9,1.0,0.0,1.8,0.411,0.351,0.746,0.491,0.5445383615084526,0.45714285714285713,0.3904761904761904,18.0,0.536,24.8,2.0,1.6,3.6,0.157,5.9,https://www.sports-reference.com/cbb/players/nicholas-boyd-1.html
Mountain West,2024-25,San Diego State,Wayne McKinney,2024-25,San Diego State,MWC,SR,G,31,1,18.5,573.5,0.4625,6.4,1.5,0.6,0.4,0.2,0.5,0.394,0.319,0.628,0.455,0.4764740917212627,0.3770491803278688,0.22950819672131148,9.7,0.475,20.5,0.3,0.8,1.2,0.08,-1.3,https://www.sports-reference.com/cbb/players/wayne-mckinneyiii-1.html
Mountain West,2025-26,San Diego State,Jeremiah Oden,2025-26,San Diego State,MWC,SR,F,30,15,13.9,417.0,0.34750000000000003,4.6,2.3,0.4,0.4,0.1,0.5,0.441,0.302,0.697,0.514,0.5497131931166347,0.48648648648648646,0.2972972972972973,12.4,0.541,17.2,0.5,0.7,1.2,0.112,1.5,https://www.sports-reference.com/cbb/players/jeremiah-oden-1.html
Mountain West,2025-26,San Diego State,Sean Newman,2025-26,San Diego State,MWC,SR,G,33,5,15.4,508.2,0.385,3.3,1.2,2.4,0.5,0.0,0.8,0.362,0.281,0.861,0.41,0.502436053593179,0.35714285714285715,0.3928571428571429,9.8,0.486,13.8,0.4,0.7,1.1,0.087,1.9,https://www.sports-reference.com/cbb/players/sean-newman-jr-1.html
Mountain West,2022-23,San Jose State,Robert Vaihola,2022-23,San Jose State,MWC,SO,F,35,0,20.1,703.5,0.5025000000000001,7.6,6.5,0.5,0.4,0.6,1.4,0.712,0.0,0.567,0.712,0.6975036710719529,0.0,0.36170212765957444,24.9,0.695,18.3,2.0,1.0,3.0,0.171,3.8,https://www.sports-reference.com/cbb/players/robert-vaihola-1.html
Mountain West,2022-23,San Jose State,Sage Tolbert,2022-23,San Jose State,MWC,SR,F,35,35,28.3,990.5,0.7075,8.1,7.3,0.8,0.7,0.5,1.1,0.451,0.319,0.671,0.498,0.5312172088142707,0.29850746268656714,0.31343283582089554,15.9,0.525,16.6,1.6,1.3,2.9,0.117,1.5,https://www.sports-reference.com/cbb/players/sage-tolbert-1.html
Mountain West,2023-24,San Jose State,Adrame Diongue,2023-24,San Jose State,MWC,SO,C,26,23,16.4,426.4,0.41,4.8,4.3,0.8,0.5,1.5,1.7,0.628,0.0,0.381,0.628,0.5994005994005994,0.0,0.4848484848484849,14.9,0.585,19.0,0.0,0.6,0.6,0.057,-3.0,https://www.sports-reference.com/cbb/players/adrame-diongue-1.html
Mountain West,2024-25,San Jose State,Chol Marial,2024-25,San Jose State,MWC,SR,C,28,3,9.2,257.59999999999997,0.22999999999999998,1.6,2.2,0.1,0.1,1.1,0.6,0.383,0.231,0.75,0.415,0.43668122270742366,0.29411764705882354,0.17647058823529413,9.1,0.443,14.0,-0.3,0.4,0.2,0.028,-3.3,https://www.sports-reference.com/cbb/players/chol-marial-1.html
Mountain West,2024-25,San Jose State,Donavan Yap,2024-25,San Jose State,MWC,SR,G,34,34,30.1,1023.4000000000001,0.7525000000000001,10.1,2.6,2.8,1.0,0.1,1.7,0.397,0.356,0.85,0.491,0.5397605814450619,0.5301204819277109,0.2891566265060241,12.2,0.539,19.4,1.2,0.8,2.1,0.08,-1.1,https://www.sports-reference.com/cbb/players/donavan-yap-1.html
Mountain West,2024-25,San Jose State,Josh Uduje,2024-25,San Jose State,MWC,SR,G,33,33,31.4,1036.2,0.7849999999999999,16.4,4.5,1.5,1.1,0.4,1.8,0.484,0.357,0.805,0.54,0.5850456621004566,0.30894308943089427,0.31707317073170727,20.3,0.58,26.5,2.5,1.0,3.5,0.135,3.0,https://www.sports-reference.com/cbb/players/josh-uduje-1.html
Mountain West,2024-25,San Jose State,Sadaidriene Hall,2024-25,San Jose State,MWC,SR,F,34,28,25.1,853.4000000000001,0.6275000000000001,8.1,5.1,1.7,1.3,0.4,1.4,0.464,0.323,0.813,0.506,0.538850452368281,0.2608695652173913,0.20289855072463767,15.4,0.538,18.7,0.9,1.3,2.1,0.1,1.6,https://www.sports-reference.com/cbb/players/sadaidriene-hall-1.html
Mountain West,2024-25,San Jose State,Sadraque Nganga,2024-25,San Jose State,MWC,JR,G,29,6,15.6,452.4,0.39,6.8,3.3,0.6,0.3,0.0,1.1,0.516,0.367,0.5,0.588,0.5833905284831846,0.39622641509433965,0.22641509433962265,17.1,0.582,23.1,0.7,0.4,1.1,0.097,-1.1,https://www.sports-reference.com/cbb/players/sadraque-nganga-1.html
Mountain West,2024-25,San Jose State,Steven Vasquez,2024-25,San Jose State,MWC,SR,G,11,0,8.7,95.69999999999999,0.21749999999999997,2.1,0.9,0.4,0.5,0.1,0.3,0.381,0.368,0.0,0.548,0.5526315789473685,0.8947368421052632,0.0,10.7,0.548,13.1,0.1,0.1,0.2,0.085,0.2,https://www.sports-reference.com/cbb/players/steven-vasquez-1.html
Mountain West,2024-25,San Jose State,Will McClendon,2024-25,San Jose State,MWC,JR,G,24,24,32.1,770.4000000000001,0.8025,12.0,3.3,2.8,0.8,0.0,0.9,0.361,0.349,0.827,0.452,0.5100306018361102,0.5192307692307693,0.2980769230769231,13.9,0.504,20.8,1.3,0.6,1.9,0.098,0.7,https://www.sports-reference.com/cbb/players/will-mcclendon-1.html
Mountain West,2025-26,San Jose State,Adrian Myers,2025-26,San Jose State,MWC,JR,G,28,22,28.4,795.1999999999999,0.71,11.1,4.9,1.0,1.0,0.8,1.0,0.429,0.372,0.727,0.521,0.5451866404715127,0.49462365591397844,0.2150537634408602,16.9,0.544,20.7,1.4,0.3,1.7,0.087,1.8,https://www.sports-reference.com/cbb/players/adrian-myers-1.html
Mountain West,2025-26,San Jose State,Colby Garland,2025-26,San Jose State,MWC,JR,G,29,27,35.1,1017.9000000000001,0.8775000000000001,20.3,3.3,4.6,1.1,0.0,2.1,0.49,0.372,0.848,0.53,0.5909408476944573,0.21621621621621623,0.36486486486486486,23.8,0.584,29.2,3.5,0.1,3.6,0.142,4.9,https://www.sports-reference.com/cbb/players/colby-garland-1.html
Mountain West,2025-26,San Jose State,JaVaughn Hannah,2025-26,San Jose State,MWC,SR,G,2,2,22.0,44.0,0.55,7.5,1.0,0.5,0.5,0.0,1.5,0.545,0.4,0.333,0.636,0.6087662337662337,0.45454545454545453,0.2727272727272727,9.4,0.604,18.4,0.0,0.0,0.0,0.002,-1.5,https://www.sports-reference.com/cbb/players/javaughn-hannah-1.html
Mountain West,2025-26,San Jose State,Marcus Overstreet,2025-26,San Jose State,MWC,JR,F,26,4,10.5,273.0,0.2625,2.8,3.2,0.3,0.3,0.3,0.5,0.542,0.0,0.526,0.542,0.5368098159509203,0.0,0.30434782608695654,16.3,0.544,15.4,0.4,0.2,0.6,0.089,-2.4,https://www.sports-reference.com/cbb/players/marcus-overstreet-1.html
Mountain West,2025-26,San Jose State,Yaphet Moundi,2025-26,San Jose State,MWC,SR,F,13,11,26.8,348.40000000000003,0.67,12.5,7.6,1.4,1.1,0.5,1.7,0.52,0.2,0.738,0.526,0.6110676574110285,0.05333333333333334,0.8266666666666667,23.4,0.596,23.8,0.9,0.3,1.2,0.141,3.8,https://www.sports-reference.com/cbb/players/yaphet-moundi-1.html
Mountain West,2022-23,Utah State,Daniel Akin,2022-23,Utah State,MWC,SR,F,35,1,26.9,941.5,0.6725,12.0,6.8,0.9,0.5,0.7,1.7,0.67,1.0,0.7,0.672,0.710563713879678,0.0,0.8225806451612903,21.2,0.69,19.8,2.9,1.5,4.4,0.187,5.5,https://www.sports-reference.com/cbb/players/daniel-akin-1.html
Mountain West,2022-23,Utah State,Taylor Funk,2022-23,Utah State,MWC,SR,F,34,34,30.6,1040.4,0.765,13.4,5.5,1.7,0.9,0.7,1.4,0.451,0.37,0.9,0.561,0.5846422338568935,0.5925925925925926,0.13888888888888887,18.9,0.585,21.7,2.4,1.6,4.0,0.154,6.9,https://www.sports-reference.com/cbb/players/taylor-funk-1.html
Mountain West,2023-24,Utah State,Darius Brown,2023-24,Utah State,MWC,SR,G,35,35,36.1,1263.5,0.9025000000000001,12.3,4.3,6.5,1.5,0.2,1.9,0.446,0.398,0.865,0.54,0.5788780120481929,0.4742268041237113,0.21649484536082478,18.4,0.574,17.9,3.1,1.8,4.9,0.156,5.7,https://www.sports-reference.com/cbb/players/darius-brownii-1.html
Mountain West,2023-24,Utah State,Great Osobor,2023-24,Utah State,MWC,JR,F,35,35,33.6,1176.0,0.8400000000000001,17.7,9.0,2.8,1.3,1.4,2.8,0.577,0.214,0.637,0.581,0.6161236424394319,0.037037037037037035,0.7499999999999999,25.5,0.604,26.4,3.5,2.3,5.7,0.195,7.6,https://www.sports-reference.com/cbb/players/great-osobor-1.html
Mountain West,2023-24,Utah State,Ian Martinez,2023-24,Utah State,MWC,SR,G,34,29,30.7,1043.8,0.7675,13.3,3.6,1.8,0.9,0.8,1.8,0.474,0.381,0.856,0.561,0.6264129615674454,0.46067415730337075,0.4382022471910112,16.7,0.62,20.7,2.2,1.5,3.7,0.141,4.7,https://www.sports-reference.com/cbb/players/ian-martinez-2.html
Mountain West,2023-24,Utah State,Jackson Grant,2023-24,Utah State,MWC,JR,F,5,0,6.0,30.0,0.15,2.2,1.2,0.2,0.0,0.0,0.0,0.375,0.0,0.833,0.375,0.5169172932330828,0.0,0.7499999999999999,15.6,0.507,18.4,0.1,0.0,0.1,0.161,-3.3,https://www.sports-reference.com/cbb/players/jackson-grant-1.html
Mountain West,2023-24,Utah State,Josh Uduje,2023-24,Utah State,MWC,JR,G,35,10,24.0,840.0,0.6,8.7,2.5,0.9,0.8,0.3,0.8,0.425,0.275,0.736,0.479,0.5163817663817664,0.38666666666666666,0.28,12.8,0.513,19.5,1.0,1.1,2.1,0.098,0.3,https://www.sports-reference.com/cbb/players/josh-uduje-1.html
Mountain West,2023-24,Utah State,Max Agbonkpolo,2023-24,Utah State,MWC,SR,F,10,1,23.6,236.0,0.5900000000000001,5.4,3.9,0.7,1.0,0.2,0.9,0.328,0.156,0.7,0.367,0.39473684210526316,0.5,0.15625,7.4,0.393,16.8,-0.1,0.4,0.2,0.041,-2.3,https://www.sports-reference.com/cbb/players/max-agbonkpolo-1.html
Mountain West,2023-24,Utah State,Nigel Burris,2023-24,Utah State,MWC,SO,F,20,0,4.9,98.0,0.12250000000000001,1.1,1.3,0.2,0.1,0.1,0.3,0.25,0.0,0.75,0.25,0.37568306010928965,0.5,0.5,3.9,0.354,18.7,-0.1,0.1,0.0,0.011,-10.5,https://www.sports-reference.com/cbb/players/nigel-burris-1.html
Mountain West,2024-25,Utah State,Aubin Gateretse,2024-25,Utah State,MWC,SR,F,33,31,17.7,584.1,0.4425,6.4,4.2,0.5,0.3,0.7,1.1,0.744,0.2,0.571,0.748,0.7380073800738007,0.05714285714285715,0.5428571428571428,18.7,0.718,15.8,1.4,0.8,2.2,0.151,1.9,https://www.sports-reference.com/cbb/players/aubin-gateretse-1.html
Mountain West,2024-25,Utah State,Braden Housley,2024-25,Utah State,MWC,SO,G,3,0,7.7,23.1,0.1925,2.7,0.7,0.7,0.7,0.0,0.0,1.0,1.0,0.0,1.333,1.35,0.7,0.0,24.8,1.333,6.6,0.1,0.0,0.1,0.252,21.3,https://www.sports-reference.com/cbb/players/braden-housley-1.html
Mountain West,2024-25,Utah State,Dexter Akanno,2024-25,Utah State,MWC,SR,G,34,13,25.0,850.0,0.625,8.1,3.2,1.0,0.6,0.0,0.7,0.455,0.424,0.754,0.581,0.6143810679611651,0.603448275862069,0.3103448275862069,13.5,0.608,15.0,1.8,0.9,2.6,0.123,2.5,https://www.sports-reference.com/cbb/players/dexter-akanno-1.html
Mountain West,2024-25,Utah State,Deyton Albury,2024-25,Utah State,MWC,SR,G,34,23,18.8,639.2,0.47000000000000003,7.8,2.5,1.7,0.9,0.1,1.1,0.548,0.433,0.687,0.586,0.6314766839378239,0.18367346938775508,0.5918367346938775,18.7,0.616,20.0,1.7,0.9,2.5,0.157,5.2,https://www.sports-reference.com/cbb/players/deyton-albury-1.html
Mountain West,2024-25,Utah State,Drake Allen,2024-25,Utah State,MWC,SR,G,32,11,21.1,675.2,0.5275000000000001,7.0,1.9,3.8,1.2,0.4,1.5,0.457,0.288,0.623,0.517,0.5411255411255411,0.41818181818181815,0.4,16.6,0.539,19.2,1.3,0.9,2.2,0.131,4.4,https://www.sports-reference.com/cbb/players/drake-allen-1.html
Mountain West,2024-25,Utah State,Tucker Anderson,2024-25,Utah State,MWC,SO,F,34,9,16.9,574.5999999999999,0.4225,5.8,2.0,0.7,0.4,0.4,0.4,0.376,0.295,0.828,0.481,0.5091292134831461,0.7169811320754716,0.169811320754717,12.7,0.508,18.3,0.9,0.6,1.6,0.108,1.7,https://www.sports-reference.com/cbb/players/tucker-anderson-1.html
Mountain West,2025-26,Utah State,Garry Clark,2025-26,Utah State,MWC,SR,F,36,1,16.5,594.0,0.4125,6.9,4.3,0.6,0.4,0.4,0.7,0.712,0.143,0.539,0.716,0.686703821656051,0.04878048780487806,0.5121951219512195,21.7,0.686,17.6,1.9,1.0,2.9,0.195,4.6,https://www.sports-reference.com/cbb/players/garry-clark-1.html
Mountain West,2025-26,Utah State,Kolby King,2025-26,Utah State,MWC,SR,G,36,0,19.2,691.1999999999999,0.48,7.5,3.3,1.6,0.6,0.0,0.8,0.477,0.393,0.747,0.608,0.6438873626373626,0.6734693877551019,0.42857142857142855,17.2,0.638,17.6,1.7,1.1,2.9,0.166,6.6,https://www.sports-reference.com/cbb/players/kolby-king-1.html
Mountain West,2025-26,Utah State,Luke Kearney,2025-26,Utah State,MWC,JR,F,12,0,4.2,50.400000000000006,0.10500000000000001,1.7,0.4,0.3,0.2,0.0,0.2,0.368,0.267,1.0,0.474,0.5035545023696681,0.8125,0.125,11.9,0.501,22.2,0.0,0.1,0.1,0.096,1.8,https://www.sports-reference.com/cbb/players/luke-kearney-1.html
Mountain West,2025-26,Utah State,MJ Collins,2025-26,Utah State,MWC,SR,G,36,36,30.8,1108.8,0.77,17.5,2.5,1.6,0.9,0.1,1.0,0.487,0.361,0.81,0.582,0.6253573470554603,0.5206611570247934,0.35537190082644626,20.5,0.62,24.9,3.7,1.3,5.0,0.18,6.3,https://www.sports-reference.com/cbb/players/mj-collins-1.html
Mountain West,2025-26,Utah State,Zach Keller,2025-26,Utah State,MWC,SR,F,35,27,13.6,476.0,0.33999999999999997,3.5,2.0,0.5,0.2,0.1,0.6,0.561,0.471,0.553,0.61,0.6285919540229885,0.2173913043478261,0.47826086956521746,9.1,0.605,12.9,0.6,0.6,1.1,0.096,-0.1,https://www.sports-reference.com/cbb/players/zach-keller-1.html
Mountain West,2022-23,Wyoming,Ethan Anderson,2022-23,Wyoming,MWC,SR,G,21,17,24.9,522.9,0.6224999999999999,7.9,4.3,2.9,0.3,0.2,2.0,0.54,0.313,0.466,0.56,0.5538418395961862,0.13559322033898305,0.47457627118644063,14.0,0.548,19.8,0.6,0.3,0.9,0.069,-0.6,https://www.sports-reference.com/cbb/players/ethan-anderson-1.html
Mountain West,2022-23,Wyoming,Jake Kyman,2022-23,Wyoming,MWC,SR,G,18,1,12.6,226.79999999999998,0.315,4.5,1.6,0.6,0.4,0.1,0.8,0.367,0.268,1.0,0.462,0.49169580419580416,0.7045454545454545,0.09090909090909091,11.3,0.489,23.0,0.0,0.2,0.2,0.035,-0.7,https://www.sports-reference.com/cbb/players/jake-kyman-1.html
Mountain West,2022-23,Wyoming,Max Agbonkpolo,2022-23,Wyoming,MWC,SR,F,16,6,16.0,256.0,0.4,5.4,2.8,0.8,0.6,0.4,1.4,0.376,0.3,0.688,0.447,0.47038327526132406,0.4716981132075472,0.18867924528301888,11.5,0.47,24.3,-0.2,0.3,0.1,0.016,-1.7,https://www.sports-reference.com/cbb/players/max-agbonkpolo-1.html
Mountain West,2023-24,Wyoming,Oleg Kojenets,2023-24,Wyoming,MWC,SO,F,28,0,9.5,266.0,0.2375,3.7,2.5,0.1,0.3,0.5,1.3,0.519,0.0,0.588,0.519,0.5396732788798133,0.0,0.41379310344827586,13.4,0.535,25.7,-0.2,0.4,0.2,0.025,-4.8,https://www.sports-reference.com/cbb/players/oleg-kojenets-2.html
Mountain West,2023-24,Wyoming,Sam Griffin,2023-24,Wyoming,MWC,SR,G,32,32,34.4,1100.8,0.86,16.9,3.7,3.4,0.7,0.0,2.4,0.431,0.392,0.835,0.523,0.5724932249322493,0.46923076923076923,0.3076923076923077,17.7,0.568,26.0,2.5,0.6,3.1,0.114,2.1,https://www.sports-reference.com/cbb/players/sam-griffin-1.html
Mountain West,2024-25,Wyoming,A.J. Wills,2024-25,Wyoming,MWC,SO,G,30,5,18.5,555.0,0.4625,4.8,0.9,1.6,0.3,0.1,1.1,0.397,0.429,0.706,0.496,0.5352363960749331,0.475,0.275,7.6,0.525,16.2,0.3,0.3,0.6,0.045,-3.4,https://www.sports-reference.com/cbb/players/aj-wills-1.html
Mountain West,2024-25,Wyoming,Cole Henry,2024-25,Wyoming,MWC,JR,F,31,27,18.9,585.9,0.4725,6.3,3.7,1.4,0.3,0.3,1.3,0.568,0.0,0.474,0.568,0.5633047210300429,0.0,0.375,14.2,0.557,19.4,0.6,0.6,1.2,0.084,-0.3,https://www.sports-reference.com/cbb/players/cole-henry-1.html
Mountain West,2024-25,Wyoming,Dontaie Allen,2024-25,Wyoming,MWC,SR,G,32,17,24.0,768.0,0.6,7.8,3.3,1.0,0.4,0.3,1.2,0.356,0.309,0.768,0.454,0.5020597322348095,0.6323529411764706,0.3235294117647059,10.4,0.5,19.6,0.5,0.7,1.3,0.066,0.5,https://www.sports-reference.com/cbb/players/dontaie-allen-1.html
Mountain West,2024-25,Wyoming,Jordan Nesbitt,2024-25,Wyoming,MWC,SR,G,32,26,28.0,896.0,0.7,8.6,6.9,1.8,0.7,0.3,2.1,0.344,0.277,0.667,0.401,0.4458730817088345,0.4117647058823529,0.3058823529411765,10.3,0.439,22.3,-0.3,1.2,1.0,0.043,-2.3,https://www.sports-reference.com/cbb/players/jordan-nesbitt-1.html
Mountain West,2024-25,Wyoming,Matija Belic,2024-25,Wyoming,MWC,SO,G,22,16,23.7,521.4,0.5925,5.6,3.1,0.9,0.5,0.5,1.0,0.419,0.227,0.455,0.462,0.4697986577181208,0.37735849056603776,0.2830188679245283,8.4,0.464,15.7,0.1,0.5,0.6,0.044,-2.2,https://www.sports-reference.com/cbb/players/matija-belic-1.html
Mountain West,2024-25,Wyoming,Scottie Ebube,2024-25,Wyoming,MWC,JR,C,23,0,10.4,239.20000000000002,0.26,5.0,2.7,0.3,0.3,0.3,1.4,0.676,0.0,0.359,0.676,0.6332320162107395,0.0,0.53125,17.4,0.616,27.4,0.1,0.3,0.4,0.07,-3.5,https://www.sports-reference.com/cbb/players/scottie-ebube-1.html
Mountain West,2024-25,Wyoming,Touko Tainamo,2024-25,Wyoming,MWC,JR,F,28,5,15.5,434.0,0.3875,5.6,2.9,0.7,0.4,0.3,0.5,0.396,0.2,0.66,0.423,0.4629629629629629,0.2641509433962264,0.32075471698113206,14.5,0.458,22.6,0.4,0.5,0.9,0.083,0.3,https://www.sports-reference.com/cbb/players/touko-tainamo-1.html
