Player Name,Team,Conference,source_url,source_method,GP,MIN,MPG,FGM,FGA,FG%,3PTM,3PTA,3PT%,FTM,FTA,FT%,PTS,PPG,ORB,DRB,TOT RB,RPG,PF,AST,TO,STL,BLK,APG,TOPG,SPG,BPG,pts_per_40,reb_per_40,ast_per_40,stl_per_40,blk_per_40,tov_per_40
Jaron Walker,Virginia Union,Central Intercollegiate Athletic,https://basketball.usbasket.com/player/Jaron-Walker/837696,manual_columns,6.0,25.0,4.2,2.0,7.0,28.6,1.0,4.0,25.0,0.0,0.0,0.0,5.0,0.8,3.0,5.0,8.0,1.3,3.0,4.0,3.0,0.0,0.0,0.7,0.5,0.0,0.0,7.619047619047619,12.38095238095238,6.666666666666666,0.0,0.0,4.761904761904762
