Player Name,Team,Conference,reason,search_url
"Walker, Jamaal",Palm Beach Atlantic,Sunshine,Chrome timed out after 45s while fetching https://basketball.realgm.com/search?q=Jamaal+Walker,https://basketball.realgm.com/search?q=Jamaal+Walker
