target_conference,first_target_season,destination_school,player_name,player_key,source_school,source_conference,source_level,source_season,class,position,height,weight,games,mpg,ppg,rpg,apg,spg,bpg,topg,fg_pct,fg3_pct,ft_pct,efg_pct,sports_reference_player_url,source_url,candidate_action
Mountain West,2022-23,New Mexico,Josiah Allick,josiah allick,Kansas City,Summit,D1,2021-22,JR,F,6-8,225,17,26.4,12.9,6.1,1.1,0.5,0.5,2.3,.550,.361,.750,.594,https://www.sports-reference.com/cbb/players/josiah-allick-1.html,https://www.sports-reference.com/cbb/players/josiah-allick-1.html,add_transfer_row_and_d1_source_stats
Mountain West,2022-23,New Mexico,Morris Udeze,morris udeze,Wichita State,AAC,D1,2021-22,JR,C,6-8,235,27,24.7,10.2,6.1,0.5,0.4,0.9,1.9,.505,.200,.726,.507,https://www.sports-reference.com/cbb/players/morris-udeze-1.html,https://www.sports-reference.com/cbb/players/morris-udeze-1.html,add_transfer_row_and_d1_source_stats
Mountain West,2023-24,New Mexico,Isaac Mushila,isaac mushila,Texas A&M–Corpus Christi,Southland,D1,2022-23,SR,F,6-5,208,35,27.1,14.5,9.9,1.2,1.3,0.1,1.7,.537,.375,.835,.562,https://www.sports-reference.com/cbb/players/isaac-mushila-1.html,https://www.sports-reference.com/cbb/players/isaac-mushila-1.html,add_transfer_row_and_d1_source_stats
Mountain West,2023-24,New Mexico,Jemarl Baker,jemarl baker,Fresno State,MWC,D1,2022-23,SR,G,6-5,195,28,31.7,12.5,3.0,2.9,1.0,0.0,1.5,.392,.327,.758,.479,https://www.sports-reference.com/cbb/players/jemarl-baker-1.html,https://www.sports-reference.com/cbb/players/jemarl-baker-1.html,add_transfer_row_and_d1_source_stats
Mountain West,2023-24,New Mexico,Mustapha Amzil,mustapha amzil,Dayton,A-10,D1,2022-23,JR,F,6-10,220,34,29.5,9.3,4.8,1.7,0.2,0.3,1.4,.442,.366,.795,.539,https://www.sports-reference.com/cbb/players/mustapha-amzil-1.html,https://www.sports-reference.com/cbb/players/mustapha-amzil-1.html,add_transfer_row_and_d1_source_stats
Mountain West,2023-24,New Mexico,Nelly Junior Joseph,nelly junior joseph,Iona,MAAC,D1,2022-23,JR,F,6-9,230,35,31.8,14.9,9.3,1.1,1.2,1.5,1.9,.550,.000,.624,.550,https://www.sports-reference.com/cbb/players/nellyjunior-joseph-1.html,https://www.sports-reference.com/cbb/players/nellyjunior-joseph-1.html,add_transfer_row_and_d1_source_stats
Mountain West,2024-25,New Mexico,Atiki Ally Atiki,atiki ally atiki,Brigham Young,Big 12,D1,2023-24,JR,F,6-9,213,23,11.0,4.0,2.9,0.3,0.3,0.5,0.9,.621,.000,.458,.621,https://www.sports-reference.com/cbb/players/atiki-allyatiki-1.html,https://www.sports-reference.com/cbb/players/atiki-allyatiki-1.html,add_transfer_row_and_d1_source_stats
Mountain West,2024-25,New Mexico,C.J. Noland,c j noland,North Texas,AAC,D1,2023-24,JR,G,6-2,229,29,26.1,10.9,2.8,2.0,1.0,0.2,1.8,.437,.384,.690,.502,https://www.sports-reference.com/cbb/players/cj-noland-1.html,https://www.sports-reference.com/cbb/players/cj-noland-1.html,add_transfer_row_and_d1_source_stats
Mountain West,2024-25,New Mexico,Filip Borovicanin,filip borovicanin,Arizona,Pac-12,D1,2023-24,SO,F,6-9,185,20,5.6,2.3,1.6,0.8,0.2,0.1,0.5,.410,.000,.867,.410,https://www.sports-reference.com/cbb/players/filip-borovicanin-1.html,https://www.sports-reference.com/cbb/players/filip-borovicanin-1.html,add_transfer_row_and_d1_source_stats
Mountain West,2024-25,New Mexico,Ibrahima Sacko,ibrahima sacko,Georgia Tech,ACC,D1,2023-24,FR,F,6-6,225,20,11.4,2.2,2.7,0.2,0.6,0.2,0.6,.474,.286,.300,.526,https://www.sports-reference.com/cbb/players/ibrahima-sacko-1.html,https://www.sports-reference.com/cbb/players/ibrahima-sacko-1.html,add_transfer_row_and_d1_source_stats
Mountain West,2025-26,New Mexico,Antonio Chol,antonio chol,Rutgers,Big Ten,D1,2023-24,SO,F,6-9,205,7,5.1,1.7,0.7,0.0,0.0,0.0,0.4,.238,.125,,.286,https://www.sports-reference.com/cbb/players/antonio-chol-1.html,https://www.sports-reference.com/cbb/players/antonio-chol-1.html,add_transfer_row_and_d1_source_stats
Mountain West,2025-26,New Mexico,Chris Howell,chris howell,UC San Diego,Big West,D1,2024-25,JR,G,6-6,185,35,29.0,5.6,3.8,3.0,2.2,0.3,1.1,.448,.328,.750,.521,https://www.sports-reference.com/cbb/players/chris-howell-3.html,https://www.sports-reference.com/cbb/players/chris-howell-3.html,add_transfer_row_and_d1_source_stats
Mountain West,2025-26,New Mexico,Deyton Albury,deyton albury,Utah State,MWC,D1,2024-25,SR,G,6-2,190,34,18.8,7.8,2.5,1.7,0.9,0.1,1.1,.548,.433,.687,.586,https://www.sports-reference.com/cbb/players/deyton-albury-1.html,https://www.sports-reference.com/cbb/players/deyton-albury-1.html,add_transfer_row_and_d1_source_stats
Mountain West,2025-26,New Mexico,JT Rock,jt rock,Iowa State,Big 12,D1,2024-25,FR,C,7-1,255,9,2.3,0.7,0.7,0.0,0.0,0.1,0.1,.600,,,.600,https://www.sports-reference.com/cbb/players/jt-rock-1.html,https://www.sports-reference.com/cbb/players/jt-rock-1.html,add_transfer_row_and_d1_source_stats
Mountain West,2025-26,New Mexico,Kevin Patton,kevin patton,Southern California,Big Ten,D1,2024-25,SO,G,6-8,197,27,8.1,3.1,1.2,0.4,0.4,0.4,0.5,.561,.353,.591,.614,https://www.sports-reference.com/cbb/players/kevin-patton-jr-1.html,https://www.sports-reference.com/cbb/players/kevin-patton-jr-1.html,add_transfer_row_and_d1_source_stats
Mountain West,2025-26,New Mexico,Milos Vicentic,milos vicentic,UC San Diego,Big West,D1,2024-25,SR,F,6-7,220,1,20.0,3.0,5.0,0.0,0.0,0.0,1.0,.167,1.000,,.250,https://www.sports-reference.com/cbb/players/milos-vicentic-1.html,https://www.sports-reference.com/cbb/players/milos-vicentic-1.html,add_transfer_row_and_d1_source_stats
Mountain West,2025-26,New Mexico,Tajavis Miller,tajavis miller,North Dakota State,Summit,D1,2024-25,JR,G,6-4,190,30,21.2,10.6,4.5,1.3,0.3,0.2,1.2,.510,.367,.740,.588,https://www.sports-reference.com/cbb/players/tajavis-miller-1.html,https://www.sports-reference.com/cbb/players/tajavis-miller-1.html,add_transfer_row_and_d1_source_stats
Mountain West,2022-23,San Diego State,Darrion Trammell,darrion trammell,Seattle,WAC,D1,2021-22,SO,G,5-10,165,31,33.5,17.3,3.8,5.0,2.5,0.1,2.9,.400,.344,.821,.469,https://www.sports-reference.com/cbb/players/darrion-trammell-1.html,https://www.sports-reference.com/cbb/players/darrion-trammell-1.html,add_transfer_row_and_d1_source_stats
Mountain West,2022-23,San Diego State,Micah Parrish,micah parrish,Oakland,Horizon,D1,2021-22,SO,F,6-6,180,30,34.3,12.1,6.0,1.4,1.7,0.2,1.9,.440,.353,.800,.531,https://www.sports-reference.com/cbb/players/micah-parrish-1.html,https://www.sports-reference.com/cbb/players/micah-parrish-1.html,add_transfer_row_and_d1_source_stats
Mountain West,2023-24,San Diego State,Jay Pal,jay pal,Campbell,Big South,D1,2022-23,JR,G,6-9,190,32,31.0,12.3,6.9,1.4,0.9,1.5,1.8,.580,.329,.734,.630,https://www.sports-reference.com/cbb/players/jay-pal-1.html,https://www.sports-reference.com/cbb/players/jay-pal-1.html,add_transfer_row_and_d1_source_stats
Mountain West,2023-24,San Diego State,Reese Dixon-Waters,reese dixon waters,Southern California,Pac-12,D1,2022-23,JR,G,6-5,210,29,25.4,9.8,3.2,1.1,0.7,0.4,1.9,.438,.296,.775,.489,https://www.sports-reference.com/cbb/players/reese-waters-1.html,https://www.sports-reference.com/cbb/players/reese-waters-1.html,add_transfer_row_and_d1_source_stats
Mountain West,2024-25,San Diego State,Jared Coleman-Jones,jared coleman jones,Middle Tennessee,CUSA,D1,2023-24,JR,F,6-10,240,33,28.1,11.0,7.6,2.3,0.6,1.1,3.2,.452,.442,.771,.486,https://www.sports-reference.com/cbb/players/jared-coleman-jones-1.html,https://www.sports-reference.com/cbb/players/jared-coleman-jones-1.html,add_transfer_row_and_d1_source_stats
Mountain West,2024-25,San Diego State,Kimo Ferrari,kimo ferrari,Brown,Ivy,D1,2023-24,SR,G,6-0,185,26,26.5,6.7,2.5,2.0,1.1,0.1,0.9,.465,.448,.636,.634,https://www.sports-reference.com/cbb/players/kimo-ferrari-1.html,https://www.sports-reference.com/cbb/players/kimo-ferrari-1.html,add_transfer_row_and_d1_source_stats
Mountain West,2024-25,San Diego State,Nick Boyd,nick boyd,Florida Atlantic,AAC,D1,2023-24,JR,G,6-3,170,27,23.8,9.3,2.7,1.8,0.9,0.0,1.1,.400,.341,.842,.505,https://www.sports-reference.com/cbb/players/nicholas-boyd-1.html,https://www.sports-reference.com/cbb/players/nicholas-boyd-1.html,add_transfer_row_and_d1_source_stats
Mountain West,2024-25,San Diego State,Wayne McKinney,wayne mckinney,San Diego,WCC,D1,2023-24,JR,G,6-0,190,32,30.1,13.5,3.6,2.9,1.3,0.2,2.1,.419,.342,.744,.459,https://www.sports-reference.com/cbb/players/wayne-mckinneyiii-1.html,https://www.sports-reference.com/cbb/players/wayne-mckinneyiii-1.html,add_transfer_row_and_d1_source_stats
Mountain West,2025-26,San Diego State,Jeremiah Oden,jeremiah oden,DePaul,Big East,D1,2023-24,SR,F,6-8,180,32,28.2,7.6,3.2,0.7,0.4,0.4,1.2,.347,.313,.814,.419,https://www.sports-reference.com/cbb/players/jeremiah-oden-1.html,https://www.sports-reference.com/cbb/players/jeremiah-oden-1.html,add_transfer_row_and_d1_source_stats
Mountain West,2025-26,San Diego State,Latrell Davis,latrell davis,San Jose State,MWC,D1,2024-25,SO,G,6-2,195,35,25.3,11.1,3.1,1.7,0.6,0.0,1.2,.453,.383,.685,.546,https://www.sports-reference.com/cbb/players/latrell-davis-1.html,https://www.sports-reference.com/cbb/players/latrell-davis-1.html,add_transfer_row_and_d1_source_stats
Mountain West,2025-26,San Diego State,Sean Newman,sean newman,Louisiana Tech,CUSA,D1,2024-25,JR,G,6-1,160,31,33.3,9.9,2.3,7.9,0.8,0.3,3.0,.386,.307,.838,.457,https://www.sports-reference.com/cbb/players/sean-newman-jr-1.html,https://www.sports-reference.com/cbb/players/sean-newman-jr-1.html,add_transfer_row_and_d1_source_stats
Mountain West,2022-23,San Jose State,Robert Vaihola,robert vaihola,Fresno State,MWC,D1,2021-22,FR,F,6-8,245,22,6.9,1.5,2.0,0.2,0.0,0.2,0.4,.765,,.353,.765,https://www.sports-reference.com/cbb/players/robert-vaihola-1.html,https://www.sports-reference.com/cbb/players/robert-vaihola-1.html,add_transfer_row_and_d1_source_stats
Mountain West,2022-23,San Jose State,Sage Tolbert,sage tolbert,Temple,AAC,D1,2021-22,JR,F,6-8,210,29,15.8,3.1,3.9,0.6,0.7,0.3,0.7,.433,.333,.614,.463,https://www.sports-reference.com/cbb/players/sage-tolbert-1.html,https://www.sports-reference.com/cbb/players/sage-tolbert-1.html,add_transfer_row_and_d1_source_stats
Mountain West,2023-24,San Jose State,Adrame Diongue,adrame diongue,Washington State,Pac-12,D1,2022-23,FR,C,7-0,190,23,6.3,1.3,1.8,0.2,0.3,0.5,0.7,.526,.000,.588,.526,https://www.sports-reference.com/cbb/players/adrame-diongue-1.html,https://www.sports-reference.com/cbb/players/adrame-diongue-1.html,add_transfer_row_and_d1_source_stats
Mountain West,2024-25,San Jose State,Chol Marial,chol marial,Oregon State,Pac-12,D1,2023-24,SR,C,7-2,230,31,11.7,2.3,2.4,0.2,0.2,1.0,1.2,.366,.444,.800,.394,https://www.sports-reference.com/cbb/players/chol-marial-1.html,https://www.sports-reference.com/cbb/players/chol-marial-1.html,add_transfer_row_and_d1_source_stats
Mountain West,2024-25,San Jose State,Donavan Yap,donavan yap,Fresno State,MWC,D1,2023-24,SR,G,6-3,175,26,22.1,9.0,1.8,1.8,0.5,0.1,1.9,.438,.351,.881,.514,https://www.sports-reference.com/cbb/players/donavan-yap-1.html,https://www.sports-reference.com/cbb/players/donavan-yap-1.html,add_transfer_row_and_d1_source_stats
Mountain West,2024-25,San Jose State,Josh Uduje,josh uduje,Utah State,MWC,D1,2023-24,JR,G,6-5,175,35,24.0,8.7,2.5,0.9,0.8,0.3,0.8,.425,.275,.736,.479,https://www.sports-reference.com/cbb/players/josh-uduje-1.html,https://www.sports-reference.com/cbb/players/josh-uduje-1.html,add_transfer_row_and_d1_source_stats
Mountain West,2024-25,San Jose State,Sadaidriene Hall,sadaidriene hall,Stephen F. Austin,WAC,D1,2023-24,JR,F,6-5,200,18,20.1,10.7,4.8,1.2,0.9,0.3,1.8,.538,.250,.700,.552,https://www.sports-reference.com/cbb/players/sadaidriene-hall-1.html,https://www.sports-reference.com/cbb/players/sadaidriene-hall-1.html,add_transfer_row_and_d1_source_stats
Mountain West,2024-25,San Jose State,Sadraque Nganga,sadraque nganga,Seton Hall,Big East,D1,2023-24,SO,G,6-10,220,19,6.9,1.1,1.4,0.2,0.1,0.1,0.4,.261,.111,.700,.283,https://www.sports-reference.com/cbb/players/sadraque-nganga-1.html,https://www.sports-reference.com/cbb/players/sadraque-nganga-1.html,add_transfer_row_and_d1_source_stats
Mountain West,2024-25,San Jose State,Steven Vasquez,steven vasquez,Fresno State,MWC,D1,2023-24,JR,G,6-2,170,9,4.6,0.9,1.1,0.3,0.2,0.0,0.0,.231,.182,,.308,https://www.sports-reference.com/cbb/players/steven-vasquez-1.html,https://www.sports-reference.com/cbb/players/steven-vasquez-1.html,add_transfer_row_and_d1_source_stats
Mountain West,2024-25,San Jose State,Will McClendon,will mcclendon,UCLA,Pac-12,D1,2023-24,SO,G,6-2,210,33,21.0,4.1,3.3,1.1,0.6,0.1,0.5,.339,.354,.714,.449,https://www.sports-reference.com/cbb/players/will-mcclendon-1.html,https://www.sports-reference.com/cbb/players/will-mcclendon-1.html,add_transfer_row_and_d1_source_stats
Mountain West,2025-26,San Jose State,Adrian Myers,adrian myers,Mississippi State,SEC,D1,2023-24,FR,G,6-6,205,10,3.4,1.0,0.5,0.0,0.2,0.0,0.7,.364,.222,,.455,https://www.sports-reference.com/cbb/players/adrian-myers-1.html,https://www.sports-reference.com/cbb/players/adrian-myers-1.html,add_transfer_row_and_d1_source_stats
Mountain West,2025-26,San Jose State,Colby Garland,colby garland,Longwood,Big South,D1,2024-25,SO,G,6-1,183,32,29.3,12.1,2.8,4.4,0.9,0.1,1.9,.467,.338,.852,.509,https://www.sports-reference.com/cbb/players/colby-garland-1.html,https://www.sports-reference.com/cbb/players/colby-garland-1.html,add_transfer_row_and_d1_source_stats
Mountain West,2025-26,San Jose State,JaVaughn Hannah,javaughn hannah,Western Michigan,MAC,D1,2024-25,JR,G,6-4,205,30,28.4,12.0,4.1,1.5,1.3,0.2,1.0,.422,.273,.746,.468,https://www.sports-reference.com/cbb/players/javaughn-hannah-1.html,https://www.sports-reference.com/cbb/players/javaughn-hannah-1.html,add_transfer_row_and_d1_source_stats
Mountain West,2025-26,San Jose State,Marcus Overstreet,marcus overstreet,Mercer,Southern,D1,2024-25,SO,F,6-9,220,29,13.0,6.2,5.3,0.2,0.4,0.7,0.7,.517,,.403,.517,https://www.sports-reference.com/cbb/players/marcus-overstreet-1.html,https://www.sports-reference.com/cbb/players/marcus-overstreet-1.html,add_transfer_row_and_d1_source_stats
Mountain West,2025-26,San Jose State,Yaphet Moundi,yaphet moundi,Iona,MAAC,D1,2024-25,JR,F,6-8,205,32,20.6,9.8,7.4,0.9,1.1,0.7,1.9,.565,,.514,.565,https://www.sports-reference.com/cbb/players/yaphet-moundi-1.html,https://www.sports-reference.com/cbb/players/yaphet-moundi-1.html,add_transfer_row_and_d1_source_stats
Mountain West,2022-23,Utah State,Daniel Akin,daniel akin,California Baptist,WAC,D1,2021-22,SR,F,6-9,220,34,26.7,10.8,8.1,1.5,0.7,1.0,2.4,.541,.000,.696,.541,https://www.sports-reference.com/cbb/players/daniel-akin-1.html,https://www.sports-reference.com/cbb/players/daniel-akin-1.html,add_transfer_row_and_d1_source_stats
Mountain West,2022-23,Utah State,Taylor Funk,taylor funk,Saint Joseph's,A-10,D1,2021-22,SR,F,6-8,230,28,36.1,13.2,6.6,1.8,0.9,0.3,1.5,.406,.373,.870,.538,https://www.sports-reference.com/cbb/players/taylor-funk-1.html,https://www.sports-reference.com/cbb/players/taylor-funk-1.html,add_transfer_row_and_d1_source_stats
Mountain West,2023-24,Utah State,Darius Brown,darius brown,Montana State,Big Sky,D1,2022-23,SR,G,6-2,195,34,29.5,9.1,4.4,4.9,1.8,0.0,1.6,.465,.397,.909,.529,https://www.sports-reference.com/cbb/players/darius-brownii-1.html,https://www.sports-reference.com/cbb/players/darius-brownii-1.html,add_transfer_row_and_d1_source_stats
Mountain West,2023-24,Utah State,Great Osobor,great osobor,Montana State,Big Sky,D1,2022-23,SO,F,6-8,245,34,19.0,10.1,4.6,1.0,0.6,0.9,2.1,.624,.500,.664,.626,https://www.sports-reference.com/cbb/players/great-osobor-1.html,https://www.sports-reference.com/cbb/players/great-osobor-1.html,add_transfer_row_and_d1_source_stats
Mountain West,2023-24,Utah State,Ian Martinez,ian martinez,Maryland,Big Ten,D1,2022-23,JR,G,6-3,181,35,17.9,5.7,2.5,0.6,0.4,0.3,0.9,.447,.403,.796,.530,https://www.sports-reference.com/cbb/players/ian-martinez-2.html,https://www.sports-reference.com/cbb/players/ian-martinez-2.html,add_transfer_row_and_d1_source_stats
Mountain West,2023-24,Utah State,Jackson Grant,jackson grant,Washington,Pac-12,D1,2022-23,SO,F,6-10,205,14,6.0,0.5,1.5,0.1,0.1,0.3,0.2,.133,.000,.375,.133,https://www.sports-reference.com/cbb/players/jackson-grant-1.html,https://www.sports-reference.com/cbb/players/jackson-grant-1.html,add_transfer_row_and_d1_source_stats
Mountain West,2023-24,Utah State,Josh Uduje,josh uduje,Coastal Carolina,Sun Belt,D1,2022-23,SO,G,6-5,175,31,30.1,13.3,3.9,1.2,1.3,0.4,1.6,.421,.316,.905,.493,https://www.sports-reference.com/cbb/players/josh-uduje-1.html,https://www.sports-reference.com/cbb/players/josh-uduje-1.html,add_transfer_row_and_d1_source_stats
Mountain West,2023-24,Utah State,Max Agbonkpolo,max agbonkpolo,Wyoming,MWC,D1,2022-23,SR,F,6-8,190,16,16.0,5.4,2.8,0.8,0.6,0.4,1.4,.376,.300,.688,.447,https://www.sports-reference.com/cbb/players/max-agbonkpolo-1.html,https://www.sports-reference.com/cbb/players/max-agbonkpolo-1.html,add_transfer_row_and_d1_source_stats
Mountain West,2023-24,Utah State,Nigel Burris,nigel burris,Idaho,Big Sky,D1,2022-23,FR,F,6-7,222,32,24.6,8.8,5.0,0.5,0.5,0.3,1.1,.527,.448,.870,.632,https://www.sports-reference.com/cbb/players/nigel-burris-1.html,https://www.sports-reference.com/cbb/players/nigel-burris-1.html,add_transfer_row_and_d1_source_stats
Mountain West,2024-25,Utah State,Aubin Gateretse,aubin gateretse,Stetson,A-Sun,D1,2023-24,JR,F,6-11,210,35,24.3,11.6,7.6,0.8,0.5,1.5,1.7,.712,.500,.620,.714,https://www.sports-reference.com/cbb/players/aubin-gateretse-1.html,https://www.sports-reference.com/cbb/players/aubin-gateretse-1.html,add_transfer_row_and_d1_source_stats
Mountain West,2024-25,Utah State,Braden Housley,braden housley,Southern Utah,WAC,D1,2023-24,FR,G,6-4,180,31,34.7,10.8,3.5,3.6,1.6,0.4,2.3,.377,.272,.629,.445,https://www.sports-reference.com/cbb/players/braden-housley-1.html,https://www.sports-reference.com/cbb/players/braden-housley-1.html,add_transfer_row_and_d1_source_stats
Mountain West,2024-25,Utah State,Dexter Akanno,dexter akanno,Oregon State,Pac-12,D1,2023-24,SR,G,6-4,210,30,28.7,10.9,2.9,1.3,0.9,0.2,1.6,.390,.325,.704,.461,https://www.sports-reference.com/cbb/players/dexter-akanno-1.html,https://www.sports-reference.com/cbb/players/dexter-akanno-1.html,add_transfer_row_and_d1_source_stats
Mountain West,2024-25,Utah State,Deyton Albury,deyton albury,Queens (NC),A-Sun,D1,2023-24,JR,G,6-2,190,32,28.5,17.0,5.8,3.7,1.2,0.4,3.3,.482,.364,.750,.508,https://www.sports-reference.com/cbb/players/deyton-albury-1.html,https://www.sports-reference.com/cbb/players/deyton-albury-1.html,add_transfer_row_and_d1_source_stats
Mountain West,2024-25,Utah State,Drake Allen,drake allen,Utah Valley,WAC,D1,2023-24,JR,G,6-4,190,30,29.1,11.9,3.4,4.3,1.5,0.4,2.0,.444,.232,.632,.470,https://www.sports-reference.com/cbb/players/drake-allen-1.html,https://www.sports-reference.com/cbb/players/drake-allen-1.html,add_transfer_row_and_d1_source_stats
Mountain West,2024-25,Utah State,Tucker Anderson,tucker anderson,Central Arkansas,A-Sun,D1,2023-24,FR,F,6-9,190,31,30.8,14.5,3.7,1.5,0.9,0.5,1.2,.415,.381,.813,.520,https://www.sports-reference.com/cbb/players/tucker-anderson-1.html,https://www.sports-reference.com/cbb/players/tucker-anderson-1.html,add_transfer_row_and_d1_source_stats
Mountain West,2025-26,Utah State,Garry Clark,garry clark,Texas A&M–Corpus Christi,Southland,D1,2024-25,SR,F,6-7,202,34,28.5,14.9,7.7,1.2,0.7,0.4,1.6,.549,.333,.578,.573,https://www.sports-reference.com/cbb/players/garry-clark-1.html,https://www.sports-reference.com/cbb/players/garry-clark-1.html,add_transfer_row_and_d1_source_stats
Mountain West,2025-26,Utah State,Kolby King,kolby king,Butler,Big East,D1,2024-25,JR,G,6-2,170,34,18.9,5.6,3.9,1.7,0.6,0.1,1.4,.441,.400,.700,.531,https://www.sports-reference.com/cbb/players/kolby-king-1.html,https://www.sports-reference.com/cbb/players/kolby-king-1.html,add_transfer_row_and_d1_source_stats
Mountain West,2025-26,Utah State,Luke Kearney,luke kearney,Air Force,MWC,D1,2024-25,SO,F,6-7,205,32,26.6,8.9,2.7,0.9,0.7,0.1,1.2,.389,.327,.839,.498,https://www.sports-reference.com/cbb/players/luke-kearney-1.html,https://www.sports-reference.com/cbb/players/luke-kearney-1.html,add_transfer_row_and_d1_source_stats
Mountain West,2025-26,Utah State,MJ Collins,mj collins,Vanderbilt,SEC,D1,2024-25,JR,G,6-4,190,32,20.3,7.4,2.3,0.5,0.6,0.0,0.9,.420,.293,.729,.488,https://www.sports-reference.com/cbb/players/mj-collins-1.html,https://www.sports-reference.com/cbb/players/mj-collins-1.html,add_transfer_row_and_d1_source_stats
Mountain West,2025-26,Utah State,Zach Keller,zach keller,Utah,Big 12,D1,2024-25,JR,F,6-10,228,28,9.9,2.8,1.4,0.6,0.2,0.0,0.5,.561,.400,.381,.614,https://www.sports-reference.com/cbb/players/zach-keller-1.html,https://www.sports-reference.com/cbb/players/zach-keller-1.html,add_transfer_row_and_d1_source_stats
Mountain West,2022-23,Wyoming,Ethan Anderson,ethan anderson,Southern California,Pac-12,D1,2021-22,JR,G,6-1,210,34,21.1,4.4,2.3,2.2,0.5,0.3,0.9,.391,.321,.364,.444,https://www.sports-reference.com/cbb/players/ethan-anderson-1.html,https://www.sports-reference.com/cbb/players/ethan-anderson-1.html,add_transfer_row_and_d1_source_stats
Mountain West,2022-23,Wyoming,Jake Kyman,jake kyman,UCLA,Pac-12,D1,2021-22,JR,G,6-6,220,23,8.0,2.4,1.0,0.5,0.2,0.0,0.1,.370,.290,1.000,.454,https://www.sports-reference.com/cbb/players/jake-kyman-1.html,https://www.sports-reference.com/cbb/players/jake-kyman-1.html,add_transfer_row_and_d1_source_stats
Mountain West,2022-23,Wyoming,Max Agbonkpolo,max agbonkpolo,Southern California,Pac-12,D1,2021-22,JR,F,6-8,190,33,21.4,7.7,3.5,0.7,0.5,0.5,1.3,.455,.286,.714,.517,https://www.sports-reference.com/cbb/players/max-agbonkpolo-1.html,https://www.sports-reference.com/cbb/players/max-agbonkpolo-1.html,add_transfer_row_and_d1_source_stats
Mountain West,2023-24,Wyoming,Oleg Kojenets,oleg kojenets,Nebraska,Big Ten,D1,2022-23,FR,F,7-0,223,18,3.5,0.6,0.7,0.0,0.1,0.1,0.3,.500,,.667,.500,https://www.sports-reference.com/cbb/players/oleg-kojenets-2.html,https://www.sports-reference.com/cbb/players/oleg-kojenets-2.html,add_transfer_row_and_d1_source_stats
Mountain West,2023-24,Wyoming,Sam Griffin,sam griffin,Tulsa,AAC,D1,2022-23,JR,G,6-3,180,26,29.1,15.2,2.7,2.0,0.7,0.0,1.6,.392,.320,.842,.479,https://www.sports-reference.com/cbb/players/sam-griffin-1.html,https://www.sports-reference.com/cbb/players/sam-griffin-1.html,add_transfer_row_and_d1_source_stats
Mountain West,2024-25,Wyoming,A.J. Wills,a j wills,Holy Cross,Patriot,D1,2023-24,FR,G,6-2,165,22,15.9,5.5,0.8,1.0,0.3,0.0,0.5,.405,.357,.800,.473,https://www.sports-reference.com/cbb/players/aj-wills-1.html,https://www.sports-reference.com/cbb/players/aj-wills-1.html,add_transfer_row_and_d1_source_stats
Mountain West,2024-25,Wyoming,Cole Henry,cole henry,Northern Iowa,MVC,D1,2023-24,JR,F,6-9,235,32,11.2,3.0,1.8,1.4,0.1,0.3,1.1,.612,,.565,.612,https://www.sports-reference.com/cbb/players/cole-henry-1.html,https://www.sports-reference.com/cbb/players/cole-henry-1.html,add_transfer_row_and_d1_source_stats
Mountain West,2024-25,Wyoming,Dontaie Allen,dontaie allen,Western Kentucky,CUSA,D1,2023-24,SR,G,6-6,198,33,20.8,8.2,3.0,0.6,0.7,0.4,1.1,.405,.400,.712,.532,https://www.sports-reference.com/cbb/players/dontaie-allen-1.html,https://www.sports-reference.com/cbb/players/dontaie-allen-1.html,add_transfer_row_and_d1_source_stats
Mountain West,2024-25,Wyoming,Jordan Nesbitt,jordan nesbitt,Hampton,CAA,D1,2023-24,JR,G,6-6,185,25,30.3,10.2,4.9,4.3,0.8,0.8,2.6,.336,.247,.697,.375,https://www.sports-reference.com/cbb/players/jordan-nesbitt-1.html,https://www.sports-reference.com/cbb/players/jordan-nesbitt-1.html,add_transfer_row_and_d1_source_stats
Mountain West,2024-25,Wyoming,Matija Belic,matija belic,UC Santa Barbara,Big West,D1,2023-24,SO,G,6-7,205,29,15.1,3.9,2.4,0.9,0.2,0.3,0.6,.440,.268,.733,.500,https://www.sports-reference.com/cbb/players/matija-belic-1.html,https://www.sports-reference.com/cbb/players/matija-belic-1.html,add_transfer_row_and_d1_source_stats
Mountain West,2024-25,Wyoming,Scottie Ebube,scottie ebube,Southern Illinois,MVC,D1,2023-24,SO,C,6-10,265,31,11.5,6.0,3.6,0.3,0.5,0.6,0.8,.690,,.386,.690,https://www.sports-reference.com/cbb/players/scottie-ebube-1.html,https://www.sports-reference.com/cbb/players/scottie-ebube-1.html,add_transfer_row_and_d1_source_stats
Mountain West,2024-25,Wyoming,Touko Tainamo,touko tainamo,Denver,Summit,D1,2023-24,JR,F,6-9,210,34,29.5,15.2,7.7,0.6,0.4,0.6,1.2,.467,.343,.728,.512,https://www.sports-reference.com/cbb/players/touko-tainamo-1.html,https://www.sports-reference.com/cbb/players/touko-tainamo-1.html,add_transfer_row_and_d1_source_stats
Mountain West,2025-26,Wyoming,Damarion Dennis,damarion dennis,Texas A&M–Corpus Christi,Southland,D1,2024-25,FR,G,6-1,168,34,17.9,6.7,1.9,1.3,0.8,0.4,0.5,.483,.387,.794,.565,https://www.sports-reference.com/cbb/players/damarion-dennis-1.html,https://www.sports-reference.com/cbb/players/damarion-dennis-1.html,add_transfer_row_and_d1_source_stats
