player_name,team,conference,season,source_url,source_type,notes,GP,MIN,MPG,FGM,FGA,FG%,3PTM,3PTA,3PT%,FTM,FTA,FT%,PTS,PPG,ORB,DRB,TOT RB,RPG,PF,AST,TO,STL,BLK,APG,TOPG,SPG,BPG
Jaron Walker,Virginia Union,Central Intercollegiate Athletic,2025-26,https://basketball.usbasket.com/player/Jaron-Walker/837696,manual_image,user-provided USBasket image summary,6,25,4.2,2,7,28.6,1,4,25.0,0,0,0.0,5,0.8,3,5,8,1.3,3,4,3,0,0,0.7,0.5,0.0,0.0
