Player Name,Team,Conference,source_url,source_method,row_match_text,GP,MIN,MPG,FGM,FGA,FG%,3PTM,3PTA,3PT%,FTM,FTA,FT%,PTS,PPG,ORB,DRB,TOT RB,RPG,PF,AST,TO,STL,BLK,APG,TOPG,SPG,BPG,pts_per_40,reb_per_40,ast_per_40,stl_per_40,blk_per_40,tov_per_40,eFG,three_share,AST_TOV,FTR,TS_pct
Keder Belizaire,Salem University,Division II Independent,https://salemtigers.com/sports/mens-basketball/stats/2025-26,official_school_stats_page,"23.0 Belizaire, Keder  23 Belizaire, Keder 9 0.0 32 1 5 0.2 1 2 0.5 2 4 0.5 5 0.6 || 23.0 Belizaire, Keder  23 Belizaire, Keder 9 3.6 0.2 0.5 0.5 0.4 0.4 0.9 0.0 0.0 0.1 0.6",9.0,3.6,0.4,0.2,5.0,0.2,0.5,2.0,0.5,0.5,4.0,0.5,0.6,0.0666666666666666,0.4,0.4,0.9,0.1,,0.0,,0.0,0.1,0.0,,0.0,0.0111111111111111,6.666666666666666,10.0,0.0,0.0,1.1111111111111112,,,,,,
Caden Morris,Salem University,Division II Independent,https://salemtigers.com/sports/mens-basketball/stats/2025-26,official_school_stats_page,"21.0 Morris, Caden  21 Morris, Caden 7 0.0 15 1 1 1.0 0 0 0.0 0 0 0.0 2 0.3 || 21.0 Morris, Caden  21 Morris, Caden 7 2.1 1.0 0.0 0.0 0.0 0.3 0.3 0.0 0.0 0.0 0.3",7.0,2.1,0.3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0428571428571428,0.0,0.3,0.3,0.0428571428571428,,0.0,,0.0,0.0,0.0,,0.0,0.0,5.714285714285715,5.714285714285715,0.0,0.0,0.0,,,,,,
Exzavia Robertson,DYouville,East Coast,https://dyusaints.com/sports/mens-basketball/stats,official_school_stats_page,"11.0 Robertson, Exzavia  11 Robertson, Exzavia 4 0.0 24 5 12 0.417 0 2 0.0 9 12 0.75 19 4.8 || 11.0 Robertson, Exzavia  11 Robertson, Exzavia 4 6.0 0.417 0.0 0.75 0.0 0.3 0.3 0.5 0.3 0.0 4.8 || #11 Robertson, Exzavia 4 2 2 1.0",4.0,6.0,1.5,0.417,12.0,0.417,0.0,2.0,0.0,0.75,12.0,0.75,4.8,1.2,0.0,0.3,0.3,0.075,,2.0,2.0,0.3,0.0,0.5,0.5,0.075,0.0,32.0,2.0,13.333333333333334,2.0,0.0,13.333333333333334,,,,,
Isaac White,DYouville,East Coast,https://dyusaints.com/sports/mens-basketball/stats,official_school_stats_page,"10.0 White, Isaac  10 White, Isaac 1 0.0 2 1 2 0.5 1 2 0.5 0 0 0.0 3 3.0 || 10.0 White, Isaac  10 White, Isaac 1 2.0 0.5 0.5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3.0",1.0,2.0,2.0,0.5,2.0,0.5,0.5,2.0,0.5,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,60.0,0.0,0.0,0.0,0.0,,,,,,
Shawnn Smith,DYouville,East Coast,https://dyusaints.com/sports/mens-basketball/stats,official_school_stats_page,"3.0 Smith, Shawnn  03 Smith, Shawnn 2 0.0 17 0 4 0.0 0 2 0.0 2 4 0.5 2 1.0 || 3.0 Smith, Shawnn  03 Smith, Shawnn 2 8.5 0.0 0.0 0.5 0.5 2.5 3.0 1.0 0.0 0.0 1.0",2.0,8.5,4.25,0.0,4.0,0.0,0.0,2.0,0.0,0.5,4.0,0.5,1.0,0.5,0.5,2.5,3.0,1.5,,1.0,,0.0,0.0,0.5,,0.0,0.0,4.705882352941177,14.117647058823527,4.705882352941177,0.0,0.0,,,,,,
Dut Kuol,DYouville,East Coast,https://dyusaints.com/sports/mens-basketball/stats,official_school_stats_page,"25.0 Kuol, Dut  25 Kuol, Dut 7 1.0 16 1 2 0.5 0 0 0.0 0 0 0.0 2 0.3 || 25.0 Kuol, Dut  25 Kuol, Dut 7 2.3 0.5 0.0 0.0 0.1 0.3 0.4 0.0 0.1 0.6 0.3",7.0,2.3,0.3285714285714285,0.5,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0428571428571428,0.1,0.3,0.4,0.0571428571428571,,0.0,,0.1,0.6,0.0,,0.0142857142857142,0.0857142857142857,5.217391304347826,6.9565217391304355,0.0,1.7391304347826089,10.434782608695652,,,,,,
Pat Rouse,Daemen College,East Coast,https://daemenwildcats.com/sports/mens-basketball/stats,official_school_stats_page,"25.0 Rouse, Pat  25 Rouse, Pat 7 0.0 21 4 7 0.571 0 0 0.0 2 4 0.5 10 1.4 || 25.0 Rouse, Pat  25 Rouse, Pat 7 3.0 0.571 0.0 0.5 0.3 1.0 1.3 0.4 0.0 0.3 1.4 || #25 Rouse, Pat 7 3 1 3.0",7.0,3.0,0.4285714285714285,0.571,7.0,0.571,0.0,0.0,0.0,0.5,4.0,0.5,1.4,0.1999999999999999,0.3,1.0,1.3,0.1857142857142857,,3.0,1.0,0.0,0.3,0.4285714285714285,0.1428571428571428,0.0,0.0428571428571428,18.666666666666664,17.333333333333336,40.0,0.0,4.000000000000001,13.333333333333332,,,,,
Ayden Harrison,Daemen College,East Coast,https://daemenwildcats.com/sports/mens-basketball/stats,official_school_stats_page,"10.0 Harrison, Ayden  10 Harrison, Ayden 9 0.0 28 1 2 0.5 1 1 1.0 3 5 0.6 6 0.7 || 10.0 Harrison, Ayden  10 Harrison, Ayden 9 3.1 0.5 1.0 0.6 0.0 0.9 0.9 0.4 0.2 0.1 0.7 || #10 Harrison, Ayden 9 4 4 1.0",9.0,3.1,0.3444444444444444,0.5,2.0,0.5,1.0,1.0,1.0,0.6,5.0,0.6,0.7,0.0777777777777777,0.0,0.9,0.9,0.1,,4.0,4.0,0.2,0.1,0.4444444444444444,0.4444444444444444,0.0222222222222222,0.0111111111111111,9.03225806451613,11.612903225806452,51.612903225806456,2.580645161290323,1.2903225806451617,51.612903225806456,,,,,
Ivan Yhomby,Daemen College,East Coast,https://daemenwildcats.com/sports/mens-basketball/stats,official_school_stats_page,"8.0 Yhomby, Ivan  08 Yhomby, Ivan 6 0.0 13 0 2 0.0 0 0 0.0 2 4 0.5 2 0.3 || 8.0 Yhomby, Ivan  08 Yhomby, Ivan 6 2.2 0.0 0.0 0.5 0.0 0.0 0.0 0.2 0.0 0.0 0.3 || #08 Yhomby, Ivan 6 1 1 1.0",6.0,2.2,0.3666666666666667,0.0,2.0,0.0,0.0,0.0,0.0,0.5,4.0,0.5,0.3,0.0499999999999999,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,0.1666666666666666,0.1666666666666666,0.0,0.0,5.454545454545453,0.0,18.18181818181818,0.0,0.0,18.18181818181818,,,,,
Derek Long,Mercy College,East Coast,https://mercyathletics.com/sports/mens-basketball/stats,official_school_stats_page,"11.0 Long, Derek  11 Long, Derek 6 0.0 117 20 50 0.4 8 22 0.364 4 5 0.8 52 8.7 || 11.0 Long, Derek  11 Long, Derek 6 19.5 0.4 0.364 0.8 0.8 1.2 2.0 1.2 2.0 0.0 8.7",6.0,19.5,3.25,0.4,50.0,0.4,0.364,22.0,0.364,0.8,5.0,0.8,8.7,1.45,0.8,1.2,2.0,0.3333333333333333,,1.2,,2.0,0.0,0.1999999999999999,,0.3333333333333333,0.0,17.846153846153847,4.102564102564102,2.4615384615384612,4.102564102564102,0.0,,,,,,
Darius Coleman,Molloy,East Coast,https://molloylions.com/sports/mens-basketball/stats,official_school_stats_page,"25.0 Coleman, Darius  25 Coleman, Darius 2 2.0 58 10 21 0.476 3 6 0.5 6 9 0.667 29 14.5 || 25.0 Coleman, Darius  25 Coleman, Darius 2 29.0 0.476 0.5 0.667 1.5 4.0 5.5 0.5 0.5 0.0 14.5 || #25 Coleman, Darius 2 1 1 1.0",2.0,29.0,14.5,0.476,21.0,0.476,0.5,6.0,0.5,0.667,9.0,0.667,14.5,7.25,1.5,4.0,5.5,2.75,,1.0,1.0,0.5,0.0,0.5,0.5,0.25,0.0,20.0,7.586206896551724,1.3793103448275863,0.6896551724137931,0.0,1.3793103448275863,,,,,
Joshua Malcolm,Molloy,East Coast,https://molloylions.com/sports/mens-basketball/stats,official_school_stats_page,"7.0 Malcolm, Joshua  07 Malcolm, Joshua 7 0.0 124 9 30 0.3 2 14 0.143 4 8 0.5 24 3.4 || 7.0 Malcolm, Joshua  07 Malcolm, Joshua 7 17.7 0.3 0.143 0.5 0.1 0.4 0.6 2.6 0.7 0.0 3.4 || #07 Malcolm, Joshua 7 18 6 3.0",7.0,17.7,2.5285714285714285,0.3,30.0,0.3,0.143,14.0,0.143,0.5,8.0,0.5,3.4,0.4857142857142857,0.1,0.4,0.6,0.0857142857142857,,18.0,6.0,0.7,0.0,2.5714285714285716,0.8571428571428571,0.0999999999999999,0.0,7.683615819209039,1.355932203389831,40.67796610169492,1.581920903954802,0.0,13.559322033898304,,,,,
Hadi Ammar Alshami,Roberts Wesleyan College,East Coast,https://robertsredhawks.com/sports/mens-basketball/stats,official_school_stats_page,"32.0 Alshami, Hadi  32 Alshami, Hadi 8 0.0 103 14 22 0.636 1 2 0.5 11 13 0.846 40 5.0 || 32.0 Alshami, Hadi  32 Alshami, Hadi 8 12.9 0.636 0.5 0.846 1.1 2.8 3.9 0.3 0.1 1.3 5.0",8.0,12.9,1.6125,0.636,22.0,0.636,0.5,2.0,0.5,0.846,13.0,0.846,5.0,0.625,1.1,2.8,3.9,0.4875,,0.3,,0.1,1.3,0.0375,,0.0125,0.1625,15.503875968992247,12.093023255813954,0.9302325581395348,0.3100775193798449,4.0310077519379846,,,,,,
Eli Tanner,Roberts Wesleyan College,East Coast,https://robertsredhawks.com/sports/mens-basketball/stats,official_school_stats_page,"4.0 Tanner, Eli  04 Tanner, Eli 2 0.0 5 2 3 0.667 0 0 0.0 1 1 1.0 5 2.5 || 4.0 Tanner, Eli  04 Tanner, Eli 2 2.5 0.667 0.0 1.0 0.0 0.0 0.0 0.5 0.0 0.0 2.5 || #04 Tanner, Eli 2 1 1 1.0",2.0,2.5,1.25,0.667,3.0,0.667,0.0,0.0,0.0,1.0,1.0,1.0,2.5,1.25,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,0.5,0.5,0.0,0.0,40.0,0.0,16.0,0.0,0.0,16.0,,,,,
Nowah Hargrow,Staten Island,East Coast,https://csidolphins.com/sports/mens-basketball/stats,official_school_stats_page,"5.0 Hargrow, Nowah  05 Hargrow, Nowah 3 0.0 21 2 9 0.222 2 7 0.286 2 2 1.0 8 2.7 || 5.0 Hargrow, Nowah  05 Hargrow, Nowah 3 7.0 0.222 0.286 1.0 0.3 0.7 1.0 0.7 0.3 0.0 2.7 || #05 Hargrow, Nowah 3 2 1 2.0",3.0,7.0,2.3333333333333335,0.222,9.0,0.222,0.286,7.0,0.286,1.0,2.0,1.0,2.7,0.9,0.3,0.7,1.0,0.3333333333333333,,2.0,1.0,0.3,0.0,0.6666666666666666,0.3333333333333333,0.0999999999999999,0.0,15.428571428571429,5.7142857142857135,11.428571428571429,1.714285714285714,0.0,5.7142857142857135,,,,,
Michael Oyekanmi,Staten Island,East Coast,https://csidolphins.com/sports/mens-basketball/stats,official_school_stats_page,"12.0 Oyekanmi, Michael 12 Oyekanmi, Michael 7 0.0 34 2 3 0.667 0 0 0.0 5 6 0.833 9 1.3 || 12.0 Oyekanmi, Michael 12 Oyekanmi, Michael 7 4.9 0.667 0.0 0.833 0.4 0.7 1.1 0.1 0.4 0.0 1.3 || #12 Oyekanmi, Michael 7 1 1 1.0",7.0,4.9,0.7000000000000001,0.667,3.0,0.667,0.0,0.0,0.0,0.833,6.0,0.833,1.3,0.1857142857142857,0.4,0.7,1.1,0.1571428571428571,,1.0,1.0,0.4,0.0,0.1428571428571428,0.1428571428571428,0.0571428571428571,0.0,10.612244897959185,8.979591836734695,8.163265306122447,3.2653061224489797,0.0,8.163265306122447,,,,,
Aden Gregory,Ashland,Great Midwest Athletic,https://goashlandeagles.com/sports/mens-basketball/stats,official_school_stats_page,"5.0 Gregory, Aden  05 Gregory, Aden 1 0.0 7 2 4 0.5 0 1 0.0 0 0 0.0 4 4.0 || 5.0 Gregory, Aden  05 Gregory, Aden 1 7.0 0.5 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 4.0 || #05 Gregory, Aden 1 1 1 1.0",1.0,7.0,7.0,0.5,4.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,22.857142857142858,0.0,5.714285714285714,0.0,0.0,5.714285714285714,,,,,
Nohah Nichols,Ashland,Great Midwest Athletic,https://goashlandeagles.com/sports/mens-basketball/stats,official_school_stats_page,"32.0 Nichols, Nohah  32 Nichols, Nohah 9 0.0 17 2 7 0.286 0 1 0.0 0 1 0.0 4 0.4 || 32.0 Nichols, Nohah  32 Nichols, Nohah 9 1.9 0.286 0.0 0.0 0.3 0.3 0.7 0.0 0.2 0.0 0.4",9.0,1.9,0.2111111111111111,0.286,7.0,0.286,0.0,1.0,0.0,0.0,1.0,0.0,0.4,0.0444444444444444,0.3,0.3,0.7,0.0777777777777777,,0.0,,0.2,0.0,0.0,,0.0222222222222222,0.0,8.421052631578949,14.736842105263158,0.0,4.210526315789474,0.0,,,,,,
Matthew Chou,Ashland,Great Midwest Athletic,https://goashlandeagles.com/sports/mens-basketball/stats,official_school_stats_page,"15.0 Chou, Matthew  15 Chou, Matthew 3 0.0 5 0 1 0.0 0 0 0.0 1 2 0.5 1 0.3 || 15.0 Chou, Matthew  15 Chou, Matthew 3 1.7 0.0 0.0 0.5 0.0 1.0 1.0 0.3 0.3 0.0 0.3 || #15 Chou, Matthew 3 1 1 1.0",3.0,1.7,0.5666666666666667,0.0,1.0,0.0,0.0,0.0,0.0,0.5,2.0,0.5,0.3,0.0999999999999999,0.0,1.0,1.0,0.3333333333333333,,1.0,1.0,0.3,0.0,0.3333333333333333,0.3333333333333333,0.0999999999999999,0.0,7.0588235294117645,23.52941176470588,23.52941176470588,7.0588235294117645,0.0,23.52941176470588,,,,,
Brady Woodall,Cedarville,Great Midwest Athletic,https://yellowjackets.cedarville.edu/sports/mens-basketball/stats,official_school_stats_page,"14.0 Woodall, Brady  14 Woodall, Brady 5 0.0 19 6 9 0.667 1 2 0.5 0 0 0.0 13 2.6 || 14.0 Woodall, Brady  14 Woodall, Brady 5 3.8 0.667 0.5 0.0 0.2 0.8 1.0 0.6 0.2 0.0 2.6",5.0,3.8,0.76,0.667,9.0,0.667,0.5,2.0,0.5,0.0,0.0,0.0,2.6,0.52,0.2,0.8,1.0,0.2,,0.6,,0.2,0.0,0.12,,0.04,0.0,27.36842105263158,10.526315789473683,6.315789473684211,2.1052631578947367,0.0,,,,,,
Aaron Smith,Cedarville,Great Midwest Athletic,https://yellowjackets.cedarville.edu/sports/mens-basketball/stats,official_school_stats_page,"34.0 Smith, Aaron  34 Smith, Aaron 3 0.0 14 3 4 0.75 0 0 0.0 0 1 0.0 6 2.0 || 34.0 Smith, Aaron  34 Smith, Aaron 3 4.7 0.75 0.0 0.0 0.7 1.0 1.7 0.3 0.0 0.3 2.0 || #34 Smith, Aaron 3 1 1 1.0",3.0,4.7,1.5666666666666669,0.75,4.0,0.75,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.6666666666666666,0.7,1.0,1.7,0.5666666666666667,,1.0,1.0,0.0,0.3,0.3333333333333333,0.3333333333333333,0.0,0.0999999999999999,17.02127659574468,14.468085106382976,8.51063829787234,0.0,2.553191489361702,8.51063829787234,,,,,
Justin Munger,Cedarville,Great Midwest Athletic,https://yellowjackets.cedarville.edu/sports/mens-basketball/stats,official_school_stats_page,"22.0 Munger, Justin  22 Munger, Justin 3 0.0 9 1 2 0.5 0 0 0.0 2 2 1.0 4 1.3 || 22.0 Munger, Justin  22 Munger, Justin 3 3.0 0.5 0.0 1.0 0.3 1.3 1.7 0.0 0.0 0.0 1.3",3.0,3.0,1.0,0.5,2.0,0.5,0.0,0.0,0.0,1.0,2.0,1.0,1.3,0.4333333333333333,0.3,1.3,1.7,0.5666666666666667,,0.0,,0.0,0.0,0.0,,0.0,0.0,17.333333333333336,22.666666666666664,0.0,0.0,0.0,,,,,,
Trevor Ruble,Cedarville,Great Midwest Athletic,https://yellowjackets.cedarville.edu/sports/mens-basketball/stats,official_school_stats_page,"4.0 Ruble, Trevor  04 Ruble, Trevor 2 0.0 7 0 1 0.0 0 1 0.0 0 0 0.0 0 0.0 || 4.0 Ruble, Trevor  04 Ruble, Trevor 2 3.5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.5 0.0 0.0",2.0,3.5,1.75,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.5,0.0,0.0,,0.25,0.0,0.0,0.0,0.0,5.714285714285714,0.0,,,,,,
Dominic Francis,Findlay,Great Midwest Athletic,https://findlayoilers.com/sports/mens-basketball/stats,official_school_stats_page,"24.0 Francis, Dominic  24 Francis, Dominic 7 0.0 21 6 7 0.857 0 0 0.0 1 2 0.5 13 1.9 || 24.0 Francis, Dominic  24 Francis, Dominic 7 3.0 0.857 0.0 0.5 0.3 0.1 0.4 0.0 0.0 0.1 1.9",7.0,3.0,0.4285714285714285,0.857,7.0,0.857,0.0,0.0,0.0,0.5,2.0,0.5,1.9,0.2714285714285714,0.3,0.1,0.4,0.0571428571428571,,0.0,,0.0,0.1,0.0,,0.0,0.0142857142857142,25.333333333333332,5.333333333333335,0.0,0.0,1.3333333333333337,,,,,,
Jake Gerken,Findlay,Great Midwest Athletic,https://findlayoilers.com/sports/mens-basketball/stats,official_school_stats_page,"13.0 Gerken, Jake  13 Gerken, Jake 6 0.0 31 2 11 0.182 1 7 0.143 1 3 0.333 6 1.0 || 13.0 Gerken, Jake  13 Gerken, Jake 6 5.2 0.182 0.143 0.333 0.3 1.7 2.0 0.0 0.2 0.0 1.0",6.0,5.2,0.8666666666666667,0.182,11.0,0.182,0.143,7.0,0.143,0.333,3.0,0.333,1.0,0.1666666666666666,0.3,1.7,2.0,0.3333333333333333,,0.0,,0.2,0.0,0.0,,0.0333333333333333,0.0,7.692307692307692,15.384615384615383,0.0,1.5384615384615383,0.0,,,,,,
Jose Luna,Findlay,Great Midwest Athletic,https://findlayoilers.com/sports/mens-basketball/stats,official_school_stats_page,"30.0 Luna, Jose  30 Luna, Jose 4 0.0 11 1 1 1.0 0 0 0.0 0 0 0.0 2 0.5 || 30.0 Luna, Jose  30 Luna, Jose 4 2.8 1.0 0.0 0.0 0.3 0.0 0.3 0.3 0.3 0.0 0.5",4.0,2.8,0.7,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.125,0.3,0.0,0.3,0.075,,0.3,,0.3,0.0,0.075,,0.075,0.0,7.142857142857143,4.285714285714286,4.285714285714286,4.285714285714286,0.0,,,,,,
Ben Scheuher,Findlay,Great Midwest Athletic,https://findlayoilers.com/sports/mens-basketball/stats,official_school_stats_page,"20.0 Scheuher, Ben  20 Scheuher, Ben 3 0.0 10 0 0 0.0 0 0 0.0 0 0 0.0 0 0.0 || 20.0 Scheuher, Ben  20 Scheuher, Ben 3 3.3 0.0 0.0 0.0 0.0 0.3 0.3 0.0 0.0 0.0 0.0",3.0,3.3,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0999999999999999,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,3.636363636363636,0.0,0.0,0.0,,,,,,
Israel Gentry,Hillsdale MI,Great Midwest Athletic,https://hillsdalechargers.com/sports/mens-basketball/stats,official_school_stats_page,"21.0 Gentry, Israel  21 Gentry, Israel 8 0.0 17 1 4 0.25 0 2 0.0 0 0 0.0 2 0.3 || 21.0 Gentry, Israel  21 Gentry, Israel 8 2.1 0.25 0.0 0.0 0.0 0.1 0.1 0.1 0.0 0.0 0.3",8.0,2.1,0.2625,0.25,4.0,0.25,0.0,2.0,0.0,0.0,0.0,0.0,0.3,0.0375,0.0,0.1,0.1,0.0125,,0.1,,0.0,0.0,0.0125,,0.0,0.0,5.714285714285714,1.9047619047619049,1.9047619047619049,0.0,0.0,,,,,,
Michael App,Hillsdale MI,Great Midwest Athletic,https://hillsdalechargers.com/sports/mens-basketball/stats,official_school_stats_page,"5.0 App, Michael  05 App, Michael 10 0.0 22 1 3 0.333 0 0 0.0 0 0 0.0 2 0.2 || 5.0 App, Michael  05 App, Michael 10 2.2 0.333 0.0 0.0 0.1 0.0 0.1 0.3 0.0 0.1 0.2 || #05 App, Michael 10 3 2 1.5",10.0,2.2,0.22,0.333,3.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.02,0.1,0.0,0.1,0.01,,3.0,2.0,0.0,0.1,0.3,0.2,0.0,0.01,3.636363636363636,1.818181818181818,54.54545454545454,0.0,1.818181818181818,36.36363636363636,,,,,
Tavion Williams,Kentucky Wesleyan,Great Midwest Athletic,https://kwcpanthers.com/sports/mens-basketball/stats/2025-26?path=mbball,official_school_stats_page,"6.0 Williams, Tavion  06 Williams, Tavion 9 0.0 116 15 26 0.577 1 2 0.5 5 6 0.833 36 4.0 || 6.0 Williams, Tavion  06 Williams, Tavion 9 12.9 0.577 0.5 0.833 1.1 2.2 3.3 0.3 0.6 2.1 4.0 || #06 Williams, Tavion 9 3 2 1.5",9.0,12.9,1.4333333333333331,0.577,26.0,0.577,0.5,2.0,0.5,0.833,6.0,0.833,4.0,0.4444444444444444,1.1,2.2,3.3,0.3666666666666666,,3.0,2.0,0.6,2.1,0.3333333333333333,0.2222222222222222,0.0666666666666666,0.2333333333333333,12.4031007751938,10.232558139534882,9.302325581395348,1.8604651162790695,6.511627906976744,6.2015503875969,,,,,
Haiden Evans,Kentucky Wesleyan,Great Midwest Athletic,https://kwcpanthers.com/sports/mens-basketball/stats/2025-26?path=mbball,official_school_stats_page,"12.0 Evans, Haiden  12 Evans, Haiden 2 0.0 3 0 2 0.0 0 1 0.0 0 0 0.0 0 0.0 || 12.0 Evans, Haiden  12 Evans, Haiden 2 1.5 0.0 0.0 0.0 0.5 0.0 0.5 0.5 0.0 0.0 0.0",2.0,1.5,0.75,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.25,,0.5,,0.0,0.0,0.25,,0.0,0.0,0.0,13.333333333333334,13.333333333333334,0.0,0.0,,,,,,
Carter Bischoff,Kentucky Wesleyan,Great Midwest Athletic,https://kwcpanthers.com/sports/mens-basketball/stats/2025-26?path=mbball,official_school_stats_page,"13.0 Bischoff, Carter  13 Bischoff, Carter 4 0.0 7 0 1 0.0 0 1 0.0 0 0 0.0 0 0.0 || 13.0 Bischoff, Carter  13 Bischoff, Carter 4 1.8 0.0 0.0 0.0 0.0 0.3 0.3 0.3 0.0 0.0 0.0",4.0,1.8,0.45,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.075,,0.3,,0.0,0.0,0.075,,0.0,0.0,0.0,6.666666666666666,6.666666666666666,0.0,0.0,,,,,,
Adel Masad,Lake Erie,Great Midwest Athletic,https://lakeeriestorm.com/sports/mens-basketball/stats,official_school_stats_page,"13.0 Masad, Adel  13 Masad, Adel 3 0.0 16 4 11 0.364 4 9 0.444 0 0 0.0 12 4.0 || 13.0 Masad, Adel  13 Masad, Adel 3 5.3 0.364 0.444 0.0 0.0 0.7 0.7 0.3 0.0 0.0 4.0",3.0,5.3,1.7666666666666666,0.364,11.0,0.364,0.444,9.0,0.444,0.0,0.0,0.0,4.0,1.3333333333333333,0.0,0.7,0.7,0.2333333333333333,,0.3,,0.0,0.0,0.0999999999999999,,0.0,0.0,30.188679245283016,5.283018867924528,2.2641509433962264,0.0,0.0,,,,,,
Joe Burge,Lake Erie,Great Midwest Athletic,https://lakeeriestorm.com/sports/mens-basketball/stats,official_school_stats_page,"14.0 Burge, Joe  14 Burge, Joe 1 0.0 8 1 4 0.25 1 3 0.333 0 0 0.0 3 3.0 || 14.0 Burge, Joe  14 Burge, Joe 1 8.0 0.25 0.333 0.0 0.0 1.0 1.0 3.0 0.0 0.0 3.0 || #14 Burge, Joe 1 3 1 3.0",1.0,8.0,8.0,0.25,4.0,0.25,0.333,3.0,0.333,0.0,0.0,0.0,3.0,3.0,0.0,1.0,1.0,1.0,,3.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,15.0,5.0,15.0,0.0,0.0,5.0,,,,,
Chakaris London,Lake Erie,Great Midwest Athletic,https://lakeeriestorm.com/sports/mens-basketball/stats,official_school_stats_page,"33.0 London, Chakaris  33 London, Chakaris 1 0.0 1 1 3 0.333 0 0 0.0 0 0 0.0 2 2.0 || 33.0 London, Chakaris  33 London, Chakaris 1 1.0 0.333 0.0 0.0 2.0 0.0 2.0 0.0 0.0 0.0 2.0",1.0,1.0,1.0,0.333,3.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,80.0,80.0,0.0,0.0,0.0,,,,,,
Notorious Grooms,Lake Erie,Great Midwest Athletic,https://lakeeriestorm.com/sports/mens-basketball/stats,official_school_stats_page,"20.0 Grooms, Notorious  20 Grooms, Notorious 2 0.0 14 2 8 0.25 0 6 0.0 0 0 0.0 4 2.0 || 20.0 Grooms, Notorious  20 Grooms, Notorious 2 7.0 0.25 0.0 0.0 0.0 0.5 0.5 0.5 0.0 0.0 2.0",2.0,7.0,3.5,0.25,8.0,0.25,0.0,6.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.5,0.5,0.25,,0.5,,0.0,0.0,0.25,,0.0,0.0,11.428571428571429,2.857142857142857,2.857142857142857,0.0,0.0,,,,,,
Danny Speaks,Lake Erie,Great Midwest Athletic,https://lakeeriestorm.com/sports/mens-basketball/stats,official_school_stats_page,"25.0 Speaks, Danny  25 Speaks, Danny 3 0.0 17 2 6 0.333 0 1 0.0 0 0 0.0 4 1.3 || 25.0 Speaks, Danny  25 Speaks, Danny 3 5.7 0.333 0.0 0.0 0.0 0.0 0.0 0.0 1.3 0.0 1.3",3.0,5.7,1.9,0.333,6.0,0.333,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.4333333333333333,0.0,0.0,0.0,0.0,,0.0,,1.3,0.0,0.0,,0.4333333333333333,0.0,9.12280701754386,0.0,0.0,9.12280701754386,0.0,,,,,,
Nasir Hammonds,Lake Erie,Great Midwest Athletic,https://lakeeriestorm.com/sports/mens-basketball/stats,official_school_stats_page,"3.0 Hammonds, Nasir  03 Hammonds, Nasir 1 0.0 1 0 0 0.0 0 0 0.0 0 0 0.0 0 0.0 || 3.0 Hammonds, Nasir  03 Hammonds, Nasir 1 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,40.0,0.0,0.0,,,,,,
