model_name,status,cv_mae,cv_rmse,cv_r2,cv_corr,train_mae,train_rmse,notes
elastic_net_a0_10_l10_50,ok,19.014670205861353,23.361294804648608,0.13724951278755282,0.3942423440920875,15.593987998757372,19.068541609186145,
ridge_alpha_10,ok,19.024183069098022,23.360665341977167,0.13729600523710195,0.38663720603153834,15.740598045994608,19.217723082562586,
elastic_net_a0_05_l10_15,ok,19.095950023281187,23.440601351067563,0.13138186712142563,0.39639609106462936,15.206193901533899,18.647422380391088,
elastic_net_a0_20_l10_25,ok,19.251744126216458,23.459605071698086,0.12997288726318335,0.368024820442732,16.894185525753038,20.36146192160173,
ridge_alpha_3,ok,19.406273958754134,23.673789585800346,0.11401379518396293,0.39678847963065134,14.508141278638758,17.80860578834233,
ridge_alpha_30,ok,19.52448228180606,23.574232686540174,0.12144991518279336,0.3522795215983597,17.15288422642213,20.607922314672262,
elastic_net_a0_50_l10_10,ok,19.927566055593005,23.804869529697747,0.10417535872061168,0.3239580994192469,18.18163264157315,21.615254687793165,
hist_gradient_boosting_more_l2,ok,20.29214406607678,24.08131426529814,0.08324821555685868,0.30837561055796253,10.486274164765677,12.720760894985498,
hist_gradient_boosting_l2,ok,20.31627595557592,24.501981633961034,0.05093968602511845,0.29394508797658736,6.045480107420481,7.436844065023449,
ridge_alpha_100,ok,20.357468114077975,24.032082672174965,0.08699277995010102,0.2955895066228966,18.633293704805904,22.02271923602727,
ridge_alpha_1,ok,20.405293646325973,24.562195377459002,0.04626931331494022,0.38568659905360303,13.783887787550514,17.013396906922168,
xgboost_depth2_regularized,ok,20.445930361108303,24.503472597552108,0.050824180475621095,0.2643274315044194,12.18261348972832,14.981909355522983,
gradient_boosting_deeper,ok,20.457110194249477,24.68077119011563,0.037038675484540096,0.26792264778350305,8.647765592331567,10.588005376731967,
elastic_net_a1_00_l10_05,ok,20.459949893754022,24.096876577320895,0.08206294908495304,0.2872773501536234,19.092169524741653,22.439036880905206,
lightgbm_more_regularized,ok,20.498347496032434,24.649420884199174,0.039483490379156216,0.25932826261235276,11.976585376991011,14.541709493689742,
lightgbm_small_leaf,ok,20.534915621241392,25.032203731317093,0.009419982705928698,0.251076805844835,7.885479821301983,9.770435926913093,
lightgbm_depth2_regularized,ok,20.536759047191566,24.403267139197062,0.05857150029647473,0.26387983715988794,14.452836061479559,17.340377293592866,
xgboost_depth3_balanced,ok,20.647455563307723,24.663257251179775,0.038404861472622565,0.26832043512608794,7.370523490028819,9.241132629877571,
xgboost_depth4_slow,ok,20.734245864458927,24.419079704334965,0.05735107170768172,0.2636737048230101,9.129884911314281,11.22159892082344,
gradient_boosting_shallow,ok,20.79454794143403,24.86521495169271,0.02259213560335349,0.22590094726625268,13.160924803082347,15.813999804216623,
rf_800_depth6_leaf3,ok,20.83578133332544,24.450701158192764,0.05490812710697868,0.24384314787415354,11.281986174810108,13.35531471254492,
gradient_boosting_many_tiny,ok,20.89798736310752,25.021074228757616,0.010300625268038544,0.21663301409442454,12.121922867490248,14.671280940576224,
rf_800_depth_none_leaf5,ok,21.027584866608144,24.616801431582974,0.04202397941232805,0.21976318561890468,12.767777601162392,15.27317117148267,
xgboost_wide_low_reg,ok,21.036558642332583,24.997404462783233,0.01217223733192907,0.24196499270880442,3.9649232228597016,5.1031742390216515,
rf_500_depth3_leaf5,ok,21.11474557416403,24.595684438007595,0.043666832711209524,0.2145246922738855,16.30468552410661,19.108310213538857,
lightgbm_wider,ok,21.201037518310553,25.457214498478997,-0.024502817329418614,0.20555714002887132,4.153112086817323,5.396774720387824,
rf_300_depth2_leaf8,ok,21.25542878334634,24.726576091708942,0.03346104992469734,0.1870730828616125,18.37226924252574,21.416595949122115,
rf_500_depth4_leaf4,ok,21.29447839304484,24.661421383192085,0.03854801336935043,0.19781265582638793,16.819749759782123,19.567677545386687,
extra_trees_800_depth_none_leaf5,ok,21.438894746778292,24.820705346756025,0.026088192332852533,0.19441484450299373,13.837191490750179,16.09279740995617,
extra_trees_800_depth3_leaf6,ok,21.84036057827146,25.238155581115077,-0.006947017191549332,0.11274770837430947,18.47784162590976,21.24222939602487,
ridge_alpha_0_1,ok,21.856112568567216,26.28081707824461,-0.0918654408734918,0.3606324365209675,13.133611497900192,16.54922622178458,
extra_trees_500_leaf4,ok,21.858042365538257,25.222748894521516,-0.005718006468536263,0.06181256674008712,19.50930044569301,22.453232987026116,
mean_baseline,baseline,22.04568593935791,25.411098972634708,-0.020794423093565717,-0.19227028703741664,22.04568593935791,25.411098972634708,predicts the training-set mean impact score for every row
