first_wcc_season,destination_school,destination_school_slug,player_name,player_key,class,position,height,weight,sports_reference_player_url,roster_cache_path,previous_team_roster_status,profile_cache_status,profile_prior_season,profile_prior_school,profile_prior_conf,profile_prior_level_guess,profile_transfer_candidate,candidate_action,audit_status
2024-25,Pacific,pacific,Elias Ralph,elias ralph,SR,F,6-7,212,https://www.sports-reference.com/cbb/players/elias-ralph-1.html,data/cache/sports_reference_wcc_schools/pacific_2025.html,not_on_previous_roster,cached,2023-24,Did not play - canada,,,TRUE,find_source_stats_or_review,possible_transfer
2024-25,Pacific,pacific,Elijah Fisher,elijah fisher,JR,G,6-6,190,https://www.sports-reference.com/cbb/players/elijah-fisher-1.html,data/cache/sports_reference_wcc_schools/pacific_2025.html,not_on_previous_roster,cached,2023-24,DePaul,Big East,D1,TRUE,add_transfer_row_and_d1_source_stats,possible_transfer
2024-25,Pacific,pacific,Jazz Gardner,jazz gardner,SO,C,7-0,225,https://www.sports-reference.com/cbb/players/jazz-gardner-1.html,data/cache/sports_reference_wcc_schools/pacific_2025.html,not_on_previous_roster,cached,2023-24,Nevada,MWC,D1,TRUE,add_transfer_row_and_d1_source_stats,possible_transfer
2024-25,Pacific,pacific,Jefferson Koulibaly,jefferson koulibaly,JR,G,6-3,180,https://www.sports-reference.com/cbb/players/jefferson-koulibaly-1.html,data/cache/sports_reference_wcc_schools/pacific_2025.html,not_on_previous_roster,cached,2023-24,Did not play - injury/redshirt,,NO_STATS,TRUE,find_source_stats_or_review,possible_transfer
2024-25,Pacific,pacific,Kris Keinys,kris keinys,SO,F,6-8,215,https://www.sports-reference.com/cbb/players/kris-keinys-1.html,data/cache/sports_reference_wcc_schools/pacific_2025.html,not_on_previous_roster,cached,2023-24,Minnesota,Big Ten,D1,TRUE,add_transfer_row_and_d1_source_stats,possible_transfer
2024-25,Pacific,pacific,Lamar Washington,lamar washington,JR,G,6-4,205,https://www.sports-reference.com/cbb/players/lamar-washington-1.html,data/cache/sports_reference_wcc_schools/pacific_2025.html,not_on_previous_roster,cached,2023-24,Texas Tech,Big 12,D1,TRUE,add_transfer_row_and_d1_source_stats,possible_transfer
2024-25,Pacific,pacific,Petar Krivokapic,petar krivokapic,SR,G,6-4,200,https://www.sports-reference.com/cbb/players/petar-krivokapic-1.html,data/cache/sports_reference_wcc_schools/pacific_2025.html,not_on_previous_roster,cached,2023-24,Florida International,CUSA,D1,TRUE,add_transfer_row_and_d1_source_stats,possible_transfer
2024-25,Pacific,pacific,Seth Jones,seth jones,JR,G,6-2,178,https://www.sports-reference.com/cbb/players/seth-jones-1.html,data/cache/sports_reference_wcc_schools/pacific_2025.html,not_on_previous_roster,cached,2023-24,Did not play - juco,,JUCO,TRUE,find_source_stats_or_review,possible_transfer
2025-26,Pacific,pacific,Alexis Marmolejos,alexis marmolejos,SR,G,6-1,180,https://www.sports-reference.com/cbb/players/alexis-marmolejos-1.html,data/cache/sports_reference_wcc_schools/pacific_2026.html,not_on_previous_roster,cached,2024-25,Lamar,Southland,D1,TRUE,add_transfer_row_and_d1_source_stats,possible_transfer
2025-26,Pacific,pacific,Dominic Capriotti,dominic capriotti,SO,G,6-3,185,https://www.sports-reference.com/cbb/players/dominic-capriotti-1.html,data/cache/sports_reference_wcc_schools/pacific_2026.html,not_on_previous_roster,cached,2024-25,Binghamton,AmEast,D1,TRUE,add_transfer_row_and_d1_source_stats,possible_transfer
2025-26,Pacific,pacific,Isaac Jack,isaac jack,SR,C,6-11,251,https://www.sports-reference.com/cbb/players/isaac-jack-1.html,data/cache/sports_reference_wcc_schools/pacific_2026.html,not_on_previous_roster,cached,2024-25,Dayton,A-10,D1,TRUE,add_transfer_row_and_d1_source_stats,possible_transfer
2025-26,Pacific,pacific,Jaden Clayton,jaden clayton,SR,G,6-1,160,https://www.sports-reference.com/cbb/players/jaden-clayton-1.html,data/cache/sports_reference_wcc_schools/pacific_2026.html,not_on_previous_roster,cached,2024-25,Maine,AmEast,D1,TRUE,add_transfer_row_and_d1_source_stats,possible_transfer
2025-26,Pacific,pacific,Justin Rochelin,justin rochelin,JR,G,6-5,200,https://www.sports-reference.com/cbb/players/justin-rochelin-2.html,data/cache/sports_reference_wcc_schools/pacific_2026.html,not_on_previous_roster,cached,2024-25,UC San Diego,Big West,D1,TRUE,add_transfer_row_and_d1_source_stats,possible_transfer
2025-26,Pacific,pacific,Kajus Kublickas,kajus kublickas,JR,G,6-2,171,https://www.sports-reference.com/cbb/players/kajus-kublickas-1.html,data/cache/sports_reference_wcc_schools/pacific_2026.html,not_on_previous_roster,cached,2024-25,Florida,SEC,D1,TRUE,add_transfer_row_and_d1_source_stats,possible_transfer
