Player Name,Team,Conference,source_url,source_method,row_match_text,raw_row_json,raw_# #,raw_Player Player,raw_GP GP,raw_GS GS,raw_MIN,raw_FGM,raw_FGA,raw_FG%,raw_3PT,raw_3PTA,raw_3PT%,raw_FTM,raw_FTA,raw_FT%,raw_PTS,raw_AVG,raw_OREB,raw_DREB,raw_REB,raw_AST,raw_STL,raw_BLK,raw_Name,raw_GP,raw_TO,raw_AST/TO Ratio,raw_#,raw_Yr,raw_Pos,raw_gp,raw_gs,raw_min,raw_fg,raw_pct,raw_3pt,raw_pct.1,raw_ft,raw_pct.2,raw_pts,raw_off,raw_def,raw_reb,raw_ast,raw_to,raw_stl,raw_blk,raw_pf,raw_dq,raw_a/to,raw_No.,raw_Minutes TOT,raw_Minutes AVG,raw_FG FGM,raw_FG FGA,raw_FG FG%,raw_3PT 3PT,raw_3PT 3PTA,raw_3PT 3PT%,raw_FT FTM,raw_FT FTA,raw_FT FT%,raw_Scoring PTS,raw_Scoring AVG,raw_Rebounds OFF,raw_Rebounds DEF,raw_Rebounds TOT,raw_Rebounds AVG,raw_PF PF,raw_AST AST,raw_TO TO,raw_STL STL,raw_BLK BLK,raw_Bio Link Bio Link,raw_FGM/G,raw_FGA/G,raw_AVG/G,raw_OFF,raw_OFF/G,raw_DEF,raw_DEF/G,raw_min/g,raw_fg/g,raw_3pt/g,raw_ft/g,raw_ppg,raw_mpg,raw_off/g,raw_def/g,raw_reb/g,raw_pf/g,raw_dq/g,raw_ast/g,raw_to/g,raw_stl/g,raw_blk/g,raw_0,raw_1,raw_2,raw_3,raw_4,raw_5,raw_6,raw_7,raw_8,raw_9,raw_10,raw_11,raw_12,raw_13,raw_14,raw_15,raw_16,raw_17,raw_18,raw_19,raw_20,raw_21,raw_22,raw_23,raw_24,raw_25,raw_26,raw_Player uniform #,raw_Player name Player,raw_MINUTES MIN,raw_MINUTES AVG,raw_SCORING PTS,raw_SCORING AVG,raw_REBOUNDS OFF,raw_REBOUNDS DEF,raw_REBOUNDS TOT,raw_REBOUNDS AVG
Kalen Shemwell,King,Conference Carolinas,https://www.kingtornado.com/sports/mens-basketball-jv/stats/2025-26,official_school_stats_page,"40.0 Shemwell , Kalen 40 Shemwell , Kalen 1 0.0 1 0 0 0.0 0 0 0.0 0 0 0.0 0 0.0 || 40.0 Shemwell , Kalen 40 Shemwell , Kalen 1 1.0 0.0 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 0.0","{""# #"": 40.0, ""3PT"": 0, ""3PT%"": 0.0, ""3PTA"": 0, ""AST"": 0.0, ""AVG"": 0.0, ""BLK"": 0.0, ""DREB"": 0.0, ""FG%"": 0.0, ""FGA"": 0, ""FGM"": 0, ""FT%"": 0.0, ""FTA"": 0, ""FTM"": 0, ""GP GP"": 1, ""GS GS"": 0.0, ""MIN"": 1.0, ""OREB"": 1.0, ""PTS"": 0.0, ""Player Player"": ""Shemwell , Kalen 40 Shemwell , Kalen"", ""REB"": 1.0, ""STL"": 0.0}",40.0,"Shemwell , Kalen 40 Shemwell , Kalen",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jackson Davidson,King,Conference Carolinas,https://www.kingtornado.com/sports/mens-basketball-jv/stats/2025-26,official_school_stats_page,"31.0 Davidson, Jackson  31 Davidson, Jackson 2 0.0 2 0 0 0.0 0 0 0.0 0 0 0.0 0 0.0 || 31.0 Davidson, Jackson  31 Davidson, Jackson 2 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.5 0.0 0.0","{""# #"": 31.0, ""3PT"": 0, ""3PT%"": 0.0, ""3PTA"": 0, ""AST"": 0.0, ""AVG"": 0.0, ""BLK"": 0.0, ""DREB"": 0.0, ""FG%"": 0.0, ""FGA"": 0, ""FGM"": 0, ""FT%"": 0.0, ""FTA"": 0, ""FTM"": 0, ""GP GP"": 2, ""GS GS"": 0.0, ""MIN"": 1.0, ""OREB"": 0.0, ""PTS"": 0.0, ""Player Player"": ""Davidson, Jackson  31 Davidson, Jackson"", ""REB"": 0.0, ""STL"": 0.5}",31.0,"Davidson, Jackson  31 Davidson, Jackson",2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sean Standifer,Lees McRae,Conference Carolinas,https://lmcbobcats.com/sports/mbball/stats,official_school_stats_page,"10.0 Standifer, Sean  10 Standifer, Sean 5 0.0 47 5 14 0.357 1 7 0.143 12 14 0.857 23 4.6 || 10.0 Standifer, Sean  10 Standifer, Sean 5 9.4 0.357 0.143 0.857 0.6 0.8 1.4 0.6 0.2 0.0 4.6","{""# #"": 10.0, ""3PT"": 1, ""3PT%"": 0.143, ""3PTA"": 7, ""AST"": 0.6, ""AVG"": 4.6, ""BLK"": 0.0, ""DREB"": 0.8, ""FG%"": 0.357, ""FGA"": 14, ""FGM"": 5, ""FT%"": 0.857, ""FTA"": 14, ""FTM"": 12, ""GP GP"": 5, ""GS GS"": 0.0, ""MIN"": 9.4, ""OREB"": 0.6, ""PTS"": 4.6, ""Player Player"": ""Standifer, Sean  10 Standifer, Sean"", ""REB"": 1.4, ""STL"": 0.2}",10.0,"Standifer, Sean  10 Standifer, Sean",5.0,0.0,9.4,5.0,14.0,0.357,1.0,7.0,0.143,12.0,14.0,0.857,4.6,4.6,0.6,0.8,1.4,0.6,0.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kwynsie Pittsnogle,Lees McRae,Conference Carolinas,https://lmcbobcats.com/sports/mbball/stats,official_school_stats_page,"7.0 Pittsnogle, Kwynsie  07 Pittsnogle, Kwynsie 1 0.0 2 1 1 1.0 0 0 0.0 0 0 0.0 2 2.0 || 7.0 Pittsnogle, Kwynsie  07 Pittsnogle, Kwynsie 1 2.0 1.0 0.0 0.0 0.0 2.0 2.0 0.0 0.0 0.0 2.0","{""# #"": 7.0, ""3PT"": 0, ""3PT%"": 0.0, ""3PTA"": 0, ""AST"": 0.0, ""AVG"": 2.0, ""BLK"": 0.0, ""DREB"": 2.0, ""FG%"": 1.0, ""FGA"": 1, ""FGM"": 1, ""FT%"": 0.0, ""FTA"": 0, ""FTM"": 0, ""GP GP"": 1, ""GS GS"": 0.0, ""MIN"": 2.0, ""OREB"": 0.0, ""PTS"": 2.0, ""Player Player"": ""Pittsnogle, Kwynsie  07 Pittsnogle, Kwynsie"", ""REB"": 2.0, ""STL"": 0.0}",7.0,"Pittsnogle, Kwynsie  07 Pittsnogle, Kwynsie",1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dylan Casado,Lees McRae,Conference Carolinas,https://lmcbobcats.com/sports/mbball/stats,official_school_stats_page,"91.0 Casado, Dylan  91 Casado, Dylan 2 1.0 3 1 4 0.25 0 3 0.0 0 0 0.0 2 1.0 || 91.0 Casado, Dylan  91 Casado, Dylan 2 1.5 0.25 0.0 0.0 0.0 1.0 1.0 0.5 0.0 0.0 1.0","{""# #"": 91.0, ""3PT"": 0, ""3PT%"": 0.0, ""3PTA"": 3, ""AST"": 0.5, ""AVG"": 1.0, ""BLK"": 0.0, ""DREB"": 1.0, ""FG%"": 0.25, ""FGA"": 4, ""FGM"": 1, ""FT%"": 0.0, ""FTA"": 0, ""FTM"": 0, ""GP GP"": 2, ""GS GS"": 1.0, ""MIN"": 1.5, ""OREB"": 0.0, ""PTS"": 1.0, ""Player Player"": ""Casado, Dylan  91 Casado, Dylan"", ""REB"": 1.0, ""STL"": 0.0}",91.0,"Casado, Dylan  91 Casado, Dylan",2.0,1.0,1.5,1.0,4.0,0.25,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.5,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lincoln Frasure,Lees McRae,Conference Carolinas,https://lmcbobcats.com/sports/mbball/stats,official_school_stats_page,"10.0 Frasure, Lincoln  10 Frasure, Lincoln 4 0.0 8 1 2 0.5 1 2 0.5 0 0 0.0 3 0.8 || 10.0 Frasure, Lincoln  10 Frasure, Lincoln 4 2.0 0.5 0.5 0.0 0.3 0.3 0.5 0.3 0.0 0.3 0.8","{""# #"": 10.0, ""3PT"": 1, ""3PT%"": 0.5, ""3PTA"": 2, ""AST"": 0.3, ""AVG"": 0.8, ""BLK"": 0.3, ""DREB"": 0.3, ""FG%"": 0.5, ""FGA"": 2, ""FGM"": 1, ""FT%"": 0.0, ""FTA"": 0, ""FTM"": 0, ""GP GP"": 4, ""GS GS"": 0.0, ""MIN"": 2.0, ""OREB"": 0.3, ""PTS"": 0.8, ""Player Player"": ""Frasure, Lincoln  10 Frasure, Lincoln"", ""REB"": 0.5, ""STL"": 0.0}",10.0,"Frasure, Lincoln  10 Frasure, Lincoln",4.0,0.0,2.0,1.0,2.0,0.5,1.0,2.0,0.5,0.0,0.0,0.0,0.8,0.8,0.3,0.3,0.5,0.3,0.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Kitchings,Lees McRae,Conference Carolinas,https://lmcbobcats.com/sports/mbball/stats,official_school_stats_page,"2.0 Kitchings, Chris  02 Kitchings, Chris 1 0.0 2 0 0 0.0 0 0 0.0 0 0 0.0 0 0.0 || 2.0 Kitchings, Chris  02 Kitchings, Chris 1 2.0 0.0 0.0 0.0 0.0 2.0 2.0 1.0 0.0 0.0 0.0","{""# #"": 2.0, ""3PT"": 0, ""3PT%"": 0.0, ""3PTA"": 0, ""AST"": 1.0, ""AVG"": 0.0, ""BLK"": 0.0, ""DREB"": 2.0, ""FG%"": 0.0, ""FGA"": 0, ""FGM"": 0, ""FT%"": 0.0, ""FTA"": 0, ""FTM"": 0, ""GP GP"": 1, ""GS GS"": 0.0, ""MIN"": 2.0, ""OREB"": 0.0, ""PTS"": 0.0, ""Player Player"": ""Kitchings, Chris  02 Kitchings, Chris"", ""REB"": 2.0, ""STL"": 0.0}",2.0,"Kitchings, Chris  02 Kitchings, Chris",1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miles Peoples,Lees McRae,Conference Carolinas,https://lmcbobcats.com/sports/mbball/stats,official_school_stats_page,"50.0 Peoples, Miles  50 Peoples, Miles 2 1.0 2 0 0 0.0 0 0 0.0 0 0 0.0 0 0.0 || 50.0 Peoples, Miles  50 Peoples, Miles 2 1.0 0.0 0.0 0.0 0.5 0.5 1.0 0.0 0.0 0.0 0.0","{""# #"": 50.0, ""3PT"": 0, ""3PT%"": 0.0, ""3PTA"": 0, ""AST"": 0.0, ""AVG"": 0.0, ""BLK"": 0.0, ""DREB"": 0.5, ""FG%"": 0.0, ""FGA"": 0, ""FGM"": 0, ""FT%"": 0.0, ""FTA"": 0, ""FTM"": 0, ""GP GP"": 2, ""GS GS"": 1.0, ""MIN"": 1.0, ""OREB"": 0.5, ""PTS"": 0.0, ""Player Player"": ""Peoples, Miles  50 Peoples, Miles"", ""REB"": 1.0, ""STL"": 0.0}",50.0,"Peoples, Miles  50 Peoples, Miles",2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kobe Jones,Mount Olive,Conference Carolinas,https://umotrojans.com/sports/mens-basketball/stats,official_school_stats_page,"23.0 Jones, Kobe  23 Jones, Kobe 4 0.0 9 0 3 0.0 0 0 0.0 0 1 0.0 0 0.0 || 23.0 Jones, Kobe  23 Jones, Kobe 4 2.3 0.0 0.0 0.0 0.3 0.0 0.3 0.0 0.0 0.0 0.0","{""# #"": 23.0, ""3PT"": 0, ""3PT%"": 0.0, ""3PTA"": 0, ""AST"": 0.0, ""AVG"": 0.0, ""BLK"": 0.0, ""DREB"": 0.0, ""FG%"": 0.0, ""FGA"": 3, ""FGM"": 0, ""FT%"": 0.0, ""FTA"": 1, ""FTM"": 0, ""GP GP"": 4, ""GS GS"": 0.0, ""MIN"": 2.3, ""OREB"": 0.3, ""PTS"": 0.0, ""Player Player"": ""Jones, Kobe  23 Jones, Kobe"", ""REB"": 0.3, ""STL"": 0.0}",23.0,"Jones, Kobe  23 Jones, Kobe",4.0,0.0,2.3,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Kellett,North Greenville,Conference Carolinas,https://nguathletics.com/sports/mens-basketball/stats,official_school_stats_page,"15.0 Kellett, West  15 Kellett, West 7 0.0 34 11 18 0.611 3 9 0.333 2 2 1.0 27 3.9 || 15.0 Kellett, West  15 Kellett, West 7 4.9 0.611 0.333 1.0 0.1 0.7 0.9 0.1 0.3 0.0 3.9","{""# #"": 15.0, ""3PT"": 3, ""3PT%"": 0.333, ""3PTA"": 9, ""AST"": 0.1, ""AVG"": 3.9, ""BLK"": 0.0, ""DREB"": 0.7, ""FG%"": 0.611, ""FGA"": 18, ""FGM"": 11, ""FT%"": 1.0, ""FTA"": 2, ""FTM"": 2, ""GP GP"": 7, ""GS GS"": 0.0, ""MIN"": 4.9, ""OREB"": 0.1, ""PTS"": 3.9, ""Player Player"": ""Kellett, West  15 Kellett, West"", ""REB"": 0.9, ""STL"": 0.3}",15.0,"Kellett, West  15 Kellett, West",7.0,0.0,4.9,11.0,18.0,0.611,3.0,9.0,0.333,2.0,2.0,1.0,3.9,3.9,0.1,0.7,0.9,0.1,0.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nick McConnell,North Greenville,Conference Carolinas,https://nguathletics.com/sports/mens-basketball/stats,official_school_stats_page,"13.0 McConnell, Nick  13 McConnell, Nick 7 0.0 39 4 9 0.444 2 6 0.333 0 1 0.0 10 1.4 || 13.0 McConnell, Nick  13 McConnell, Nick 7 5.6 0.444 0.333 0.0 0.3 0.4 0.7 0.6 0.1 0.0 1.4 || #13 McConnell, Nick 7 4 3 1.33","{""# #"": 13.0, ""3PT"": 2, ""3PT%"": 0.333, ""3PTA"": 6, ""AST"": 4, ""AST/TO Ratio"": 1.33, ""AVG"": 1.4, ""BLK"": 0.0, ""DREB"": 0.4, ""FG%"": 0.444, ""FGA"": 9, ""FGM"": 4, ""FT%"": 0.0, ""FTA"": 1, ""FTM"": 0, ""GP"": 7, ""GP GP"": 7, ""GS GS"": 0.0, ""MIN"": 5.6, ""Name"": ""#13 McConnell, Nick"", ""OREB"": 0.3, ""PTS"": 1.4, ""Player Player"": ""McConnell, Nick  13 McConnell, Nick"", ""REB"": 0.7, ""STL"": 0.1, ""TO"": 3}",13.0,"McConnell, Nick  13 McConnell, Nick",7.0,0.0,5.6,4.0,9.0,0.444,2.0,6.0,0.333,0.0,1.0,0.0,1.4,1.4,0.3,0.4,0.7,4.0,0.1,0.0,"#13 McConnell, Nick",7.0,3.0,1.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cal Rich,Shorter,Conference Carolinas,https://goshorterhawks.com/sports/mens-basketball/stats,official_school_stats_page,"24.0 Rich, Cal  24 Rich, Cal 5 0.0 15 0 2 0.0 0 1 0.0 1 2 0.5 1 0.2 || 24.0 Rich, Cal  24 Rich, Cal 5 3.0 0.0 0.0 0.5 0.2 0.4 0.6 0.2 0.0 0.0 0.2 || #24 Rich, Cal 5 1 1 1.0","{""# #"": 24.0, ""3PT"": 0, ""3PT%"": 0.0, ""3PTA"": 1, ""AST"": 1, ""AST/TO Ratio"": 1.0, ""AVG"": 0.2, ""BLK"": 0.0, ""DREB"": 0.4, ""FG%"": 0.0, ""FGA"": 2, ""FGM"": 0, ""FT%"": 0.5, ""FTA"": 2, ""FTM"": 1, ""GP"": 5, ""GP GP"": 5, ""GS GS"": 0.0, ""MIN"": 3.0, ""Name"": ""#24 Rich, Cal"", ""OREB"": 0.2, ""PTS"": 0.2, ""Player Player"": ""Rich, Cal  24 Rich, Cal"", ""REB"": 0.6, ""STL"": 0.0, ""TO"": 1}",24.0,"Rich, Cal  24 Rich, Cal",5.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,0.5,0.2,0.2,0.2,0.4,0.6,1.0,0.0,0.0,"#24 Rich, Cal",5.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.P. Ricks,UNC Pembroke,Conference Carolinas,https://uncpbraves.com/sports/mens-basketball/stats,official_school_stats_page,"3.0 Ricks, JP  03 Ricks, JP 4 4.0 107 8 22 0.364 1 9 0.111 5 6 0.833 22 5.5 || 3.0 Ricks, JP  03 Ricks, JP 4 26.8 0.364 0.111 0.833 0.3 2.0 2.3 5.8 1.3 1.0 5.5 || #03 Ricks, JP 4 23 7 3.29","{""# #"": 3.0, ""3PT"": 1, ""3PT%"": 0.111, ""3PTA"": 9, ""AST"": 23, ""AST/TO Ratio"": 3.29, ""AVG"": 5.5, ""BLK"": 1.0, ""DREB"": 2.0, ""FG%"": 0.364, ""FGA"": 22, ""FGM"": 8, ""FT%"": 0.833, ""FTA"": 6, ""FTM"": 5, ""GP"": 4, ""GP GP"": 4, ""GS GS"": 4.0, ""MIN"": 26.8, ""Name"": ""#03 Ricks, JP"", ""OREB"": 0.3, ""PTS"": 5.5, ""Player Player"": ""Ricks, JP  03 Ricks, JP"", ""REB"": 2.3, ""STL"": 1.3, ""TO"": 7}",3.0,"Ricks, JP  03 Ricks, JP",4.0,4.0,26.8,8.0,22.0,0.364,1.0,9.0,0.111,5.0,6.0,0.833,5.5,5.5,0.3,2.0,2.3,23.0,1.3,1.0,"#03 Ricks, JP",4.0,7.0,3.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Connor Harris,UNC Pembroke,Conference Carolinas,https://uncpbraves.com/sports/mens-basketball/stats,official_school_stats_page,"25.0 Harris, Connor  25 Harris, Connor 9 0.0 13 1 6 0.167 0 1 0.0 8 10 0.8 10 1.1 || 25.0 Harris, Connor  25 Harris, Connor 9 1.4 0.167 0.0 0.8 0.0 0.2 0.2 0.1 0.0 0.0 1.1","{""# #"": 25.0, ""3PT"": 0, ""3PT%"": 0.0, ""3PTA"": 1, ""AST"": 0.1, ""AVG"": 1.1, ""BLK"": 0.0, ""DREB"": 0.2, ""FG%"": 0.167, ""FGA"": 6, ""FGM"": 1, ""FT%"": 0.8, ""FTA"": 10, ""FTM"": 8, ""GP GP"": 9, ""GS GS"": 0.0, ""MIN"": 1.4, ""OREB"": 0.0, ""PTS"": 1.1, ""Player Player"": ""Harris, Connor  25 Harris, Connor"", ""REB"": 0.2, ""STL"": 0.0}",25.0,"Harris, Connor  25 Harris, Connor",9.0,0.0,1.4,1.0,6.0,0.167,0.0,1.0,0.0,8.0,10.0,0.8,1.1,1.1,0.0,0.2,0.2,0.1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Justin Grimes,UNC Pembroke,Conference Carolinas,https://uncpbraves.com/sports/mens-basketball/stats,official_school_stats_page,"33.0 Grimes, Justin  33 Grimes, Justin 6 0.0 8 1 2 0.5 1 2 0.5 1 2 0.5 4 0.7 || 33.0 Grimes, Justin  33 Grimes, Justin 6 1.3 0.5 0.5 0.5 0.2 0.3 0.5 0.2 0.0 0.0 0.7","{""# #"": 33.0, ""3PT"": 1, ""3PT%"": 0.5, ""3PTA"": 2, ""AST"": 0.2, ""AVG"": 0.7, ""BLK"": 0.0, ""DREB"": 0.3, ""FG%"": 0.5, ""FGA"": 2, ""FGM"": 1, ""FT%"": 0.5, ""FTA"": 2, ""FTM"": 1, ""GP GP"": 6, ""GS GS"": 0.0, ""MIN"": 1.3, ""OREB"": 0.2, ""PTS"": 0.7, ""Player Player"": ""Grimes, Justin  33 Grimes, Justin"", ""REB"": 0.5, ""STL"": 0.0}",33.0,"Grimes, Justin  33 Grimes, Justin",6.0,0.0,1.3,1.0,2.0,0.5,1.0,2.0,0.5,1.0,2.0,0.5,0.7,0.7,0.2,0.3,0.5,0.2,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Will Brown,UNC Pembroke,Conference Carolinas,https://uncpbraves.com/sports/mens-basketball/stats,official_school_stats_page,"30.0 Brown, Will  30 Brown, Will 6 0.0 10 1 5 0.2 0 2 0.0 2 3 0.667 4 0.7 || 30.0 Brown, Will  30 Brown, Will 6 1.7 0.2 0.0 0.667 0.2 0.2 0.3 0.2 0.0 0.0 0.7 || #30 Brown, Will 6 1 1 1.0","{""# #"": 30.0, ""3PT"": 0, ""3PT%"": 0.0, ""3PTA"": 2, ""AST"": 1, ""AST/TO Ratio"": 1.0, ""AVG"": 0.7, ""BLK"": 0.0, ""DREB"": 0.2, ""FG%"": 0.2, ""FGA"": 5, ""FGM"": 1, ""FT%"": 0.667, ""FTA"": 3, ""FTM"": 2, ""GP"": 6, ""GP GP"": 6, ""GS GS"": 0.0, ""MIN"": 1.7, ""Name"": ""#30 Brown, Will"", ""OREB"": 0.2, ""PTS"": 0.7, ""Player Player"": ""Brown, Will  30 Brown, Will"", ""REB"": 0.3, ""STL"": 0.0, ""TO"": 1}",30.0,"Brown, Will  30 Brown, Will",6.0,0.0,1.7,1.0,5.0,0.2,0.0,2.0,0.0,2.0,3.0,0.667,0.7,0.7,0.2,0.2,0.3,1.0,0.0,0.0,"#30 Brown, Will",6.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steven Lassiter,UNC Pembroke,Conference Carolinas,https://uncpbraves.com/sports/mens-basketball/stats,official_school_stats_page,"13.0 Lassiter, Steven  13 Lassiter, Steven 13 0.0 21 2 3 0.667 1 1 1.0 1 1 1.0 6 0.5 || 13.0 Lassiter, Steven  13 Lassiter, Steven 13 1.6 0.667 1.0 1.0 0.1 0.5 0.5 0.0 0.0 0.2 0.5","{""# #"": 13.0, ""3PT"": 1, ""3PT%"": 1.0, ""3PTA"": 1, ""AST"": 0.0, ""AVG"": 0.5, ""BLK"": 0.2, ""DREB"": 0.5, ""FG%"": 0.667, ""FGA"": 3, ""FGM"": 2, ""FT%"": 1.0, ""FTA"": 1, ""FTM"": 1, ""GP GP"": 13, ""GS GS"": 0.0, ""MIN"": 1.6, ""OREB"": 0.1, ""PTS"": 0.5, ""Player Player"": ""Lassiter, Steven  13 Lassiter, Steven"", ""REB"": 0.5, ""STL"": 0.0}",13.0,"Lassiter, Steven  13 Lassiter, Steven",13.0,0.0,1.6,2.0,3.0,0.667,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.1,0.5,0.5,0.0,0.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Willie Jones,Young Harris,Conference Carolinas,https://yhcathletics.com/sports/mens-basketball/stats,official_school_stats_page,"2.0 Jones, Willie  02 Jones, Willie 5 0.0 57 5 13 0.385 3 9 0.333 0 0 0.0 13 2.6 || 2.0 Jones, Willie  02 Jones, Willie 5 11.4 0.385 0.333 0.0 0.4 1.8 2.2 0.8 0.4 0.0 2.6 || #02 Jones, Willie 5 4 4 1.0","{""# #"": 2.0, ""3PT"": 3, ""3PT%"": 0.333, ""3PTA"": 9, ""AST"": 4, ""AST/TO Ratio"": 1.0, ""AVG"": 2.6, ""BLK"": 0.0, ""DREB"": 1.8, ""FG%"": 0.385, ""FGA"": 13, ""FGM"": 5, ""FT%"": 0.0, ""FTA"": 0, ""FTM"": 0, ""GP"": 5, ""GP GP"": 5, ""GS GS"": 0.0, ""MIN"": 11.4, ""Name"": ""#02 Jones, Willie"", ""OREB"": 0.4, ""PTS"": 2.6, ""Player Player"": ""Jones, Willie  02 Jones, Willie"", ""REB"": 2.2, ""STL"": 0.4, ""TO"": 4}",2.0,"Jones, Willie  02 Jones, Willie",5.0,0.0,11.4,5.0,13.0,0.385,3.0,9.0,0.333,0.0,0.0,0.0,2.6,2.6,0.4,1.8,2.2,4.0,0.4,0.0,"#02 Jones, Willie",5.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
