model_name,status,cv_mae,cv_rmse,cv_r2,cv_corr,train_mae,train_rmse,notes
xgboost_depth4_slow,ok,0.9594866227809632,1.1882944739166073,-0.0026362372047874505,0.17155680762702114,0.46982594890946117,0.5943415480942439,
xgboost_depth2_regularized,ok,0.9687414390993759,1.1913624545059676,-0.007820203860594566,0.1770032633324242,0.5915690074462405,0.733989859973717,
rf_800_depth6_leaf3,ok,0.9762346805199682,1.1982699527296374,-0.01954073041404647,0.10565982217995856,0.5543643743637237,0.6833292364743812,
xgboost_depth3_balanced,ok,0.9764264455368606,1.2115697796480558,-0.0422984840463998,0.17748721978341117,0.34663905786991606,0.4406818338861494,
rf_800_depth_none_leaf5,ok,0.97666993490456,1.194988517263888,-0.013964397239233595,0.10684664747396147,0.6151731488065983,0.7683648516810271,
xgboost_wide_low_reg,ok,0.9778870779442664,1.193136520387866,-0.01082394239262574,0.21305372395202302,0.18700047444424903,0.23963674520229447,
rf_500_depth4_leaf4,ok,0.9782286400621338,1.194801057611056,-0.013646297939902352,0.061513821700780916,0.7776108794705854,0.9434034990739312,
lightgbm_wider,ok,0.9783660803254927,1.218208592220797,-0.053752355681701,0.17894697701219975,0.23772761302537673,0.3100922007393109,
rf_500_depth3_leaf5,ok,0.9791644672047181,1.195387669967469,-0.014641883622552143,0.0795403356309243,0.7702389315686431,0.9339132326438374,
gradient_boosting_many_tiny,ok,0.982936629648341,1.2060878795685845,-0.03288780066958985,0.15403808410907932,0.5681280811711992,0.6967471809210369,
lightgbm_more_regularized,ok,0.9842443657863924,1.2355611396999093,-0.0839861245197906,0.11983994347189113,0.5816327027104707,0.7203919174416895,
rf_300_depth2_leaf8,ok,0.9848717950413092,1.1978579085068533,-0.018839680306642403,0.04509251722251447,0.8564058604765808,1.035647004557071,
gradient_boosting_deeper,ok,0.9867672093378277,1.2232512031697782,-0.06249414390744912,0.1423455551466456,0.41759547504847555,0.5123165966967618,
extra_trees_800_depth_none_leaf5,ok,0.9877786051817278,1.216825791278432,-0.05136146341847403,0.0871355029382563,0.6430934099309927,0.800154252067435,
mean_baseline,baseline,0.9915229678976,1.206377916085959,-0.03338463212956144,-0.2436194924861726,0.9915229678976,1.206377916085959,predicts the training-set mean impact score for every row
lightgbm_small_leaf,ok,0.992072449193176,1.235083781067868,-0.08314869097063404,0.16033235012338642,0.3537319806004323,0.4463534747770982,
ridge_alpha_100,ok,0.992817285913892,1.2184516155736962,-0.054172828786038796,-0.01833028459892877,0.9034575853877865,1.1010198010504226,
extra_trees_500_leaf4,ok,0.9950585486094695,1.2135248984448215,-0.04566512724345295,-0.031768118774707164,0.878182320227361,1.0699807746517231,
lightgbm_depth2_regularized,ok,0.9973503178636257,1.2180892951807218,-0.05354598153108325,0.11430183780605485,0.6937650341333568,0.8523071050391797,
ridge_alpha_30,ok,0.9976508683941154,1.2287375116676371,-0.07204613554198569,0.05407951642253889,0.8396130295102797,1.0418775717580073,
elastic_net_a1_00_l10_05,ok,0.998023368317086,1.2201786205467584,-0.0571632666588382,-0.09502522557714617,0.9464864825856716,1.1474434094719919,
elastic_net_a0_50_l10_10,ok,0.9997304666083741,1.22631638745877,-0.06782554381491401,-0.07098421531849052,0.9350563641945967,1.1340803680119405,
hist_gradient_boosting_more_l2,ok,1.0008220370528056,1.2440451043378553,-0.09892358649737076,0.12456231197724951,0.5067940906461961,0.6404504786970697,
extra_trees_800_depth3_leaf6,ok,1.00211963099971,1.2234620433448158,-0.06286043949169229,-0.0043722313611844945,0.86709142343184,1.0500861200461222,
gradient_boosting_shallow,ok,1.0038244513453147,1.2237954379839509,-0.06343977949694657,0.10688315274361519,0.6347252240451252,0.7728577370883308,
elastic_net_a0_20_l10_25,ok,1.0046787867085132,1.2332011611453662,-0.0798491525794065,-0.03800024151883894,0.917374831580089,1.1152597210719406,
elastic_net_a0_10_l10_50,ok,1.0066434208902069,1.2362458010242925,-0.08518779553260991,-0.014664284253275315,0.9038271988111585,1.1025768259820907,
ridge_alpha_10,ok,1.0091512294608354,1.2501494691924655,-0.10973459117237416,0.0986144080969799,0.7917145228296025,0.9822692873112894,
elastic_net_a0_05_l10_15,ok,1.0127815751746083,1.2546672915150596,-0.11776985885969915,0.11197474432541657,0.7929795975389973,0.9824404844347118,
hist_gradient_boosting_l2,ok,1.0143196163259045,1.2364984648108968,-0.08563142199684681,0.16345453449568853,0.2807309172880253,0.3623417791544206,
ridge_alpha_3,ok,1.0676617725884698,1.3265640211497072,-0.24954433633788575,0.08543375347053701,0.7485254380806764,0.9173910907553459,
ridge_alpha_1,ok,1.180897122560259,1.4604917791410086,-0.5145843860829502,0.030074987825910296,0.7134920268954603,0.8729260046509125,
ridge_alpha_0_1,ok,1.3902763942338832,1.7437205451978148,-1.1589819480586843,-0.06407259311681332,0.6784885500161587,0.8439338779532494,
