target_conference,player_name,player_key,source_school,source_conference,source_level,destination_school,first_target_season,source_season,position,height,weight,source_games,source_mpg,source_minutes_share,source_ppg,source_rpg,source_apg,source_spg,source_bpg,source_topg,source_fg_pct,source_fg3_pct,source_ft_pct,source_efg_pct,source_pts_per_40,source_reb_per_40,source_ast_per_40,source_stl_per_40,source_blk_per_40,source_tov_per_40,target_games,target_games_started,target_mpg,target_minutes,target_minutes_share,target_ppg,target_rpg,target_apg,target_spg,target_bpg,target_topg,target_ts_pct,target_per,target_usg_pct,target_ws,target_ws_per_40,target_bpm,source_url,outcome_url
Mountain West,Hunter McIntosh,hunter mcintosh,Elon,CAA,D1,Nevada,2022-23,2021-22,G,6-2,185,32,33.0,0.825,13.3,2.6,2.8,0.6,0.0,2.4,0.384,0.377,0.803,0.499,16.12121212121212,3.1515151515151514,3.393939393939394,0.7272727272727273,0.0,2.909090909090909,6,0,15.2,91.19999999999999,0.38,2.3,0.8,1.7,0.0,0.0,0.5,0.3451380552220888,3.1,13.7,0.0,0.014,-5.3,https://www.sports-reference.com/cbb/players/hunter-mcintosh-1.html,https://www.sports-reference.com/cbb/players/hunter-mcintosh-1.html
Mountain West,Jarod Lucas,jarod lucas,Oregon State,Pac-12,D1,Nevada,2022-23,2021-22,G,6-3,195,31,33.7,0.8425,13.5,2.3,1.2,0.8,0.0,1.1,0.415,0.386,0.871,0.526,16.02373887240356,2.729970326409495,1.4243323442136497,0.9495548961424332,0.0,1.3056379821958455,33,33,34.4,1135.2,0.86,17.0,2.6,1.4,0.4,0.0,1.1,0.5889689578713969,17.5,24.9,4.1,0.143,3.4,https://www.sports-reference.com/cbb/players/jarod-lucas-1.html,https://www.sports-reference.com/cbb/players/jarod-lucas-1.html
Mountain West,Tyler Powell,tyler powell,Seton Hall,Big East,D1,Nevada,2022-23,2021-22,G,6-5,220,12,3.8,0.095,0.5,0.8,0.1,0.1,0.0,0.1,0.5,0.5,0.0,0.75,5.2631578947368425,8.421052631578947,1.0526315789473684,1.0526315789473684,0.0,1.0526315789473684,33,0,9.3,306.90000000000003,0.2325,2.2,1.0,0.3,0.2,0.0,0.4,0.492831541218638,6.9,15.0,0.4,0.05,-0.9,https://www.sports-reference.com/cbb/players/tyler-powell-1.html,https://www.sports-reference.com/cbb/players/tyler-powell-1.html
Mountain West,Tylan Pope,tylan pope,Tulane,AAC,D1,Nevada,2023-24,2022-23,F,6-6,220,30,19.2,0.48,6.5,4.4,0.3,1.0,1.3,0.6,0.487,0.259,0.632,0.533,13.541666666666668,9.166666666666668,0.625,2.0833333333333335,2.7083333333333335,1.25,21,0,9.5,199.5,0.2375,3.6,2.2,0.2,0.2,0.3,0.6,0.5300353356890459,14.2,22.4,0.5,0.109,-2.4,https://www.sports-reference.com/cbb/players/tylan-pope-1.html,https://www.sports-reference.com/cbb/players/tylan-pope-1.html
Mountain West,Brandon Love,brandon love,Texas State,Sun Belt,D1,Nevada,2024-25,2023-24,F,6-9,208,34,25.3,0.6325000000000001,10.4,5.4,0.8,0.7,1.4,2.0,0.549,0.0,0.53,0.549,16.442687747035574,8.537549407114625,1.2648221343873518,1.1067193675889329,2.2134387351778657,3.1620553359683794,32,23,15.8,505.6,0.395,4.8,2.7,0.3,0.7,0.7,1.0,0.6349206349206349,15.2,16.6,1.5,0.119,1.4,https://www.sports-reference.com/cbb/players/brandon-love-1.html,https://www.sports-reference.com/cbb/players/brandon-love-1.html
Mountain West,Chuck Bailey,chuck bailey,Evansville,MVC,D1,Nevada,2024-25,2023-24,G,6-5,185,34,18.5,0.4625,8.4,2.6,0.8,0.3,0.1,1.4,0.409,0.352,0.813,0.447,18.16216216216216,5.621621621621622,1.7297297297297298,0.6486486486486487,0.21621621621621623,3.027027027027027,31,0,11.1,344.09999999999997,0.27749999999999997,2.4,1.3,0.3,0.2,0.1,0.5,0.46367851622874806,4.6,14.9,0.2,0.022,-4.6,https://www.sports-reference.com/cbb/players/chuck-bailey-iii-1.html,https://www.sports-reference.com/cbb/players/chuck-bailey-iii-1.html
Mountain West,Justin McBride,justin mcbride,Oklahoma State,Big 12,D1,Nevada,2024-25,2023-24,F,6-8,230,24,6.4,0.16,2.5,1.5,0.1,0.2,0.1,0.4,0.521,0.286,0.211,0.583,15.625,9.375,0.625,1.25,0.625,2.5,33,3,18.5,610.5,0.4625,7.8,4.2,0.6,0.4,0.4,0.8,0.5603448275862069,18.3,22.9,1.9,0.127,2.6,https://www.sports-reference.com/cbb/players/justin-mcbride-2.html,https://www.sports-reference.com/cbb/players/justin-mcbride-2.html
Mountain West,Kobe Sanders,kobe sanders,Cal Poly,Big West,D1,Nevada,2024-25,2023-24,G,6-6,175,29,33.6,0.8400000000000001,19.6,3.7,3.2,0.8,0.3,2.9,0.459,0.339,0.874,0.508,23.333333333333332,4.404761904761904,3.8095238095238093,0.9523809523809523,0.35714285714285715,3.452380952380952,33,32,31.7,1046.1,0.7925,15.8,3.9,4.5,1.1,0.3,1.8,0.5771478667445938,22.0,27.1,4.6,0.176,7.0,https://www.sports-reference.com/cbb/players/kobe-sanders-1.html,https://www.sports-reference.com/cbb/players/kobe-sanders-1.html
Mountain West,Xavier DuSell,xavier dusell,Fresno State,MWC,D1,Nevada,2024-25,2023-24,G,6-4,190,33,32.2,0.805,11.5,2.1,0.5,0.6,0.1,0.7,0.423,0.395,0.827,0.573,14.285714285714285,2.6086956521739126,0.6211180124223602,0.7453416149068323,0.12422360248447203,0.8695652173913043,33,25,23.4,772.1999999999999,0.585,7.7,1.6,0.7,0.8,0.0,0.5,0.5645161290322581,11.4,17.1,1.8,0.095,1.4,https://www.sports-reference.com/cbb/players/xavier-dusell-1.html,https://www.sports-reference.com/cbb/players/xavier-dusell-1.html
Mountain West,Corey Camper,corey camper,UTEP,CUSA,D1,Nevada,2025-26,2024-25,G,6-5,185,31,31.6,0.79,10.5,3.6,2.0,2.0,0.2,1.4,0.4,0.333,0.778,0.447,13.291139240506329,4.556962025316455,2.531645569620253,2.531645569620253,0.2531645569620253,1.7721518987341771,33,32,32.3,1065.8999999999999,0.8074999999999999,16.6,4.8,2.7,1.2,0.3,1.2,0.5775118285555246,21.0,25.0,4.4,0.163,8.1,https://www.sports-reference.com/cbb/players/corey-camper-jr-1.html,https://www.sports-reference.com/cbb/players/corey-camper-jr-1.html
Mountain West,Elijah Price,elijah price,Fresno State,MWC,D1,Nevada,2025-26,2024-25,F,6-9,195,32,30.8,0.77,10.5,8.3,1.0,1.3,1.3,2.1,0.401,0.105,0.656,0.409,13.636363636363637,10.779220779220779,1.2987012987012987,1.6883116883116882,1.6883116883116882,2.727272727272727,37,37,30.0,1110.0,0.75,12.8,8.5,1.1,1.2,1.7,1.9,0.577825929938606,20.9,22.7,4.5,0.162,4.9,https://www.sports-reference.com/cbb/players/elijah-price-1.html,https://www.sports-reference.com/cbb/players/elijah-price-1.html
Mountain West,Joel Armotrading,joel armotrading,UC Riverside,Big West,D1,Nevada,2025-26,2024-25,C,6-10,225,33,21.9,0.5475,5.8,6.5,0.5,0.4,1.2,0.9,0.602,0.0,0.736,0.602,10.593607305936073,11.872146118721462,0.9132420091324202,0.7305936073059361,2.1917808219178085,1.6438356164383563,21,10,16.9,354.9,0.4225,5.2,4.0,0.5,0.4,1.0,0.9,0.6046511627906976,15.7,16.1,1.2,0.133,1.7,https://www.sports-reference.com/cbb/players/joel-armotrading-1.html,https://www.sports-reference.com/cbb/players/joel-armotrading-1.html
Mountain West,Tayshawn Comer,tayshawn comer,Evansville,MVC,D1,Nevada,2025-26,2024-25,G,6-1,190,32,36.0,0.9,16.2,3.7,4.1,1.2,0.2,3.3,0.386,0.304,0.787,0.443,18.0,4.111111111111111,4.555555555555555,1.3333333333333333,0.2222222222222222,3.6666666666666665,37,36,25.2,932.4,0.63,11.0,1.8,3.6,0.9,0.0,2.0,0.5100148367952523,13.8,26.3,2.0,0.085,0.9,https://www.sports-reference.com/cbb/players/tayshawn-comer-1.html,https://www.sports-reference.com/cbb/players/tayshawn-comer-1.html
Mountain West,Elijah Harkless,elijah harkless,Oklahoma,Big 12,D1,UNLV,2022-23,2021-22,G,6-3,195,26,29.0,0.725,10.0,4.1,1.7,1.3,0.2,2.2,0.423,0.323,0.638,0.493,13.793103448275861,5.655172413793103,2.3448275862068964,1.793103448275862,0.27586206896551724,3.0344827586206895,32,32,30.9,988.8,0.7725,19.1,5.1,3.4,1.6,0.2,2.8,0.5415060104332049,22.8,33.4,4.3,0.173,6.5,https://www.sports-reference.com/cbb/players/elijah-harkless-1.html,https://www.sports-reference.com/cbb/players/elijah-harkless-1.html
Mountain West,Elijah Parquet,elijah parquet,Colorado,Pac-12,D1,UNLV,2022-23,2021-22,G,6-3,195,18,29.5,0.7375,6.9,2.4,1.4,0.8,0.7,1.1,0.443,0.222,0.75,0.485,9.35593220338983,3.2542372881355934,1.8983050847457628,1.0847457627118644,0.9491525423728814,1.4915254237288136,18,17,23.8,428.40000000000003,0.595,4.3,2.1,0.9,0.9,0.7,0.7,0.4547377326565144,8.3,11.6,0.7,0.063,-1.0,https://www.sports-reference.com/cbb/players/eli-parquet-1.html,https://www.sports-reference.com/cbb/players/eli-parquet-1.html
Mountain West,Isaiah Cottrell,isaiah cottrell,West Virginia,Big 12,D1,UNLV,2022-23,2021-22,F,6-10,240,33,16.1,0.4025,4.2,2.8,0.5,0.2,0.7,0.9,0.34,0.319,0.543,0.388,10.43478260869565,6.956521739130435,1.2422360248447204,0.49689440993788814,1.7391304347826086,2.2360248447204967,1,0,8.0,8.0,0.2,5.0,2.0,0.0,0.0,0.0,0.0,0.6443298969072165,24.3,24.8,0.1,0.273,0.0,https://www.sports-reference.com/cbb/players/isaiah-cottrell-1.html,https://www.sports-reference.com/cbb/players/isaiah-cottrell-1.html
Mountain West,Jackie Johnson,jackie johnson,Duquesne,A-10,D1,UNLV,2022-23,2021-22,G,5-11,185,30,19.4,0.485,9.5,1.5,1.2,0.6,0.1,1.6,0.424,0.373,0.776,0.508,19.587628865979383,3.0927835051546393,2.4742268041237114,1.2371134020618557,0.2061855670103093,3.2989690721649487,25,0,13.5,337.5,0.3375,6.3,1.2,0.8,0.8,0.0,1.2,0.521523178807947,14.6,26.8,0.7,0.086,0.8,https://www.sports-reference.com/cbb/players/jackie-johnsoniii-1.html,https://www.sports-reference.com/cbb/players/jackie-johnsoniii-1.html
Mountain West,Luis Rodriguez,luis rodriguez,Ole Miss,SEC,D1,UNLV,2022-23,2021-22,G,6-6,210,32,26.9,0.6725,6.6,5.5,1.8,1.3,0.3,1.2,0.353,0.304,0.648,0.429,9.814126394052046,8.178438661710038,2.676579925650558,1.933085501858736,0.446096654275093,1.784386617100372,27,22,29.7,801.9,0.7424999999999999,10.7,5.7,1.1,1.7,0.1,1.2,0.518813033359193,16.4,19.6,2.7,0.134,3.2,https://www.sports-reference.com/cbb/players/luis-rodriguez-1.html,https://www.sports-reference.com/cbb/players/luis-rodriguez-1.html
Mountain West,Shane Nowell,shane nowell,Arizona,Pac-12,D1,UNLV,2022-23,2021-22,G,6-6,210,19,3.5,0.0875,0.8,0.8,0.3,0.2,0.1,0.4,0.333,0.2,1.0,0.361,9.142857142857142,9.142857142857142,3.4285714285714284,2.2857142857142856,1.1428571428571428,4.571428571428571,18,6,16.7,300.59999999999997,0.4175,4.8,3.3,0.9,0.8,0.2,0.7,0.4590665646518745,12.5,18.1,0.7,0.1,1.0,https://www.sports-reference.com/cbb/players/shane-nowell-1.html,https://www.sports-reference.com/cbb/players/shane-nowell-1.html
Mountain West,Jalen Hill,jalen hill,Oklahoma,Big 12,D1,UNLV,2023-24,2022-23,F,6-7,225,32,32.7,0.8175000000000001,9.7,5.8,1.3,0.8,0.6,1.4,0.498,0.291,0.814,0.535,11.865443425076451,7.09480122324159,1.5902140672782874,0.9785932721712537,0.7339449541284403,1.712538226299694,7,7,30.0,210.0,0.75,10.7,6.1,1.7,1.1,0.6,1.3,0.6320888468809073,20.3,17.3,0.9,0.173,4.4,https://www.sports-reference.com/cbb/players/jalen-hill-2.html,https://www.sports-reference.com/cbb/players/jalen-hill-2.html
Mountain West,Kalib Boone,kalib boone,Oklahoma State,Big 12,D1,UNLV,2023-24,2022-23,F,6-9,210,36,21.3,0.5325,10.6,4.9,1.0,0.7,1.2,1.8,0.584,0.25,0.757,0.588,19.906103286384976,9.2018779342723,1.8779342723004695,1.3145539906103285,2.2535211267605635,3.380281690140845,32,25,23.2,742.4,0.58,11.4,5.2,1.3,1.1,1.6,1.9,0.6190269331016508,25.6,25.3,3.4,0.182,6.4,https://www.sports-reference.com/cbb/players/kalib-boone-1.html,https://www.sports-reference.com/cbb/players/kalib-boone-1.html
Mountain West,Keylan Boone,keylan boone,Pacific,WCC,D1,UNLV,2023-24,2022-23,G,6-8,200,27,23.1,0.5775,13.9,4.2,0.8,0.6,0.4,1.1,0.477,0.41,0.814,0.582,24.06926406926407,7.2727272727272725,1.3852813852813852,1.0389610389610389,0.6926406926406926,1.9047619047619047,27,21,31.3,845.1,0.7825,12.7,6.8,1.4,0.8,1.1,1.1,0.5401497107859816,18.5,21.6,3.1,0.149,5.2,https://www.sports-reference.com/cbb/players/keylan-boone-1.html,https://www.sports-reference.com/cbb/players/keylan-boone-1.html
Mountain West,Jace Whiting,jace whiting,Boise State,MWC,D1,UNLV,2024-25,2023-24,G,6-2,185,33,14.3,0.35750000000000004,3.3,1.7,1.1,0.5,0.0,0.7,0.482,0.5,0.813,0.572,9.23076923076923,4.755244755244755,3.0769230769230766,1.3986013986013985,0.0,1.958041958041958,2,0,9.0,18.0,0.225,0.0,0.5,1.5,0.5,0.0,0.5,0.0,-1.9,11.8,0.0,-0.072,-10.0,https://www.sports-reference.com/cbb/players/jace-whiting-1.html,https://www.sports-reference.com/cbb/players/jace-whiting-1.html
Mountain West,Jaden Henley,jaden henley,DePaul,Big East,D1,UNLV,2024-25,2023-24,G,6-7,200,32,24.4,0.61,8.6,2.7,1.3,0.9,0.2,1.8,0.436,0.269,0.755,0.471,14.098360655737705,4.426229508196721,2.1311475409836067,1.4754098360655739,0.3278688524590164,2.9508196721311477,28,27,29.4,823.1999999999999,0.735,12.5,4.2,1.8,1.6,0.1,2.0,0.5719253294289897,17.0,23.6,2.5,0.122,4.1,https://www.sports-reference.com/cbb/players/jaden-henley-1.html,https://www.sports-reference.com/cbb/players/jaden-henley-1.html
Mountain West,Jailen Bedford,jailen bedford,Oral Roberts,Summit,D1,UNLV,2024-25,2023-24,G,6-4,181,31,30.3,0.7575000000000001,14.6,6.4,0.9,0.7,0.1,1.8,0.423,0.373,0.775,0.511,19.273927392739274,8.448844884488448,1.188118811881188,0.9240924092409241,0.132013201320132,2.376237623762376,33,8,23.3,768.9,0.5825,10.2,4.3,1.2,0.9,0.1,1.5,0.4890678941311852,13.8,27.1,1.4,0.075,1.5,https://www.sports-reference.com/cbb/players/jailen-bedford-1.html,https://www.sports-reference.com/cbb/players/jailen-bedford-1.html
Mountain West,Julian Rishwain,julian rishwain,Florida,SEC,D1,UNLV,2024-25,2023-24,G,6-5,190,8,7.8,0.195,1.6,1.6,0.8,0.3,0.0,0.0,0.364,0.4,0.5,0.545,8.205128205128206,8.205128205128206,4.102564102564103,1.5384615384615385,0.0,0.0,31,28,30.4,942.4,0.76,9.2,3.5,2.1,1.3,0.2,0.8,0.5523535062439962,13.9,16.0,2.8,0.118,4.4,https://www.sports-reference.com/cbb/players/julian-rishwain-1.html,https://www.sports-reference.com/cbb/players/julian-rishwain-1.html
Mountain West,Al Green,al green,Louisiana Tech,CUSA,D1,UNLV,2025-26,2024-25,G,6-3,185,30,24.7,0.6174999999999999,10.2,2.3,0.9,0.7,0.1,0.8,0.441,0.421,0.808,0.559,16.518218623481783,3.7246963562753037,1.45748987854251,1.1336032388663968,0.16194331983805668,1.2955465587044535,29,3,12.7,368.29999999999995,0.3175,4.4,1.2,0.7,0.6,0.2,0.5,0.5429417571569595,12.9,18.0,0.8,0.083,1.5,https://www.sports-reference.com/cbb/players/al-green-1.html,https://www.sports-reference.com/cbb/players/al-green-1.html
Mountain West,Dra Gibbs-Lawhorn,dra gibbs lawhorn,Illinois,Big Ten,D1,UNLV,2025-26,2024-25,G,6-1,185,35,14.9,0.3725,5.9,1.6,0.5,0.3,0.1,0.7,0.443,0.255,0.806,0.514,15.838926174496644,4.295302013422819,1.342281879194631,0.8053691275167785,0.2684563758389262,1.8791946308724832,35,35,34.1,1193.5,0.8525,20.7,3.1,2.5,1.5,0.5,2.5,0.6300219138056975,20.9,27.5,4.3,0.143,5.7,https://www.sports-reference.com/cbb/players/dra-gibbs-lawhorn-1.html,https://www.sports-reference.com/cbb/players/dra-gibbs-lawhorn-1.html
Mountain West,Emmanuel Stephen,emmanuel stephen,Arizona,Big 12,D1,UNLV,2025-26,2024-25,F,6-11,230,8,3.0,0.075,1.3,1.3,0.1,0.3,0.1,0.3,1.0,0.0,0.0,1.0,17.333333333333332,17.333333333333332,1.3333333333333333,4.0,1.3333333333333333,4.0,24,13,15.5,372.0,0.3875,3.5,4.2,0.3,0.4,0.7,0.8,0.5022962112514351,10.9,13.7,0.7,0.073,-2.7,https://www.sports-reference.com/cbb/players/emmanuel-stephen-1.html,https://www.sports-reference.com/cbb/players/emmanuel-stephen-1.html
Mountain West,Howie Fleming,howie fleming,Texas–Rio Grande Valley,Southland,D1,UNLV,2025-26,2024-25,G,6-5,190,31,26.6,0.665,12.3,6.4,2.4,0.8,0.2,2.2,0.56,0.422,0.702,0.637,18.496240601503757,9.62406015037594,3.6090225563909772,1.2030075187969924,0.3007518796992481,3.308270676691729,32,27,29.0,928.0,0.725,9.0,6.3,3.7,1.2,0.1,2.0,0.5681818181818182,15.0,17.0,2.5,0.107,1.7,https://www.sports-reference.com/cbb/players/howard-flemingjr-1.html,https://www.sports-reference.com/cbb/players/howard-flemingjr-1.html
Mountain West,Kimani Hamilton,kimani hamilton,High Point,Big South,D1,UNLV,2025-26,2024-25,F,6-7,215,35,24.2,0.605,13.1,4.6,2.2,1.0,0.4,1.8,0.52,0.322,0.723,0.565,21.65289256198347,7.603305785123967,3.6363636363636367,1.6528925619834711,0.6611570247933884,2.9752066115702482,35,35,29.3,1025.5,0.7325,12.8,4.9,2.3,1.2,0.4,1.6,0.5763688760806917,17.8,21.5,3.3,0.13,2.7,https://www.sports-reference.com/cbb/players/kimani-hamilton-1.html,https://www.sports-reference.com/cbb/players/kimani-hamilton-1.html
Mountain West,Ladji Dembele,ladji dembele,Iowa,Big Ten,D1,UNLV,2025-26,2024-25,F,6-8,250,33,16.7,0.4175,4.5,3.5,0.6,0.3,0.2,0.6,0.467,0.382,0.714,0.52,10.778443113772456,8.383233532934133,1.437125748502994,0.718562874251497,0.47904191616766467,1.437125748502994,5,3,20.0,100.0,0.5,5.2,4.2,1.4,0.6,0.8,1.2,0.4520166898470097,10.2,17.2,0.1,0.051,-3.2,https://www.sports-reference.com/cbb/players/ladji-dembele-1.html,https://www.sports-reference.com/cbb/players/ladji-dembele-1.html
Mountain West,Josiah Allick,josiah allick,Kansas City,Summit,D1,New Mexico,2022-23,2021-22,F,6-8,225,17,26.4,0.6599999999999999,12.9,6.1,1.1,0.5,0.5,2.3,0.55,0.361,0.75,0.594,19.545454545454547,9.242424242424242,1.6666666666666667,0.7575757575757576,0.7575757575757576,3.484848484848485,34,34,31.9,1084.6,0.7975,8.4,7.3,1.4,0.5,0.8,1.6,0.5952380952380952,14.2,13.3,3.1,0.115,2.2,https://www.sports-reference.com/cbb/players/josiah-allick-1.html,https://www.sports-reference.com/cbb/players/josiah-allick-1.html
Mountain West,Morris Udeze,morris udeze,Wichita State,AAC,D1,New Mexico,2022-23,2021-22,C,6-8,235,27,24.7,0.6174999999999999,10.2,6.1,0.5,0.4,0.9,1.9,0.505,0.2,0.726,0.507,16.518218623481783,9.878542510121457,0.8097165991902834,0.6477732793522267,1.45748987854251,3.076923076923077,34,34,31.8,1081.2,0.795,16.4,9.6,1.4,0.6,0.8,2.1,0.6327160493827161,24.2,23.6,5.0,0.186,4.6,https://www.sports-reference.com/cbb/players/morris-udeze-1.html,https://www.sports-reference.com/cbb/players/morris-udeze-1.html
Mountain West,Isaac Mushila,isaac mushila,Texas A&M–Corpus Christi,Southland,D1,New Mexico,2023-24,2022-23,F,6-5,208,35,27.1,0.6775,14.5,9.9,1.2,1.3,0.1,1.7,0.537,0.375,0.835,0.562,21.40221402214022,14.612546125461254,1.7712177121771218,1.918819188191882,0.14760147601476015,2.5092250922509223,25,0,8.8,220.00000000000003,0.22000000000000003,1.8,2.7,0.4,0.3,0.1,0.4,0.45362903225806456,11.6,12.8,0.6,0.11,0.4,https://www.sports-reference.com/cbb/players/isaac-mushila-1.html,https://www.sports-reference.com/cbb/players/isaac-mushila-1.html
Mountain West,Jemarl Baker,jemarl baker,Fresno State,MWC,D1,New Mexico,2023-24,2022-23,G,6-5,195,28,31.7,0.7925,12.5,3.0,2.9,1.0,0.0,1.5,0.392,0.327,0.758,0.479,15.772870662460567,3.7854889589905363,3.6593059936908516,1.2618296529968454,0.0,1.8927444794952681,35,12,17.5,612.5,0.4375,4.4,1.5,1.0,0.3,0.1,0.3,0.5595116988809766,9.8,11.3,1.7,0.111,2.9,https://www.sports-reference.com/cbb/players/jemarl-baker-1.html,https://www.sports-reference.com/cbb/players/jemarl-baker-1.html
Mountain West,Mustapha Amzil,mustapha amzil,Dayton,A-10,D1,New Mexico,2023-24,2022-23,F,6-10,220,34,29.5,0.7375,9.3,4.8,1.7,0.2,0.3,1.4,0.442,0.366,0.795,0.539,12.610169491525424,6.508474576271187,2.305084745762712,0.2711864406779661,0.4067796610169492,1.8983050847457628,35,2,18.8,658.0,0.47000000000000003,6.7,3.5,0.7,0.6,0.3,0.7,0.5250783699059561,13.5,17.8,2.2,0.131,2.3,https://www.sports-reference.com/cbb/players/mustapha-amzil-1.html,https://www.sports-reference.com/cbb/players/mustapha-amzil-1.html
Mountain West,Nelly Junior Joseph,nelly junior joseph,Iona,MAAC,D1,New Mexico,2023-24,2022-23,F,6-9,230,35,31.8,0.795,14.9,9.3,1.1,1.2,1.5,1.9,0.55,0.0,0.624,0.55,18.742138364779873,11.69811320754717,1.3836477987421383,1.5094339622641508,1.8867924528301887,2.389937106918239,36,36,26.2,943.1999999999999,0.655,8.9,8.2,1.0,1.1,1.4,1.5,0.5573647294589179,18.7,17.2,3.6,0.153,3.9,https://www.sports-reference.com/cbb/players/nellyjunior-joseph-1.html,https://www.sports-reference.com/cbb/players/nellyjunior-joseph-1.html
Mountain West,Atiki Ally Atiki,atiki ally atiki,Brigham Young,Big 12,D1,New Mexico,2024-25,2023-24,F,6-9,213,23,11.0,0.275,4.0,2.9,0.3,0.3,0.5,0.9,0.621,0.0,0.458,0.621,14.545454545454545,10.545454545454545,1.0909090909090908,1.0909090909090908,1.8181818181818181,3.272727272727273,32,0,8.2,262.4,0.205,2.0,2.5,0.3,0.3,0.8,0.4,0.5668934240362812,16.2,12.6,1.0,0.154,2.6,https://www.sports-reference.com/cbb/players/atiki-allyatiki-1.html,https://www.sports-reference.com/cbb/players/atiki-allyatiki-1.html
Mountain West,C.J. Noland,c j noland,North Texas,AAC,D1,New Mexico,2024-25,2023-24,G,6-2,229,29,26.1,0.6525000000000001,10.9,2.8,2.0,1.0,0.2,1.8,0.437,0.384,0.69,0.502,16.704980842911876,4.291187739463601,3.065134099616858,1.532567049808429,0.3065134099616858,2.758620689655172,34,7,20.7,703.8,0.5175,7.9,2.4,1.1,1.1,0.3,0.8,0.523317435082141,13.7,19.1,2.4,0.135,3.0,https://www.sports-reference.com/cbb/players/cj-noland-1.html,https://www.sports-reference.com/cbb/players/cj-noland-1.html
Mountain West,Filip Borovicanin,filip borovicanin,Arizona,Pac-12,D1,New Mexico,2024-25,2023-24,F,6-9,185,20,5.6,0.13999999999999999,2.3,1.6,0.8,0.2,0.1,0.5,0.41,0.0,0.867,0.41,16.42857142857143,11.428571428571429,5.714285714285714,1.4285714285714286,0.7142857142857143,3.5714285714285716,35,29,22.7,794.5,0.5675,5.9,4.6,1.1,0.7,0.2,1.0,0.5160951714485655,10.4,14.1,2.1,0.107,2.4,https://www.sports-reference.com/cbb/players/filip-borovicanin-1.html,https://www.sports-reference.com/cbb/players/filip-borovicanin-1.html
Mountain West,Ibrahima Sacko,ibrahima sacko,Georgia Tech,ACC,D1,New Mexico,2024-25,2023-24,F,6-6,225,20,11.4,0.28500000000000003,2.2,2.7,0.2,0.6,0.2,0.6,0.474,0.286,0.3,0.526,7.719298245614035,9.473684210526315,0.7017543859649122,2.1052631578947367,0.7017543859649122,2.1052631578947367,19,0,5.8,110.2,0.145,1.2,1.2,0.1,0.3,0.3,0.3,0.551470588235294,8.2,11.4,0.3,0.097,-3.1,https://www.sports-reference.com/cbb/players/ibrahima-sacko-1.html,https://www.sports-reference.com/cbb/players/ibrahima-sacko-1.html
Mountain West,Antonio Chol,antonio chol,Rutgers,Big Ten,D1,New Mexico,2025-26,2023-24,F,6-9,205,7,5.1,0.1275,1.7,0.7,0.0,0.0,0.0,0.4,0.238,0.125,0.0,0.286,13.333333333333334,5.490196078431373,0.0,0.0,0.0,3.1372549019607847,37,32,24.2,895.4,0.605,7.7,2.9,0.8,0.3,0.6,0.7,0.5097987288135593,9.9,16.7,2.0,0.089,1.4,https://www.sports-reference.com/cbb/players/antonio-chol-1.html,https://www.sports-reference.com/cbb/players/antonio-chol-1.html
Mountain West,Chris Howell,chris howell,UC San Diego,Big West,D1,New Mexico,2025-26,2024-25,G,6-6,185,35,29.0,0.725,5.6,3.8,3.0,2.2,0.3,1.1,0.448,0.328,0.75,0.521,7.724137931034483,5.241379310344827,4.137931034482759,3.0344827586206895,0.41379310344827586,1.5172413793103448,11,11,24.5,269.5,0.6125,5.5,3.0,3.4,1.7,0.2,1.8,0.5321207430340558,12.1,14.1,0.8,0.112,4.3,https://www.sports-reference.com/cbb/players/chris-howell-3.html,https://www.sports-reference.com/cbb/players/chris-howell-3.html
Mountain West,Deyton Albury,deyton albury,Utah State,MWC,D1,New Mexico,2025-26,2024-25,G,6-2,190,34,18.8,0.47000000000000003,7.8,2.5,1.7,0.9,0.1,1.1,0.548,0.433,0.687,0.586,16.595744680851062,5.319148936170213,3.6170212765957444,1.9148936170212765,0.2127659574468085,2.3404255319148937,35,34,24.8,868.0,0.62,11.7,3.7,3.0,1.5,0.1,2.3,0.6199660873251377,19.0,23.3,3.6,0.164,5.4,https://www.sports-reference.com/cbb/players/deyton-albury-1.html,https://www.sports-reference.com/cbb/players/deyton-albury-1.html
Mountain West,JT Rock,jt rock,Iowa State,Big 12,D1,New Mexico,2025-26,2024-25,C,7-1,255,9,2.3,0.057499999999999996,0.7,0.7,0.0,0.0,0.1,0.1,0.6,0.0,0.0,0.6,12.173913043478262,12.173913043478262,0.0,0.0,1.7391304347826089,1.7391304347826089,37,1,12.8,473.6,0.32,6.2,3.5,0.4,0.2,0.9,0.6,0.6321370309951061,22.4,21.2,2.3,0.194,6.6,https://www.sports-reference.com/cbb/players/jt-rock-1.html,https://www.sports-reference.com/cbb/players/jt-rock-1.html
Mountain West,Kevin Patton,kevin patton,Southern California,Big Ten,D1,New Mexico,2025-26,2024-25,G,6-8,197,27,8.1,0.20249999999999999,3.1,1.2,0.4,0.4,0.4,0.5,0.561,0.353,0.591,0.614,15.308641975308642,5.9259259259259265,1.9753086419753088,1.9753086419753088,1.9753086419753088,2.469135802469136,9,0,9.8,88.2,0.24500000000000002,2.6,2.2,0.7,0.4,0.3,0.4,0.4259501965923984,12.0,17.4,0.2,0.09,-5.6,https://www.sports-reference.com/cbb/players/kevin-patton-jr-1.html,https://www.sports-reference.com/cbb/players/kevin-patton-jr-1.html
