first_big_west_season,destination_school,destination_school_slug,player_name,player_key,class,position,height,weight,sports_reference_player_url,roster_cache_path,previous_team_roster_status,already_in_inbound_transfers,already_in_inbound_same_program,inbound_matched_first_big_west_season,inbound_source_school,inbound_source_level,model_ready_playable,model_source_level,profile_cache_status,profile_prior_season,profile_prior_school,profile_prior_conf,profile_prior_level_guess,profile_transfer_candidate,candidate_action,audit_status
2023-24,Cal State Bakersfield,cal-state-bakersfield,Cameron Wilbon,cameron wilbon,SR,G,6-5,200,https://www.sports-reference.com/cbb/players/cameron-wilbon-1.html,data/cache/sports_reference_big_west_schools/cal-state-bakersfield_2024.html,had_previous_team_cache,TRUE,TRUE,2023-24,Sacramento State,D1,TRUE,D1,not_cached,,,,,FALSE,already_in_transfer_table,already_in_transfer_table
2023-24,Cal State Bakersfield,cal-state-bakersfield,Corey Stephenson,corey stephenson,SO,G,6-6,210,https://www.sports-reference.com/cbb/players/corey-stephenson-1.html,data/cache/sports_reference_big_west_schools/cal-state-bakersfield_2024.html,had_previous_team_cache,TRUE,TRUE,2023-24,Northeast Mississippi Community College,JUCO,FALSE,,not_cached,,,,,FALSE,already_in_transfer_table,already_in_transfer_table
2023-24,Cal State Bakersfield,cal-state-bakersfield,Fidelis Okereke,fidelis okereke,JR,F,6-6,240,https://www.sports-reference.com/cbb/players/fidelis-okereke-1.html,data/cache/sports_reference_big_west_schools/cal-state-bakersfield_2024.html,had_previous_team_cache,TRUE,TRUE,2023-24,Cal State Northridge,D1,TRUE,D1,not_cached,,,,,FALSE,already_in_transfer_table,already_in_transfer_table
2023-24,Cal State Bakersfield,cal-state-bakersfield,Jaden Alexander,jaden alexander,FR,G,6-4,200,https://www.sports-reference.com/cbb/players/jaden-alexander-1.html,data/cache/sports_reference_big_west_schools/cal-state-bakersfield_2024.html,had_previous_team_cache,TRUE,TRUE,2023-24,New Mexico State,D1,FALSE,,not_cached,,,,,FALSE,already_in_transfer_table,already_in_transfer_table
2023-24,Cal State Bakersfield,cal-state-bakersfield,Kareem Watson,kareem watson,SO,G,6-7,180,https://www.sports-reference.com/cbb/players/kareem-watson-1.html,data/cache/sports_reference_big_west_schools/cal-state-bakersfield_2024.html,had_previous_team_cache,FALSE,FALSE,,,,FALSE,,cached,2022-23,Did not play - redshirt,,NO_STATS,TRUE,do_not_use_as_source_stat_row_without_earlier_playable_season,possible_missing_transfer
2023-24,Cal State Bakersfield,cal-state-bakersfield,Tom Mark,tom mark,JR,F,6-7,210,https://www.sports-reference.com/cbb/players/tom-mark-1.html,data/cache/sports_reference_big_west_schools/cal-state-bakersfield_2024.html,had_previous_team_cache,FALSE,TRUE,2022-23,Tallahassee Community College,JUCO,FALSE,,cached,2022-23,Did not play - juco/redshirt,,JUCO,TRUE,already_in_transfer_table_check_lagged_outcome,already_in_transfer_table_different_first_season
2024-25,Cal State Bakersfield,cal-state-bakersfield,Cameron Clark,cameron clark,JR,C,6-10,225,https://www.sports-reference.com/cbb/players/cameron-clark-3.html,data/cache/sports_reference_big_west_schools/cal-state-bakersfield_2025.html,had_previous_team_cache,FALSE,TRUE,2023-24,College of the Sequoias,JUCO,FALSE,,cached,2023-24,Did not play - juco,,JUCO,TRUE,already_in_transfer_table_check_lagged_outcome,already_in_transfer_table_different_first_season
2024-25,Cal State Bakersfield,cal-state-bakersfield,CJ Hardy,cj hardy,JR,G,6-3,170,https://www.sports-reference.com/cbb/players/cj-hardy-1.html,data/cache/sports_reference_big_west_schools/cal-state-bakersfield_2025.html,had_previous_team_cache,FALSE,FALSE,,,,FALSE,,cached,2023-24,Did not play - juco,,JUCO,TRUE,add_transfer_row_and_find_juco_source_stats,possible_missing_transfer
2024-25,Cal State Bakersfield,cal-state-bakersfield,Colin Darby,colin darby,FR,G,6-7,185,https://www.sports-reference.com/cbb/players/colin-darby-1.html,data/cache/sports_reference_big_west_schools/cal-state-bakersfield_2025.html,had_previous_team_cache,FALSE,FALSE,,,,FALSE,,cached,,,,,FALSE,manual_review_prior_school,new_roster_player_no_prior_school_on_cached_profile
2024-25,Cal State Bakersfield,cal-state-bakersfield,Gloire Goma,gloire goma,SO,F,6-5,194,https://www.sports-reference.com/cbb/players/gloire-goma-1.html,data/cache/sports_reference_big_west_schools/cal-state-bakersfield_2025.html,had_previous_team_cache,TRUE,TRUE,2024-25,Clarendon College,JUCO,FALSE,,not_cached,,,,,FALSE,already_in_transfer_table,already_in_transfer_table
2024-25,Cal State Bakersfield,cal-state-bakersfield,Jemel Jones,jemel jones,JR,G,6-4,,https://www.sports-reference.com/cbb/players/jemel-jones-1.html,data/cache/sports_reference_big_west_schools/cal-state-bakersfield_2025.html,had_previous_team_cache,TRUE,TRUE,2024-25,South Suburban College,JUCO,FALSE,,not_cached,,,,,FALSE,already_in_transfer_table,already_in_transfer_table
2024-25,Cal State Bakersfield,cal-state-bakersfield,Kadar Waller,kadar waller,SR,G,5-10,170,https://www.sports-reference.com/cbb/players/kadar-waller-1.html,data/cache/sports_reference_big_west_schools/cal-state-bakersfield_2025.html,had_previous_team_cache,FALSE,FALSE,,,,FALSE,,cached,2023-24,Did not play - redshirt,,NO_STATS,TRUE,do_not_use_as_source_stat_row_without_earlier_playable_season,possible_missing_transfer
2024-25,Cal State Bakersfield,cal-state-bakersfield,Shakiru Odunewu,shakiru odunewu,SO,F,6-10,255,https://www.sports-reference.com/cbb/players/shakiru-odunewu-1.html,data/cache/sports_reference_big_west_schools/cal-state-bakersfield_2025.html,had_previous_team_cache,TRUE,TRUE,2024-25,West Valley College,JUCO,FALSE,,not_cached,,,,,FALSE,already_in_transfer_table,already_in_transfer_table
2025-26,Cal State Bakersfield,cal-state-bakersfield,AJ George,aj george,JR,F,6-6,190,https://www.sports-reference.com/cbb/players/aj-george-1.html,data/cache/sports_reference_big_west_schools/cal-state-bakersfield_2026.html,had_previous_team_cache,FALSE,FALSE,,,,FALSE,,cached,2024-25,SMU,ACC,JUCO,TRUE,add_transfer_row_and_find_juco_source_stats,possible_missing_transfer
2025-26,Cal State Bakersfield,cal-state-bakersfield,Bentley Waller,bentley waller,SO,G,6-4,185,https://www.sports-reference.com/cbb/players/bentley-waller-1.html,data/cache/sports_reference_big_west_schools/cal-state-bakersfield_2026.html,had_previous_team_cache,FALSE,FALSE,,,,FALSE,,cached,,,,,FALSE,manual_review_prior_school,new_roster_player_no_prior_school_on_cached_profile
2025-26,Cal State Bakersfield,cal-state-bakersfield,Caleb McCarty,caleb mccarty,SR,F,6-8,185,https://www.sports-reference.com/cbb/players/caleb-mccarty-1.html,data/cache/sports_reference_big_west_schools/cal-state-bakersfield_2026.html,had_previous_team_cache,TRUE,TRUE,2025-26,South Carolina State,D1,TRUE,D1,not_cached,,,,,FALSE,already_in_transfer_table,already_in_transfer_table
2025-26,Cal State Bakersfield,cal-state-bakersfield,Dailin Smith,dailin smith,SR,G,6-6,185,https://www.sports-reference.com/cbb/players/dailin-smith-1.html,data/cache/sports_reference_big_west_schools/cal-state-bakersfield_2026.html,had_previous_team_cache,TRUE,TRUE,2025-26,Alabama A&M,D1,FALSE,,not_cached,,,,,FALSE,already_in_transfer_table,already_in_transfer_table
2025-26,Cal State Bakersfield,cal-state-bakersfield,Dylan Purnell,dylan purnell,SO,G,6-5,185,https://www.sports-reference.com/cbb/players/dylan-purnell-1.html,data/cache/sports_reference_big_west_schools/cal-state-bakersfield_2026.html,had_previous_team_cache,FALSE,TRUE,2024-25,South Plains College,JUCO,FALSE,,cached,,,,,FALSE,already_in_transfer_table_check_lagged_outcome,already_in_transfer_table_different_first_season
2025-26,Cal State Bakersfield,cal-state-bakersfield,Mike Price,mike price,SO,G,6-3,170,https://www.sports-reference.com/cbb/players/mike-price-2.html,data/cache/sports_reference_big_west_schools/cal-state-bakersfield_2026.html,had_previous_team_cache,FALSE,FALSE,,,,FALSE,,cached,,,,,FALSE,manual_review_prior_school,new_roster_player_no_prior_school_on_cached_profile
2025-26,Cal State Bakersfield,cal-state-bakersfield,Pierre Geneste,pierre geneste,SR,F,6-11,215,https://www.sports-reference.com/cbb/players/pierre-geneste-jr-1.html,data/cache/sports_reference_big_west_schools/cal-state-bakersfield_2026.html,had_previous_team_cache,TRUE,TRUE,2025-26,Fresno State,D1,TRUE,D1,not_cached,,,,,FALSE,already_in_transfer_table,already_in_transfer_table
2025-26,Cal State Bakersfield,cal-state-bakersfield,Ron Jessamy,ron jessamy,JR,F,6-8,210,https://www.sports-reference.com/cbb/players/ron-jessamy-1.html,data/cache/sports_reference_big_west_schools/cal-state-bakersfield_2026.html,had_previous_team_cache,FALSE,FALSE,,,,FALSE,,cached,2024-25,Tennessee State,OVC,D1,TRUE,add_transfer_row_and_d1_source_stats,possible_missing_transfer
2025-26,Cal State Bakersfield,cal-state-bakersfield,TJ James,tj james,FR,G,6-1,175,https://www.sports-reference.com/cbb/players/tj-james-jr-1.html,data/cache/sports_reference_big_west_schools/cal-state-bakersfield_2026.html,had_previous_team_cache,FALSE,FALSE,,,,FALSE,,cached,,,,,FALSE,manual_review_prior_school,new_roster_player_no_prior_school_on_cached_profile
2021-22,Cal State Fullerton,cal-state-fullerton,Cameron Carter,cameron carter,JR,G,6-2,180,https://www.sports-reference.com/cbb/players/cameron-carter-1.html,data/cache/sports_reference_big_west_schools/cal-state-fullerton_2022.html,no_previous_team_cache,FALSE,FALSE,,,,FALSE,,not_cached,,,,,FALSE,fetch_or_review_player_profile,needs_prior_roster_cache
2021-22,Cal State Fullerton,cal-state-fullerton,Damari Milstead,damari milstead,SR,G,6-2,195,https://www.sports-reference.com/cbb/players/damari-milstead-1.html,data/cache/sports_reference_big_west_schools/cal-state-fullerton_2022.html,no_previous_team_cache,FALSE,FALSE,,,,FALSE,,not_cached,,,,,FALSE,fetch_or_review_player_profile,needs_prior_roster_cache
2021-22,Cal State Fullerton,cal-state-fullerton,Dante Maddox,dante maddox,SO,G,6-2,195,https://www.sports-reference.com/cbb/players/dante-maddoxjr-1.html,data/cache/sports_reference_big_west_schools/cal-state-fullerton_2022.html,no_previous_team_cache,FALSE,FALSE,,,,FALSE,,not_cached,,,,,FALSE,fetch_or_review_player_profile,needs_prior_roster_cache
2021-22,Cal State Fullerton,cal-state-fullerton,E.J. Anosike,e j anosike,SR,F,6-7,245,https://www.sports-reference.com/cbb/players/ej-anosike-1.html,data/cache/sports_reference_big_west_schools/cal-state-fullerton_2022.html,no_previous_team_cache,TRUE,TRUE,2021-22,Tennessee,D1,TRUE,D1,not_cached,,,,,FALSE,already_in_transfer_table,already_in_transfer_table
2021-22,Cal State Fullerton,cal-state-fullerton,Grayson Carper,grayson carper,JR,G,6-6,190,https://www.sports-reference.com/cbb/players/grayson-carper-1.html,data/cache/sports_reference_big_west_schools/cal-state-fullerton_2022.html,no_previous_team_cache,FALSE,FALSE,,,,FALSE,,not_cached,,,,,FALSE,fetch_or_review_player_profile,needs_prior_roster_cache
2021-22,Cal State Fullerton,cal-state-fullerton,Ibrahim Famouke Doumbia,ibrahim famouke doumbia,JR,F,6-7,205,https://www.sports-reference.com/cbb/players/ibrahimfamouke-doumbia-1.html,data/cache/sports_reference_big_west_schools/cal-state-fullerton_2022.html,no_previous_team_cache,FALSE,FALSE,,,,FALSE,,not_cached,,,,,FALSE,fetch_or_review_player_profile,needs_prior_roster_cache
2021-22,Cal State Fullerton,cal-state-fullerton,Jalen Harris,jalen harris,SR,G,6-1,180,https://www.sports-reference.com/cbb/players/jalen-harris-14.html,data/cache/sports_reference_big_west_schools/cal-state-fullerton_2022.html,no_previous_team_cache,FALSE,FALSE,,,,FALSE,,not_cached,,,,,FALSE,fetch_or_review_player_profile,needs_prior_roster_cache
2021-22,Cal State Fullerton,cal-state-fullerton,Lado Laku,lado laku,SO,F,6-10,215,https://www.sports-reference.com/cbb/players/lado-laku-1.html,data/cache/sports_reference_big_west_schools/cal-state-fullerton_2022.html,no_previous_team_cache,FALSE,FALSE,,,,FALSE,,not_cached,,,,,FALSE,fetch_or_review_player_profile,needs_prior_roster_cache
2021-22,Cal State Fullerton,cal-state-fullerton,Landis Spivey,landis spivey,SR,G,6-5,170,https://www.sports-reference.com/cbb/players/landis-spivey-1.html,data/cache/sports_reference_big_west_schools/cal-state-fullerton_2022.html,no_previous_team_cache,FALSE,FALSE,,,,FALSE,,not_cached,,,,,FALSE,fetch_or_review_player_profile,needs_prior_roster_cache
2021-22,Cal State Fullerton,cal-state-fullerton,Latrell Wrightsell,latrell wrightsell,SO,G,6-3,189,https://www.sports-reference.com/cbb/players/latrell-wrightselljr-1.html,data/cache/sports_reference_big_west_schools/cal-state-fullerton_2022.html,no_previous_team_cache,FALSE,FALSE,,,,FALSE,,not_cached,,,,,FALSE,fetch_or_review_player_profile,needs_prior_roster_cache
2021-22,Cal State Fullerton,cal-state-fullerton,Tory San Antonio,tory san antonio,JR,G,6-3,165,https://www.sports-reference.com/cbb/players/tory-sanantonio-1.html,data/cache/sports_reference_big_west_schools/cal-state-fullerton_2022.html,no_previous_team_cache,FALSE,FALSE,,,,FALSE,,not_cached,,,,,FALSE,fetch_or_review_player_profile,needs_prior_roster_cache
2021-22,Cal State Fullerton,cal-state-fullerton,Tray Maddox,tray maddox,SR,G,6-6,200,https://www.sports-reference.com/cbb/players/tray-maddox-1.html,data/cache/sports_reference_big_west_schools/cal-state-fullerton_2022.html,no_previous_team_cache,FALSE,FALSE,,,,FALSE,,not_cached,,,,,FALSE,fetch_or_review_player_profile,needs_prior_roster_cache
2021-22,Cal State Fullerton,cal-state-fullerton,Vincent Lee,vincent lee,JR,F,6-8,230,https://www.sports-reference.com/cbb/players/vincent-lee-2.html,data/cache/sports_reference_big_west_schools/cal-state-fullerton_2022.html,no_previous_team_cache,FALSE,FALSE,,,,FALSE,,not_cached,,,,,FALSE,fetch_or_review_player_profile,needs_prior_roster_cache
2022-23,Cal State Fullerton,cal-state-fullerton,Daeshawn Eaton,daeshawn eaton,JR,G,6-2,160,https://www.sports-reference.com/cbb/players/daeshawn-eaton-1.html,data/cache/sports_reference_big_west_schools/cal-state-fullerton_2023.html,had_previous_team_cache,FALSE,FALSE,,,,FALSE,,cached,2021-22,Did not play - juco,,JUCO,TRUE,add_transfer_row_and_find_juco_source_stats,possible_missing_transfer
2022-23,Cal State Fullerton,cal-state-fullerton,Garrison Wade,garrison wade,SR,F,6-6,200,https://www.sports-reference.com/cbb/players/garrison-wade-1.html,data/cache/sports_reference_big_west_schools/cal-state-fullerton_2023.html,had_previous_team_cache,TRUE,TRUE,2022-23,Dartmouth,D1,TRUE,D1,not_cached,,,,,FALSE,already_in_transfer_table,already_in_transfer_table
2022-23,Cal State Fullerton,cal-state-fullerton,Jayden White,jayden white,FR,F,6-7,200,https://www.sports-reference.com/cbb/players/jayden-white-1.html,data/cache/sports_reference_big_west_schools/cal-state-fullerton_2023.html,had_previous_team_cache,FALSE,FALSE,,,,FALSE,,cached,,,,,FALSE,manual_review_prior_school,new_roster_player_no_prior_school_on_cached_profile
2022-23,Cal State Fullerton,cal-state-fullerton,John Mikey Square,john mikey square,JR,F,6-6,210,https://www.sports-reference.com/cbb/players/john-squarejr-1.html,data/cache/sports_reference_big_west_schools/cal-state-fullerton_2023.html,had_previous_team_cache,FALSE,FALSE,,,,FALSE,,cached,2021-22,Fairleigh Dickinson,NEC,D1,TRUE,add_transfer_row_and_d1_source_stats,possible_missing_transfer
2022-23,Cal State Fullerton,cal-state-fullerton,Justin White,justin white,FR,F,6-5,205,https://www.sports-reference.com/cbb/players/justin-white-3.html,data/cache/sports_reference_big_west_schools/cal-state-fullerton_2023.html,had_previous_team_cache,FALSE,FALSE,,,,FALSE,,cached,,,,,FALSE,manual_review_prior_school,new_roster_player_no_prior_school_on_cached_profile
2022-23,Cal State Fullerton,cal-state-fullerton,Lathaniel Bastian,lathaniel bastian,SO,G,6-8,225,https://www.sports-reference.com/cbb/players/lathaniel-bastian-1.html,data/cache/sports_reference_big_west_schools/cal-state-fullerton_2023.html,had_previous_team_cache,FALSE,FALSE,,,,FALSE,,cached,2021-22,Did not play - non-major team,,D2,TRUE,add_transfer_row_and_find_d2_source_stats,possible_missing_transfer
2022-23,Cal State Fullerton,cal-state-fullerton,Max Jones,max jones,JR,G,6-5,206,https://www.sports-reference.com/cbb/players/max-jones-2.html,data/cache/sports_reference_big_west_schools/cal-state-fullerton_2023.html,had_previous_team_cache,TRUE,TRUE,2022-23,Tampa,D2,TRUE,D2,cached,,,,,FALSE,already_in_transfer_table,already_in_transfer_table
2022-23,Cal State Fullerton,cal-state-fullerton,Trey Blackmore,trey blackmore,FR,G,6-2,165,https://www.sports-reference.com/cbb/players/trey-blackmore-1.html,data/cache/sports_reference_big_west_schools/cal-state-fullerton_2023.html,had_previous_team_cache,FALSE,FALSE,,,,FALSE,,cached,,,,,FALSE,manual_review_prior_school,new_roster_player_no_prior_school_on_cached_profile
2022-23,Cal State Fullerton,cal-state-fullerton,Victor Panov,victor panov,FR,F,6-7,230,https://www.sports-reference.com/cbb/players/victor-panov-1.html,data/cache/sports_reference_big_west_schools/cal-state-fullerton_2023.html,had_previous_team_cache,FALSE,FALSE,,,,FALSE,,cached,,,,,FALSE,manual_review_prior_school,new_roster_player_no_prior_school_on_cached_profile
2023-24,Cal State Fullerton,cal-state-fullerton,Antwan Robinson,antwan robinson,FR,G,6-4,210,https://www.sports-reference.com/cbb/players/antwan-robinson-1.html,data/cache/sports_reference_big_west_schools/cal-state-fullerton_2024.html,had_previous_team_cache,FALSE,FALSE,,,,FALSE,,cached,,,,,FALSE,manual_review_prior_school,new_roster_player_no_prior_school_on_cached_profile
2023-24,Cal State Fullerton,cal-state-fullerton,Beril Kabamba,beril kabamba,JR,F,6-5,220,https://www.sports-reference.com/cbb/players/beril-kabamba-1.html,data/cache/sports_reference_big_west_schools/cal-state-fullerton_2024.html,had_previous_team_cache,TRUE,TRUE,2023-24,Spring Hill,D2,TRUE,D2,not_cached,,,,,FALSE,already_in_transfer_table,already_in_transfer_table
2023-24,Cal State Fullerton,cal-state-fullerton,Dominic Brewton,dominic brewton,SR,G,6-3,185,https://www.sports-reference.com/cbb/players/dominic-brewton-1.html,data/cache/sports_reference_big_west_schools/cal-state-fullerton_2024.html,had_previous_team_cache,TRUE,TRUE,2023-24,Alcorn State,D1,TRUE,D1,not_cached,,,,,FALSE,already_in_transfer_table,already_in_transfer_table
2023-24,Cal State Fullerton,cal-state-fullerton,Donovan Oday,donovan oday,SO,G,6-3,185,https://www.sports-reference.com/cbb/players/donovan-oday-1.html,data/cache/sports_reference_big_west_schools/cal-state-fullerton_2024.html,had_previous_team_cache,TRUE,TRUE,2023-24,McNeese,D1,TRUE,D1,not_cached,,,,,FALSE,already_in_transfer_table,already_in_transfer_table
2023-24,Cal State Fullerton,cal-state-fullerton,Jalen Cooper,jalen cooper,JR,G,6-6,200,https://www.sports-reference.com/cbb/players/jalen-cooper-1.html,data/cache/sports_reference_big_west_schools/cal-state-fullerton_2024.html,had_previous_team_cache,TRUE,TRUE,2023-24,Palm Beach Atlantic,D2,TRUE,D2,cached,2022-23,Did not play - non-major team,,D2,TRUE,already_in_transfer_table,already_in_transfer_table
2023-24,Cal State Fullerton,cal-state-fullerton,Keith Richard,keith richard,FR,G,6-0,180,https://www.sports-reference.com/cbb/players/keith-richard-4.html,data/cache/sports_reference_big_west_schools/cal-state-fullerton_2024.html,had_previous_team_cache,FALSE,TRUE,2022-23,South Plains College,JUCO,FALSE,,cached,,,,,FALSE,already_in_transfer_table_check_lagged_outcome,already_in_transfer_table_different_first_season
2023-24,Cal State Fullerton,cal-state-fullerton,Kendrick De Luna,kendrick de luna,FR,F,6-10,230,https://www.sports-reference.com/cbb/players/kendrick-de-luna-1.html,data/cache/sports_reference_big_west_schools/cal-state-fullerton_2024.html,had_previous_team_cache,FALSE,FALSE,,,,FALSE,,cached,,,,,FALSE,manual_review_prior_school,new_roster_player_no_prior_school_on_cached_profile
2023-24,Cal State Fullerton,cal-state-fullerton,Sydney Shipp,sydney shipp,SR,G,6-0,170,https://www.sports-reference.com/cbb/players/sydney-shipp-1.html,data/cache/sports_reference_big_west_schools/cal-state-fullerton_2024.html,had_previous_team_cache,FALSE,FALSE,,,,FALSE,,cached,2022-23,Did not play - non-major team,,D2,TRUE,add_transfer_row_and_find_d2_source_stats,possible_missing_transfer
2023-24,Cal State Fullerton,cal-state-fullerton,Trevor Williams,trevor williams,JR,G,6-1,170,https://www.sports-reference.com/cbb/players/trevor-williams-3.html,data/cache/sports_reference_big_west_schools/cal-state-fullerton_2024.html,had_previous_team_cache,FALSE,FALSE,,,,FALSE,,cached,2022-23,Did not play - dnp,,NO_STATS,TRUE,do_not_use_as_source_stat_row_without_earlier_playable_season,possible_missing_transfer
2023-24,Cal State Fullerton,cal-state-fullerton,Zach Visentin,zach visentin,JR,C,6-9,280,https://www.sports-reference.com/cbb/players/zach-visentin-1.html,data/cache/sports_reference_big_west_schools/cal-state-fullerton_2024.html,had_previous_team_cache,FALSE,FALSE,,,,FALSE,,cached,2022-23,Did not play - juco,,JUCO,TRUE,add_transfer_row_and_find_juco_source_stats,possible_missing_transfer
2024-25,Cal State Fullerton,cal-state-fullerton,Davis Bynum,davis bynum,FR,F,6-9,210,https://www.sports-reference.com/cbb/players/davis-bynum-1.html,data/cache/sports_reference_big_west_schools/cal-state-fullerton_2025.html,had_previous_team_cache,FALSE,FALSE,,,,FALSE,,cached,,,,,FALSE,manual_review_prior_school,new_roster_player_no_prior_school_on_cached_profile
2024-25,Cal State Fullerton,cal-state-fullerton,Freddie Cooper,freddie cooper,JR,G,6-3,175,https://www.sports-reference.com/cbb/players/freddie-cooper-1.html,data/cache/sports_reference_big_west_schools/cal-state-fullerton_2025.html,had_previous_team_cache,TRUE,TRUE,2024-25,Moberly Area Community College,JUCO,FALSE,,not_cached,,,,,FALSE,already_in_transfer_table,already_in_transfer_table
2024-25,Cal State Fullerton,cal-state-fullerton,Kaleb Brown,kaleb brown,JR,G,6-6,265,https://www.sports-reference.com/cbb/players/kaleb-brown-1.html,data/cache/sports_reference_big_west_schools/cal-state-fullerton_2025.html,had_previous_team_cache,TRUE,TRUE,2024-25,Missouri,D1,TRUE,D1,not_cached,,,,,FALSE,already_in_transfer_table,already_in_transfer_table
2024-25,Cal State Fullerton,cal-state-fullerton,Kobe Young,kobe young,JR,G,6-6,204,https://www.sports-reference.com/cbb/players/kobe-young-1.html,data/cache/sports_reference_big_west_schools/cal-state-fullerton_2025.html,had_previous_team_cache,TRUE,TRUE,2024-25,Boise State,D1,TRUE,D1,not_cached,,,,,FALSE,already_in_transfer_table,already_in_transfer_table
2024-25,Cal State Fullerton,cal-state-fullerton,LoLo Rudolph,lolo rudolph,FR,G,6-2,180,https://www.sports-reference.com/cbb/players/lolo-rudolph-1.html,data/cache/sports_reference_big_west_schools/cal-state-fullerton_2025.html,had_previous_team_cache,FALSE,TRUE,2023-24,Hutchinson Community College,JUCO,FALSE,,cached,,,,,FALSE,already_in_transfer_table_check_lagged_outcome,already_in_transfer_table_different_first_season
2024-25,Cal State Fullerton,cal-state-fullerton,Simon Tilahun,simon tilahun,SO,G,6-1,160,https://www.sports-reference.com/cbb/players/simon-tilahun-1.html,data/cache/sports_reference_big_west_schools/cal-state-fullerton_2025.html,had_previous_team_cache,FALSE,FALSE,,,,FALSE,,cached,2023-24,Did not play - dnp,,NO_STATS,TRUE,do_not_use_as_source_stat_row_without_earlier_playable_season,possible_missing_transfer
2024-25,Cal State Fullerton,cal-state-fullerton,Zion Richardson,zion richardson,SR,G,6-4,208,https://www.sports-reference.com/cbb/players/zion-richardson-1.html,data/cache/sports_reference_big_west_schools/cal-state-fullerton_2025.html,had_previous_team_cache,TRUE,TRUE,2024-25,Quincy,D2,TRUE,D2,cached,2023-24,Did not play - non-major team,,D2,TRUE,already_in_transfer_table,already_in_transfer_table
2025-26,Cal State Fullerton,cal-state-fullerton,Bailey Nunn,bailey nunn,JR,G,6-0,160,https://www.sports-reference.com/cbb/players/bailey-nunn-1.html,data/cache/sports_reference_big_west_schools/cal-state-fullerton_2026.html,had_previous_team_cache,TRUE,TRUE,2025-26,Sacramento State,D1,TRUE,D1,not_cached,,,,,FALSE,already_in_transfer_table,already_in_transfer_table
2025-26,Cal State Fullerton,cal-state-fullerton,Benjamin Winker,benjamin winker,FR,F,6-10,230,https://www.sports-reference.com/cbb/players/benjamin-winker-1.html,data/cache/sports_reference_big_west_schools/cal-state-fullerton_2026.html,had_previous_team_cache,FALSE,FALSE,,,,FALSE,,cached,,,,,FALSE,manual_review_prior_school,new_roster_player_no_prior_school_on_cached_profile
2025-26,Cal State Fullerton,cal-state-fullerton,Bryce Cofield,bryce cofield,FR,G,6-6,210,https://www.sports-reference.com/cbb/players/bryce-cofield-1.html,data/cache/sports_reference_big_west_schools/cal-state-fullerton_2026.html,had_previous_team_cache,FALSE,FALSE,,,,FALSE,,cached,,,,,FALSE,manual_review_prior_school,new_roster_player_no_prior_school_on_cached_profile
2025-26,Cal State Fullerton,cal-state-fullerton,Christian Williams,christian williams,FR,G,6-0,185,https://www.sports-reference.com/cbb/players/christian-williams-3.html,data/cache/sports_reference_big_west_schools/cal-state-fullerton_2026.html,had_previous_team_cache,FALSE,FALSE,,,,FALSE,,cached,,,,,FALSE,manual_review_prior_school,new_roster_player_no_prior_school_on_cached_profile
2025-26,Cal State Fullerton,cal-state-fullerton,Davis White,davis white,JR,G,6-5,210,https://www.sports-reference.com/cbb/players/davis-white-1.html,data/cache/sports_reference_big_west_schools/cal-state-fullerton_2026.html,had_previous_team_cache,TRUE,TRUE,2025-26,College of the Sequoias,JUCO,FALSE,,not_cached,,,,,FALSE,already_in_transfer_table,already_in_transfer_table
2025-26,Cal State Fullerton,cal-state-fullerton,Jaden Henderson,jaden henderson,SR,G,6-3,197,https://www.sports-reference.com/cbb/players/jaden-henderson-1.html,data/cache/sports_reference_big_west_schools/cal-state-fullerton_2026.html,had_previous_team_cache,TRUE,TRUE,2025-26,Concordia Irvine,D2,TRUE,D2,cached,,,,,FALSE,already_in_transfer_table,already_in_transfer_table
2025-26,Cal State Fullerton,cal-state-fullerton,Jefferson De La Cruz Monegro,jefferson de la cruz monegro,SR,G,6-3,205,https://www.sports-reference.com/cbb/players/jefferson-de-la-cruz-monegro-1.html,data/cache/sports_reference_big_west_schools/cal-state-fullerton_2026.html,had_previous_team_cache,TRUE,TRUE,2025-26,Valparaiso,D1,TRUE,D1,not_cached,,,,,FALSE,already_in_transfer_table,already_in_transfer_table
2025-26,Cal State Fullerton,cal-state-fullerton,Josh Ward,josh ward,SR,G,6-1,185,https://www.sports-reference.com/cbb/players/josh-ward-1.html,data/cache/sports_reference_big_west_schools/cal-state-fullerton_2026.html,had_previous_team_cache,FALSE,FALSE,,,,FALSE,,cached,,,,,FALSE,manual_review_prior_school,new_roster_player_no_prior_school_on_cached_profile
2025-26,Cal State Fullerton,cal-state-fullerton,Karan Kolappa,karan kolappa,FR,G,6-3,190,https://www.sports-reference.com/cbb/players/karan-kolappa-1.html,data/cache/sports_reference_big_west_schools/cal-state-fullerton_2026.html,had_previous_team_cache,FALSE,FALSE,,,,FALSE,,cached,,,,,FALSE,manual_review_prior_school,new_roster_player_no_prior_school_on_cached_profile
2025-26,Cal State Fullerton,cal-state-fullerton,Kidus Tilahun,kidus tilahun,SO,G,6-1,160,https://www.sports-reference.com/cbb/players/kidus-tilahun-1.html,data/cache/sports_reference_big_west_schools/cal-state-fullerton_2026.html,had_previous_team_cache,FALSE,FALSE,,,,FALSE,,cached,,,,,FALSE,manual_review_prior_school,new_roster_player_no_prior_school_on_cached_profile
