first_big_west_season,destination_school,destination_school_slug,player_name,player_key,class,position,height,weight,sports_reference_player_url,roster_cache_path,previous_team_roster_status,already_in_inbound_transfers,already_in_inbound_same_program,inbound_matched_first_big_west_season,inbound_source_school,inbound_source_level,model_ready_playable,model_source_level,profile_cache_status,profile_prior_season,profile_prior_school,profile_prior_conf,profile_prior_level_guess,profile_transfer_candidate,candidate_action,audit_status
2025-26,Cal State Fullerton,cal-state-fullerton,Kiwane Garris,kiwane garris,FR,G,6-5,200,https://www.sports-reference.com/cbb/players/kiwane-garris-jr-1.html,data/cache/sports_reference_big_west_schools/cal-state-fullerton_2026.html,had_previous_team_cache,FALSE,FALSE,,,,FALSE,,cached,,,,,FALSE,manual_review_prior_school,new_roster_player_no_prior_school_on_cached_profile
2025-26,Cal State Fullerton,cal-state-fullerton,Landon Seaman,landon seaman,SR,F,6-8,220,https://www.sports-reference.com/cbb/players/landon-seaman-1.html,data/cache/sports_reference_big_west_schools/cal-state-fullerton_2026.html,had_previous_team_cache,TRUE,TRUE,2025-26,Menlo,D2,TRUE,D2,cached,,,,,FALSE,already_in_transfer_table,already_in_transfer_table
2025-26,Cal State Fullerton,cal-state-fullerton,Matthew Quinlan,matthew quinlan,FR,G,6-0,170,https://www.sports-reference.com/cbb/players/matthew-quinlan-1.html,data/cache/sports_reference_big_west_schools/cal-state-fullerton_2026.html,had_previous_team_cache,FALSE,FALSE,,,,FALSE,,cached,,,,,FALSE,manual_review_prior_school,new_roster_player_no_prior_school_on_cached_profile
2025-26,Cal State Fullerton,cal-state-fullerton,Nicholas Khatchikian,nicholas khatchikian,FR,G,6-2,170,https://www.sports-reference.com/cbb/players/nicholas-khatchikian-1.html,data/cache/sports_reference_big_west_schools/cal-state-fullerton_2026.html,had_previous_team_cache,FALSE,FALSE,,,,FALSE,,cached,,,,,FALSE,manual_review_prior_school,new_roster_player_no_prior_school_on_cached_profile
2025-26,Cal State Fullerton,cal-state-fullerton,Yesan Warren,yesan warren,SO,G,6-1,185,https://www.sports-reference.com/cbb/players/yesan-warren-1.html,data/cache/sports_reference_big_west_schools/cal-state-fullerton_2026.html,had_previous_team_cache,FALSE,TRUE,2024-25,Frank Phillips College,JUCO,FALSE,,cached,,,,,FALSE,already_in_transfer_table_check_lagged_outcome,already_in_transfer_table_different_first_season
2021-22,Cal State Northridge,cal-state-northridge,Arman Pezeshkian,arman pezeshkian,JR,G,5-10,170,https://www.sports-reference.com/cbb/players/arman-pezeshkian-1.html,data/cache/sports_reference_big_west_schools/cal-state-northridge_2022.html,no_previous_team_cache,FALSE,FALSE,,,,FALSE,,not_cached,,,,,FALSE,fetch_or_review_player_profile,needs_prior_roster_cache
2021-22,Cal State Northridge,cal-state-northridge,Atin Wright,atin wright,SO,G,6-1,160,https://www.sports-reference.com/cbb/players/atin-wright-1.html,data/cache/sports_reference_big_west_schools/cal-state-northridge_2022.html,no_previous_team_cache,FALSE,FALSE,,,,FALSE,,not_cached,,,,,FALSE,fetch_or_review_player_profile,needs_prior_roster_cache
2021-22,Cal State Northridge,cal-state-northridge,Brendan Harrick,brendan harrick,JR,G,6-5,190,https://www.sports-reference.com/cbb/players/brendan-harrick-1.html,data/cache/sports_reference_big_west_schools/cal-state-northridge_2022.html,no_previous_team_cache,FALSE,FALSE,,,,FALSE,,not_cached,,,,,FALSE,fetch_or_review_player_profile,needs_prior_roster_cache
2021-22,Cal State Northridge,cal-state-northridge,Christian Gray,christian gray,JR,F,6-6,250,https://www.sports-reference.com/cbb/players/christian-gray-2.html,data/cache/sports_reference_big_west_schools/cal-state-northridge_2022.html,no_previous_team_cache,TRUE,TRUE,2021-22,Fresno State,D1,TRUE,D1,not_cached,,,,,FALSE,already_in_transfer_table,already_in_transfer_table
2021-22,Cal State Northridge,cal-state-northridge,Darius Beane,darius beane,SR,G,6-3,175,https://www.sports-reference.com/cbb/players/darius-beane-1.html,data/cache/sports_reference_big_west_schools/cal-state-northridge_2022.html,no_previous_team_cache,FALSE,FALSE,,,,FALSE,,not_cached,,,,,FALSE,fetch_or_review_player_profile,needs_prior_roster_cache
2021-22,Cal State Northridge,cal-state-northridge,Darius Brown,darius brown,SR,G,6-2,195,https://www.sports-reference.com/cbb/players/darius-brownii-1.html,data/cache/sports_reference_big_west_schools/cal-state-northridge_2022.html,no_previous_team_cache,FALSE,FALSE,,,,FALSE,,not_cached,,,,,FALSE,fetch_or_review_player_profile,needs_prior_roster_cache
2021-22,Cal State Northridge,cal-state-northridge,Elijah Hardy,elijah hardy,SR,G,6-2,170,https://www.sports-reference.com/cbb/players/elijah-hardy-1.html,data/cache/sports_reference_big_west_schools/cal-state-northridge_2022.html,no_previous_team_cache,FALSE,FALSE,,,,FALSE,,not_cached,,,,,FALSE,fetch_or_review_player_profile,needs_prior_roster_cache
2021-22,Cal State Northridge,cal-state-northridge,Elijah Uche,elijah uche,FR,F,6-7,215,https://www.sports-reference.com/cbb/players/elijah-uche-1.html,data/cache/sports_reference_big_west_schools/cal-state-northridge_2022.html,no_previous_team_cache,FALSE,FALSE,,,,FALSE,,not_cached,,,,,FALSE,fetch_or_review_player_profile,needs_prior_roster_cache
2021-22,Cal State Northridge,cal-state-northridge,Fidelis Okereke,fidelis okereke,SO,F,6-6,240,https://www.sports-reference.com/cbb/players/fidelis-okereke-1.html,data/cache/sports_reference_big_west_schools/cal-state-northridge_2022.html,no_previous_team_cache,FALSE,FALSE,,,,FALSE,,not_cached,,,,,FALSE,fetch_or_review_player_profile,needs_prior_roster_cache
2021-22,Cal State Northridge,cal-state-northridge,Kailen Rains,kailen rains,SO,G,6-6,195,https://www.sports-reference.com/cbb/players/kailen-rains-1.html,data/cache/sports_reference_big_west_schools/cal-state-northridge_2022.html,no_previous_team_cache,FALSE,FALSE,,,,FALSE,,not_cached,,,,,FALSE,fetch_or_review_player_profile,needs_prior_roster_cache
2021-22,Cal State Northridge,cal-state-northridge,Marcel Stevens,marcel stevens,SO,G,6-2,175,https://www.sports-reference.com/cbb/players/marcel-stevens-1.html,data/cache/sports_reference_big_west_schools/cal-state-northridge_2022.html,no_previous_team_cache,FALSE,FALSE,,,,FALSE,,not_cached,,,,,FALSE,fetch_or_review_player_profile,needs_prior_roster_cache
2021-22,Cal State Northridge,cal-state-northridge,Miles Brookins,miles brookins,SR,F,6-9,220,https://www.sports-reference.com/cbb/players/miles-brookins-1.html,data/cache/sports_reference_big_west_schools/cal-state-northridge_2022.html,no_previous_team_cache,FALSE,FALSE,,,,FALSE,,not_cached,,,,,FALSE,fetch_or_review_player_profile,needs_prior_roster_cache
2021-22,Cal State Northridge,cal-state-northridge,Miles James,miles james,SR,G,6-6,210,https://www.sports-reference.com/cbb/players/miles-james-1.html,data/cache/sports_reference_big_west_schools/cal-state-northridge_2022.html,no_previous_team_cache,FALSE,FALSE,,,,FALSE,,not_cached,,,,,FALSE,fetch_or_review_player_profile,needs_prior_roster_cache
2021-22,Cal State Northridge,cal-state-northridge,Onyi Eyisi,onyi eyisi,SR,F,6-9,225,https://www.sports-reference.com/cbb/players/onyi-eyisi-1.html,data/cache/sports_reference_big_west_schools/cal-state-northridge_2022.html,no_previous_team_cache,TRUE,TRUE,2021-22,Fordham,D1,TRUE,D1,not_cached,,,,,FALSE,already_in_transfer_table,already_in_transfer_table
2022-23,Cal State Northridge,cal-state-northridge,Adam Afifi,adam afifi,JR,F,6-9,235,https://www.sports-reference.com/cbb/players/adam-afifi-1.html,data/cache/sports_reference_big_west_schools/cal-state-northridge_2023.html,had_previous_team_cache,FALSE,FALSE,,,,FALSE,,cached,2021-22,Did not play - juco,,JUCO,TRUE,add_transfer_row_and_find_juco_source_stats,possible_missing_transfer
2022-23,Cal State Northridge,cal-state-northridge,Ben Starks,ben starks,FR,C,7-0,235,https://www.sports-reference.com/cbb/players/ben-starks-1.html,data/cache/sports_reference_big_west_schools/cal-state-northridge_2023.html,had_previous_team_cache,FALSE,FALSE,,,,FALSE,,cached,,,,,FALSE,manual_review_prior_school,new_roster_player_no_prior_school_on_cached_profile
2022-23,Cal State Northridge,cal-state-northridge,Cam Slaymaker,cam slaymaker,FR,G,6-4,180,https://www.sports-reference.com/cbb/players/cam-slaymaker-1.html,data/cache/sports_reference_big_west_schools/cal-state-northridge_2023.html,had_previous_team_cache,FALSE,FALSE,,,,FALSE,,cached,,,,,FALSE,manual_review_prior_school,new_roster_player_no_prior_school_on_cached_profile
2022-23,Cal State Northridge,cal-state-northridge,De'Sean Allen-Eikens,de sean allen eikens,JR,G,6-6,219,https://www.sports-reference.com/cbb/players/desean-allen-eikens-1.html,data/cache/sports_reference_big_west_schools/cal-state-northridge_2023.html,had_previous_team_cache,FALSE,FALSE,,,,FALSE,,cached,2021-22,New Orleans,Southland,D1,TRUE,add_transfer_row_and_d1_source_stats,possible_missing_transfer
2022-23,Cal State Northridge,cal-state-northridge,Dearon Tucker,dearon tucker,JR,F,6-10,240,https://www.sports-reference.com/cbb/players/dearon-tucker-1.html,data/cache/sports_reference_big_west_schools/cal-state-northridge_2023.html,had_previous_team_cache,TRUE,TRUE,2022-23,Indiana State,D1,TRUE,D1,not_cached,,,,,FALSE,already_in_transfer_table,already_in_transfer_table
2022-23,Cal State Northridge,cal-state-northridge,Dionte Bostick,dionte bostick,JR,G,6-2,190,https://www.sports-reference.com/cbb/players/dionte-bostick-1.html,data/cache/sports_reference_big_west_schools/cal-state-northridge_2023.html,had_previous_team_cache,TRUE,TRUE,2022-23,Murray State,D1,TRUE,D1,not_cached,,,,,FALSE,already_in_transfer_table,already_in_transfer_table
2022-23,Cal State Northridge,cal-state-northridge,Ethan Igbanugo,ethan igbanugo,SR,G,6-3,191,https://www.sports-reference.com/cbb/players/ethan-igbanugo-1.html,data/cache/sports_reference_big_west_schools/cal-state-northridge_2023.html,had_previous_team_cache,TRUE,TRUE,2022-23,North Dakota,D1,TRUE,D1,not_cached,,,,,FALSE,already_in_transfer_table,already_in_transfer_table
2022-23,Cal State Northridge,cal-state-northridge,John Wade,john wade,JR,G,6-5,175,https://www.sports-reference.com/cbb/players/john-wade-iii-1.html,data/cache/sports_reference_big_west_schools/cal-state-northridge_2023.html,had_previous_team_cache,FALSE,FALSE,,,,FALSE,,cached,2021-22,Did not play - juco,,JUCO,TRUE,add_transfer_row_and_find_juco_source_stats,possible_missing_transfer
2022-23,Cal State Northridge,cal-state-northridge,Johnnie Walter,johnnie walter,FR,F,6-10,215,https://www.sports-reference.com/cbb/players/johnnie-walter-1.html,data/cache/sports_reference_big_west_schools/cal-state-northridge_2023.html,had_previous_team_cache,FALSE,FALSE,,,,FALSE,,cached,,,,,FALSE,manual_review_prior_school,new_roster_player_no_prior_school_on_cached_profile
2022-23,Cal State Northridge,cal-state-northridge,Lamine Niang,lamine niang,FR,F,6-10,225,https://www.sports-reference.com/cbb/players/lamine-niang-1.html,data/cache/sports_reference_big_west_schools/cal-state-northridge_2023.html,had_previous_team_cache,FALSE,FALSE,,,,FALSE,,cached,,,,,FALSE,manual_review_prior_school,new_roster_player_no_prior_school_on_cached_profile
2023-24,Cal State Northridge,cal-state-northridge,Bryan Ndjonga,bryan ndjonga,FR,F,6-9,200,https://www.sports-reference.com/cbb/players/bryan-ndjonga-1.html,data/cache/sports_reference_big_west_schools/cal-state-northridge_2024.html,had_previous_team_cache,FALSE,FALSE,,,,FALSE,,cached,,,,,FALSE,manual_review_prior_school,new_roster_player_no_prior_school_on_cached_profile
2023-24,Cal State Northridge,cal-state-northridge,Gianni Hunt,gianni hunt,SR,G,6-3,180,https://www.sports-reference.com/cbb/players/gianni-hunt-1.html,data/cache/sports_reference_big_west_schools/cal-state-northridge_2024.html,had_previous_team_cache,TRUE,TRUE,2023-24,Sacramento State,D1,TRUE,D1,not_cached,,,,,FALSE,already_in_transfer_table,already_in_transfer_table
2023-24,Cal State Northridge,cal-state-northridge,Jared Barnett,jared barnett,SR,G,6-1,145,https://www.sports-reference.com/cbb/players/jared-barnett-1.html,data/cache/sports_reference_big_west_schools/cal-state-northridge_2024.html,had_previous_team_cache,TRUE,TRUE,2023-24,San Diego State,D1,TRUE,D1,not_cached,,,,,FALSE,already_in_transfer_table,already_in_transfer_table
2023-24,Cal State Northridge,cal-state-northridge,Jasman Sangha,jasman sangha,JR,F,6-8,225,https://www.sports-reference.com/cbb/players/jasman-sangha-1.html,data/cache/sports_reference_big_west_schools/cal-state-northridge_2024.html,had_previous_team_cache,TRUE,TRUE,2023-24,Texas A&M–Corpus Christi,D1,TRUE,D1,not_cached,,,,,FALSE,already_in_transfer_table,already_in_transfer_table
2023-24,Cal State Northridge,cal-state-northridge,Jordan Brinson,jordan brinson,SR,G,6-2,175,https://www.sports-reference.com/cbb/players/jordan-brinson-1.html,data/cache/sports_reference_big_west_schools/cal-state-northridge_2024.html,had_previous_team_cache,TRUE,TRUE,2023-24,Fresno State,D1,TRUE,D1,not_cached,,,,,FALSE,already_in_transfer_table,already_in_transfer_table
2023-24,Cal State Northridge,cal-state-northridge,Keonte Jones,keonte jones,JR,F,6-6,175,https://www.sports-reference.com/cbb/players/keonte-jones-1.html,data/cache/sports_reference_big_west_schools/cal-state-northridge_2024.html,had_previous_team_cache,TRUE,TRUE,2023-24,Midland College,JUCO,FALSE,,not_cached,,,,,FALSE,already_in_transfer_table,already_in_transfer_table
2023-24,Cal State Northridge,cal-state-northridge,Kyle Frelow,kyle frelow,JR,F,6-8,230,https://www.sports-reference.com/cbb/players/kyle-frelow-1.html,data/cache/sports_reference_big_west_schools/cal-state-northridge_2024.html,had_previous_team_cache,FALSE,FALSE,,,,FALSE,,cached,,,,,FALSE,manual_review_prior_school,new_roster_player_no_prior_school_on_cached_profile
2023-24,Cal State Northridge,cal-state-northridge,Mahmoud Fofana,mahmoud fofana,JR,F,6-6,195,https://www.sports-reference.com/cbb/players/mahmoud-fofana-1.html,data/cache/sports_reference_big_west_schools/cal-state-northridge_2024.html,had_previous_team_cache,TRUE,TRUE,2023-24,Cal State San Bernardino,D2,TRUE,D2,cached,2022-23,Did not play - non-major team,,D2,TRUE,already_in_transfer_table,already_in_transfer_table
2024-25,Cal State Northridge,cal-state-northridge,Festus Ndumanya,festus ndumanya,SR,F,6-7,220,https://www.sports-reference.com/cbb/players/festus-ndumanya-1.html,data/cache/sports_reference_big_west_schools/cal-state-northridge_2025.html,had_previous_team_cache,TRUE,TRUE,2024-25,Southern,D1,TRUE,D1,not_cached,,,,,FALSE,already_in_transfer_table,already_in_transfer_table
2024-25,Cal State Northridge,cal-state-northridge,Grady Lewis,grady lewis,JR,F,6-9,225,https://www.sports-reference.com/cbb/players/grady-lewis-1.html,data/cache/sports_reference_big_west_schools/cal-state-northridge_2025.html,had_previous_team_cache,TRUE,TRUE,2024-25,Cal State East Bay,D2,TRUE,D2,cached,2023-24,Did not play - non-major team,,D2,TRUE,already_in_transfer_table,already_in_transfer_table
2024-25,Cal State Northridge,cal-state-northridge,Jalen Barbee,jalen barbee,JR,G,6-6,205,https://www.sports-reference.com/cbb/players/jalen-barbee-1.html,data/cache/sports_reference_big_west_schools/cal-state-northridge_2025.html,had_previous_team_cache,FALSE,TRUE,2023-24,Cochise College,JUCO,FALSE,,cached,2023-24,Did not play - juco,,JUCO,TRUE,already_in_transfer_table_check_lagged_outcome,already_in_transfer_table_different_first_season
2024-25,Cal State Northridge,cal-state-northridge,Joseph Barrio,joseph barrio,SO,G,6-1,170,https://www.sports-reference.com/cbb/players/joseph-barrio-1.html,data/cache/sports_reference_big_west_schools/cal-state-northridge_2025.html,had_previous_team_cache,FALSE,FALSE,,,,FALSE,,cached,2023-24,Did not play - dnp,,NO_STATS,TRUE,do_not_use_as_source_stat_row_without_earlier_playable_season,possible_missing_transfer
2024-25,Cal State Northridge,cal-state-northridge,Judson Martindale,judson martindale,SR,G,6-6,205,https://www.sports-reference.com/cbb/players/judson-martindale-1.html,data/cache/sports_reference_big_west_schools/cal-state-northridge_2025.html,had_previous_team_cache,TRUE,TRUE,2024-25,Pacific,D1,TRUE,D1,not_cached,,,,,FALSE,already_in_transfer_table,already_in_transfer_table
2024-25,Cal State Northridge,cal-state-northridge,Marcus Adams,marcus adams,SO,F,6-8,220,https://www.sports-reference.com/cbb/players/marcus-adams-jr-1.html,data/cache/sports_reference_big_west_schools/cal-state-northridge_2025.html,had_previous_team_cache,TRUE,TRUE,2024-25,Brigham Young,D1,TRUE,D1,not_cached,,,,,FALSE,already_in_transfer_table,already_in_transfer_table
2024-25,Cal State Northridge,cal-state-northridge,PJ Fuller,pj fuller,SR,G,6-4,175,https://www.sports-reference.com/cbb/players/pj-fuller-1.html,data/cache/sports_reference_big_west_schools/cal-state-northridge_2025.html,had_previous_team_cache,FALSE,FALSE,,,,FALSE,,cached,2023-24,Did not play - dnp,,NO_STATS,TRUE,do_not_use_as_source_stat_row_without_earlier_playable_season,possible_missing_transfer
2024-25,Cal State Northridge,cal-state-northridge,Robert Thibiant,robert thibiant,JR,G,6-2,185,https://www.sports-reference.com/cbb/players/robert-thibiant-1.html,data/cache/sports_reference_big_west_schools/cal-state-northridge_2025.html,had_previous_team_cache,FALSE,FALSE,,,,FALSE,,cached,2023-24,Did not play - manager,,NO_STATS,TRUE,do_not_use_as_source_stat_row_without_earlier_playable_season,possible_missing_transfer
2024-25,Cal State Northridge,cal-state-northridge,Sabien Cain,sabien cain,FR,G,6-3,180,https://www.sports-reference.com/cbb/players/sabien-cain-1.html,data/cache/sports_reference_big_west_schools/cal-state-northridge_2025.html,had_previous_team_cache,FALSE,FALSE,,,,FALSE,,cached,,,,,FALSE,manual_review_prior_school,new_roster_player_no_prior_school_on_cached_profile
2024-25,Cal State Northridge,cal-state-northridge,Scotty Washington,scotty washington,JR,G,6-4,165,https://www.sports-reference.com/cbb/players/scotty-washington-1.html,data/cache/sports_reference_big_west_schools/cal-state-northridge_2025.html,had_previous_team_cache,TRUE,TRUE,2024-25,California Baptist,D1,TRUE,D1,not_cached,,,,,FALSE,already_in_transfer_table,already_in_transfer_table
2024-25,Cal State Northridge,cal-state-northridge,Tyler Beard,tyler beard,SR,G,6-2,180,https://www.sports-reference.com/cbb/players/tyler-beard-1.html,data/cache/sports_reference_big_west_schools/cal-state-northridge_2025.html,had_previous_team_cache,TRUE,TRUE,2024-25,Pacific,D1,TRUE,D1,not_cached,,,,,FALSE,already_in_transfer_table,already_in_transfer_table
2025-26,Cal State Northridge,cal-state-northridge,Aleksander Szymczyk,aleksander szymczyk,JR,F,6-10,240,https://www.sports-reference.com/cbb/players/aleksander-szymczyk-1.html,data/cache/sports_reference_big_west_schools/cal-state-northridge_2026.html,had_previous_team_cache,FALSE,FALSE,,,,FALSE,,cached,2024-25,Charlotte,AAC,D1,TRUE,add_transfer_row_and_d1_source_stats,possible_missing_transfer
2025-26,Cal State Northridge,cal-state-northridge,Davius Loury,davius loury,SO,F,6-7,205,https://www.sports-reference.com/cbb/players/davius-loury-1.html,data/cache/sports_reference_big_west_schools/cal-state-northridge_2026.html,had_previous_team_cache,TRUE,TRUE,2025-26,John A. Logan College,JUCO,FALSE,,not_cached,,,,,FALSE,already_in_transfer_table,already_in_transfer_table
2025-26,Cal State Northridge,cal-state-northridge,Greg Gazarian,greg gazarian,SO,G,6-0,175,https://www.sports-reference.com/cbb/players/greg-gazarian-1.html,data/cache/sports_reference_big_west_schools/cal-state-northridge_2026.html,had_previous_team_cache,FALSE,FALSE,,,,FALSE,,cached,,,,,FALSE,manual_review_prior_school,new_roster_player_no_prior_school_on_cached_profile
2025-26,Cal State Northridge,cal-state-northridge,Jai Chisolm,jai chisolm,JR,G,6-3,190,https://www.sports-reference.com/cbb/players/jai-chisolm-1.html,data/cache/sports_reference_big_west_schools/cal-state-northridge_2026.html,had_previous_team_cache,TRUE,TRUE,2025-26,University of South Carolina Salkehatchie,JUCO,FALSE,,not_cached,,,,,FALSE,already_in_transfer_table,already_in_transfer_table
2025-26,Cal State Northridge,cal-state-northridge,James Evans,james evans,SO,G,6-6,205,https://www.sports-reference.com/cbb/players/james-evans-jr-1.html,data/cache/sports_reference_big_west_schools/cal-state-northridge_2026.html,had_previous_team_cache,TRUE,TRUE,2025-26,UNLV,D1,FALSE,,not_cached,,,,,FALSE,already_in_transfer_table,already_in_transfer_table
2025-26,Cal State Northridge,cal-state-northridge,Joshua O'Garro,joshua o garro,SR,G,6-5,175,https://www.sports-reference.com/cbb/players/josh-ogarro-1.html,data/cache/sports_reference_big_west_schools/cal-state-northridge_2026.html,had_previous_team_cache,FALSE,FALSE,,,,FALSE,,cached,2024-25,Texas State,Sun Belt,D1,TRUE,add_transfer_row_and_d1_source_stats,possible_missing_transfer
2025-26,Cal State Northridge,cal-state-northridge,Josiah Davis,josiah davis,SR,G,6-3,195,https://www.sports-reference.com/cbb/players/josiah-davis-1.html,data/cache/sports_reference_big_west_schools/cal-state-northridge_2026.html,had_previous_team_cache,TRUE,TRUE,2025-26,Niagara,D1,TRUE,D1,not_cached,,,,,FALSE,already_in_transfer_table,already_in_transfer_table
2025-26,Cal State Northridge,cal-state-northridge,Larry Hughes,larry hughes,SR,G,6-4,175,https://www.sports-reference.com/cbb/players/larry-hughes-jr-1.html,data/cache/sports_reference_big_west_schools/cal-state-northridge_2026.html,had_previous_team_cache,TRUE,TRUE,2025-26,Saint Louis,D1,TRUE,D1,not_cached,,,,,FALSE,already_in_transfer_table,already_in_transfer_table
2025-26,Cal State Northridge,cal-state-northridge,Max Rehl,max rehl,FR,G,6-5,200,https://www.sports-reference.com/cbb/players/max-rehl-1.html,data/cache/sports_reference_big_west_schools/cal-state-northridge_2026.html,had_previous_team_cache,FALSE,FALSE,,,,FALSE,,cached,,,,,FALSE,manual_review_prior_school,new_roster_player_no_prior_school_on_cached_profile
2025-26,Cal State Northridge,cal-state-northridge,Omer Dahan,omer dahan,FR,G,6-0,165,https://www.sports-reference.com/cbb/players/omer-dahan-1.html,data/cache/sports_reference_big_west_schools/cal-state-northridge_2026.html,had_previous_team_cache,FALSE,FALSE,,,,FALSE,,cached,,,,,FALSE,manual_review_prior_school,new_roster_player_no_prior_school_on_cached_profile
2025-26,Cal State Northridge,cal-state-northridge,Quinton Webb,quinton webb,JR,G,6-6,205,https://www.sports-reference.com/cbb/players/quinton-webb-1.html,data/cache/sports_reference_big_west_schools/cal-state-northridge_2026.html,had_previous_team_cache,TRUE,TRUE,2025-26,New Mexico,D1,FALSE,,not_cached,,,,,FALSE,already_in_transfer_table,already_in_transfer_table
2021-22,Hawaii,hawaii,Amoro Lado,amoro lado,SO,G,6-2,180,https://www.sports-reference.com/cbb/players/amoro-lado-1.html,data/cache/sports_reference_big_west_schools/hawaii_2022.html,no_previous_team_cache,FALSE,FALSE,,,,FALSE,,not_cached,,,,,FALSE,fetch_or_review_player_profile,needs_prior_roster_cache
2021-22,Hawaii,hawaii,Beon Riley,beon riley,SO,G,6-6,225,https://www.sports-reference.com/cbb/players/beon-riley-1.html,data/cache/sports_reference_big_west_schools/hawaii_2022.html,no_previous_team_cache,FALSE,FALSE,,,,FALSE,,not_cached,,,,,FALSE,fetch_or_review_player_profile,needs_prior_roster_cache
2021-22,Hawaii,hawaii,Bernardo Da Silva,bernardo da silva,SO,F,6-9,200,https://www.sports-reference.com/cbb/players/bernardo-dasilva-1.html,data/cache/sports_reference_big_west_schools/hawaii_2022.html,no_previous_team_cache,FALSE,FALSE,,,,FALSE,,not_cached,,,,,FALSE,fetch_or_review_player_profile,needs_prior_roster_cache
2021-22,Hawaii,hawaii,Jaka Prevodnik,jaka prevodnik,FR,G,6-5,200,https://www.sports-reference.com/cbb/players/jaka-prevodnik-1.html,data/cache/sports_reference_big_west_schools/hawaii_2022.html,no_previous_team_cache,FALSE,FALSE,,,,FALSE,,not_cached,,,,,FALSE,fetch_or_review_player_profile,needs_prior_roster_cache
2021-22,Hawaii,hawaii,Jerome Desrosiers,jerome desrosiers,SR,F,6-7,230,https://www.sports-reference.com/cbb/players/jerome-desrosiers-1.html,data/cache/sports_reference_big_west_schools/hawaii_2022.html,no_previous_team_cache,TRUE,TRUE,2021-22,Princeton,D1,FALSE,,not_cached,,,,,FALSE,already_in_transfer_table,already_in_transfer_table
2021-22,Hawaii,hawaii,Jovon McClanahan,jovon mcclanahan,SO,G,5-11,170,https://www.sports-reference.com/cbb/players/jovon-mcclanahan-1.html,data/cache/sports_reference_big_west_schools/hawaii_2022.html,no_previous_team_cache,FALSE,FALSE,,,,FALSE,,not_cached,,,,,FALSE,fetch_or_review_player_profile,needs_prior_roster_cache
2021-22,Hawaii,hawaii,Junior Madut,junior madut,JR,G,6-5,175,https://www.sports-reference.com/cbb/players/junior-madut-1.html,data/cache/sports_reference_big_west_schools/hawaii_2022.html,no_previous_team_cache,FALSE,FALSE,,,,FALSE,,not_cached,,,,,FALSE,fetch_or_review_player_profile,needs_prior_roster_cache
2021-22,Hawaii,hawaii,Justus Jackson,justus jackson,FR,G,6-1,170,https://www.sports-reference.com/cbb/players/justus-jackson-1.html,data/cache/sports_reference_big_west_schools/hawaii_2022.html,no_previous_team_cache,FALSE,FALSE,,,,FALSE,,not_cached,,,,,FALSE,fetch_or_review_player_profile,needs_prior_roster_cache
2021-22,Hawaii,hawaii,Kamaka Hepa,kamaka hepa,JR,F,6-9,220,https://www.sports-reference.com/cbb/players/kamaka-hepa-1.html,data/cache/sports_reference_big_west_schools/hawaii_2022.html,no_previous_team_cache,TRUE,TRUE,2021-22,Texas,D1,TRUE,D1,not_cached,,,,,FALSE,already_in_transfer_table,already_in_transfer_table
2021-22,Hawaii,hawaii,Mate Colina,mate colina,JR,C,7-0,245,https://www.sports-reference.com/cbb/players/mate-colina-1.html,data/cache/sports_reference_big_west_schools/hawaii_2022.html,no_previous_team_cache,FALSE,FALSE,,,,FALSE,,not_cached,,,,,FALSE,fetch_or_review_player_profile,needs_prior_roster_cache
2021-22,Hawaii,hawaii,Noel Coleman,noel coleman,SO,G,6-1,175,https://www.sports-reference.com/cbb/players/noel-coleman-1.html,data/cache/sports_reference_big_west_schools/hawaii_2022.html,no_previous_team_cache,FALSE,FALSE,,,,FALSE,,not_cached,,,,,FALSE,fetch_or_review_player_profile,needs_prior_roster_cache
2021-22,Hawaii,hawaii,Zoar Nedd,zoar nedd,JR,F,6-7,210,https://www.sports-reference.com/cbb/players/zoar-nedd-1.html,data/cache/sports_reference_big_west_schools/hawaii_2022.html,no_previous_team_cache,FALSE,FALSE,,,,FALSE,,not_cached,,,,,FALSE,fetch_or_review_player_profile,needs_prior_roster_cache
2022-23,Hawaii,hawaii,Harry Rouhliadeff,harry rouhliadeff,FR,F,6-9,220,https://www.sports-reference.com/cbb/players/harry-rouhliadeff-1.html,data/cache/sports_reference_big_west_schools/hawaii_2023.html,had_previous_team_cache,FALSE,FALSE,,,,FALSE,,cached,,,,,FALSE,manual_review_prior_school,new_roster_player_no_prior_school_on_cached_profile
2022-23,Hawaii,hawaii,Kody Williams,kody williams,FR,G,6-0,190,https://www.sports-reference.com/cbb/players/kody-williams-2.html,data/cache/sports_reference_big_west_schools/hawaii_2023.html,had_previous_team_cache,FALSE,FALSE,,,,FALSE,,cached,,,,,FALSE,manual_review_prior_school,new_roster_player_no_prior_school_on_cached_profile
2022-23,Hawaii,hawaii,Matija Svetozarevic,matija svetozarevic,SO,G,6-8,215,https://www.sports-reference.com/cbb/players/matija-svetozarevic-1.html,data/cache/sports_reference_big_west_schools/hawaii_2023.html,had_previous_team_cache,TRUE,TRUE,2022-23,Portland,D1,TRUE,D1,not_cached,,,,,FALSE,already_in_transfer_table,already_in_transfer_table
