first_wcc_season,destination_school,destination_school_slug,player_name,player_key,class,position,height,weight,sports_reference_player_url,roster_cache_path,previous_team_roster_status,profile_cache_status,profile_prior_season,profile_prior_school,profile_prior_conf,profile_prior_level_guess,profile_transfer_candidate,candidate_action,audit_status,source_school,source_conference,source_season,games,mpg,ppg,rpg,apg,spg,bpg,topg,fg_pct,fg3_pct,ft_pct,efg_pct,source_url,model_recommendation
2022-23,Pacific,pacific,Keylan Boone,keylan boone,SR,G,6-8,200,https://www.sports-reference.com/cbb/players/keylan-boone-1.html,data/cache/sports_reference_wcc_schools/pacific_2023.html,not_on_previous_roster,cached,2021-22,Oklahoma State,Big 12,D1,True,add_transfer_row_and_d1_source_stats,possible_transfer,Oklahoma State,Big 12,2021-22,27,17.9,6.0,3.3,0.5,0.6,0.5,0.9,0.369,0.316,0.833,0.49,https://www.sports-reference.com/cbb/players/keylan-boone-1.html,include_d1_transfer_after_outcome_stats
2022-23,Pacific,pacific,Tyler Beard,tyler beard,SO,G,6-2,180,https://www.sports-reference.com/cbb/players/tyler-beard-1.html,data/cache/sports_reference_wcc_schools/pacific_2023.html,not_on_previous_roster,cached,2021-22,Georgetown,Big East,D1,True,add_transfer_row_and_d1_source_stats,possible_transfer,Georgetown,Big East,2021-22,30,12.3,3.0,1.4,1.3,0.3,0.1,1.2,0.333,0.281,0.743,0.389,https://www.sports-reference.com/cbb/players/tyler-beard-1.html,include_d1_transfer_after_outcome_stats
2023-24,Pacific,pacific,Burke Smith,burke smith,JR,F,6-11,212,https://www.sports-reference.com/cbb/players/burke-smith-1.html,data/cache/sports_reference_wcc_schools/pacific_2024.html,not_on_previous_roster,cached,2022-23,Boise State,MWC,D1,True,add_transfer_row_and_d1_source_stats,possible_transfer,Boise State,MWC,2022-23,10,3.4,0.9,1.1,0.1,0.1,0.0,0.0,0.25,0.25,0.4,0.292,https://www.sports-reference.com/cbb/players/burke-smith-1.html,include_d1_transfer_after_outcome_stats
2023-24,Pacific,pacific,Lesown Hallums,lesown hallums,SR,G,6-2,180,https://www.sports-reference.com/cbb/players/lesown-hallums-1.html,data/cache/sports_reference_wcc_schools/pacific_2024.html,not_on_previous_roster,cached,2022-23,South Carolina State,MEAC,D1,True,add_transfer_row_and_d1_source_stats,possible_transfer,South Carolina State,MEAC,2022-23,24,26.5,10.6,3.2,2.0,1.0,0.3,2.5,0.447,0.405,0.667,0.486,https://www.sports-reference.com/cbb/players/lesown-hallums-1.html,include_d1_transfer_after_outcome_stats
2024-25,Pacific,pacific,Elijah Fisher,elijah fisher,JR,G,6-6,190,https://www.sports-reference.com/cbb/players/elijah-fisher-1.html,data/cache/sports_reference_wcc_schools/pacific_2025.html,not_on_previous_roster,cached,2023-24,DePaul,Big East,D1,True,add_transfer_row_and_d1_source_stats,possible_transfer,DePaul,Big East,2023-24,32,31.8,10.2,3.8,1.4,0.8,0.3,1.6,0.52,0.263,0.722,0.541,https://www.sports-reference.com/cbb/players/elijah-fisher-1.html,include_d1_transfer_after_outcome_stats
2024-25,Pacific,pacific,Jazz Gardner,jazz gardner,SO,C,7-0,225,https://www.sports-reference.com/cbb/players/jazz-gardner-1.html,data/cache/sports_reference_wcc_schools/pacific_2025.html,not_on_previous_roster,cached,2023-24,Nevada,MWC,D1,True,add_transfer_row_and_d1_source_stats,possible_transfer,Nevada,MWC,2023-24,20,6.5,2.5,2.0,0.2,0.1,0.2,0.5,0.449,0.182,0.444,0.469,https://www.sports-reference.com/cbb/players/jazz-gardner-1.html,include_d1_transfer_after_outcome_stats
2024-25,Pacific,pacific,Kris Keinys,kris keinys,SO,F,6-8,215,https://www.sports-reference.com/cbb/players/kris-keinys-1.html,data/cache/sports_reference_wcc_schools/pacific_2025.html,not_on_previous_roster,cached,2023-24,Minnesota,Big Ten,D1,True,add_transfer_row_and_d1_source_stats,possible_transfer,Minnesota,Big Ten,2023-24,5,4.2,1.4,1.0,0.2,0.2,0.0,0.4,0.6,1.0,,0.7,https://www.sports-reference.com/cbb/players/kris-keinys-1.html,include_d1_transfer_after_outcome_stats
2024-25,Pacific,pacific,Lamar Washington,lamar washington,JR,G,6-4,205,https://www.sports-reference.com/cbb/players/lamar-washington-1.html,data/cache/sports_reference_wcc_schools/pacific_2025.html,not_on_previous_roster,cached,2023-24,Texas Tech,Big 12,D1,True,add_transfer_row_and_d1_source_stats,possible_transfer,Texas Tech,Big 12,2023-24,30,8.9,2.1,1.5,0.8,0.3,0.0,0.6,0.382,0.235,0.68,0.418,https://www.sports-reference.com/cbb/players/lamar-washington-1.html,include_d1_transfer_after_outcome_stats
2024-25,Pacific,pacific,Petar Krivokapic,petar krivokapic,SR,G,6-4,200,https://www.sports-reference.com/cbb/players/petar-krivokapic-1.html,data/cache/sports_reference_wcc_schools/pacific_2025.html,not_on_previous_roster,cached,2023-24,Florida International,CUSA,D1,True,add_transfer_row_and_d1_source_stats,possible_transfer,Florida International,CUSA,2023-24,33,19.6,7.2,1.5,0.7,0.7,0.0,1.0,0.376,0.308,0.702,0.479,https://www.sports-reference.com/cbb/players/petar-krivokapic-1.html,include_d1_transfer_after_outcome_stats
2025-26,Pacific,pacific,Alexis Marmolejos,alexis marmolejos,SR,G,6-1,180,https://www.sports-reference.com/cbb/players/alexis-marmolejos-1.html,data/cache/sports_reference_wcc_schools/pacific_2026.html,not_on_previous_roster,cached,2024-25,Lamar,Southland,D1,True,add_transfer_row_and_d1_source_stats,possible_transfer,Lamar,Southland,2024-25,33,30.2,14.5,3.3,2.1,1.2,0.1,1.8,0.409,0.385,0.765,0.519,https://www.sports-reference.com/cbb/players/alexis-marmolejos-1.html,include_d1_transfer_after_outcome_stats
2025-26,Pacific,pacific,Dominic Capriotti,dominic capriotti,SO,G,6-3,185,https://www.sports-reference.com/cbb/players/dominic-capriotti-1.html,data/cache/sports_reference_wcc_schools/pacific_2026.html,not_on_previous_roster,cached,2024-25,Binghamton,AmEast,D1,True,add_transfer_row_and_d1_source_stats,possible_transfer,Binghamton,AmEast,2024-25,4,3.5,0.0,0.5,0.0,0.0,0.0,0.3,0.0,0.0,,0.0,https://www.sports-reference.com/cbb/players/dominic-capriotti-1.html,include_d1_transfer_after_outcome_stats
2025-26,Pacific,pacific,Isaac Jack,isaac jack,SR,C,6-11,251,https://www.sports-reference.com/cbb/players/isaac-jack-1.html,data/cache/sports_reference_wcc_schools/pacific_2026.html,not_on_previous_roster,cached,2024-25,Dayton,A-10,D1,True,add_transfer_row_and_d1_source_stats,possible_transfer,Dayton,A-10,2024-25,21,8.4,3.2,2.0,0.3,0.1,0.1,0.5,0.816,,0.462,0.816,https://www.sports-reference.com/cbb/players/isaac-jack-1.html,include_d1_transfer_after_outcome_stats
2025-26,Pacific,pacific,Jaden Clayton,jaden clayton,SR,G,6-1,160,https://www.sports-reference.com/cbb/players/jaden-clayton-1.html,data/cache/sports_reference_wcc_schools/pacific_2026.html,not_on_previous_roster,cached,2024-25,Maine,AmEast,D1,True,add_transfer_row_and_d1_source_stats,possible_transfer,Maine,AmEast,2024-25,34,32.1,7.5,3.3,4.4,1.7,0.1,1.7,0.423,0.288,0.766,0.468,https://www.sports-reference.com/cbb/players/jaden-clayton-1.html,include_d1_transfer_after_outcome_stats
2025-26,Pacific,pacific,Justin Rochelin,justin rochelin,JR,G,6-5,200,https://www.sports-reference.com/cbb/players/justin-rochelin-2.html,data/cache/sports_reference_wcc_schools/pacific_2026.html,not_on_previous_roster,cached,2024-25,UC San Diego,Big West,D1,True,add_transfer_row_and_d1_source_stats,possible_transfer,UC San Diego,Big West,2024-25,35,19.3,6.6,3.5,0.7,0.7,0.3,0.8,0.463,0.34,0.688,0.559,https://www.sports-reference.com/cbb/players/justin-rochelin-2.html,include_d1_transfer_after_outcome_stats
2025-26,Pacific,pacific,Kajus Kublickas,kajus kublickas,JR,G,6-2,171,https://www.sports-reference.com/cbb/players/kajus-kublickas-1.html,data/cache/sports_reference_wcc_schools/pacific_2026.html,not_on_previous_roster,cached,2024-25,Florida,SEC,D1,True,add_transfer_row_and_d1_source_stats,possible_transfer,Florida,SEC,2024-25,6,4.2,0.7,1.2,0.3,0.0,0.0,0.0,0.2,0.0,1.0,0.2,https://www.sports-reference.com/cbb/players/kajus-kublickas-1.html,include_d1_transfer_after_outcome_stats
2025-26,Pacific,pacific,KC Ibekwe,kc ibekwe,SR,C,6-10,287,https://www.sports-reference.com/cbb/players/kc-ibekwe-1.html,data/cache/sports_reference_wcc_schools/pacific_2026.html,not_on_previous_roster,cached,2024-25,Washington,Big Ten,D1,True,add_transfer_row_and_d1_source_stats,possible_transfer,Washington,Big Ten,2024-25,12,5.7,1.6,1.1,0.0,0.0,0.3,0.3,0.583,,0.5,0.583,https://www.sports-reference.com/cbb/players/kc-ibekwe-1.html,include_d1_transfer_after_outcome_stats
2025-26,Pacific,pacific,TJ Wainwright,tj wainwright,SR,G,6-3,180,https://www.sports-reference.com/cbb/players/tj-wainwright-1.html,data/cache/sports_reference_wcc_schools/pacific_2026.html,not_on_previous_roster,cached,2024-25,Long Beach State,Big West,D1,True,add_transfer_row_and_d1_source_stats,possible_transfer,Long Beach State,Big West,2024-25,29,30.0,13.4,2.7,1.7,0.9,0.0,1.4,0.466,0.407,0.841,0.564,https://www.sports-reference.com/cbb/players/tj-wainwright-1.html,include_d1_transfer_after_outcome_stats
2022-23,Pepperdine,pepperdine,Boubacar Coulibaly,boubacar coulibaly,JR,F,6-10,195,https://www.sports-reference.com/cbb/players/boubacar-coulibaly-1.html,data/cache/sports_reference_wcc_schools/pepperdine_2023.html,not_on_previous_roster,cached,2021-22,Southern California,Pac-12,D1,True,add_transfer_row_and_d1_source_stats,possible_transfer,Southern California,Pac-12,2021-22,6,3.8,1.7,1.7,0.3,0.0,0.3,0.0,0.6,,0.667,0.6,https://www.sports-reference.com/cbb/players/boubacar-coulibaly-1.html,include_d1_transfer_after_outcome_stats
2023-24,Pepperdine,pepperdine,Ethan Anderson,ethan anderson,SR,G,6-1,210,https://www.sports-reference.com/cbb/players/ethan-anderson-1.html,data/cache/sports_reference_wcc_schools/pepperdine_2024.html,not_on_previous_roster,cached,2022-23,Wyoming,MWC,D1,True,add_transfer_row_and_d1_source_stats,possible_transfer,Wyoming,MWC,2022-23,21,24.9,7.9,4.3,2.9,0.3,0.2,2.0,0.54,0.313,0.466,0.56,https://www.sports-reference.com/cbb/players/ethan-anderson-1.html,include_d1_transfer_after_outcome_stats
2024-25,Pepperdine,pepperdine,Alonso Faure,alonso faure,SR,F,6-10,225,https://www.sports-reference.com/cbb/players/alonso-faure-1.html,data/cache/sports_reference_wcc_schools/pepperdine_2025.html,not_on_previous_roster,cached,2023-24,Loyola (MD),Patriot,D1,True,add_transfer_row_and_d1_source_stats,possible_transfer,Loyola (MD),Patriot,2023-24,32,20.5,7.8,5.6,1.0,0.4,0.4,1.8,0.49,0.3,0.635,0.513,https://www.sports-reference.com/cbb/players/alonso-faure-1.html,include_d1_transfer_after_outcome_stats
2024-25,Pepperdine,pepperdine,Mike Saunders,mike saunders,SR,G,6-0,190,https://www.sports-reference.com/cbb/players/mike-saundersjr-1.html,data/cache/sports_reference_wcc_schools/pepperdine_2025.html,not_on_previous_roster,cached,2023-24,McNeese State,Southland,D1,True,add_transfer_row_and_d1_source_stats,possible_transfer,McNeese State,Southland,2023-24,18,16.9,6.0,1.3,1.6,0.4,0.0,0.6,0.515,0.381,0.78,0.576,https://www.sports-reference.com/cbb/players/mike-saundersjr-1.html,include_d1_transfer_after_outcome_stats
2024-25,Pepperdine,pepperdine,Moe Odum,moe odum,JR,G,6-1,160,https://www.sports-reference.com/cbb/players/moe-odum-1.html,data/cache/sports_reference_wcc_schools/pepperdine_2025.html,not_on_previous_roster,cached,2023-24,Pacific,WCC,D1,True,add_transfer_row_and_d1_source_stats,possible_transfer,Pacific,WCC,2023-24,32,28.3,8.7,2.6,4.6,1.2,0.1,1.8,0.368,0.296,0.733,0.437,https://www.sports-reference.com/cbb/players/moe-odum-1.html,include_d1_transfer_after_outcome_stats
2024-25,Pepperdine,pepperdine,Stefan Todorovic,stefan todorovic,SR,F,6-8,190,https://www.sports-reference.com/cbb/players/stefan-todorovic-1.html,data/cache/sports_reference_wcc_schools/pepperdine_2025.html,not_on_previous_roster,cached,2023-24,San Francisco,WCC,D1,True,add_transfer_row_and_d1_source_stats,possible_transfer,San Francisco,WCC,2023-24,22,9.7,3.8,1.5,0.4,0.3,0.0,0.4,0.4,0.289,0.882,0.493,https://www.sports-reference.com/cbb/players/stefan-todorovic-1.html,include_d1_transfer_after_outcome_stats
2024-25,Pepperdine,pepperdine,Zion Bethea,zion bethea,JR,G,6-3,205,https://www.sports-reference.com/cbb/players/zion-bethea-1.html,data/cache/sports_reference_wcc_schools/pepperdine_2025.html,not_on_previous_roster,cached,2023-24,Delaware,CAA,D1,True,add_transfer_row_and_d1_source_stats,possible_transfer,Delaware,CAA,2023-24,3,14.3,2.7,1.3,0.3,0.0,0.0,0.7,0.231,0.25,,0.308,https://www.sports-reference.com/cbb/players/zion-bethea-1.html,include_d1_transfer_after_outcome_stats
2025-26,Pepperdine,pepperdine,Aaron Clark,aaron clark,JR,G,6-6,195,https://www.sports-reference.com/cbb/players/aaron-clark-1.html,data/cache/sports_reference_wcc_schools/pepperdine_2026.html,not_on_previous_roster,cached,2023-24,Wake Forest,ACC,D1,True,add_transfer_row_and_d1_source_stats,possible_transfer,Wake Forest,ACC,2023-24,7,4.6,0.0,0.1,0.1,0.6,0.3,0.1,0.0,0.0,,0.0,https://www.sports-reference.com/cbb/players/aaron-clark-1.html,include_d1_transfer_after_outcome_stats
2025-26,Pepperdine,pepperdine,Javon Cooley,javon cooley,SR,F,6-5,185,https://www.sports-reference.com/cbb/players/javon-cooley-1.html,data/cache/sports_reference_wcc_schools/pepperdine_2026.html,not_on_previous_roster,cached,2023-24,Marist,MAAC,D1,True,add_transfer_row_and_d1_source_stats,possible_transfer,Marist,MAAC,2023-24,31,24.8,7.5,4.2,0.6,0.9,0.5,0.9,0.542,0.475,0.854,0.676,https://www.sports-reference.com/cbb/players/javon-cooley-1.html,include_d1_transfer_after_outcome_stats
2025-26,Pepperdine,pepperdine,Pavle Stosic,pavle stosic,JR,F,6-9,215,https://www.sports-reference.com/cbb/players/pavle-stosic-1.html,data/cache/sports_reference_wcc_schools/pepperdine_2026.html,not_on_previous_roster,cached,2023-24,Gonzaga,WCC,D1,True,add_transfer_row_and_d1_source_stats,possible_transfer,Gonzaga,WCC,2023-24,14,3.4,1.0,0.8,0.1,0.1,0.2,0.4,0.375,0.0,0.5,0.375,https://www.sports-reference.com/cbb/players/pavle-stosic-1.html,include_d1_transfer_after_outcome_stats
2025-26,Pepperdine,pepperdine,Preston Phillips,preston phillips,SR,F,6-8,190,https://www.sports-reference.com/cbb/players/preston-phillips-2.html,data/cache/sports_reference_wcc_schools/pepperdine_2026.html,not_on_previous_roster,cached,2022-23,Evansville,MVC,D1,True,add_transfer_row_and_d1_source_stats,possible_transfer,Evansville,MVC,2022-23,31,19.5,3.9,3.7,1.0,0.7,0.5,1.0,0.542,0.346,0.59,0.596,https://www.sports-reference.com/cbb/players/preston-phillips-2.html,include_d1_transfer_after_outcome_stats
2025-26,Pepperdine,pepperdine,Stefan Cicic,stefan cicic,SO,C,7-0,260,https://www.sports-reference.com/cbb/players/stefan-cicic-1.html,data/cache/sports_reference_wcc_schools/pepperdine_2026.html,not_on_previous_roster,cached,2024-25,Tulane,AAC,D1,True,add_transfer_row_and_d1_source_stats,possible_transfer,Tulane,AAC,2024-25,3,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,https://www.sports-reference.com/cbb/players/stefan-cicic-1.html,include_d1_transfer_after_outcome_stats
2025-26,Pepperdine,pepperdine,Styles Phipps,styles phipps,SO,G,6-2,190,https://www.sports-reference.com/cbb/players/styles-phipps-1.html,data/cache/sports_reference_wcc_schools/pepperdine_2026.html,not_on_previous_roster,cached,2024-25,Grand Canyon,WAC,D1,True,add_transfer_row_and_d1_source_stats,possible_transfer,Grand Canyon,WAC,2024-25,20,7.9,2.1,1.2,1.1,0.8,0.0,0.7,0.452,0.143,0.6,0.468,https://www.sports-reference.com/cbb/players/styles-phipps-1.html,include_d1_transfer_after_outcome_stats
2025-26,Pepperdine,pepperdine,Yonatan Levy,yonatan levy,SO,F,6-9,250,https://www.sports-reference.com/cbb/players/yonatan-levy-1.html,data/cache/sports_reference_wcc_schools/pepperdine_2026.html,not_on_previous_roster,cached,2024-25,Green Bay,Horizon,D1,True,add_transfer_row_and_d1_source_stats,possible_transfer,Green Bay,Horizon,2024-25,13,23.9,7.8,6.1,2.6,0.9,0.5,2.4,0.373,0.318,0.864,0.407,https://www.sports-reference.com/cbb/players/yonatan-levy-1.html,include_d1_transfer_after_outcome_stats
2022-23,Portland,portland,Alden Applewhite,alden applewhite,FR,F,6-7,200,https://www.sports-reference.com/cbb/players/alden-applewhite-1.html,data/cache/sports_reference_wcc_schools/portland_2023.html,not_on_previous_roster,cached,2021-22,Mississippi State,SEC,D1,True,add_transfer_row_and_d1_source_stats,possible_transfer,Mississippi State,SEC,2021-22,2,3.5,1.0,2.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,https://www.sports-reference.com/cbb/players/alden-applewhite-1.html,include_d1_transfer_after_outcome_stats
2022-23,Portland,portland,Joey St. Pierre,joey st pierre,SR,C,6-10,275,https://www.sports-reference.com/cbb/players/joey-stpierre-1.html,data/cache/sports_reference_wcc_schools/portland_2023.html,not_on_previous_roster,cached,2021-22,Milwaukee,Horizon,D1,True,add_transfer_row_and_d1_source_stats,possible_transfer,Milwaukee,Horizon,2021-22,31,23.7,6.3,5.7,0.8,0.4,1.4,1.5,0.59,,0.481,0.59,https://www.sports-reference.com/cbb/players/joey-stpierre-1.html,include_d1_transfer_after_outcome_stats
2022-23,Portland,portland,Wyatt Lowell,wyatt lowell,JR,F,6-10,205,https://www.sports-reference.com/cbb/players/wyatt-lowell-1.html,data/cache/sports_reference_wcc_schools/portland_2023.html,not_on_previous_roster,cached,2020-21,Brigham Young,WCC,D1,True,add_transfer_row_and_d1_source_stats,possible_transfer,Brigham Young,WCC,2020-21,7,6.3,2.0,1.1,0.1,0.0,0.0,0.1,0.286,0.25,0.75,0.393,https://www.sports-reference.com/cbb/players/wyatt-lowell-1.html,include_d1_transfer_after_outcome_stats
2023-24,Portland,portland,Alimamy Koroma,alimamy koroma,SR,F,6-8,220,https://www.sports-reference.com/cbb/players/alimamy-koroma-1.html,data/cache/sports_reference_wcc_schools/portland_2024.html,not_on_previous_roster,cached,2022-23,Cal Poly,Big West,D1,True,add_transfer_row_and_d1_source_stats,possible_transfer,Cal Poly,Big West,2022-23,33,26.0,10.8,4.3,0.4,0.4,0.9,1.8,0.479,0.306,0.771,0.507,https://www.sports-reference.com/cbb/players/alimamy-koroma-1.html,include_d1_transfer_after_outcome_stats
2023-24,Portland,portland,Yuto Yamanouchi,yuto yamanouchi,SO,C,6-10,225,https://www.sports-reference.com/cbb/players/yuto-yamanouchi-1.html,data/cache/sports_reference_wcc_schools/portland_2024.html,not_on_previous_roster,cached,2022-23,Lamar,Southland,D1,True,add_transfer_row_and_d1_source_stats,possible_transfer,Lamar,Southland,2022-23,28,21.5,6.9,7.1,0.3,0.2,0.8,1.2,0.407,0.167,0.753,0.413,https://www.sports-reference.com/cbb/players/yuto-yamanouchi-1.html,include_d1_transfer_after_outcome_stats
2024-25,Portland,portland,Jermaine Ballisager-Webb,jermaine ballisager webb,JR,C,7-0,240,https://www.sports-reference.com/cbb/players/jermaine-ballisager-webb-1.html,data/cache/sports_reference_wcc_schools/portland_2025.html,not_on_previous_roster,cached,2023-24,American,Patriot,D1,True,add_transfer_row_and_d1_source_stats,possible_transfer,American,Patriot,2023-24,22,13.2,7.4,3.8,0.4,0.1,0.2,1.2,0.581,,0.625,0.581,https://www.sports-reference.com/cbb/players/jermaine-ballisager-webb-1.html,include_d1_transfer_after_outcome_stats
2024-25,Portland,portland,Max Mackinnon,max mackinnon,JR,G,6-5,205,https://www.sports-reference.com/cbb/players/max-mackinnon-1.html,data/cache/sports_reference_wcc_schools/portland_2025.html,not_on_previous_roster,cached,2023-24,Elon,CAA,D1,True,add_transfer_row_and_d1_source_stats,possible_transfer,Elon,CAA,2023-24,32,27.1,12.1,4.8,2.6,0.8,0.2,2.1,0.45,0.364,0.702,0.527,https://www.sports-reference.com/cbb/players/max-mackinnon-1.html,include_d1_transfer_after_outcome_stats
2024-25,Portland,portland,Mezziah Oakman,mezziah oakman,JR,C,7-0,230,https://www.sports-reference.com/cbb/players/mezziah-oakman-1.html,data/cache/sports_reference_wcc_schools/portland_2025.html,not_on_previous_roster,cached,2023-24,UC Santa Barbara,Big West,D1,True,add_transfer_row_and_d1_source_stats,possible_transfer,UC Santa Barbara,Big West,2023-24,1,5.0,0.0,2.0,0.0,0.0,0.0,0.0,,,,,https://www.sports-reference.com/cbb/players/mezziah-oakman-1.html,include_d1_transfer_after_outcome_stats
2025-26,Portland,portland,James O'Donnell,james o donnell,SO,F,6-9,230,https://www.sports-reference.com/cbb/players/james-odonnell-2.html,data/cache/sports_reference_wcc_schools/portland_2026.html,not_on_previous_roster,cached,2024-25,San Francisco,WCC,D1,True,add_transfer_row_and_d1_source_stats,possible_transfer,San Francisco,WCC,2024-25,35,12.6,2.1,2.6,0.5,0.3,0.4,0.8,0.574,,0.406,0.574,https://www.sports-reference.com/cbb/players/james-odonnell-2.html,include_d1_transfer_after_outcome_stats
2025-26,Portland,portland,Matus Hronsky,matus hronsky,SR,F,6-8,205,https://www.sports-reference.com/cbb/players/matus-hronsky-1.html,data/cache/sports_reference_wcc_schools/portland_2026.html,not_on_previous_roster,cached,2024-25,Duquesne,A-10,D1,True,add_transfer_row_and_d1_source_stats,possible_transfer,Duquesne,A-10,2024-25,32,17.0,5.2,1.9,0.9,0.6,0.1,0.8,0.369,0.353,0.75,0.484,https://www.sports-reference.com/cbb/players/matus-hronsky-1.html,include_d1_transfer_after_outcome_stats
2025-26,Portland,portland,Riley Parker,riley parker,SR,G,6-2,195,https://www.sports-reference.com/cbb/players/riley-parker-1.html,data/cache/sports_reference_wcc_schools/portland_2026.html,not_on_previous_roster,cached,2024-25,Saint Francis (PA),NEC,D1,True,add_transfer_row_and_d1_source_stats,possible_transfer,Saint Francis (PA),NEC,2024-25,34,31.7,13.4,3.5,3.3,0.9,0.1,2.5,0.481,0.396,0.851,0.575,https://www.sports-reference.com/cbb/players/riley-parker-1.html,include_d1_transfer_after_outcome_stats
2024-25,Saint Mary's,saint-marys-ca,Ashton Hardaway,ashton hardaway,SO,F,6-8,210,https://www.sports-reference.com/cbb/players/ashton-hardaway-1.html,data/cache/sports_reference_wcc_schools/saint-marys-ca_2025.html,not_on_previous_roster,cached,2023-24,Memphis,AAC,D1,True,add_transfer_row_and_d1_source_stats,possible_transfer,Memphis,AAC,2023-24,30,8.2,2.3,0.8,0.4,0.2,0.2,0.4,0.343,0.333,0.6,0.464,https://www.sports-reference.com/cbb/players/ashton-hardaway-1.html,include_d1_transfer_after_outcome_stats
2024-25,Saint Mary's,saint-marys-ca,Paulius Murauskas,paulius murauskas,SO,F,6-8,225,https://www.sports-reference.com/cbb/players/paulius-murauskas-1.html,data/cache/sports_reference_wcc_schools/saint-marys-ca_2025.html,not_on_previous_roster,cached,2023-24,Arizona,Pac-12,D1,True,add_transfer_row_and_d1_source_stats,possible_transfer,Arizona,Pac-12,2023-24,23,5.0,2.7,1.2,0.1,0.1,0.0,0.3,0.438,0.519,0.7,0.583,https://www.sports-reference.com/cbb/players/paulius-murauskas-1.html,include_d1_transfer_after_outcome_stats
2025-26,Saint Mary's,saint-marys-ca,Jazz Gardner,jazz gardner,JR,C,7-0,225,https://www.sports-reference.com/cbb/players/jazz-gardner-1.html,data/cache/sports_reference_wcc_schools/saint-marys-ca_2026.html,not_on_previous_roster,cached,2024-25,Pacific,WCC,D1,True,add_transfer_row_and_d1_source_stats,possible_transfer,Pacific,WCC,2024-25,33,17.6,4.6,3.8,0.4,0.2,0.6,0.6,0.602,0.5,0.444,0.606,https://www.sports-reference.com/cbb/players/jazz-gardner-1.html,include_d1_transfer_after_outcome_stats
2025-26,Saint Mary's,saint-marys-ca,Tony Duckett,tony duckett,SO,G,6-5,185,https://www.sports-reference.com/cbb/players/tony-duckett-2.html,data/cache/sports_reference_wcc_schools/saint-marys-ca_2026.html,not_on_previous_roster,cached,2024-25,San Diego,WCC,D1,True,add_transfer_row_and_d1_source_stats,possible_transfer,San Diego,WCC,2024-25,29,25.7,10.4,2.0,1.9,0.7,0.3,1.2,0.386,0.338,0.873,0.428,https://www.sports-reference.com/cbb/players/tony-duckett-2.html,include_d1_transfer_after_outcome_stats
2022-23,San Diego,san-diego,Deven Dahlke,deven dahlke,JR,G,6-2,185,https://www.sports-reference.com/cbb/players/deven-dahlke-1.html,data/cache/sports_reference_wcc_schools/san-diego_2023.html,not_on_previous_roster,cached,2021-22,Drake,MVC,D1,True,add_transfer_row_and_d1_source_stats,possible_transfer,Drake,MVC,2021-22,8,4.9,1.3,0.5,0.1,0.3,0.0,0.1,0.4,0.25,0.5,0.45,https://www.sports-reference.com/cbb/players/deven-dahlke-1.html,include_d1_transfer_after_outcome_stats
2022-23,San Diego,san-diego,Eric Williams,eric williams,SR,G,6-6,200,https://www.sports-reference.com/cbb/players/eric-williamsjr-1.html,data/cache/sports_reference_wcc_schools/san-diego_2023.html,not_on_previous_roster,cached,2021-22,Oregon,Pac-12,D1,True,add_transfer_row_and_d1_source_stats,possible_transfer,Oregon,Pac-12,2021-22,33,26.8,8.4,4.6,1.2,1.1,0.1,1.2,0.376,0.351,0.679,0.451,https://www.sports-reference.com/cbb/players/eric-williamsjr-1.html,include_d1_transfer_after_outcome_stats
2022-23,San Diego,san-diego,Jaiden Delaire,jaiden delaire,SR,F,6-9,210,https://www.sports-reference.com/cbb/players/jaiden-delaire-1.html,data/cache/sports_reference_wcc_schools/san-diego_2023.html,not_on_previous_roster,cached,2021-22,Stanford,Pac-12,D1,True,add_transfer_row_and_d1_source_stats,possible_transfer,Stanford,Pac-12,2021-22,32,23.6,10.1,4.0,1.1,0.6,0.4,2.2,0.425,0.323,0.662,0.467,https://www.sports-reference.com/cbb/players/jaiden-delaire-1.html,include_d1_transfer_after_outcome_stats
2022-23,San Diego,san-diego,Nic Lynch,nic lynch,SR,C,6-11,250,https://www.sports-reference.com/cbb/players/nic-lynch-1.html,data/cache/sports_reference_wcc_schools/san-diego_2023.html,not_on_previous_roster,cached,2021-22,Lehigh,Patriot,D1,True,add_transfer_row_and_d1_source_stats,possible_transfer,Lehigh,Patriot,2021-22,32,21.0,9.7,4.4,0.6,0.1,0.4,1.1,0.519,0.459,0.87,0.584,https://www.sports-reference.com/cbb/players/nic-lynch-1.html,include_d1_transfer_after_outcome_stats
2022-23,San Diego,san-diego,Seikou Sisoho Jawara,seikou sisoho jawara,SR,G,6-3,195,https://www.sports-reference.com/cbb/players/seikou-sisohojawara-1.html,data/cache/sports_reference_wcc_schools/san-diego_2023.html,not_on_previous_roster,cached,2021-22,Weber State,Big Sky,D1,True,add_transfer_row_and_d1_source_stats,possible_transfer,Weber State,Big Sky,2021-22,33,34.2,12.2,2.4,3.0,1.2,0.1,2.4,0.47,0.426,0.795,0.573,https://www.sports-reference.com/cbb/players/seikou-sisohojawara-1.html,include_d1_transfer_after_outcome_stats
