status,player_name,source_school_dataset,source_season_dataset,source_profile_team_same_season,source_match,destination_school_dataset,first_big_west_season_dataset,destination_profile_team_same_season,destination_match,profile_url,profile_cache_path,source_url,outcome_url,notes
ok,Kane Milling,Nevada,2020-21,Nevada,TRUE,UC Davis,2021-22,UC Davis,TRUE,https://www.sports-reference.com/cbb/players/kane-milling-1.html,data/cache/sports_reference_d1_profile_audit/kane-milling-1.html,https://www.sports-reference.com/cbb/schools/nevada/men/2021.html,https://www.sports-reference.com/cbb/schools/california-davis/men/2022.html,
ok,Marvin McGhee IV,Cal State Bakersfield,2024-25,Cal St Bakersfield,TRUE,UC Santa Barbara,2025-26,UCSB,TRUE,https://www.sports-reference.com/cbb/players/marvin-mcghee-iv-1.html,data/cache/sports_reference_d1_profile_audit/marvin-mcghee-iv-1.html,https://www.sports-reference.com/cbb/schools/cal-state-bakersfield/men/2025.html,https://www.sports-reference.com/cbb/schools/california-santa-barbara/men/2026.html,
ok,Harrison Carrington,Colorado,2024-25,Colorado,TRUE,UC Irvine,2025-26,UC Irvine,TRUE,https://www.sports-reference.com/cbb/players/harrison-carrington-1.html,data/cache/sports_reference_d1_profile_audit/harrison-carrington-1.html,https://www.sports-reference.com/cbb/schools/colorado/men/2025.html,https://www.sports-reference.com/cbb/schools/california-irvine/men/2026.html,
ok,Osiris Grady,Utah Valley,2024-25,Utah Valley,TRUE,UC Riverside,2025-26,UC Riverside,TRUE,https://www.sports-reference.com/cbb/players/osiris-grady-1.html,data/cache/sports_reference_d1_profile_audit/osiris-grady-1.html,https://www.sports-reference.com/cbb/schools/utah-valley/men/2025.html,https://www.sports-reference.com/cbb/schools/california-riverside/men/2026.html,
ok,Alex Chaikin,Lafayette,2024-25,Lafayette,TRUE,UC San Diego,2025-26,UC San Diego,TRUE,https://www.sports-reference.com/cbb/players/alex-chaikin-1.html,data/cache/sports_reference_d1_profile_audit/alex-chaikin-1.html,https://www.sports-reference.com/cbb/schools/lafayette/men/2025.html,https://www.sports-reference.com/cbb/schools/california-san-diego/men/2026.html,
ok,Dionte Bostick,Murray State,2021-22,Murray St.,TRUE,Cal State Northridge,2022-23,Cal St Northridge,TRUE,https://www.sports-reference.com/cbb/players/dionte-bostick-1.html,data/cache/sports_reference_d1_profile_audit/dionte-bostick-1.html,https://www.sports-reference.com/cbb/schools/murray-state/men/2022.html,https://www.sports-reference.com/cbb/schools/cal-state-northridge/men/2023.html,
ok,Onyi Eyisi,Fordham,2020-21,Fordham,TRUE,Cal State Northridge,2021-22,Cal St Northridge,TRUE,https://www.sports-reference.com/cbb/players/onyi-eyisi-1.html,data/cache/sports_reference_d1_profile_audit/onyi-eyisi-1.html,https://www.sports-reference.com/cbb/schools/fordham/men/2021.html,https://www.sports-reference.com/cbb/schools/cal-state-northridge/men/2022.html,
ok,Ronald Jessamy,Tennessee State,2024-25,Tennessee St.,TRUE,Cal State Bakersfield,2025-26,Cal St Bakersfield,TRUE,https://www.sports-reference.com/cbb/players/ron-jessamy-1.html,data/cache/sports_reference_roster_diff_profiles/ron-jessamy-1.html,https://www.sports-reference.com/cbb/schools/tennessee-state/men/2025.html,https://gorunners.com/sports/mens-basketball/stats/2025-26,
ok,Joel Armotrading,Cal Poly,2023-24,Cal Poly,TRUE,UC Riverside,2024-25,UC Riverside,TRUE,https://www.sports-reference.com/cbb/players/joel-armotrading-1.html,data/cache/sports_reference_d1_profile_audit/joel-armotrading-1.html,https://www.sports-reference.com/cbb/schools/cal-poly/men/2024.html,https://www.sports-reference.com/cbb/schools/california-riverside/men/2025.html,
ok,Chance Hunter,California Baptist,2021-22,Cal Baptist,TRUE,Cal Poly,2022-23,Cal Poly,TRUE,https://www.sports-reference.com/cbb/players/chance-hunter-1.html,data/cache/sports_reference_d1_profile_audit/chance-hunter-1.html,https://www.sports-reference.com/cbb/players/chance-hunter-1.html,https://www.sports-reference.com/cbb/schools/cal-poly/men/2023.html,
ok,Jarred Hyder,California,2021-22,Cal,TRUE,Cal Poly,2023-24,Cal Poly,TRUE,https://www.sports-reference.com/cbb/players/jarred-hyder-1.html,data/cache/sports_reference_d1_profile_audit/jarred-hyder-1.html,https://www.sports-reference.com/cbb/schools/california/men/2022.html,https://www.sports-reference.com/cbb/schools/cal-poly/men/2024.html,
ok,Marcus Tsohonis,VCU,2021-22,VCU,TRUE,Long Beach State,2022-23,Long Beach State,TRUE,https://www.sports-reference.com/cbb/players/marcus-tsohonis-1.html,data/cache/sports_reference_d1_profile_audit/marcus-tsohonis-1.html,https://www.sports-reference.com/cbb/schools/virginia-commonwealth/men/2022.html,https://www.sports-reference.com/cbb/schools/long-beach-state/men/2023.html,
ok,Jordan Brinson,Fresno State,2022-23,Fresno St.,TRUE,Cal State Northridge,2023-24,Cal St Northridge,TRUE,https://www.sports-reference.com/cbb/players/jordan-brinson-1.html,data/cache/sports_reference_d1_profile_audit/jordan-brinson-1.html,https://www.sports-reference.com/cbb/schools/fresno-state/men/2023.html,https://www.sports-reference.com/cbb/schools/cal-state-northridge/men/2024.html,
ok,Colin Smith,Vanderbilt,2023-24,Vanderbilt,TRUE,UC Santa Barbara,2024-25,UCSB,TRUE,https://www.sports-reference.com/cbb/players/colin-smith-1.html,data/cache/sports_reference_d1_profile_audit/colin-smith-1.html,https://www.sports-reference.com/cbb/schools/vanderbilt/men/2024.html,https://www.sports-reference.com/cbb/schools/california-santa-barbara/men/2025.html,
ok,Jamal Hartwell II,George Mason,2021-22,George Mason,TRUE,UC Riverside,2022-23,UC Riverside,TRUE,https://www.sports-reference.com/cbb/players/jamal-hartwell-ii-1.html,data/cache/sports_reference_d1_profile_audit/jamal-hartwell-ii-1.html,https://www.sports-reference.com/cbb/schools/george-mason/men/2022.html,https://www.sports-reference.com/cbb/schools/california-riverside/men/2023.html,
ok,Kyle Evans,Colorado State,2023-24,Colorado St.,TRUE,UC Irvine,2024-25,UC Irvine,TRUE,https://www.sports-reference.com/cbb/players/kyle-evans-1.html,data/cache/sports_reference_d1_profile_audit/kyle-evans-1.html,https://www.sports-reference.com/cbb/schools/colorado-state/men/2024.html,https://www.sports-reference.com/cbb/schools/california-irvine/men/2025.html,
ok,Justin Rochelin,Oregon State,2023-24,Oregon St.,TRUE,UC San Diego,2024-25,UC San Diego,TRUE,https://www.sports-reference.com/cbb/players/justin-rochelin-2.html,data/cache/sports_reference_d1_profile_audit/justin-rochelin-2.html,https://www.sports-reference.com/cbb/schools/oregon-state/men/2024.html,https://www.sports-reference.com/cbb/schools/california-san-diego/men/2025.html,
ok,B.J. Kolly,Montana State,2024-25,Montana St.,TRUE,UC Riverside,2025-26,UC Riverside,TRUE,https://www.sports-reference.com/cbb/players/bj-kolly-1.html,data/cache/sports_reference_d1_profile_audit/bj-kolly-1.html,https://www.sports-reference.com/cbb/schools/montana-state/men/2025.html,https://www.sports-reference.com/cbb/schools/california-riverside/men/2026.html,
ok,Pierre Crockrell II,Pacific,2021-22,Pacific,TRUE,UC Irvine,2022-23,UC Irvine,TRUE,https://www.sports-reference.com/cbb/players/pierre-crockrellii-1.html,data/cache/sports_reference_d1_profile_audit/pierre-crockrellii-1.html,https://www.sports-reference.com/cbb/schools/pacific/men/2022.html,https://www.sports-reference.com/cbb/schools/california-irvine/men/2023.html,
ok,Derrick Michael Xzavierro,GCU,2023-24,Grand Canyon,TRUE,Long Beach State,2024-25,Long Beach State,TRUE,https://www.sports-reference.com/cbb/players/derrick-michael-xzavierro-1.html,data/cache/sports_reference_d1_profile_audit/derrick-michael-xzavierro-1.html,https://www.sports-reference.com/cbb/schools/grand-canyon/men/2024.html,https://www.sports-reference.com/cbb/schools/long-beach-state/men/2025.html,
ok,Jacob Davison,Eastern Washington,2020-21,Eastern Wash.,TRUE,Cal Poly,2021-22,Cal Poly,TRUE,https://www.sports-reference.com/cbb/players/jacob-davison-1.html,data/cache/sports_reference_d1_profile_audit/jacob-davison-1.html,https://www.sports-reference.com/cbb/schools/eastern-washington/men/2021.html,https://www.sports-reference.com/cbb/schools/cal-poly/men/2022.html,
ok,Tyler Beard,Pacific,2023-24,Pacific,TRUE,Cal State Northridge,2024-25,Cal St Northridge,TRUE,https://www.sports-reference.com/cbb/players/tyler-beard-1.html,data/cache/sports_reference_roster_diff_profiles/tyler-beard-1.html,https://www.sports-reference.com/cbb/schools/pacific/men/2024.html,https://www.sports-reference.com/cbb/schools/cal-state-northridge/men/2025.html,
ok,Luke Turner,Wofford,2021-22,Wofford,TRUE,UC Riverside,2022-23,UC Riverside,TRUE,https://www.sports-reference.com/cbb/players/luke-turner-1.html,data/cache/sports_reference_d1_profile_audit/luke-turner-1.html,https://www.sports-reference.com/cbb/schools/wofford/men/2022.html,https://www.sports-reference.com/cbb/schools/california-riverside/men/2023.html,
ok,Donovan Oday,McNeese,2022-23,McNeese,TRUE,Cal State Fullerton,2023-24,Cal St Fullerton,TRUE,https://www.sports-reference.com/cbb/players/donovan-oday-1.html,data/cache/sports_reference_d1_profile_audit/donovan-oday-1.html,https://www.sports-reference.com/cbb/schools/mcneese-state/men/2023.html,https://www.sports-reference.com/cbb/schools/cal-state-fullerton/men/2024.html,
