target_conference,first_target_season,destination_school,player_name,sports_reference_player_url,reason
Atlantic 10,2025-26,Dayton,Adam Njie Jr.,https://www.sports-reference.com/cbb/players/adam-njie-jr-1.html,target_outcome_row_not_found_on_profile
