target_conference,player_name,player_key,source_school,source_conference,source_level,destination_school,first_target_season,source_season,position,height,weight,source_games,source_mpg,source_minutes_share,source_ppg,source_rpg,source_apg,source_spg,source_bpg,source_topg,source_fg_pct,source_fg3_pct,source_ft_pct,source_efg_pct,source_pts_per_40,source_reb_per_40,source_ast_per_40,source_stl_per_40,source_blk_per_40,source_tov_per_40,target_games,target_games_started,target_mpg,target_minutes,target_minutes_share,target_ppg,target_rpg,target_apg,target_spg,target_bpg,target_topg,target_ts_pct,target_per,target_usg_pct,target_ws,target_ws_per_40,target_bpm,source_url,outcome_url
WCC,Tyler Beard,tyler beard,Georgetown,Big East,D1,Pacific,2022-23,2021-22,G,6-2,180,30,12.3,0.3075,3.0,1.4,1.3,0.3,0.1,1.2,0.333,0.281,0.743,0.389,9.75609756097561,4.5528455284552845,4.227642276422764,0.975609756097561,0.3252032520325203,3.902439024390244,32,11,22.2,710.4,0.5549999999999999,9.1,2.6,2.6,0.7,0.1,1.7,0.5833333333333333,16.8,21.8,1.7,0.098,1.1,https://www.sports-reference.com/cbb/players/tyler-beard-1.html,https://www.sports-reference.com/cbb/players/tyler-beard-1.html
WCC,Burke Smith,burke smith,Boise State,MWC,D1,Pacific,2023-24,2022-23,F,6-11,212,10,3.4,0.08499999999999999,0.9,1.1,0.1,0.1,0.0,0.0,0.25,0.25,0.4,0.292,10.588235294117647,12.941176470588236,1.1764705882352942,1.1764705882352942,0.0,0.0,30,1,11.4,342.0,0.28500000000000003,4.2,2.0,0.5,0.4,0.2,0.4,0.553213909378293,15.2,19.5,0.6,0.065,-2.6,https://www.sports-reference.com/cbb/players/burke-smith-1.html,https://www.sports-reference.com/cbb/players/burke-smith-1.html
WCC,Lesown Hallums,lesown hallums,South Carolina State,MEAC,D1,Pacific,2023-24,2022-23,G,6-2,180,24,26.5,0.6625,10.6,3.2,2.0,1.0,0.3,2.5,0.447,0.405,0.667,0.486,16.0,4.830188679245283,3.018867924528302,1.509433962264151,0.4528301886792453,3.7735849056603774,31,18,17.9,554.9,0.44749999999999995,6.2,1.6,0.9,0.7,0.0,1.0,0.5201342281879194,11.1,20.5,0.1,0.011,-6.1,https://www.sports-reference.com/cbb/players/lesown-hallums-1.html,https://www.sports-reference.com/cbb/players/lesown-hallums-1.html
WCC,Elijah Fisher,elijah fisher,DePaul,Big East,D1,Pacific,2024-25,2023-24,G,6-6,190,32,31.8,0.795,10.2,3.8,1.4,0.8,0.3,1.6,0.52,0.263,0.722,0.541,12.830188679245282,4.779874213836478,1.7610062893081762,1.0062893081761006,0.3773584905660377,2.0125786163522013,33,33,33.7,1112.1000000000001,0.8425,15.7,4.8,1.5,0.7,0.3,2.7,0.5789085545722714,15.5,24.9,2.3,0.082,-1.1,https://www.sports-reference.com/cbb/players/elijah-fisher-1.html,https://www.sports-reference.com/cbb/players/elijah-fisher-1.html
WCC,Jazz Gardner,jazz gardner,Nevada,MWC,D1,Pacific,2024-25,2023-24,C,7-0,225,20,6.5,0.1625,2.5,2.0,0.2,0.1,0.2,0.5,0.449,0.182,0.444,0.469,15.384615384615385,12.307692307692308,1.2307692307692308,0.6153846153846154,1.2307692307692308,3.076923076923077,33,27,17.6,580.8000000000001,0.44000000000000006,4.6,3.8,0.4,0.2,0.6,0.6,0.6020942408376962,13.7,12.9,1.2,0.084,-2.7,https://www.sports-reference.com/cbb/players/jazz-gardner-1.html,https://www.sports-reference.com/cbb/players/jazz-gardner-1.html
WCC,Kris Keinys,kris keinys,Minnesota,Big Ten,D1,Pacific,2024-25,2023-24,F,6-8,215,5,4.2,0.10500000000000001,1.4,1.0,0.2,0.2,0.0,0.4,0.6,1.0,0.0,0.7,13.333333333333332,9.523809523809524,1.9047619047619047,1.9047619047619047,0.0,3.8095238095238093,21,0,8.1,170.1,0.20249999999999999,2.6,1.8,0.1,0.3,0.1,0.2,0.5952380952380952,14.6,15.7,0.5,0.11,-2.5,https://www.sports-reference.com/cbb/players/kris-keinys-1.html,https://www.sports-reference.com/cbb/players/kris-keinys-1.html
WCC,Lamar Washington,lamar washington,Texas Tech,Big 12,D1,Pacific,2024-25,2023-24,G,6-4,205,30,8.9,0.2225,2.1,1.5,0.8,0.3,0.0,0.6,0.382,0.235,0.68,0.418,9.438202247191011,6.741573033707865,3.595505617977528,1.348314606741573,0.0,2.696629213483146,33,33,34.3,1131.8999999999999,0.8574999999999999,13.5,5.1,5.8,1.7,0.2,3.9,0.5034307875894988,14.8,26.0,1.5,0.053,-1.1,https://www.sports-reference.com/cbb/players/lamar-washington-1.html,https://www.sports-reference.com/cbb/players/lamar-washington-1.html
WCC,Petar Krivokapic,petar krivokapic,Florida International,CUSA,D1,Pacific,2024-25,2023-24,G,6-4,200,33,19.6,0.49000000000000005,7.2,1.5,0.7,0.7,0.0,1.0,0.376,0.308,0.702,0.479,14.693877551020407,3.061224489795918,1.4285714285714284,1.4285714285714284,0.0,2.0408163265306123,33,6,26.6,877.8000000000001,0.665,7.2,2.9,1.1,0.3,0.1,0.7,0.501952035694367,8.5,15.2,1.0,0.046,-2.9,https://www.sports-reference.com/cbb/players/petar-krivokapic-1.html,https://www.sports-reference.com/cbb/players/petar-krivokapic-1.html
WCC,Alexis Marmolejos,alexis marmolejos,Lamar,Southland,D1,Pacific,2025-26,2024-25,G,6-1,180,33,30.2,0.755,14.5,3.3,2.1,1.2,0.1,1.8,0.409,0.385,0.765,0.519,19.205298013245034,4.370860927152318,2.781456953642384,1.589403973509934,0.13245033112582782,2.384105960264901,25,0,9.2,229.99999999999997,0.22999999999999998,3.6,1.6,0.3,0.2,0.1,0.4,0.49288061336254113,12.2,23.0,0.5,0.096,1.5,https://www.sports-reference.com/cbb/players/alexis-marmolejos-1.html,https://www.sports-reference.com/cbb/players/alexis-marmolejos-1.html
WCC,Isaac Jack,isaac jack,Dayton,A-10,D1,Pacific,2025-26,2024-25,C,6-11,251,21,8.4,0.21000000000000002,3.2,2.0,0.3,0.1,0.1,0.5,0.816,0.0,0.462,0.816,15.238095238095237,9.523809523809524,1.4285714285714286,0.47619047619047616,0.47619047619047616,2.380952380952381,33,33,21.7,716.1,0.5425,9.1,5.3,0.5,0.3,0.4,0.8,0.6722813238770685,20.5,18.2,3.2,0.178,2.3,https://www.sports-reference.com/cbb/players/isaac-jack-1.html,https://www.sports-reference.com/cbb/players/isaac-jack-1.html
WCC,Jaden Clayton,jaden clayton,Maine,AmEast,D1,Pacific,2025-26,2024-25,G,6-1,160,34,32.1,0.8025,7.5,3.3,4.4,1.7,0.1,1.7,0.423,0.288,0.766,0.468,9.345794392523365,4.11214953271028,5.482866043613707,2.1183800623052957,0.12461059190031153,2.1183800623052957,33,24,30.5,1006.5,0.7625,7.9,3.3,6.4,1.1,0.0,2.5,0.47890397672162954,12.0,18.3,2.4,0.094,0.6,https://www.sports-reference.com/cbb/players/jaden-clayton-1.html,https://www.sports-reference.com/cbb/players/jaden-clayton-1.html
WCC,Justin Rochelin,justin rochelin,UC San Diego,Big West,D1,Pacific,2025-26,2024-25,G,6-5,200,35,19.3,0.48250000000000004,6.6,3.5,0.7,0.7,0.3,0.8,0.463,0.34,0.688,0.559,13.678756476683937,7.253886010362694,1.450777202072539,1.450777202072539,0.6217616580310881,1.6580310880829014,33,33,27.2,897.6,0.6799999999999999,9.1,6.4,1.0,0.9,0.2,1.8,0.5833333333333333,13.6,18.5,2.6,0.117,1.8,https://www.sports-reference.com/cbb/players/justin-rochelin-2.html,https://www.sports-reference.com/cbb/players/justin-rochelin-2.html
WCC,Kajus Kublickas,kajus kublickas,Florida,SEC,D1,Pacific,2025-26,2024-25,G,6-2,171,6,4.2,0.10500000000000001,0.7,1.2,0.3,0.0,0.0,0.0,0.2,0.0,1.0,0.2,6.666666666666666,11.428571428571429,2.857142857142857,0.0,0.0,0.0,33,9,20.1,663.3000000000001,0.5025000000000001,5.6,2.5,3.0,0.4,0.0,1.9,0.4707464694014794,7.9,20.2,0.9,0.053,-3.5,https://www.sports-reference.com/cbb/players/kajus-kublickas-1.html,https://www.sports-reference.com/cbb/players/kajus-kublickas-1.html
WCC,KC Ibekwe,kc ibekwe,Washington,Big Ten,D1,Pacific,2025-26,2024-25,C,6-10,287,12,5.7,0.14250000000000002,1.6,1.1,0.0,0.0,0.3,0.3,0.583,0.0,0.5,0.583,11.228070175438596,7.719298245614035,0.0,0.0,2.1052631578947367,2.1052631578947367,32,0,9.3,297.6,0.2325,3.8,1.6,0.3,0.2,0.3,0.8,0.5842558425584256,13.1,22.9,0.5,0.073,-1.8,https://www.sports-reference.com/cbb/players/kc-ibekwe-1.html,https://www.sports-reference.com/cbb/players/kc-ibekwe-1.html
WCC,TJ Wainwright,tj wainwright,Long Beach State,Big West,D1,Pacific,2025-26,2024-25,G,6-3,180,29,30.0,0.75,13.4,2.7,1.7,0.9,0.0,1.4,0.466,0.407,0.841,0.564,17.866666666666667,3.6,2.2666666666666666,1.2,0.0,1.8666666666666667,33,33,31.8,1049.4,0.795,13.0,3.8,1.4,0.7,0.0,1.5,0.564628214037526,13.1,21.2,3.0,0.116,0.8,https://www.sports-reference.com/cbb/players/tj-wainwright-1.html,https://www.sports-reference.com/cbb/players/tj-wainwright-1.html
WCC,Boubacar Coulibaly,boubacar coulibaly,Southern California,Pac-12,D1,Pepperdine,2022-23,2021-22,F,6-10,195,6,3.8,0.095,1.7,1.7,0.3,0.0,0.3,0.0,0.6,0.0,0.667,0.6,17.894736842105264,17.894736842105264,3.1578947368421053,0.0,3.1578947368421053,0.0,12,1,17.8,213.60000000000002,0.445,5.8,4.5,0.6,0.4,1.3,1.2,0.5564082885648504,15.2,17.4,0.4,0.079,-1.7,https://www.sports-reference.com/cbb/players/boubacar-coulibaly-1.html,https://www.sports-reference.com/cbb/players/boubacar-coulibaly-1.html
WCC,Ethan Anderson,ethan anderson,Wyoming,MWC,D1,Pepperdine,2023-24,2022-23,G,6-1,210,21,24.9,0.6224999999999999,7.9,4.3,2.9,0.3,0.2,2.0,0.54,0.313,0.466,0.56,12.690763052208837,6.907630522088354,4.658634538152611,0.48192771084337355,0.321285140562249,3.21285140562249,33,33,24.7,815.1,0.6174999999999999,5.7,2.2,3.3,0.5,0.1,1.8,0.5125899280575539,9.4,15.4,0.8,0.038,-3.8,https://www.sports-reference.com/cbb/players/ethan-anderson-1.html,https://www.sports-reference.com/cbb/players/ethan-anderson-1.html
WCC,Alonso Faure,alonso faure,Loyola (MD),Patriot,D1,Pepperdine,2024-25,2023-24,F,6-10,225,32,20.5,0.5125,7.8,5.6,1.0,0.4,0.4,1.8,0.49,0.3,0.635,0.513,15.21951219512195,10.926829268292684,1.951219512195122,0.7804878048780488,0.7804878048780488,3.5121951219512195,27,0,7.6,205.2,0.19,2.3,2.3,0.3,0.1,0.1,0.5,0.560428849902534,13.5,17.4,0.4,0.074,-5.8,https://www.sports-reference.com/cbb/players/alonso-faure-1.html,https://www.sports-reference.com/cbb/players/alonso-faure-1.html
WCC,Mike Saunders,mike saunders,McNeese State,Southland,D1,Pepperdine,2024-25,2023-24,G,6-0,190,18,16.9,0.4225,6.0,1.3,1.6,0.4,0.0,0.6,0.515,0.381,0.78,0.576,14.201183431952664,3.076923076923077,3.7869822485207103,0.9467455621301776,0.0,1.4201183431952664,17,0,7.3,124.1,0.1825,1.2,0.5,0.4,0.1,0.0,0.3,0.45454545454545453,3.9,11.1,0.0,0.005,-5.8,https://www.sports-reference.com/cbb/players/mike-saundersjr-1.html,https://www.sports-reference.com/cbb/players/mike-saundersjr-1.html
WCC,Moe Odum,moe odum,Pacific,WCC,D1,Pepperdine,2024-25,2023-24,G,6-1,160,32,28.3,0.7075,8.7,2.6,4.6,1.2,0.1,1.8,0.368,0.296,0.733,0.437,12.296819787985866,3.674911660777385,6.501766784452297,1.696113074204947,0.1413427561837456,2.5441696113074204,35,35,33.3,1165.5,0.8324999999999999,13.1,3.2,7.5,1.2,0.0,2.6,0.5673943173943173,18.1,21.5,3.3,0.114,1.9,https://www.sports-reference.com/cbb/players/moe-odum-1.html,https://www.sports-reference.com/cbb/players/moe-odum-1.html
WCC,Stefan Todorovic,stefan todorovic,San Francisco,WCC,D1,Pepperdine,2024-25,2023-24,F,6-8,190,22,9.7,0.2425,3.8,1.5,0.4,0.3,0.0,0.4,0.4,0.289,0.882,0.493,15.670103092783506,6.185567010309279,1.6494845360824744,1.2371134020618557,0.0,1.6494845360824744,35,35,34.3,1200.5,0.8574999999999999,18.3,5.5,2.1,1.0,0.1,2.2,0.5687468920934858,17.9,27.1,3.2,0.106,1.6,https://www.sports-reference.com/cbb/players/stefan-todorovic-1.html,https://www.sports-reference.com/cbb/players/stefan-todorovic-1.html
WCC,Zion Bethea,zion bethea,Delaware,CAA,D1,Pepperdine,2024-25,2023-24,G,6-3,205,3,14.3,0.35750000000000004,2.7,1.3,0.3,0.0,0.0,0.7,0.231,0.25,0.0,0.308,7.5524475524475525,3.6363636363636362,0.8391608391608392,0.0,0.0,1.958041958041958,30,13,21.6,648.0,0.54,7.4,2.9,0.7,1.2,0.1,0.8,0.4901960784313726,11.2,19.7,0.8,0.049,-2.2,https://www.sports-reference.com/cbb/players/zion-bethea-1.html,https://www.sports-reference.com/cbb/players/zion-bethea-1.html
WCC,Aaron Clark,aaron clark,Wake Forest,ACC,D1,Pepperdine,2025-26,2023-24,G,6-6,195,7,4.6,0.11499999999999999,0.0,0.1,0.1,0.6,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.8695652173913044,0.8695652173913044,5.217391304347826,2.608695652173913,0.8695652173913044,32,26,32.3,1033.6,0.8074999999999999,15.3,3.4,2.7,1.2,0.1,2.8,0.5502013808975834,14.4,25.9,1.5,0.058,-0.8,https://www.sports-reference.com/cbb/players/aaron-clark-1.html,https://www.sports-reference.com/cbb/players/aaron-clark-1.html
WCC,Javon Cooley,javon cooley,Marist,MAAC,D1,Pepperdine,2025-26,2023-24,F,6-5,185,31,24.8,0.62,7.5,4.2,0.6,0.9,0.5,0.9,0.542,0.475,0.854,0.676,12.096774193548386,6.774193548387097,0.9677419354838709,1.4516129032258065,0.8064516129032258,1.4516129032258065,32,27,30.2,966.4,0.755,11.4,4.7,1.1,1.0,0.3,1.4,0.5367231638418078,13.0,20.1,1.6,0.067,-1.1,https://www.sports-reference.com/cbb/players/javon-cooley-1.html,https://www.sports-reference.com/cbb/players/javon-cooley-1.html
WCC,Pavle Stosic,pavle stosic,Gonzaga,WCC,D1,Pepperdine,2025-26,2023-24,F,6-9,215,14,3.4,0.08499999999999999,1.0,0.8,0.1,0.1,0.2,0.4,0.375,0.0,0.5,0.375,11.764705882352942,9.411764705882353,1.1764705882352942,1.1764705882352942,2.3529411764705883,4.705882352941177,31,12,16.2,502.2,0.40499999999999997,3.6,3.8,0.7,0.4,0.5,0.6,0.5022321428571429,12.1,13.0,0.8,0.065,-3.0,https://www.sports-reference.com/cbb/players/pavle-stosic-1.html,https://www.sports-reference.com/cbb/players/pavle-stosic-1.html
WCC,Preston Phillips,preston phillips,Evansville,MVC,D1,Pepperdine,2025-26,2022-23,F,6-8,190,31,19.5,0.4875,3.9,3.7,1.0,0.7,0.5,1.0,0.542,0.346,0.59,0.596,8.0,7.589743589743589,2.051282051282051,1.435897435897436,1.0256410256410255,2.051282051282051,3,0,11.7,35.099999999999994,0.2925,0.7,2.7,0.7,0.7,0.3,0.7,0.5,8.5,5.7,0.0,0.037,0.8,https://www.sports-reference.com/cbb/players/preston-phillips-2.html,https://www.sports-reference.com/cbb/players/preston-phillips-2.html
WCC,Stefan Cicic,stefan cicic,Tulane,AAC,D1,Pepperdine,2025-26,2024-25,C,7-0,260,3,1.3,0.0325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,5,12.4,396.8,0.31,4.5,2.6,0.3,0.3,0.8,0.8,0.5664652567975831,15.2,19.5,0.6,0.061,-3.2,https://www.sports-reference.com/cbb/players/stefan-cicic-1.html,https://www.sports-reference.com/cbb/players/stefan-cicic-1.html
WCC,Styles Phipps,styles phipps,Grand Canyon,WAC,D1,Pepperdine,2025-26,2024-25,G,6-2,190,20,7.9,0.1975,2.1,1.2,1.1,0.8,0.0,0.7,0.452,0.143,0.6,0.468,10.632911392405063,6.075949367088607,5.5696202531645564,4.0506329113924044,0.0,3.5443037974683542,32,32,34.0,1088.0,0.85,13.4,5.9,5.2,1.5,0.2,2.8,0.5293931731984829,16.7,23.0,2.4,0.087,0.7,https://www.sports-reference.com/cbb/players/styles-phipps-1.html,https://www.sports-reference.com/cbb/players/styles-phipps-1.html
WCC,Yonatan Levy,yonatan levy,Green Bay,Horizon,D1,Pepperdine,2025-26,2024-25,F,6-9,250,13,23.9,0.5974999999999999,7.8,6.1,2.6,0.9,0.5,2.4,0.373,0.318,0.864,0.407,13.054393305439332,10.209205020920503,4.351464435146444,1.5062761506276152,0.8368200836820084,4.01673640167364,32,28,20.4,652.8,0.51,5.2,4.2,1.7,0.8,0.2,1.4,0.5565068493150686,11.2,15.0,0.9,0.058,-2.7,https://www.sports-reference.com/cbb/players/yonatan-levy-1.html,https://www.sports-reference.com/cbb/players/yonatan-levy-1.html
WCC,Alden Applewhite,alden applewhite,Mississippi State,SEC,D1,Portland,2022-23,2021-22,F,6-7,200,2,3.5,0.0875,1.0,2.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,11.428571428571429,22.857142857142858,0.0,0.0,0.0,5.714285714285714,32,5,17.5,560.0,0.4375,7.7,2.9,1.2,0.7,0.1,1.4,0.586890243902439,15.7,23.4,1.4,0.1,0.5,https://www.sports-reference.com/cbb/players/alden-applewhite-1.html,https://www.sports-reference.com/cbb/players/alden-applewhite-1.html
WCC,Joey St. Pierre,joey st pierre,Milwaukee,Horizon,D1,Portland,2022-23,2021-22,C,6-10,275,31,23.7,0.5925,6.3,5.7,0.8,0.4,1.4,1.5,0.59,0.0,0.481,0.59,10.632911392405063,9.620253164556962,1.350210970464135,0.6751054852320675,2.3628691983122363,2.5316455696202533,20,9,9.2,184.0,0.22999999999999998,3.2,2.0,0.1,0.2,0.3,0.8,0.54421768707483,10.8,20.5,0.2,0.042,-6.0,https://www.sports-reference.com/cbb/players/joey-stpierre-1.html,https://www.sports-reference.com/cbb/players/joey-stpierre-1.html
WCC,Wyatt Lowell,wyatt lowell,Brigham Young,WCC,D1,Portland,2022-23,2020-21,F,6-10,205,7,6.3,0.1575,2.0,1.1,0.1,0.0,0.0,0.1,0.286,0.25,0.75,0.393,12.6984126984127,6.984126984126984,0.6349206349206349,0.0,0.0,0.6349206349206349,13,0,8.2,106.6,0.205,4.2,1.5,0.7,0.5,0.0,0.2,0.5687973997833152,19.7,24.8,0.4,0.147,-3.4,https://www.sports-reference.com/cbb/players/wyatt-lowell-1.html,https://www.sports-reference.com/cbb/players/wyatt-lowell-1.html
WCC,Alimamy Koroma,alimamy koroma,Cal Poly,Big West,D1,Portland,2023-24,2022-23,F,6-8,220,33,26.0,0.65,10.8,4.3,0.4,0.4,0.9,1.8,0.479,0.306,0.771,0.507,16.615384615384617,6.615384615384615,0.6153846153846154,0.6153846153846154,1.3846153846153846,2.769230769230769,12,5,18.6,223.20000000000002,0.465,9.7,4.2,0.7,0.3,0.6,1.5,0.6208397337429595,19.6,26.2,0.5,0.09,-3.2,https://www.sports-reference.com/cbb/players/alimamy-koroma-1.html,https://www.sports-reference.com/cbb/players/alimamy-koroma-1.html
WCC,Yuto Yamanouchi,yuto yamanouchi,Lamar,Southland,D1,Portland,2023-24,2022-23,C,6-10,225,28,21.5,0.5375,6.9,7.1,0.3,0.2,0.8,1.2,0.407,0.167,0.753,0.413,12.837209302325581,13.209302325581396,0.5581395348837209,0.37209302325581395,1.4883720930232558,2.2325581395348837,12,11,20.1,241.20000000000002,0.5025000000000001,8.6,5.2,0.6,0.2,0.8,1.3,0.5512820512820512,15.4,23.5,0.4,0.063,-2.1,https://www.sports-reference.com/cbb/players/yuto-yamanouchi-1.html,https://www.sports-reference.com/cbb/players/yuto-yamanouchi-1.html
WCC,Jermaine Ballisager-Webb,jermaine ballisager webb,American,Patriot,D1,Portland,2024-25,2023-24,C,7-0,240,22,13.2,0.32999999999999996,7.4,3.8,0.4,0.1,0.2,1.2,0.581,0.0,0.625,0.581,22.424242424242426,11.515151515151516,1.2121212121212122,0.30303030303030304,0.6060606060606061,3.6363636363636367,29,8,10.3,298.70000000000005,0.2575,4.3,1.8,0.8,0.1,0.1,0.5,0.6971465629053177,17.7,17.9,0.9,0.124,0.7,https://www.sports-reference.com/cbb/players/jermaine-ballisager-webb-1.html,https://www.sports-reference.com/cbb/players/jermaine-ballisager-webb-1.html
WCC,Max Mackinnon,max mackinnon,Elon,CAA,D1,Portland,2024-25,2023-24,G,6-5,205,32,27.1,0.6775,12.1,4.8,2.6,0.8,0.2,2.1,0.45,0.364,0.702,0.527,17.859778597785976,7.084870848708487,3.837638376383764,1.1808118081180812,0.2952029520295203,3.099630996309963,32,30,28.1,899.2,0.7025,14.5,4.8,3.2,0.7,0.3,2.3,0.5886651510230595,19.5,26.9,2.3,0.104,1.1,https://www.sports-reference.com/cbb/players/max-mackinnon-1.html,https://www.sports-reference.com/cbb/players/max-mackinnon-1.html
WCC,Mezziah Oakman,mezziah oakman,UC Santa Barbara,Big West,D1,Portland,2024-25,2023-24,C,7-0,230,1,5.0,0.125,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,13,2,9.5,123.5,0.2375,4.4,1.5,0.5,0.4,0.4,0.5,0.686641697877653,20.4,20.7,0.4,0.129,-6.5,https://www.sports-reference.com/cbb/players/mezziah-oakman-1.html,https://www.sports-reference.com/cbb/players/mezziah-oakman-1.html
WCC,James O'Donnell,james o donnell,San Francisco,WCC,D1,Portland,2025-26,2024-25,F,6-9,230,35,12.6,0.315,2.1,2.6,0.5,0.3,0.4,0.8,0.574,0.0,0.406,0.574,6.666666666666667,8.253968253968255,1.5873015873015874,0.9523809523809524,1.2698412698412698,2.5396825396825395,34,23,22.4,761.5999999999999,0.5599999999999999,10.0,4.4,1.1,0.4,0.6,1.9,0.6582411795681937,16.5,21.4,1.8,0.095,-1.1,https://www.sports-reference.com/cbb/players/james-odonnell-2.html,https://www.sports-reference.com/cbb/players/james-odonnell-2.html
WCC,Matus Hronsky,matus hronsky,Duquesne,A-10,D1,Portland,2025-26,2024-25,F,6-8,205,32,17.0,0.425,5.2,1.9,0.9,0.6,0.1,0.8,0.369,0.353,0.75,0.484,12.235294117647058,4.470588235294118,2.1176470588235294,1.411764705882353,0.23529411764705882,1.8823529411764706,31,21,18.3,567.3000000000001,0.4575,5.6,2.0,0.9,0.5,0.2,1.0,0.5275056518462697,9.2,17.1,0.6,0.041,-1.5,https://www.sports-reference.com/cbb/players/matus-hronsky-1.html,https://www.sports-reference.com/cbb/players/matus-hronsky-1.html
WCC,Riley Parker,riley parker,Saint Francis (PA),NEC,D1,Portland,2025-26,2024-25,G,6-2,195,34,31.7,0.7925,13.4,3.5,3.3,0.9,0.1,2.5,0.481,0.396,0.851,0.575,16.90851735015773,4.416403785488959,4.16403785488959,1.135646687697161,0.12618296529968454,3.1545741324921135,1,0,19.0,19.0,0.475,4.0,1.0,2.0,1.0,0.0,1.0,0.625,10.5,11.5,0.0,0.083,-1.5,https://www.sports-reference.com/cbb/players/riley-parker-1.html,https://www.sports-reference.com/cbb/players/riley-parker-1.html
WCC,Ashton Hardaway,ashton hardaway,Memphis,AAC,D1,Saint Mary's,2024-25,2023-24,F,6-8,210,30,8.2,0.205,2.3,0.8,0.4,0.2,0.2,0.4,0.343,0.333,0.6,0.464,11.219512195121952,3.9024390243902443,1.9512195121951221,0.9756097560975611,0.9756097560975611,1.9512195121951221,33,0,9.5,313.5,0.2375,2.1,1.2,0.4,0.3,0.2,0.3,0.48253676470588236,10.1,13.1,1.0,0.126,2.9,https://www.sports-reference.com/cbb/players/ashton-hardaway-1.html,https://www.sports-reference.com/cbb/players/ashton-hardaway-1.html
WCC,Paulius Murauskas,paulius murauskas,Arizona,Pac-12,D1,Saint Mary's,2024-25,2023-24,F,6-8,225,23,5.0,0.125,2.7,1.2,0.1,0.1,0.0,0.3,0.438,0.519,0.7,0.583,21.6,9.6,0.8,0.8,0.0,2.4,35,35,26.9,941.5,0.6725,12.1,7.7,1.3,0.6,0.4,1.2,0.5397930049964311,20.5,24.0,4.6,0.197,5.7,https://www.sports-reference.com/cbb/players/paulius-murauskas-1.html,https://www.sports-reference.com/cbb/players/paulius-murauskas-1.html
WCC,Tony Duckett,tony duckett,San Diego,WCC,D1,Saint Mary's,2025-26,2024-25,G,6-5,185,29,25.7,0.6425,10.4,2.0,1.9,0.7,0.3,1.2,0.386,0.338,0.873,0.428,16.186770428015564,3.11284046692607,2.9571984435797667,1.0894941634241246,0.4669260700389105,1.867704280155642,22,0,6.7,147.4,0.1675,3.1,0.5,0.4,0.3,0.3,0.4,0.5567528735632185,16.1,24.7,0.6,0.172,2.6,https://www.sports-reference.com/cbb/players/tony-duckett-2.html,https://www.sports-reference.com/cbb/players/tony-duckett-2.html
WCC,Deven Dahlke,deven dahlke,Drake,MVC,D1,San Diego,2022-23,2021-22,G,6-2,185,8,4.9,0.12250000000000001,1.3,0.5,0.1,0.3,0.0,0.1,0.4,0.25,0.5,0.45,10.612244897959183,4.081632653061225,0.8163265306122448,2.4489795918367343,0.0,0.8163265306122448,21,5,11.2,235.2,0.27999999999999997,2.1,1.1,0.6,0.4,0.0,0.1,0.5028735632183908,8.8,10.2,0.3,0.048,-0.7,https://www.sports-reference.com/cbb/players/deven-dahlke-1.html,https://www.sports-reference.com/cbb/players/deven-dahlke-1.html
WCC,Eric Williams,eric williams,Oregon,Pac-12,D1,San Diego,2022-23,2021-22,G,6-6,200,33,26.8,0.67,8.4,4.6,1.2,1.1,0.1,1.2,0.376,0.351,0.679,0.451,12.53731343283582,6.865671641791044,1.791044776119403,1.6417910447761193,0.14925373134328357,1.791044776119403,23,22,32.5,747.5,0.8125,14.6,9.3,2.3,1.3,0.3,2.3,0.5305232558139534,20.5,24.8,2.0,0.108,1.2,https://www.sports-reference.com/cbb/players/eric-williamsjr-1.html,https://www.sports-reference.com/cbb/players/eric-williamsjr-1.html
WCC,Jaiden Delaire,jaiden delaire,Stanford,Pac-12,D1,San Diego,2022-23,2021-22,F,6-9,210,32,23.6,0.5900000000000001,10.1,4.0,1.1,0.6,0.4,2.2,0.425,0.323,0.662,0.467,17.11864406779661,6.779661016949152,1.8644067796610169,1.0169491525423728,0.6779661016949152,3.7288135593220337,12,10,27.1,325.20000000000005,0.6775,9.2,5.3,1.2,1.2,0.8,1.7,0.5187189896256201,14.3,19.5,0.4,0.055,-1.5,https://www.sports-reference.com/cbb/players/jaiden-delaire-1.html,https://www.sports-reference.com/cbb/players/jaiden-delaire-1.html
WCC,Nic Lynch,nic lynch,Lehigh,Patriot,D1,San Diego,2022-23,2021-22,C,6-11,250,32,21.0,0.525,9.7,4.4,0.6,0.1,0.4,1.1,0.519,0.459,0.87,0.584,18.476190476190474,8.380952380952381,1.1428571428571428,0.19047619047619047,0.7619047619047619,2.0952380952380953,31,6,10.5,325.5,0.2625,3.5,1.6,0.3,0.0,0.2,0.3,0.5689206762028608,12.6,16.0,0.6,0.069,-1.0,https://www.sports-reference.com/cbb/players/nic-lynch-1.html,https://www.sports-reference.com/cbb/players/nic-lynch-1.html
