Player Name,Team,Conference,source_url,source_method,row_match_text,GP,MIN,MPG,FGM,FGA,FG%,3PTM,3PTA,3PT%,FTM,FTA,FT%,PTS,PPG,ORB,DRB,TOT RB,RPG,PF,AST,TO,STL,BLK,APG,TOPG,SPG,BPG,pts_per_40,reb_per_40,ast_per_40,stl_per_40,blk_per_40,tov_per_40,eFG,three_share,AST_TOV,FTR,TS_pct,audit_status,acceptance_status
Nick McConnell,North Greenville,Conference Carolinas,https://nguathletics.com/sports/mens-basketball/stats,official_school_stats_page,"13 McConnell, Nick  13 McConnell, Nick 7 0.0 39 5.6 4 9 0.444 2 6 0.333 0 1 0.0 10 1.4 2 3 5 0.7 3 4 3 1 0 View Bio",7.0,39.2,5.6,4.0,9.0,0.444,2.0,6.0,0.333,0.0,1.0,0.0,10.0,1.4285714285714286,2.0,3.0,5.0,0.7142857142857143,3.0,4.0,3.0,1.0,0.0,0.5714285714285714,0.4285714285714285,0.1428571428571428,0.0,10.204081632653065,5.102040816326531,4.081632653061225,1.020408163265306,0.0,3.0612244897959187,,,,,,ok,ok
Cal Rich,Shorter,Conference Carolinas,https://goshorterhawks.com/sports/mens-basketball/stats,official_school_stats_page,"24 Rich, Cal  24 Rich, Cal 5 0.0 15 3.0 0 2 0.0 0 1 0.0 1 2 0.5 1 0.2 1 2 3 0.6 1 1 1 0 0 View Bio",5.0,15.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,0.5,1.0,0.2,1.0,2.0,3.0,0.6,1.0,1.0,1.0,0.0,0.0,0.2,0.2,0.0,0.0,2.6666666666666665,8.0,2.6666666666666665,0.0,0.0,2.6666666666666665,,,,,,ok,ok
J.P. Ricks,UNC Pembroke,Conference Carolinas,https://uncpbraves.com/sports/mens-basketball/stats,official_school_stats_page,"03 Ricks, JP  03 Ricks, JP 4 4.0 107 26.8 8 22 0.364 1 9 0.111 5 6 0.833 22 5.5 1 8 9 2.3 10 23 7 5 4 View Bio",4.0,107.2,26.8,8.0,22.0,0.364,1.0,9.0,0.111,5.0,6.0,0.833,22.0,5.5,1.0,8.0,9.0,2.25,10.0,23.0,7.0,5.0,4.0,5.75,1.75,1.25,1.0,8.208955223880597,3.3582089552238803,8.582089552238806,1.8656716417910448,1.4925373134328357,2.6119402985074625,,,,,,ok,ok
Connor Harris,UNC Pembroke,Conference Carolinas,https://uncpbraves.com/sports/mens-basketball/stats,official_school_stats_page,"25 Harris, Connor  25 Harris, Connor 9 0.0 13 1.4 1 6 0.167 0 1 0.0 8 10 0.8 10 1.1 0 2 2 0.2 0 1 2 0 0 View Bio",9.0,12.6,1.4,1.0,6.0,0.167,0.0,1.0,0.0,8.0,10.0,0.8,10.0,1.1111111111111112,0.0,2.0,2.0,0.2222222222222222,0.0,1.0,2.0,0.0,0.0,0.1111111111111111,0.2222222222222222,0.0,0.0,31.746031746031747,6.34920634920635,3.174603174603175,0.0,0.0,6.34920634920635,,,,,,ok,ok
Justin Grimes,UNC Pembroke,Conference Carolinas,https://uncpbraves.com/sports/mens-basketball/stats,official_school_stats_page,"33 Grimes, Justin  33 Grimes, Justin 6 0.0 8 1.3 1 2 0.5 1 2 0.5 1 2 0.5 4 0.7 1 2 3 0.5 1 1 0 0 0 View Bio",6.0,7.800000000000001,1.3,1.0,2.0,0.5,1.0,2.0,0.5,1.0,2.0,0.5,4.0,0.6666666666666666,1.0,2.0,3.0,0.5,1.0,1.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,20.51282051282051,15.384615384615383,5.128205128205128,0.0,0.0,0.0,,,,,,ok,ok
Will Brown,UNC Pembroke,Conference Carolinas,https://uncpbraves.com/sports/mens-basketball/stats,official_school_stats_page,"30 Brown, Will  30 Brown, Will 6 0.0 10 1.7 1 5 0.2 0 2 0.0 2 3 0.667 4 0.7 1 1 2 0.3 0 1 1 0 0 View Bio",6.0,10.2,1.7,1.0,5.0,0.2,0.0,2.0,0.0,2.0,3.0,0.667,4.0,0.6666666666666666,1.0,1.0,2.0,0.3333333333333333,0.0,1.0,1.0,0.0,0.0,0.1666666666666666,0.1666666666666666,0.0,0.0,15.68627450980392,7.84313725490196,3.92156862745098,0.0,0.0,3.92156862745098,,,,,,ok,ok
Steven Lassiter,UNC Pembroke,Conference Carolinas,https://uncpbraves.com/sports/mens-basketball/stats,official_school_stats_page,"13 Lassiter, Steven  13 Lassiter, Steven 13 0.0 21 1.6 2 3 0.667 1 1 1.0 1 1 1.0 6 0.5 1 6 7 0.5 5 0 1 0 2 View Bio",13.0,20.8,1.6,2.0,3.0,0.667,1.0,1.0,1.0,1.0,1.0,1.0,6.0,0.4615384615384615,1.0,6.0,7.0,0.5384615384615384,5.0,0.0,1.0,0.0,2.0,0.0,0.0769230769230769,0.0,0.1538461538461538,11.538461538461538,13.46153846153846,0.0,0.0,3.8461538461538463,1.9230769230769231,,,,,,ok,ok
Willie Jones,Young Harris,Conference Carolinas,https://yhcathletics.com/sports/mens-basketball/stats,official_school_stats_page,"02 Jones, Willie  02 Jones, Willie 5 0.0 57 11.4 5 13 0.385 3 9 0.333 0 0 0.0 13 2.6 2 9 11 2.2 8 4 4 2 0 View Bio",5.0,57.0,11.4,5.0,13.0,0.385,3.0,9.0,0.333,0.0,0.0,0.0,13.0,2.6,2.0,9.0,11.0,2.2,8.0,4.0,4.0,2.0,0.0,0.8,0.8,0.4,0.0,9.12280701754386,7.719298245614035,2.807017543859649,1.4035087719298245,0.0,2.807017543859649,,,,,,ok,ok
Kade Harman,Young Harris,Conference Carolinas,https://yhcathletics.com/sports/mens-basketball/stats,official_school_stats_page,"21 Harman, Kade  21 Harman, Kade 2 0.0 17 8.5 2 7 0.286 1 6 0.167 0 0 0.0 5 2.5 0 1 1 0.5 1 0 1 2 0 View Bio",2.0,17.0,8.5,2.0,7.0,0.286,1.0,6.0,0.167,0.0,0.0,0.0,5.0,2.5,0.0,1.0,1.0,0.5,1.0,0.0,1.0,2.0,0.0,0.0,0.5,1.0,0.0,11.764705882352942,2.3529411764705883,0.0,4.705882352941177,0.0,2.3529411764705883,,,,,,ok,ok
Aiden Gibson,Young Harris,Conference Carolinas,https://yhcathletics.com/sports/mens-basketball/stats,official_school_stats_page,"22 Gibson, Aiden  22 Gibson, Aiden 3 0.0 21 7.0 2 5 0.4 1 3 0.333 0 0 0.0 5 1.7 0 1 1 0.3 0 2 0 0 0 View Bio",3.0,21.0,7.0,2.0,5.0,0.4,1.0,3.0,0.333,0.0,0.0,0.0,5.0,1.6666666666666667,0.0,1.0,1.0,0.3333333333333333,0.0,2.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,9.523809523809524,1.9047619047619049,3.8095238095238098,0.0,0.0,0.0,,,,,,profile_fetch_failed,profile_fetch_failed
Alex Young,Young Harris,Conference Carolinas,https://yhcathletics.com/sports/mens-basketball/stats,official_school_stats_page,"11 Young, Alex  11 Young, Alex 6 0.0 30 5.0 3 9 0.333 1 6 0.167 0 0 0.0 7 1.2 1 5 6 1.0 2 4 1 0 0 View Bio",6.0,30.0,5.0,3.0,9.0,0.333,1.0,6.0,0.167,0.0,0.0,0.0,7.0,1.1666666666666667,1.0,5.0,6.0,1.0,2.0,4.0,1.0,0.0,0.0,0.6666666666666666,0.1666666666666666,0.0,0.0,9.333333333333334,8.0,5.333333333333333,0.0,0.0,1.3333333333333333,,,,,,ok,ok
Traven Norwood,Young Harris,Conference Carolinas,https://yhcathletics.com/sports/mens-basketball/stats,official_school_stats_page,"10 Norwood, Traven  10 Norwood, Traven 4 0.0 10 2.5 0 3 0.0 0 0 0.0 0 0 0.0 0 0.0 0 1 1 0.3 0 0 1 1 0 View Bio",4.0,10.0,2.5,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.25,0.0,0.0,1.0,1.0,0.0,0.0,0.25,0.25,0.0,0.0,4.0,0.0,4.0,0.0,4.0,,,,,,ok,ok
Ryan Hurst,Salem University,Division II Independent,https://salemtigers.com/sports/mens-basketball/stats/2025-26,official_school_stats_page,"10 Hurst, Ryan  10 Hurst, Ryan 8 0.0 34 4.3 4 7 0.571 2 4 0.5 1 2 0.5 11 1.4 2 4 6 0.8 2 0 8 0 0 View Bio",8.0,34.4,4.3,4.0,7.0,0.571,2.0,4.0,0.5,1.0,2.0,0.5,11.0,1.375,2.0,4.0,6.0,0.75,2.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,12.790697674418606,6.976744186046512,0.0,0.0,0.0,9.30232558139535,,,,,,ok,ok
Jonathan Kelley,Salem University,Division II Independent,https://salemtigers.com/sports/mens-basketball/stats/2025-26,official_school_stats_page,"11 Kelley, Jonathan  11 Kelley, Jonathan 2 0.0 8 4.0 0 5 0.0 0 0 0.0 2 2 1.0 2 1.0 0 3 3 1.5 1 1 2 0 0 View Bio",2.0,8.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,0.0,3.0,3.0,1.5,1.0,1.0,2.0,0.0,0.0,0.5,1.0,0.0,0.0,10.0,15.0,5.0,0.0,0.0,10.0,,,,,,profile_fetch_failed,profile_fetch_failed
Graden McKinney,Salem University,Division II Independent,https://salemtigers.com/sports/mens-basketball/stats/2025-26,official_school_stats_page,"22 McKinney, Graden  22 McKinney, Graden 4 0.0 31 7.8 1 10 0.1 1 9 0.111 0 0 0.0 3 0.8 0 4 4 1.0 2 1 1 2 0 View Bio",4.0,31.2,7.8,1.0,10.0,0.1,1.0,9.0,0.111,0.0,0.0,0.0,3.0,0.75,0.0,4.0,4.0,1.0,2.0,1.0,1.0,2.0,0.0,0.25,0.25,0.5,0.0,3.8461538461538463,5.128205128205129,1.2820512820512822,2.5641025641025643,0.0,1.2820512820512822,,,,,,profile_fetch_failed,profile_fetch_failed
Keder Belizaire,Salem University,Division II Independent,https://salemtigers.com/sports/mens-basketball/stats/2025-26,official_school_stats_page,"23 Belizaire, Keder  23 Belizaire, Keder 9 0.0 32 3.6 1 5 0.2 1 2 0.5 2 4 0.5 5 0.6 4 4 8 0.9 3 0 5 0 1 View Bio",9.0,32.4,3.6,1.0,5.0,0.2,1.0,2.0,0.5,2.0,4.0,0.5,5.0,0.5555555555555556,4.0,4.0,8.0,0.8888888888888888,3.0,0.0,5.0,0.0,1.0,0.0,0.5555555555555556,0.0,0.1111111111111111,6.172839506172839,9.876543209876544,0.0,0.0,1.2345679012345678,6.172839506172839,,,,,,ok,ok
Caden Morris,Salem University,Division II Independent,https://salemtigers.com/sports/mens-basketball/stats/2025-26,official_school_stats_page,"21 Morris, Caden  21 Morris, Caden 7 0.0 15 2.1 1 1 1.0 0 0 0.0 0 0 0.0 2 0.3 0 2 2 0.3 1 0 2 0 0 View Bio",7.0,14.7,2.1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.2857142857142857,0.0,2.0,2.0,0.2857142857142857,1.0,0.0,2.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,5.442176870748298,5.442176870748298,0.0,0.0,0.0,5.442176870748298,,,,,,ok,ok
Exzavia Robertson,DYouville,East Coast,https://dyusaints.com/sports/mens-basketball/stats,official_school_stats_page,"11 Robertson, Exzavia  11 Robertson, Exzavia 4 0.0 24 6.0 5 12 0.417 0 2 0.0 9 12 0.75 19 4.8 0 1 1 0.3 1 2 2 1 0 View Bio",4.0,24.0,6.0,5.0,12.0,0.417,0.0,2.0,0.0,9.0,12.0,0.75,19.0,4.75,0.0,1.0,1.0,0.25,1.0,2.0,2.0,1.0,0.0,0.5,0.5,0.25,0.0,31.666666666666668,1.6666666666666667,3.3333333333333335,1.6666666666666667,0.0,3.3333333333333335,,,,,,ok,ok
Isaac White,DYouville,East Coast,https://dyusaints.com/sports/mens-basketball/stats,official_school_stats_page,"10 White, Isaac  10 White, Isaac 1 0.0 2 2.0 1 2 0.5 1 2 0.5 0 0 0.0 3 3.0 0 0 0 0.0 0 0 0 0 0 View Bio",1.0,2.0,2.0,1.0,2.0,0.5,1.0,2.0,0.5,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,,,,,,ok,ok
Shawnn Smith,DYouville,East Coast,https://dyusaints.com/sports/mens-basketball/stats,official_school_stats_page,"03 Smith, Shawnn  03 Smith, Shawnn 2 0.0 17 8.5 0 4 0.0 0 2 0.0 2 4 0.5 2 1.0 1 5 6 3.0 3 2 4 0 0 View Bio",2.0,17.0,8.5,0.0,4.0,0.0,0.0,2.0,0.0,2.0,4.0,0.5,2.0,1.0,1.0,5.0,6.0,3.0,3.0,2.0,4.0,0.0,0.0,1.0,2.0,0.0,0.0,4.705882352941177,14.117647058823527,4.705882352941177,0.0,0.0,9.411764705882351,,,,,,profile_fetch_failed,profile_fetch_failed
Dut Kuol,DYouville,East Coast,https://dyusaints.com/sports/mens-basketball/stats,official_school_stats_page,"25 Kuol, Dut  25 Kuol, Dut 7 1.0 16 2.3 1 2 0.5 0 0 0.0 0 0 0.0 2 0.3 1 2 3 0.4 3 0 2 1 4 View Bio",7.0,16.099999999999998,2.3,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.2857142857142857,1.0,2.0,3.0,0.4285714285714285,3.0,0.0,2.0,1.0,4.0,0.0,0.2857142857142857,0.1428571428571428,0.5714285714285714,4.968944099378882,7.453416149068324,0.0,2.484472049689441,9.937888198757763,4.968944099378882,,,,,,ok,ok
Pat Rouse,Daemen College,East Coast,https://daemenwildcats.com/sports/mens-basketball/stats,official_school_stats_page,"25 Rouse, Pat  25 Rouse, Pat 7 0.0 21 3.0 4 7 0.571 0 0 0.0 2 4 0.5 10 1.4 2 7 9 1.3 0 3 1 0 2 View Bio",7.0,21.0,3.0,4.0,7.0,0.571,0.0,0.0,0.0,2.0,4.0,0.5,10.0,1.4285714285714286,2.0,7.0,9.0,1.2857142857142858,0.0,3.0,1.0,0.0,2.0,0.4285714285714285,0.1428571428571428,0.0,0.2857142857142857,19.047619047619047,17.142857142857142,5.714285714285714,0.0,3.809523809523809,1.9047619047619044,,,,,,ok,ok
Ayden Harrison,Daemen College,East Coast,https://daemenwildcats.com/sports/mens-basketball/stats,official_school_stats_page,"10 Harrison, Ayden  10 Harrison, Ayden 9 0.0 28 3.1 1 2 0.5 1 1 1.0 3 5 0.6 6 0.7 0 8 8 0.9 4 4 4 2 1 View Bio",9.0,27.9,3.1,1.0,2.0,0.5,1.0,1.0,1.0,3.0,5.0,0.6,6.0,0.6666666666666666,0.0,8.0,8.0,0.8888888888888888,4.0,4.0,4.0,2.0,1.0,0.4444444444444444,0.4444444444444444,0.2222222222222222,0.1111111111111111,8.602150537634408,11.469534050179211,5.734767025089606,2.867383512544803,1.4336917562724014,5.734767025089606,,,,,,ok,ok
Ivan Yhomby,Daemen College,East Coast,https://daemenwildcats.com/sports/mens-basketball/stats,official_school_stats_page,"08 Yhomby, Ivan  08 Yhomby, Ivan 6 0.0 13 2.2 0 2 0.0 0 0 0.0 2 4 0.5 2 0.3 0 0 0 0.0 3 1 1 0 0 View Bio",6.0,13.2,2.2,0.0,2.0,0.0,0.0,0.0,0.0,2.0,4.0,0.5,2.0,0.3333333333333333,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.1666666666666666,0.1666666666666666,0.0,0.0,6.06060606060606,0.0,3.03030303030303,0.0,0.0,3.03030303030303,,,,,,profile_fetch_failed,profile_fetch_failed
Derek Long,Mercy College,East Coast,https://mercyathletics.com/sports/mens-basketball/stats,official_school_stats_page,"11 Long, Derek  11 Long, Derek 6 0.0 117 19.5 20 50 0.4 8 22 0.364 4 5 0.8 52 8.7 5 7 12 2.0 17 7 12 12 0 View Bio",6.0,117.0,19.5,20.0,50.0,0.4,8.0,22.0,0.364,4.0,5.0,0.8,52.0,8.666666666666666,5.0,7.0,12.0,2.0,17.0,7.0,12.0,12.0,0.0,1.1666666666666667,2.0,2.0,0.0,17.777777777777775,4.102564102564102,2.3931623931623935,4.102564102564102,0.0,4.102564102564102,,,,,,ok,ok
Darius Coleman,Molloy,East Coast,https://molloylions.com/sports/mens-basketball/stats,official_school_stats_page,"25 Coleman, Darius  25 Coleman, Darius 2 2.0 58 29.0 10 21 0.476 3 6 0.5 6 9 0.667 29 14.5 3 8 11 5.5 2 1 1 1 0 View Bio",2.0,58.0,29.0,10.0,21.0,0.476,3.0,6.0,0.5,6.0,9.0,0.667,29.0,14.5,3.0,8.0,11.0,5.5,2.0,1.0,1.0,1.0,0.0,0.5,0.5,0.5,0.0,20.0,7.586206896551724,0.6896551724137931,0.6896551724137931,0.0,0.6896551724137931,,,,,,ok,ok
Joshua Malcolm,Molloy,East Coast,https://molloylions.com/sports/mens-basketball/stats,official_school_stats_page,"07 Malcolm, Joshua  07 Malcolm, Joshua 7 0.0 124 17.7 9 30 0.3 2 14 0.143 4 8 0.5 24 3.4 1 3 4 0.6 19 18 6 5 0 View Bio",7.0,123.9,17.7,9.0,30.0,0.3,2.0,14.0,0.143,4.0,8.0,0.5,24.0,3.4285714285714284,1.0,3.0,4.0,0.5714285714285714,19.0,18.0,6.0,5.0,0.0,2.5714285714285716,0.8571428571428571,0.7142857142857143,0.0,7.74818401937046,1.29136400322841,5.811138014527845,1.6142050040355127,0.0,1.937046004842615,,,,,,ok,ok
Hadi Ammar Alshami,Roberts Wesleyan College,East Coast,https://robertsredhawks.com/sports/mens-basketball/stats,official_school_stats_page,"32 Alshami, Hadi  32 Alshami, Hadi 8 0.0 103 12.9 14 22 0.636 1 2 0.5 11 13 0.846 40 5.0 9 22 31 3.9 13 2 8 1 10 View Bio",8.0,103.2,12.9,14.0,22.0,0.636,1.0,2.0,0.5,11.0,13.0,0.846,40.0,5.0,9.0,22.0,31.0,3.875,13.0,2.0,8.0,1.0,10.0,0.25,1.0,0.125,1.25,15.503875968992247,12.015503875968992,0.7751937984496123,0.3875968992248061,3.875968992248062,3.1007751937984493,,,,,,ok,ok
Eli Tanner,Roberts Wesleyan College,East Coast,https://robertsredhawks.com/sports/mens-basketball/stats,official_school_stats_page,"04 Tanner, Eli  04 Tanner, Eli 2 0.0 5 2.5 2 3 0.667 0 0 0.0 1 1 1.0 5 2.5 0 0 0 0.0 0 1 1 0 0 View Bio",2.0,5.0,2.5,2.0,3.0,0.667,0.0,0.0,0.0,1.0,1.0,1.0,5.0,2.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.5,0.0,0.0,40.0,0.0,8.0,0.0,0.0,8.0,,,,,,ok,ok
Nowah Hargrow,Staten Island,East Coast,https://csidolphins.com/sports/mens-basketball/stats,official_school_stats_page,"05 Hargrow, Nowah  05 Hargrow, Nowah 3 0.0 21 7.0 2 9 0.222 2 7 0.286 2 2 1.0 8 2.7 1 2 3 1.0 4 2 1 1 0 View Bio",3.0,21.0,7.0,2.0,9.0,0.222,2.0,7.0,0.286,2.0,2.0,1.0,8.0,2.6666666666666665,1.0,2.0,3.0,1.0,4.0,2.0,1.0,1.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,15.238095238095235,5.714285714285714,3.8095238095238098,1.9047619047619049,0.0,1.9047619047619049,,,,,,profile_fetch_failed,profile_fetch_failed
Michael Oyekanmi,Staten Island,East Coast,https://csidolphins.com/sports/mens-basketball/stats,official_school_stats_page,"12 Oyekanmi, Michael 12 Oyekanmi, Michael 7 0.0 34 4.9 2 3 0.667 0 0 0.0 5 6 0.833 9 1.3 3 5 8 1.1 2 1 1 3 0 View Bio",7.0,34.300000000000004,4.9,2.0,3.0,0.667,0.0,0.0,0.0,5.0,6.0,0.833,9.0,1.2857142857142858,3.0,5.0,8.0,1.1428571428571428,2.0,1.0,1.0,3.0,0.0,0.1428571428571428,0.1428571428571428,0.4285714285714285,0.0,10.495626822157432,9.32944606413994,1.1661807580174923,3.4985422740524776,0.0,1.1661807580174923,,,,,,ok,ok
Aden Gregory,Ashland,Great Midwest Athletic,https://goashlandeagles.com/sports/mens-basketball/stats,official_school_stats_page,"05 Gregory, Aden  05 Gregory, Aden 1 0.0 7 7.0 2 4 0.5 0 1 0.0 0 0 0.0 4 4.0 0 0 0 0.0 1 1 1 0 0 View Bio",1.0,7.0,7.0,2.0,4.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,22.857142857142858,0.0,5.714285714285714,0.0,0.0,5.714285714285714,,,,,,ok,ok
Nohah Nichols,Ashland,Great Midwest Athletic,https://goashlandeagles.com/sports/mens-basketball/stats,official_school_stats_page,"32 Nichols, Nohah  32 Nichols, Nohah 9 0.0 17 1.9 2 7 0.286 0 1 0.0 0 1 0.0 4 0.4 3 3 6 0.7 5 0 1 2 0 View Bio",9.0,17.099999999999998,1.9,2.0,7.0,0.286,0.0,1.0,0.0,0.0,1.0,0.0,4.0,0.4444444444444444,3.0,3.0,6.0,0.6666666666666666,5.0,0.0,1.0,2.0,0.0,0.0,0.1111111111111111,0.2222222222222222,0.0,9.356725146198832,14.035087719298245,0.0,4.678362573099416,0.0,2.339181286549708,,,,,,ok,ok
Matthew Chou,Ashland,Great Midwest Athletic,https://goashlandeagles.com/sports/mens-basketball/stats,official_school_stats_page,"15 Chou, Matthew  15 Chou, Matthew 3 0.0 5 1.7 0 1 0.0 0 0 0.0 1 2 0.5 1 0.3 0 3 3 1.0 0 1 1 1 0 View Bio",3.0,5.1,1.7,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.5,1.0,0.3333333333333333,0.0,3.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,7.84313725490196,23.529411764705884,7.84313725490196,7.84313725490196,0.0,7.84313725490196,,,,,,ok,ok
Brady Woodall,Cedarville,Great Midwest Athletic,https://yellowjackets.cedarville.edu/sports/mens-basketball/stats,official_school_stats_page,"14 Woodall, Brady  14 Woodall, Brady 5 0.0 19 3.8 6 9 0.667 1 2 0.5 0 0 0.0 13 2.6 1 4 5 1.0 3 3 0 1 0 View Bio",5.0,19.0,3.8,6.0,9.0,0.667,1.0,2.0,0.5,0.0,0.0,0.0,13.0,2.6,1.0,4.0,5.0,1.0,3.0,3.0,0.0,1.0,0.0,0.6,0.0,0.2,0.0,27.36842105263158,10.526315789473683,6.315789473684211,2.1052631578947367,0.0,0.0,,,,,,ok,ok
Aaron Smith,Cedarville,Great Midwest Athletic,https://yellowjackets.cedarville.edu/sports/mens-basketball/stats,official_school_stats_page,"34 Smith, Aaron  34 Smith, Aaron 3 0.0 14 4.7 3 4 0.75 0 0 0.0 0 1 0.0 6 2.0 2 3 5 1.7 5 1 1 0 1 View Bio",3.0,14.1,4.7,3.0,4.0,0.75,0.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,2.0,3.0,5.0,1.6666666666666667,5.0,1.0,1.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,17.02127659574468,14.184397163120568,2.836879432624113,0.0,2.836879432624113,2.836879432624113,,,,,,ok,ok
Justin Munger,Cedarville,Great Midwest Athletic,https://yellowjackets.cedarville.edu/sports/mens-basketball/stats,official_school_stats_page,"22 Munger, Justin  22 Munger, Justin 3 0.0 9 3.0 1 2 0.5 0 0 0.0 2 2 1.0 4 1.3 1 4 5 1.7 1 0 2 0 0 View Bio",3.0,9.0,3.0,1.0,2.0,0.5,0.0,0.0,0.0,2.0,2.0,1.0,4.0,1.3333333333333333,1.0,4.0,5.0,1.6666666666666667,1.0,0.0,2.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,17.777777777777775,22.222222222222225,0.0,0.0,0.0,8.888888888888888,,,,,,ok,ok
Trevor Ruble,Cedarville,Great Midwest Athletic,https://yellowjackets.cedarville.edu/sports/mens-basketball/stats,official_school_stats_page,"04 Ruble, Trevor  04 Ruble, Trevor 2 0.0 7 3.5 0 1 0.0 0 1 0.0 0 0 0.0 0 0.0 0 0 0 0.0 1 0 0 1 0 View Bio",2.0,7.0,3.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,5.714285714285714,0.0,0.0,,,,,,ok,ok
Dominic Francis,Findlay,Great Midwest Athletic,https://findlayoilers.com/sports/mens-basketball/stats,official_school_stats_page,"24 Francis, Dominic  24 Francis, Dominic 7 0.0 21 3.0 6 7 0.857 0 0 0.0 1 2 0.5 13 1.9 2 1 3 0.4 2 0 3 0 1 View Bio",7.0,21.0,3.0,6.0,7.0,0.857,0.0,0.0,0.0,1.0,2.0,0.5,13.0,1.8571428571428572,2.0,1.0,3.0,0.4285714285714285,2.0,0.0,3.0,0.0,1.0,0.0,0.4285714285714285,0.0,0.1428571428571428,24.761904761904763,5.714285714285714,0.0,0.0,1.9047619047619044,5.714285714285714,,,,,,ok,ok
Jake Gerken,Findlay,Great Midwest Athletic,https://findlayoilers.com/sports/mens-basketball/stats,official_school_stats_page,"13 Gerken, Jake  13 Gerken, Jake 6 0.0 31 5.2 2 11 0.182 1 7 0.143 1 3 0.333 6 1.0 2 10 12 2.0 4 0 3 1 0 View Bio",6.0,31.200000000000003,5.2,2.0,11.0,0.182,1.0,7.0,0.143,1.0,3.0,0.333,6.0,1.0,2.0,10.0,12.0,2.0,4.0,0.0,3.0,1.0,0.0,0.0,0.5,0.1666666666666666,0.0,7.692307692307692,15.384615384615383,0.0,1.282051282051282,0.0,3.846153846153846,,,,,,ok,ok
Jose Luna,Findlay,Great Midwest Athletic,https://findlayoilers.com/sports/mens-basketball/stats,official_school_stats_page,"30 Luna, Jose  30 Luna, Jose 4 0.0 11 2.8 1 1 1.0 0 0 0.0 0 0 0.0 2 0.5 1 0 1 0.3 0 1 0 1 0 View Bio",4.0,11.2,2.8,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5,1.0,0.0,1.0,0.25,0.0,1.0,0.0,1.0,0.0,0.25,0.0,0.25,0.0,7.142857142857143,3.5714285714285716,3.5714285714285716,3.5714285714285716,0.0,0.0,,,,,,ok,ok
Ben Scheuher,Findlay,Great Midwest Athletic,https://findlayoilers.com/sports/mens-basketball/stats,official_school_stats_page,"20 Scheuher, Ben  20 Scheuher, Ben 3 0.0 10 3.3 0 0 0.0 0 0 0.0 0 0 0.0 0 0.0 0 1 1 0.3 0 0 1 0 0 View Bio",3.0,9.9,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,4.040404040404041,0.0,0.0,0.0,4.040404040404041,,,,,,ok,ok
Israel Gentry,Hillsdale MI,Great Midwest Athletic,https://hillsdalechargers.com/sports/mens-basketball/stats,official_school_stats_page,"21 Gentry, Israel  21 Gentry, Israel 8 0.0 17 2.1 1 4 0.25 0 2 0.0 0 0 0.0 2 0.3 0 1 1 0.1 1 1 2 0 0 View Bio",8.0,16.8,2.1,1.0,4.0,0.25,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.25,0.0,1.0,1.0,0.125,1.0,1.0,2.0,0.0,0.0,0.125,0.25,0.0,0.0,4.761904761904762,2.380952380952381,2.380952380952381,0.0,0.0,4.761904761904762,,,,,,ok,ok
