number,value,state,params_elastic_alpha,params_elastic_l1_ratio,params_et_bootstrap,params_et_max_depth,params_et_max_features,params_et_min_samples_leaf,params_et_min_samples_split,params_et_n_estimators,params_family,params_gb_learning_rate,params_gb_max_depth,params_gb_max_features,params_gb_min_samples_leaf,params_gb_min_samples_split,params_gb_n_estimators,params_gb_subsample,params_hgb_l2_regularization,params_hgb_learning_rate,params_hgb_max_iter,params_hgb_max_leaf_nodes,params_hgb_min_samples_leaf,params_lgb_colsample_bytree,params_lgb_learning_rate,params_lgb_max_depth,params_lgb_min_child_samples,params_lgb_n_estimators,params_lgb_num_leaves,params_lgb_reg_alpha,params_lgb_reg_lambda,params_lgb_subsample,params_rf_bootstrap,params_rf_max_depth,params_rf_max_features,params_rf_min_samples_leaf,params_rf_min_samples_split,params_rf_n_estimators,params_ridge_alpha,params_xgb_colsample_bytree,params_xgb_learning_rate,params_xgb_max_depth,params_xgb_min_child_weight,params_xgb_n_estimators,params_xgb_reg_alpha,params_xgb_reg_lambda,params_xgb_subsample,user_attrs_cv_corr,user_attrs_cv_r2,user_attrs_cv_rmse,user_attrs_fold_maes,datetime_start,datetime_complete
491,18.35823404361647,COMPLETE,0.0959056645221883,0.6757559563237943,,,,,,,elastic_net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4445656605717674,0.18515055669645408,22.70350921190943,"[17.283430511134032, 19.017337103213475, 22.157598544938182, 16.236085008817245, 16.95737288218277]",2026-06-19 03:50:39.655362,2026-06-19 03:50:39.709332
478,18.358235419749036,COMPLETE,0.08622043266354508,0.6335675361532138,,,,,,,elastic_net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4444983225109485,0.1846785311032635,22.710084098815546,"[17.287493293497814, 19.016725051567736, 22.13798661351258, 16.251509695614235, 16.95003155515213]",2026-06-19 03:50:35.569628,2026-06-19 03:50:35.624243
201,18.35823972058255,COMPLETE,0.07961340803361702,0.6122540608785344,,,,,,,elastic_net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44456063030142984,0.18404383600641794,22.718921824480375,"[17.26599957498871, 19.037252587532482, 22.111918043687893, 16.27092079156062, 16.984413058546437]",2026-06-19 03:49:48.624934,2026-06-19 03:49:48.675032
351,18.358264147083645,COMPLETE,0.1289843588951835,0.7897982773036766,,,,,,,elastic_net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4446306774597163,0.18586108995905415,22.69360853838535,"[17.211311251306796, 19.05511767978987, 22.206776071055444, 16.230203650577586, 17.049500279545807]",2026-06-19 03:50:14.523091,2026-06-19 03:50:14.575126
102,18.358309654776914,COMPLETE,0.07571556969485518,0.5848835782870443,,,,,,,elastic_net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4445236738699523,0.18398429160423346,22.71975076603327,"[17.269158224691754, 19.026960829992348, 22.122994705569628, 16.274997216647876, 16.977609691675973]",2026-06-19 03:49:27.340947,2026-06-19 03:49:27.389319
510,18.3583480398228,COMPLETE,0.09075928116306294,0.6119913761104948,,,,,,,elastic_net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44406968673108665,0.1856491580697608,22.69656208004676,"[17.35344022224408, 18.94389627700205, 22.20741694654573, 16.213547691324, 16.861340107850282]",2026-06-19 03:50:44.573330,2026-06-19 03:50:44.630256
548,18.35836375144389,COMPLETE,0.09112871414527125,0.6608257158043096,,,,,,,elastic_net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.444577133580081,0.18480949004489,22.70826015076117,"[17.277003647651924, 19.02560559690776, 22.1404770072652, 16.24730073361559, 16.969785135859528]",2026-06-19 03:50:53.851055,2026-06-19 03:50:53.906710
302,18.358408229618636,COMPLETE,0.09723087982368198,0.684062487764283,,,,,,,elastic_net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4445973481322753,0.18512639208855974,22.7038458491466,"[17.27678457017339, 19.02365085472164, 22.155456203873324, 16.236515914199558, 16.969849016711585]",2026-06-19 03:50:04.573325,2026-06-19 03:50:04.624064
286,18.35841635783345,COMPLETE,0.10600929531615283,0.7073415709744356,,,,,,,elastic_net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44450082672171415,0.18563127446489813,22.696811293345668,"[17.287806418789383, 19.009225554414243, 22.189145845102153, 16.214853714192508, 16.948542618919845]",2026-06-19 03:50:02.051544,2026-06-19 03:50:02.102040
828,18.358479608271075,COMPLETE,0.08439534351541761,0.5669788631384631,,,,,,,elastic_net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4439059672643537,0.18550858914505153,22.698520875626606,"[17.36794993324442, 18.923491251014287, 22.215213708324114, 16.21449783360625, 16.85714396475894]",2026-06-19 03:51:54.814024,2026-06-19 03:51:54.874096
899,18.358507318613142,COMPLETE,0.08832051370430057,0.6530205672401308,,,,,,,elastic_net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44458445999749363,0.18454409142137151,22.711956372973457,"[17.27017078420044, 19.03353906435687, 22.12792435159623, 16.255181606655064, 16.98288248788726]",2026-06-19 03:52:14.715423,2026-06-19 03:52:14.777696
395,18.358527550132013,COMPLETE,0.1143279848657057,0.7053301999494805,,,,,,,elastic_net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.443995741560951,0.1863469771913121,22.68683562765252,"[17.340166855545103, 18.949677705691013, 22.255402477665037, 16.180489494925546, 16.86961844000617]",2026-06-19 03:50:22.800736,2026-06-19 03:50:22.854917
342,18.358552406258823,COMPLETE,0.0968023519815335,0.6855343276655645,,,,,,,elastic_net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44462000479261043,0.18502384988893394,22.705274309360743,"[17.271032781205705, 19.0296804850869, 22.149724005731844, 16.239676179707345, 16.980742125599136]",2026-06-19 03:50:12.713890,2026-06-19 03:50:12.764986
