player_name,target_conference,source_level,source_school,destination_school,source_season,first_big_west_season,source_stat_source,source_url,source_class,seasons_played_before_transfer,class_backfill_source,class_backfill_file,class_backfill_table,class_backfill_matched_name
Ronald Jessamy,Big West,D1,Tennessee State,Cal State Bakersfield,2024-25,2025-26,target_conference_common_box,https://www.sports-reference.com/cbb/schools/tennessee-state/men/2025.html,SO,2.0,cached_sports_reference_player_profile,data/cache/sports_reference_roster_diff_profiles/ron-jessamy-1.html,0,Ronald Jessamy
Marcus Tsohonis,Big West,D1,VCU,Long Beach State,2021-22,2022-23,target_conference_common_box,https://www.sports-reference.com/cbb/schools/virginia-commonwealth/men/2022.html,JR,3.0,cached_sports_reference_player_profile,data/cache/sports_reference_roster_diff_profiles/marcus-tsohonis-1.html,0,Marcus Tsohonis
B.J. Kolly,Big West,D1,Montana State,UC Riverside,2024-25,2025-26,target_conference_common_box,https://www.sports-reference.com/cbb/schools/montana-state/men/2025.html,JR,3.0,cached_sports_reference_player_profile,data/cache/sports_reference_roster_diff_profiles/bj-kolly-1.html,0,B.J. Kolly
Derrick Michael Xzavierro,Big West,D1,GCU,Long Beach State,2023-24,2024-25,target_conference_common_box,https://www.sports-reference.com/cbb/schools/grand-canyon/men/2024.html,SO,2.0,cached_sports_reference_player_profile,data/cache/sports_reference_roster_diff_profiles/derrick-michael-xzavierro-1.html,0,Derrick Michael Xzavierro
Donovan Oday,Big West,D1,McNeese,Cal State Fullerton,2022-23,2023-24,target_conference_common_box,https://www.sports-reference.com/cbb/schools/mcneese-state/men/2023.html,FR,1.0,cached_sports_reference_player_profile,data/cache/sports_reference_roster_diff_profiles/donovan-oday-1.html,0,Donovan Oday
Emmanuel Tshimanga,Big West,D1,UC Irvine,UC San Diego,2021-22,2022-23,target_conference_common_box,https://www.sports-reference.com/cbb/schools/california-irvine/men/2022.html,SO,2.0,cached_sports_reference_player_profile,data/cache/sports_reference_roster_diff_profiles/emmanuel-tshimanga-1.html,0,Emmanuel Tshimanga
Isaiah Lewis,Big West,D1,Little Rock,Long Beach State,2024-25,2025-26,target_conference_common_box,https://www.sports-reference.com/cbb/schools/arkansas-little-rock/men/2025.html,SO,2.0,cached_sports_reference_player_profile,data/cache/sports_reference_roster_diff_profiles/isaiah-lewis-4.html,0,Isaiah Lewis
Marcus Greene,Big West,D1,Houston Christian,Hawaii,2023-24,2024-25,target_conference_common_box,https://www.sports-reference.com/cbb/schools/houston-baptist/men/2024.html,JR,3.0,cached_sports_reference_player_profile,data/cache/sports_reference_roster_diff_profiles/marcus-greene-1.html,0,Marcus Greene
Ben Griscti,Big West,D1,Incarnate Word,UC Riverside,2022-23,2023-24,target_conference_common_box,https://www.sports-reference.com/cbb/schools/incarnate-word/men/2023.html,SO,2.0,cached_sports_reference_player_profile,data/cache/sports_reference_roster_diff_profiles/benjamin-griscti-1.html,0,Ben Griscti
Luka Tarlać,Big West,D1,Utah,Cal Poly,2023-24,2024-25,target_conference_common_box,https://www.sports-reference.com/cbb/schools/utah/men/2024.html,SO,2.0,cached_sports_reference_school_roster,data/cache/sports_reference_source_schools/utah_2024.html,0,Luka Tarlac
Jasman Sangha,Big West,D1,Texas A&M–Corpus Christi,Cal State Northridge,2022-23,2023-24,target_conference_common_box,https://www.sports-reference.com/cbb/schools/texas-am-corpus-christi/men/2023.html,JR,3.0,cached_sports_reference_player_profile,data/cache/sports_reference_roster_diff_profiles/jasman-sangha-1.html,0,Jasman Sangha
"John Square, Jr.",Big West,D1,Fairleigh Dickinson,Cal State Fullerton,2021-22,2022-23,target_conference_common_box,https://www.sports-reference.com/cbb/schools/fairleigh-dickinson/men/2022.html,SO,2.0,cached_sports_reference_player_profile,data/cache/sports_reference_roster_diff_profiles/john-squarejr-1.html,0,"John Square, Jr."
Messiah Thompson,Big West,D1,Alabama A&M,Long Beach State,2022-23,2023-24,target_conference_common_box,https://www.sports-reference.com/cbb/schools/alabama-am/men/2023.html,SR,4.0,cached_sports_reference_player_profile,data/cache/sports_reference_roster_diff_profiles/messiah-thompson-1.html,0,Messiah Thompson
Aleks Szymczyk,Big West,D1,Charlotte,Cal State Northridge,2024-25,2025-26,target_conference_common_box,https://www.sports-reference.com/cbb/schools/charlotte/men/2025.html,SO,2.0,cached_sports_reference_player_profile,data/cache/sports_reference_roster_diff_profiles/aleksander-szymczyk-1.html,0,Aleks Szymczyk
Matija Svetozarević,Big West,D1,Portland,Hawaii,2021-22,2022-23,target_conference_common_box,https://www.sports-reference.com/cbb/schools/portland/men/2022.html,FR,1.0,cached_sports_reference_school_roster,data/cache/sports_reference_source_schools/portland_2022.html,0,Matija Svetozarevic
Tredyn Christensen,WCC,D2,Chaminade,BYU,2021-22,2022-23,target_conference_common_box,https://goswords.com/sports/mens-basketball/stats/2021-22,SR,4.0,cached_sports_reference_player_profile_next_playable_class,data/cache/sports_reference_roster_diff_profiles/tredyn-christensen-1.html,0,Tredyn Christensen
Alex Leiba,WCC,D2,Penn State Harrisburg,Pepperdine,2023-24,2024-25,target_conference_common_box,https://psuharrisburgsports.com/sports/mens-basketball/stats/2023-24,SR,4.0,cached_sports_reference_player_profile_next_playable_class,data/cache/sports_reference_roster_diff_profiles/alex-leiba-1.html,0,Alex Leiba
Noah Jordan,WCC,D2,West Virginia State,Portland,2022-23,2023-24,target_conference_common_box,https://wvsuyellowjackets.com/sports/mens-basketball/stats/2022-23,SR,4.0,cached_sports_reference_player_profile_next_playable_class,data/cache/sports_reference_roster_diff_profiles/noah-jordan-1.html,0,Noah Jordan
Elliyas Delaire,WCC,D2,Lewis & Clark,San Diego,2021-22,2022-23,target_conference_common_box,https://lcpioneers.com/sports/mens-basketball/stats/2021-22,SO,2.0,cached_sports_reference_player_profile_next_playable_class,data/cache/sports_reference_roster_diff_profiles/elliyas-delaire-1.html,0,Elliyas Delaire
PJ Hayes,WCC,D2,Black Hills State,San Diego,2022-23,2023-24,target_conference_common_box,https://bhsuathletics.com/sports/mens-basketball/stats/2022-23,SR,4.0,cached_sports_reference_player_profile_next_playable_class,data/cache/sports_reference_roster_diff_profiles/pj-hayes-1.html,0,PJ Hayes
Kody Clouet,WCC,D2,Southeastern Oklahoma State,San Diego,2023-24,2024-25,target_conference_common_box,https://gosoutheastern.com/sports/mens-basketball/stats/2023-24,SR,4.0,cached_sports_reference_player_profile_next_playable_class,data/cache/sports_reference_roster_diff_profiles/kody-clouet-1.html,0,Kody Clouet
Dre Bullock,Big West,D1,South Dakota,Hawaii,2024-25,2025-26,target_conference_common_box,https://www.sports-reference.com/cbb/schools/south-dakota/men/2025.html,SR,4.0,manual_cached_profile_source_season,data/cache/sports_reference_roster_diff_profiles/quandre-bullock-1.html,0,Quandre Bullock
Kieves Turner,Big West,D1,San Diego,UC Santa Barbara,2023-24,2024-25,target_conference_common_box,https://www.sports-reference.com/cbb/schools/san-diego/men/2024.html,JR,3.0,manual_cached_profile_source_season_alias,data/cache/sports_reference_roster_diff_profiles/deuce-turner-1.html,0,Deuce Turner
A.J. George,Big West,D1,SMU,Cal State Bakersfield,2024-25,2025-26,target_conference_common_box,https://www.sports-reference.com/cbb/schools/southern-methodist/men/2025.html,SO,2.0,manual_cached_profile_source_season,data/cache/sports_reference_roster_diff_profiles/aj-george-1.html,0,AJ George
"Carl Daughtery, Jr.",Big West,D1,Central Arkansas,UC Davis,2023-24,2024-25,target_conference_common_box,https://www.sports-reference.com/cbb/schools/central-arkansas/men/2024.html,SO,2.0,manual_cached_profile_source_season_spelling,data/cache/sports_reference_roster_diff_profiles/carl-daugherty-1.html,0,Carl Daugherty
"Shay Johnson, Jr.",Big West,D1,San Diego State,Long Beach State,2024-25,2025-26,target_conference_common_box,https://www.sports-reference.com/cbb/schools/san-diego-state/men/2025.html,JR,3.0,manual_cached_profile_source_season_alias,data/cache/sports_reference_roster_diff_profiles/demarshay-johnsonjr-1.html,0,Demarshay Johnson Jr.
