target_conference,player_name,player_slug,destination_school,destination_school_slug,first_big_west_season,big_west_porpag,barttorvik_bpm,barttorvik_obpm,barttorvik_dbpm,barttorvik_url,barttorvik_player_name,barttorvik_team,match_status,source_file
Big West,Cole Farrell,cole-farrell,Long Beach State,long-beach-state,2025-26,-0.152092,-5.13985,-3.31598,-1.82386,https://barttorvik.com/playerstat.php?year=2026&p=77000,Cole Farrell,Long Beach St.,matched_player_and_team,Bart data/trank_data_2026.csv
Big West,Maximo Milovich,maximo-milovich,UC San Diego,uc-san-diego,2024-25,0.784939,0.458364,-1.22238,1.68074,https://barttorvik.com/playerstat.php?year=2025&p=127348,Maximo Milovich,UC San Diego,matched_player_and_team,Bart data/trank_data_2025.csv
Big West,Yacine Toumi,yacine-toumi,Hawaii,hawaii,2025-26,0.440821,-0.905133,-3.00464,2.0995,https://barttorvik.com/playerstat.php?year=2026&p=72710,Yacine Toumi,Hawaii,matched_player_and_team,Bart data/trank_data_2026.csv
Big West,Rikus Schulte,rikus-schulte,UC Riverside,uc-riverside,2024-25,0.803402,-0.401961,0.0893253,-0.491286,https://barttorvik.com/playerstat.php?year=2025&p=78953,Rikus Schulte,UC Riverside,matched_player_and_team,Bart data/trank_data_2025.csv
Big West,"Carl Daughtery, Jr.",carl-daughtery-jr,UC Davis,uc-davis,2024-25,-0.51015,-6.37509,-4.155,-2.22008,https://barttorvik.com/playerstat.php?year=2025&p=77543,Carl Daughtery Jr.,UC Davis,matched_player_and_team,Bart data/trank_data_2025.csv
Big West,Fidelis Okereke,fidelis-okereke,Cal State Bakersfield,cal-state-bakersfield,2023-24,0.0906209,-2.68431,-3.93019,1.24589,https://barttorvik.com/playerstat.php?year=2024&p=72234,Fidelis Okereke,Cal St. Bakersfield,matched_player_and_team,Bart data/trank_data_2024.csv
Big West,Grady Lewis,grady-lewis,Cal State Northridge,cal-state-northridge,2024-25,0.996115,-2.28994,-0.42335,-1.86659,https://barttorvik.com/playerstat.php?year=2025&p=126570,Grady Lewis,Cal St. Northridge,matched_player_and_team,Bart data/trank_data_2025.csv
Big West,Christian Gray,christian-gray,Cal State Northridge,cal-state-northridge,2021-22,-0.175665,-4.52365,-4.30377,-0.219883,https://barttorvik.com/playerstat.php?year=2022&p=67846,Christian Gray,Cal St. Northridge,matched_player_and_team,Bart data/trank_data_2022.csv
Big West,Ryan Rapp,ryan-rapp,Hawaii,hawaii,2022-23,0.744212,28.5737,21.125,7.4487,https://barttorvik.com/playerstat.php?year=2023&p=70617,Ryan Rapp,Hawaii,matched_player_and_team,Bart data/trank_data_2023.csv
Big West,Luka Tarlać,luka-tarla,Cal Poly,cal-poly,2024-25,-0.245479,-0.370097,-3.63101,3.26091,https://barttorvik.com/playerstat.php?year=2025&p=77258,Luka Tarlac,Cal Poly,matched_player_and_team,Bart data/trank_data_2025.csv
Big West,Nick Fleming,nick-fleming,Cal Poly,cal-poly,2022-23,-0.450027,-2.07647,-2.64687,0.570404,https://barttorvik.com/playerstat.php?year=2023&p=72871,Nick Fleming,Cal Poly,matched_player_and_team,Bart data/trank_data_2023.csv
Big West,"Shay Johnson, Jr.",demarshay-johnson-jr,Long Beach State,long-beach-state,2025-26,0.0529999,0.428674,-2.02948,2.45816,https://barttorvik.com/playerstat.php?year=2026&p=75244,Shay Johnson Jr.,Long Beach St.,matched_player_and_team,Bart data/trank_data_2026.csv
Big West,Jasman Sangha,jasman-sangha,Cal State Northridge,cal-state-northridge,2023-24,0.716341,-6.48744,-3.45434,-3.0331,https://barttorvik.com/playerstat.php?year=2024&p=75539,Jasman Sangha,Cal St. Northridge,matched_player_and_team,Bart data/trank_data_2024.csv
Big West,Kaleb Brown,kaleb-brown,Cal State Fullerton,cal-state-fullerton,2024-25,-0.39654,-5.43315,-4.60268,-0.830474,https://barttorvik.com/playerstat.php?year=2025&p=75755,Kaleb Brown,Cal St. Fullerton,matched_player_and_team,Bart data/trank_data_2025.csv
Big West,Isa Silva,isael-silva,Long Beach State,long-beach-state,2023-24,-0.660174,-6.20143,-4.27829,-1.92314,https://barttorvik.com/playerstat.php?year=2024&p=75351,Isa Silva,Long Beach St.,matched_player_and_team,Bart data/trank_data_2024.csv
Big West,Messiah Thompson,messiah-thompson,Long Beach State,long-beach-state,2023-24,-0.00542929,-6.71349,-2.59378,-4.11972,https://barttorvik.com/playerstat.php?year=2024&p=70352,Messiah Thompson,Long Beach St.,matched_player_and_team,Bart data/trank_data_2024.csv
Big West,Cam Denson,cam-denson,Long Beach State,long-beach-state,2024-25,-0.173351,-5.05009,-3.21731,-1.83279,https://barttorvik.com/playerstat.php?year=2025&p=76956,Cam Denson,Long Beach St.,matched_player_and_team,Bart data/trank_data_2025.csv
Big West,Dearon Tucker,dearon-tucker2,Cal State Northridge,cal-state-northridge,2022-23,-0.139251,-7.15369,-6.00077,-1.15292,https://barttorvik.com/playerstat.php?year=2023&p=71457,Dearon Tucker,Cal St. Northridge,matched_player_and_team,Bart data/trank_data_2023.csv
Big West,Aleks Szymczyk,aleksander-szymczyk,Cal State Northridge,cal-state-northridge,2025-26,0.316405,-2.79408,-0.874319,-1.91977,https://barttorvik.com/playerstat.php?year=2026&p=75955,Aleks Szymczyk,Cal St. Northridge,matched_player_and_team,Bart data/trank_data_2026.csv
Big West,Judson Martindale,judson-martindale,Cal State Northridge,cal-state-northridge,2024-25,0.375192,-1.25336,-0.415667,-0.837692,https://barttorvik.com/playerstat.php?year=2025&p=73839,Judson Martindale,Cal St. Northridge,matched_player_and_team,Bart data/trank_data_2025.csv
Big West,Beril Kabamba,beril-kabamba2,Cal State Fullerton,cal-state-fullerton,2023-24,-0.581764,-4.75916,-5.03327,0.27411,https://barttorvik.com/playerstat.php?year=2024&p=79124,Beril Kabamba,Cal St. Fullerton,matched_player_and_team,Bart data/trank_data_2024.csv
Big West,Paul Bizimana,paul-bizimana,Cal Poly,cal-poly,2023-24,-0.180236,-4.19631,-3.76238,-0.433935,https://barttorvik.com/playerstat.php?year=2024&p=74759,Paul Bizimana,Cal Poly,matched_player_and_team,Bart data/trank_data_2024.csv
Big West,Lathaniel Bastian,lathaniel-bastian,Cal State Fullerton,cal-state-fullerton,2022-23,0.0229352,0.401226,-2.8153,3.21652,https://barttorvik.com/playerstat.php?year=2023&p=77275,Lathaniel Bastian,Cal St. Fullerton,matched_player_and_team,Bart data/trank_data_2023.csv
Big West,Miloš Vićentić,milo-vienti,UC San Diego,uc-san-diego,2024-25,-1.97585,-19.0577,-13.5618,-5.49592,https://barttorvik.com/playerstat.php?year=2025&p=127055,Milos Vicentic,UC San Diego,matched_player_and_team,Bart data/trank_data_2025.csv
Big West,Caleb McCarty,caleb-mccarty,Cal State Bakersfield,cal-state-bakersfield,2025-26,1.27193,-1.23068,2.18779,-3.41847,https://barttorvik.com/playerstat.php?year=2026&p=79033,Caleb McCarty,Cal St. Bakersfield,matched_player_and_team,Bart data/trank_data_2026.csv
Big West,Kieran Elliott,kieran-elliott,Cal Poly,cal-poly,2024-25,0.547449,-6.90986,-3.56593,-3.34394,https://barttorvik.com/playerstat.php?year=2025&p=126754,Kieran Elliott,Cal Poly,matched_player_and_team,Bart data/trank_data_2025.csv
Big West,Jalen Cooper,jalen-cooper,Cal State Fullerton,cal-state-fullerton,2023-24,-0.449225,-4.66788,-5.11696,0.449078,https://barttorvik.com/playerstat.php?year=2024&p=78842,Jalen Cooper,Cal St. Fullerton,matched_player_and_team,Bart data/trank_data_2024.csv
Big West,Ethan Menzies,ethan-menzies,Cal Poly,cal-poly,2024-25,-0.121551,-4.45874,-3.61176,-0.846977,https://barttorvik.com/playerstat.php?year=2025&p=127651,Ethan Menzies,Cal Poly,matched_player_and_team,Bart data/trank_data_2025.csv
Big West,Ben Shtolzberg,ben-shtolzberg,UC Santa Barbara,uc-santa-barbara,2023-24,-0.274416,-5.6862,-3.32365,-2.36256,https://barttorvik.com/playerstat.php?year=2024&p=76737,Ben Shtolzberg,UC Santa Barbara,matched_player_and_team,Bart data/trank_data_2024.csv
Big West,Denzel Hines,denzel-hines,UC Riverside,uc-riverside,2025-26,-0.93289,-7.35009,-8.49568,1.14558,https://barttorvik.com/playerstat.php?year=2026&p=79375,Denzel Hines,UC Riverside,matched_player_and_team,Bart data/trank_data_2026.csv
Big West,Jared Barnett,jared-barnett2,Cal State Northridge,cal-state-northridge,2023-24,-1.15391,-7.06918,-6.18298,-0.886207,https://barttorvik.com/playerstat.php?year=2024&p=72018,Jared Barnett,Cal St. Northridge,matched_player_and_team,Bart data/trank_data_2024.csv
Big West,Isaac Spears,isaac-spears,Cal Poly,cal-poly,2022-23,0.00732369,-9.21904,-4.49326,-4.72578,https://barttorvik.com/playerstat.php?year=2023&p=75709,Isaac Spears,Cal Poly,matched_player_and_team,Bart data/trank_data_2023.csv
Big West,Dylan Godfrey,dylan-godfrey,UC Riverside,uc-riverside,2025-26,-0.0179355,-6.90162,-3.79985,-3.10177,https://barttorvik.com/playerstat.php?year=2026&p=126975,Dylan Godfrey,UC Riverside,matched_player_and_team,Bart data/trank_data_2026.csv
Big West,Jerome Palm,jerome-palm,Hawaii,hawaii,2024-25,-0.239622,-6.44945,-5.84654,-0.602909,https://barttorvik.com/playerstat.php?year=2025&p=76088,Jerome Palm,Hawaii,matched_player_and_team,Bart data/trank_data_2025.csv
Big West,Jalen Myers,jalen-myers,Hawaii,hawaii,2025-26,-0.572855,-8.55582,-6.80649,-1.74933,https://barttorvik.com/playerstat.php?year=2026&p=73270,Jalen Myers,Hawaii,matched_player_and_team,Bart data/trank_data_2026.csv
Big West,Sydney Shipp,sydney-shipp,Cal State Fullerton,cal-state-fullerton,2023-24,-0.666616,-14.2166,-10.434,-3.78262,https://barttorvik.com/playerstat.php?year=2024&p=78558,Sydney Shipp,Cal St. Fullerton,matched_player_and_team,Bart data/trank_data_2024.csv
Big West,Festus Ndumanya,festus-ndumanya,Cal State Northridge,cal-state-northridge,2024-25,0.0670085,-7.09617,-4.93692,-2.15926,https://barttorvik.com/playerstat.php?year=2025&p=70600,Festus Ndumanya,Cal St. Northridge,matched_player_and_team,Bart data/trank_data_2025.csv
Big West,Derek Sangster,derek-sangster,UC Davis,uc-davis,2024-25,-0.255019,-8.18989,-6.76018,-1.42971,https://barttorvik.com/playerstat.php?year=2025&p=79056,Derek Sangster,UC Davis,matched_player_and_team,Bart data/trank_data_2025.csv
Big West,Chris Mitchell,chris-mitchell,UC Santa Barbara,uc-santa-barbara,2024-25,-0.264617,-9.33373,-7.08256,-2.25117,https://barttorvik.com/playerstat.php?year=2025&p=127374,Chris Mitchell,UC Santa Barbara,matched_player_and_team,Bart data/trank_data_2025.csv
Big West,Daniel Tobiloba,daniel-tobiloba,UC Riverside,uc-riverside,2025-26,-0.616824,-12.7037,-9.72627,-2.97745,https://barttorvik.com/playerstat.php?year=2026&p=78840,Daniel Tobiloba,UC Riverside,matched_player_and_team,Bart data/trank_data_2026.csv
Big West,Matija Svetozarević,matija-svetozarevi,Hawaii,hawaii,2022-23,-0.310209,-21.9665,-16.5215,-5.44495,https://barttorvik.com/playerstat.php?year=2023&p=75406,Matija Svetozarevic,Hawaii,matched_player_and_team,Bart data/trank_data_2023.csv
WCC,Jaxson Robinson,jaxson robinson,BYU,byu,2022-23,0.892708,1.85686,0.810394,1.04646,https://barttorvik.com/playerstat.php?year=2023&p=72650,Jaxson Robinson,BYU,matched_player_and_team,Bart data/trank_data_2023.csv
WCC,Noah Waterman,noah waterman,BYU,byu,2022-23,-0.243567,-0.506417,-1.91562,1.4092,https://barttorvik.com/playerstat.php?year=2023&p=71212,Noah Waterman,BYU,matched_player_and_team,Bart data/trank_data_2023.csv
WCC,Rudi Williams,rudi williams,BYU,byu,2022-23,2.88554,2.2495,2.80054,-0.551037,https://barttorvik.com/playerstat.php?year=2023&p=72310,Rudi Williams,BYU,matched_player_and_team,Bart data/trank_data_2023.csv
WCC,Efton Reid,efton reid,Gonzaga,gonzaga,2022-23,0.0911296,-5.27474,-4.26429,-1.01045,https://barttorvik.com/playerstat.php?year=2023&p=75685,Efton Reid III,Gonzaga,matched_player_and_team,Bart data/trank_data_2023.csv
WCC,Malachi Smith,malachi smith,Gonzaga,gonzaga,2022-23,2.98246,7.04847,6.16467,0.883798,https://barttorvik.com/playerstat.php?year=2023&p=66644,Malachi Smith,Gonzaga,matched_player_and_team,Bart data/trank_data_2023.csv
WCC,Ryan Nembhard,ryan nembhard,Gonzaga,gonzaga,2023-24,3.80536,4.24019,3.76674,0.473445,https://barttorvik.com/playerstat.php?year=2024&p=74682,Ryan Nembhard,Gonzaga,matched_player_and_team,Bart data/trank_data_2024.csv
WCC,Emmanuel Innocenti,emmanuel innocenti,Gonzaga,gonzaga,2024-25,0.446234,6.73339,2.41494,4.31845,https://barttorvik.com/playerstat.php?year=2025&p=78798,Emmanuel Innocenti,Gonzaga,matched_player_and_team,Bart data/trank_data_2025.csv
WCC,Khalif Battle,khalif battle,Gonzaga,gonzaga,2024-25,3.03287,5.59262,3.77896,1.81366,https://barttorvik.com/playerstat.php?year=2025&p=70649,Khalif Battle,Gonzaga,matched_player_and_team,Bart data/trank_data_2025.csv
WCC,Michael Ajayi,michael ajayi,Gonzaga,gonzaga,2024-25,1.57899,5.03452,2.1027,2.93182,https://barttorvik.com/playerstat.php?year=2025&p=78878,Michael Ajayi,Gonzaga,matched_player_and_team,Bart data/trank_data_2025.csv
WCC,Adam Miller,adam miller,Gonzaga,gonzaga,2025-26,1.25044,2.60249,1.41489,1.1876,https://barttorvik.com/playerstat.php?year=2026&p=73217,Adam Miller,Gonzaga,matched_player_and_team,Bart data/trank_data_2026.csv
WCC,Braeden Smith,braeden smith,Gonzaga,gonzaga,2025-26,1.52928,4.65491,2.07322,2.5817,https://barttorvik.com/playerstat.php?year=2026&p=76545,Braeden Smith,Gonzaga,matched_player_and_team,Bart data/trank_data_2026.csv
WCC,Jalen Warley,jalen warley,Gonzaga,gonzaga,2025-26,1.9888,8.42079,2.56541,5.85538,https://barttorvik.com/playerstat.php?year=2026&p=74746,Jalen Warley,Gonzaga,matched_player_and_team,Bart data/trank_data_2026.csv
WCC,Steele Venters,steele venters,Gonzaga,gonzaga,2025-26,0.799498,3.56885,1.5984,1.97046,https://barttorvik.com/playerstat.php?year=2026&p=70941,Steele Venters,Gonzaga,matched_player_and_team,Bart data/trank_data_2026.csv
WCC,Tyon Grant-Foster,tyon grant foster,Gonzaga,gonzaga,2025-26,1.79269,4.37395,-0.261305,4.63526,https://barttorvik.com/playerstat.php?year=2026&p=72539,Tyon Grant-Foster,Gonzaga,matched_player_and_team,Bart data/trank_data_2026.csv
WCC,Justin Ahrens,justin ahrens,Loyola Marymount,loyola-marymount,2022-23,0.623329,-0.40556,0.222953,-0.628514,https://barttorvik.com/playerstat.php?year=2023&p=66213,Justin Ahrens,Loyola Marymount,matched_player_and_team,Bart data/trank_data_2023.csv
WCC,Michael Graham,michael graham,Loyola Marymount,loyola-marymount,2022-23,1.35554,2.74405,0.541233,2.20281,https://barttorvik.com/playerstat.php?year=2023&p=73113,Michael Graham,Loyola Marymount,matched_player_and_team,Bart data/trank_data_2023.csv
WCC,Rick Issanza,rick issanza,Loyola Marymount,loyola-marymount,2022-23,0.22879,0.309776,-2.67061,2.98039,https://barttorvik.com/playerstat.php?year=2023&p=70789,Rick Issanza,Loyola Marymount,matched_player_and_team,Bart data/trank_data_2023.csv
WCC,Dominick Harris,dominick harris,Loyola Marymount,loyola-marymount,2023-24,2.57944,-1.04396,1.40274,-2.4467,https://barttorvik.com/playerstat.php?year=2024&p=73787,Dominick Harris,Loyola Marymount,matched_player_and_team,Bart data/trank_data_2024.csv
WCC,Justice Hill,justice hill,Loyola Marymount,loyola-marymount,2023-24,2.19854,-2.14379,1.15684,-3.30063,https://barttorvik.com/playerstat.php?year=2024&p=72424,Justice Hill,Loyola Marymount,matched_player_and_team,Bart data/trank_data_2024.csv
WCC,Justin Wright,justin wright,Loyola Marymount,loyola-marymount,2023-24,2.31807,-0.499042,0.667694,-1.16674,https://barttorvik.com/playerstat.php?year=2024&p=73074,Justin Wright,Loyola Marymount,matched_player_and_team,Bart data/trank_data_2024.csv
WCC,Lars Thiemann,lars thiemann,Loyola Marymount,loyola-marymount,2023-24,1.71478,0.29983,0.0404162,0.259414,https://barttorvik.com/playerstat.php?year=2024&p=70859,Lars Thiemann,Loyola Marymount,matched_player_and_team,Bart data/trank_data_2024.csv
WCC,Will Johnston,will johnston,Loyola Marymount,loyola-marymount,2023-24,2.26484,-0.0843946,2.05384,-2.13823,https://barttorvik.com/playerstat.php?year=2024&p=76124,Will Johnston,Loyola Marymount,matched_player_and_team,Bart data/trank_data_2024.csv
WCC,Caleb Stone-Carrawell,caleb stone carrawell,Loyola Marymount,loyola-marymount,2024-25,1.60392,-2.52769,-0.978389,-1.5493,https://barttorvik.com/playerstat.php?year=2025&p=71964,Caleb Stone-Carrawell,Loyola Marymount,matched_player_and_team,Bart data/trank_data_2025.csv
WCC,Jan Vide,jan vide,Loyola Marymount,loyola-marymount,2024-25,0.626516,-1.7418,-3.21943,1.47763,https://barttorvik.com/playerstat.php?year=2025&p=78246,Jan Vide,Loyola Marymount,matched_player_and_team,Bart data/trank_data_2025.csv
WCC,Jevon Porter,jevon porter,Loyola Marymount,loyola-marymount,2024-25,1.55616,1.69046,-0.25092,1.94138,https://barttorvik.com/playerstat.php?year=2025&p=76153,Jevon Porter,Loyola Marymount,matched_player_and_team,Bart data/trank_data_2025.csv
WCC,Matar Diop,matar diop,Loyola Marymount,loyola-marymount,2024-25,-0.0444179,-2.86146,-4.56251,1.70106,https://barttorvik.com/playerstat.php?year=2025&p=79037,Matar Diop,Loyola Marymount,matched_player_and_team,Bart data/trank_data_2025.csv
WCC,Jalen Shelley,jalen shelley,Loyola Marymount,loyola-marymount,2025-26,1.7948,0.662855,-0.715783,1.37864,https://barttorvik.com/playerstat.php?year=2026&p=127896,Jalen Shelley,Loyola Marymount,matched_player_and_team,Bart data/trank_data_2026.csv
WCC,Nakyel Shelton,nakyel shelton,Loyola Marymount,loyola-marymount,2025-26,0.107811,-3.35679,-2.57834,-0.778451,https://barttorvik.com/playerstat.php?year=2026&p=77901,Nakyel Shelton,Loyola Marymount,matched_player_and_team,Bart data/trank_data_2026.csv
WCC,Rodney Brown,rodney brown,Loyola Marymount,loyola-marymount,2025-26,1.94918,-0.373391,1.06229,-1.43568,https://barttorvik.com/playerstat.php?year=2026&p=77733,Rodney Brown Jr.,Loyola Marymount,matched_player_and_team,Bart data/trank_data_2026.csv
WCC,Rokas Jocius,rokas jocius,Loyola Marymount,loyola-marymount,2025-26,0.331451,-1.25792,-2.07678,0.818865,https://barttorvik.com/playerstat.php?year=2026&p=76251,Rokas Jocius,Loyola Marymount,matched_player_and_team,Bart data/trank_data_2026.csv
WCC,Dez White,dez white,Oregon State,oregon-state,2025-26,1.15531,-0.26749,0.7653,-1.03279,https://barttorvik.com/playerstat.php?year=2026&p=78023,Dez White,Oregon St.,matched_player_name_only,Bart data/trank_data_2026.csv
WCC,Jorge Diaz Graham,jorge diaz graham,Oregon State,oregon-state,2025-26,1.34666,4.29396,0.866599,3.42736,https://barttorvik.com/playerstat.php?year=2026&p=76155,Jorge Diaz Graham,Oregon St.,matched_player_name_only,Bart data/trank_data_2026.csv
WCC,Malcolm Christie,malcolm christie,Oregon State,oregon-state,2025-26,0.463351,-2.17612,0.334698,-2.51082,https://barttorvik.com/playerstat.php?year=2026&p=127540,Malcolm Christie,Oregon St.,matched_player_name_only,Bart data/trank_data_2026.csv
WCC,Noah Amenhauser,noah amenhauser,Oregon State,oregon-state,2025-26,0.922993,-1.71518,-1.54579,-0.16939,https://barttorvik.com/playerstat.php?year=2026&p=78459,Noah Amenhauser,Oregon St.,matched_player_name_only,Bart data/trank_data_2026.csv
WCC,Stephen Olowoniyi,stephen olowoniyi,Oregon State,oregon-state,2025-26,-0.231717,-12.3765,-9.76993,-2.6066,https://barttorvik.com/playerstat.php?year=2026&p=77953,Stephen Olowoniyi,Oregon St.,matched_player_name_only,Bart data/trank_data_2026.csv
WCC,Yaak Yaak,yaak yaak,Oregon State,oregon-state,2025-26,1.36101,-1.92159,-1.41805,-0.503548,https://barttorvik.com/playerstat.php?year=2026&p=78507,Yaak Yaak,Oregon St.,matched_player_name_only,Bart data/trank_data_2026.csv
WCC,Donovan Williams,donovan williams,Pacific,pacific,2022-23,0.998035,-1.3125,-0.00333382,-1.30917,https://barttorvik.com/playerstat.php?year=2023&p=73061,Donovan Williams,Pacific,matched_player_and_team,Bart data/trank_data_2023.csv
WCC,Jordan Ivy-Curry,jordan ivy curry,Pacific,pacific,2022-23,1.89208,-0.0394181,2.40117,-2.44059,https://barttorvik.com/playerstat.php?year=2023&p=72772,Jordan Ivy-Curry,Pacific,matched_player_and_team,Bart data/trank_data_2023.csv
WCC,Judson Martindale,judson martindale,Pacific,pacific,2022-23,0.626366,-0.0445405,-0.546872,0.502332,https://barttorvik.com/playerstat.php?year=2023&p=73839,Judson Martindale,Pacific,matched_player_and_team,Bart data/trank_data_2023.csv
WCC,Keylan Boone,keylan boone,Pacific,pacific,2022-23,3.06278,2.87588,4.6671,-1.79122,https://barttorvik.com/playerstat.php?year=2023&p=71364,Keylan Boone,Pacific,matched_player_and_team,Bart data/trank_data_2023.csv
WCC,Tyler Beard,tyler beard,Pacific,pacific,2022-23,1.70016,0.320732,1.15729,-0.836563,https://barttorvik.com/playerstat.php?year=2023&p=74281,Tyler Beard,Pacific,matched_player_and_team,Bart data/trank_data_2023.csv
WCC,Burke Smith,burke smith,Pacific,pacific,2023-24,0.699032,-1.40282,0.458827,-1.86164,https://barttorvik.com/playerstat.php?year=2024&p=73093,Burke Smith,Pacific,matched_player_and_team,Bart data/trank_data_2024.csv
WCC,Lesown Hallums,lesown hallums,Pacific,pacific,2023-24,0.160415,-6.23741,-2.66894,-3.56848,https://barttorvik.com/playerstat.php?year=2024&p=77630,Lesown Hallums Jr.,Pacific,matched_player_and_team,Bart data/trank_data_2024.csv
WCC,Elijah Fisher,elijah fisher,Pacific,pacific,2024-25,2.22072,-3.16672,-1.45552,-1.7112,https://barttorvik.com/playerstat.php?year=2025&p=77239,Elijah Fisher,Pacific,matched_player_and_team,Bart data/trank_data_2025.csv
WCC,Jazz Gardner,jazz gardner,Pacific,pacific,2024-25,0.496189,-3.44967,-2.72683,-0.72284,https://barttorvik.com/playerstat.php?year=2025&p=78502,Jazz Gardner,Pacific,matched_player_and_team,Bart data/trank_data_2025.csv
WCC,Kris Keinys,kris keinys,Pacific,pacific,2024-25,0.26748,-4.82386,-2.43444,-2.38942,https://barttorvik.com/playerstat.php?year=2025&p=79049,Kris Keinys,Pacific,matched_player_and_team,Bart data/trank_data_2025.csv
WCC,Lamar Washington,lamar washington,Pacific,pacific,2024-25,1.60115,-0.644871,-0.582628,-0.0622432,https://barttorvik.com/playerstat.php?year=2025&p=76436,Lamar Washington,Pacific,matched_player_and_team,Bart data/trank_data_2025.csv
WCC,Petar Krivokapic,petar krivokapic,Pacific,pacific,2024-25,0.463901,-3.17817,-0.977307,-2.20086,https://barttorvik.com/playerstat.php?year=2025&p=73181,Petar Krivokapic,Pacific,matched_player_and_team,Bart data/trank_data_2025.csv
WCC,Alexis Marmolejos,alexis marmolejos,Pacific,pacific,2025-26,0.465923,-1.68888,-0.697107,-0.991773,https://barttorvik.com/playerstat.php?year=2026&p=127023,Alexis Marmolejos,Pacific,matched_player_and_team,Bart data/trank_data_2026.csv
WCC,Isaac Jack,isaac jack,Pacific,pacific,2025-26,2.41189,3.14429,2.25127,0.893021,https://barttorvik.com/playerstat.php?year=2026&p=76551,Isaac Jack,Pacific,matched_player_and_team,Bart data/trank_data_2026.csv
WCC,Jaden Clayton,jaden clayton,Pacific,pacific,2025-26,1.26266,0.0635676,-0.194224,0.257791,https://barttorvik.com/playerstat.php?year=2026&p=77495,Jaden Clayton,Pacific,matched_player_and_team,Bart data/trank_data_2026.csv
WCC,Justin Rochelin,justin rochelin,Pacific,pacific,2025-26,1.22566,1.75746,-0.214663,1.97212,https://barttorvik.com/playerstat.php?year=2026&p=75236,Justin Rochelin,Pacific,matched_player_and_team,Bart data/trank_data_2026.csv
WCC,Kajus Kublickas,kajus kublickas,Pacific,pacific,2025-26,0.160441,-3.15294,-2.7916,-0.361344,https://barttorvik.com/playerstat.php?year=2026&p=78972,Kajus Kublickas,Pacific,matched_player_and_team,Bart data/trank_data_2026.csv
WCC,KC Ibekwe,kc ibekwe,Pacific,pacific,2025-26,0.183607,-1.68081,-3.38332,1.70251,https://barttorvik.com/playerstat.php?year=2026&p=76207,KC Ibekwe,Pacific,matched_player_and_team,Bart data/trank_data_2026.csv
WCC,TJ Wainwright,tj wainwright,Pacific,pacific,2025-26,1.82635,0.259108,0.167622,0.0914864,https://barttorvik.com/playerstat.php?year=2026&p=76409,TJ Wainwright,Pacific,matched_player_and_team,Bart data/trank_data_2026.csv
WCC,Boubacar Coulibaly,boubacar coulibaly,Pepperdine,pepperdine,2022-23,-0.144522,-3.03716,-5.23073,2.19357,https://barttorvik.com/playerstat.php?year=2023&p=72873,Boubacar Coulibaly,Pepperdine,matched_player_and_team,Bart data/trank_data_2023.csv
WCC,Ethan Anderson,ethan anderson,Pepperdine,pepperdine,2023-24,0.179904,-3.70118,-2.27884,-1.42234,https://barttorvik.com/playerstat.php?year=2024&p=70951,Ethan Anderson,Pepperdine,matched_player_and_team,Bart data/trank_data_2024.csv
WCC,Alonso Faure,alonso faure,Pepperdine,pepperdine,2024-25,0.0936778,-5.81541,-3.95873,-1.85668,https://barttorvik.com/playerstat.php?year=2025&p=73877,Alonso Faure,Pepperdine,matched_player_and_team,Bart data/trank_data_2025.csv
WCC,Moe Odum,moe odum,Pepperdine,pepperdine,2024-25,3.32828,1.26096,3.58818,-2.32721,https://barttorvik.com/playerstat.php?year=2025&p=77430,Moe Odum,Pepperdine,matched_player_and_team,Bart data/trank_data_2025.csv
WCC,Stefan Todorovic,stefan todorovic,Pepperdine,pepperdine,2024-25,3.17777,-0.0306156,1.45788,-1.4885,https://barttorvik.com/playerstat.php?year=2025&p=74619,Stefan Todorovic,Pepperdine,matched_player_and_team,Bart data/trank_data_2025.csv
WCC,Zion Bethea,zion bethea,Pepperdine,pepperdine,2024-25,0.0258309,-2.63767,-1.62744,-1.01024,https://barttorvik.com/playerstat.php?year=2025&p=72737,Zion Bethea,Pepperdine,matched_player_and_team,Bart data/trank_data_2025.csv
WCC,Aaron Clark,aaron clark,Pepperdine,pepperdine,2025-26,1.85252,-1.99519,0.148017,-2.14321,https://barttorvik.com/playerstat.php?year=2026&p=79125,Aaron Clark,Pepperdine,matched_player_and_team,Bart data/trank_data_2026.csv
WCC,Javon Cooley,javon cooley,Pepperdine,pepperdine,2025-26,1.32619,-1.66541,-0.582446,-1.08297,https://barttorvik.com/playerstat.php?year=2026&p=72291,Javon Cooley,Pepperdine,matched_player_and_team,Bart data/trank_data_2026.csv
WCC,Pavle Stosic,pavle stosic,Pepperdine,pepperdine,2025-26,0.305597,-0.947571,-1.10433,0.156754,https://barttorvik.com/playerstat.php?year=2026&p=78306,Pavle Stosic,Pepperdine,matched_player_and_team,Bart data/trank_data_2026.csv
WCC,Preston Phillips,preston phillips,Pepperdine,pepperdine,2025-26,-3.49138,-2.62537,-6.133,3.50763,https://barttorvik.com/playerstat.php?year=2026&p=134698,Preston Phillips,Pepperdine,matched_player_and_team,Bart data/trank_data_2026.csv
WCC,Stefan Cicic,stefan cicic,Pepperdine,pepperdine,2025-26,0.349009,-2.05292,-3.36334,1.31042,https://barttorvik.com/playerstat.php?year=2026&p=127118,Stefan Cicic,Pepperdine,matched_player_and_team,Bart data/trank_data_2026.csv
