target_conference,player_name,player_slug,destination_school,destination_school_slug,first_big_west_season,big_west_porpag,barttorvik_bpm,barttorvik_obpm,barttorvik_dbpm,barttorvik_url,barttorvik_player_name,barttorvik_team,match_status,source_file
WCC,Styles Phipps,styles phipps,Pepperdine,pepperdine,2025-26,2.45579,1.69183,1.72785,-0.0360128,https://barttorvik.com/playerstat.php?year=2026&p=127546,Styles Phipps,Pepperdine,matched_player_and_team,Bart data/trank_data_2026.csv
WCC,Yonatan Levy,yonatan levy,Pepperdine,pepperdine,2025-26,0.0712888,-1.76458,-2.17026,0.405682,https://barttorvik.com/playerstat.php?year=2026&p=133640,Yonatan Levy,Pepperdine,matched_player_and_team,Bart data/trank_data_2026.csv
WCC,Alden Applewhite,alden applewhite,Portland,portland,2022-23,1.37616,-0.725162,0.246046,-0.971208,https://barttorvik.com/playerstat.php?year=2023&p=74749,Alden Applewhite,Portland,matched_player_and_team,Bart data/trank_data_2023.csv
WCC,Joey St. Pierre,joey st pierre,Portland,portland,2022-23,0.447299,-6.17906,-3.46162,-2.71744,https://barttorvik.com/playerstat.php?year=2023&p=72263,Joey St. Pierre,Portland,matched_player_and_team,Bart data/trank_data_2023.csv
WCC,Wyatt Lowell,wyatt lowell,Portland,portland,2022-23,0.00795308,-4.29981,-1.93357,-2.36624,https://barttorvik.com/playerstat.php?year=2023&p=66638,Wyatt Lowell,Portland,matched_player_and_team,Bart data/trank_data_2023.csv
WCC,Alimamy Koroma,alimamy koroma,Portland,portland,2023-24,1.18898,-3.62384,-2.40769,-1.21615,https://barttorvik.com/playerstat.php?year=2024&p=70254,Alimamy Koroma,Portland,matched_player_and_team,Bart data/trank_data_2024.csv
WCC,Jermaine Ballisager-Webb,jermaine ballisager webb,Portland,portland,2024-25,1.14565,0.423746,2.46915,-2.04541,https://barttorvik.com/playerstat.php?year=2025&p=76187,Jermaine Ballisager Webb,Portland,matched_player_and_team,Bart data/trank_data_2025.csv
WCC,Max Mackinnon,max mackinnon,Portland,portland,2024-25,2.76089,0.25593,2.07097,-1.81504,https://barttorvik.com/playerstat.php?year=2025&p=75920,Max Mackinnon,Portland,matched_player_and_team,Bart data/trank_data_2025.csv
WCC,Mezziah Oakman,mezziah oakman,Portland,portland,2024-25,-0.000628589,-4.92621,-4.69055,-0.235664,https://barttorvik.com/playerstat.php?year=2025&p=78401,Mezziah Oakman,Portland,matched_player_and_team,Bart data/trank_data_2025.csv
WCC,James O'Donnell,james o donnell,Portland,portland,2025-26,1.23038,-1.06596,-1.68274,0.61678,https://barttorvik.com/playerstat.php?year=2026&p=126633,James O'Donnell,Portland,matched_player_and_team,Bart data/trank_data_2026.csv
WCC,Matus Hronsky,matus hronsky,Portland,portland,2025-26,0.0224037,-2.68371,-2.14524,-0.538465,https://barttorvik.com/playerstat.php?year=2026&p=76768,Matus Hronsky,Portland,matched_player_and_team,Bart data/trank_data_2026.csv
WCC,Riley Parker,riley parker,Portland,portland,2025-26,0.526016,-2.29737,-0.787946,-1.50943,https://barttorvik.com/playerstat.php?year=2026&p=127910,Riley Parker,Portland,matched_player_and_team,Bart data/trank_data_2026.csv
WCC,Ashton Hardaway,ashton hardaway,Saint Mary's,saint-mary-s,2024-25,0.370615,3.32439,-0.206666,3.53105,https://barttorvik.com/playerstat.php?year=2025&p=78096,Ashton Hardaway,Saint Mary's,matched_player_and_team,Bart data/trank_data_2025.csv
WCC,Paulius Murauskas,paulius murauskas,Saint Mary's,saint-mary-s,2024-25,2.99984,4.72,2.08586,2.63413,https://barttorvik.com/playerstat.php?year=2025&p=79093,Paulius Murauskas,Saint Mary's,matched_player_and_team,Bart data/trank_data_2025.csv
WCC,Tony Duckett,tony duckett,Saint Mary's,saint-mary-s,2025-26,0.511756,0.658863,-1.80105,2.45991,https://barttorvik.com/playerstat.php?year=2026&p=128434,Tony Duckett,Saint Mary's,matched_player_and_team,Bart data/trank_data_2026.csv
WCC,Deven Dahlke,deven dahlke,San Diego,san-diego,2022-23,0.770782,-0.566703,1.65277,-2.21948,https://barttorvik.com/playerstat.php?year=2023&p=72466,Deven Dahlke,San Diego,matched_player_and_team,Bart data/trank_data_2023.csv
WCC,Eric Williams,eric williams,San Diego,san-diego,2022-23,3.08881,1.58978,2.60367,-1.01389,https://barttorvik.com/playerstat.php?year=2023&p=50314,Eric Williams Jr.,San Diego,matched_player_and_team,Bart data/trank_data_2023.csv
WCC,Jaiden Delaire,jaiden delaire,San Diego,san-diego,2022-23,1.20787,-1.63431,-1.10896,-0.525355,https://barttorvik.com/playerstat.php?year=2023&p=65937,Jaiden Delaire,San Diego,matched_player_and_team,Bart data/trank_data_2023.csv
WCC,Nic Lynch,nic lynch,San Diego,san-diego,2022-23,0.848805,-2.45419,0.963887,-3.41807,https://barttorvik.com/playerstat.php?year=2023&p=66267,Nic Lynch,San Diego,matched_player_and_team,Bart data/trank_data_2023.csv
WCC,Seikou Sisoho Jawara,seikou sisoho jawara,San Diego,san-diego,2022-23,1.59919,-1.65933,0.673013,-2.33235,https://barttorvik.com/playerstat.php?year=2023&p=70564,Seikou Sisoho Jawara,San Diego,matched_player_and_team,Bart data/trank_data_2023.csv
WCC,Colby Brooks,colby brooks,San Diego,san-diego,2024-25,0.369694,-5.81672,-2.60357,-3.21315,https://barttorvik.com/playerstat.php?year=2025&p=73784,Colby Brooks,San Diego,matched_player_and_team,Bart data/trank_data_2025.csv
WCC,Assane Diop,assane diop,San Diego,san-diego,2025-26,0.72692,-1.39348,-1.02556,-0.367924,https://barttorvik.com/playerstat.php?year=2026&p=79288,Assane Diop,San Diego,matched_player_and_team,Bart data/trank_data_2026.csv
WCC,Dominique Ford,dominique ford,San Diego,san-diego,2025-26,0.42568,-3.10782,-1.70543,-1.4024,https://barttorvik.com/playerstat.php?year=2026&p=76770,Dominique Ford,San Diego,matched_player_and_team,Bart data/trank_data_2026.csv
WCC,Tim Moore,tim moore,San Diego,san-diego,2025-26,0.579865,-2.69496,-2.18249,-0.512469,https://barttorvik.com/playerstat.php?year=2026&p=127904,Tim Moore,San Diego,matched_player_and_team,Bart data/trank_data_2026.csv
WCC,Toneari Lane,toneari lane,San Diego,san-diego,2025-26,2.04793,-1.11228,1.6884,-2.80067,https://barttorvik.com/playerstat.php?year=2026&p=72294,Toneari Lane,San Diego,matched_player_and_team,Bart data/trank_data_2026.csv
WCC,Ty-Laur Johnson,ty laur johnson,San Diego,san-diego,2025-26,2.26158,1.06091,1.06075,0.000161389,https://barttorvik.com/playerstat.php?year=2026&p=78028,Ty-Laur Johnson,San Diego,matched_player_and_team,Bart data/trank_data_2026.csv
WCC,Marcus Williams,marcus williams,San Francisco,san-francisco,2022-23,1.3318,0.34788,0.221876,0.126003,https://barttorvik.com/playerstat.php?year=2023&p=73646,Marcus Williams,San Francisco,matched_player_and_team,Bart data/trank_data_2023.csv
WCC,Saba Gigiberia,saba gigiberia,San Francisco,san-francisco,2022-23,0.534741,0.926317,-3.38912,4.31543,https://barttorvik.com/playerstat.php?year=2023&p=72520,Saba Gigiberia,San Francisco,matched_player_and_team,Bart data/trank_data_2023.csv
WCC,Toni Rocak,toni rocak,San Francisco,san-francisco,2022-23,-0.222825,-4.80891,-6.22936,1.42045,https://barttorvik.com/playerstat.php?year=2023&p=72981,Toni Rocak,San Francisco,matched_player_and_team,Bart data/trank_data_2023.csv
WCC,Tyrell Roberts,tyrell roberts,San Francisco,san-francisco,2022-23,4.12211,3.27129,3.80854,-0.537249,https://barttorvik.com/playerstat.php?year=2023&p=72982,Tyrell Roberts,San Francisco,matched_player_and_team,Bart data/trank_data_2023.csv
WCC,Jonathan Mogbo,jonathan mogbo,San Francisco,san-francisco,2023-24,4.64255,11.774,5.6728,6.10117,https://barttorvik.com/playerstat.php?year=2024&p=77296,Jonathan Mogbo,San Francisco,matched_player_and_team,Bart data/trank_data_2024.csv
WCC,Malik Thomas,malik thomas,San Francisco,san-francisco,2023-24,2.57186,-0.357343,1.36857,-1.72591,https://barttorvik.com/playerstat.php?year=2024&p=75409,Malik Thomas,San Francisco,matched_player_and_team,Bart data/trank_data_2024.csv
WCC,Mike Sharavjamts,mike sharavjamts,San Francisco,san-francisco,2023-24,1.09206,1.4214,-0.399972,1.82137,https://barttorvik.com/playerstat.php?year=2024&p=76015,Mike Sharavjamts,San Francisco,matched_player_and_team,Bart data/trank_data_2024.csv
WCC,Robby Beasley,robby beasley,San Francisco,san-francisco,2023-24,0.589198,-1.50192,-0.495081,-1.00684,https://barttorvik.com/playerstat.php?year=2024&p=72471,Robby Beasley,San Francisco,matched_player_and_team,Bart data/trank_data_2024.csv
WCC,Stefan Todorovic,stefan todorovic,San Francisco,san-francisco,2023-24,0.217724,-3.63355,-2.61028,-1.02328,https://barttorvik.com/playerstat.php?year=2024&p=74619,Stefan Todorovic,San Francisco,matched_player_and_team,Bart data/trank_data_2024.csv
WCC,Carlton Linguard,carlton linguard,San Francisco,san-francisco,2024-25,1.44066,3.37749,1.03501,2.34248,https://barttorvik.com/playerstat.php?year=2025&p=72965,"Carlton Linguard, Jr.",San Francisco,matched_player_and_team,Bart data/trank_data_2025.csv
WCC,Jason Rivera-Torres,jason rivera torres,San Francisco,san-francisco,2024-25,0.20038,-0.123188,-2.89636,2.77317,https://barttorvik.com/playerstat.php?year=2025&p=77889,Jason Rivera-Torres,San Francisco,matched_player_and_team,Bart data/trank_data_2025.csv
WCC,Aidan Braccia,aidan braccia,San Francisco,san-francisco,2025-26,-0.751876,-5.11432,-4.42686,-0.687455,https://barttorvik.com/playerstat.php?year=2026&p=77233,Aidan Braccia,San Francisco,matched_player_and_team,Bart data/trank_data_2026.csv
WCC,David Fuchs,david fuchs,San Francisco,san-francisco,2025-26,2.66323,1.10011,1.13092,-0.0308071,https://barttorvik.com/playerstat.php?year=2026&p=78654,David Fuchs,San Francisco,matched_player_and_team,Bart data/trank_data_2026.csv
WCC,Guillermo Diaz Graham,guillermo diaz graham,San Francisco,san-francisco,2025-26,1.18947,3.18044,1.79262,1.38782,https://barttorvik.com/playerstat.php?year=2026&p=77434,Guillermo Diaz Graham,San Francisco,matched_player_and_team,Bart data/trank_data_2026.csv
WCC,Mookie Cook,mookie cook,San Francisco,san-francisco,2025-26,1.10995,1.83804,-0.350538,2.18858,https://barttorvik.com/playerstat.php?year=2026&p=78988,Mookie Cook,San Francisco,matched_player_and_team,Bart data/trank_data_2026.csv
WCC,Vukasin Masic,vukasin masic,San Francisco,san-francisco,2025-26,0.132267,-3.73534,-1.50923,-2.22611,https://barttorvik.com/playerstat.php?year=2026&p=72621,Vukasin Masic,San Francisco,matched_player_and_team,Bart data/trank_data_2026.csv
WCC,Brandin Podziemski,brandin podziemski,Santa Clara,santa-clara,2022-23,5.4492,9.28219,6.48712,2.79507,https://barttorvik.com/playerstat.php?year=2023&p=74320,Brandin Podziemski,Santa Clara,matched_player_and_team,Bart data/trank_data_2023.csv
WCC,Carlos Marshall,carlos marshall,Santa Clara,santa-clara,2022-23,1.83453,-1.1311,0.180239,-1.31133,https://barttorvik.com/playerstat.php?year=2023&p=72075,Carlos Marshall Jr.,Santa Clara,matched_player_and_team,Bart data/trank_data_2023.csv
WCC,Adama Bal,adama bal,Santa Clara,santa-clara,2023-24,2.81968,1.12862,1.4814,-0.352778,https://barttorvik.com/playerstat.php?year=2024&p=74533,Adama Bal,Santa Clara,matched_player_and_team,Bart data/trank_data_2024.csv
WCC,Francisco Caffaro,francisco caffaro,Santa Clara,santa-clara,2023-24,1.34804,4.67229,2.23627,2.43602,https://barttorvik.com/playerstat.php?year=2024&p=66230,Francisco Caffaro,Santa Clara,matched_player_and_team,Bart data/trank_data_2024.csv
WCC,Jalen Benjamin,jalen benjamin,Santa Clara,santa-clara,2023-24,0.370875,-5.73331,-3.01587,-2.71744,https://barttorvik.com/playerstat.php?year=2024&p=71973,Jalen Benjamin,Santa Clara,matched_player_and_team,Bart data/trank_data_2024.csv
WCC,Johnny O'Neil,johnny o neil,Santa Clara,santa-clara,2023-24,2.06556,4.00243,1.80011,2.20232,https://barttorvik.com/playerstat.php?year=2024&p=73849,Johnny O'Neil,Santa Clara,matched_player_and_team,Bart data/trank_data_2024.csv
WCC,Tyeree Bryan,tyeree bryan,Santa Clara,santa-clara,2023-24,1.4849,0.224878,0.453367,-0.228489,https://barttorvik.com/playerstat.php?year=2024&p=77018,Tyeree Bryan,Santa Clara,matched_player_and_team,Bart data/trank_data_2024.csv
WCC,Carlos Stewart,carlos stewart,Santa Clara,santa-clara,2024-25,2.90246,3.86658,3.12548,0.741101,https://barttorvik.com/playerstat.php?year=2025&p=74545,Carlos Stewart,Santa Clara,matched_player_and_team,Bart data/trank_data_2025.csv
WCC,Eemeli Yalaho,eemeli yalaho,Washington State,washington-state,2025-26,2.2061,2.11425,2.36971,-0.255452,https://barttorvik.com/playerstat.php?year=2026&p=78349,Eemeli Yalaho,Washington St.,matched_player_and_team,Bart data/trank_data_2026.csv
WCC,Emmanuel Ugbo,emmanuel ugbo,Washington State,washington-state,2025-26,1.04095,-2.34389,-0.597728,-1.74616,https://barttorvik.com/playerstat.php?year=2026&p=77912,Emmanuel Ugbo,Washington St.,matched_player_and_team,Bart data/trank_data_2026.csv
WCC,Jerone Morton,jerone morton,Washington State,washington-state,2025-26,1.99565,0.885198,2.08606,-1.20086,https://barttorvik.com/playerstat.php?year=2026&p=78092,Jerone Morton,Washington St.,matched_player_and_team,Bart data/trank_data_2026.csv
WCC,Simon Hildebrandt,simon hildebrandt,Washington State,washington-state,2025-26,0.730653,0.0660431,1.04003,-0.973986,https://barttorvik.com/playerstat.php?year=2026&p=127181,Simon Hildebrandt,Washington St.,matched_player_and_team,Bart data/trank_data_2026.csv
WCC,Vukasin Masic,vukasin masic,Portland,portland,2023-24,2.10251,-1.0183,0.707674,-1.72597,https://barttorvik.com/playerstat.php?year=2024&p=72621,Vukasin Masic,Portland,matched_player_and_team,Bart data/trank_data_2024.csv
WCC,Tredyn Christensen,tredyn christensen,BYU,byu,2022-23,0.249484,-1.00079,-0.842742,-0.158045,https://barttorvik.com/playerstat.php?year=2023&p=76817,Tredyn Christensen,BYU,matched_player_and_team,Bart data/trank_data_2023.csv
WCC,Alex Leiba,alex leiba,Pepperdine,pepperdine,2024-25,-0.421783,-4.92961,-5.88087,0.951267,https://barttorvik.com/playerstat.php?year=2025&p=126980,Alex Leiba,Pepperdine,matched_player_and_team,Bart data/trank_data_2025.csv
WCC,Noah Jordan,noah jordan,Portland,portland,2023-24,-0.470553,-4.98267,-3.73978,-1.24289,https://barttorvik.com/playerstat.php?year=2024&p=78880,Noah Jordan,Portland,matched_player_and_team,Bart data/trank_data_2024.csv
WCC,Elliyas Delaire,elliyas delaire,San Diego,san-diego,2022-23,-1.30394,-9.79014,-5.69713,-4.093,https://barttorvik.com/playerstat.php?year=2023&p=76038,Elliyas Delaire,San Diego,matched_player_and_team,Bart data/trank_data_2023.csv
WCC,PJ Hayes,pj hayes,San Diego,san-diego,2023-24,1.88295,0.474176,1.85996,-1.38579,https://barttorvik.com/playerstat.php?year=2024&p=78608,PJ Hayes,San Diego,matched_player_and_team,Bart data/trank_data_2024.csv
WCC,Kody Clouet,kody clouet,San Diego,san-diego,2024-25,0.916233,-1.49877,-0.30437,-1.1944,https://barttorvik.com/playerstat.php?year=2025&p=128372,Kody Clouet,San Diego,matched_player_and_team,Bart data/trank_data_2025.csv
Mountain West,Chibuzo Agbo,chibuzo agbo,Boise State,boise-state,2022-23,2.22248,2.03506,1.1912,0.843861,https://barttorvik.com/playerstat.php?year=2023&p=73404,Chibuzo Agbo,Boise St.,matched_player_name_only,Bart data/trank_data_2023.csv
Mountain West,Mohamed Sylla,mohamed sylla,Boise State,boise-state,2022-23,0.018218,-6.35121,-6.21134,-0.13987,https://barttorvik.com/playerstat.php?year=2023&p=75224,Mohamed Sylla,Boise St.,matched_player_name_only,Bart data/trank_data_2023.csv
Mountain West,Cam Martin,cam martin,Boise State,boise-state,2023-24,1.24113,4.42385,1.0455,3.37835,https://barttorvik.com/playerstat.php?year=2024&p=50881,Cam Martin,Boise St.,matched_player_name_only,Bart data/trank_data_2024.csv
Mountain West,O'mar Stanley,o mar stanley,Boise State,boise-state,2023-24,3.68887,7.62553,3.62771,3.99783,https://barttorvik.com/playerstat.php?year=2024&p=75352,O'Mar Stanley,Boise St.,matched_player_name_only,Bart data/trank_data_2024.csv
Mountain West,Roddie Anderson,roddie anderson,Boise State,boise-state,2023-24,-0.0629347,0.319552,-2.18539,2.50495,https://barttorvik.com/playerstat.php?year=2024&p=77092,Roddie Anderson III,Boise St.,matched_player_name_only,Bart data/trank_data_2024.csv
Mountain West,Alvaro Cardenas,alvaro cardenas,Boise State,boise-state,2024-25,3.65931,4.52688,3.72835,0.798533,https://barttorvik.com/playerstat.php?year=2025&p=75345,Alvaro Cardenas,Boise St.,matched_player_name_only,Bart data/trank_data_2025.csv
Mountain West,Dominic Parolin,dominic parolin,Boise State,boise-state,2025-26,1.74737,6.35325,2.94111,3.41214,https://barttorvik.com/playerstat.php?year=2026&p=73885,Dominic Parolin,Boise St.,matched_player_name_only,Bart data/trank_data_2026.csv
Mountain West,Drew Fielder,drew fielder,Boise State,boise-state,2025-26,3.43435,5.44676,4.09999,1.34677,https://barttorvik.com/playerstat.php?year=2026&p=78294,Drew Fielder,Boise St.,matched_player_name_only,Bart data/trank_data_2026.csv
Mountain West,Dylan Andrews,dylan andrews,Boise State,boise-state,2025-26,2.57166,1.75746,1.78864,-0.031183,https://barttorvik.com/playerstat.php?year=2026&p=77484,Dylan Andrews,Boise St.,matched_player_name_only,Bart data/trank_data_2026.csv
Mountain West,Josiah Strong,josiah strong,Colorado State,colorado-state,2022-23,-0.397493,-1.94335,-1.31262,-0.630734,https://barttorvik.com/playerstat.php?year=2023&p=65550,Josiah Strong,Colorado St.,matched_player_name_only,Bart data/trank_data_2023.csv
Mountain West,Javonte Johnson,javonte johnson,Colorado State,colorado-state,2023-24,0.213559,-0.950897,-0.365472,-0.585425,https://barttorvik.com/playerstat.php?year=2024&p=73442,Javonte Johnson,Colorado St.,matched_player_name_only,Bart data/trank_data_2024.csv
Mountain West,Nique Clifford,nique clifford,Colorado State,colorado-state,2023-24,3.12152,8.54747,2.80646,5.74101,https://barttorvik.com/playerstat.php?year=2024&p=72334,Nique Clifford,Colorado St.,matched_player_name_only,Bart data/trank_data_2024.csv
Mountain West,Bowen Born,bowen born,Colorado State,colorado-state,2024-25,1.05751,1.86711,1.99288,-0.125767,https://barttorvik.com/playerstat.php?year=2025&p=72563,Bowen Born,Colorado St.,matched_player_name_only,Bart data/trank_data_2025.csv
Mountain West,Ethan Morton,ethan morton,Colorado State,colorado-state,2024-25,1.57305,5.59214,2.14548,3.44666,https://barttorvik.com/playerstat.php?year=2025&p=73290,Ethan Morton,Colorado St.,matched_player_name_only,Bart data/trank_data_2025.csv
Mountain West,Jaylen Crocker-Johnson,jaylen crocker johnson,Colorado State,colorado-state,2024-25,2.21719,4.23021,2.34798,1.88223,https://barttorvik.com/playerstat.php?year=2025&p=78458,Jaylen Crocker-Johnson,Colorado St.,matched_player_name_only,Bart data/trank_data_2025.csv
Mountain West,Keshawn Williams,keshawn williams,Colorado State,colorado-state,2024-25,0.859156,-0.21277,0.268199,-0.480969,https://barttorvik.com/playerstat.php?year=2025&p=73117,Keshawn Williams,Colorado St.,matched_player_name_only,Bart data/trank_data_2025.csv
Mountain West,Nikola Djapa,nikola djapa,Colorado State,colorado-state,2024-25,0.441286,0.862458,-0.521537,1.38399,https://barttorvik.com/playerstat.php?year=2025&p=78777,Nikola Djapa,Colorado St.,matched_player_name_only,Bart data/trank_data_2025.csv
Mountain West,Augustinas Kiudulas,augustinas kiudulas,Colorado State,colorado-state,2025-26,1.38327,1.4122,1.91237,-0.500173,https://barttorvik.com/playerstat.php?year=2026&p=77960,Augustinas Kiudulas,Colorado St.,matched_player_name_only,Bart data/trank_data_2026.csv
Mountain West,Brandon Rechsteiner,brandon rechsteiner,Colorado State,colorado-state,2025-26,2.54368,1.38946,2.97526,-1.5858,https://barttorvik.com/playerstat.php?year=2026&p=78779,Brandon Rechsteiner,Colorado St.,matched_player_name_only,Bart data/trank_data_2026.csv
Mountain West,Carey Booth,carey booth,Colorado State,colorado-state,2025-26,2.82479,3.28483,1.43776,1.84707,https://barttorvik.com/playerstat.php?year=2026&p=78216,Carey Booth,Colorado St.,matched_player_name_only,Bart data/trank_data_2026.csv
Mountain West,Jase Butler,jase butler,Colorado State,colorado-state,2025-26,2.83735,2.94831,3.58243,-0.634121,https://barttorvik.com/playerstat.php?year=2026&p=126761,Jase Butler,Colorado St.,matched_player_name_only,Bart data/trank_data_2026.csv
Mountain West,Jevin Muniz,jevin muniz,Colorado State,colorado-state,2025-26,3.26995,3.55311,3.30245,0.250663,https://barttorvik.com/playerstat.php?year=2026&p=76676,Jevin Muniz,Colorado St.,matched_player_name_only,Bart data/trank_data_2026.csv
Mountain West,Josh Pascarelli,josh pascarelli,Colorado State,colorado-state,2025-26,2.46435,2.51022,3.43689,-0.926666,https://barttorvik.com/playerstat.php?year=2026&p=79030,Josh Pascarelli,Colorado St.,matched_player_name_only,Bart data/trank_data_2026.csv
Mountain West,Chuks Isitua,chuks isitua,Fresno State,fresno-state,2022-23,-0.506231,-2.97175,-6.36329,3.39154,https://barttorvik.com/playerstat.php?year=2023&p=74325,Chuks Isitua,Fresno St.,matched_player_name_only,Bart data/trank_data_2023.csv
Mountain West,Eduardo Andre,eduardo andre,Fresno State,fresno-state,2022-23,2.00093,5.83548,-0.711779,6.54726,https://barttorvik.com/playerstat.php?year=2023&p=72894,Eduardo Andre,Fresno St.,matched_player_name_only,Bart data/trank_data_2023.csv
Mountain West,Isaih Moore,isaih moore,Fresno State,fresno-state,2022-23,2.68506,3.50152,1.25769,2.24383,https://barttorvik.com/playerstat.php?year=2023&p=66528,Isaih Moore,Fresno St.,matched_player_name_only,Bart data/trank_data_2023.csv
Mountain West,Enoch Boakye,enoch boakye,Fresno State,fresno-state,2023-24,1.2183,-0.818086,-2.5993,1.78122,https://barttorvik.com/playerstat.php?year=2024&p=75235,Enoch Boakye,Fresno St.,matched_player_name_only,Bart data/trank_data_2024.csv
Mountain West,Isaiah Pope,isaiah pope,Fresno State,fresno-state,2023-24,1.1146,-1.67068,-0.917272,-0.753408,https://barttorvik.com/playerstat.php?year=2024&p=73610,Isaiah Pope,Fresno St.,matched_player_name_only,Bart data/trank_data_2024.csv
Mountain West,Pierre Geneste,pierre geneste,Fresno State,fresno-state,2023-24,-0.351687,-8.97011,-8.1645,-0.805609,https://barttorvik.com/playerstat.php?year=2024&p=76884,Pierre Geneste Jr.,Fresno St.,matched_player_name_only,Bart data/trank_data_2024.csv
Mountain West,Xavier DuSell,xavier dusell,Fresno State,fresno-state,2023-24,2.04443,-0.760853,1.30013,-2.06098,https://barttorvik.com/playerstat.php?year=2024&p=72680,Xavier DuSell,Fresno St.,matched_player_name_only,Bart data/trank_data_2024.csv
Mountain West,David Douglas,david douglas,Fresno State,fresno-state,2024-25,0.417093,-0.563674,1.41886,-1.98254,https://barttorvik.com/playerstat.php?year=2025&p=78709,David Douglas Jr.,Fresno St.,matched_player_name_only,Bart data/trank_data_2025.csv
Mountain West,Mor Seck,mor seck,Fresno State,fresno-state,2024-25,-0.0207557,-5.07599,-4.14439,-0.931601,https://barttorvik.com/playerstat.php?year=2025&p=77470,Mor Seck,Fresno St.,matched_player_name_only,Bart data/trank_data_2025.csv
Mountain West,Cameron Faas,cameron faas,Fresno State,fresno-state,2025-26,0.43946,0.262309,-0.349021,0.61133,https://barttorvik.com/playerstat.php?year=2026&p=79274,Cameron Faas,Fresno St.,matched_player_name_only,Bart data/trank_data_2026.csv
Mountain West,Jac Mani,jac mani,Fresno State,fresno-state,2025-26,0.729077,-2.55632,-1.5943,-0.962014,https://barttorvik.com/playerstat.php?year=2026&p=77093,Jac Mani,Fresno St.,matched_player_name_only,Bart data/trank_data_2026.csv
Mountain West,Jake Heidbreder,jake heidbreder,Fresno State,fresno-state,2025-26,2.79752,1.91559,1.68233,0.233263,https://barttorvik.com/playerstat.php?year=2026&p=75813,Jake Heidbreder,Fresno St.,matched_player_name_only,Bart data/trank_data_2026.csv
Mountain West,Hunter McIntosh,hunter mcintosh,Nevada,nevada,2022-23,-0.311213,-6.29134,-2.78116,-3.51018,https://barttorvik.com/playerstat.php?year=2023&p=71782,Hunter McIntosh,Nevada,matched_player_and_team,Bart data/trank_data_2023.csv
Mountain West,Jarod Lucas,jarod lucas,Nevada,nevada,2022-23,3.96351,1.00491,3.29232,-2.28741,https://barttorvik.com/playerstat.php?year=2023&p=71461,Jarod Lucas,Nevada,matched_player_and_team,Bart data/trank_data_2023.csv
Mountain West,Tyler Powell,tyler powell,Nevada,nevada,2022-23,-0.00360388,-2.57998,-1.70575,-0.874227,https://barttorvik.com/playerstat.php?year=2023&p=74398,Tyler Powell,Nevada,matched_player_and_team,Bart data/trank_data_2023.csv
Mountain West,Tylan Pope,tylan pope,Nevada,nevada,2023-24,0.440582,-1.59171,-2.67285,1.08113,https://barttorvik.com/playerstat.php?year=2024&p=70619,Tylan Pope,Nevada,matched_player_and_team,Bart data/trank_data_2024.csv
Mountain West,Brandon Love,brandon love,Nevada,nevada,2024-25,0.850801,1.97603,-1.37591,3.35194,https://barttorvik.com/playerstat.php?year=2025&p=74788,Brandon Love,Nevada,matched_player_and_team,Bart data/trank_data_2025.csv
Mountain West,Chuck Bailey,chuck bailey,Nevada,nevada,2024-25,-0.332394,-5.29574,-4.18414,-1.11159,https://barttorvik.com/playerstat.php?year=2025&p=77823,Chuck Bailey III,Nevada,matched_player_and_team,Bart data/trank_data_2025.csv
Mountain West,Justin McBride,justin mcbride,Nevada,nevada,2024-25,1.55692,0.00108442,0.0207187,-0.0196343,https://barttorvik.com/playerstat.php?year=2025&p=78606,Justin McBride,Nevada,matched_player_and_team,Bart data/trank_data_2025.csv
Mountain West,Kobe Sanders,kobe sanders,Nevada,nevada,2024-25,4.39489,4.41552,4.4859,-0.0703796,https://barttorvik.com/playerstat.php?year=2025&p=73493,Kobe Sanders,Nevada,matched_player_and_team,Bart data/trank_data_2025.csv
Mountain West,Xavier DuSell,xavier dusell,Nevada,nevada,2024-25,1.41548,0.767583,2.0064,-1.23882,https://barttorvik.com/playerstat.php?year=2025&p=72680,Xavier DuSell,Nevada,matched_player_and_team,Bart data/trank_data_2025.csv
Mountain West,Corey Camper,corey camper,Nevada,nevada,2025-26,3.91312,6.03116,4.84879,1.18237,https://barttorvik.com/playerstat.php?year=2026&p=78753,Corey Camper Jr.,Nevada,matched_player_and_team,Bart data/trank_data_2026.csv
Mountain West,Elijah Price,elijah price,Nevada,nevada,2025-26,2.53152,5.04293,-0.153567,5.19649,https://barttorvik.com/playerstat.php?year=2026&p=79084,Elijah Price,Nevada,matched_player_and_team,Bart data/trank_data_2026.csv
Mountain West,Joel Armotrading,joel armotrading,Nevada,nevada,2025-26,1.12266,3.48207,-0.780039,4.26211,https://barttorvik.com/playerstat.php?year=2026&p=77845,Joel Armotrading,Nevada,matched_player_and_team,Bart data/trank_data_2026.csv
Mountain West,Tayshawn Comer,tayshawn comer,Nevada,nevada,2025-26,1.69504,-0.808946,0.413954,-1.2229,https://barttorvik.com/playerstat.php?year=2026&p=77437,Tayshawn Comer,Nevada,matched_player_and_team,Bart data/trank_data_2026.csv
Mountain West,Elijah Parquet,elijah parquet,UNLV,unlv,2022-23,-0.623382,0.0877311,-2.18278,2.27051,https://barttorvik.com/playerstat.php?year=2023&p=65870,Elijah Parquet,UNLV,matched_player_and_team,Bart data/trank_data_2023.csv
